LGA_NAME16	CountryOfBirth	Sex	workers
Murrindindi (S)	DEU	F	4
Murrindindi (S)	DEU	M	9
Murrindindi (S)	GRC	F	3
Murrindindi (S)	GRC	M	5
Murrindindi (S)	HKG	F	4
Murrindindi (S)	IND	F	8
Murrindindi (S)	IND	M	21
Murrindindi (S)	IDN	F	3
Murrindindi (S)	IRN	M	3
Murrindindi (S)	IRL	F	7
Murrindindi (S)	IRL	M	3
Murrindindi (S)	ITA	F	3
Murrindindi (S)	ITA	M	4
Murrindindi (S)	MYS	M	8
Murrindindi (S)	NLD	F	7
Murrindindi (S)	NLD	M	8
Murrindindi (S)	NZL	F	31
Murrindindi (S)	NZL	M	32
Murrindindi (S)	PHL	F	10
Murrindindi (S)	PHL	M	4
Murrindindi (S)	SGP	F	6
Murrindindi (S)	ZAF	F	5
Murrindindi (S)	ZAF	M	11
Murrindindi (S)	KOR	F	4
Murrindindi (S)	LKA	F	3
Murrindindi (S)	LKA	M	3
Murrindindi (S)	THA	F	4
Murrindindi (S)	THA	M	3
Murrindindi (S)	TUR	M	3
Murrindindi (S)	GBR	F	88
Murrindindi (S)	GBR	M	82
Murrindindi (S)	USA	F	9
Murrindindi (S)	USA	M	10
Murrindindi (S)	VNM	M	4
Murrindindi (S)	ZWE	F	3
Nillumbik (S)		F	219
Nillumbik (S)		M	244
Nillumbik (S)	AUS	F	5762
Nillumbik (S)	AUS	M	4880
Nillumbik (S)	CAN	F	17
Nillumbik (S)	CAN	M	11
Nillumbik (S)	CHN	F	83
Nillumbik (S)	CHN	M	67
Nillumbik (S)	HRV	F	10
Nillumbik (S)	HRV	M	15
Nillumbik (S)	EGY	F	6
Nillumbik (S)	EGY	M	12
Nillumbik (S)	FJI	F	7
Nillumbik (S)	FJI	M	6
Nillumbik (S)	MKD	F	20
Nillumbik (S)	MKD	M	22
Nillumbik (S)	DEU	F	26
Nillumbik (S)	DEU	M	28
Nillumbik (S)	GRC	F	16
Nillumbik (S)	GRC	M	18
Nillumbik (S)	HKG	F	14
Nillumbik (S)	HKG	M	17
Nillumbik (S)	IND	F	89
Nillumbik (S)	IND	M	123
Nillumbik (S)	IDN	F	14
Nillumbik (S)	IDN	M	6
Nillumbik (S)	IRN	F	12
Nillumbik (S)	IRN	M	19
Nillumbik (S)	IRQ	F	7
Nillumbik (S)	IRQ	M	9
Nillumbik (S)	IRL	F	16
Nillumbik (S)	IRL	M	29
Nillumbik (S)	ITA	F	49
Nillumbik (S)	ITA	M	70
Nillumbik (S)	JPN	F	3
Nillumbik (S)	JPN	M	4
Nillumbik (S)	LBN	F	8
Nillumbik (S)	LBN	M	16
Nillumbik (S)	MYS	F	47
Nillumbik (S)	MYS	M	30
Nillumbik (S)	MLT	F	8
Nillumbik (S)	MLT	M	10
Nillumbik (S)	NLD	F	20
Nillumbik (S)	NLD	M	21
Nillumbik (S)	NZL	F	92
Nillumbik (S)	NZL	M	99
Nillumbik (S)	PAK	F	12
Nillumbik (S)	PAK	M	13
Nillumbik (S)	PHL	F	33
Nillumbik (S)	PHL	M	19
Nillumbik (S)	POL	F	10
Nillumbik (S)	POL	M	12
Nillumbik (S)	SGP	F	11
Nillumbik (S)	SGP	M	16
Nillumbik (S)	ZAF	F	53
Nillumbik (S)	ZAF	M	26
Nillumbik (S)	KOR	F	9
Nillumbik (S)	KOR	M	3
Nillumbik (S)	LKA	F	29
Nillumbik (S)	LKA	M	40
Nillumbik (S)	THA	F	27
Nillumbik (S)	THA	M	6
Nillumbik (S)	TUR	F	3
Nillumbik (S)	TUR	M	9
Nillumbik (S)	GBR	F	312
Nillumbik (S)	GBR	M	289
Nillumbik (S)	USA	F	18
Nillumbik (S)	USA	M	19
Nillumbik (S)	VNM	F	22
Nillumbik (S)	VNM	M	37
Nillumbik (S)	ZWE	F	10
Nillumbik (S)	ZWE	M	11
Northern Grampians (S)		F	114
Northern Grampians (S)		M	100
Northern Grampians (S)	AUS	F	2011
Northern Grampians (S)	AUS	M	2203
Northern Grampians (S)	CHN	F	11
Northern Grampians (S)	CHN	M	3
Northern Grampians (S)	FJI	F	3
Northern Grampians (S)	FJI	M	3
Northern Grampians (S)	DEU	F	8
Northern Grampians (S)	GRC	M	3
Northern Grampians (S)	HKG	F	3
Northern Grampians (S)	IND	F	11
Northern Grampians (S)	IND	M	11
Northern Grampians (S)	IDN	F	4
Northern Grampians (S)	MYS	F	9
Northern Grampians (S)	MYS	M	5
Northern Grampians (S)	NLD	F	5
Northern Grampians (S)	NLD	M	3
Northern Grampians (S)	NZL	F	22
Northern Grampians (S)	NZL	M	27
Northern Grampians (S)	PHL	F	17
Northern Grampians (S)	PHL	M	14
Northern Grampians (S)	ZAF	F	9
Northern Grampians (S)	ZAF	M	6
Northern Grampians (S)	KOR	F	3
Northern Grampians (S)	LKA	F	4
Northern Grampians (S)	LKA	M	7
Northern Grampians (S)	GBR	F	52
Northern Grampians (S)	GBR	M	34
Northern Grampians (S)	USA	M	5
Northern Grampians (S)	VNM	F	3
Northern Grampians (S)	VNM	M	3
Northern Grampians (S)	ZWE	F	3
Northern Grampians (S)	ZWE	M	3
Port Phillip (C)		F	2809
Port Phillip (C)		M	3468
Port Phillip (C)	AUS	F	20713
Port Phillip (C)	AUS	M	24712
Port Phillip (C)	CAN	F	160
Port Phillip (C)	CAN	M	124
Port Phillip (C)	CHN	F	1210
Port Phillip (C)	CHN	M	1076
Port Phillip (C)	HRV	F	54
Port Phillip (C)	HRV	M	69
Port Phillip (C)	EGY	F	62
Port Phillip (C)	EGY	M	105
Port Phillip (C)	FJI	F	96
Port Phillip (C)	FJI	M	96
Port Phillip (C)	MKD	F	66
Port Phillip (C)	MKD	M	94
Port Phillip (C)	DEU	F	187
Port Phillip (C)	DEU	M	190
Port Phillip (C)	GRC	F	145
Port Phillip (C)	GRC	M	201
Port Phillip (C)	HKG	F	186
Port Phillip (C)	HKG	M	232
Port Phillip (C)	IND	F	1361
Port Phillip (C)	IND	M	2591
Port Phillip (C)	IDN	F	267
Port Phillip (C)	IDN	M	268
Port Phillip (C)	IRN	F	76
Port Phillip (C)	IRN	M	156
Port Phillip (C)	IRQ	F	24
Port Phillip (C)	IRQ	M	69
Port Phillip (C)	IRL	F	218
Port Phillip (C)	IRL	M	294
Port Phillip (C)	ITA	F	164
Port Phillip (C)	ITA	M	299
Port Phillip (C)	JPN	F	129
Port Phillip (C)	JPN	M	99
Port Phillip (C)	LBN	F	32
Port Phillip (C)	LBN	M	85
Port Phillip (C)	MYS	F	491
Port Phillip (C)	MYS	M	529
Port Phillip (C)	MLT	F	26
Port Phillip (C)	MLT	M	51
Port Phillip (C)	NLD	F	69
Port Phillip (C)	NLD	M	114
Port Phillip (C)	NZL	F	1128
Port Phillip (C)	NZL	M	1278
Port Phillip (C)	PAK	F	55
Port Phillip (C)	PAK	M	296
Port Phillip (C)	PHL	F	531
Port Phillip (C)	PHL	M	409
Port Phillip (C)	POL	F	149
Port Phillip (C)	POL	M	121
Port Phillip (C)	SGP	F	150
Port Phillip (C)	SGP	M	158
Port Phillip (C)	ZAF	F	320
Port Phillip (C)	ZAF	M	483
Port Phillip (C)	KOR	F	155
Port Phillip (C)	KOR	M	179
Port Phillip (C)	LKA	F	355
Port Phillip (C)	LKA	M	680
Port Phillip (C)	THA	F	203
Port Phillip (C)	THA	M	106
Port Phillip (C)	TUR	F	42
Port Phillip (C)	TUR	M	104
Port Phillip (C)	GBR	F	1503
Port Phillip (C)	GBR	M	2364
Port Phillip (C)	USA	F	278
Port Phillip (C)	USA	M	285
Port Phillip (C)	VNM	F	482
Port Phillip (C)	VNM	M	522
Port Phillip (C)	ZWE	F	47
Port Phillip (C)	ZWE	M	58
Pyrenees (S)		F	31
Pyrenees (S)		M	46
Pyrenees (S)	AUS	F	751
Pyrenees (S)	AUS	M	1029
Pyrenees (S)	CHN	F	7
Pyrenees (S)	IND	M	5
Pyrenees (S)	MLT	F	3
Pyrenees (S)	MLT	M	4
Pyrenees (S)	NLD	M	10
Pyrenees (S)	NZL	F	11
Pyrenees (S)	NZL	M	9
Pyrenees (S)	PHL	F	4
Pyrenees (S)	ZAF	F	3
Pyrenees (S)	ZAF	M	6
Pyrenees (S)	GBR	F	31
Pyrenees (S)	GBR	M	28
Queenscliffe (B)		F	31
Queenscliffe (B)		M	16
Queenscliffe (B)	AUS	F	639
Queenscliffe (B)	AUS	M	465
Queenscliffe (B)	CAN	F	3
Queenscliffe (B)	CHN	F	4
Queenscliffe (B)	CHN	M	3
Queenscliffe (B)	DEU	F	3
Queenscliffe (B)	IND	F	3
Queenscliffe (B)	IND	M	3
Queenscliffe (B)	IRL	M	6
Queenscliffe (B)	ITA	F	3
Queenscliffe (B)	ITA	M	4
Queenscliffe (B)	NLD	F	3
Queenscliffe (B)	NZL	F	7
Queenscliffe (B)	NZL	M	9
Queenscliffe (B)	PHL	F	4
Queenscliffe (B)	PHL	M	3
Queenscliffe (B)	SGP	F	5
Queenscliffe (B)	THA	F	3
Queenscliffe (B)	THA	M	3
Queenscliffe (B)	GBR	F	22
Queenscliffe (B)	GBR	M	28
Queenscliffe (B)	USA	M	3
South Gippsland (S)		F	180
South Gippsland (S)		M	188
South Gippsland (S)	AUS	F	4432
South Gippsland (S)	AUS	M	4785
South Gippsland (S)	CAN	F	8
South Gippsland (S)	CAN	M	4
South Gippsland (S)	CHN	F	19
South Gippsland (S)	CHN	M	19
South Gippsland (S)	HRV	F	3
South Gippsland (S)	HRV	M	3
South Gippsland (S)	EGY	M	4
South Gippsland (S)	FJI	M	4
South Gippsland (S)	DEU	F	23
South Gippsland (S)	DEU	M	18
South Gippsland (S)	GRC	F	4
South Gippsland (S)	HKG	M	5
South Gippsland (S)	IND	F	29
South Gippsland (S)	IND	M	39
South Gippsland (S)	IDN	F	4
South Gippsland (S)	IRL	F	8
South Gippsland (S)	IRL	M	22
South Gippsland (S)	ITA	F	18
South Gippsland (S)	ITA	M	34
South Gippsland (S)	JPN	F	4
South Gippsland (S)	JPN	M	3
South Gippsland (S)	MYS	F	7
South Gippsland (S)	MYS	M	11
South Gippsland (S)	MLT	M	5
South Gippsland (S)	NLD	F	39
South Gippsland (S)	NLD	M	43
South Gippsland (S)	NZL	F	87
South Gippsland (S)	NZL	M	94
South Gippsland (S)	PHL	F	35
South Gippsland (S)	PHL	M	11
South Gippsland (S)	POL	M	4
South Gippsland (S)	ZAF	F	20
South Gippsland (S)	ZAF	M	14
South Gippsland (S)	KOR	F	4
South Gippsland (S)	KOR	M	10
South Gippsland (S)	LKA	F	7
South Gippsland (S)	LKA	M	11
South Gippsland (S)	THA	F	9
South Gippsland (S)	GBR	F	183
South Gippsland (S)	GBR	M	158
South Gippsland (S)	USA	F	14
South Gippsland (S)	USA	M	10
South Gippsland (S)	VNM	F	8
South Gippsland (S)	VNM	M	8
South Gippsland (S)	ZWE	F	5
South Gippsland (S)	ZWE	M	3
Southern Grampians (S)		F	135
Southern Grampians (S)		M	125
Southern Grampians (S)	AUS	F	3174
Southern Grampians (S)	AUS	M	3237
Southern Grampians (S)	CAN	F	8
Southern Grampians (S)	CAN	M	3
Southern Grampians (S)	CHN	F	4
Southern Grampians (S)	CHN	M	4
Southern Grampians (S)	EGY	M	3
Southern Grampians (S)	DEU	F	8
Southern Grampians (S)	DEU	M	3
Southern Grampians (S)	HKG	F	3
Southern Grampians (S)	IND	F	21
Southern Grampians (S)	IND	M	27
Southern Grampians (S)	ITA	M	3
Southern Grampians (S)	MYS	F	3
Southern Grampians (S)	MYS	M	3
Southern Grampians (S)	NLD	F	5
Southern Grampians (S)	NLD	M	12
Southern Grampians (S)	NZL	F	51
Southern Grampians (S)	NZL	M	44
Southern Grampians (S)	PHL	F	10
Southern Grampians (S)	PHL	M	7
Southern Grampians (S)	POL	F	3
Southern Grampians (S)	SGP	F	3
Southern Grampians (S)	ZAF	F	16
Southern Grampians (S)	ZAF	M	13
Southern Grampians (S)	KOR	M	3
Southern Grampians (S)	LKA	F	3
Southern Grampians (S)	LKA	M	7
Southern Grampians (S)	THA	F	7
Southern Grampians (S)	GBR	F	93
Southern Grampians (S)	GBR	M	67
Southern Grampians (S)	USA	F	13
Southern Grampians (S)	USA	M	3
Southern Grampians (S)	VNM	F	3
Southern Grampians (S)	VNM	M	7
Southern Grampians (S)	ZWE	M	3
Stonnington (C)		F	2157
Stonnington (C)		M	2018
Stonnington (C)	AUS	F	19693
Stonnington (C)	AUS	M	14840
Stonnington (C)	CAN	F	108
Stonnington (C)	CAN	M	60
Stonnington (C)	CHN	F	1180
Stonnington (C)	CHN	M	856
Stonnington (C)	HRV	F	36
Stonnington (C)	HRV	M	53
Stonnington (C)	EGY	F	44
Stonnington (C)	EGY	M	33
Stonnington (C)	FJI	F	58
Stonnington (C)	FJI	M	35
Stonnington (C)	MKD	F	37
Stonnington (C)	MKD	M	26
Stonnington (C)	DEU	F	111
Stonnington (C)	DEU	M	116
Stonnington (C)	GRC	F	177
Stonnington (C)	GRC	M	149
Stonnington (C)	HKG	F	181
Stonnington (C)	HKG	M	155
Stonnington (C)	IND	F	995
Stonnington (C)	IND	M	1339
Stonnington (C)	IDN	F	193
Stonnington (C)	IDN	M	164
Stonnington (C)	IRN	F	94
Stonnington (C)	IRN	M	89
Stonnington (C)	IRQ	F	11
Stonnington (C)	IRQ	M	29
Stonnington (C)	IRL	F	153
Stonnington (C)	IRL	M	128
Stonnington (C)	ITA	F	168
Stonnington (C)	ITA	M	265
Stonnington (C)	JPN	F	153
Stonnington (C)	JPN	M	58
Stonnington (C)	LBN	F	31
Stonnington (C)	LBN	M	55
Stonnington (C)	MYS	F	436
Stonnington (C)	MYS	M	333
Stonnington (C)	MLT	F	17
Stonnington (C)	MLT	M	20
Stonnington (C)	NLD	F	44
Stonnington (C)	NLD	M	58
Stonnington (C)	NZL	F	873
Stonnington (C)	NZL	M	602
Stonnington (C)	PAK	F	40
Stonnington (C)	PAK	M	158
Stonnington (C)	PHL	F	413
Stonnington (C)	PHL	M	210
Stonnington (C)	POL	F	135
Stonnington (C)	POL	M	87
Stonnington (C)	SGP	F	121
Stonnington (C)	SGP	M	86
Stonnington (C)	ZAF	F	330
Stonnington (C)	ZAF	M	254
Stonnington (C)	KOR	F	154
Stonnington (C)	KOR	M	112
Stonnington (C)	LKA	F	384
Stonnington (C)	LKA	M	377
Stonnington (C)	THA	F	201
Stonnington (C)	THA	M	93
Stonnington (C)	TUR	F	45
Stonnington (C)	TUR	M	41
Stonnington (C)	GBR	F	1096
Stonnington (C)	GBR	M	1129
Stonnington (C)	USA	F	197
Stonnington (C)	USA	M	137
Stonnington (C)	VNM	F	376
Stonnington (C)	VNM	M	241
Stonnington (C)	ZWE	F	61
Stonnington (C)	ZWE	M	31
Strathbogie (S)		F	67
Strathbogie (S)		M	75
Strathbogie (S)	AUS	F	1413
Strathbogie (S)	AUS	M	1628
Strathbogie (S)	CHN	F	9
Strathbogie (S)	CHN	M	4
Strathbogie (S)	HRV	M	3
Strathbogie (S)	DEU	F	11
Strathbogie (S)	DEU	M	13
Strathbogie (S)	HKG	F	3
Strathbogie (S)	IND	F	9
Strathbogie (S)	IND	M	30
Strathbogie (S)	IRQ	M	3
Strathbogie (S)	IRL	F	3
Strathbogie (S)	IRL	M	5
Strathbogie (S)	ITA	F	7
Strathbogie (S)	ITA	M	8
Strathbogie (S)	MYS	F	3
Strathbogie (S)	NLD	F	3
Strathbogie (S)	NLD	M	4
Strathbogie (S)	NZL	F	21
Strathbogie (S)	NZL	M	19
Strathbogie (S)	PAK	M	4
Strathbogie (S)	PHL	F	15
Strathbogie (S)	PHL	M	4
Strathbogie (S)	SGP	F	3
Strathbogie (S)	ZAF	F	3
Strathbogie (S)	ZAF	M	4
Strathbogie (S)	KOR	M	3
Strathbogie (S)	LKA	M	3
Strathbogie (S)	THA	F	9
Strathbogie (S)	GBR	F	46
Strathbogie (S)	GBR	M	59
Strathbogie (S)	USA	F	6
Strathbogie (S)	USA	M	4
Strathbogie (S)	VNM	F	7
Strathbogie (S)	VNM	M	3
Surf Coast (S)		F	165
Surf Coast (S)		M	150
Surf Coast (S)	AUS	F	3690
Surf Coast (S)	AUS	M	3585
Surf Coast (S)	CAN	F	8
Surf Coast (S)	CAN	M	16
Surf Coast (S)	CHN	F	14
Surf Coast (S)	CHN	M	14
Surf Coast (S)	HRV	F	3
Surf Coast (S)	HRV	M	3
Surf Coast (S)	FJI	M	3
Surf Coast (S)	DEU	F	16
Surf Coast (S)	DEU	M	18
Surf Coast (S)	GRC	F	6
Surf Coast (S)	GRC	M	7
Surf Coast (S)	HKG	M	4
Surf Coast (S)	IND	F	31
Surf Coast (S)	IND	M	79
Surf Coast (S)	IDN	F	10
Surf Coast (S)	IDN	M	3
Surf Coast (S)	IRN	F	7
Surf Coast (S)	IRN	M	6
Surf Coast (S)	IRL	F	17
Surf Coast (S)	IRL	M	22
Surf Coast (S)	ITA	F	10
Surf Coast (S)	ITA	M	14
Surf Coast (S)	JPN	F	7
Surf Coast (S)	JPN	M	6
Surf Coast (S)	MYS	F	9
Surf Coast (S)	MYS	M	8
Surf Coast (S)	MLT	F	7
Surf Coast (S)	MLT	M	3
Surf Coast (S)	NLD	F	19
Surf Coast (S)	NLD	M	10
Surf Coast (S)	NZL	F	70
Surf Coast (S)	NZL	M	79
Surf Coast (S)	PAK	M	5
Surf Coast (S)	PHL	F	22
Surf Coast (S)	PHL	M	25
Surf Coast (S)	POL	F	7
Surf Coast (S)	POL	M	3
Surf Coast (S)	SGP	F	4
Surf Coast (S)	SGP	M	5
Surf Coast (S)	ZAF	F	23
Surf Coast (S)	ZAF	M	22
Surf Coast (S)	KOR	F	3
Surf Coast (S)	KOR	M	4
Surf Coast (S)	LKA	F	4
Surf Coast (S)	LKA	M	5
Surf Coast (S)	THA	F	16
Surf Coast (S)	GBR	F	175
Surf Coast (S)	GBR	M	202
Surf Coast (S)	USA	F	24
Surf Coast (S)	USA	M	19
Surf Coast (S)	VNM	F	8
Surf Coast (S)	VNM	M	3
Surf Coast (S)	ZWE	F	3
Surf Coast (S)	ZWE	M	7
Swan Hill (RC)		F	243
Swan Hill (RC)		M	311
Swan Hill (RC)	AUS	F	3512
Swan Hill (RC)	AUS	M	3862
Swan Hill (RC)	CAN	M	6
Swan Hill (RC)	CHN	F	22
Swan Hill (RC)	CHN	M	10
Swan Hill (RC)	HRV	M	3
Swan Hill (RC)	FJI	F	16
Swan Hill (RC)	FJI	M	12
Swan Hill (RC)	DEU	F	9
Swan Hill (RC)	DEU	M	3
Swan Hill (RC)	GRC	M	3
Swan Hill (RC)	HKG	F	8
Swan Hill (RC)	HKG	M	8
Swan Hill (RC)	IND	F	50
Swan Hill (RC)	IND	M	90
Swan Hill (RC)	IDN	F	7
Swan Hill (RC)	IDN	M	11
Swan Hill (RC)	IRQ	F	3
Swan Hill (RC)	IRL	F	7
Swan Hill (RC)	IRL	M	5
Swan Hill (RC)	ITA	F	7
Swan Hill (RC)	ITA	M	40
Swan Hill (RC)	MYS	F	26
Swan Hill (RC)	MYS	M	49
Swan Hill (RC)	MLT	F	3
Swan Hill (RC)	MLT	M	3
Swan Hill (RC)	NLD	F	4
Swan Hill (RC)	NLD	M	9
Swan Hill (RC)	NZL	F	43
Swan Hill (RC)	NZL	M	41
Swan Hill (RC)	PAK	F	3
Swan Hill (RC)	PAK	M	20
Swan Hill (RC)	PHL	F	36
Swan Hill (RC)	PHL	M	33
Swan Hill (RC)	SGP	F	4
Swan Hill (RC)	ZAF	F	11
Swan Hill (RC)	ZAF	M	11
Swan Hill (RC)	KOR	F	11
Swan Hill (RC)	KOR	M	11
Swan Hill (RC)	LKA	F	13
Swan Hill (RC)	LKA	M	12
Swan Hill (RC)	THA	F	17
Swan Hill (RC)	THA	M	6
Swan Hill (RC)	GBR	F	58
Swan Hill (RC)	GBR	M	49
Swan Hill (RC)	USA	F	4
Swan Hill (RC)	USA	M	8
Swan Hill (RC)	VNM	F	23
Swan Hill (RC)	VNM	M	27
Swan Hill (RC)	ZWE	F	10
Swan Hill (RC)	ZWE	M	10
Towong (S)		F	30
Towong (S)		M	44
Towong (S)	AUS	F	857
Towong (S)	AUS	M	963
Towong (S)	CHN	F	3
Towong (S)	DEU	F	9
Towong (S)	IND	F	4
Towong (S)	IND	M	3
Towong (S)	IDN	F	4
Towong (S)	IRL	F	4
Towong (S)	ITA	M	3
Towong (S)	NLD	F	6
Towong (S)	NLD	M	3
Towong (S)	NZL	F	12
Towong (S)	NZL	M	6
Towong (S)	PHL	F	5
Towong (S)	ZAF	M	3
Towong (S)	GBR	F	19
Towong (S)	GBR	M	17
Towong (S)	USA	F	3
Wangaratta (RC)		F	221
Wangaratta (RC)		M	206
Wangaratta (RC)	AUS	F	5727
Wangaratta (RC)	AUS	M	5258
Wangaratta (RC)	CAN	F	6
Wangaratta (RC)	CAN	M	3
Wangaratta (RC)	CHN	F	12
Wangaratta (RC)	CHN	M	11
Wangaratta (RC)	HRV	F	5
Wangaratta (RC)	EGY	F	3
Wangaratta (RC)	FJI	M	3
Wangaratta (RC)	DEU	F	26
Wangaratta (RC)	DEU	M	15
Wangaratta (RC)	GRC	F	3
Wangaratta (RC)	GRC	M	3
Wangaratta (RC)	HKG	F	5
Wangaratta (RC)	HKG	M	3
Wangaratta (RC)	IND	F	25
Wangaratta (RC)	IND	M	31
Wangaratta (RC)	IDN	F	5
Wangaratta (RC)	IDN	M	4
Wangaratta (RC)	IRN	F	3
Wangaratta (RC)	IRN	M	3
Wangaratta (RC)	IRL	F	5
Wangaratta (RC)	IRL	M	7
Wangaratta (RC)	ITA	F	30
Wangaratta (RC)	ITA	M	53
Wangaratta (RC)	JPN	F	8
Wangaratta (RC)	JPN	M	3
Wangaratta (RC)	MYS	F	17
Wangaratta (RC)	MYS	M	17
Wangaratta (RC)	MLT	M	3
Wangaratta (RC)	NLD	F	13
Wangaratta (RC)	NLD	M	19
Wangaratta (RC)	NZL	F	54
Wangaratta (RC)	NZL	M	62
Wangaratta (RC)	PAK	M	6
Wangaratta (RC)	PHL	F	41
Wangaratta (RC)	PHL	M	13
Wangaratta (RC)	SGP	F	7
Wangaratta (RC)	SGP	M	3
Wangaratta (RC)	ZAF	F	14
Wangaratta (RC)	ZAF	M	15
Wangaratta (RC)	LKA	F	8
Wangaratta (RC)	LKA	M	15
Wangaratta (RC)	THA	F	4
Wangaratta (RC)	THA	M	4
Wangaratta (RC)	GBR	F	147
Wangaratta (RC)	GBR	M	126
Wangaratta (RC)	USA	F	16
Wangaratta (RC)	USA	M	10
Wangaratta (RC)	VNM	F	8
Wangaratta (RC)	VNM	M	7
Warrnambool (C)		F	265
Warrnambool (C)		M	287
Warrnambool (C)	AUS	F	7604
Warrnambool (C)	AUS	M	6354
Warrnambool (C)	CAN	F	14
Warrnambool (C)	CAN	M	3
Warrnambool (C)	CHN	F	37
Warrnambool (C)	CHN	M	50
Warrnambool (C)	HRV	M	3
Warrnambool (C)	EGY	F	4
Warrnambool (C)	EGY	M	4
Warrnambool (C)	FJI	F	6
Warrnambool (C)	FJI	M	7
Warrnambool (C)	MKD	F	3
Warrnambool (C)	DEU	F	9
Warrnambool (C)	DEU	M	8
Warrnambool (C)	GRC	F	4
Warrnambool (C)	GRC	M	3
Warrnambool (C)	HKG	F	6
Warrnambool (C)	HKG	M	15
Warrnambool (C)	IND	F	23
Warrnambool (C)	IND	M	28
Warrnambool (C)	IDN	F	10
Warrnambool (C)	IDN	M	9
Warrnambool (C)	IRL	F	21
Warrnambool (C)	IRL	M	17
Warrnambool (C)	ITA	F	7
Warrnambool (C)	ITA	M	3
Warrnambool (C)	JPN	F	7
Warrnambool (C)	JPN	M	9
Warrnambool (C)	LBN	M	3
Warrnambool (C)	MYS	F	12
Warrnambool (C)	MYS	M	15
Warrnambool (C)	MLT	M	3
Warrnambool (C)	NLD	F	10
Warrnambool (C)	NLD	M	8
Warrnambool (C)	NZL	F	113
Warrnambool (C)	NZL	M	91
Warrnambool (C)	PHL	F	56
Warrnambool (C)	PHL	M	16
Warrnambool (C)	POL	M	3
Warrnambool (C)	SGP	F	3
Warrnambool (C)	ZAF	F	21
Warrnambool (C)	ZAF	M	28
Warrnambool (C)	KOR	F	15
Warrnambool (C)	KOR	M	63
Warrnambool (C)	LKA	F	18
Warrnambool (C)	LKA	M	21
Warrnambool (C)	THA	F	17
Warrnambool (C)	THA	M	5
Warrnambool (C)	GBR	F	173
Warrnambool (C)	GBR	M	169
Warrnambool (C)	USA	F	17
Warrnambool (C)	USA	M	11
Warrnambool (C)	VNM	F	5
Warrnambool (C)	ZWE	F	6
Warrnambool (C)	ZWE	M	3
Wellington (S)		F	305
Wellington (S)		M	307
Wellington (S)	AUS	F	6947
Wellington (S)	AUS	M	7863
Wellington (S)	CAN	F	14
Wellington (S)	CAN	M	9
Wellington (S)	CHN	F	14
Wellington (S)	CHN	M	8
Wellington (S)	HRV	F	9
Wellington (S)	HRV	M	3
Wellington (S)	EGY	F	5
Wellington (S)	EGY	M	3
Wellington (S)	FJI	F	3
Wellington (S)	FJI	M	9
Wellington (S)	MKD	F	3
Wellington (S)	MKD	M	3
Wellington (S)	DEU	F	20
Wellington (S)	DEU	M	28
Wellington (S)	GRC	F	4
Wellington (S)	GRC	M	3
Wellington (S)	HKG	F	7
Wellington (S)	HKG	M	6
Wellington (S)	IND	F	43
Wellington (S)	IND	M	98
Wellington (S)	IDN	F	6
Wellington (S)	IDN	M	4
Wellington (S)	IRN	M	4
Wellington (S)	IRQ	M	3
Wellington (S)	IRL	F	10
Wellington (S)	IRL	M	13
Wellington (S)	ITA	F	10
Wellington (S)	ITA	M	16
Wellington (S)	JPN	F	3
Wellington (S)	LBN	F	3
Wellington (S)	MYS	F	24
Wellington (S)	MYS	M	28
Wellington (S)	MLT	M	9
Wellington (S)	NLD	F	33
Wellington (S)	NLD	M	34
Wellington (S)	NZL	F	129
Wellington (S)	NZL	M	151
Wellington (S)	PAK	F	3
Wellington (S)	PAK	M	12
Wellington (S)	PHL	F	47
Wellington (S)	PHL	M	48
Wellington (S)	POL	F	10
Wellington (S)	POL	M	3
Wellington (S)	SGP	F	7
Wellington (S)	SGP	M	7
Wellington (S)	ZAF	F	21
Wellington (S)	ZAF	M	31
Wellington (S)	KOR	F	4
Wellington (S)	KOR	M	3
Wellington (S)	LKA	F	8
Wellington (S)	LKA	M	27
Wellington (S)	THA	F	12
Wellington (S)	THA	M	3
Wellington (S)	TUR	M	3
Wellington (S)	GBR	F	246
Wellington (S)	GBR	M	282
Wellington (S)	USA	F	17
Wellington (S)	USA	M	23
Wellington (S)	VNM	F	23
Wellington (S)	VNM	M	14
Wellington (S)	ZWE	F	4
Wellington (S)	ZWE	M	8
West Wimmera (S)		F	21
West Wimmera (S)		M	43
West Wimmera (S)	AUS	F	624
West Wimmera (S)	AUS	M	892
West Wimmera (S)	DEU	F	7
West Wimmera (S)	IND	F	8
West Wimmera (S)	IND	M	4
West Wimmera (S)	NZL	F	10
West Wimmera (S)	NZL	M	10
West Wimmera (S)	PHL	F	3
West Wimmera (S)	ZAF	F	3
West Wimmera (S)	LKA	M	3
West Wimmera (S)	GBR	F	18
West Wimmera (S)	GBR	M	6
West Wimmera (S)	VNM	F	7
Whitehorse (C)		F	2092
Whitehorse (C)		M	2015
Whitehorse (C)	AUS	F	22477
Whitehorse (C)	AUS	M	19180
Whitehorse (C)	CAN	F	80
Whitehorse (C)	CAN	M	79
Whitehorse (C)	CHN	F	3140
Whitehorse (C)	CHN	M	2515
Whitehorse (C)	HRV	F	47
Whitehorse (C)	HRV	M	42
Whitehorse (C)	EGY	F	43
Whitehorse (C)	EGY	M	70
Whitehorse (C)	FJI	F	89
Whitehorse (C)	FJI	M	72
