LGA_NAME16	Age	ModeTravelToWork	NumberModes	workers
No usual address (Vic.)	35-44	Train and tram includes light rail	2	34
No usual address (Vic.)	35-44	Train and two other methods	3	71
No usual address (Vic.)	35-44	Tram includes light rail	1	83
No usual address (Vic.)	35-44	Truck	1	944
No usual address (Vic.)	35-44	Walked only	1	175
No usual address (Vic.)	35-44	Worked at home		550
No usual address (Vic.)	45-54	Bicycle	1	60
No usual address (Vic.)	45-54	Bus	1	65
No usual address (Vic.)	45-54	Bus and car as driver	2	13
No usual address (Vic.)	45-54	Bus and car as passenger	2	4
No usual address (Vic.)	45-54	Bus and other	2	3
No usual address (Vic.)	45-54	Bus and tram includes light rail	2	6
No usual address (Vic.)	45-54	Bus and two other methods excludes train	3	5
No usual address (Vic.)	45-54	Car as driver	1	19770
No usual address (Vic.)	45-54	Car as passenger	1	684
No usual address (Vic.)	45-54	Did not go to work		2112
No usual address (Vic.)	45-54	Ferry	1	4
No usual address (Vic.)	45-54	Method of travel not stated		273
No usual address (Vic.)	45-54	Motorbike scooter	1	53
No usual address (Vic.)	45-54	(Other)	1	358
No usual address (Vic.)	45-54	Other three methods	3	16
No usual address (Vic.)	45-54	Other two methods	2	245
No usual address (Vic.)	45-54	Taxi	1	56
No usual address (Vic.)	45-54	Train	1	240
No usual address (Vic.)	45-54	Train and bus	2	30
No usual address (Vic.)	45-54	Train and car as driver	2	52
No usual address (Vic.)	45-54	Train and car as passenger	2	15
No usual address (Vic.)	45-54	Train and other	2	8
No usual address (Vic.)	45-54	Train and tram includes light rail	2	17
No usual address (Vic.)	45-54	Train and two other methods	3	62
No usual address (Vic.)	45-54	Tram includes light rail	1	62
No usual address (Vic.)	45-54	Truck	1	1252
No usual address (Vic.)	45-54	Walked only	1	187
No usual address (Vic.)	45-54	Worked at home		471
No usual address (Vic.)	55-64	Bicycle	1	46
No usual address (Vic.)	55-64	Bus	1	54
No usual address (Vic.)	55-64	Bus and car as passenger	2	3
No usual address (Vic.)	55-64	Bus and tram includes light rail	2	3
No usual address (Vic.)	55-64	Bus and two other methods excludes train	3	3
No usual address (Vic.)	55-64	Car as driver	1	13399
No usual address (Vic.)	55-64	Car as passenger	1	516
No usual address (Vic.)	55-64	Did not go to work		1947
No usual address (Vic.)	55-64	Ferry	1	8
No usual address (Vic.)	55-64	Method of travel not stated		185
No usual address (Vic.)	55-64	Motorbike scooter	1	31
No usual address (Vic.)	55-64	(Other)	1	326
No usual address (Vic.)	55-64	Other three methods	3	3
No usual address (Vic.)	55-64	Other two methods	2	149
No usual address (Vic.)	55-64	Taxi	1	86
No usual address (Vic.)	55-64	Train	1	154
No usual address (Vic.)	55-64	Train and bus	2	31
No usual address (Vic.)	55-64	Train and car as driver	2	33
No usual address (Vic.)	55-64	Train and car as passenger	2	6
No usual address (Vic.)	55-64	Train and other	2	7
No usual address (Vic.)	55-64	Train and tram includes light rail	2	20
No usual address (Vic.)	55-64	Train and two other methods	3	38
No usual address (Vic.)	55-64	Tram includes light rail	1	26
No usual address (Vic.)	55-64	Truck	1	1036
No usual address (Vic.)	55-64	Walked only	1	174
No usual address (Vic.)	55-64	Worked at home		342
No usual address (Vic.)	65-74	Bicycle	1	17
No usual address (Vic.)	65-74	Bus	1	17
No usual address (Vic.)	65-74	Bus and tram includes light rail	2	3
No usual address (Vic.)	65-74	Car as driver	1	2974
No usual address (Vic.)	65-74	Car as passenger	1	103
No usual address (Vic.)	65-74	Did not go to work		732
No usual address (Vic.)	65-74	Ferry	1	3
No usual address (Vic.)	65-74	Method of travel not stated		109
No usual address (Vic.)	65-74	Motorbike scooter	1	3
No usual address (Vic.)	65-74	(Other)	1	94
No usual address (Vic.)	65-74	Other two methods	2	34
No usual address (Vic.)	65-74	Taxi	1	20
No usual address (Vic.)	65-74	Train	1	31
No usual address (Vic.)	65-74	Train and bus	2	10
No usual address (Vic.)	65-74	Train and car as driver	2	12
No usual address (Vic.)	65-74	Train and tram includes light rail	2	4
No usual address (Vic.)	65-74	Train and two other methods	3	11
No usual address (Vic.)	65-74	Tram includes light rail	1	19
No usual address (Vic.)	65-74	Truck	1	288
No usual address (Vic.)	65-74	Walked only	1	65
No usual address (Vic.)	65-74	Worked at home		136
No usual address (Vic.)	75+	Bus	1	3
No usual address (Vic.)	75+	Car as driver	1	319
No usual address (Vic.)	75+	Car as passenger	1	13
No usual address (Vic.)	75+	Did not go to work		118
No usual address (Vic.)	75+	Ferry	1	4
No usual address (Vic.)	75+	Method of travel not stated		44
No usual address (Vic.)	75+	(Other)	1	13
No usual address (Vic.)	75+	Other two methods	2	4
No usual address (Vic.)	75+	Taxi	1	3
No usual address (Vic.)	75+	Train	1	3
No usual address (Vic.)	75+	Train and two other methods	3	5
No usual address (Vic.)	75+	Tram includes light rail	1	3
No usual address (Vic.)	75+	Truck	1	38
No usual address (Vic.)	75+	Walked only	1	14
No usual address (Vic.)	75+	Worked at home		33
Migratory - Offshore - Shipping (Vic.)	15-24	Car as driver	1	3
Migratory - Offshore - Shipping (Vic.)	15-24	(Other)	1	3
Migratory - Offshore - Shipping (Vic.)	25-34	Car as driver	1	10
Migratory - Offshore - Shipping (Vic.)	25-34	Did not go to work		4
Migratory - Offshore - Shipping (Vic.)	25-34	(Other)	1	5
Migratory - Offshore - Shipping (Vic.)	35-44	Car as driver	1	7
Migratory - Offshore - Shipping (Vic.)	35-44	Did not go to work		7
Migratory - Offshore - Shipping (Vic.)	35-44	(Other)	1	17
Migratory - Offshore - Shipping (Vic.)	35-44	Other two methods	2	3
Migratory - Offshore - Shipping (Vic.)	35-44	Worked at home		3
Migratory - Offshore - Shipping (Vic.)	45-54	Car as driver	1	7
Migratory - Offshore - Shipping (Vic.)	45-54	Did not go to work		12
Migratory - Offshore - Shipping (Vic.)	45-54	(Other)	1	25
Migratory - Offshore - Shipping (Vic.)	45-54	Other two methods	2	4
Migratory - Offshore - Shipping (Vic.)	45-54	Walked only	1	3
Migratory - Offshore - Shipping (Vic.)	55-64	Car as driver	1	8
Migratory - Offshore - Shipping (Vic.)	55-64	Did not go to work		11
Migratory - Offshore - Shipping (Vic.)	55-64	(Other)	1	7
Migratory - Offshore - Shipping (Vic.)	65-74	(Other)	1	4
Aurukun (S)	15-24	Bicycle	1	3
Aurukun (S)	15-24	Car as driver	1	5
Aurukun (S)	15-24	Car as passenger	1	3
Aurukun (S)	15-24	Method of travel not stated		3
Aurukun (S)	15-24	Walked only	1	25
Aurukun (S)	25-34	Car as driver	1	13
Aurukun (S)	25-34	Did not go to work		7
Aurukun (S)	25-34	(Other)	1	3
Aurukun (S)	25-34	Walked only	1	38
Aurukun (S)	35-44	Car as driver	1	9
Aurukun (S)	35-44	Car as passenger	1	6
Aurukun (S)	35-44	Did not go to work		3
Aurukun (S)	35-44	Walked only	1	49
Aurukun (S)	45-54	Bicycle	1	3
Aurukun (S)	45-54	Car as driver	1	10
Aurukun (S)	45-54	Did not go to work		3
Aurukun (S)	45-54	Walked only	1	38
Aurukun (S)	55-64	Car as driver	1	13
Aurukun (S)	55-64	Did not go to work		3
Aurukun (S)	55-64	Method of travel not stated		3
Aurukun (S)	55-64	Walked only	1	25
Aurukun (S)	65-74	Car as driver	1	3
Aurukun (S)	65-74	Walked only	1	4
Balonne (S)	15-24	Car as driver	1	137
Balonne (S)	15-24	Car as passenger	1	34
Balonne (S)	15-24	Did not go to work		42
Balonne (S)	15-24	Method of travel not stated		6
Balonne (S)	15-24	Motorbike scooter	1	3
Balonne (S)	15-24	Other two methods	2	3
Balonne (S)	15-24	Walked only	1	20
Balonne (S)	15-24	Worked at home		10
Balonne (S)	25-34	Bicycle	1	5
Balonne (S)	25-34	Car as driver	1	232
Balonne (S)	25-34	Car as passenger	1	9
Balonne (S)	25-34	Did not go to work		34
Balonne (S)	25-34	Method of travel not stated		3
Balonne (S)	25-34	(Other)	1	11
Balonne (S)	25-34	Truck	1	7
Balonne (S)	25-34	Walked only	1	41
Balonne (S)	25-34	Worked at home		32
Balonne (S)	35-44	Car as driver	1	265
Balonne (S)	35-44	Car as passenger	1	9
Balonne (S)	35-44	Did not go to work		25
Balonne (S)	35-44	Method of travel not stated		10
Balonne (S)	35-44	Walked only	1	35
Balonne (S)	35-44	Worked at home		50
Balonne (S)	45-54	Bicycle	1	3
Balonne (S)	45-54	Car as driver	1	286
Balonne (S)	45-54	Car as passenger	1	8
Balonne (S)	45-54	Did not go to work		34
Balonne (S)	45-54	Method of travel not stated		3
Balonne (S)	45-54	(Other)	1	6
Balonne (S)	45-54	Other two methods	2	3
Balonne (S)	45-54	Truck	1	8
Balonne (S)	45-54	Walked only	1	38
Balonne (S)	45-54	Worked at home		80
Balonne (S)	55-64	Car as driver	1	220
Balonne (S)	55-64	Car as passenger	1	9
Balonne (S)	55-64	Did not go to work		34
Balonne (S)	55-64	Method of travel not stated		7
Balonne (S)	55-64	Motorbike scooter	1	8
Balonne (S)	55-64	(Other)	1	6
Balonne (S)	55-64	Truck	1	5
Balonne (S)	55-64	Walked only	1	31
Balonne (S)	55-64	Worked at home		78
Balonne (S)	65-74	Car as driver	1	56
Balonne (S)	65-74	Did not go to work		14
Balonne (S)	65-74	Method of travel not stated		3
Balonne (S)	65-74	(Other)	1	6
Balonne (S)	65-74	Truck	1	5
Balonne (S)	65-74	Walked only	1	17
Balonne (S)	65-74	Worked at home		44
Balonne (S)	75+	Car as driver	1	7
Balonne (S)	75+	Did not go to work		3
Balonne (S)	75+	Walked only	1	4
Balonne (S)	75+	Worked at home		15
Banana (S)	15-24	Bicycle	1	18
Banana (S)	15-24	Bus	1	13
Banana (S)	15-24	Car as driver	1	555
Banana (S)	15-24	Car as passenger	1	169
Banana (S)	15-24	Did not go to work		112
Banana (S)	15-24	Method of travel not stated		25
Banana (S)	15-24	(Other)	1	12
Banana (S)	15-24	Other two methods	2	5
Banana (S)	15-24	Truck	1	3
Banana (S)	15-24	Walked only	1	78
Banana (S)	15-24	Worked at home		23
Banana (S)	25-34	Bicycle	1	12
Banana (S)	25-34	Bus	1	41
Banana (S)	25-34	Bus and car as passenger	2	3
Banana (S)	25-34	Car as driver	1	1029
Banana (S)	25-34	Car as passenger	1	100
Banana (S)	25-34	Did not go to work		217
Banana (S)	25-34	Method of travel not stated		22
Banana (S)	25-34	Motorbike scooter	1	8
Banana (S)	25-34	(Other)	1	20
Banana (S)	25-34	Other two methods	2	13
Banana (S)	25-34	Truck	1	15
Banana (S)	25-34	Walked only	1	74
Banana (S)	25-34	Worked at home		87
Banana (S)	35-44	Bicycle	1	9
Banana (S)	35-44	Bus	1	28
Banana (S)	35-44	Bus and car as passenger	2	3
Banana (S)	35-44	Car as driver	1	1096
Banana (S)	35-44	Car as passenger	1	72
Banana (S)	35-44	Did not go to work		227
Banana (S)	35-44	Method of travel not stated		22
Banana (S)	35-44	Motorbike scooter	1	11
Banana (S)	35-44	(Other)	1	28
Banana (S)	35-44	Other three methods	3	3
Banana (S)	35-44	Other two methods	2	10
Banana (S)	35-44	Truck	1	13
Banana (S)	35-44	Walked only	1	73
Banana (S)	35-44	Worked at home		144
Banana (S)	45-54	Bicycle	1	8
Banana (S)	45-54	Bus	1	46
Banana (S)	45-54	Bus and car as driver	2	3
Banana (S)	45-54	Car as driver	1	1129
Banana (S)	45-54	Car as passenger	1	81
Banana (S)	45-54	Did not go to work		208
Banana (S)	45-54	Method of travel not stated		19
Banana (S)	45-54	Motorbike scooter	1	8
Banana (S)	45-54	(Other)	1	23
Banana (S)	45-54	Other two methods	2	11
Banana (S)	45-54	Truck	1	23
Banana (S)	45-54	Walked only	1	99
Banana (S)	45-54	Worked at home		179
Banana (S)	55-64	Bicycle	1	14
Banana (S)	55-64	Bus	1	30
Banana (S)	55-64	Bus and car as driver	2	3
Banana (S)	55-64	Bus and other	2	3
Banana (S)	55-64	Car as driver	1	701
Banana (S)	55-64	Car as passenger	1	35
Banana (S)	55-64	Did not go to work		163
Banana (S)	55-64	Method of travel not stated		18
Banana (S)	55-64	Motorbike scooter	1	17
Banana (S)	55-64	(Other)	1	20
Banana (S)	55-64	Other two methods	2	7
Banana (S)	55-64	Truck	1	18
Banana (S)	55-64	Walked only	1	99
Banana (S)	55-64	Worked at home		227
Banana (S)	65-74	Bus	1	6
Banana (S)	65-74	Car as driver	1	134
Banana (S)	65-74	Car as passenger	1	6
Banana (S)	65-74	Did not go to work		53
Banana (S)	65-74	Method of travel not stated		12
Banana (S)	65-74	Motorbike scooter	1	6
Banana (S)	65-74	(Other)	1	17
Banana (S)	65-74	Other two methods	2	3
Banana (S)	65-74	Truck	1	5
Banana (S)	65-74	Walked only	1	32
Banana (S)	65-74	Worked at home		149
Banana (S)	75+	Car as driver	1	23
Banana (S)	75+	Did not go to work		3
Banana (S)	75+	Method of travel not stated		3
Banana (S)	75+	Walked only	1	11
Banana (S)	75+	Worked at home		78
Barcaldine (R)	15-24	Car as driver	1	103
Barcaldine (R)	15-24	Car as passenger	1	28
Barcaldine (R)	15-24	Did not go to work		12
Barcaldine (R)	15-24	Method of travel not stated		3
Barcaldine (R)	15-24	(Other)	1	3
Barcaldine (R)	15-24	Truck	1	3
Barcaldine (R)	15-24	Walked only	1	36
Barcaldine (R)	15-24	Worked at home		20
Barcaldine (R)	25-34	Bicycle	1	3
Barcaldine (R)	25-34	Car as driver	1	130
Barcaldine (R)	25-34	Car as passenger	1	7
Barcaldine (R)	25-34	Did not go to work		20
Barcaldine (R)	25-34	Method of travel not stated		5
Barcaldine (R)	25-34	(Other)	1	4
Barcaldine (R)	25-34	Truck	1	3
Barcaldine (R)	25-34	Walked only	1	36
Barcaldine (R)	25-34	Worked at home		47
Barcaldine (R)	35-44	Bicycle	1	6
Barcaldine (R)	35-44	Car as driver	1	127
Barcaldine (R)	35-44	Car as passenger	1	10
Barcaldine (R)	35-44	Did not go to work		19
Barcaldine (R)	35-44	Method of travel not stated		3
Barcaldine (R)	35-44	Motorbike scooter	1	3
Barcaldine (R)	35-44	(Other)	1	3
Barcaldine (R)	35-44	Walked only	1	38
Barcaldine (R)	35-44	Worked at home		42
Barcaldine (R)	45-54	Bicycle	1	3
Barcaldine (R)	45-54	Car as driver	1	158
Barcaldine (R)	45-54	Car as passenger	1	13
Barcaldine (R)	45-54	Did not go to work		18
Barcaldine (R)	45-54	Method of travel not stated		5
Barcaldine (R)	45-54	Motorbike scooter	1	3
Barcaldine (R)	45-54	(Other)	1	11
Barcaldine (R)	45-54	Truck	1	5
Barcaldine (R)	45-54	Walked only	1	58
Barcaldine (R)	45-54	Worked at home		69
Barcaldine (R)	55-64	Bicycle	1	11
Barcaldine (R)	55-64	Car as driver	1	124
Barcaldine (R)	55-64	Car as passenger	1	5
Barcaldine (R)	55-64	Did not go to work		18
Barcaldine (R)	55-64	Motorbike scooter	1	3
Barcaldine (R)	55-64	(Other)	1	10
Barcaldine (R)	55-64	Truck	1	3
Barcaldine (R)	55-64	Walked only	1	35
Barcaldine (R)	55-64	Worked at home		64
Barcaldine (R)	65-74	Car as driver	1	30
Barcaldine (R)	65-74	Car as passenger	1	3
Barcaldine (R)	65-74	Did not go to work		9
Barcaldine (R)	65-74	Motorbike scooter	1	6
Barcaldine (R)	65-74	Walked only	1	16
Barcaldine (R)	65-74	Worked at home		34
Barcaldine (R)	75+	Car as driver	1	9
Barcaldine (R)	75+	Walked only	1	3
Barcaldine (R)	75+	Worked at home		18
Barcoo (S)	15-24	Car as driver	1	6
Barcoo (S)	15-24	Car as passenger	1	3
Barcoo (S)	15-24	Did not go to work		3
Barcoo (S)	15-24	(Other)	1	5
Barcoo (S)	15-24	Walked only	1	9
Barcoo (S)	15-24	Worked at home		9
Barcoo (S)	25-34	Car as driver	1	14
Barcoo (S)	25-34	Car as passenger	1	4
Barcoo (S)	25-34	Did not go to work		7
Barcoo (S)	25-34	Walked only	1	7
Barcoo (S)	35-44	Bicycle	1	3
Barcoo (S)	35-44	Car as driver	1	13
Barcoo (S)	35-44	Did not go to work		4
Barcoo (S)	35-44	Walked only	1	6
Barcoo (S)	35-44	Worked at home		4
Barcoo (S)	45-54	Car as driver	1	18
Barcoo (S)	45-54	Did not go to work		8
Barcoo (S)	45-54	Method of travel not stated		3
Barcoo (S)	45-54	Walked only	1	10
Barcoo (S)	45-54	Worked at home		17
Barcoo (S)	55-64	Car as driver	1	7
Barcoo (S)	55-64	Did not go to work		4
Barcoo (S)	55-64	Walked only	1	13
Barcoo (S)	55-64	Worked at home		8
Barcoo (S)	65-74	Car as driver	1	6
Barcoo (S)	65-74	Truck	1	3
Barcoo (S)	65-74	Walked only	1	4
Blackall-Tambo (R)	15-24	Car as driver	1	37
Blackall-Tambo (R)	15-24	Car as passenger	1	9
Blackall-Tambo (R)	15-24	Did not go to work		6
Blackall-Tambo (R)	15-24	Method of travel not stated		4
Blackall-Tambo (R)	15-24	Walked only	1	23
Blackall-Tambo (R)	15-24	Worked at home		11
Blackall-Tambo (R)	25-34	Bicycle	1	3
Blackall-Tambo (R)	25-34	Car as driver	1	90
Blackall-Tambo (R)	25-34	Car as passenger	1	5
Blackall-Tambo (R)	25-34	Did not go to work		7
Blackall-Tambo (R)	25-34	(Other)	1	11
Blackall-Tambo (R)	25-34	Truck	1	4
Blackall-Tambo (R)	25-34	Walked only	1	22
Blackall-Tambo (R)	25-34	Worked at home		18
Blackall-Tambo (R)	35-44	Bicycle	1	5
Blackall-Tambo (R)	35-44	Car as driver	1	82
Blackall-Tambo (R)	35-44	Car as passenger	1	7
Blackall-Tambo (R)	35-44	Did not go to work		14
Blackall-Tambo (R)	35-44	Walked only	1	34
Blackall-Tambo (R)	35-44	Worked at home		21
Blackall-Tambo (R)	45-54	Bicycle	1	8
Blackall-Tambo (R)	45-54	Car as driver	1	73
Blackall-Tambo (R)	45-54	Car as passenger	1	5
Blackall-Tambo (R)	45-54	Did not go to work		9
Blackall-Tambo (R)	45-54	Walked only	1	28
Blackall-Tambo (R)	45-54	Worked at home		34
Blackall-Tambo (R)	55-64	Car as driver	1	88
Blackall-Tambo (R)	55-64	Car as passenger	1	4
Blackall-Tambo (R)	55-64	Did not go to work		15
Blackall-Tambo (R)	55-64	Motorbike scooter	1	3
Blackall-Tambo (R)	55-64	(Other)	1	6
Blackall-Tambo (R)	55-64	Walked only	1	19
Blackall-Tambo (R)	55-64	Worked at home		39
Blackall-Tambo (R)	65-74	Car as driver	1	31
Blackall-Tambo (R)	65-74	Did not go to work		7
Blackall-Tambo (R)	65-74	Other three methods	3	3
Blackall-Tambo (R)	65-74	Truck	1	3
Blackall-Tambo (R)	65-74	Walked only	1	5
Blackall-Tambo (R)	65-74	Worked at home		29
Blackall-Tambo (R)	75+	Car as driver	1	3
Blackall-Tambo (R)	75+	Worked at home		6
Boulia (S)	15-24	Car as driver	1	4
Boulia (S)	15-24	Motorbike scooter	1	3
Boulia (S)	15-24	(Other)	1	3
Boulia (S)	15-24	Walked only	1	17
Boulia (S)	15-24	Worked at home		13
Boulia (S)	25-34	Car as driver	1	14
Boulia (S)	25-34	Did not go to work		4
Boulia (S)	25-34	Method of travel not stated		4
Boulia (S)	25-34	Walked only	1	22
Boulia (S)	25-34	Worked at home		7
Boulia (S)	35-44	Car as driver	1	8
Boulia (S)	35-44	Did not go to work		3
Boulia (S)	35-44	Walked only	1	5
Boulia (S)	35-44	Worked at home		4
Boulia (S)	45-54	Car as driver	1	17
Boulia (S)	45-54	Did not go to work		5
Boulia (S)	45-54	Walked only	1	11
Boulia (S)	45-54	Worked at home		6
Boulia (S)	55-64	Car as driver	1	20
Boulia (S)	55-64	Truck	1	3
Boulia (S)	55-64	Walked only	1	14
Boulia (S)	55-64	Worked at home		12
Boulia (S)	65-74	Car as driver	1	3
Boulia (S)	65-74	Did not go to work		3
Boulia (S)	65-74	Walked only	1	4
Boulia (S)	65-74	Worked at home		3
Brisbane (C)	15-24	Bicycle	1	1067
Brisbane (C)	15-24	Bus	1	9923
Brisbane (C)	15-24	Bus and car as driver	2	564
Brisbane (C)	15-24	Bus and car as passenger	2	627
Brisbane (C)	15-24	Bus and ferry	2	66
Brisbane (C)	15-24	Bus and other	2	101
Brisbane (C)	15-24	Bus and tram includes light rail	2	3
Brisbane (C)	15-24	Bus and two other methods excludes train	3	148
Brisbane (C)	15-24	Car as driver	1	48608
Brisbane (C)	15-24	Car as passenger	1	10584
Brisbane (C)	15-24	Did not go to work		15137
Brisbane (C)	15-24	Ferry	1	300
Brisbane (C)	15-24	Method of travel not stated		924
Brisbane (C)	15-24	Motorbike scooter	1	917
Brisbane (C)	15-24	(Other)	1	281
Brisbane (C)	15-24	Other three methods	3	23
Brisbane (C)	15-24	Other two methods	2	807
Brisbane (C)	15-24	Taxi	1	212
Brisbane (C)	15-24	Train	1	6040
Brisbane (C)	15-24	Train and bus	2	1293
Brisbane (C)	15-24	Train and car as driver	2	1130
Brisbane (C)	15-24	Train and car as passenger	2	434
Brisbane (C)	15-24	Train and ferry	2	15
Brisbane (C)	15-24	Train and other	2	98
Brisbane (C)	15-24	Train and two other methods	3	614
Brisbane (C)	15-24	Tram includes light rail	1	9
Brisbane (C)	15-24	Truck	1	185
Brisbane (C)	15-24	Walked only	1	5549
Brisbane (C)	15-24	Worked at home		941
Brisbane (C)	25-34	Bicycle	1	3082
Brisbane (C)	25-34	Bus	1	14425
Brisbane (C)	25-34	Bus and car as driver	2	955
Brisbane (C)	25-34	Bus and car as passenger	2	480
Brisbane (C)	25-34	Bus and ferry	2	155
Brisbane (C)	25-34	Bus and other	2	228
Brisbane (C)	25-34	Bus and tram includes light rail	2	6
Brisbane (C)	25-34	Bus and two other methods excludes train	3	158
Brisbane (C)	25-34	Car as driver	1	95148
Brisbane (C)	25-34	Car as passenger	1	7989
Brisbane (C)	25-34	Did not go to work		16590
Brisbane (C)	25-34	Ferry	1	820
Brisbane (C)	25-34	Method of travel not stated		1091
Brisbane (C)	25-34	Motorbike scooter	1	2264
Brisbane (C)	25-34	(Other)	1	767
Brisbane (C)	25-34	Other three methods	3	58
Brisbane (C)	25-34	Other two methods	2	1297
Brisbane (C)	25-34	Taxi	1	409
Brisbane (C)	25-34	Train	1	11643
Brisbane (C)	25-34	Train and bus	2	1789
Brisbane (C)	25-34	Train and car as driver	2	2546
Brisbane (C)	25-34	Train and car as passenger	2	576
Brisbane (C)	25-34	Train and ferry	2	15
Brisbane (C)	25-34	Train and other	2	197
Brisbane (C)	25-34	Train and tram includes light rail	2	3
Brisbane (C)	25-34	Train and two other methods	3	798
Brisbane (C)	25-34	Tram includes light rail	1	24
Brisbane (C)	25-34	Truck	1	605
Brisbane (C)	25-34	Walked only	1	8082
Brisbane (C)	25-34	Worked at home		4157
Brisbane (C)	35-44	Bicycle	1	3064
Brisbane (C)	35-44	Bus	1	9342
Brisbane (C)	35-44	Bus and car as driver	2	1031
Brisbane (C)	35-44	Bus and car as passenger	2	295
Brisbane (C)	35-44	Bus and ferry	2	140
Brisbane (C)	35-44	Bus and other	2	165
Brisbane (C)	35-44	Bus and two other methods excludes train	3	131
Brisbane (C)	35-44	Car as driver	1	99765
Brisbane (C)	35-44	Car as passenger	1	5095
Brisbane (C)	35-44	Did not go to work		13534
Brisbane (C)	35-44	Ferry	1	496
Brisbane (C)	35-44	Method of travel not stated		876
Brisbane (C)	35-44	Motorbike scooter	1	2195
Brisbane (C)	35-44	(Other)	1	774
Brisbane (C)	35-44	Other three methods	3	71
Brisbane (C)	35-44	Other two methods	2	1177
Brisbane (C)	35-44	Taxi	1	290
Brisbane (C)	35-44	Train	1	9649
Brisbane (C)	35-44	Train and bus	2	1271
Brisbane (C)	35-44	Train and car as driver	2	3177
Brisbane (C)	35-44	Train and car as passenger	2	431
Brisbane (C)	35-44	Train and ferry	2	12
Brisbane (C)	35-44	Train and other	2	225
Brisbane (C)	35-44	Train and tram includes light rail	2	4
Brisbane (C)	35-44	Train and two other methods	3	640
Brisbane (C)	35-44	Tram includes light rail	1	23
Brisbane (C)	35-44	Truck	1	751
Brisbane (C)	35-44	Walked only	1	4057
Brisbane (C)	35-44	Worked at home		7747
Brisbane (C)	45-54	Bicycle	1	2323
Brisbane (C)	45-54	Bus	1	7061
Brisbane (C)	45-54	Bus and car as driver	2	726
Brisbane (C)	45-54	Bus and car as passenger	2	245
Brisbane (C)	45-54	Bus and ferry	2	106
Brisbane (C)	45-54	Bus and other	2	86
Brisbane (C)	45-54	Bus and tram includes light rail	2	3
Brisbane (C)	45-54	Bus and two other methods excludes train	3	85
Brisbane (C)	45-54	Car as driver	1	95221
Brisbane (C)	45-54	Car as passenger	1	4585
Brisbane (C)	45-54	Did not go to work		10626
Brisbane (C)	45-54	Ferry	1	344
Brisbane (C)	45-54	Method of travel not stated		854
Brisbane (C)	45-54	Motorbike scooter	1	2021
Brisbane (C)	45-54	(Other)	1	791
Brisbane (C)	45-54	Other three methods	3	59
Brisbane (C)	45-54	Other two methods	2	1030
Brisbane (C)	45-54	Taxi	1	284
Brisbane (C)	45-54	Train	1	7392
Brisbane (C)	45-54	Train and bus	2	944
Brisbane (C)	45-54	Train and car as driver	2	2648
Brisbane (C)	45-54	Train and car as passenger	2	391
Brisbane (C)	45-54	Train and ferry	2	7
Brisbane (C)	45-54	Train and other	2	173
Brisbane (C)	45-54	Train and two other methods	3	549
Brisbane (C)	45-54	Tram includes light rail	1	15
Brisbane (C)	45-54	Truck	1	951
Brisbane (C)	45-54	Walked only	1	3198
Brisbane (C)	45-54	Worked at home		7377
Brisbane (C)	55-64	Bicycle	1	875
Brisbane (C)	55-64	Bus	1	4227
Brisbane (C)	55-64	Bus and car as driver	2	394
Brisbane (C)	55-64	Bus and car as passenger	2	143
Brisbane (C)	55-64	Bus and ferry	2	50
Brisbane (C)	55-64	Bus and other	2	51
Brisbane (C)	55-64	Bus and two other methods excludes train	3	48
Brisbane (C)	55-64	Car as driver	1	56656
Brisbane (C)	55-64	Car as passenger	1	3209
Brisbane (C)	55-64	Did not go to work		8774
Brisbane (C)	55-64	Ferry	1	218
Brisbane (C)	55-64	Method of travel not stated		622
Brisbane (C)	55-64	Motorbike scooter	1	1018
Brisbane (C)	55-64	(Other)	1	516
Brisbane (C)	55-64	Other three methods	3	36
Brisbane (C)	55-64	Other two methods	2	605
Brisbane (C)	55-64	Taxi	1	166
Brisbane (C)	55-64	Train	1	4097
Brisbane (C)	55-64	Train and bus	2	628
Brisbane (C)	55-64	Train and car as driver	2	1382
Brisbane (C)	55-64	Train and car as passenger	2	226
Brisbane (C)	55-64	Train and ferry	2	7
Brisbane (C)	55-64	Train and other	2	101
Brisbane (C)	55-64	Train and two other methods	3	309
Brisbane (C)	55-64	Tram includes light rail	1	10
Brisbane (C)	55-64	Truck	1	762
Brisbane (C)	55-64	Walked only	1	2079
Brisbane (C)	55-64	Worked at home		5291
Brisbane (C)	65-74	Bicycle	1	65
Brisbane (C)	65-74	Bus	1	732
Brisbane (C)	65-74	Bus and car as driver	2	60
Brisbane (C)	65-74	Bus and car as passenger	2	34
Brisbane (C)	65-74	Bus and ferry	2	6
Brisbane (C)	65-74	Bus and other	2	3
Brisbane (C)	65-74	Bus and two other methods excludes train	3	3
Brisbane (C)	65-74	Car as driver	1	11057
Brisbane (C)	65-74	Car as passenger	1	655
Brisbane (C)	65-74	Did not go to work		2681
Brisbane (C)	65-74	Ferry	1	46
Brisbane (C)	65-74	Method of travel not stated		230
Brisbane (C)	65-74	Motorbike scooter	1	82
Brisbane (C)	65-74	(Other)	1	153
Brisbane (C)	65-74	Other three methods	3	4
Brisbane (C)	65-74	Other two methods	2	99
Brisbane (C)	65-74	Taxi	1	56
Brisbane (C)	65-74	Train	1	565
Brisbane (C)	65-74	Train and bus	2	115
Brisbane (C)	65-74	Train and car as driver	2	192
Brisbane (C)	65-74	Train and car as passenger	2	25
