LGA_NAME16	Age	EmploymentStatus	Sex	workers
Loxton Waikerie (DC)	25-29		F	3
Loxton Waikerie (DC)	25-29		M	3
Loxton Waikerie (DC)	25-29	Employee	F	144
Loxton Waikerie (DC)	25-29	Employee	M	181
Loxton Waikerie (DC)	25-29	Owner managers of incorporated enterprises	F	3
Loxton Waikerie (DC)	25-29	Owner managers of incorporated enterprises	M	10
Loxton Waikerie (DC)	25-29	Owner managers of unincorporated enterprises	F	16
Loxton Waikerie (DC)	25-29	Owner managers of unincorporated enterprises	M	9
Loxton Waikerie (DC)	30-34		M	5
Loxton Waikerie (DC)	30-34	Contributing family workers	F	10
Loxton Waikerie (DC)	30-34	Employee	F	125
Loxton Waikerie (DC)	30-34	Employee	M	162
Loxton Waikerie (DC)	30-34	Owner managers of incorporated enterprises	F	3
Loxton Waikerie (DC)	30-34	Owner managers of incorporated enterprises	M	21
Loxton Waikerie (DC)	30-34	Owner managers of unincorporated enterprises	F	16
Loxton Waikerie (DC)	30-34	Owner managers of unincorporated enterprises	M	16
Loxton Waikerie (DC)	35-39	Contributing family workers	F	4
Loxton Waikerie (DC)	35-39	Contributing family workers	M	9
Loxton Waikerie (DC)	35-39	Employee	F	142
Loxton Waikerie (DC)	35-39	Employee	M	115
Loxton Waikerie (DC)	35-39	Owner managers of incorporated enterprises	F	8
Loxton Waikerie (DC)	35-39	Owner managers of incorporated enterprises	M	16
Loxton Waikerie (DC)	35-39	Owner managers of unincorporated enterprises	F	13
Loxton Waikerie (DC)	35-39	Owner managers of unincorporated enterprises	M	27
Loxton Waikerie (DC)	40-44		F	5
Loxton Waikerie (DC)	40-44		M	3
Loxton Waikerie (DC)	40-44	Contributing family workers	F	5
Loxton Waikerie (DC)	40-44	Contributing family workers	M	6
Loxton Waikerie (DC)	40-44	Employee	F	179
Loxton Waikerie (DC)	40-44	Employee	M	167
Loxton Waikerie (DC)	40-44	Owner managers of incorporated enterprises	F	12
Loxton Waikerie (DC)	40-44	Owner managers of incorporated enterprises	M	29
Loxton Waikerie (DC)	40-44	Owner managers of unincorporated enterprises	F	22
Loxton Waikerie (DC)	40-44	Owner managers of unincorporated enterprises	M	47
Loxton Waikerie (DC)	45-49		F	9
Loxton Waikerie (DC)	45-49		M	3
Loxton Waikerie (DC)	45-49	Contributing family workers	F	7
Loxton Waikerie (DC)	45-49	Contributing family workers	M	4
Loxton Waikerie (DC)	45-49	Employee	F	219
Loxton Waikerie (DC)	45-49	Employee	M	175
Loxton Waikerie (DC)	45-49	Owner managers of incorporated enterprises	F	12
Loxton Waikerie (DC)	45-49	Owner managers of incorporated enterprises	M	25
Loxton Waikerie (DC)	45-49	Owner managers of unincorporated enterprises	F	28
Loxton Waikerie (DC)	45-49	Owner managers of unincorporated enterprises	M	54
Loxton Waikerie (DC)	50-54		F	4
Loxton Waikerie (DC)	50-54		M	7
Loxton Waikerie (DC)	50-54	Contributing family workers	F	9
Loxton Waikerie (DC)	50-54	Contributing family workers	M	16
Loxton Waikerie (DC)	50-54	Employee	F	207
Loxton Waikerie (DC)	50-54	Employee	M	172
Loxton Waikerie (DC)	50-54	Owner managers of incorporated enterprises	F	14
Loxton Waikerie (DC)	50-54	Owner managers of incorporated enterprises	M	33
Loxton Waikerie (DC)	50-54	Owner managers of unincorporated enterprises	F	29
Loxton Waikerie (DC)	50-54	Owner managers of unincorporated enterprises	M	37
Loxton Waikerie (DC)	55-59		F	4
Loxton Waikerie (DC)	55-59		M	8
Loxton Waikerie (DC)	55-59	Contributing family workers	F	14
Loxton Waikerie (DC)	55-59	Contributing family workers	M	17
Loxton Waikerie (DC)	55-59	Employee	F	182
Loxton Waikerie (DC)	55-59	Employee	M	179
Loxton Waikerie (DC)	55-59	Owner managers of incorporated enterprises	F	13
Loxton Waikerie (DC)	55-59	Owner managers of incorporated enterprises	M	32
Loxton Waikerie (DC)	55-59	Owner managers of unincorporated enterprises	F	25
Loxton Waikerie (DC)	55-59	Owner managers of unincorporated enterprises	M	42
Loxton Waikerie (DC)	60-64		F	3
Loxton Waikerie (DC)	60-64		M	3
Loxton Waikerie (DC)	60-64	Contributing family workers	F	20
Loxton Waikerie (DC)	60-64	Contributing family workers	M	29
Loxton Waikerie (DC)	60-64	Employee	F	134
Loxton Waikerie (DC)	60-64	Employee	M	150
Loxton Waikerie (DC)	60-64	Owner managers of incorporated enterprises	F	9
Loxton Waikerie (DC)	60-64	Owner managers of incorporated enterprises	M	25
Loxton Waikerie (DC)	60-64	Owner managers of unincorporated enterprises	F	19
Loxton Waikerie (DC)	60-64	Owner managers of unincorporated enterprises	M	41
Loxton Waikerie (DC)	65-69		F	3
Loxton Waikerie (DC)	65-69	Contributing family workers	F	14
Loxton Waikerie (DC)	65-69	Contributing family workers	M	18
Loxton Waikerie (DC)	65-69	Employee	F	38
Loxton Waikerie (DC)	65-69	Employee	M	38
Loxton Waikerie (DC)	65-69	Owner managers of incorporated enterprises	F	13
Loxton Waikerie (DC)	65-69	Owner managers of incorporated enterprises	M	9
Loxton Waikerie (DC)	65-69	Owner managers of unincorporated enterprises	F	23
Loxton Waikerie (DC)	65-69	Owner managers of unincorporated enterprises	M	36
Loxton Waikerie (DC)	70-74		M	3
Loxton Waikerie (DC)	70-74	Contributing family workers	F	7
Loxton Waikerie (DC)	70-74	Contributing family workers	M	12
Loxton Waikerie (DC)	70-74	Employee	F	12
Loxton Waikerie (DC)	70-74	Employee	M	22
Loxton Waikerie (DC)	70-74	Owner managers of incorporated enterprises	F	3
Loxton Waikerie (DC)	70-74	Owner managers of incorporated enterprises	M	16
Loxton Waikerie (DC)	70-74	Owner managers of unincorporated enterprises	F	3
Loxton Waikerie (DC)	70-74	Owner managers of unincorporated enterprises	M	14
Loxton Waikerie (DC)	75+		F	3
Loxton Waikerie (DC)	75+	Contributing family workers	F	7
Loxton Waikerie (DC)	75+	Contributing family workers	M	16
Loxton Waikerie (DC)	75+	Employee	F	7
Loxton Waikerie (DC)	75+	Employee	M	4
Loxton Waikerie (DC)	75+	Owner managers of incorporated enterprises	F	3
Loxton Waikerie (DC)	75+	Owner managers of incorporated enterprises	M	10
Loxton Waikerie (DC)	75+	Owner managers of unincorporated enterprises	F	8
Loxton Waikerie (DC)	75+	Owner managers of unincorporated enterprises	M	11
Mallala (DC)	15-19		F	3
Mallala (DC)	15-19	Contributing family workers	M	7
Mallala (DC)	15-19	Employee	F	19
Mallala (DC)	15-19	Employee	M	26
Mallala (DC)	20-24	Contributing family workers	M	3
Mallala (DC)	20-24	Employee	F	75
Mallala (DC)	20-24	Employee	M	102
Mallala (DC)	20-24	Owner managers of unincorporated enterprises	F	4
Mallala (DC)	20-24	Owner managers of unincorporated enterprises	M	3
Mallala (DC)	25-29		M	3
Mallala (DC)	25-29	Employee	F	40
Mallala (DC)	25-29	Employee	M	114
Mallala (DC)	25-29	Owner managers of incorporated enterprises	F	4
Mallala (DC)	25-29	Owner managers of incorporated enterprises	M	3
Mallala (DC)	25-29	Owner managers of unincorporated enterprises	F	7
Mallala (DC)	25-29	Owner managers of unincorporated enterprises	M	15
Mallala (DC)	30-34		M	3
Mallala (DC)	30-34	Contributing family workers	F	3
Mallala (DC)	30-34	Employee	F	63
Mallala (DC)	30-34	Employee	M	105
Mallala (DC)	30-34	Owner managers of incorporated enterprises	M	4
Mallala (DC)	30-34	Owner managers of unincorporated enterprises	F	12
Mallala (DC)	30-34	Owner managers of unincorporated enterprises	M	17
Mallala (DC)	35-39	Contributing family workers	F	5
Mallala (DC)	35-39	Contributing family workers	M	3
Mallala (DC)	35-39	Employee	F	53
Mallala (DC)	35-39	Employee	M	87
Mallala (DC)	35-39	Owner managers of incorporated enterprises	F	8
Mallala (DC)	35-39	Owner managers of incorporated enterprises	M	10
Mallala (DC)	35-39	Owner managers of unincorporated enterprises	F	6
Mallala (DC)	35-39	Owner managers of unincorporated enterprises	M	30
Mallala (DC)	40-44		M	4
Mallala (DC)	40-44	Contributing family workers	F	7
Mallala (DC)	40-44	Contributing family workers	M	9
Mallala (DC)	40-44	Employee	F	58
Mallala (DC)	40-44	Employee	M	98
Mallala (DC)	40-44	Owner managers of incorporated enterprises	F	7
Mallala (DC)	40-44	Owner managers of incorporated enterprises	M	17
Mallala (DC)	40-44	Owner managers of unincorporated enterprises	F	15
Mallala (DC)	40-44	Owner managers of unincorporated enterprises	M	31
Mallala (DC)	45-49		F	4
Mallala (DC)	45-49		M	8
Mallala (DC)	45-49	Contributing family workers	F	4
Mallala (DC)	45-49	Contributing family workers	M	5
Mallala (DC)	45-49	Employee	F	54
Mallala (DC)	45-49	Employee	M	80
Mallala (DC)	45-49	Owner managers of incorporated enterprises	F	13
Mallala (DC)	45-49	Owner managers of incorporated enterprises	M	18
Mallala (DC)	45-49	Owner managers of unincorporated enterprises	F	14
Mallala (DC)	45-49	Owner managers of unincorporated enterprises	M	23
Mallala (DC)	50-54		M	3
Mallala (DC)	50-54	Contributing family workers	F	7
Mallala (DC)	50-54	Contributing family workers	M	10
Mallala (DC)	50-54	Employee	F	59
Mallala (DC)	50-54	Employee	M	76
Mallala (DC)	50-54	Owner managers of incorporated enterprises	F	7
Mallala (DC)	50-54	Owner managers of incorporated enterprises	M	19
Mallala (DC)	50-54	Owner managers of unincorporated enterprises	F	15
Mallala (DC)	50-54	Owner managers of unincorporated enterprises	M	30
Mallala (DC)	55-59		M	3
Mallala (DC)	55-59	Contributing family workers	F	5
Mallala (DC)	55-59	Contributing family workers	M	6
Mallala (DC)	55-59	Employee	F	40
Mallala (DC)	55-59	Employee	M	51
Mallala (DC)	55-59	Owner managers of incorporated enterprises	F	5
Mallala (DC)	55-59	Owner managers of incorporated enterprises	M	11
Mallala (DC)	55-59	Owner managers of unincorporated enterprises	F	6
Mallala (DC)	55-59	Owner managers of unincorporated enterprises	M	23
Mallala (DC)	60-64	Contributing family workers	F	3
Mallala (DC)	60-64	Contributing family workers	M	7
Mallala (DC)	60-64	Employee	F	19
Mallala (DC)	60-64	Employee	M	37
Mallala (DC)	60-64	Owner managers of incorporated enterprises	F	6
Mallala (DC)	60-64	Owner managers of incorporated enterprises	M	6
Mallala (DC)	60-64	Owner managers of unincorporated enterprises	F	9
Mallala (DC)	60-64	Owner managers of unincorporated enterprises	M	29
Mallala (DC)	65-69	Contributing family workers	M	7
Mallala (DC)	65-69	Employee	F	17
Mallala (DC)	65-69	Employee	M	23
Mallala (DC)	65-69	Owner managers of incorporated enterprises	F	3
Mallala (DC)	65-69	Owner managers of incorporated enterprises	M	7
Mallala (DC)	65-69	Owner managers of unincorporated enterprises	F	11
Mallala (DC)	65-69	Owner managers of unincorporated enterprises	M	23
Mallala (DC)	70-74	Contributing family workers	F	6
Mallala (DC)	70-74	Contributing family workers	M	5
Mallala (DC)	70-74	Employee	F	3
Mallala (DC)	70-74	Employee	M	6
Mallala (DC)	70-74	Owner managers of incorporated enterprises	M	8
Mallala (DC)	70-74	Owner managers of unincorporated enterprises	F	13
Mallala (DC)	70-74	Owner managers of unincorporated enterprises	M	5
Mallala (DC)	75+	Contributing family workers	F	3
Mallala (DC)	75+	Contributing family workers	M	5
Mallala (DC)	75+	Employee	M	3
Mallala (DC)	75+	Owner managers of incorporated enterprises	M	3
Mallala (DC)	75+	Owner managers of unincorporated enterprises	F	4
Mallala (DC)	75+	Owner managers of unincorporated enterprises	M	12
Marion (C)	15-19		F	7
Marion (C)	15-19		M	4
Marion (C)	15-19	Contributing family workers	F	3
Marion (C)	15-19	Employee	F	736
Marion (C)	15-19	Employee	M	582
Marion (C)	15-19	Owner managers of incorporated enterprises	F	3
Marion (C)	15-19	Owner managers of unincorporated enterprises	F	10
Marion (C)	15-19	Owner managers of unincorporated enterprises	M	6
Marion (C)	20-24		F	8
Marion (C)	20-24		M	6
Marion (C)	20-24	Contributing family workers	F	4
Marion (C)	20-24	Contributing family workers	M	7
Marion (C)	20-24	Employee	F	1160
Marion (C)	20-24	Employee	M	1027
Marion (C)	20-24	Owner managers of incorporated enterprises	F	6
Marion (C)	20-24	Owner managers of incorporated enterprises	M	9
Marion (C)	20-24	Owner managers of unincorporated enterprises	F	19
Marion (C)	20-24	Owner managers of unincorporated enterprises	M	40
Marion (C)	25-29		F	9
Marion (C)	25-29		M	12
Marion (C)	25-29	Contributing family workers	F	9
Marion (C)	25-29	Contributing family workers	M	7
Marion (C)	25-29	Employee	F	977
Marion (C)	25-29	Employee	M	949
Marion (C)	25-29	Owner managers of incorporated enterprises	F	16
Marion (C)	25-29	Owner managers of incorporated enterprises	M	49
Marion (C)	25-29	Owner managers of unincorporated enterprises	F	46
Marion (C)	25-29	Owner managers of unincorporated enterprises	M	77
Marion (C)	30-34		F	10
Marion (C)	30-34		M	10
Marion (C)	30-34	Contributing family workers	F	11
Marion (C)	30-34	Contributing family workers	M	7
Marion (C)	30-34	Employee	F	1010
Marion (C)	30-34	Employee	M	959
Marion (C)	30-34	Owner managers of incorporated enterprises	F	29
Marion (C)	30-34	Owner managers of incorporated enterprises	M	80
Marion (C)	30-34	Owner managers of unincorporated enterprises	F	82
Marion (C)	30-34	Owner managers of unincorporated enterprises	M	118
Marion (C)	35-39		F	11
Marion (C)	35-39		M	3
Marion (C)	35-39	Contributing family workers	F	17
Marion (C)	35-39	Contributing family workers	M	9
Marion (C)	35-39	Employee	F	914
Marion (C)	35-39	Employee	M	833
Marion (C)	35-39	Owner managers of incorporated enterprises	F	29
Marion (C)	35-39	Owner managers of incorporated enterprises	M	103
Marion (C)	35-39	Owner managers of unincorporated enterprises	F	86
Marion (C)	35-39	Owner managers of unincorporated enterprises	M	119
Marion (C)	40-44		F	6
Marion (C)	40-44		M	10
Marion (C)	40-44	Contributing family workers	F	12
Marion (C)	40-44	Contributing family workers	M	12
Marion (C)	40-44	Employee	F	978
Marion (C)	40-44	Employee	M	815
Marion (C)	40-44	Owner managers of incorporated enterprises	F	45
Marion (C)	40-44	Owner managers of incorporated enterprises	M	91
Marion (C)	40-44	Owner managers of unincorporated enterprises	F	110
Marion (C)	40-44	Owner managers of unincorporated enterprises	M	114
Marion (C)	45-49		F	5
Marion (C)	45-49		M	10
Marion (C)	45-49	Contributing family workers	F	29
Marion (C)	45-49	Contributing family workers	M	9
Marion (C)	45-49	Employee	F	1103
Marion (C)	45-49	Employee	M	789
Marion (C)	45-49	Owner managers of incorporated enterprises	F	47
Marion (C)	45-49	Owner managers of incorporated enterprises	M	152
Marion (C)	45-49	Owner managers of unincorporated enterprises	F	88
Marion (C)	45-49	Owner managers of unincorporated enterprises	M	140
Marion (C)	50-54		F	11
Marion (C)	50-54		M	10
Marion (C)	50-54	Contributing family workers	F	10
Marion (C)	50-54	Contributing family workers	M	10
Marion (C)	50-54	Employee	F	1025
Marion (C)	50-54	Employee	M	774
Marion (C)	50-54	Owner managers of incorporated enterprises	F	54
Marion (C)	50-54	Owner managers of incorporated enterprises	M	106
Marion (C)	50-54	Owner managers of unincorporated enterprises	F	86
Marion (C)	50-54	Owner managers of unincorporated enterprises	M	161
Marion (C)	55-59		F	6
Marion (C)	55-59		M	7
Marion (C)	55-59	Contributing family workers	F	20
Marion (C)	55-59	Contributing family workers	M	14
Marion (C)	55-59	Employee	F	933
Marion (C)	55-59	Employee	M	728
Marion (C)	55-59	Owner managers of incorporated enterprises	F	39
Marion (C)	55-59	Owner managers of incorporated enterprises	M	102
Marion (C)	55-59	Owner managers of unincorporated enterprises	F	91
Marion (C)	55-59	Owner managers of unincorporated enterprises	M	157
Marion (C)	60-64		F	8
Marion (C)	60-64		M	6
Marion (C)	60-64	Contributing family workers	F	8
Marion (C)	60-64	Contributing family workers	M	10
Marion (C)	60-64	Employee	F	668
Marion (C)	60-64	Employee	M	515
Marion (C)	60-64	Owner managers of incorporated enterprises	F	38
Marion (C)	60-64	Owner managers of incorporated enterprises	M	90
Marion (C)	60-64	Owner managers of unincorporated enterprises	F	55
Marion (C)	60-64	Owner managers of unincorporated enterprises	M	119
Marion (C)	65-69		F	5
Marion (C)	65-69		M	8
Marion (C)	65-69	Contributing family workers	F	19
Marion (C)	65-69	Contributing family workers	M	18
Marion (C)	65-69	Employee	F	227
Marion (C)	65-69	Employee	M	203
Marion (C)	65-69	Owner managers of incorporated enterprises	F	22
Marion (C)	65-69	Owner managers of incorporated enterprises	M	49
Marion (C)	65-69	Owner managers of unincorporated enterprises	F	38
Marion (C)	65-69	Owner managers of unincorporated enterprises	M	108
Marion (C)	70-74		F	4
Marion (C)	70-74		M	5
Marion (C)	70-74	Contributing family workers	F	5
Marion (C)	70-74	Contributing family workers	M	9
Marion (C)	70-74	Employee	F	63
Marion (C)	70-74	Employee	M	62
Marion (C)	70-74	Owner managers of incorporated enterprises	F	4
Marion (C)	70-74	Owner managers of incorporated enterprises	M	27
Marion (C)	70-74	Owner managers of unincorporated enterprises	F	12
Marion (C)	70-74	Owner managers of unincorporated enterprises	M	38
Marion (C)	75+	Contributing family workers	F	6
Marion (C)	75+	Contributing family workers	M	12
Marion (C)	75+	Employee	F	12
Marion (C)	75+	Employee	M	25
Marion (C)	75+	Owner managers of incorporated enterprises	F	3
Marion (C)	75+	Owner managers of incorporated enterprises	M	11
Marion (C)	75+	Owner managers of unincorporated enterprises	F	13
Marion (C)	75+	Owner managers of unincorporated enterprises	M	14
Mid Murray (DC)	15-19		F	3
Mid Murray (DC)	15-19		M	4
Mid Murray (DC)	15-19	Contributing family workers	M	3
Mid Murray (DC)	15-19	Employee	F	58
Mid Murray (DC)	15-19	Employee	M	59
Mid Murray (DC)	20-24	Employee	F	57
Mid Murray (DC)	20-24	Employee	M	92
Mid Murray (DC)	25-29	Contributing family workers	F	4
Mid Murray (DC)	25-29	Employee	F	62
Mid Murray (DC)	25-29	Employee	M	65
Mid Murray (DC)	25-29	Owner managers of unincorporated enterprises	F	4
Mid Murray (DC)	25-29	Owner managers of unincorporated enterprises	M	12
Mid Murray (DC)	30-34	Contributing family workers	F	3
Mid Murray (DC)	30-34	Contributing family workers	M	7
Mid Murray (DC)	30-34	Employee	F	64
Mid Murray (DC)	30-34	Employee	M	53
Mid Murray (DC)	30-34	Owner managers of incorporated enterprises	M	3
Mid Murray (DC)	30-34	Owner managers of unincorporated enterprises	F	9
Mid Murray (DC)	30-34	Owner managers of unincorporated enterprises	M	8
Mid Murray (DC)	35-39	Contributing family workers	M	6
Mid Murray (DC)	35-39	Employee	F	53
Mid Murray (DC)	35-39	Employee	M	71
Mid Murray (DC)	35-39	Owner managers of incorporated enterprises	F	3
Mid Murray (DC)	35-39	Owner managers of incorporated enterprises	M	12
Mid Murray (DC)	35-39	Owner managers of unincorporated enterprises	F	8
Mid Murray (DC)	35-39	Owner managers of unincorporated enterprises	M	16
Mid Murray (DC)	40-44		M	3
Mid Murray (DC)	40-44	Contributing family workers	F	3
Mid Murray (DC)	40-44	Contributing family workers	M	4
Mid Murray (DC)	40-44	Employee	F	77
Mid Murray (DC)	40-44	Employee	M	64
Mid Murray (DC)	40-44	Owner managers of incorporated enterprises	F	7
Mid Murray (DC)	40-44	Owner managers of incorporated enterprises	M	5
Mid Murray (DC)	40-44	Owner managers of unincorporated enterprises	F	21
Mid Murray (DC)	40-44	Owner managers of unincorporated enterprises	M	24
Mid Murray (DC)	45-49	Contributing family workers	F	11
Mid Murray (DC)	45-49	Contributing family workers	M	5
Mid Murray (DC)	45-49	Employee	F	101
Mid Murray (DC)	45-49	Employee	M	79
Mid Murray (DC)	45-49	Owner managers of incorporated enterprises	F	8
Mid Murray (DC)	45-49	Owner managers of incorporated enterprises	M	24
Mid Murray (DC)	45-49	Owner managers of unincorporated enterprises	F	21
Mid Murray (DC)	45-49	Owner managers of unincorporated enterprises	M	45
Mid Murray (DC)	50-54		F	4
Mid Murray (DC)	50-54		M	3
Mid Murray (DC)	50-54	Contributing family workers	F	8
Mid Murray (DC)	50-54	Contributing family workers	M	21
Mid Murray (DC)	50-54	Employee	F	110
Mid Murray (DC)	50-54	Employee	M	98
Mid Murray (DC)	50-54	Owner managers of incorporated enterprises	F	7
Mid Murray (DC)	50-54	Owner managers of incorporated enterprises	M	19
Mid Murray (DC)	50-54	Owner managers of unincorporated enterprises	F	19
Mid Murray (DC)	50-54	Owner managers of unincorporated enterprises	M	40
Mid Murray (DC)	55-59		M	3
Mid Murray (DC)	55-59	Contributing family workers	F	16
Mid Murray (DC)	55-59	Contributing family workers	M	14
Mid Murray (DC)	55-59	Employee	F	103
Mid Murray (DC)	55-59	Employee	M	106
Mid Murray (DC)	55-59	Owner managers of incorporated enterprises	M	21
Mid Murray (DC)	55-59	Owner managers of unincorporated enterprises	F	16
Mid Murray (DC)	55-59	Owner managers of unincorporated enterprises	M	32
Mid Murray (DC)	60-64		F	3
Mid Murray (DC)	60-64		M	8
Mid Murray (DC)	60-64	Contributing family workers	F	10
Mid Murray (DC)	60-64	Contributing family workers	M	13
Mid Murray (DC)	60-64	Employee	F	66
Mid Murray (DC)	60-64	Employee	M	69
Mid Murray (DC)	60-64	Owner managers of incorporated enterprises	F	8
Mid Murray (DC)	60-64	Owner managers of incorporated enterprises	M	11
Mid Murray (DC)	60-64	Owner managers of unincorporated enterprises	F	15
Mid Murray (DC)	60-64	Owner managers of unincorporated enterprises	M	49
Mid Murray (DC)	65-69	Contributing family workers	F	7
Mid Murray (DC)	65-69	Contributing family workers	M	10
Mid Murray (DC)	65-69	Employee	F	27
Mid Murray (DC)	65-69	Employee	M	19
Mid Murray (DC)	65-69	Owner managers of incorporated enterprises	M	10
Mid Murray (DC)	65-69	Owner managers of unincorporated enterprises	F	7
Mid Murray (DC)	65-69	Owner managers of unincorporated enterprises	M	20
Mid Murray (DC)	70-74		F	3
Mid Murray (DC)	70-74	Contributing family workers	F	5
Mid Murray (DC)	70-74	Contributing family workers	M	12
Mid Murray (DC)	70-74	Employee	F	11
Mid Murray (DC)	70-74	Employee	M	7
Mid Murray (DC)	70-74	Owner managers of incorporated enterprises	M	3
Mid Murray (DC)	70-74	Owner managers of unincorporated enterprises	F	5
Mid Murray (DC)	70-74	Owner managers of unincorporated enterprises	M	11
Mid Murray (DC)	75+		F	3
Mid Murray (DC)	75+		M	3
Mid Murray (DC)	75+	Contributing family workers	F	3
Mid Murray (DC)	75+	Contributing family workers	M	13
Mid Murray (DC)	75+	Employee	M	11
Mid Murray (DC)	75+	Owner managers of incorporated enterprises	M	5
Mid Murray (DC)	75+	Owner managers of unincorporated enterprises	F	4
Mid Murray (DC)	75+	Owner managers of unincorporated enterprises	M	4
Mitcham (C)	15-19		F	6
Mitcham (C)	15-19		M	7
Mitcham (C)	15-19	Contributing family workers	F	3
Mitcham (C)	15-19	Contributing family workers	M	7
Mitcham (C)	15-19	Employee	F	660
Mitcham (C)	15-19	Employee	M	576
Mitcham (C)	15-19	Owner managers of incorporated enterprises	F	6
Mitcham (C)	15-19	Owner managers of incorporated enterprises	M	3
Mitcham (C)	15-19	Owner managers of unincorporated enterprises	F	3
Mitcham (C)	15-19	Owner managers of unincorporated enterprises	M	8
Mitcham (C)	20-24		F	6
Mitcham (C)	20-24		M	7
Mitcham (C)	20-24	Contributing family workers	F	3
Mitcham (C)	20-24	Contributing family workers	M	5
Mitcham (C)	20-24	Employee	F	1247
Mitcham (C)	20-24	Employee	M	1071
Mitcham (C)	20-24	Owner managers of incorporated enterprises	F	3
Mitcham (C)	20-24	Owner managers of incorporated enterprises	M	6
Mitcham (C)	20-24	Owner managers of unincorporated enterprises	F	22
Mitcham (C)	20-24	Owner managers of unincorporated enterprises	M	36
Mitcham (C)	25-29		F	16
Mitcham (C)	25-29		M	12
Mitcham (C)	25-29	Contributing family workers	F	4
Mitcham (C)	25-29	Contributing family workers	M	3
Mitcham (C)	25-29	Employee	F	1456
Mitcham (C)	25-29	Employee	M	1009
Mitcham (C)	25-29	Owner managers of incorporated enterprises	F	8
Mitcham (C)	25-29	Owner managers of incorporated enterprises	M	28
Mitcham (C)	25-29	Owner managers of unincorporated enterprises	F	38
Mitcham (C)	25-29	Owner managers of unincorporated enterprises	M	53
Mitcham (C)	30-34		F	8
Mitcham (C)	30-34		M	9
Mitcham (C)	30-34	Contributing family workers	F	4
Mitcham (C)	30-34	Contributing family workers	M	13
Mitcham (C)	30-34	Employee	F	1587
Mitcham (C)	30-34	Employee	M	1074
Mitcham (C)	30-34	Owner managers of incorporated enterprises	F	32
Mitcham (C)	30-34	Owner managers of incorporated enterprises	M	37
Mitcham (C)	30-34	Owner managers of unincorporated enterprises	F	61
Mitcham (C)	30-34	Owner managers of unincorporated enterprises	M	88
Mitcham (C)	35-39		F	16
Mitcham (C)	35-39		M	5
Mitcham (C)	35-39	Contributing family workers	F	13
Mitcham (C)	35-39	Contributing family workers	M	10
Mitcham (C)	35-39	Employee	F	1450
Mitcham (C)	35-39	Employee	M	946
Mitcham (C)	35-39	Owner managers of incorporated enterprises	F	45
Mitcham (C)	35-39	Owner managers of incorporated enterprises	M	83
Mitcham (C)	35-39	Owner managers of unincorporated enterprises	F	74
Mitcham (C)	35-39	Owner managers of unincorporated enterprises	M	80
Mitcham (C)	40-44		F	3
Mitcham (C)	40-44		M	7
Mitcham (C)	40-44	Contributing family workers	F	15
Mitcham (C)	40-44	Contributing family workers	M	16
Mitcham (C)	40-44	Employee	F	1581
Mitcham (C)	40-44	Employee	M	1009
Mitcham (C)	40-44	Owner managers of incorporated enterprises	F	66
Mitcham (C)	40-44	Owner managers of incorporated enterprises	M	115
Mitcham (C)	40-44	Owner managers of unincorporated enterprises	F	120
Mitcham (C)	40-44	Owner managers of unincorporated enterprises	M	105
Mitcham (C)	45-49		F	9
Mitcham (C)	45-49		M	6
Mitcham (C)	45-49	Contributing family workers	F	24
Mitcham (C)	45-49	Contributing family workers	M	15
Mitcham (C)	45-49	Employee	F	1731
Mitcham (C)	45-49	Employee	M	934
Mitcham (C)	45-49	Owner managers of incorporated enterprises	F	59
Mitcham (C)	45-49	Owner managers of incorporated enterprises	M	135
Mitcham (C)	45-49	Owner managers of unincorporated enterprises	F	112
Mitcham (C)	45-49	Owner managers of unincorporated enterprises	M	109
Mitcham (C)	50-54		F	7
Mitcham (C)	50-54		M	12
Mitcham (C)	50-54	Contributing family workers	F	20
Mitcham (C)	50-54	Contributing family workers	M	13
Mitcham (C)	50-54	Employee	F	1711
Mitcham (C)	50-54	Employee	M	930
Mitcham (C)	50-54	Owner managers of incorporated enterprises	F	59
Mitcham (C)	50-54	Owner managers of incorporated enterprises	M	125
Mitcham (C)	50-54	Owner managers of unincorporated enterprises	F	101
Mitcham (C)	50-54	Owner managers of unincorporated enterprises	M	169
Mitcham (C)	55-59		F	12
Mitcham (C)	55-59		M	4
Mitcham (C)	55-59	Contributing family workers	F	15
Mitcham (C)	55-59	Contributing family workers	M	9
Mitcham (C)	55-59	Employee	F	1635
Mitcham (C)	55-59	Employee	M	863
Mitcham (C)	55-59	Owner managers of incorporated enterprises	F	52
Mitcham (C)	55-59	Owner managers of incorporated enterprises	M	101
Mitcham (C)	55-59	Owner managers of unincorporated enterprises	F	81
Mitcham (C)	55-59	Owner managers of unincorporated enterprises	M	154
Mitcham (C)	60-64		F	5
Mitcham (C)	60-64		M	6
Mitcham (C)	60-64	Contributing family workers	F	25
Mitcham (C)	60-64	Contributing family workers	M	14
Mitcham (C)	60-64	Employee	F	1023
Mitcham (C)	60-64	Employee	M	570
Mitcham (C)	60-64	Owner managers of incorporated enterprises	F	34
Mitcham (C)	60-64	Owner managers of incorporated enterprises	M	96
Mitcham (C)	60-64	Owner managers of unincorporated enterprises	F	70
Mitcham (C)	60-64	Owner managers of unincorporated enterprises	M	134
Mitcham (C)	65-69		F	4
Mitcham (C)	65-69		M	8
Mitcham (C)	65-69	Contributing family workers	F	15
Mitcham (C)	65-69	Contributing family workers	M	15
