LGA_NAME16	CountryOfBirth	EmploymentStatus	Sex	workers
Kingston (C) (Vic.)	KOR	Owner managers of incorporated enterprises	M	24
Kingston (C) (Vic.)	KOR	Owner managers of unincorporated enterprises	F	4
Kingston (C) (Vic.)	KOR	Owner managers of unincorporated enterprises	M	14
Kingston (C) (Vic.)	KOR	Status in employment not stated	F	3
Kingston (C) (Vic.)	KOR	Status in employment not stated	M	3
Kingston (C) (Vic.)	LKA	Contributing family workers	F	8
Kingston (C) (Vic.)	LKA	Contributing family workers	M	8
Kingston (C) (Vic.)	LKA	Employee	F	461
Kingston (C) (Vic.)	LKA	Employee	M	805
Kingston (C) (Vic.)	LKA	Owner managers of incorporated enterprises	F	13
Kingston (C) (Vic.)	LKA	Owner managers of incorporated enterprises	M	49
Kingston (C) (Vic.)	LKA	Owner managers of unincorporated enterprises	F	20
Kingston (C) (Vic.)	LKA	Owner managers of unincorporated enterprises	M	50
Kingston (C) (Vic.)	LKA	Status in employment not stated	F	8
Kingston (C) (Vic.)	LKA	Status in employment not stated	M	4
Kingston (C) (Vic.)	THA	Employee	F	141
Kingston (C) (Vic.)	THA	Employee	M	108
Kingston (C) (Vic.)	THA	Owner managers of incorporated enterprises	F	3
Kingston (C) (Vic.)	THA	Owner managers of unincorporated enterprises	F	9
Kingston (C) (Vic.)	THA	Owner managers of unincorporated enterprises	M	5
Kingston (C) (Vic.)	THA	Status in employment not stated	F	5
Kingston (C) (Vic.)	TUR	Contributing family workers	F	4
Kingston (C) (Vic.)	TUR	Employee	F	45
Kingston (C) (Vic.)	TUR	Employee	M	67
Kingston (C) (Vic.)	TUR	Owner managers of incorporated enterprises	F	3
Kingston (C) (Vic.)	TUR	Owner managers of incorporated enterprises	M	22
Kingston (C) (Vic.)	TUR	Owner managers of unincorporated enterprises	F	3
Kingston (C) (Vic.)	TUR	Owner managers of unincorporated enterprises	M	14
Kingston (C) (Vic.)	TUR	Status in employment not stated	F	3
Kingston (C) (Vic.)	GBR	Contributing family workers	F	11
Kingston (C) (Vic.)	GBR	Contributing family workers	M	23
Kingston (C) (Vic.)	GBR	Employee	F	1239
Kingston (C) (Vic.)	GBR	Employee	M	1514
Kingston (C) (Vic.)	GBR	Owner managers of incorporated enterprises	F	68
Kingston (C) (Vic.)	GBR	Owner managers of incorporated enterprises	M	225
Kingston (C) (Vic.)	GBR	Owner managers of unincorporated enterprises	F	104
Kingston (C) (Vic.)	GBR	Owner managers of unincorporated enterprises	M	137
Kingston (C) (Vic.)	GBR	Status in employment not stated	F	18
Kingston (C) (Vic.)	GBR	Status in employment not stated	M	17
Kingston (C) (Vic.)	USA	Contributing family workers	F	3
Kingston (C) (Vic.)	USA	Contributing family workers	M	3
Kingston (C) (Vic.)	USA	Employee	F	78
Kingston (C) (Vic.)	USA	Employee	M	96
Kingston (C) (Vic.)	USA	Owner managers of incorporated enterprises	F	6
Kingston (C) (Vic.)	USA	Owner managers of incorporated enterprises	M	22
Kingston (C) (Vic.)	USA	Owner managers of unincorporated enterprises	F	12
Kingston (C) (Vic.)	USA	Owner managers of unincorporated enterprises	M	8
Kingston (C) (Vic.)	VNM	Contributing family workers	F	15
Kingston (C) (Vic.)	VNM	Contributing family workers	M	16
Kingston (C) (Vic.)	VNM	Employee	F	752
Kingston (C) (Vic.)	VNM	Employee	M	934
Kingston (C) (Vic.)	VNM	Owner managers of incorporated enterprises	F	24
Kingston (C) (Vic.)	VNM	Owner managers of incorporated enterprises	M	56
Kingston (C) (Vic.)	VNM	Owner managers of unincorporated enterprises	F	49
Kingston (C) (Vic.)	VNM	Owner managers of unincorporated enterprises	M	67
Kingston (C) (Vic.)	VNM	Status in employment not stated	F	13
Kingston (C) (Vic.)	VNM	Status in employment not stated	M	13
Kingston (C) (Vic.)	ZWE	Employee	F	52
Kingston (C) (Vic.)	ZWE	Employee	M	44
Kingston (C) (Vic.)	ZWE	Owner managers of incorporated enterprises	M	3
Kingston (C) (Vic.)	ZWE	Owner managers of unincorporated enterprises	M	4
Knox (C)		Contributing family workers	F	30
Knox (C)		Contributing family workers	M	31
Knox (C)		Employee	F	1504
Knox (C)		Employee	M	1833
Knox (C)		Owner managers of incorporated enterprises	F	98
Knox (C)		Owner managers of incorporated enterprises	M	178
Knox (C)		Owner managers of unincorporated enterprises	F	91
Knox (C)		Owner managers of unincorporated enterprises	M	155
Knox (C)		Status in employment not stated	F	26
Knox (C)		Status in employment not stated	M	44
Knox (C)	AUS	Contributing family workers	F	216
Knox (C)	AUS	Contributing family workers	M	159
Knox (C)	AUS	Employee	F	18619
Knox (C)	AUS	Employee	M	17921
Knox (C)	AUS	Owner managers of incorporated enterprises	F	829
Knox (C)	AUS	Owner managers of incorporated enterprises	M	2358
Knox (C)	AUS	Owner managers of unincorporated enterprises	F	917
Knox (C)	AUS	Owner managers of unincorporated enterprises	M	1548
Knox (C)	AUS	Status in employment not stated	F	126
Knox (C)	AUS	Status in employment not stated	M	181
Knox (C)	CAN	Employee	F	39
Knox (C)	CAN	Employee	M	54
Knox (C)	CAN	Owner managers of incorporated enterprises	F	3
Knox (C)	CAN	Owner managers of incorporated enterprises	M	8
Knox (C)	CAN	Owner managers of unincorporated enterprises	F	3
Knox (C)	CAN	Owner managers of unincorporated enterprises	M	3
Knox (C)	CHN	Contributing family workers	F	71
Knox (C)	CHN	Contributing family workers	M	62
Knox (C)	CHN	Employee	F	747
Knox (C)	CHN	Employee	M	627
Knox (C)	CHN	Owner managers of incorporated enterprises	F	146
Knox (C)	CHN	Owner managers of incorporated enterprises	M	177
Knox (C)	CHN	Owner managers of unincorporated enterprises	F	82
Knox (C)	CHN	Owner managers of unincorporated enterprises	M	107
Knox (C)	CHN	Status in employment not stated	F	5
Knox (C)	CHN	Status in employment not stated	M	7
Knox (C)	HRV	Contributing family workers	F	3
Knox (C)	HRV	Employee	F	35
Knox (C)	HRV	Employee	M	51
Knox (C)	HRV	Owner managers of incorporated enterprises	F	4
Knox (C)	HRV	Owner managers of incorporated enterprises	M	8
Knox (C)	HRV	Owner managers of unincorporated enterprises	F	5
Knox (C)	HRV	Owner managers of unincorporated enterprises	M	3
Knox (C)	EGY	Employee	F	44
Knox (C)	EGY	Employee	M	51
Knox (C)	EGY	Owner managers of incorporated enterprises	F	3
Knox (C)	EGY	Owner managers of incorporated enterprises	M	18
Knox (C)	EGY	Owner managers of unincorporated enterprises	F	5
Knox (C)	EGY	Owner managers of unincorporated enterprises	M	12
Knox (C)	FJI	Employee	F	77
Knox (C)	FJI	Employee	M	95
Knox (C)	FJI	Owner managers of incorporated enterprises	M	8
Knox (C)	MKD	Employee	F	12
Knox (C)	MKD	Employee	M	26
Knox (C)	MKD	Owner managers of incorporated enterprises	M	4
Knox (C)	DEU	Contributing family workers	F	3
Knox (C)	DEU	Employee	F	122
Knox (C)	DEU	Employee	M	126
Knox (C)	DEU	Owner managers of incorporated enterprises	F	9
Knox (C)	DEU	Owner managers of incorporated enterprises	M	25
Knox (C)	DEU	Owner managers of unincorporated enterprises	F	16
Knox (C)	DEU	Owner managers of unincorporated enterprises	M	21
Knox (C)	DEU	Status in employment not stated	F	3
Knox (C)	GRC	Contributing family workers	M	3
Knox (C)	GRC	Employee	F	54
Knox (C)	GRC	Employee	M	108
Knox (C)	GRC	Owner managers of incorporated enterprises	F	6
Knox (C)	GRC	Owner managers of incorporated enterprises	M	26
Knox (C)	GRC	Owner managers of unincorporated enterprises	F	3
Knox (C)	GRC	Owner managers of unincorporated enterprises	M	18
Knox (C)	HKG	Contributing family workers	F	5
Knox (C)	HKG	Contributing family workers	M	5
Knox (C)	HKG	Employee	F	160
Knox (C)	HKG	Employee	M	157
Knox (C)	HKG	Owner managers of incorporated enterprises	F	9
Knox (C)	HKG	Owner managers of incorporated enterprises	M	26
Knox (C)	HKG	Owner managers of unincorporated enterprises	F	16
Knox (C)	HKG	Owner managers of unincorporated enterprises	M	19
Knox (C)	HKG	Status in employment not stated	M	3
Knox (C)	IND	Contributing family workers	F	12
Knox (C)	IND	Contributing family workers	M	18
Knox (C)	IND	Employee	F	770
Knox (C)	IND	Employee	M	1253
Knox (C)	IND	Owner managers of incorporated enterprises	F	27
Knox (C)	IND	Owner managers of incorporated enterprises	M	96
Knox (C)	IND	Owner managers of unincorporated enterprises	F	26
Knox (C)	IND	Owner managers of unincorporated enterprises	M	58
Knox (C)	IND	Status in employment not stated	F	5
Knox (C)	IND	Status in employment not stated	M	15
Knox (C)	IDN	Contributing family workers	F	3
Knox (C)	IDN	Employee	F	116
Knox (C)	IDN	Employee	M	109
Knox (C)	IDN	Owner managers of incorporated enterprises	F	3
Knox (C)	IDN	Owner managers of incorporated enterprises	M	7
Knox (C)	IDN	Owner managers of unincorporated enterprises	F	7
Knox (C)	IDN	Owner managers of unincorporated enterprises	M	3
Knox (C)	IRN	Contributing family workers	M	3
Knox (C)	IRN	Employee	F	62
Knox (C)	IRN	Employee	M	101
Knox (C)	IRN	Owner managers of incorporated enterprises	M	16
Knox (C)	IRN	Owner managers of unincorporated enterprises	F	3
Knox (C)	IRN	Owner managers of unincorporated enterprises	M	12
Knox (C)	IRN	Status in employment not stated	M	3
Knox (C)	IRQ	Employee	F	17
Knox (C)	IRQ	Employee	M	21
Knox (C)	IRQ	Owner managers of incorporated enterprises	M	3
Knox (C)	IRQ	Owner managers of unincorporated enterprises	M	3
Knox (C)	IRL	Employee	F	78
Knox (C)	IRL	Employee	M	97
Knox (C)	IRL	Owner managers of incorporated enterprises	F	4
Knox (C)	IRL	Owner managers of incorporated enterprises	M	4
Knox (C)	IRL	Owner managers of unincorporated enterprises	M	4
Knox (C)	ITA	Contributing family workers	F	3
Knox (C)	ITA	Contributing family workers	M	5
Knox (C)	ITA	Employee	F	86
Knox (C)	ITA	Employee	M	122
Knox (C)	ITA	Owner managers of incorporated enterprises	F	8
Knox (C)	ITA	Owner managers of incorporated enterprises	M	38
Knox (C)	ITA	Owner managers of unincorporated enterprises	F	3
Knox (C)	ITA	Owner managers of unincorporated enterprises	M	30
Knox (C)	ITA	Status in employment not stated	F	3
Knox (C)	JPN	Employee	F	25
Knox (C)	JPN	Employee	M	18
Knox (C)	JPN	Owner managers of incorporated enterprises	F	3
Knox (C)	JPN	Owner managers of incorporated enterprises	M	3
Knox (C)	LBN	Employee	F	16
Knox (C)	LBN	Employee	M	41
Knox (C)	LBN	Owner managers of incorporated enterprises	F	6
Knox (C)	LBN	Owner managers of incorporated enterprises	M	8
Knox (C)	LBN	Owner managers of unincorporated enterprises	F	6
Knox (C)	LBN	Owner managers of unincorporated enterprises	M	14
Knox (C)	MYS	Contributing family workers	F	5
Knox (C)	MYS	Contributing family workers	M	8
Knox (C)	MYS	Employee	F	398
Knox (C)	MYS	Employee	M	337
Knox (C)	MYS	Owner managers of incorporated enterprises	F	28
Knox (C)	MYS	Owner managers of incorporated enterprises	M	64
Knox (C)	MYS	Owner managers of unincorporated enterprises	F	39
Knox (C)	MYS	Owner managers of unincorporated enterprises	M	44
Knox (C)	MYS	Status in employment not stated	M	3
Knox (C)	MLT	Employee	F	10
Knox (C)	MLT	Employee	M	23
Knox (C)	MLT	Owner managers of incorporated enterprises	F	3
Knox (C)	MLT	Owner managers of incorporated enterprises	M	5
Knox (C)	NLD	Contributing family workers	M	5
Knox (C)	NLD	Employee	F	69
Knox (C)	NLD	Employee	M	62
Knox (C)	NLD	Owner managers of incorporated enterprises	F	4
Knox (C)	NLD	Owner managers of incorporated enterprises	M	17
Knox (C)	NLD	Owner managers of unincorporated enterprises	F	8
Knox (C)	NLD	Owner managers of unincorporated enterprises	M	8
Knox (C)	NZL	Contributing family workers	F	6
Knox (C)	NZL	Contributing family workers	M	3
Knox (C)	NZL	Employee	F	484
Knox (C)	NZL	Employee	M	601
Knox (C)	NZL	Owner managers of incorporated enterprises	F	13
Knox (C)	NZL	Owner managers of incorporated enterprises	M	48
Knox (C)	NZL	Owner managers of unincorporated enterprises	F	35
Knox (C)	NZL	Owner managers of unincorporated enterprises	M	37
Knox (C)	PAK	Employee	F	28
Knox (C)	PAK	Employee	M	148
Knox (C)	PAK	Owner managers of incorporated enterprises	F	3
Knox (C)	PAK	Owner managers of incorporated enterprises	M	9
Knox (C)	PAK	Owner managers of unincorporated enterprises	M	8
Knox (C)	PHL	Contributing family workers	F	4
Knox (C)	PHL	Employee	F	398
Knox (C)	PHL	Employee	M	288
Knox (C)	PHL	Owner managers of incorporated enterprises	F	6
Knox (C)	PHL	Owner managers of incorporated enterprises	M	3
Knox (C)	PHL	Owner managers of unincorporated enterprises	F	11
Knox (C)	PHL	Owner managers of unincorporated enterprises	M	6
Knox (C)	PHL	Status in employment not stated	F	3
Knox (C)	PHL	Status in employment not stated	M	3
Knox (C)	POL	Contributing family workers	F	3
Knox (C)	POL	Employee	F	98
Knox (C)	POL	Employee	M	68
Knox (C)	POL	Owner managers of incorporated enterprises	F	13
Knox (C)	POL	Owner managers of incorporated enterprises	M	9
Knox (C)	POL	Owner managers of unincorporated enterprises	F	9
Knox (C)	POL	Owner managers of unincorporated enterprises	M	5
Knox (C)	SGP	Employee	F	105
Knox (C)	SGP	Employee	M	88
Knox (C)	SGP	Owner managers of incorporated enterprises	F	8
Knox (C)	SGP	Owner managers of incorporated enterprises	M	18
Knox (C)	SGP	Owner managers of unincorporated enterprises	F	11
Knox (C)	SGP	Owner managers of unincorporated enterprises	M	13
Knox (C)	ZAF	Contributing family workers	F	3
Knox (C)	ZAF	Contributing family workers	M	3
Knox (C)	ZAF	Employee	F	259
Knox (C)	ZAF	Employee	M	241
Knox (C)	ZAF	Owner managers of incorporated enterprises	F	12
Knox (C)	ZAF	Owner managers of incorporated enterprises	M	31
Knox (C)	ZAF	Owner managers of unincorporated enterprises	F	12
Knox (C)	ZAF	Owner managers of unincorporated enterprises	M	22
Knox (C)	ZAF	Status in employment not stated	M	3
Knox (C)	KOR	Contributing family workers	F	3
Knox (C)	KOR	Contributing family workers	M	3
Knox (C)	KOR	Employee	F	37
Knox (C)	KOR	Employee	M	79
Knox (C)	KOR	Owner managers of incorporated enterprises	F	10
Knox (C)	KOR	Owner managers of incorporated enterprises	M	15
Knox (C)	KOR	Owner managers of unincorporated enterprises	F	8
Knox (C)	KOR	Owner managers of unincorporated enterprises	M	10
Knox (C)	KOR	Status in employment not stated	F	3
Knox (C)	LKA	Contributing family workers	F	11
Knox (C)	LKA	Contributing family workers	M	8
Knox (C)	LKA	Employee	F	481
Knox (C)	LKA	Employee	M	633
Knox (C)	LKA	Owner managers of incorporated enterprises	F	22
Knox (C)	LKA	Owner managers of incorporated enterprises	M	73
Knox (C)	LKA	Owner managers of unincorporated enterprises	F	37
Knox (C)	LKA	Owner managers of unincorporated enterprises	M	35
Knox (C)	LKA	Status in employment not stated	F	5
Knox (C)	LKA	Status in employment not stated	M	5
Knox (C)	THA	Contributing family workers	F	4
Knox (C)	THA	Employee	F	115
Knox (C)	THA	Employee	M	75
Knox (C)	THA	Owner managers of incorporated enterprises	F	7
Knox (C)	THA	Owner managers of incorporated enterprises	M	7
Knox (C)	THA	Owner managers of unincorporated enterprises	F	16
Knox (C)	THA	Owner managers of unincorporated enterprises	M	3
Knox (C)	TUR	Employee	F	15
Knox (C)	TUR	Employee	M	23
Knox (C)	TUR	Owner managers of incorporated enterprises	M	3
Knox (C)	TUR	Owner managers of unincorporated enterprises	M	3
Knox (C)	GBR	Contributing family workers	F	16
Knox (C)	GBR	Contributing family workers	M	16
Knox (C)	GBR	Employee	F	1207
Knox (C)	GBR	Employee	M	1409
Knox (C)	GBR	Owner managers of incorporated enterprises	F	68
Knox (C)	GBR	Owner managers of incorporated enterprises	M	184
Knox (C)	GBR	Owner managers of unincorporated enterprises	F	70
Knox (C)	GBR	Owner managers of unincorporated enterprises	M	136
Knox (C)	GBR	Status in employment not stated	F	9
Knox (C)	GBR	Status in employment not stated	M	14
Knox (C)	USA	Contributing family workers	M	3
Knox (C)	USA	Employee	F	84
Knox (C)	USA	Employee	M	73
Knox (C)	USA	Owner managers of incorporated enterprises	F	5
Knox (C)	USA	Owner managers of incorporated enterprises	M	11
Knox (C)	USA	Owner managers of unincorporated enterprises	F	10
Knox (C)	USA	Owner managers of unincorporated enterprises	M	7
Knox (C)	VNM	Contributing family workers	F	3
Knox (C)	VNM	Contributing family workers	M	4
Knox (C)	VNM	Employee	F	321
Knox (C)	VNM	Employee	M	393
Knox (C)	VNM	Owner managers of incorporated enterprises	F	7
Knox (C)	VNM	Owner managers of incorporated enterprises	M	30
Knox (C)	VNM	Owner managers of unincorporated enterprises	F	31
Knox (C)	VNM	Owner managers of unincorporated enterprises	M	27
Knox (C)	VNM	Status in employment not stated	F	3
Knox (C)	VNM	Status in employment not stated	M	3
Knox (C)	ZWE	Employee	F	38
Knox (C)	ZWE	Employee	M	42
Knox (C)	ZWE	Owner managers of incorporated enterprises	M	4
Knox (C)	ZWE	Owner managers of unincorporated enterprises	F	3
Latrobe (C) (Vic.)		Contributing family workers	F	12
Latrobe (C) (Vic.)		Contributing family workers	M	11
Latrobe (C) (Vic.)		Employee	F	451
Latrobe (C) (Vic.)		Employee	M	445
Latrobe (C) (Vic.)		Owner managers of incorporated enterprises	F	21
Latrobe (C) (Vic.)		Owner managers of incorporated enterprises	M	36
Latrobe (C) (Vic.)		Owner managers of unincorporated enterprises	F	32
Latrobe (C) (Vic.)		Owner managers of unincorporated enterprises	M	29
Latrobe (C) (Vic.)		Status in employment not stated	F	28
Latrobe (C) (Vic.)		Status in employment not stated	M	13
Latrobe (C) (Vic.)	AUS	Contributing family workers	F	134
Latrobe (C) (Vic.)	AUS	Contributing family workers	M	120
Latrobe (C) (Vic.)	AUS	Employee	F	12203
Latrobe (C) (Vic.)	AUS	Employee	M	11403
Latrobe (C) (Vic.)	AUS	Owner managers of incorporated enterprises	F	311
Latrobe (C) (Vic.)	AUS	Owner managers of incorporated enterprises	M	790
Latrobe (C) (Vic.)	AUS	Owner managers of unincorporated enterprises	F	473
Latrobe (C) (Vic.)	AUS	Owner managers of unincorporated enterprises	M	760
Latrobe (C) (Vic.)	AUS	Status in employment not stated	F	130
Latrobe (C) (Vic.)	AUS	Status in employment not stated	M	145
Latrobe (C) (Vic.)	CAN	Employee	F	12
Latrobe (C) (Vic.)	CAN	Employee	M	17
Latrobe (C) (Vic.)	CAN	Owner managers of incorporated enterprises	M	5
Latrobe (C) (Vic.)	CHN	Contributing family workers	F	6
Latrobe (C) (Vic.)	CHN	Contributing family workers	M	8
Latrobe (C) (Vic.)	CHN	Employee	F	55
Latrobe (C) (Vic.)	CHN	Employee	M	44
Latrobe (C) (Vic.)	CHN	Owner managers of incorporated enterprises	F	4
Latrobe (C) (Vic.)	CHN	Owner managers of incorporated enterprises	M	17
Latrobe (C) (Vic.)	CHN	Owner managers of unincorporated enterprises	F	9
Latrobe (C) (Vic.)	CHN	Owner managers of unincorporated enterprises	M	12
Latrobe (C) (Vic.)	HRV	Employee	F	4
Latrobe (C) (Vic.)	EGY	Employee	F	4
Latrobe (C) (Vic.)	EGY	Employee	M	3
Latrobe (C) (Vic.)	EGY	Owner managers of incorporated enterprises	M	5
Latrobe (C) (Vic.)	FJI	Employee	F	3
Latrobe (C) (Vic.)	FJI	Employee	M	14
Latrobe (C) (Vic.)	FJI	Owner managers of incorporated enterprises	M	3
Latrobe (C) (Vic.)	FJI	Owner managers of unincorporated enterprises	M	3
Latrobe (C) (Vic.)	DEU	Contributing family workers	M	3
Latrobe (C) (Vic.)	DEU	Employee	F	37
Latrobe (C) (Vic.)	DEU	Employee	M	28
Latrobe (C) (Vic.)	DEU	Owner managers of incorporated enterprises	M	4
Latrobe (C) (Vic.)	DEU	Owner managers of unincorporated enterprises	M	3
Latrobe (C) (Vic.)	GRC	Contributing family workers	F	3
Latrobe (C) (Vic.)	GRC	Contributing family workers	M	3
Latrobe (C) (Vic.)	GRC	Employee	F	6
Latrobe (C) (Vic.)	GRC	Employee	M	7
Latrobe (C) (Vic.)	GRC	Owner managers of incorporated enterprises	F	3
Latrobe (C) (Vic.)	GRC	Owner managers of incorporated enterprises	M	3
Latrobe (C) (Vic.)	HKG	Employee	F	4
Latrobe (C) (Vic.)	HKG	Employee	M	10
Latrobe (C) (Vic.)	HKG	Owner managers of incorporated enterprises	F	3
Latrobe (C) (Vic.)	HKG	Owner managers of incorporated enterprises	M	3
Latrobe (C) (Vic.)	IND	Employee	F	103
Latrobe (C) (Vic.)	IND	Employee	M	122
Latrobe (C) (Vic.)	IND	Owner managers of incorporated enterprises	F	3
Latrobe (C) (Vic.)	IND	Owner managers of incorporated enterprises	M	22
Latrobe (C) (Vic.)	IND	Owner managers of unincorporated enterprises	M	7
Latrobe (C) (Vic.)	IND	Status in employment not stated	M	3
Latrobe (C) (Vic.)	IDN	Employee	F	5
Latrobe (C) (Vic.)	IRN	Employee	M	9
Latrobe (C) (Vic.)	IRQ	Employee	M	3
Latrobe (C) (Vic.)	IRL	Employee	F	22
Latrobe (C) (Vic.)	IRL	Employee	M	27
Latrobe (C) (Vic.)	IRL	Owner managers of unincorporated enterprises	M	3
Latrobe (C) (Vic.)	ITA	Contributing family workers	M	5
Latrobe (C) (Vic.)	ITA	Employee	F	43
Latrobe (C) (Vic.)	ITA	Employee	M	52
Latrobe (C) (Vic.)	ITA	Owner managers of incorporated enterprises	M	13
Latrobe (C) (Vic.)	ITA	Owner managers of unincorporated enterprises	F	6
Latrobe (C) (Vic.)	ITA	Owner managers of unincorporated enterprises	M	13
Latrobe (C) (Vic.)	ITA	Status in employment not stated	M	3
Latrobe (C) (Vic.)	JPN	Employee	M	13
Latrobe (C) (Vic.)	LBN	Employee	F	3
Latrobe (C) (Vic.)	MYS	Employee	F	34
Latrobe (C) (Vic.)	MYS	Employee	M	25
Latrobe (C) (Vic.)	MYS	Owner managers of unincorporated enterprises	F	7
Latrobe (C) (Vic.)	MYS	Owner managers of unincorporated enterprises	M	7
Latrobe (C) (Vic.)	MLT	Employee	F	20
Latrobe (C) (Vic.)	MLT	Employee	M	41
Latrobe (C) (Vic.)	MLT	Owner managers of unincorporated enterprises	M	4
Latrobe (C) (Vic.)	NLD	Contributing family workers	F	3
Latrobe (C) (Vic.)	NLD	Employee	F	65
Latrobe (C) (Vic.)	NLD	Employee	M	67
Latrobe (C) (Vic.)	NLD	Owner managers of incorporated enterprises	M	5
Latrobe (C) (Vic.)	NLD	Owner managers of unincorporated enterprises	M	9
Latrobe (C) (Vic.)	NLD	Status in employment not stated	F	3
Latrobe (C) (Vic.)	NLD	Status in employment not stated	M	5
Latrobe (C) (Vic.)	NZL	Contributing family workers	M	3
Latrobe (C) (Vic.)	NZL	Employee	F	156
Latrobe (C) (Vic.)	NZL	Employee	M	176
Latrobe (C) (Vic.)	NZL	Owner managers of incorporated enterprises	F	6
Latrobe (C) (Vic.)	NZL	Owner managers of incorporated enterprises	M	21
Latrobe (C) (Vic.)	NZL	Owner managers of unincorporated enterprises	M	11
Latrobe (C) (Vic.)	NZL	Status in employment not stated	M	3
Latrobe (C) (Vic.)	PAK	Employee	F	7
Latrobe (C) (Vic.)	PAK	Employee	M	19
Latrobe (C) (Vic.)	PHL	Contributing family workers	M	3
Latrobe (C) (Vic.)	PHL	Employee	F	117
Latrobe (C) (Vic.)	PHL	Employee	M	43
Latrobe (C) (Vic.)	PHL	Owner managers of incorporated enterprises	M	3
Latrobe (C) (Vic.)	PHL	Owner managers of unincorporated enterprises	F	9
Latrobe (C) (Vic.)	PHL	Owner managers of unincorporated enterprises	M	5
Latrobe (C) (Vic.)	POL	Employee	F	7
Latrobe (C) (Vic.)	POL	Employee	M	9
Latrobe (C) (Vic.)	SGP	Employee	F	8
Latrobe (C) (Vic.)	SGP	Employee	M	4
Latrobe (C) (Vic.)	SGP	Owner managers of incorporated enterprises	F	3
Latrobe (C) (Vic.)	ZAF	Employee	F	42
Latrobe (C) (Vic.)	ZAF	Employee	M	54
Latrobe (C) (Vic.)	ZAF	Owner managers of incorporated enterprises	M	4
Latrobe (C) (Vic.)	ZAF	Status in employment not stated	M	3
Latrobe (C) (Vic.)	KOR	Employee	F	3
Latrobe (C) (Vic.)	KOR	Employee	M	5
Latrobe (C) (Vic.)	LKA	Employee	F	23
Latrobe (C) (Vic.)	LKA	Employee	M	40
Latrobe (C) (Vic.)	LKA	Owner managers of incorporated enterprises	F	5
Latrobe (C) (Vic.)	LKA	Owner managers of incorporated enterprises	M	10
Latrobe (C) (Vic.)	LKA	Owner managers of unincorporated enterprises	M	3
Latrobe (C) (Vic.)	THA	Employee	F	27
Latrobe (C) (Vic.)	THA	Employee	M	3
Latrobe (C) (Vic.)	THA	Owner managers of incorporated enterprises	F	4
Latrobe (C) (Vic.)	GBR	Contributing family workers	F	11
Latrobe (C) (Vic.)	GBR	Contributing family workers	M	11
Latrobe (C) (Vic.)	GBR	Employee	F	388
Latrobe (C) (Vic.)	GBR	Employee	M	395
Latrobe (C) (Vic.)	GBR	Owner managers of incorporated enterprises	F	12
Latrobe (C) (Vic.)	GBR	Owner managers of incorporated enterprises	M	39
Latrobe (C) (Vic.)	GBR	Owner managers of unincorporated enterprises	F	20
Latrobe (C) (Vic.)	GBR	Owner managers of unincorporated enterprises	M	31
Latrobe (C) (Vic.)	GBR	Status in employment not stated	F	6
Latrobe (C) (Vic.)	GBR	Status in employment not stated	M	3
Latrobe (C) (Vic.)	USA	Employee	F	20
Latrobe (C) (Vic.)	USA	Employee	M	25
Latrobe (C) (Vic.)	USA	Owner managers of incorporated enterprises	F	3
Latrobe (C) (Vic.)	USA	Owner managers of incorporated enterprises	M	4
Latrobe (C) (Vic.)	VNM	Employee	F	15
Latrobe (C) (Vic.)	VNM	Employee	M	6
Latrobe (C) (Vic.)	VNM	Owner managers of incorporated enterprises	F	5
Latrobe (C) (Vic.)	VNM	Owner managers of incorporated enterprises	M	5
Latrobe (C) (Vic.)	VNM	Owner managers of unincorporated enterprises	F	4
Latrobe (C) (Vic.)	ZWE	Employee	F	16
Latrobe (C) (Vic.)	ZWE	Employee	M	13
Loddon (S)		Contributing family workers	F	7
Loddon (S)		Contributing family workers	M	9
Loddon (S)		Employee	F	27
Loddon (S)		Employee	M	36
Loddon (S)		Owner managers of incorporated enterprises	M	6
Loddon (S)		Owner managers of unincorporated enterprises	F	5
Loddon (S)		Owner managers of unincorporated enterprises	M	14
Loddon (S)		Status in employment not stated	F	3
Loddon (S)	AUS	Contributing family workers	F	107
Loddon (S)	AUS	Contributing family workers	M	160
Loddon (S)	AUS	Employee	F	627
Loddon (S)	AUS	Employee	M	725
Loddon (S)	AUS	Owner managers of incorporated enterprises	F	62
Loddon (S)	AUS	Owner managers of incorporated enterprises	M	150
Loddon (S)	AUS	Owner managers of unincorporated enterprises	F	133
Loddon (S)	AUS	Owner managers of unincorporated enterprises	M	327
Loddon (S)	AUS	Status in employment not stated	F	24
Loddon (S)	AUS	Status in employment not stated	M	36
Loddon (S)	CAN	Employee	F	3
Loddon (S)	CAN	Employee	M	3
Loddon (S)	DEU	Contributing family workers	M	3
Loddon (S)	IND	Employee	F	3
Loddon (S)	IND	Employee	M	4
Loddon (S)	IND	Owner managers of incorporated enterprises	F	3
Loddon (S)	IRN	Employee	M	4
Loddon (S)	IRL	Employee	M	3
Loddon (S)	MYS	Owner managers of unincorporated enterprises	F	3
Loddon (S)	MLT	Employee	F	3
Loddon (S)	NLD	Employee	M	3
Loddon (S)	NZL	Employee	F	8
Loddon (S)	NZL	Employee	M	9
Loddon (S)	PHL	Employee	F	17
Loddon (S)	PHL	Employee	M	18
Loddon (S)	ZAF	Employee	F	5
Loddon (S)	ZAF	Employee	M	6
Loddon (S)	KOR	Employee	F	3
Loddon (S)	GBR	Employee	F	19
Loddon (S)	GBR	Employee	M	9
