LGA_NAME16	Occupation	OccupationSubtype	Sex	workers
Weipa (T)	Community and personal service workers	Health and welfare support workers	M	6
Weipa (T)	Community and personal service workers	Hospitality workers	F	19
Weipa (T)	Community and personal service workers	Hospitality workers	M	7
Weipa (T)	Community and personal service workers	Protective service workers	F	7
Weipa (T)	Community and personal service workers	Protective service workers	M	13
Weipa (T)	Community and personal service workers	Sports and personal service workers	F	4
Weipa (T)	Community and personal service workers	Sports and personal service workers	M	3
Weipa (T)	Labourers	Cleaners and laundry workers	F	45
Weipa (T)	Labourers	Cleaners and laundry workers	M	4
Weipa (T)	Labourers	Construction and mining labourers	M	14
Weipa (T)	Labourers	Farm forestry and garden workers	M	3
Weipa (T)	Labourers	Food preparation assistants	F	14
Weipa (T)	Labourers	Food preparation assistants	M	9
Weipa (T)	Labourers	Labourers nfd	M	5
Weipa (T)	Labourers	Other labourers	F	14
Weipa (T)	Labourers	Other labourers	M	22
Weipa (T)	Machinery operators and drivers	Machine and stationary plant operators	M	32
Weipa (T)	Machinery operators and drivers	Machinery operators and drivers nfd	M	3
Weipa (T)	Machinery operators and drivers	Mobile plant operators	F	3
Weipa (T)	Machinery operators and drivers	Mobile plant operators	M	5
Weipa (T)	Machinery operators and drivers	Road and rail drivers	F	3
Weipa (T)	Machinery operators and drivers	Road and rail drivers	M	27
Weipa (T)	Managers	Chief executives general managers and legislators	F	10
Weipa (T)	Managers	Chief executives general managers and legislators	M	10
Weipa (T)	Managers	Hospitality retail and service managers	F	28
Weipa (T)	Managers	Hospitality retail and service managers	M	18
Weipa (T)	Managers	Managers nfd	M	3
Weipa (T)	Managers	Specialist managers	F	19
Weipa (T)	Managers	Specialist managers	M	31
Weipa (T)	Professionals	Business human resource and marketing professionals	F	6
Weipa (T)	Professionals	Business human resource and marketing professionals	M	3
Weipa (T)	Professionals	Design engineering science and transport professionals	M	27
Weipa (T)	Professionals	Education professionals	F	74
Weipa (T)	Professionals	Education professionals	M	19
Weipa (T)	Professionals	Health professionals	F	56
Weipa (T)	Professionals	Health professionals	M	10
Weipa (T)	Professionals	Legal social and welfare professionals	F	12
Weipa (T)	Professionals	Legal social and welfare professionals	M	5
Weipa (T)	Sales workers	Sales assistants and salespersons	F	48
Weipa (T)	Sales workers	Sales assistants and salespersons	M	18
Weipa (T)	Sales workers	Sales representatives and agents	F	14
Weipa (T)	Sales workers	Sales support workers	F	16
Weipa (T)	Sales workers	Sales support workers	M	5
Weipa (T)	Technicians and trades workers	Automotive and engineering trades workers	M	72
Weipa (T)	Technicians and trades workers	Construction trades workers	M	47
Weipa (T)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	4
Weipa (T)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	35
Weipa (T)	Technicians and trades workers	Engineering ICT and science technicians	F	7
Weipa (T)	Technicians and trades workers	Engineering ICT and science technicians	M	21
Weipa (T)	Technicians and trades workers	Food trades workers	F	8
Weipa (T)	Technicians and trades workers	Food trades workers	M	11
Weipa (T)	Technicians and trades workers	Other technicians and trades workers	F	6
Weipa (T)	Technicians and trades workers	Other technicians and trades workers	M	3
Weipa (T)	Technicians and trades workers	Skilled animal and horticultural workers	M	19
Western Downs (R)			F	81
Western Downs (R)			M	203
Western Downs (R)	Clerical and administrative workers	Clerical and administrative workers nfd	M	3
Western Downs (R)	Clerical and administrative workers	Clerical and office support workers	F	58
Western Downs (R)	Clerical and administrative workers	Clerical and office support workers	M	39
Western Downs (R)	Clerical and administrative workers	General clerical workers	F	399
Western Downs (R)	Clerical and administrative workers	General clerical workers	M	18
Western Downs (R)	Clerical and administrative workers	Inquiry clerks and receptionists	F	197
Western Downs (R)	Clerical and administrative workers	Inquiry clerks and receptionists	M	13
Western Downs (R)	Clerical and administrative workers	Numerical clerks	F	340
Western Downs (R)	Clerical and administrative workers	Numerical clerks	M	25
Western Downs (R)	Clerical and administrative workers	Office managers and program administrators	F	301
Western Downs (R)	Clerical and administrative workers	Office managers and program administrators	M	68
Western Downs (R)	Clerical and administrative workers	Other clerical and administrative workers	F	110
Western Downs (R)	Clerical and administrative workers	Other clerical and administrative workers	M	94
Western Downs (R)	Clerical and administrative workers	Personal assistants and secretaries	F	68
Western Downs (R)	Community and personal service workers	Carers and aides	F	601
Western Downs (R)	Community and personal service workers	Carers and aides	M	39
Western Downs (R)	Community and personal service workers	Health and welfare support workers	F	105
Western Downs (R)	Community and personal service workers	Health and welfare support workers	M	37
Western Downs (R)	Community and personal service workers	Hospitality workers	F	163
Western Downs (R)	Community and personal service workers	Hospitality workers	M	32
Western Downs (R)	Community and personal service workers	Protective service workers	F	25
Western Downs (R)	Community and personal service workers	Protective service workers	M	134
Western Downs (R)	Community and personal service workers	Sports and personal service workers	F	66
Western Downs (R)	Community and personal service workers	Sports and personal service workers	M	32
Western Downs (R)	Labourers	Cleaners and laundry workers	F	394
Western Downs (R)	Labourers	Cleaners and laundry workers	M	108
Western Downs (R)	Labourers	Construction and mining labourers	F	14
Western Downs (R)	Labourers	Construction and mining labourers	M	236
Western Downs (R)	Labourers	Factory process workers	F	24
Western Downs (R)	Labourers	Factory process workers	M	109
Western Downs (R)	Labourers	Farm forestry and garden workers	F	138
Western Downs (R)	Labourers	Farm forestry and garden workers	M	478
Western Downs (R)	Labourers	Food preparation assistants	F	125
Western Downs (R)	Labourers	Food preparation assistants	M	71
Western Downs (R)	Labourers	Labourers nfd	F	9
Western Downs (R)	Labourers	Labourers nfd	M	55
Western Downs (R)	Labourers	Other labourers	F	75
Western Downs (R)	Labourers	Other labourers	M	207
Western Downs (R)	Machinery operators and drivers	Machine and stationary plant operators	F	41
Western Downs (R)	Machinery operators and drivers	Machine and stationary plant operators	M	483
Western Downs (R)	Machinery operators and drivers	Machinery operators and drivers nfd	F	3
Western Downs (R)	Machinery operators and drivers	Machinery operators and drivers nfd	M	49
Western Downs (R)	Machinery operators and drivers	Mobile plant operators	F	29
Western Downs (R)	Machinery operators and drivers	Mobile plant operators	M	432
Western Downs (R)	Machinery operators and drivers	Road and rail drivers	F	43
Western Downs (R)	Machinery operators and drivers	Road and rail drivers	M	525
Western Downs (R)	Machinery operators and drivers	Storepersons	F	20
Western Downs (R)	Machinery operators and drivers	Storepersons	M	93
Western Downs (R)	Managers	Chief executives general managers and legislators	F	14
Western Downs (R)	Managers	Chief executives general managers and legislators	M	67
Western Downs (R)	Managers	Farmers and farm managers	F	516
Western Downs (R)	Managers	Farmers and farm managers	M	1257
Western Downs (R)	Managers	Hospitality retail and service managers	F	257
Western Downs (R)	Managers	Hospitality retail and service managers	M	283
Western Downs (R)	Managers	Managers nfd	F	7
Western Downs (R)	Managers	Managers nfd	M	23
Western Downs (R)	Managers	Specialist managers	F	151
Western Downs (R)	Managers	Specialist managers	M	450
Western Downs (R)	Professionals	Arts and media professionals	F	12
Western Downs (R)	Professionals	Arts and media professionals	M	6
Western Downs (R)	Professionals	Business human resource and marketing professionals	F	185
Western Downs (R)	Professionals	Business human resource and marketing professionals	M	157
Western Downs (R)	Professionals	Design engineering science and transport professionals	F	74
Western Downs (R)	Professionals	Design engineering science and transport professionals	M	325
Western Downs (R)	Professionals	Education professionals	F	490
Western Downs (R)	Professionals	Education professionals	M	131
Western Downs (R)	Professionals	Health professionals	F	340
Western Downs (R)	Professionals	Health professionals	M	117
Western Downs (R)	Professionals	Information and Communication Technology ICT professionals	F	10
Western Downs (R)	Professionals	Information and Communication Technology ICT professionals	M	18
Western Downs (R)	Professionals	Legal social and welfare professionals	F	60
Western Downs (R)	Professionals	Legal social and welfare professionals	M	47
Western Downs (R)	Professionals	Professionals nfd	F	3
Western Downs (R)	Professionals	Professionals nfd	M	7
Western Downs (R)	Sales workers	Sales assistants and salespersons	F	581
Western Downs (R)	Sales workers	Sales assistants and salespersons	M	330
Western Downs (R)	Sales workers	Sales representatives and agents	F	61
Western Downs (R)	Sales workers	Sales representatives and agents	M	79
Western Downs (R)	Sales workers	Sales support workers	F	130
Western Downs (R)	Sales workers	Sales support workers	M	29
Western Downs (R)	Sales workers	Sales workers nfd	M	4
Western Downs (R)	Technicians and trades workers	Automotive and engineering trades workers	F	16
Western Downs (R)	Technicians and trades workers	Automotive and engineering trades workers	M	1032
Western Downs (R)	Technicians and trades workers	Construction trades workers	F	3
Western Downs (R)	Technicians and trades workers	Construction trades workers	M	288
Western Downs (R)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	6
Western Downs (R)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	349
Western Downs (R)	Technicians and trades workers	Engineering ICT and science technicians	F	64
Western Downs (R)	Technicians and trades workers	Engineering ICT and science technicians	M	359
Western Downs (R)	Technicians and trades workers	Food trades workers	F	105
Western Downs (R)	Technicians and trades workers	Food trades workers	M	154
Western Downs (R)	Technicians and trades workers	Other technicians and trades workers	F	114
Western Downs (R)	Technicians and trades workers	Other technicians and trades workers	M	358
Western Downs (R)	Technicians and trades workers	Skilled animal and horticultural workers	F	40
Western Downs (R)	Technicians and trades workers	Skilled animal and horticultural workers	M	86
Western Downs (R)	Technicians and trades workers	Technicians and trades workers nfd	M	53
Whitsunday (R)			F	95
Whitsunday (R)			M	152
Whitsunday (R)	Clerical and administrative workers	Clerical and administrative workers nfd	F	5
Whitsunday (R)	Clerical and administrative workers	Clerical and office support workers	F	53
Whitsunday (R)	Clerical and administrative workers	Clerical and office support workers	M	32
Whitsunday (R)	Clerical and administrative workers	General clerical workers	F	341
Whitsunday (R)	Clerical and administrative workers	General clerical workers	M	15
Whitsunday (R)	Clerical and administrative workers	Inquiry clerks and receptionists	F	223
Whitsunday (R)	Clerical and administrative workers	Inquiry clerks and receptionists	M	26
Whitsunday (R)	Clerical and administrative workers	Numerical clerks	F	323
Whitsunday (R)	Clerical and administrative workers	Numerical clerks	M	18
Whitsunday (R)	Clerical and administrative workers	Office managers and program administrators	F	231
Whitsunday (R)	Clerical and administrative workers	Office managers and program administrators	M	26
Whitsunday (R)	Clerical and administrative workers	Other clerical and administrative workers	F	102
Whitsunday (R)	Clerical and administrative workers	Other clerical and administrative workers	M	72
Whitsunday (R)	Clerical and administrative workers	Personal assistants and secretaries	F	71
Whitsunday (R)	Clerical and administrative workers	Personal assistants and secretaries	M	3
Whitsunday (R)	Community and personal service workers	Carers and aides	F	544
Whitsunday (R)	Community and personal service workers	Carers and aides	M	32
Whitsunday (R)	Community and personal service workers	Health and welfare support workers	F	126
Whitsunday (R)	Community and personal service workers	Health and welfare support workers	M	41
Whitsunday (R)	Community and personal service workers	Hospitality workers	F	396
Whitsunday (R)	Community and personal service workers	Hospitality workers	M	165
Whitsunday (R)	Community and personal service workers	Protective service workers	F	25
Whitsunday (R)	Community and personal service workers	Protective service workers	M	140
Whitsunday (R)	Community and personal service workers	Sports and personal service workers	F	179
Whitsunday (R)	Community and personal service workers	Sports and personal service workers	M	109
Whitsunday (R)	Labourers	Cleaners and laundry workers	F	512
Whitsunday (R)	Labourers	Cleaners and laundry workers	M	199
Whitsunday (R)	Labourers	Construction and mining labourers	F	4
Whitsunday (R)	Labourers	Construction and mining labourers	M	138
Whitsunday (R)	Labourers	Factory process workers	F	165
Whitsunday (R)	Labourers	Factory process workers	M	110
Whitsunday (R)	Labourers	Farm forestry and garden workers	F	187
Whitsunday (R)	Labourers	Farm forestry and garden workers	M	408
Whitsunday (R)	Labourers	Food preparation assistants	F	102
Whitsunday (R)	Labourers	Food preparation assistants	M	112
Whitsunday (R)	Labourers	Labourers nfd	F	7
Whitsunday (R)	Labourers	Labourers nfd	M	52
Whitsunday (R)	Labourers	Other labourers	F	102
Whitsunday (R)	Labourers	Other labourers	M	299
Whitsunday (R)	Machinery operators and drivers	Machine and stationary plant operators	F	42
Whitsunday (R)	Machinery operators and drivers	Machine and stationary plant operators	M	486
Whitsunday (R)	Machinery operators and drivers	Machinery operators and drivers nfd	M	33
Whitsunday (R)	Machinery operators and drivers	Mobile plant operators	F	10
Whitsunday (R)	Machinery operators and drivers	Mobile plant operators	M	255
Whitsunday (R)	Machinery operators and drivers	Road and rail drivers	F	68
Whitsunday (R)	Machinery operators and drivers	Road and rail drivers	M	522
Whitsunday (R)	Machinery operators and drivers	Storepersons	F	7
Whitsunday (R)	Machinery operators and drivers	Storepersons	M	77
Whitsunday (R)	Managers	Chief executives general managers and legislators	F	27
Whitsunday (R)	Managers	Chief executives general managers and legislators	M	73
Whitsunday (R)	Managers	Farmers and farm managers	F	167
Whitsunday (R)	Managers	Farmers and farm managers	M	383
Whitsunday (R)	Managers	Hospitality retail and service managers	F	490
Whitsunday (R)	Managers	Hospitality retail and service managers	M	416
Whitsunday (R)	Managers	Managers nfd	F	12
Whitsunday (R)	Managers	Managers nfd	M	32
Whitsunday (R)	Managers	Specialist managers	F	174
Whitsunday (R)	Managers	Specialist managers	M	344
Whitsunday (R)	Professionals	Arts and media professionals	F	23
Whitsunday (R)	Professionals	Arts and media professionals	M	35
Whitsunday (R)	Professionals	Business human resource and marketing professionals	F	165
Whitsunday (R)	Professionals	Business human resource and marketing professionals	M	76
Whitsunday (R)	Professionals	Design engineering science and transport professionals	F	92
Whitsunday (R)	Professionals	Design engineering science and transport professionals	M	338
Whitsunday (R)	Professionals	Education professionals	F	405
Whitsunday (R)	Professionals	Education professionals	M	106
Whitsunday (R)	Professionals	Health professionals	F	264
Whitsunday (R)	Professionals	Health professionals	M	73
Whitsunday (R)	Professionals	Information and Communication Technology ICT professionals	F	4
Whitsunday (R)	Professionals	Information and Communication Technology ICT professionals	M	20
Whitsunday (R)	Professionals	Legal social and welfare professionals	F	58
Whitsunday (R)	Professionals	Legal social and welfare professionals	M	34
Whitsunday (R)	Professionals	Professionals nfd	M	3
Whitsunday (R)	Sales workers	Sales assistants and salespersons	F	709
Whitsunday (R)	Sales workers	Sales assistants and salespersons	M	291
Whitsunday (R)	Sales workers	Sales representatives and agents	F	98
Whitsunday (R)	Sales workers	Sales representatives and agents	M	63
Whitsunday (R)	Sales workers	Sales support workers	F	197
Whitsunday (R)	Sales workers	Sales support workers	M	55
Whitsunday (R)	Technicians and trades workers	Automotive and engineering trades workers	F	13
Whitsunday (R)	Technicians and trades workers	Automotive and engineering trades workers	M	645
Whitsunday (R)	Technicians and trades workers	Construction trades workers	F	6
Whitsunday (R)	Technicians and trades workers	Construction trades workers	M	343
Whitsunday (R)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	12
Whitsunday (R)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	327
Whitsunday (R)	Technicians and trades workers	Engineering ICT and science technicians	F	58
Whitsunday (R)	Technicians and trades workers	Engineering ICT and science technicians	M	182
Whitsunday (R)	Technicians and trades workers	Food trades workers	F	148
Whitsunday (R)	Technicians and trades workers	Food trades workers	M	267
Whitsunday (R)	Technicians and trades workers	Other technicians and trades workers	F	114
Whitsunday (R)	Technicians and trades workers	Other technicians and trades workers	M	103
Whitsunday (R)	Technicians and trades workers	Skilled animal and horticultural workers	F	52
Whitsunday (R)	Technicians and trades workers	Skilled animal and horticultural workers	M	142
Whitsunday (R)	Technicians and trades workers	Technicians and trades workers nfd	M	10
Winton (S)			F	6
Winton (S)			M	4
Winton (S)	Clerical and administrative workers	Clerical and office support workers	F	3
Winton (S)	Clerical and administrative workers	Clerical and office support workers	M	4
Winton (S)	Clerical and administrative workers	General clerical workers	F	11
Winton (S)	Clerical and administrative workers	General clerical workers	M	3
Winton (S)	Clerical and administrative workers	Inquiry clerks and receptionists	F	3
Winton (S)	Clerical and administrative workers	Numerical clerks	F	9
Winton (S)	Clerical and administrative workers	Numerical clerks	M	3
Winton (S)	Clerical and administrative workers	Office managers and program administrators	F	10
Winton (S)	Clerical and administrative workers	Other clerical and administrative workers	F	3
Winton (S)	Clerical and administrative workers	Other clerical and administrative workers	M	4
Winton (S)	Community and personal service workers	Carers and aides	F	22
Winton (S)	Community and personal service workers	Carers and aides	M	3
Winton (S)	Community and personal service workers	Health and welfare support workers	F	6
Winton (S)	Community and personal service workers	Hospitality workers	F	3
Winton (S)	Community and personal service workers	Hospitality workers	M	3
Winton (S)	Community and personal service workers	Protective service workers	F	3
Winton (S)	Community and personal service workers	Protective service workers	M	3
Winton (S)	Community and personal service workers	Sports and personal service workers	F	10
Winton (S)	Community and personal service workers	Sports and personal service workers	M	3
Winton (S)	Labourers	Cleaners and laundry workers	F	15
Winton (S)	Labourers	Cleaners and laundry workers	M	3
Winton (S)	Labourers	Construction and mining labourers	M	10
Winton (S)	Labourers	Factory process workers	M	4
Winton (S)	Labourers	Farm forestry and garden workers	F	14
Winton (S)	Labourers	Farm forestry and garden workers	M	26
Winton (S)	Labourers	Food preparation assistants	F	6
Winton (S)	Labourers	Food preparation assistants	M	3
Winton (S)	Labourers	Other labourers	F	3
Winton (S)	Labourers	Other labourers	M	6
Winton (S)	Machinery operators and drivers	Machine and stationary plant operators	M	7
Winton (S)	Machinery operators and drivers	Machinery operators and drivers nfd	M	3
Winton (S)	Machinery operators and drivers	Mobile plant operators	M	15
Winton (S)	Machinery operators and drivers	Road and rail drivers	M	16
Winton (S)	Managers	Farmers and farm managers	F	41
Winton (S)	Managers	Farmers and farm managers	M	66
Winton (S)	Managers	Hospitality retail and service managers	F	23
Winton (S)	Managers	Hospitality retail and service managers	M	19
Winton (S)	Managers	Specialist managers	F	3
Winton (S)	Managers	Specialist managers	M	11
Winton (S)	Professionals	Business human resource and marketing professionals	F	5
Winton (S)	Professionals	Design engineering science and transport professionals	F	3
Winton (S)	Professionals	Design engineering science and transport professionals	M	8
Winton (S)	Professionals	Education professionals	F	14
Winton (S)	Professionals	Health professionals	F	11
Winton (S)	Professionals	Health professionals	M	7
Winton (S)	Sales workers	Sales assistants and salespersons	F	15
Winton (S)	Sales workers	Sales assistants and salespersons	M	6
Winton (S)	Sales workers	Sales representatives and agents	M	7
Winton (S)	Sales workers	Sales support workers	F	4
Winton (S)	Technicians and trades workers	Automotive and engineering trades workers	F	3
Winton (S)	Technicians and trades workers	Automotive and engineering trades workers	M	18
Winton (S)	Technicians and trades workers	Construction trades workers	M	6
Winton (S)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	11
Winton (S)	Technicians and trades workers	Engineering ICT and science technicians	M	3
Winton (S)	Technicians and trades workers	Food trades workers	F	12
Winton (S)	Technicians and trades workers	Other technicians and trades workers	F	3
Winton (S)	Technicians and trades workers	Other technicians and trades workers	M	5
Winton (S)	Technicians and trades workers	Skilled animal and horticultural workers	M	12
Woorabinda (S)			F	3
Woorabinda (S)			M	5
Woorabinda (S)	Clerical and administrative workers	Clerical and office support workers	F	3
Woorabinda (S)	Clerical and administrative workers	Clerical and office support workers	M	7
Woorabinda (S)	Clerical and administrative workers	General clerical workers	F	6
Woorabinda (S)	Clerical and administrative workers	Inquiry clerks and receptionists	F	3
Woorabinda (S)	Clerical and administrative workers	Numerical clerks	F	3
Woorabinda (S)	Community and personal service workers	Carers and aides	F	24
Woorabinda (S)	Community and personal service workers	Carers and aides	M	10
Woorabinda (S)	Community and personal service workers	Health and welfare support workers	F	12
Woorabinda (S)	Community and personal service workers	Health and welfare support workers	M	4
Woorabinda (S)	Community and personal service workers	Protective service workers	F	3
Woorabinda (S)	Community and personal service workers	Protective service workers	M	9
Woorabinda (S)	Labourers	Cleaners and laundry workers	F	13
Woorabinda (S)	Labourers	Cleaners and laundry workers	M	3
Woorabinda (S)	Labourers	Construction and mining labourers	M	3
Woorabinda (S)	Labourers	Farm forestry and garden workers	M	9
Woorabinda (S)	Labourers	Other labourers	M	9
Woorabinda (S)	Machinery operators and drivers	Mobile plant operators	M	3
Woorabinda (S)	Machinery operators and drivers	Road and rail drivers	M	9
Woorabinda (S)	Managers	Chief executives general managers and legislators	M	3
Woorabinda (S)	Managers	Farmers and farm managers	M	3
Woorabinda (S)	Managers	Hospitality retail and service managers	M	3
Woorabinda (S)	Managers	Specialist managers	F	10
Woorabinda (S)	Managers	Specialist managers	M	11
Woorabinda (S)	Professionals	Business human resource and marketing professionals	F	3
Woorabinda (S)	Professionals	Education professionals	F	11
Woorabinda (S)	Professionals	Health professionals	F	18
Woorabinda (S)	Professionals	Legal social and welfare professionals	F	3
Woorabinda (S)	Professionals	Legal social and welfare professionals	M	3
Woorabinda (S)	Sales workers	Sales assistants and salespersons	F	4
Woorabinda (S)	Sales workers	Sales assistants and salespersons	M	3
Woorabinda (S)	Technicians and trades workers	Construction trades workers	M	4
Woorabinda (S)	Technicians and trades workers	Food trades workers	F	3
Woorabinda (S)	Technicians and trades workers	Skilled animal and horticultural workers	M	6
Wujal Wujal (S)			F	3
Wujal Wujal (S)			M	6
Wujal Wujal (S)	Clerical and administrative workers	General clerical workers	F	3
Wujal Wujal (S)	Clerical and administrative workers	Personal assistants and secretaries	F	3
Wujal Wujal (S)	Community and personal service workers	Carers and aides	F	6
Wujal Wujal (S)	Community and personal service workers	Health and welfare support workers	F	11
Wujal Wujal (S)	Community and personal service workers	Health and welfare support workers	M	3
Wujal Wujal (S)	Community and personal service workers	Protective service workers	M	4
Wujal Wujal (S)	Labourers	Cleaners and laundry workers	F	7
Wujal Wujal (S)	Labourers	Farm forestry and garden workers	M	5
Wujal Wujal (S)	Labourers	Labourers nfd	M	3
Wujal Wujal (S)	Machinery operators and drivers	Road and rail drivers	M	4
Wujal Wujal (S)	Managers	Hospitality retail and service managers	F	3
Wujal Wujal (S)	Managers	Specialist managers	M	5
Wujal Wujal (S)	Professionals	Arts and media professionals	F	3
Wujal Wujal (S)	Professionals	Business human resource and marketing professionals	F	3
Wujal Wujal (S)	Professionals	Health professionals	F	5
Wujal Wujal (S)	Professionals	Health professionals	M	4
Wujal Wujal (S)	Professionals	Legal social and welfare professionals	M	3
Wujal Wujal (S)	Technicians and trades workers	Construction trades workers	M	5
Wujal Wujal (S)	Technicians and trades workers	Skilled animal and horticultural workers	M	3
Yarrabah (S)			F	5
Yarrabah (S)			M	16
Yarrabah (S)	Clerical and administrative workers	Clerical and office support workers	F	5
Yarrabah (S)	Clerical and administrative workers	General clerical workers	F	11
Yarrabah (S)	Clerical and administrative workers	Inquiry clerks and receptionists	F	11
Yarrabah (S)	Clerical and administrative workers	Inquiry clerks and receptionists	M	3
Yarrabah (S)	Clerical and administrative workers	Numerical clerks	F	5
Yarrabah (S)	Clerical and administrative workers	Office managers and program administrators	F	4
Yarrabah (S)	Clerical and administrative workers	Other clerical and administrative workers	M	5
Yarrabah (S)	Clerical and administrative workers	Personal assistants and secretaries	F	3
Yarrabah (S)	Community and personal service workers	Carers and aides	F	40
Yarrabah (S)	Community and personal service workers	Carers and aides	M	15
Yarrabah (S)	Community and personal service workers	Health and welfare support workers	F	20
Yarrabah (S)	Community and personal service workers	Health and welfare support workers	M	12
Yarrabah (S)	Community and personal service workers	Protective service workers	M	11
Yarrabah (S)	Community and personal service workers	Sports and personal service workers	F	3
Yarrabah (S)	Labourers	Cleaners and laundry workers	F	22
Yarrabah (S)	Labourers	Cleaners and laundry workers	M	3
Yarrabah (S)	Labourers	Construction and mining labourers	M	8
Yarrabah (S)	Labourers	Farm forestry and garden workers	M	9
Yarrabah (S)	Labourers	Labourers nfd	M	5
Yarrabah (S)	Labourers	Other labourers	F	3
Yarrabah (S)	Labourers	Other labourers	M	3
Yarrabah (S)	Machinery operators and drivers	Road and rail drivers	M	5
Yarrabah (S)	Managers	Chief executives general managers and legislators	F	3
Yarrabah (S)	Managers	Chief executives general managers and legislators	M	4
Yarrabah (S)	Managers	Farmers and farm managers	M	3
Yarrabah (S)	Managers	Hospitality retail and service managers	F	3
Yarrabah (S)	Managers	Hospitality retail and service managers	M	3
Yarrabah (S)	Managers	Specialist managers	F	15
Yarrabah (S)	Managers	Specialist managers	M	9
Yarrabah (S)	Professionals	Business human resource and marketing professionals	F	3
Yarrabah (S)	Professionals	Business human resource and marketing professionals	M	5
Yarrabah (S)	Professionals	Design engineering science and transport professionals	M	8
Yarrabah (S)	Professionals	Education professionals	F	35
Yarrabah (S)	Professionals	Education professionals	M	11
Yarrabah (S)	Professionals	Health professionals	F	19
Yarrabah (S)	Professionals	Health professionals	M	19
Yarrabah (S)	Professionals	Legal social and welfare professionals	F	7
Yarrabah (S)	Professionals	Legal social and welfare professionals	M	4
Yarrabah (S)	Sales workers	Sales assistants and salespersons	F	8
Yarrabah (S)	Technicians and trades workers	Automotive and engineering trades workers	M	3
Yarrabah (S)	Technicians and trades workers	Construction trades workers	M	12
Yarrabah (S)	Technicians and trades workers	Food trades workers	F	6
Yarrabah (S)	Technicians and trades workers	Skilled animal and horticultural workers	M	10
No usual address (Qld)			F	666
No usual address (Qld)			M	1452
No usual address (Qld)	Clerical and administrative workers	Clerical and administrative workers nfd	F	3
No usual address (Qld)	Clerical and administrative workers	Clerical and office support workers	F	309
No usual address (Qld)	Clerical and administrative workers	Clerical and office support workers	M	683
No usual address (Qld)	Clerical and administrative workers	General clerical workers	F	467
No usual address (Qld)	Clerical and administrative workers	General clerical workers	M	100
No usual address (Qld)	Clerical and administrative workers	Inquiry clerks and receptionists	F	178
No usual address (Qld)	Clerical and administrative workers	Inquiry clerks and receptionists	M	45
No usual address (Qld)	Clerical and administrative workers	Numerical clerks	F	646
No usual address (Qld)	Clerical and administrative workers	Numerical clerks	M	140
No usual address (Qld)	Clerical and administrative workers	Office managers and program administrators	F	249
No usual address (Qld)	Clerical and administrative workers	Office managers and program administrators	M	210
No usual address (Qld)	Clerical and administrative workers	Other clerical and administrative workers	F	202
No usual address (Qld)	Clerical and administrative workers	Other clerical and administrative workers	M	357
No usual address (Qld)	Clerical and administrative workers	Personal assistants and secretaries	F	131
No usual address (Qld)	Clerical and administrative workers	Personal assistants and secretaries	M	12
No usual address (Qld)	Community and personal service workers	Carers and aides	F	3369
No usual address (Qld)	Community and personal service workers	Carers and aides	M	522
No usual address (Qld)	Community and personal service workers	Community and personal service workers nfd	F	4
No usual address (Qld)	Community and personal service workers	Community and personal service workers nfd	M	3
No usual address (Qld)	Community and personal service workers	Health and welfare support workers	F	488
No usual address (Qld)	Community and personal service workers	Health and welfare support workers	M	193
No usual address (Qld)	Community and personal service workers	Hospitality workers	F	305
No usual address (Qld)	Community and personal service workers	Hospitality workers	M	153
No usual address (Qld)	Community and personal service workers	Protective service workers	F	146
No usual address (Qld)	Community and personal service workers	Protective service workers	M	782
No usual address (Qld)	Community and personal service workers	Sports and personal service workers	F	1001
No usual address (Qld)	Community and personal service workers	Sports and personal service workers	M	994
No usual address (Qld)	Labourers	Cleaners and laundry workers	F	4226
No usual address (Qld)	Labourers	Cleaners and laundry workers	M	2521
No usual address (Qld)	Labourers	Construction and mining labourers	F	164
No usual address (Qld)	Labourers	Construction and mining labourers	M	7172
No usual address (Qld)	Labourers	Factory process workers	F	125
No usual address (Qld)	Labourers	Factory process workers	M	354
No usual address (Qld)	Labourers	Farm forestry and garden workers	F	270
No usual address (Qld)	Labourers	Farm forestry and garden workers	M	2112
No usual address (Qld)	Labourers	Food preparation assistants	F	106
No usual address (Qld)	Labourers	Food preparation assistants	M	87
No usual address (Qld)	Labourers	Labourers nfd	F	41
No usual address (Qld)	Labourers	Labourers nfd	M	632
No usual address (Qld)	Labourers	Other labourers	F	468
No usual address (Qld)	Labourers	Other labourers	M	3100
No usual address (Qld)	Machinery operators and drivers	Machine and stationary plant operators	F	91
No usual address (Qld)	Machinery operators and drivers	Machine and stationary plant operators	M	1824
No usual address (Qld)	Machinery operators and drivers	Machinery operators and drivers nfd	F	3
No usual address (Qld)	Machinery operators and drivers	Machinery operators and drivers nfd	M	120
No usual address (Qld)	Machinery operators and drivers	Mobile plant operators	F	45
No usual address (Qld)	Machinery operators and drivers	Mobile plant operators	M	2318
No usual address (Qld)	Machinery operators and drivers	Road and rail drivers	F	319
