LGA_NAME16	EmploymentStatus	IncomeTotPersonal.max	workers
Moyne (S)	Status in employment not stated	78750	6
Moyne (S)	Status in employment not stated	91875	3
Moyne (S)	Status in employment not stated	105000	4
Moyne (S)	Status in employment not stated	157500	6
Moyne (S)	Status in employment not stated	Inf	3
Murrindindi (S)	Contributing family workers	0	47
Murrindindi (S)	Contributing family workers	7875	26
Murrindindi (S)	Contributing family workers	15750	30
Murrindindi (S)	Contributing family workers	21000	26
Murrindindi (S)	Contributing family workers	26250	19
Murrindindi (S)	Contributing family workers	34125	18
Murrindindi (S)	Contributing family workers	42000	14
Murrindindi (S)	Contributing family workers	52500	15
Murrindindi (S)	Contributing family workers	65625	14
Murrindindi (S)	Contributing family workers	78750	10
Murrindindi (S)	Contributing family workers	91875	11
Murrindindi (S)	Contributing family workers	157500	5
Murrindindi (S)	Contributing family workers	Inf	7
Murrindindi (S)	Employee	0	10
Murrindindi (S)	Employee	7875	145
Murrindindi (S)	Employee	15750	145
Murrindindi (S)	Employee	21000	175
Murrindindi (S)	Employee	26250	209
Murrindindi (S)	Employee	34125	360
Murrindindi (S)	Employee	42000	385
Murrindindi (S)	Employee	52500	376
Murrindindi (S)	Employee	65625	367
Murrindindi (S)	Employee	78750	216
Murrindindi (S)	Employee	91875	135
Murrindindi (S)	Employee	105000	94
Murrindindi (S)	Employee	157500	89
Murrindindi (S)	Employee	Inf	30
Murrindindi (S)	Owner managers of incorporated enterprises	0	3
Murrindindi (S)	Owner managers of incorporated enterprises	7875	3
Murrindindi (S)	Owner managers of incorporated enterprises	15750	16
Murrindindi (S)	Owner managers of incorporated enterprises	21000	27
Murrindindi (S)	Owner managers of incorporated enterprises	26250	29
Murrindindi (S)	Owner managers of incorporated enterprises	34125	45
Murrindindi (S)	Owner managers of incorporated enterprises	42000	47
Murrindindi (S)	Owner managers of incorporated enterprises	52500	41
Murrindindi (S)	Owner managers of incorporated enterprises	65625	54
Murrindindi (S)	Owner managers of incorporated enterprises	78750	46
Murrindindi (S)	Owner managers of incorporated enterprises	91875	37
Murrindindi (S)	Owner managers of incorporated enterprises	105000	16
Murrindindi (S)	Owner managers of incorporated enterprises	157500	27
Murrindindi (S)	Owner managers of incorporated enterprises	Inf	21
Murrindindi (S)	Owner managers of unincorporated enterprises	0	11
Murrindindi (S)	Owner managers of unincorporated enterprises	7875	18
Murrindindi (S)	Owner managers of unincorporated enterprises	15750	52
Murrindindi (S)	Owner managers of unincorporated enterprises	21000	56
Murrindindi (S)	Owner managers of unincorporated enterprises	26250	57
Murrindindi (S)	Owner managers of unincorporated enterprises	34125	73
Murrindindi (S)	Owner managers of unincorporated enterprises	42000	63
Murrindindi (S)	Owner managers of unincorporated enterprises	52500	54
Murrindindi (S)	Owner managers of unincorporated enterprises	65625	66
Murrindindi (S)	Owner managers of unincorporated enterprises	78750	42
Murrindindi (S)	Owner managers of unincorporated enterprises	91875	22
Murrindindi (S)	Owner managers of unincorporated enterprises	105000	12
Murrindindi (S)	Owner managers of unincorporated enterprises	157500	24
Murrindindi (S)	Owner managers of unincorporated enterprises	Inf	25
Murrindindi (S)	Status in employment not stated	15750	4
Murrindindi (S)	Status in employment not stated	21000	3
Murrindindi (S)	Status in employment not stated	26250	10
Murrindindi (S)	Status in employment not stated	34125	7
Murrindindi (S)	Status in employment not stated	42000	14
Murrindindi (S)	Status in employment not stated	52500	4
Murrindindi (S)	Status in employment not stated	65625	10
Murrindindi (S)	Status in employment not stated	78750	3
Murrindindi (S)	Status in employment not stated	91875	3
Murrindindi (S)	Status in employment not stated	105000	3
Murrindindi (S)	Status in employment not stated	Inf	5
Nillumbik (S)	Contributing family workers	0	64
Nillumbik (S)	Contributing family workers	7875	32
Nillumbik (S)	Contributing family workers	15750	32
Nillumbik (S)	Contributing family workers	21000	32
Nillumbik (S)	Contributing family workers	26250	32
Nillumbik (S)	Contributing family workers	34125	28
Nillumbik (S)	Contributing family workers	42000	17
Nillumbik (S)	Contributing family workers	52500	17
Nillumbik (S)	Contributing family workers	65625	19
Nillumbik (S)	Contributing family workers	78750	12
Nillumbik (S)	Contributing family workers	91875	10
Nillumbik (S)	Contributing family workers	105000	6
Nillumbik (S)	Contributing family workers	157500	6
Nillumbik (S)	Contributing family workers	Inf	9
Nillumbik (S)	Employee	0	36
Nillumbik (S)	Employee	7875	957
Nillumbik (S)	Employee	15750	676
Nillumbik (S)	Employee	21000	546
Nillumbik (S)	Employee	26250	648
Nillumbik (S)	Employee	34125	891
Nillumbik (S)	Employee	42000	1018
Nillumbik (S)	Employee	52500	1104
Nillumbik (S)	Employee	65625	1043
Nillumbik (S)	Employee	78750	724
Nillumbik (S)	Employee	91875	523
Nillumbik (S)	Employee	105000	402
Nillumbik (S)	Employee	157500	370
Nillumbik (S)	Employee	Inf	145
Nillumbik (S)	Owner managers of incorporated enterprises	0	12
Nillumbik (S)	Owner managers of incorporated enterprises	7875	17
Nillumbik (S)	Owner managers of incorporated enterprises	15750	33
Nillumbik (S)	Owner managers of incorporated enterprises	21000	63
Nillumbik (S)	Owner managers of incorporated enterprises	26250	83
Nillumbik (S)	Owner managers of incorporated enterprises	34125	141
Nillumbik (S)	Owner managers of incorporated enterprises	42000	150
Nillumbik (S)	Owner managers of incorporated enterprises	52500	221
Nillumbik (S)	Owner managers of incorporated enterprises	65625	247
Nillumbik (S)	Owner managers of incorporated enterprises	78750	206
Nillumbik (S)	Owner managers of incorporated enterprises	91875	241
Nillumbik (S)	Owner managers of incorporated enterprises	105000	110
Nillumbik (S)	Owner managers of incorporated enterprises	157500	164
Nillumbik (S)	Owner managers of incorporated enterprises	Inf	179
Nillumbik (S)	Owner managers of unincorporated enterprises	0	10
Nillumbik (S)	Owner managers of unincorporated enterprises	7875	81
Nillumbik (S)	Owner managers of unincorporated enterprises	15750	113
Nillumbik (S)	Owner managers of unincorporated enterprises	21000	139
Nillumbik (S)	Owner managers of unincorporated enterprises	26250	149
Nillumbik (S)	Owner managers of unincorporated enterprises	34125	183
Nillumbik (S)	Owner managers of unincorporated enterprises	42000	180
Nillumbik (S)	Owner managers of unincorporated enterprises	52500	200
Nillumbik (S)	Owner managers of unincorporated enterprises	65625	193
Nillumbik (S)	Owner managers of unincorporated enterprises	78750	117
Nillumbik (S)	Owner managers of unincorporated enterprises	91875	98
Nillumbik (S)	Owner managers of unincorporated enterprises	105000	59
Nillumbik (S)	Owner managers of unincorporated enterprises	157500	82
Nillumbik (S)	Owner managers of unincorporated enterprises	Inf	71
Nillumbik (S)	Status in employment not stated	7875	9
Nillumbik (S)	Status in employment not stated	15750	4
Nillumbik (S)	Status in employment not stated	21000	3
Nillumbik (S)	Status in employment not stated	26250	14
Nillumbik (S)	Status in employment not stated	34125	17
Nillumbik (S)	Status in employment not stated	42000	12
Nillumbik (S)	Status in employment not stated	52500	14
Nillumbik (S)	Status in employment not stated	65625	15
Nillumbik (S)	Status in employment not stated	78750	6
Nillumbik (S)	Status in employment not stated	91875	9
Nillumbik (S)	Status in employment not stated	105000	5
Nillumbik (S)	Status in employment not stated	Inf	3
Northern Grampians (S)	Contributing family workers	0	48
Northern Grampians (S)	Contributing family workers	7875	14
Northern Grampians (S)	Contributing family workers	15750	23
Northern Grampians (S)	Contributing family workers	21000	17
Northern Grampians (S)	Contributing family workers	26250	32
Northern Grampians (S)	Contributing family workers	34125	30
Northern Grampians (S)	Contributing family workers	42000	16
Northern Grampians (S)	Contributing family workers	52500	15
Northern Grampians (S)	Contributing family workers	65625	11
Northern Grampians (S)	Contributing family workers	78750	11
Northern Grampians (S)	Contributing family workers	91875	8
Northern Grampians (S)	Contributing family workers	Inf	6
Northern Grampians (S)	Employee	0	15
Northern Grampians (S)	Employee	7875	189
Northern Grampians (S)	Employee	15750	145
Northern Grampians (S)	Employee	21000	203
Northern Grampians (S)	Employee	26250	242
Northern Grampians (S)	Employee	34125	413
Northern Grampians (S)	Employee	42000	549
Northern Grampians (S)	Employee	52500	559
Northern Grampians (S)	Employee	65625	465
Northern Grampians (S)	Employee	78750	296
Northern Grampians (S)	Employee	91875	207
Northern Grampians (S)	Employee	105000	124
Northern Grampians (S)	Employee	157500	134
Northern Grampians (S)	Employee	Inf	32
Northern Grampians (S)	Owner managers of incorporated enterprises	0	4
Northern Grampians (S)	Owner managers of incorporated enterprises	15750	11
Northern Grampians (S)	Owner managers of incorporated enterprises	21000	15
Northern Grampians (S)	Owner managers of incorporated enterprises	26250	28
Northern Grampians (S)	Owner managers of incorporated enterprises	34125	48
Northern Grampians (S)	Owner managers of incorporated enterprises	42000	43
Northern Grampians (S)	Owner managers of incorporated enterprises	52500	57
Northern Grampians (S)	Owner managers of incorporated enterprises	65625	36
Northern Grampians (S)	Owner managers of incorporated enterprises	78750	25
Northern Grampians (S)	Owner managers of incorporated enterprises	91875	22
Northern Grampians (S)	Owner managers of incorporated enterprises	105000	12
Northern Grampians (S)	Owner managers of incorporated enterprises	157500	10
Northern Grampians (S)	Owner managers of incorporated enterprises	Inf	12
Northern Grampians (S)	Owner managers of unincorporated enterprises	0	10
Northern Grampians (S)	Owner managers of unincorporated enterprises	7875	14
Northern Grampians (S)	Owner managers of unincorporated enterprises	15750	36
Northern Grampians (S)	Owner managers of unincorporated enterprises	21000	52
Northern Grampians (S)	Owner managers of unincorporated enterprises	26250	63
Northern Grampians (S)	Owner managers of unincorporated enterprises	34125	62
Northern Grampians (S)	Owner managers of unincorporated enterprises	42000	44
Northern Grampians (S)	Owner managers of unincorporated enterprises	52500	53
Northern Grampians (S)	Owner managers of unincorporated enterprises	65625	49
Northern Grampians (S)	Owner managers of unincorporated enterprises	78750	30
Northern Grampians (S)	Owner managers of unincorporated enterprises	91875	12
Northern Grampians (S)	Owner managers of unincorporated enterprises	105000	12
Northern Grampians (S)	Owner managers of unincorporated enterprises	157500	20
Northern Grampians (S)	Owner managers of unincorporated enterprises	Inf	14
Northern Grampians (S)	Status in employment not stated	7875	7
Northern Grampians (S)	Status in employment not stated	15750	5
Northern Grampians (S)	Status in employment not stated	21000	14
Northern Grampians (S)	Status in employment not stated	26250	7
Northern Grampians (S)	Status in employment not stated	34125	7
Northern Grampians (S)	Status in employment not stated	42000	3
Northern Grampians (S)	Status in employment not stated	52500	7
Northern Grampians (S)	Status in employment not stated	65625	5
Northern Grampians (S)	Status in employment not stated	78750	6
Northern Grampians (S)	Status in employment not stated	91875	3
Northern Grampians (S)	Status in employment not stated	105000	3
Northern Grampians (S)	Status in employment not stated	157500	4
Port Phillip (C)	Contributing family workers	0	161
Port Phillip (C)	Contributing family workers	7875	35
Port Phillip (C)	Contributing family workers	15750	58
Port Phillip (C)	Contributing family workers	21000	63
Port Phillip (C)	Contributing family workers	26250	38
Port Phillip (C)	Contributing family workers	34125	64
Port Phillip (C)	Contributing family workers	42000	39
Port Phillip (C)	Contributing family workers	52500	57
Port Phillip (C)	Contributing family workers	65625	42
Port Phillip (C)	Contributing family workers	78750	32
Port Phillip (C)	Contributing family workers	91875	23
Port Phillip (C)	Contributing family workers	105000	19
Port Phillip (C)	Contributing family workers	157500	23
Port Phillip (C)	Contributing family workers	Inf	38
Port Phillip (C)	Employee	0	212
Port Phillip (C)	Employee	7875	1113
Port Phillip (C)	Employee	15750	1707
Port Phillip (C)	Employee	21000	1998
Port Phillip (C)	Employee	26250	2406
Port Phillip (C)	Employee	34125	3422
Port Phillip (C)	Employee	42000	4921
Port Phillip (C)	Employee	52500	7837
Port Phillip (C)	Employee	65625	9239
Port Phillip (C)	Employee	78750	7023
Port Phillip (C)	Employee	91875	6061
Port Phillip (C)	Employee	105000	4220
Port Phillip (C)	Employee	157500	7812
Port Phillip (C)	Employee	Inf	5047
Port Phillip (C)	Owner managers of incorporated enterprises	0	66
Port Phillip (C)	Owner managers of incorporated enterprises	7875	39
Port Phillip (C)	Owner managers of incorporated enterprises	15750	87
Port Phillip (C)	Owner managers of incorporated enterprises	21000	146
Port Phillip (C)	Owner managers of incorporated enterprises	26250	158
Port Phillip (C)	Owner managers of incorporated enterprises	34125	248
Port Phillip (C)	Owner managers of incorporated enterprises	42000	376
Port Phillip (C)	Owner managers of incorporated enterprises	52500	498
Port Phillip (C)	Owner managers of incorporated enterprises	65625	650
Port Phillip (C)	Owner managers of incorporated enterprises	78750	514
Port Phillip (C)	Owner managers of incorporated enterprises	91875	638
Port Phillip (C)	Owner managers of incorporated enterprises	105000	439
Port Phillip (C)	Owner managers of incorporated enterprises	157500	963
Port Phillip (C)	Owner managers of incorporated enterprises	Inf	1532
Port Phillip (C)	Owner managers of unincorporated enterprises	0	43
Port Phillip (C)	Owner managers of unincorporated enterprises	7875	107
Port Phillip (C)	Owner managers of unincorporated enterprises	15750	219
Port Phillip (C)	Owner managers of unincorporated enterprises	21000	219
Port Phillip (C)	Owner managers of unincorporated enterprises	26250	248
Port Phillip (C)	Owner managers of unincorporated enterprises	34125	369
Port Phillip (C)	Owner managers of unincorporated enterprises	42000	389
Port Phillip (C)	Owner managers of unincorporated enterprises	52500	458
Port Phillip (C)	Owner managers of unincorporated enterprises	65625	535
Port Phillip (C)	Owner managers of unincorporated enterprises	78750	402
Port Phillip (C)	Owner managers of unincorporated enterprises	91875	321
Port Phillip (C)	Owner managers of unincorporated enterprises	105000	216
Port Phillip (C)	Owner managers of unincorporated enterprises	157500	351
Port Phillip (C)	Owner managers of unincorporated enterprises	Inf	346
Port Phillip (C)	Status in employment not stated	0	12
Port Phillip (C)	Status in employment not stated	7875	15
Port Phillip (C)	Status in employment not stated	15750	27
Port Phillip (C)	Status in employment not stated	21000	20
Port Phillip (C)	Status in employment not stated	26250	40
Port Phillip (C)	Status in employment not stated	34125	46
Port Phillip (C)	Status in employment not stated	42000	53
Port Phillip (C)	Status in employment not stated	52500	58
Port Phillip (C)	Status in employment not stated	65625	56
Port Phillip (C)	Status in employment not stated	78750	34
Port Phillip (C)	Status in employment not stated	91875	29
Port Phillip (C)	Status in employment not stated	105000	25
Port Phillip (C)	Status in employment not stated	157500	33
Port Phillip (C)	Status in employment not stated	Inf	45
Pyrenees (S)	Contributing family workers	0	35
Pyrenees (S)	Contributing family workers	7875	16
Pyrenees (S)	Contributing family workers	15750	22
Pyrenees (S)	Contributing family workers	21000	28
Pyrenees (S)	Contributing family workers	26250	19
Pyrenees (S)	Contributing family workers	34125	20
Pyrenees (S)	Contributing family workers	42000	15
Pyrenees (S)	Contributing family workers	52500	16
Pyrenees (S)	Contributing family workers	65625	8
Pyrenees (S)	Contributing family workers	78750	3
Pyrenees (S)	Contributing family workers	91875	6
Pyrenees (S)	Contributing family workers	105000	5
Pyrenees (S)	Contributing family workers	157500	7
Pyrenees (S)	Contributing family workers	Inf	3
Pyrenees (S)	Employee	0	8
Pyrenees (S)	Employee	7875	50
Pyrenees (S)	Employee	15750	74
Pyrenees (S)	Employee	21000	64
Pyrenees (S)	Employee	26250	85
Pyrenees (S)	Employee	34125	142
Pyrenees (S)	Employee	42000	153
Pyrenees (S)	Employee	52500	167
Pyrenees (S)	Employee	65625	208
Pyrenees (S)	Employee	78750	133
Pyrenees (S)	Employee	91875	87
Pyrenees (S)	Employee	105000	60
Pyrenees (S)	Employee	157500	51
Pyrenees (S)	Employee	Inf	12
Pyrenees (S)	Owner managers of incorporated enterprises	0	6
Pyrenees (S)	Owner managers of incorporated enterprises	7875	7
Pyrenees (S)	Owner managers of incorporated enterprises	15750	12
Pyrenees (S)	Owner managers of incorporated enterprises	21000	17
Pyrenees (S)	Owner managers of incorporated enterprises	26250	15
Pyrenees (S)	Owner managers of incorporated enterprises	34125	23
Pyrenees (S)	Owner managers of incorporated enterprises	42000	20
Pyrenees (S)	Owner managers of incorporated enterprises	52500	21
Pyrenees (S)	Owner managers of incorporated enterprises	65625	13
Pyrenees (S)	Owner managers of incorporated enterprises	78750	12
Pyrenees (S)	Owner managers of incorporated enterprises	91875	14
Pyrenees (S)	Owner managers of incorporated enterprises	105000	3
Pyrenees (S)	Owner managers of incorporated enterprises	157500	5
Pyrenees (S)	Owner managers of incorporated enterprises	Inf	9
Pyrenees (S)	Owner managers of unincorporated enterprises	0	7
Pyrenees (S)	Owner managers of unincorporated enterprises	7875	12
Pyrenees (S)	Owner managers of unincorporated enterprises	15750	22
Pyrenees (S)	Owner managers of unincorporated enterprises	21000	22
Pyrenees (S)	Owner managers of unincorporated enterprises	26250	25
Pyrenees (S)	Owner managers of unincorporated enterprises	34125	35
Pyrenees (S)	Owner managers of unincorporated enterprises	42000	47
Pyrenees (S)	Owner managers of unincorporated enterprises	52500	32
Pyrenees (S)	Owner managers of unincorporated enterprises	65625	35
Pyrenees (S)	Owner managers of unincorporated enterprises	78750	11
Pyrenees (S)	Owner managers of unincorporated enterprises	91875	7
Pyrenees (S)	Owner managers of unincorporated enterprises	105000	3
Pyrenees (S)	Owner managers of unincorporated enterprises	157500	4
Pyrenees (S)	Owner managers of unincorporated enterprises	Inf	6
Pyrenees (S)	Status in employment not stated	0	4
Pyrenees (S)	Status in employment not stated	7875	3
Pyrenees (S)	Status in employment not stated	15750	3
Pyrenees (S)	Status in employment not stated	26250	5
Pyrenees (S)	Status in employment not stated	34125	8
Pyrenees (S)	Status in employment not stated	42000	7
Pyrenees (S)	Status in employment not stated	52500	5
Pyrenees (S)	Status in employment not stated	65625	3
Queenscliffe (B)	Contributing family workers	0	3
Queenscliffe (B)	Contributing family workers	15750	4
Queenscliffe (B)	Contributing family workers	21000	3
Queenscliffe (B)	Contributing family workers	26250	3
Queenscliffe (B)	Contributing family workers	52500	10
Queenscliffe (B)	Contributing family workers	65625	3
Queenscliffe (B)	Contributing family workers	78750	3
Queenscliffe (B)	Employee	0	3
Queenscliffe (B)	Employee	7875	74
Queenscliffe (B)	Employee	15750	62
Queenscliffe (B)	Employee	21000	54
Queenscliffe (B)	Employee	26250	56
Queenscliffe (B)	Employee	34125	100
Queenscliffe (B)	Employee	42000	119
Queenscliffe (B)	Employee	52500	91
Queenscliffe (B)	Employee	65625	115
Queenscliffe (B)	Employee	78750	80
Queenscliffe (B)	Employee	91875	81
Queenscliffe (B)	Employee	105000	46
Queenscliffe (B)	Employee	157500	54
Queenscliffe (B)	Employee	Inf	18
Queenscliffe (B)	Owner managers of incorporated enterprises	15750	3
Queenscliffe (B)	Owner managers of incorporated enterprises	21000	7
Queenscliffe (B)	Owner managers of incorporated enterprises	26250	14
Queenscliffe (B)	Owner managers of incorporated enterprises	34125	15
Queenscliffe (B)	Owner managers of incorporated enterprises	42000	11
Queenscliffe (B)	Owner managers of incorporated enterprises	52500	12
Queenscliffe (B)	Owner managers of incorporated enterprises	65625	14
Queenscliffe (B)	Owner managers of incorporated enterprises	78750	10
Queenscliffe (B)	Owner managers of incorporated enterprises	91875	9
Queenscliffe (B)	Owner managers of incorporated enterprises	105000	10
Queenscliffe (B)	Owner managers of incorporated enterprises	157500	7
Queenscliffe (B)	Owner managers of incorporated enterprises	Inf	21
Queenscliffe (B)	Owner managers of unincorporated enterprises	7875	4
Queenscliffe (B)	Owner managers of unincorporated enterprises	15750	15
Queenscliffe (B)	Owner managers of unincorporated enterprises	21000	10
Queenscliffe (B)	Owner managers of unincorporated enterprises	26250	11
Queenscliffe (B)	Owner managers of unincorporated enterprises	34125	9
Queenscliffe (B)	Owner managers of unincorporated enterprises	42000	23
Queenscliffe (B)	Owner managers of unincorporated enterprises	52500	12
Queenscliffe (B)	Owner managers of unincorporated enterprises	65625	9
Queenscliffe (B)	Owner managers of unincorporated enterprises	78750	7
Queenscliffe (B)	Owner managers of unincorporated enterprises	91875	7
Queenscliffe (B)	Owner managers of unincorporated enterprises	105000	4
Queenscliffe (B)	Owner managers of unincorporated enterprises	157500	3
Queenscliffe (B)	Owner managers of unincorporated enterprises	Inf	5
Queenscliffe (B)	Status in employment not stated	15750	3
Queenscliffe (B)	Status in employment not stated	52500	3
South Gippsland (S)	Contributing family workers	0	102
South Gippsland (S)	Contributing family workers	7875	48
South Gippsland (S)	Contributing family workers	15750	60
South Gippsland (S)	Contributing family workers	21000	68
South Gippsland (S)	Contributing family workers	26250	54
South Gippsland (S)	Contributing family workers	34125	55
South Gippsland (S)	Contributing family workers	42000	33
South Gippsland (S)	Contributing family workers	52500	35
South Gippsland (S)	Contributing family workers	65625	15
South Gippsland (S)	Contributing family workers	78750	19
South Gippsland (S)	Contributing family workers	91875	11
South Gippsland (S)	Contributing family workers	105000	4
South Gippsland (S)	Contributing family workers	157500	16
South Gippsland (S)	Contributing family workers	Inf	9
South Gippsland (S)	Employee	0	20
South Gippsland (S)	Employee	7875	378
South Gippsland (S)	Employee	15750	381
South Gippsland (S)	Employee	21000	430
South Gippsland (S)	Employee	26250	516
South Gippsland (S)	Employee	34125	761
South Gippsland (S)	Employee	42000	931
South Gippsland (S)	Employee	52500	957
South Gippsland (S)	Employee	65625	949
South Gippsland (S)	Employee	78750	596
South Gippsland (S)	Employee	91875	471
South Gippsland (S)	Employee	105000	351
South Gippsland (S)	Employee	157500	319
South Gippsland (S)	Employee	Inf	83
South Gippsland (S)	Owner managers of incorporated enterprises	0	7
South Gippsland (S)	Owner managers of incorporated enterprises	7875	13
South Gippsland (S)	Owner managers of incorporated enterprises	15750	16
South Gippsland (S)	Owner managers of incorporated enterprises	21000	34
South Gippsland (S)	Owner managers of incorporated enterprises	26250	57
South Gippsland (S)	Owner managers of incorporated enterprises	34125	72
South Gippsland (S)	Owner managers of incorporated enterprises	42000	83
South Gippsland (S)	Owner managers of incorporated enterprises	52500	93
South Gippsland (S)	Owner managers of incorporated enterprises	65625	116
South Gippsland (S)	Owner managers of incorporated enterprises	78750	83
South Gippsland (S)	Owner managers of incorporated enterprises	91875	70
South Gippsland (S)	Owner managers of incorporated enterprises	105000	33
South Gippsland (S)	Owner managers of incorporated enterprises	157500	56
South Gippsland (S)	Owner managers of incorporated enterprises	Inf	56
South Gippsland (S)	Owner managers of unincorporated enterprises	0	53
South Gippsland (S)	Owner managers of unincorporated enterprises	7875	49
South Gippsland (S)	Owner managers of unincorporated enterprises	15750	104
South Gippsland (S)	Owner managers of unincorporated enterprises	21000	166
South Gippsland (S)	Owner managers of unincorporated enterprises	26250	182
South Gippsland (S)	Owner managers of unincorporated enterprises	34125	252
South Gippsland (S)	Owner managers of unincorporated enterprises	42000	185
South Gippsland (S)	Owner managers of unincorporated enterprises	52500	225
South Gippsland (S)	Owner managers of unincorporated enterprises	65625	156
South Gippsland (S)	Owner managers of unincorporated enterprises	78750	145
South Gippsland (S)	Owner managers of unincorporated enterprises	91875	94
South Gippsland (S)	Owner managers of unincorporated enterprises	105000	46
South Gippsland (S)	Owner managers of unincorporated enterprises	157500	75
South Gippsland (S)	Owner managers of unincorporated enterprises	Inf	76
South Gippsland (S)	Status in employment not stated	0	4
South Gippsland (S)	Status in employment not stated	7875	10
South Gippsland (S)	Status in employment not stated	15750	9
South Gippsland (S)	Status in employment not stated	21000	10
South Gippsland (S)	Status in employment not stated	26250	14
South Gippsland (S)	Status in employment not stated	34125	10
South Gippsland (S)	Status in employment not stated	42000	15
South Gippsland (S)	Status in employment not stated	52500	10
South Gippsland (S)	Status in employment not stated	65625	27
South Gippsland (S)	Status in employment not stated	78750	8
South Gippsland (S)	Status in employment not stated	91875	10
South Gippsland (S)	Status in employment not stated	105000	5
South Gippsland (S)	Status in employment not stated	157500	3
South Gippsland (S)	Status in employment not stated	Inf	4
Southern Grampians (S)	Contributing family workers	0	48
Southern Grampians (S)	Contributing family workers	7875	27
Southern Grampians (S)	Contributing family workers	15750	38
Southern Grampians (S)	Contributing family workers	21000	42
Southern Grampians (S)	Contributing family workers	26250	39
Southern Grampians (S)	Contributing family workers	34125	33
Southern Grampians (S)	Contributing family workers	42000	57
Southern Grampians (S)	Contributing family workers	52500	22
Southern Grampians (S)	Contributing family workers	65625	29
Southern Grampians (S)	Contributing family workers	78750	18
Southern Grampians (S)	Contributing family workers	91875	13
Southern Grampians (S)	Contributing family workers	105000	5
Southern Grampians (S)	Contributing family workers	157500	10
Southern Grampians (S)	Contributing family workers	Inf	4
Southern Grampians (S)	Employee	0	16
Southern Grampians (S)	Employee	7875	235
Southern Grampians (S)	Employee	15750	230
Southern Grampians (S)	Employee	21000	298
Southern Grampians (S)	Employee	26250	313
Southern Grampians (S)	Employee	34125	587
Southern Grampians (S)	Employee	42000	700
Southern Grampians (S)	Employee	52500	840
Southern Grampians (S)	Employee	65625	710
Southern Grampians (S)	Employee	78750	441
Southern Grampians (S)	Employee	91875	325
Southern Grampians (S)	Employee	105000	212
Southern Grampians (S)	Employee	157500	180
Southern Grampians (S)	Employee	Inf	56
Southern Grampians (S)	Owner managers of incorporated enterprises	15750	10
Southern Grampians (S)	Owner managers of incorporated enterprises	21000	18
Southern Grampians (S)	Owner managers of incorporated enterprises	26250	31
Southern Grampians (S)	Owner managers of incorporated enterprises	34125	23
Southern Grampians (S)	Owner managers of incorporated enterprises	42000	47
Southern Grampians (S)	Owner managers of incorporated enterprises	52500	59
Southern Grampians (S)	Owner managers of incorporated enterprises	65625	53
Southern Grampians (S)	Owner managers of incorporated enterprises	78750	43
Southern Grampians (S)	Owner managers of incorporated enterprises	91875	33
Southern Grampians (S)	Owner managers of incorporated enterprises	105000	20
Southern Grampians (S)	Owner managers of incorporated enterprises	157500	32
Southern Grampians (S)	Owner managers of incorporated enterprises	Inf	36
Southern Grampians (S)	Owner managers of unincorporated enterprises	0	19
Southern Grampians (S)	Owner managers of unincorporated enterprises	7875	22
Southern Grampians (S)	Owner managers of unincorporated enterprises	15750	54
Southern Grampians (S)	Owner managers of unincorporated enterprises	21000	68
Southern Grampians (S)	Owner managers of unincorporated enterprises	26250	98
Southern Grampians (S)	Owner managers of unincorporated enterprises	34125	117
Southern Grampians (S)	Owner managers of unincorporated enterprises	42000	129
Southern Grampians (S)	Owner managers of unincorporated enterprises	52500	125
Southern Grampians (S)	Owner managers of unincorporated enterprises	65625	116
Southern Grampians (S)	Owner managers of unincorporated enterprises	78750	69
Southern Grampians (S)	Owner managers of unincorporated enterprises	91875	43
Southern Grampians (S)	Owner managers of unincorporated enterprises	105000	31
Southern Grampians (S)	Owner managers of unincorporated enterprises	157500	55
Southern Grampians (S)	Owner managers of unincorporated enterprises	Inf	41
Southern Grampians (S)	Status in employment not stated	0	6
Southern Grampians (S)	Status in employment not stated	7875	3
Southern Grampians (S)	Status in employment not stated	15750	12
Southern Grampians (S)	Status in employment not stated	21000	12
Southern Grampians (S)	Status in employment not stated	26250	10
Southern Grampians (S)	Status in employment not stated	34125	8
Southern Grampians (S)	Status in employment not stated	42000	19
Southern Grampians (S)	Status in employment not stated	52500	10
Southern Grampians (S)	Status in employment not stated	65625	4
Southern Grampians (S)	Status in employment not stated	78750	8
Southern Grampians (S)	Status in employment not stated	91875	5
Southern Grampians (S)	Status in employment not stated	105000	3
Southern Grampians (S)	Status in employment not stated	157500	3
Southern Grampians (S)	Status in employment not stated	Inf	4
Stonnington (C)	Contributing family workers	0	185
Stonnington (C)	Contributing family workers	7875	50
Stonnington (C)	Contributing family workers	15750	51
Stonnington (C)	Contributing family workers	21000	63
Stonnington (C)	Contributing family workers	26250	54
Stonnington (C)	Contributing family workers	34125	64
Stonnington (C)	Contributing family workers	42000	40
Stonnington (C)	Contributing family workers	52500	39
Stonnington (C)	Contributing family workers	65625	40
Stonnington (C)	Contributing family workers	78750	18
Stonnington (C)	Contributing family workers	91875	34
Stonnington (C)	Contributing family workers	105000	18
Stonnington (C)	Contributing family workers	157500	45
Stonnington (C)	Contributing family workers	Inf	84
Stonnington (C)	Employee	0	184
Stonnington (C)	Employee	7875	1914
Stonnington (C)	Employee	15750	2543
Stonnington (C)	Employee	21000	2636
Stonnington (C)	Employee	26250	2788
Stonnington (C)	Employee	34125	3735
Stonnington (C)	Employee	42000	4486
