LGA_NAME16	Age	LabourForceStatus	workers
Barossa (DC)	65-69	Employed (part-time)	195
Barossa (DC)	70-74		3
Barossa (DC)	70-74	Employed (away from work)	8
Barossa (DC)	70-74	Employed (full-time)	45
Barossa (DC)	70-74	Employed (part-time)	72
Barossa (DC)	75+		8
Barossa (DC)	75+	Employed (full-time)	30
Barossa (DC)	75+	Employed (part-time)	42
Barunga West (DC)	15-19	Employed (full-time)	12
Barunga West (DC)	15-19	Employed (part-time)	19
Barunga West (DC)	20-24	Employed (full-time)	11
Barunga West (DC)	20-24	Employed (part-time)	12
Barunga West (DC)	25-29		4
Barunga West (DC)	25-29	Employed (full-time)	34
Barunga West (DC)	25-29	Employed (part-time)	8
Barunga West (DC)	30-34	Employed (full-time)	27
Barunga West (DC)	30-34	Employed (part-time)	20
Barunga West (DC)	35-39	Employed (full-time)	25
Barunga West (DC)	35-39	Employed (part-time)	21
Barunga West (DC)	40-44		3
Barunga West (DC)	40-44	Employed (full-time)	43
Barunga West (DC)	40-44	Employed (part-time)	32
Barunga West (DC)	45-49	Employed (full-time)	60
Barunga West (DC)	45-49	Employed (part-time)	28
Barunga West (DC)	50-54	Employed (away from work)	3
Barunga West (DC)	50-54	Employed (full-time)	66
Barunga West (DC)	50-54	Employed (part-time)	32
Barunga West (DC)	55-59	Employed (away from work)	9
Barunga West (DC)	55-59	Employed (full-time)	65
Barunga West (DC)	55-59	Employed (part-time)	32
Barunga West (DC)	60-64	Employed (away from work)	12
Barunga West (DC)	60-64	Employed (full-time)	29
Barunga West (DC)	60-64	Employed (part-time)	26
Barunga West (DC)	65-69	Employed (away from work)	6
Barunga West (DC)	65-69	Employed (full-time)	21
Barunga West (DC)	65-69	Employed (part-time)	21
Barunga West (DC)	70-74	Employed (full-time)	4
Barunga West (DC)	70-74	Employed (part-time)	5
Barunga West (DC)	75+	Employed (away from work)	6
Barunga West (DC)	75+	Employed (full-time)	4
Barunga West (DC)	75+	Employed (part-time)	3
Berri and Barmera (DC)	15-19		10
Berri and Barmera (DC)	15-19	Employed (away from work)	11
Berri and Barmera (DC)	15-19	Employed (full-time)	59
Berri and Barmera (DC)	15-19	Employed (part-time)	136
Berri and Barmera (DC)	20-24		10
Berri and Barmera (DC)	20-24	Employed (away from work)	15
Berri and Barmera (DC)	20-24	Employed (full-time)	216
Berri and Barmera (DC)	20-24	Employed (part-time)	107
Berri and Barmera (DC)	25-29		9
Berri and Barmera (DC)	25-29	Employed (away from work)	24
Berri and Barmera (DC)	25-29	Employed (full-time)	246
Berri and Barmera (DC)	25-29	Employed (part-time)	95
Berri and Barmera (DC)	30-34		8
Berri and Barmera (DC)	30-34	Employed (away from work)	22
Berri and Barmera (DC)	30-34	Employed (full-time)	226
Berri and Barmera (DC)	30-34	Employed (part-time)	142
Berri and Barmera (DC)	35-39		4
Berri and Barmera (DC)	35-39	Employed (away from work)	14
Berri and Barmera (DC)	35-39	Employed (full-time)	246
Berri and Barmera (DC)	35-39	Employed (part-time)	146
Berri and Barmera (DC)	40-44		4
Berri and Barmera (DC)	40-44	Employed (away from work)	10
Berri and Barmera (DC)	40-44	Employed (full-time)	308
Berri and Barmera (DC)	40-44	Employed (part-time)	156
Berri and Barmera (DC)	45-49		5
Berri and Barmera (DC)	45-49	Employed (away from work)	9
Berri and Barmera (DC)	45-49	Employed (full-time)	360
Berri and Barmera (DC)	45-49	Employed (part-time)	163
Berri and Barmera (DC)	50-54		10
Berri and Barmera (DC)	50-54	Employed (away from work)	22
Berri and Barmera (DC)	50-54	Employed (full-time)	336
Berri and Barmera (DC)	50-54	Employed (part-time)	166
Berri and Barmera (DC)	55-59		6
Berri and Barmera (DC)	55-59	Employed (away from work)	21
Berri and Barmera (DC)	55-59	Employed (full-time)	350
Berri and Barmera (DC)	55-59	Employed (part-time)	166
Berri and Barmera (DC)	60-64		3
Berri and Barmera (DC)	60-64	Employed (away from work)	27
Berri and Barmera (DC)	60-64	Employed (full-time)	224
Berri and Barmera (DC)	60-64	Employed (part-time)	165
Berri and Barmera (DC)	65-69		5
Berri and Barmera (DC)	65-69	Employed (away from work)	9
Berri and Barmera (DC)	65-69	Employed (full-time)	73
Berri and Barmera (DC)	65-69	Employed (part-time)	96
Berri and Barmera (DC)	70-74	Employed (away from work)	8
Berri and Barmera (DC)	70-74	Employed (full-time)	14
Berri and Barmera (DC)	70-74	Employed (part-time)	38
Berri and Barmera (DC)	75+		3
Berri and Barmera (DC)	75+	Employed (full-time)	10
Berri and Barmera (DC)	75+	Employed (part-time)	27
Burnside (C)	15-19		18
Burnside (C)	15-19	Employed (away from work)	30
Burnside (C)	15-19	Employed (full-time)	79
Burnside (C)	15-19	Employed (part-time)	677
Burnside (C)	20-24		28
Burnside (C)	20-24	Employed (away from work)	35
Burnside (C)	20-24	Employed (full-time)	532
Burnside (C)	20-24	Employed (part-time)	845
Burnside (C)	25-29		35
Burnside (C)	25-29	Employed (away from work)	77
Burnside (C)	25-29	Employed (full-time)	1101
Burnside (C)	25-29	Employed (part-time)	481
Burnside (C)	30-34		29
Burnside (C)	30-34	Employed (away from work)	110
Burnside (C)	30-34	Employed (full-time)	1088
Burnside (C)	30-34	Employed (part-time)	505
Burnside (C)	35-39		22
Burnside (C)	35-39	Employed (away from work)	58
Burnside (C)	35-39	Employed (full-time)	971
Burnside (C)	35-39	Employed (part-time)	616
Burnside (C)	40-44		28
Burnside (C)	40-44	Employed (away from work)	46
Burnside (C)	40-44	Employed (full-time)	1098
Burnside (C)	40-44	Employed (part-time)	660
Burnside (C)	45-49		16
Burnside (C)	45-49	Employed (away from work)	33
Burnside (C)	45-49	Employed (full-time)	1136
Burnside (C)	45-49	Employed (part-time)	671
Burnside (C)	50-54		19
Burnside (C)	50-54	Employed (away from work)	59
Burnside (C)	50-54	Employed (full-time)	1113
Burnside (C)	50-54	Employed (part-time)	587
Burnside (C)	55-59		10
Burnside (C)	55-59	Employed (away from work)	68
Burnside (C)	55-59	Employed (full-time)	1014
Burnside (C)	55-59	Employed (part-time)	589
Burnside (C)	60-64		11
Burnside (C)	60-64	Employed (away from work)	48
Burnside (C)	60-64	Employed (full-time)	596
Burnside (C)	60-64	Employed (part-time)	522
Burnside (C)	65-69		10
Burnside (C)	65-69	Employed (away from work)	17
Burnside (C)	65-69	Employed (full-time)	249
Burnside (C)	65-69	Employed (part-time)	402
Burnside (C)	70-74	Employed (away from work)	15
Burnside (C)	70-74	Employed (full-time)	75
Burnside (C)	70-74	Employed (part-time)	186
Burnside (C)	75+		10
Burnside (C)	75+	Employed (away from work)	5
Burnside (C)	75+	Employed (full-time)	24
Burnside (C)	75+	Employed (part-time)	101
Campbelltown (C) (SA)	15-19		4
Campbelltown (C) (SA)	15-19	Employed (away from work)	22
Campbelltown (C) (SA)	15-19	Employed (full-time)	55
Campbelltown (C) (SA)	15-19	Employed (part-time)	492
Campbelltown (C) (SA)	20-24		19
Campbelltown (C) (SA)	20-24	Employed (away from work)	19
Campbelltown (C) (SA)	20-24	Employed (full-time)	321
Campbelltown (C) (SA)	20-24	Employed (part-time)	503
Campbelltown (C) (SA)	25-29		17
Campbelltown (C) (SA)	25-29	Employed (away from work)	24
Campbelltown (C) (SA)	25-29	Employed (full-time)	521
Campbelltown (C) (SA)	25-29	Employed (part-time)	336
Campbelltown (C) (SA)	30-34		18
Campbelltown (C) (SA)	30-34	Employed (away from work)	38
Campbelltown (C) (SA)	30-34	Employed (full-time)	550
Campbelltown (C) (SA)	30-34	Employed (part-time)	346
Campbelltown (C) (SA)	35-39		13
Campbelltown (C) (SA)	35-39	Employed (away from work)	35
Campbelltown (C) (SA)	35-39	Employed (full-time)	481
Campbelltown (C) (SA)	35-39	Employed (part-time)	346
Campbelltown (C) (SA)	40-44		16
Campbelltown (C) (SA)	40-44	Employed (away from work)	25
Campbelltown (C) (SA)	40-44	Employed (full-time)	526
Campbelltown (C) (SA)	40-44	Employed (part-time)	447
Campbelltown (C) (SA)	45-49		9
Campbelltown (C) (SA)	45-49	Employed (away from work)	22
Campbelltown (C) (SA)	45-49	Employed (full-time)	590
Campbelltown (C) (SA)	45-49	Employed (part-time)	461
Campbelltown (C) (SA)	50-54		14
Campbelltown (C) (SA)	50-54	Employed (away from work)	34
Campbelltown (C) (SA)	50-54	Employed (full-time)	609
Campbelltown (C) (SA)	50-54	Employed (part-time)	424
Campbelltown (C) (SA)	55-59		5
Campbelltown (C) (SA)	55-59	Employed (away from work)	30
Campbelltown (C) (SA)	55-59	Employed (full-time)	477
Campbelltown (C) (SA)	55-59	Employed (part-time)	394
Campbelltown (C) (SA)	60-64		8
Campbelltown (C) (SA)	60-64	Employed (away from work)	33
Campbelltown (C) (SA)	60-64	Employed (full-time)	337
Campbelltown (C) (SA)	60-64	Employed (part-time)	344
Campbelltown (C) (SA)	65-69		3
Campbelltown (C) (SA)	65-69	Employed (away from work)	19
Campbelltown (C) (SA)	65-69	Employed (full-time)	106
Campbelltown (C) (SA)	65-69	Employed (part-time)	198
Campbelltown (C) (SA)	70-74		3
Campbelltown (C) (SA)	70-74	Employed (away from work)	3
Campbelltown (C) (SA)	70-74	Employed (full-time)	26
Campbelltown (C) (SA)	70-74	Employed (part-time)	83
Campbelltown (C) (SA)	75+		6
Campbelltown (C) (SA)	75+	Employed (away from work)	3
Campbelltown (C) (SA)	75+	Employed (full-time)	14
Campbelltown (C) (SA)	75+	Employed (part-time)	36
Ceduna (DC)	15-19	Employed (full-time)	28
Ceduna (DC)	15-19	Employed (part-time)	43
Ceduna (DC)	20-24		9
Ceduna (DC)	20-24	Employed (away from work)	5
Ceduna (DC)	20-24	Employed (full-time)	100
Ceduna (DC)	20-24	Employed (part-time)	28
Ceduna (DC)	25-29	Employed (away from work)	7
Ceduna (DC)	25-29	Employed (full-time)	101
Ceduna (DC)	25-29	Employed (part-time)	36
Ceduna (DC)	30-34		3
Ceduna (DC)	30-34	Employed (away from work)	16
Ceduna (DC)	30-34	Employed (full-time)	84
Ceduna (DC)	30-34	Employed (part-time)	36
Ceduna (DC)	35-39		3
Ceduna (DC)	35-39	Employed (away from work)	13
Ceduna (DC)	35-39	Employed (full-time)	74
Ceduna (DC)	35-39	Employed (part-time)	44
Ceduna (DC)	40-44		4
Ceduna (DC)	40-44	Employed (away from work)	4
Ceduna (DC)	40-44	Employed (full-time)	106
Ceduna (DC)	40-44	Employed (part-time)	43
Ceduna (DC)	45-49		7
Ceduna (DC)	45-49	Employed (away from work)	5
Ceduna (DC)	45-49	Employed (full-time)	126
Ceduna (DC)	45-49	Employed (part-time)	50
Ceduna (DC)	50-54		4
Ceduna (DC)	50-54	Employed (away from work)	5
Ceduna (DC)	50-54	Employed (full-time)	113
Ceduna (DC)	50-54	Employed (part-time)	39
Ceduna (DC)	55-59		3
Ceduna (DC)	55-59	Employed (away from work)	13
Ceduna (DC)	55-59	Employed (full-time)	106
Ceduna (DC)	55-59	Employed (part-time)	47
Ceduna (DC)	60-64		3
Ceduna (DC)	60-64	Employed (away from work)	7
Ceduna (DC)	60-64	Employed (full-time)	80
Ceduna (DC)	60-64	Employed (part-time)	43
Ceduna (DC)	65-69	Employed (away from work)	3
Ceduna (DC)	65-69	Employed (full-time)	34
Ceduna (DC)	65-69	Employed (part-time)	35
Ceduna (DC)	70-74		3
Ceduna (DC)	70-74	Employed (away from work)	3
Ceduna (DC)	70-74	Employed (full-time)	12
Ceduna (DC)	70-74	Employed (part-time)	11
Ceduna (DC)	75+	Employed (full-time)	3
Ceduna (DC)	75+	Employed (part-time)	8
Charles Sturt (C)	15-19		34
Charles Sturt (C)	15-19	Employed (away from work)	82
Charles Sturt (C)	15-19	Employed (full-time)	315
Charles Sturt (C)	15-19	Employed (part-time)	1758
Charles Sturt (C)	20-24		73
Charles Sturt (C)	20-24	Employed (away from work)	125
Charles Sturt (C)	20-24	Employed (full-time)	1771
Charles Sturt (C)	20-24	Employed (part-time)	2065
Charles Sturt (C)	25-29		77
Charles Sturt (C)	25-29	Employed (away from work)	130
Charles Sturt (C)	25-29	Employed (full-time)	2704
Charles Sturt (C)	25-29	Employed (part-time)	1225
Charles Sturt (C)	30-34		72
Charles Sturt (C)	30-34	Employed (away from work)	204
Charles Sturt (C)	30-34	Employed (full-time)	2749
Charles Sturt (C)	30-34	Employed (part-time)	1257
Charles Sturt (C)	35-39		59
Charles Sturt (C)	35-39	Employed (away from work)	125
Charles Sturt (C)	35-39	Employed (full-time)	2407
Charles Sturt (C)	35-39	Employed (part-time)	1307
Charles Sturt (C)	40-44		43
Charles Sturt (C)	40-44	Employed (away from work)	105
Charles Sturt (C)	40-44	Employed (full-time)	2579
Charles Sturt (C)	40-44	Employed (part-time)	1333
Charles Sturt (C)	45-49		69
Charles Sturt (C)	45-49	Employed (away from work)	111
Charles Sturt (C)	45-49	Employed (full-time)	2991
Charles Sturt (C)	45-49	Employed (part-time)	1469
Charles Sturt (C)	50-54		49
Charles Sturt (C)	50-54	Employed (away from work)	109
Charles Sturt (C)	50-54	Employed (full-time)	2816
Charles Sturt (C)	50-54	Employed (part-time)	1367
Charles Sturt (C)	55-59		42
Charles Sturt (C)	55-59	Employed (away from work)	128
Charles Sturt (C)	55-59	Employed (full-time)	2386
Charles Sturt (C)	55-59	Employed (part-time)	1330
Charles Sturt (C)	60-64		23
Charles Sturt (C)	60-64	Employed (away from work)	121
Charles Sturt (C)	60-64	Employed (full-time)	1530
Charles Sturt (C)	60-64	Employed (part-time)	1043
Charles Sturt (C)	65-69		18
Charles Sturt (C)	65-69	Employed (away from work)	67
Charles Sturt (C)	65-69	Employed (full-time)	473
Charles Sturt (C)	65-69	Employed (part-time)	573
Charles Sturt (C)	70-74		13
Charles Sturt (C)	70-74	Employed (away from work)	17
Charles Sturt (C)	70-74	Employed (full-time)	113
Charles Sturt (C)	70-74	Employed (part-time)	258
Charles Sturt (C)	75+		19
Charles Sturt (C)	75+	Employed (away from work)	8
Charles Sturt (C)	75+	Employed (full-time)	43
Charles Sturt (C)	75+	Employed (part-time)	110
Clare and Gilbert Valleys (DC)	15-19		15
Clare and Gilbert Valleys (DC)	15-19	Employed (away from work)	5
Clare and Gilbert Valleys (DC)	15-19	Employed (full-time)	52
Clare and Gilbert Valleys (DC)	15-19	Employed (part-time)	144
Clare and Gilbert Valleys (DC)	20-24		8
Clare and Gilbert Valleys (DC)	20-24	Employed (away from work)	16
Clare and Gilbert Valleys (DC)	20-24	Employed (full-time)	174
Clare and Gilbert Valleys (DC)	20-24	Employed (part-time)	114
Clare and Gilbert Valleys (DC)	25-29		7
Clare and Gilbert Valleys (DC)	25-29	Employed (away from work)	12
Clare and Gilbert Valleys (DC)	25-29	Employed (full-time)	228
Clare and Gilbert Valleys (DC)	25-29	Employed (part-time)	105
Clare and Gilbert Valleys (DC)	30-34		3
Clare and Gilbert Valleys (DC)	30-34	Employed (away from work)	25
Clare and Gilbert Valleys (DC)	30-34	Employed (full-time)	194
Clare and Gilbert Valleys (DC)	30-34	Employed (part-time)	125
Clare and Gilbert Valleys (DC)	35-39		4
Clare and Gilbert Valleys (DC)	35-39	Employed (away from work)	9
Clare and Gilbert Valleys (DC)	35-39	Employed (full-time)	168
Clare and Gilbert Valleys (DC)	35-39	Employed (part-time)	132
Clare and Gilbert Valleys (DC)	40-44	Employed (away from work)	14
Clare and Gilbert Valleys (DC)	40-44	Employed (full-time)	233
Clare and Gilbert Valleys (DC)	40-44	Employed (part-time)	151
Clare and Gilbert Valleys (DC)	45-49		6
Clare and Gilbert Valleys (DC)	45-49	Employed (away from work)	13
Clare and Gilbert Valleys (DC)	45-49	Employed (full-time)	287
Clare and Gilbert Valleys (DC)	45-49	Employed (part-time)	172
Clare and Gilbert Valleys (DC)	50-54		4
Clare and Gilbert Valleys (DC)	50-54	Employed (away from work)	15
Clare and Gilbert Valleys (DC)	50-54	Employed (full-time)	299
Clare and Gilbert Valleys (DC)	50-54	Employed (part-time)	161
Clare and Gilbert Valleys (DC)	55-59		3
Clare and Gilbert Valleys (DC)	55-59	Employed (away from work)	28
Clare and Gilbert Valleys (DC)	55-59	Employed (full-time)	265
Clare and Gilbert Valleys (DC)	55-59	Employed (part-time)	185
Clare and Gilbert Valleys (DC)	60-64		9
Clare and Gilbert Valleys (DC)	60-64	Employed (away from work)	23
Clare and Gilbert Valleys (DC)	60-64	Employed (full-time)	219
Clare and Gilbert Valleys (DC)	60-64	Employed (part-time)	151
Clare and Gilbert Valleys (DC)	65-69	Employed (away from work)	14
Clare and Gilbert Valleys (DC)	65-69	Employed (full-time)	76
Clare and Gilbert Valleys (DC)	65-69	Employed (part-time)	95
Clare and Gilbert Valleys (DC)	70-74		8
Clare and Gilbert Valleys (DC)	70-74	Employed (away from work)	4
Clare and Gilbert Valleys (DC)	70-74	Employed (full-time)	32
Clare and Gilbert Valleys (DC)	70-74	Employed (part-time)	53
Clare and Gilbert Valleys (DC)	75+		3
Clare and Gilbert Valleys (DC)	75+	Employed (away from work)	3
Clare and Gilbert Valleys (DC)	75+	Employed (full-time)	26
Clare and Gilbert Valleys (DC)	75+	Employed (part-time)	30
Cleve (DC)	15-19		4
Cleve (DC)	15-19	Employed (full-time)	3
Cleve (DC)	15-19	Employed (part-time)	22
Cleve (DC)	20-24	Employed (away from work)	3
Cleve (DC)	20-24	Employed (full-time)	34
Cleve (DC)	20-24	Employed (part-time)	13
Cleve (DC)	25-29		3
Cleve (DC)	25-29	Employed (away from work)	5
Cleve (DC)	25-29	Employed (full-time)	48
Cleve (DC)	25-29	Employed (part-time)	15
Cleve (DC)	30-34	Employed (away from work)	7
Cleve (DC)	30-34	Employed (full-time)	37
Cleve (DC)	30-34	Employed (part-time)	21
Cleve (DC)	35-39	Employed (full-time)	37
Cleve (DC)	35-39	Employed (part-time)	23
Cleve (DC)	40-44	Employed (full-time)	58
Cleve (DC)	40-44	Employed (part-time)	34
Cleve (DC)	45-49	Employed (away from work)	4
Cleve (DC)	45-49	Employed (full-time)	64
Cleve (DC)	45-49	Employed (part-time)	27
Cleve (DC)	50-54		3
Cleve (DC)	50-54	Employed (away from work)	3
Cleve (DC)	50-54	Employed (full-time)	72
Cleve (DC)	50-54	Employed (part-time)	17
Cleve (DC)	55-59	Employed (away from work)	3
Cleve (DC)	55-59	Employed (full-time)	71
Cleve (DC)	55-59	Employed (part-time)	35
Cleve (DC)	60-64		6
Cleve (DC)	60-64	Employed (away from work)	4
Cleve (DC)	60-64	Employed (full-time)	48
Cleve (DC)	60-64	Employed (part-time)	25
Cleve (DC)	65-69	Employed (away from work)	3
Cleve (DC)	65-69	Employed (full-time)	12
Cleve (DC)	65-69	Employed (part-time)	11
Cleve (DC)	70-74	Employed (away from work)	3
Cleve (DC)	70-74	Employed (full-time)	11
Cleve (DC)	70-74	Employed (part-time)	8
Cleve (DC)	75+		3
Cleve (DC)	75+	Employed (full-time)	3
Cleve (DC)	75+	Employed (part-time)	7
Coober Pedy (DC)	15-19	Employed (full-time)	3
Coober Pedy (DC)	15-19	Employed (part-time)	5
Coober Pedy (DC)	20-24		3
Coober Pedy (DC)	20-24	Employed (away from work)	4
Coober Pedy (DC)	20-24	Employed (full-time)	33
Coober Pedy (DC)	20-24	Employed (part-time)	4
Coober Pedy (DC)	25-29		9
Coober Pedy (DC)	25-29	Employed (full-time)	52
Coober Pedy (DC)	25-29	Employed (part-time)	22
Coober Pedy (DC)	30-34		4
Coober Pedy (DC)	30-34	Employed (away from work)	5
Coober Pedy (DC)	30-34	Employed (full-time)	56
Coober Pedy (DC)	30-34	Employed (part-time)	13
Coober Pedy (DC)	35-39	Employed (away from work)	3
Coober Pedy (DC)	35-39	Employed (full-time)	48
Coober Pedy (DC)	35-39	Employed (part-time)	20
Coober Pedy (DC)	40-44		3
Coober Pedy (DC)	40-44	Employed (away from work)	4
Coober Pedy (DC)	40-44	Employed (full-time)	45
Coober Pedy (DC)	40-44	Employed (part-time)	17
Coober Pedy (DC)	45-49		6
Coober Pedy (DC)	45-49	Employed (away from work)	5
Coober Pedy (DC)	45-49	Employed (full-time)	34
Coober Pedy (DC)	45-49	Employed (part-time)	17
Coober Pedy (DC)	50-54		3
Coober Pedy (DC)	50-54	Employed (away from work)	7
Coober Pedy (DC)	50-54	Employed (full-time)	44
Coober Pedy (DC)	50-54	Employed (part-time)	21
Coober Pedy (DC)	55-59		4
Coober Pedy (DC)	55-59	Employed (away from work)	3
Coober Pedy (DC)	55-59	Employed (full-time)	36
Coober Pedy (DC)	55-59	Employed (part-time)	17
Coober Pedy (DC)	60-64		4
Coober Pedy (DC)	60-64	Employed (away from work)	3
Coober Pedy (DC)	60-64	Employed (full-time)	45
Coober Pedy (DC)	60-64	Employed (part-time)	8
Coober Pedy (DC)	65-69	Employed (full-time)	18
Coober Pedy (DC)	65-69	Employed (part-time)	9
Coober Pedy (DC)	70-74	Employed (full-time)	9
Coober Pedy (DC)	70-74	Employed (part-time)	6
Coober Pedy (DC)	75+	Employed (away from work)	3
Coober Pedy (DC)	75+	Employed (full-time)	7
Coober Pedy (DC)	75+	Employed (part-time)	8
Copper Coast (DC)	15-19		11
Copper Coast (DC)	15-19	Employed (away from work)	14
Copper Coast (DC)	15-19	Employed (full-time)	51
Copper Coast (DC)	15-19	Employed (part-time)	268
Copper Coast (DC)	20-24		4
Copper Coast (DC)	20-24	Employed (away from work)	18
Copper Coast (DC)	20-24	Employed (full-time)	196
Copper Coast (DC)	20-24	Employed (part-time)	147
Copper Coast (DC)	25-29		7
Copper Coast (DC)	25-29	Employed (away from work)	22
Copper Coast (DC)	25-29	Employed (full-time)	209
Copper Coast (DC)	25-29	Employed (part-time)	116
Copper Coast (DC)	30-34		11
Copper Coast (DC)	30-34	Employed (away from work)	15
Copper Coast (DC)	30-34	Employed (full-time)	182
Copper Coast (DC)	30-34	Employed (part-time)	161
Copper Coast (DC)	35-39		4
Copper Coast (DC)	35-39	Employed (away from work)	15
Copper Coast (DC)	35-39	Employed (full-time)	199
Copper Coast (DC)	35-39	Employed (part-time)	144
Copper Coast (DC)	40-44		9
Copper Coast (DC)	40-44	Employed (away from work)	17
Copper Coast (DC)	40-44	Employed (full-time)	233
Copper Coast (DC)	40-44	Employed (part-time)	144
Copper Coast (DC)	45-49		7
Copper Coast (DC)	45-49	Employed (away from work)	16
Copper Coast (DC)	45-49	Employed (full-time)	289
Copper Coast (DC)	45-49	Employed (part-time)	207
Copper Coast (DC)	50-54		7
Copper Coast (DC)	50-54	Employed (away from work)	15
Copper Coast (DC)	50-54	Employed (full-time)	306
Copper Coast (DC)	50-54	Employed (part-time)	212
Copper Coast (DC)	55-59		10
Copper Coast (DC)	55-59	Employed (away from work)	28
Copper Coast (DC)	55-59	Employed (full-time)	263
Copper Coast (DC)	55-59	Employed (part-time)	187
Copper Coast (DC)	60-64		8
Copper Coast (DC)	60-64	Employed (away from work)	30
Copper Coast (DC)	60-64	Employed (full-time)	149
Copper Coast (DC)	60-64	Employed (part-time)	203
Copper Coast (DC)	65-69		6
Copper Coast (DC)	65-69	Employed (away from work)	6
Copper Coast (DC)	65-69	Employed (full-time)	53
Copper Coast (DC)	65-69	Employed (part-time)	72
Copper Coast (DC)	70-74		3
Copper Coast (DC)	70-74	Employed (away from work)	4
Copper Coast (DC)	70-74	Employed (full-time)	11
Copper Coast (DC)	70-74	Employed (part-time)	26
Copper Coast (DC)	75+		7
Copper Coast (DC)	75+	Employed (away from work)	6
Copper Coast (DC)	75+	Employed (full-time)	14
Copper Coast (DC)	75+	Employed (part-time)	22
Elliston (DC)	15-19	Employed (away from work)	5
Elliston (DC)	15-19	Employed (full-time)	3
Elliston (DC)	15-19	Employed (part-time)	6
Elliston (DC)	20-24	Employed (full-time)	15
Elliston (DC)	20-24	Employed (part-time)	8
Elliston (DC)	25-29	Employed (full-time)	15
Elliston (DC)	25-29	Employed (part-time)	9
Elliston (DC)	30-34	Employed (away from work)	4
Elliston (DC)	30-34	Employed (full-time)	19
Elliston (DC)	30-34	Employed (part-time)	11
Elliston (DC)	35-39	Employed (full-time)	30
Elliston (DC)	35-39	Employed (part-time)	13
Elliston (DC)	40-44	Employed (full-time)	18
Elliston (DC)	40-44	Employed (part-time)	14
Elliston (DC)	45-49	Employed (full-time)	30
Elliston (DC)	45-49	Employed (part-time)	16
Elliston (DC)	50-54	Employed (away from work)	3
Elliston (DC)	50-54	Employed (full-time)	47
Elliston (DC)	50-54	Employed (part-time)	20
Elliston (DC)	55-59		3
Elliston (DC)	55-59	Employed (away from work)	5
Elliston (DC)	55-59	Employed (full-time)	51
Elliston (DC)	55-59	Employed (part-time)	22
Elliston (DC)	60-64	Employed (away from work)	8
Elliston (DC)	60-64	Employed (full-time)	31
Elliston (DC)	60-64	Employed (part-time)	23
Elliston (DC)	65-69	Employed (full-time)	7
Elliston (DC)	65-69	Employed (part-time)	5
Elliston (DC)	70-74	Employed (full-time)	6
Elliston (DC)	70-74	Employed (part-time)	9
Elliston (DC)	75+	Employed (full-time)	3
Flinders Ranges (DC)	15-19	Employed (away from work)	4
Flinders Ranges (DC)	15-19	Employed (full-time)	11
Flinders Ranges (DC)	15-19	Employed (part-time)	17
Flinders Ranges (DC)	20-24	Employed (full-time)	20
Flinders Ranges (DC)	20-24	Employed (part-time)	11
Flinders Ranges (DC)	25-29		3
Flinders Ranges (DC)	25-29	Employed (full-time)	30
Flinders Ranges (DC)	25-29	Employed (part-time)	9
Flinders Ranges (DC)	30-34	Employed (away from work)	4
Flinders Ranges (DC)	30-34	Employed (full-time)	21
Flinders Ranges (DC)	30-34	Employed (part-time)	4
Flinders Ranges (DC)	35-39		3
Flinders Ranges (DC)	35-39	Employed (full-time)	26
Flinders Ranges (DC)	35-39	Employed (part-time)	12
Flinders Ranges (DC)	40-44	Employed (full-time)	21
Flinders Ranges (DC)	40-44	Employed (part-time)	20
Flinders Ranges (DC)	45-49	Employed (full-time)	33
Flinders Ranges (DC)	45-49	Employed (part-time)	22
Flinders Ranges (DC)	50-54		3
Flinders Ranges (DC)	50-54	Employed (full-time)	31
Flinders Ranges (DC)	50-54	Employed (part-time)	23
Flinders Ranges (DC)	55-59	Employed (away from work)	3
Flinders Ranges (DC)	55-59	Employed (full-time)	38
Flinders Ranges (DC)	55-59	Employed (part-time)	30
Flinders Ranges (DC)	60-64	Employed (full-time)	39
Flinders Ranges (DC)	60-64	Employed (part-time)	15
Flinders Ranges (DC)	65-69	Employed (full-time)	13
Flinders Ranges (DC)	65-69	Employed (part-time)	11
Flinders Ranges (DC)	70-74	Employed (full-time)	8
Flinders Ranges (DC)	70-74	Employed (part-time)	4
Flinders Ranges (DC)	75+	Employed (full-time)	3
Franklin Harbour (DC)	15-19	Employed (full-time)	4
Franklin Harbour (DC)	15-19	Employed (part-time)	10
Franklin Harbour (DC)	20-24	Employed (full-time)	18
Franklin Harbour (DC)	20-24	Employed (part-time)	11
Franklin Harbour (DC)	25-29	Employed (away from work)	5
Franklin Harbour (DC)	25-29	Employed (full-time)	20
Franklin Harbour (DC)	25-29	Employed (part-time)	17
Franklin Harbour (DC)	30-34	Employed (away from work)	3
Franklin Harbour (DC)	30-34	Employed (full-time)	15
Franklin Harbour (DC)	30-34	Employed (part-time)	16
Franklin Harbour (DC)	35-39	Employed (full-time)	25
Franklin Harbour (DC)	35-39	Employed (part-time)	15
Franklin Harbour (DC)	40-44	Employed (away from work)	3
Franklin Harbour (DC)	40-44	Employed (full-time)	23
Franklin Harbour (DC)	40-44	Employed (part-time)	21
Franklin Harbour (DC)	45-49	Employed (away from work)	4
Franklin Harbour (DC)	45-49	Employed (full-time)	35
Franklin Harbour (DC)	45-49	Employed (part-time)	24
Franklin Harbour (DC)	50-54	Employed (away from work)	5
Franklin Harbour (DC)	50-54	Employed (full-time)	38
Franklin Harbour (DC)	50-54	Employed (part-time)	16
