LGA_NAME16	Age	LabourForceStatus	NeedsAssistance	workers
Ipswich (C)	25-29	Employed (part-time)	1	22
Ipswich (C)	30-34			3
Ipswich (C)	30-34		0	105
Ipswich (C)	30-34	Employed (away from work)	0	320
Ipswich (C)	30-34	Employed (away from work)	1	10
Ipswich (C)	30-34	Employed (full-time)		45
Ipswich (C)	30-34	Employed (full-time)	0	4643
Ipswich (C)	30-34	Employed (full-time)	1	7
Ipswich (C)	30-34	Employed (part-time)		27
Ipswich (C)	30-34	Employed (part-time)	0	1952
Ipswich (C)	30-34	Employed (part-time)	1	28
Ipswich (C)	35-39			3
Ipswich (C)	35-39		0	111
Ipswich (C)	35-39	Employed (away from work)	0	222
Ipswich (C)	35-39	Employed (away from work)	1	3
Ipswich (C)	35-39	Employed (full-time)		49
Ipswich (C)	35-39	Employed (full-time)	0	4386
Ipswich (C)	35-39	Employed (full-time)	1	11
Ipswich (C)	35-39	Employed (part-time)		29
Ipswich (C)	35-39	Employed (part-time)	0	1910
Ipswich (C)	35-39	Employed (part-time)	1	22
Ipswich (C)	40-44			9
Ipswich (C)	40-44		0	106
Ipswich (C)	40-44	Employed (away from work)		3
Ipswich (C)	40-44	Employed (away from work)	0	152
Ipswich (C)	40-44	Employed (full-time)		66
Ipswich (C)	40-44	Employed (full-time)	0	4696
Ipswich (C)	40-44	Employed (full-time)	1	22
Ipswich (C)	40-44	Employed (part-time)		17
Ipswich (C)	40-44	Employed (part-time)	0	1942
Ipswich (C)	40-44	Employed (part-time)	1	36
Ipswich (C)	45-49		0	112
Ipswich (C)	45-49		1	3
Ipswich (C)	45-49	Employed (away from work)	0	160
Ipswich (C)	45-49	Employed (away from work)	1	5
Ipswich (C)	45-49	Employed (full-time)		63
Ipswich (C)	45-49	Employed (full-time)	0	4746
Ipswich (C)	45-49	Employed (full-time)	1	29
Ipswich (C)	45-49	Employed (part-time)		27
Ipswich (C)	45-49	Employed (part-time)	0	1771
Ipswich (C)	45-49	Employed (part-time)	1	31
Ipswich (C)	50-54			5
Ipswich (C)	50-54		0	82
Ipswich (C)	50-54	Employed (away from work)		3
Ipswich (C)	50-54	Employed (away from work)	0	143
Ipswich (C)	50-54	Employed (away from work)	1	15
Ipswich (C)	50-54	Employed (full-time)		78
Ipswich (C)	50-54	Employed (full-time)	0	4422
Ipswich (C)	50-54	Employed (full-time)	1	44
Ipswich (C)	50-54	Employed (part-time)		27
Ipswich (C)	50-54	Employed (part-time)	0	1611
Ipswich (C)	50-54	Employed (part-time)	1	28
Ipswich (C)	55-59			3
Ipswich (C)	55-59		0	62
Ipswich (C)	55-59	Employed (away from work)		3
Ipswich (C)	55-59	Employed (away from work)	0	204
Ipswich (C)	55-59	Employed (away from work)	1	11
Ipswich (C)	55-59	Employed (full-time)		49
Ipswich (C)	55-59	Employed (full-time)	0	3483
Ipswich (C)	55-59	Employed (full-time)	1	24
Ipswich (C)	55-59	Employed (part-time)		27
Ipswich (C)	55-59	Employed (part-time)	0	1426
Ipswich (C)	55-59	Employed (part-time)	1	28
Ipswich (C)	60-64		0	34
Ipswich (C)	60-64	Employed (away from work)		3
Ipswich (C)	60-64	Employed (away from work)	0	141
Ipswich (C)	60-64	Employed (full-time)		26
Ipswich (C)	60-64	Employed (full-time)	0	1876
Ipswich (C)	60-64	Employed (full-time)	1	14
Ipswich (C)	60-64	Employed (part-time)		16
Ipswich (C)	60-64	Employed (part-time)	0	1088
Ipswich (C)	60-64	Employed (part-time)	1	26
Ipswich (C)	65-69		0	25
Ipswich (C)	65-69	Employed (away from work)	0	57
Ipswich (C)	65-69	Employed (full-time)		5
Ipswich (C)	65-69	Employed (full-time)	0	597
Ipswich (C)	65-69	Employed (full-time)	1	12
Ipswich (C)	65-69	Employed (part-time)		9
Ipswich (C)	65-69	Employed (part-time)	0	580
Ipswich (C)	65-69	Employed (part-time)	1	17
Ipswich (C)	70-74		0	7
Ipswich (C)	70-74	Employed (away from work)	0	11
Ipswich (C)	70-74	Employed (full-time)		3
Ipswich (C)	70-74	Employed (full-time)	0	135
Ipswich (C)	70-74	Employed (full-time)	1	3
Ipswich (C)	70-74	Employed (part-time)		6
Ipswich (C)	70-74	Employed (part-time)	0	208
Ipswich (C)	70-74	Employed (part-time)	1	3
Ipswich (C)	75+			3
Ipswich (C)	75+		0	17
Ipswich (C)	75+		1	3
Ipswich (C)	75+	Employed (away from work)	0	10
Ipswich (C)	75+	Employed (full-time)	0	54
Ipswich (C)	75+	Employed (part-time)		4
Ipswich (C)	75+	Employed (part-time)	0	84
Ipswich (C)	75+	Employed (part-time)	1	11
Isaac (R)	15-19		0	22
Isaac (R)	15-19	Employed (away from work)	0	28
Isaac (R)	15-19	Employed (full-time)		3
Isaac (R)	15-19	Employed (full-time)	0	219
Isaac (R)	15-19	Employed (part-time)		7
Isaac (R)	15-19	Employed (part-time)	0	265
Isaac (R)	15-19	Employed (part-time)	1	3
Isaac (R)	20-24		0	37
Isaac (R)	20-24	Employed (away from work)	0	41
Isaac (R)	20-24	Employed (full-time)		7
Isaac (R)	20-24	Employed (full-time)	0	922
Isaac (R)	20-24	Employed (part-time)		3
Isaac (R)	20-24	Employed (part-time)	0	170
Isaac (R)	25-29			3
Isaac (R)	25-29		0	46
Isaac (R)	25-29	Employed (away from work)		7
Isaac (R)	25-29	Employed (away from work)	0	136
Isaac (R)	25-29	Employed (full-time)		21
Isaac (R)	25-29	Employed (full-time)	0	1823
Isaac (R)	25-29	Employed (full-time)	1	5
Isaac (R)	25-29	Employed (part-time)		3
Isaac (R)	25-29	Employed (part-time)	0	265
Isaac (R)	30-34		0	50
Isaac (R)	30-34	Employed (away from work)	0	187
Isaac (R)	30-34	Employed (full-time)		32
Isaac (R)	30-34	Employed (full-time)	0	2311
Isaac (R)	30-34	Employed (part-time)		10
Isaac (R)	30-34	Employed (part-time)	0	333
Isaac (R)	35-39		0	49
Isaac (R)	35-39	Employed (away from work)		3
Isaac (R)	35-39	Employed (away from work)	0	162
Isaac (R)	35-39	Employed (full-time)		31
Isaac (R)	35-39	Employed (full-time)	0	1990
Isaac (R)	35-39	Employed (full-time)	1	3
Isaac (R)	35-39	Employed (part-time)		3
Isaac (R)	35-39	Employed (part-time)	0	355
Isaac (R)	40-44		0	55
Isaac (R)	40-44	Employed (away from work)	0	157
Isaac (R)	40-44	Employed (away from work)	1	3
Isaac (R)	40-44	Employed (full-time)		31
Isaac (R)	40-44	Employed (full-time)	0	2187
Isaac (R)	40-44	Employed (full-time)	1	3
Isaac (R)	40-44	Employed (part-time)		4
Isaac (R)	40-44	Employed (part-time)	0	305
Isaac (R)	40-44	Employed (part-time)	1	3
Isaac (R)	45-49		0	48
Isaac (R)	45-49	Employed (away from work)		5
Isaac (R)	45-49	Employed (away from work)	0	155
Isaac (R)	45-49	Employed (full-time)		29
Isaac (R)	45-49	Employed (full-time)	0	1981
Isaac (R)	45-49	Employed (full-time)	1	3
Isaac (R)	45-49	Employed (part-time)		5
Isaac (R)	45-49	Employed (part-time)	0	282
Isaac (R)	45-49	Employed (part-time)	1	3
Isaac (R)	50-54		0	50
Isaac (R)	50-54	Employed (away from work)	0	144
Isaac (R)	50-54	Employed (away from work)	1	3
Isaac (R)	50-54	Employed (full-time)		22
Isaac (R)	50-54	Employed (full-time)	0	1801
Isaac (R)	50-54	Employed (full-time)	1	3
Isaac (R)	50-54	Employed (part-time)		4
Isaac (R)	50-54	Employed (part-time)	0	223
Isaac (R)	55-59			3
Isaac (R)	55-59		0	34
Isaac (R)	55-59	Employed (away from work)	0	99
Isaac (R)	55-59	Employed (full-time)		12
Isaac (R)	55-59	Employed (full-time)	0	1342
Isaac (R)	55-59	Employed (full-time)	1	3
Isaac (R)	55-59	Employed (part-time)	0	165
Isaac (R)	60-64		0	20
Isaac (R)	60-64	Employed (away from work)	0	67
Isaac (R)	60-64	Employed (full-time)		3
Isaac (R)	60-64	Employed (full-time)	0	655
Isaac (R)	60-64	Employed (part-time)	0	124
Isaac (R)	65-69		0	3
Isaac (R)	65-69	Employed (away from work)	0	15
Isaac (R)	65-69	Employed (full-time)	0	187
Isaac (R)	65-69	Employed (full-time)	1	3
Isaac (R)	65-69	Employed (part-time)	0	52
Isaac (R)	70-74		0	3
Isaac (R)	70-74	Employed (away from work)	0	8
Isaac (R)	70-74	Employed (full-time)	0	53
Isaac (R)	70-74	Employed (part-time)	0	27
Isaac (R)	75+		0	3
Isaac (R)	75+	Employed (away from work)	0	10
Isaac (R)	75+	Employed (full-time)	0	32
Isaac (R)	75+	Employed (part-time)	0	17
Kowanyama (S)	15-19	Employed (full-time)	0	7
Kowanyama (S)	15-19	Employed (part-time)	0	5
Kowanyama (S)	20-24	Employed (full-time)	0	21
Kowanyama (S)	20-24	Employed (part-time)	0	9
Kowanyama (S)	25-29		0	3
Kowanyama (S)	25-29	Employed (full-time)	0	17
Kowanyama (S)	25-29	Employed (part-time)	0	6
Kowanyama (S)	30-34	Employed (full-time)	0	16
Kowanyama (S)	30-34	Employed (part-time)	0	7
Kowanyama (S)	35-39	Employed (full-time)	0	16
Kowanyama (S)	35-39	Employed (part-time)	0	5
Kowanyama (S)	40-44	Employed (full-time)	0	16
Kowanyama (S)	40-44	Employed (part-time)	0	15
Kowanyama (S)	45-49	Employed (full-time)	0	20
Kowanyama (S)	45-49	Employed (part-time)	0	10
Kowanyama (S)	50-54	Employed (full-time)	0	10
Kowanyama (S)	50-54	Employed (part-time)	0	15
Kowanyama (S)	55-59	Employed (full-time)	0	24
Kowanyama (S)	55-59	Employed (part-time)	0	3
Kowanyama (S)	60-64	Employed (full-time)	0	17
Kowanyama (S)	60-64	Employed (part-time)	0	3
Kowanyama (S)	65-69	Employed (full-time)	0	3
Livingstone (S)	15-19		0	13
Livingstone (S)	15-19	Employed (away from work)	0	26
Livingstone (S)	15-19	Employed (full-time)	0	142
Livingstone (S)	15-19	Employed (part-time)		7
Livingstone (S)	15-19	Employed (part-time)	0	526
Livingstone (S)	15-19	Employed (part-time)	1	3
Livingstone (S)	20-24			3
Livingstone (S)	20-24		0	9
Livingstone (S)	20-24	Employed (away from work)	0	21
Livingstone (S)	20-24	Employed (full-time)		7
Livingstone (S)	20-24	Employed (full-time)	0	457
Livingstone (S)	20-24	Employed (part-time)		3
Livingstone (S)	20-24	Employed (part-time)	0	279
Livingstone (S)	20-24	Employed (part-time)	1	4
Livingstone (S)	25-29		0	16
Livingstone (S)	25-29	Employed (away from work)	0	21
Livingstone (S)	25-29	Employed (full-time)		3
Livingstone (S)	25-29	Employed (full-time)	0	484
Livingstone (S)	25-29	Employed (full-time)	1	3
Livingstone (S)	25-29	Employed (part-time)		5
Livingstone (S)	25-29	Employed (part-time)	0	180
Livingstone (S)	30-34		0	15
Livingstone (S)	30-34	Employed (away from work)	0	34
Livingstone (S)	30-34	Employed (full-time)		10
Livingstone (S)	30-34	Employed (full-time)	0	500
Livingstone (S)	30-34	Employed (part-time)		3
Livingstone (S)	30-34	Employed (part-time)	0	259
Livingstone (S)	30-34	Employed (part-time)	1	3
Livingstone (S)	35-39		0	23
Livingstone (S)	35-39	Employed (away from work)	0	34
Livingstone (S)	35-39	Employed (full-time)		3
Livingstone (S)	35-39	Employed (full-time)	0	470
Livingstone (S)	35-39	Employed (part-time)		6
Livingstone (S)	35-39	Employed (part-time)	0	301
Livingstone (S)	40-44		0	17
Livingstone (S)	40-44	Employed (away from work)	0	23
Livingstone (S)	40-44	Employed (full-time)		7
Livingstone (S)	40-44	Employed (full-time)	0	527
Livingstone (S)	40-44	Employed (full-time)	1	3
Livingstone (S)	40-44	Employed (part-time)		7
Livingstone (S)	40-44	Employed (part-time)	0	298
Livingstone (S)	45-49		0	16
Livingstone (S)	45-49	Employed (away from work)	0	21
Livingstone (S)	45-49	Employed (full-time)		15
Livingstone (S)	45-49	Employed (full-time)	0	608
Livingstone (S)	45-49	Employed (full-time)	1	3
Livingstone (S)	45-49	Employed (part-time)		3
Livingstone (S)	45-49	Employed (part-time)	0	344
Livingstone (S)	50-54		0	18
Livingstone (S)	50-54	Employed (away from work)	0	30
Livingstone (S)	50-54	Employed (full-time)		8
Livingstone (S)	50-54	Employed (full-time)	0	637
Livingstone (S)	50-54	Employed (full-time)	1	3
Livingstone (S)	50-54	Employed (part-time)		5
Livingstone (S)	50-54	Employed (part-time)	0	322
Livingstone (S)	50-54	Employed (part-time)	1	4
Livingstone (S)	55-59		0	8
Livingstone (S)	55-59	Employed (away from work)	0	40
Livingstone (S)	55-59	Employed (full-time)		5
Livingstone (S)	55-59	Employed (full-time)	0	542
Livingstone (S)	55-59	Employed (part-time)		4
Livingstone (S)	55-59	Employed (part-time)	0	281
Livingstone (S)	55-59	Employed (part-time)	1	3
Livingstone (S)	60-64		0	13
Livingstone (S)	60-64	Employed (away from work)	0	30
Livingstone (S)	60-64	Employed (full-time)		5
Livingstone (S)	60-64	Employed (full-time)	0	392
Livingstone (S)	60-64	Employed (part-time)		3
Livingstone (S)	60-64	Employed (part-time)	0	240
Livingstone (S)	60-64	Employed (part-time)	1	3
Livingstone (S)	65-69		0	9
Livingstone (S)	65-69	Employed (away from work)	0	11
Livingstone (S)	65-69	Employed (full-time)	0	140
Livingstone (S)	65-69	Employed (part-time)	0	121
Livingstone (S)	65-69	Employed (part-time)	1	3
Livingstone (S)	70-74	Employed (away from work)	0	4
Livingstone (S)	70-74	Employed (full-time)	0	44
Livingstone (S)	70-74	Employed (part-time)	0	47
Livingstone (S)	70-74	Employed (part-time)	1	3
Livingstone (S)	75+			3
Livingstone (S)	75+		0	7
Livingstone (S)	75+		1	3
Livingstone (S)	75+	Employed (away from work)	0	3
Livingstone (S)	75+	Employed (full-time)	0	25
Livingstone (S)	75+	Employed (part-time)	0	38
Livingstone (S)	75+	Employed (part-time)	1	3
Lockhart River (S)	15-19		0	4
Lockhart River (S)	15-19	Employed (full-time)	0	8
Lockhart River (S)	15-19	Employed (part-time)	0	9
Lockhart River (S)	20-24	Employed (full-time)	0	4
Lockhart River (S)	20-24	Employed (part-time)	0	13
Lockhart River (S)	25-29	Employed (full-time)	0	7
Lockhart River (S)	25-29	Employed (part-time)		4
Lockhart River (S)	25-29	Employed (part-time)	0	9
Lockhart River (S)	30-34		0	5
Lockhart River (S)	30-34	Employed (full-time)	0	10
Lockhart River (S)	30-34	Employed (part-time)	0	3
Lockhart River (S)	35-39	Employed (full-time)		3
Lockhart River (S)	35-39	Employed (full-time)	0	13
Lockhart River (S)	35-39	Employed (part-time)	0	3
Lockhart River (S)	40-44	Employed (full-time)	0	10
Lockhart River (S)	40-44	Employed (part-time)	0	11
Lockhart River (S)	45-49	Employed (full-time)	0	13
Lockhart River (S)	45-49	Employed (part-time)	0	6
Lockhart River (S)	50-54	Employed (full-time)	0	7
Lockhart River (S)	50-54	Employed (part-time)	0	8
Lockhart River (S)	55-59	Employed (full-time)	0	17
Lockhart River (S)	60-64		0	4
Lockhart River (S)	60-64	Employed (away from work)	0	3
Lockhart River (S)	60-64	Employed (full-time)	0	5
Lockhart River (S)	60-64	Employed (part-time)	0	3
Lockhart River (S)	70-74	Employed (full-time)	0	3
Lockhart River (S)	75+	Employed (full-time)	0	3
Lockyer Valley (R)	15-19		0	23
Lockyer Valley (R)	15-19	Employed (away from work)	0	22
Lockyer Valley (R)	15-19	Employed (full-time)		3
Lockyer Valley (R)	15-19	Employed (full-time)	0	186
Lockyer Valley (R)	15-19	Employed (part-time)		10
Lockyer Valley (R)	15-19	Employed (part-time)	0	566
Lockyer Valley (R)	15-19	Employed (part-time)	1	8
Lockyer Valley (R)	20-24			3
Lockyer Valley (R)	20-24		0	33
Lockyer Valley (R)	20-24	Employed (away from work)	0	25
Lockyer Valley (R)	20-24	Employed (full-time)		13
Lockyer Valley (R)	20-24	Employed (full-time)	0	581
Lockyer Valley (R)	20-24	Employed (full-time)	1	3
Lockyer Valley (R)	20-24	Employed (part-time)		3
Lockyer Valley (R)	20-24	Employed (part-time)	0	418
Lockyer Valley (R)	20-24	Employed (part-time)	1	9
Lockyer Valley (R)	25-29		0	21
Lockyer Valley (R)	25-29	Employed (away from work)	0	54
Lockyer Valley (R)	25-29	Employed (full-time)		10
Lockyer Valley (R)	25-29	Employed (full-time)	0	734
Lockyer Valley (R)	25-29	Employed (part-time)		5
Lockyer Valley (R)	25-29	Employed (part-time)	0	363
Lockyer Valley (R)	25-29	Employed (part-time)	1	3
Lockyer Valley (R)	30-34		0	14
Lockyer Valley (R)	30-34	Employed (away from work)	0	44
Lockyer Valley (R)	30-34	Employed (full-time)		11
Lockyer Valley (R)	30-34	Employed (full-time)	0	601
Lockyer Valley (R)	30-34	Employed (part-time)		3
Lockyer Valley (R)	30-34	Employed (part-time)	0	329
Lockyer Valley (R)	30-34	Employed (part-time)	1	4
Lockyer Valley (R)	35-39			3
Lockyer Valley (R)	35-39		0	23
Lockyer Valley (R)	35-39	Employed (away from work)	0	20
Lockyer Valley (R)	35-39	Employed (full-time)		10
Lockyer Valley (R)	35-39	Employed (full-time)	0	578
Lockyer Valley (R)	35-39	Employed (part-time)		4
Lockyer Valley (R)	35-39	Employed (part-time)	0	311
Lockyer Valley (R)	35-39	Employed (part-time)	1	11
Lockyer Valley (R)	40-44			3
Lockyer Valley (R)	40-44		0	26
Lockyer Valley (R)	40-44	Employed (away from work)	0	22
Lockyer Valley (R)	40-44	Employed (full-time)		13
Lockyer Valley (R)	40-44	Employed (full-time)	0	725
Lockyer Valley (R)	40-44	Employed (full-time)	1	7
Lockyer Valley (R)	40-44	Employed (part-time)		10
Lockyer Valley (R)	40-44	Employed (part-time)	0	329
Lockyer Valley (R)	40-44	Employed (part-time)	1	10
Lockyer Valley (R)	45-49		0	26
Lockyer Valley (R)	45-49	Employed (away from work)	0	40
Lockyer Valley (R)	45-49	Employed (away from work)	1	4
Lockyer Valley (R)	45-49	Employed (full-time)		19
Lockyer Valley (R)	45-49	Employed (full-time)	0	814
Lockyer Valley (R)	45-49	Employed (full-time)	1	4
Lockyer Valley (R)	45-49	Employed (part-time)		7
Lockyer Valley (R)	45-49	Employed (part-time)	0	357
Lockyer Valley (R)	45-49	Employed (part-time)	1	13
Lockyer Valley (R)	50-54		0	22
Lockyer Valley (R)	50-54	Employed (away from work)	0	37
Lockyer Valley (R)	50-54	Employed (away from work)	1	4
Lockyer Valley (R)	50-54	Employed (full-time)		12
Lockyer Valley (R)	50-54	Employed (full-time)	0	769
Lockyer Valley (R)	50-54	Employed (full-time)	1	3
Lockyer Valley (R)	50-54	Employed (part-time)		8
Lockyer Valley (R)	50-54	Employed (part-time)	0	322
Lockyer Valley (R)	50-54	Employed (part-time)	1	11
Lockyer Valley (R)	55-59		0	18
Lockyer Valley (R)	55-59	Employed (away from work)	0	41
Lockyer Valley (R)	55-59	Employed (full-time)		14
Lockyer Valley (R)	55-59	Employed (full-time)	0	655
Lockyer Valley (R)	55-59	Employed (full-time)	1	8
Lockyer Valley (R)	55-59	Employed (part-time)		3
Lockyer Valley (R)	55-59	Employed (part-time)	0	338
Lockyer Valley (R)	55-59	Employed (part-time)	1	13
Lockyer Valley (R)	60-64		0	12
Lockyer Valley (R)	60-64	Employed (away from work)	0	34
Lockyer Valley (R)	60-64	Employed (full-time)		8
Lockyer Valley (R)	60-64	Employed (full-time)	0	427
Lockyer Valley (R)	60-64	Employed (full-time)	1	3
Lockyer Valley (R)	60-64	Employed (part-time)		4
Lockyer Valley (R)	60-64	Employed (part-time)	0	248
Lockyer Valley (R)	60-64	Employed (part-time)	1	9
Lockyer Valley (R)	65-69		0	8
Lockyer Valley (R)	65-69	Employed (away from work)	0	17
Lockyer Valley (R)	65-69	Employed (full-time)		4
Lockyer Valley (R)	65-69	Employed (full-time)	0	169
Lockyer Valley (R)	65-69	Employed (full-time)	1	4
Lockyer Valley (R)	65-69	Employed (part-time)	0	181
Lockyer Valley (R)	65-69	Employed (part-time)	1	6
Lockyer Valley (R)	70-74		0	10
Lockyer Valley (R)	70-74	Employed (away from work)	0	8
Lockyer Valley (R)	70-74	Employed (full-time)	0	67
Lockyer Valley (R)	70-74	Employed (part-time)		4
Lockyer Valley (R)	70-74	Employed (part-time)	0	88
Lockyer Valley (R)	70-74	Employed (part-time)	1	3
Lockyer Valley (R)	75+		0	7
Lockyer Valley (R)	75+	Employed (away from work)	0	3
Lockyer Valley (R)	75+	Employed (away from work)	1	3
Lockyer Valley (R)	75+	Employed (full-time)	0	49
Lockyer Valley (R)	75+	Employed (part-time)	0	33
Lockyer Valley (R)	75+	Employed (part-time)	1	3
Logan (C)	15-19			3
Logan (C)	15-19		0	135
Logan (C)	15-19		1	4
Logan (C)	15-19	Employed (away from work)		3
Logan (C)	15-19	Employed (away from work)	0	183
Logan (C)	15-19	Employed (away from work)	1	6
Logan (C)	15-19	Employed (full-time)		9
Logan (C)	15-19	Employed (full-time)	0	1362
Logan (C)	15-19	Employed (full-time)	1	4
Logan (C)	15-19	Employed (part-time)		49
Logan (C)	15-19	Employed (part-time)	0	4622
Logan (C)	15-19	Employed (part-time)	1	70
Logan (C)	20-24			11
Logan (C)	20-24		0	218
Logan (C)	20-24	Employed (away from work)	0	213
Logan (C)	20-24	Employed (away from work)	1	4
Logan (C)	20-24	Employed (full-time)		47
Logan (C)	20-24	Employed (full-time)	0	5012
Logan (C)	20-24	Employed (full-time)	1	13
Logan (C)	20-24	Employed (part-time)		35
Logan (C)	20-24	Employed (part-time)	0	3608
Logan (C)	20-24	Employed (part-time)	1	51
Logan (C)	25-29			13
Logan (C)	25-29		0	212
Logan (C)	25-29	Employed (away from work)		3
Logan (C)	25-29	Employed (away from work)	0	343
Logan (C)	25-29	Employed (away from work)	1	4
Logan (C)	25-29	Employed (full-time)		56
Logan (C)	25-29	Employed (full-time)	0	6202
Logan (C)	25-29	Employed (full-time)	1	23
Logan (C)	25-29	Employed (part-time)		20
Logan (C)	25-29	Employed (part-time)	0	2698
Logan (C)	25-29	Employed (part-time)	1	38
Logan (C)	30-34			14
Logan (C)	30-34		0	216
Logan (C)	30-34	Employed (away from work)		8
Logan (C)	30-34	Employed (away from work)	0	435
Logan (C)	30-34	Employed (away from work)	1	4
Logan (C)	30-34	Employed (full-time)		72
Logan (C)	30-34	Employed (full-time)	0	6339
Logan (C)	30-34	Employed (full-time)	1	18
Logan (C)	30-34	Employed (part-time)		47
Logan (C)	30-34	Employed (part-time)	0	2769
Logan (C)	30-34	Employed (part-time)	1	40
Logan (C)	35-39			10
Logan (C)	35-39		0	172
Logan (C)	35-39	Employed (away from work)		5
Logan (C)	35-39	Employed (away from work)	0	277
Logan (C)	35-39	Employed (away from work)	1	12
Logan (C)	35-39	Employed (full-time)		70
Logan (C)	35-39	Employed (full-time)	0	6226
Logan (C)	35-39	Employed (full-time)	1	23
Logan (C)	35-39	Employed (part-time)		37
Logan (C)	35-39	Employed (part-time)	0	2807
Logan (C)	35-39	Employed (part-time)	1	33
Logan (C)	40-44			9
Logan (C)	40-44		0	185
Logan (C)	40-44		1	3
Logan (C)	40-44	Employed (away from work)		3
Logan (C)	40-44	Employed (away from work)	0	221
Logan (C)	40-44	Employed (away from work)	1	8
Logan (C)	40-44	Employed (full-time)		83
Logan (C)	40-44	Employed (full-time)	0	6530
Logan (C)	40-44	Employed (full-time)	1	27
Logan (C)	40-44	Employed (part-time)		34
Logan (C)	40-44	Employed (part-time)	0	2776
Logan (C)	40-44	Employed (part-time)	1	26
Logan (C)	45-49			11
Logan (C)	45-49		0	170
Logan (C)	45-49		1	4
Logan (C)	45-49	Employed (away from work)		6
Logan (C)	45-49	Employed (away from work)	0	205
Logan (C)	45-49	Employed (away from work)	1	12
Logan (C)	45-49	Employed (full-time)		79
Logan (C)	45-49	Employed (full-time)	0	6469
Logan (C)	45-49	Employed (full-time)	1	45
Logan (C)	45-49	Employed (part-time)		32
Logan (C)	45-49	Employed (part-time)	0	2694
Logan (C)	45-49	Employed (part-time)	1	55
Logan (C)	50-54			5
Logan (C)	50-54		0	129
Logan (C)	50-54		1	4
Logan (C)	50-54	Employed (away from work)		3
Logan (C)	50-54	Employed (away from work)	0	202
Logan (C)	50-54	Employed (away from work)	1	3
Logan (C)	50-54	Employed (full-time)		91
Logan (C)	50-54	Employed (full-time)	0	5893
Logan (C)	50-54	Employed (full-time)	1	38
Logan (C)	50-54	Employed (part-time)		35
Logan (C)	50-54	Employed (part-time)	0	2344
Logan (C)	50-54	Employed (part-time)	1	36
Logan (C)	55-59			6
Logan (C)	55-59		0	92
Logan (C)	55-59	Employed (away from work)		5
Logan (C)	55-59	Employed (away from work)	0	229
Logan (C)	55-59	Employed (away from work)	1	15
Logan (C)	55-59	Employed (full-time)		74
Logan (C)	55-59	Employed (full-time)	0	4768
Logan (C)	55-59	Employed (full-time)	1	37
Logan (C)	55-59	Employed (part-time)		25
Logan (C)	55-59	Employed (part-time)	0	2268
Logan (C)	55-59	Employed (part-time)	1	52
Logan (C)	60-64			7
Logan (C)	60-64		0	72
Logan (C)	60-64		1	4
Logan (C)	60-64	Employed (away from work)		3
Logan (C)	60-64	Employed (away from work)	0	187
Logan (C)	60-64	Employed (away from work)	1	9
Logan (C)	60-64	Employed (full-time)		40
Logan (C)	60-64	Employed (full-time)	0	2922
Logan (C)	60-64	Employed (full-time)	1	28
Logan (C)	60-64	Employed (part-time)		30
Logan (C)	60-64	Employed (part-time)	0	1750
Logan (C)	60-64	Employed (part-time)	1	31
Logan (C)	65-69			4
Logan (C)	65-69		0	40
Logan (C)	65-69		1	6
Logan (C)	65-69	Employed (away from work)	0	82
Logan (C)	65-69	Employed (away from work)	1	4
Logan (C)	65-69	Employed (full-time)		10
Logan (C)	65-69	Employed (full-time)	0	1018
Logan (C)	65-69	Employed (full-time)	1	12
Logan (C)	65-69	Employed (part-time)		13
Logan (C)	65-69	Employed (part-time)	0	984
Logan (C)	65-69	Employed (part-time)	1	24
Logan (C)	70-74			4
Logan (C)	70-74		0	16
Logan (C)	70-74		1	3
Logan (C)	70-74	Employed (away from work)	0	20
Logan (C)	70-74	Employed (full-time)		3
Logan (C)	70-74	Employed (full-time)	0	226
Logan (C)	70-74	Employed (full-time)	1	3
Logan (C)	70-74	Employed (part-time)		5
Logan (C)	70-74	Employed (part-time)	0	347
Logan (C)	70-74	Employed (part-time)	1	18
Logan (C)	75+		0	17
Logan (C)	75+		1	3
Logan (C)	75+	Employed (away from work)	0	12
Logan (C)	75+	Employed (full-time)	0	55
Logan (C)	75+	Employed (full-time)	1	4
Logan (C)	75+	Employed (part-time)		4
Logan (C)	75+	Employed (part-time)	0	141
Logan (C)	75+	Employed (part-time)	1	11
Longreach (R)	15-19		0	3
Longreach (R)	15-19	Employed (away from work)	0	3
Longreach (R)	15-19	Employed (full-time)	0	55
Longreach (R)	15-19	Employed (part-time)	0	76
Longreach (R)	20-24		0	7
Longreach (R)	20-24	Employed (away from work)	0	5
Longreach (R)	20-24	Employed (full-time)		4
Longreach (R)	20-24	Employed (full-time)	0	128
Longreach (R)	20-24	Employed (part-time)	0	29
Longreach (R)	25-29		0	3
Longreach (R)	25-29	Employed (away from work)	0	12
Longreach (R)	25-29	Employed (full-time)	0	122
Longreach (R)	25-29	Employed (part-time)	0	25
Longreach (R)	30-34		0	4
Longreach (R)	30-34	Employed (away from work)	0	13
Longreach (R)	30-34	Employed (full-time)	0	115
Longreach (R)	30-34	Employed (part-time)	0	28
Longreach (R)	35-39		0	3
Longreach (R)	35-39	Employed (away from work)	0	9
Longreach (R)	35-39	Employed (full-time)		4
Longreach (R)	35-39	Employed (full-time)	0	121
Longreach (R)	35-39	Employed (part-time)	0	34
Longreach (R)	40-44		0	3
Longreach (R)	40-44	Employed (away from work)	0	3
Longreach (R)	40-44	Employed (full-time)	0	114
Longreach (R)	40-44	Employed (part-time)	0	32
