LGA_NAME16	Age	EmploymentStatus	workers
Logan (C)	35-39	Contributing family workers	137
Logan (C)	35-39	Employee	7912
Logan (C)	35-39	Owner managers of incorporated enterprises	767
Logan (C)	35-39	Owner managers of unincorporated enterprises	749
Logan (C)	35-39	Status in employment not stated	92
Logan (C)	40-44	Contributing family workers	194
Logan (C)	40-44	Employee	7880
Logan (C)	40-44	Owner managers of incorporated enterprises	901
Logan (C)	40-44	Owner managers of unincorporated enterprises	840
Logan (C)	40-44	Status in employment not stated	90
Logan (C)	45-49	Contributing family workers	159
Logan (C)	45-49	Employee	7645
Logan (C)	45-49	Owner managers of incorporated enterprises	996
Logan (C)	45-49	Owner managers of unincorporated enterprises	912
Logan (C)	45-49	Status in employment not stated	78
Logan (C)	50-54	Contributing family workers	170
Logan (C)	50-54	Employee	6823
Logan (C)	50-54	Owner managers of incorporated enterprises	952
Logan (C)	50-54	Owner managers of unincorporated enterprises	770
Logan (C)	50-54	Status in employment not stated	70
Logan (C)	55-59	Contributing family workers	156
Logan (C)	55-59	Employee	5693
Logan (C)	55-59	Owner managers of incorporated enterprises	914
Logan (C)	55-59	Owner managers of unincorporated enterprises	743
Logan (C)	55-59	Status in employment not stated	64
Logan (C)	60-64	Contributing family workers	127
Logan (C)	60-64	Employee	3644
Logan (C)	60-64	Owner managers of incorporated enterprises	611
Logan (C)	60-64	Owner managers of unincorporated enterprises	633
Logan (C)	60-64	Status in employment not stated	55
Logan (C)	65-69	Contributing family workers	102
Logan (C)	65-69	Employee	1336
Logan (C)	65-69	Owner managers of incorporated enterprises	361
Logan (C)	65-69	Owner managers of unincorporated enterprises	367
Logan (C)	65-69	Status in employment not stated	30
Logan (C)	70-74	Contributing family workers	52
Logan (C)	70-74	Employee	344
Logan (C)	70-74	Owner managers of incorporated enterprises	116
Logan (C)	70-74	Owner managers of unincorporated enterprises	103
Logan (C)	70-74	Status in employment not stated	27
Logan (C)	75+	Contributing family workers	27
Logan (C)	75+	Employee	102
Logan (C)	75+	Owner managers of incorporated enterprises	45
Logan (C)	75+	Owner managers of unincorporated enterprises	41
Logan (C)	75+	Status in employment not stated	23
Longreach (R)	15-19	Contributing family workers	5
Longreach (R)	15-19	Employee	129
Longreach (R)	15-19	Status in employment not stated	10
Longreach (R)	20-24	Employee	167
Longreach (R)	20-24	Owner managers of unincorporated enterprises	4
Longreach (R)	25-29	Employee	145
Longreach (R)	25-29	Owner managers of unincorporated enterprises	13
Longreach (R)	25-29	Status in employment not stated	3
Longreach (R)	30-34	Contributing family workers	5
Longreach (R)	30-34	Employee	128
Longreach (R)	30-34	Owner managers of incorporated enterprises	14
Longreach (R)	30-34	Owner managers of unincorporated enterprises	21
Longreach (R)	35-39	Contributing family workers	7
Longreach (R)	35-39	Employee	125
Longreach (R)	35-39	Owner managers of incorporated enterprises	21
Longreach (R)	35-39	Owner managers of unincorporated enterprises	13
Longreach (R)	40-44	Contributing family workers	4
Longreach (R)	40-44	Employee	130
Longreach (R)	40-44	Owner managers of incorporated enterprises	17
Longreach (R)	40-44	Owner managers of unincorporated enterprises	10
Longreach (R)	45-49	Contributing family workers	16
Longreach (R)	45-49	Employee	156
Longreach (R)	45-49	Owner managers of incorporated enterprises	18
Longreach (R)	45-49	Owner managers of unincorporated enterprises	15
Longreach (R)	45-49	Status in employment not stated	3
Longreach (R)	50-54	Contributing family workers	10
Longreach (R)	50-54	Employee	168
Longreach (R)	50-54	Owner managers of incorporated enterprises	19
Longreach (R)	50-54	Owner managers of unincorporated enterprises	24
Longreach (R)	50-54	Status in employment not stated	3
Longreach (R)	55-59	Contributing family workers	17
Longreach (R)	55-59	Employee	152
Longreach (R)	55-59	Owner managers of incorporated enterprises	14
Longreach (R)	55-59	Owner managers of unincorporated enterprises	45
Longreach (R)	60-64	Contributing family workers	21
Longreach (R)	60-64	Employee	113
Longreach (R)	60-64	Owner managers of incorporated enterprises	17
Longreach (R)	60-64	Owner managers of unincorporated enterprises	18
Longreach (R)	60-64	Status in employment not stated	3
Longreach (R)	65-69	Contributing family workers	11
Longreach (R)	65-69	Employee	36
Longreach (R)	65-69	Owner managers of incorporated enterprises	10
Longreach (R)	65-69	Owner managers of unincorporated enterprises	16
Longreach (R)	70-74	Contributing family workers	12
Longreach (R)	70-74	Employee	6
Longreach (R)	75+	Contributing family workers	9
Longreach (R)	75+	Employee	6
Longreach (R)	75+	Owner managers of incorporated enterprises	3
Longreach (R)	75+	Owner managers of unincorporated enterprises	3
Mackay (R)	15-19	Contributing family workers	26
Mackay (R)	15-19	Employee	2991
Mackay (R)	15-19	Owner managers of incorporated enterprises	5
Mackay (R)	15-19	Owner managers of unincorporated enterprises	7
Mackay (R)	15-19	Status in employment not stated	43
Mackay (R)	20-24	Contributing family workers	15
Mackay (R)	20-24	Employee	3948
Mackay (R)	20-24	Owner managers of incorporated enterprises	26
Mackay (R)	20-24	Owner managers of unincorporated enterprises	67
Mackay (R)	20-24	Status in employment not stated	40
Mackay (R)	25-29	Contributing family workers	26
Mackay (R)	25-29	Employee	4299
Mackay (R)	25-29	Owner managers of incorporated enterprises	75
Mackay (R)	25-29	Owner managers of unincorporated enterprises	148
Mackay (R)	25-29	Status in employment not stated	27
Mackay (R)	30-34	Contributing family workers	65
Mackay (R)	30-34	Employee	4245
Mackay (R)	30-34	Owner managers of incorporated enterprises	232
Mackay (R)	30-34	Owner managers of unincorporated enterprises	265
Mackay (R)	30-34	Status in employment not stated	36
Mackay (R)	35-39	Contributing family workers	72
Mackay (R)	35-39	Employee	3846
Mackay (R)	35-39	Owner managers of incorporated enterprises	317
Mackay (R)	35-39	Owner managers of unincorporated enterprises	266
Mackay (R)	35-39	Status in employment not stated	40
Mackay (R)	40-44	Contributing family workers	75
Mackay (R)	40-44	Employee	4142
Mackay (R)	40-44	Owner managers of incorporated enterprises	409
Mackay (R)	40-44	Owner managers of unincorporated enterprises	306
Mackay (R)	40-44	Status in employment not stated	51
Mackay (R)	45-49	Contributing family workers	111
Mackay (R)	45-49	Employee	4433
Mackay (R)	45-49	Owner managers of incorporated enterprises	414
Mackay (R)	45-49	Owner managers of unincorporated enterprises	360
Mackay (R)	45-49	Status in employment not stated	45
Mackay (R)	50-54	Contributing family workers	117
Mackay (R)	50-54	Employee	4194
Mackay (R)	50-54	Owner managers of incorporated enterprises	400
Mackay (R)	50-54	Owner managers of unincorporated enterprises	342
Mackay (R)	50-54	Status in employment not stated	44
Mackay (R)	55-59	Contributing family workers	109
Mackay (R)	55-59	Employee	3627
Mackay (R)	55-59	Owner managers of incorporated enterprises	338
Mackay (R)	55-59	Owner managers of unincorporated enterprises	363
Mackay (R)	55-59	Status in employment not stated	54
Mackay (R)	60-64	Contributing family workers	127
Mackay (R)	60-64	Employee	2192
Mackay (R)	60-64	Owner managers of incorporated enterprises	248
Mackay (R)	60-64	Owner managers of unincorporated enterprises	290
Mackay (R)	60-64	Status in employment not stated	47
Mackay (R)	65-69	Contributing family workers	110
Mackay (R)	65-69	Employee	677
Mackay (R)	65-69	Owner managers of incorporated enterprises	110
Mackay (R)	65-69	Owner managers of unincorporated enterprises	182
Mackay (R)	65-69	Status in employment not stated	27
Mackay (R)	70-74	Contributing family workers	65
Mackay (R)	70-74	Employee	191
Mackay (R)	70-74	Owner managers of incorporated enterprises	55
Mackay (R)	70-74	Owner managers of unincorporated enterprises	101
Mackay (R)	70-74	Status in employment not stated	8
Mackay (R)	75+	Contributing family workers	65
Mackay (R)	75+	Employee	50
Mackay (R)	75+	Owner managers of incorporated enterprises	30
Mackay (R)	75+	Owner managers of unincorporated enterprises	60
Mackay (R)	75+	Status in employment not stated	40
McKinlay (S)	15-19	Employee	26
McKinlay (S)	20-24	Employee	67
McKinlay (S)	20-24	Owner managers of unincorporated enterprises	3
McKinlay (S)	25-29	Contributing family workers	3
McKinlay (S)	25-29	Employee	114
McKinlay (S)	25-29	Owner managers of incorporated enterprises	4
McKinlay (S)	25-29	Owner managers of unincorporated enterprises	3
McKinlay (S)	25-29	Status in employment not stated	4
McKinlay (S)	30-34	Contributing family workers	10
McKinlay (S)	30-34	Employee	148
McKinlay (S)	30-34	Owner managers of incorporated enterprises	4
McKinlay (S)	30-34	Owner managers of unincorporated enterprises	8
McKinlay (S)	30-34	Status in employment not stated	3
McKinlay (S)	35-39	Contributing family workers	3
McKinlay (S)	35-39	Employee	143
McKinlay (S)	35-39	Owner managers of incorporated enterprises	7
McKinlay (S)	35-39	Owner managers of unincorporated enterprises	9
McKinlay (S)	40-44	Contributing family workers	6
McKinlay (S)	40-44	Employee	132
McKinlay (S)	40-44	Owner managers of incorporated enterprises	5
McKinlay (S)	40-44	Owner managers of unincorporated enterprises	8
McKinlay (S)	45-49	Contributing family workers	6
McKinlay (S)	45-49	Employee	137
McKinlay (S)	45-49	Owner managers of incorporated enterprises	3
McKinlay (S)	45-49	Owner managers of unincorporated enterprises	7
McKinlay (S)	50-54	Contributing family workers	3
McKinlay (S)	50-54	Employee	98
McKinlay (S)	50-54	Owner managers of incorporated enterprises	8
McKinlay (S)	50-54	Owner managers of unincorporated enterprises	6
McKinlay (S)	55-59	Contributing family workers	3
McKinlay (S)	55-59	Employee	99
McKinlay (S)	55-59	Owner managers of incorporated enterprises	9
McKinlay (S)	55-59	Owner managers of unincorporated enterprises	4
McKinlay (S)	60-64	Contributing family workers	10
McKinlay (S)	60-64	Employee	43
McKinlay (S)	60-64	Owner managers of incorporated enterprises	3
McKinlay (S)	60-64	Owner managers of unincorporated enterprises	12
McKinlay (S)	65-69	Contributing family workers	3
McKinlay (S)	65-69	Employee	18
McKinlay (S)	65-69	Owner managers of incorporated enterprises	3
McKinlay (S)	65-69	Owner managers of unincorporated enterprises	4
McKinlay (S)	65-69	Status in employment not stated	3
McKinlay (S)	70-74	Contributing family workers	7
McKinlay (S)	70-74	Employee	3
McKinlay (S)	70-74	Owner managers of incorporated enterprises	3
McKinlay (S)	70-74	Owner managers of unincorporated enterprises	3
McKinlay (S)	75+	Contributing family workers	3
McKinlay (S)	75+	Owner managers of unincorporated enterprises	4
Mapoon (S)	15-19	Employee	3
Mapoon (S)	20-24	Employee	10
Mapoon (S)	25-29	Employee	8
Mapoon (S)	30-34	Employee	3
Mapoon (S)	35-39	Employee	8
Mapoon (S)	40-44	Employee	8
Mapoon (S)	45-49	Employee	3
Mapoon (S)	50-54	Employee	13
Mapoon (S)	55-59	Employee	10
Mapoon (S)	60-64	Employee	11
Mapoon (S)	65-69	Employee	5
Maranoa (R)	15-19	Contributing family workers	8
Maranoa (R)	15-19	Employee	307
Maranoa (R)	15-19	Owner managers of incorporated enterprises	3
Maranoa (R)	15-19	Owner managers of unincorporated enterprises	3
Maranoa (R)	15-19	Status in employment not stated	9
Maranoa (R)	20-24	Contributing family workers	5
Maranoa (R)	20-24	Employee	513
Maranoa (R)	20-24	Owner managers of incorporated enterprises	11
Maranoa (R)	20-24	Owner managers of unincorporated enterprises	17
Maranoa (R)	20-24	Status in employment not stated	8
Maranoa (R)	25-29	Contributing family workers	12
Maranoa (R)	25-29	Employee	682
Maranoa (R)	25-29	Owner managers of incorporated enterprises	27
Maranoa (R)	25-29	Owner managers of unincorporated enterprises	35
Maranoa (R)	25-29	Status in employment not stated	14
Maranoa (R)	30-34	Contributing family workers	15
Maranoa (R)	30-34	Employee	693
Maranoa (R)	30-34	Owner managers of incorporated enterprises	45
Maranoa (R)	30-34	Owner managers of unincorporated enterprises	65
Maranoa (R)	30-34	Status in employment not stated	4
Maranoa (R)	35-39	Contributing family workers	27
Maranoa (R)	35-39	Employee	549
Maranoa (R)	35-39	Owner managers of incorporated enterprises	35
Maranoa (R)	35-39	Owner managers of unincorporated enterprises	50
Maranoa (R)	35-39	Status in employment not stated	3
Maranoa (R)	40-44	Contributing family workers	45
Maranoa (R)	40-44	Employee	531
Maranoa (R)	40-44	Owner managers of incorporated enterprises	88
Maranoa (R)	40-44	Owner managers of unincorporated enterprises	71
Maranoa (R)	40-44	Status in employment not stated	14
Maranoa (R)	45-49	Contributing family workers	46
Maranoa (R)	45-49	Employee	584
Maranoa (R)	45-49	Owner managers of incorporated enterprises	67
Maranoa (R)	45-49	Owner managers of unincorporated enterprises	74
Maranoa (R)	45-49	Status in employment not stated	12
Maranoa (R)	50-54	Contributing family workers	73
Maranoa (R)	50-54	Employee	518
Maranoa (R)	50-54	Owner managers of incorporated enterprises	67
Maranoa (R)	50-54	Owner managers of unincorporated enterprises	84
Maranoa (R)	50-54	Status in employment not stated	14
Maranoa (R)	55-59	Contributing family workers	52
Maranoa (R)	55-59	Employee	408
Maranoa (R)	55-59	Owner managers of incorporated enterprises	73
Maranoa (R)	55-59	Owner managers of unincorporated enterprises	93
Maranoa (R)	55-59	Status in employment not stated	6
Maranoa (R)	60-64	Contributing family workers	65
Maranoa (R)	60-64	Employee	292
Maranoa (R)	60-64	Owner managers of incorporated enterprises	36
Maranoa (R)	60-64	Owner managers of unincorporated enterprises	68
Maranoa (R)	60-64	Status in employment not stated	12
Maranoa (R)	65-69	Contributing family workers	66
Maranoa (R)	65-69	Employee	94
Maranoa (R)	65-69	Owner managers of incorporated enterprises	21
Maranoa (R)	65-69	Owner managers of unincorporated enterprises	34
Maranoa (R)	65-69	Status in employment not stated	3
Maranoa (R)	70-74	Contributing family workers	54
Maranoa (R)	70-74	Employee	34
Maranoa (R)	70-74	Owner managers of incorporated enterprises	18
Maranoa (R)	70-74	Owner managers of unincorporated enterprises	43
Maranoa (R)	70-74	Status in employment not stated	7
Maranoa (R)	75+	Contributing family workers	48
Maranoa (R)	75+	Employee	15
Maranoa (R)	75+	Owner managers of incorporated enterprises	7
Maranoa (R)	75+	Owner managers of unincorporated enterprises	57
Maranoa (R)	75+	Status in employment not stated	5
Mareeba (S)	15-19	Contributing family workers	8
Mareeba (S)	15-19	Employee	392
Mareeba (S)	15-19	Status in employment not stated	12
Mareeba (S)	20-24	Contributing family workers	7
Mareeba (S)	20-24	Employee	490
Mareeba (S)	20-24	Owner managers of incorporated enterprises	3
Mareeba (S)	20-24	Owner managers of unincorporated enterprises	8
Mareeba (S)	20-24	Status in employment not stated	7
Mareeba (S)	25-29	Contributing family workers	13
Mareeba (S)	25-29	Employee	516
Mareeba (S)	25-29	Owner managers of incorporated enterprises	4
Mareeba (S)	25-29	Owner managers of unincorporated enterprises	40
Mareeba (S)	25-29	Status in employment not stated	9
Mareeba (S)	30-34	Contributing family workers	15
Mareeba (S)	30-34	Employee	486
Mareeba (S)	30-34	Owner managers of incorporated enterprises	33
Mareeba (S)	30-34	Owner managers of unincorporated enterprises	45
Mareeba (S)	30-34	Status in employment not stated	3
Mareeba (S)	35-39	Contributing family workers	20
Mareeba (S)	35-39	Employee	524
Mareeba (S)	35-39	Owner managers of incorporated enterprises	42
Mareeba (S)	35-39	Owner managers of unincorporated enterprises	49
Mareeba (S)	35-39	Status in employment not stated	7
Mareeba (S)	40-44	Contributing family workers	24
Mareeba (S)	40-44	Employee	610
Mareeba (S)	40-44	Owner managers of incorporated enterprises	63
Mareeba (S)	40-44	Owner managers of unincorporated enterprises	107
Mareeba (S)	40-44	Status in employment not stated	11
Mareeba (S)	45-49	Contributing family workers	36
Mareeba (S)	45-49	Employee	639
Mareeba (S)	45-49	Owner managers of incorporated enterprises	77
Mareeba (S)	45-49	Owner managers of unincorporated enterprises	141
Mareeba (S)	45-49	Status in employment not stated	12
Mareeba (S)	50-54	Contributing family workers	37
Mareeba (S)	50-54	Employee	651
Mareeba (S)	50-54	Owner managers of incorporated enterprises	91
Mareeba (S)	50-54	Owner managers of unincorporated enterprises	125
Mareeba (S)	50-54	Status in employment not stated	24
Mareeba (S)	55-59	Contributing family workers	56
Mareeba (S)	55-59	Employee	546
Mareeba (S)	55-59	Owner managers of incorporated enterprises	74
Mareeba (S)	55-59	Owner managers of unincorporated enterprises	136
Mareeba (S)	55-59	Status in employment not stated	17
Mareeba (S)	60-64	Contributing family workers	39
Mareeba (S)	60-64	Employee	410
Mareeba (S)	60-64	Owner managers of incorporated enterprises	53
Mareeba (S)	60-64	Owner managers of unincorporated enterprises	119
Mareeba (S)	60-64	Status in employment not stated	12
Mareeba (S)	65-69	Contributing family workers	43
Mareeba (S)	65-69	Employee	128
Mareeba (S)	65-69	Owner managers of incorporated enterprises	22
Mareeba (S)	65-69	Owner managers of unincorporated enterprises	72
Mareeba (S)	65-69	Status in employment not stated	9
Mareeba (S)	70-74	Contributing family workers	44
Mareeba (S)	70-74	Employee	54
Mareeba (S)	70-74	Owner managers of incorporated enterprises	20
Mareeba (S)	70-74	Owner managers of unincorporated enterprises	30
Mareeba (S)	70-74	Status in employment not stated	5
Mareeba (S)	75+	Contributing family workers	26
Mareeba (S)	75+	Employee	17
Mareeba (S)	75+	Owner managers of incorporated enterprises	12
Mareeba (S)	75+	Owner managers of unincorporated enterprises	34
Mareeba (S)	75+	Status in employment not stated	4
Moreton Bay (R)	15-19	Contributing family workers	50
Moreton Bay (R)	15-19	Employee	9640
Moreton Bay (R)	15-19	Owner managers of incorporated enterprises	17
Moreton Bay (R)	15-19	Owner managers of unincorporated enterprises	60
Moreton Bay (R)	15-19	Status in employment not stated	78
Moreton Bay (R)	20-24	Contributing family workers	53
Moreton Bay (R)	20-24	Employee	10878
Moreton Bay (R)	20-24	Owner managers of incorporated enterprises	112
Moreton Bay (R)	20-24	Owner managers of unincorporated enterprises	281
Moreton Bay (R)	20-24	Status in employment not stated	73
Moreton Bay (R)	25-29	Contributing family workers	88
Moreton Bay (R)	25-29	Employee	9829
Moreton Bay (R)	25-29	Owner managers of incorporated enterprises	325
Moreton Bay (R)	25-29	Owner managers of unincorporated enterprises	570
Moreton Bay (R)	25-29	Status in employment not stated	69
Moreton Bay (R)	30-34	Contributing family workers	173
Moreton Bay (R)	30-34	Employee	9491
Moreton Bay (R)	30-34	Owner managers of incorporated enterprises	670
Moreton Bay (R)	30-34	Owner managers of unincorporated enterprises	872
Moreton Bay (R)	30-34	Status in employment not stated	77
Moreton Bay (R)	35-39	Contributing family workers	186
Moreton Bay (R)	35-39	Employee	9070
Moreton Bay (R)	35-39	Owner managers of incorporated enterprises	905
Moreton Bay (R)	35-39	Owner managers of unincorporated enterprises	1045
Moreton Bay (R)	35-39	Status in employment not stated	80
Moreton Bay (R)	40-44	Contributing family workers	233
Moreton Bay (R)	40-44	Employee	10005
Moreton Bay (R)	40-44	Owner managers of incorporated enterprises	1336
Moreton Bay (R)	40-44	Owner managers of unincorporated enterprises	1211
Moreton Bay (R)	40-44	Status in employment not stated	106
Moreton Bay (R)	45-49	Contributing family workers	260
Moreton Bay (R)	45-49	Employee	10036
Moreton Bay (R)	45-49	Owner managers of incorporated enterprises	1410
Moreton Bay (R)	45-49	Owner managers of unincorporated enterprises	1250
Moreton Bay (R)	45-49	Status in employment not stated	105
Moreton Bay (R)	50-54	Contributing family workers	220
Moreton Bay (R)	50-54	Employee	8932
Moreton Bay (R)	50-54	Owner managers of incorporated enterprises	1301
Moreton Bay (R)	50-54	Owner managers of unincorporated enterprises	1247
Moreton Bay (R)	50-54	Status in employment not stated	84
Moreton Bay (R)	55-59	Contributing family workers	246
Moreton Bay (R)	55-59	Employee	7298
Moreton Bay (R)	55-59	Owner managers of incorporated enterprises	1099
Moreton Bay (R)	55-59	Owner managers of unincorporated enterprises	1147
Moreton Bay (R)	55-59	Status in employment not stated	90
Moreton Bay (R)	60-64	Contributing family workers	194
Moreton Bay (R)	60-64	Employee	4516
Moreton Bay (R)	60-64	Owner managers of incorporated enterprises	745
Moreton Bay (R)	60-64	Owner managers of unincorporated enterprises	896
Moreton Bay (R)	60-64	Status in employment not stated	84
Moreton Bay (R)	65-69	Contributing family workers	160
Moreton Bay (R)	65-69	Employee	1661
Moreton Bay (R)	65-69	Owner managers of incorporated enterprises	457
Moreton Bay (R)	65-69	Owner managers of unincorporated enterprises	548
Moreton Bay (R)	65-69	Status in employment not stated	69
Moreton Bay (R)	70-74	Contributing family workers	78
Moreton Bay (R)	70-74	Employee	454
Moreton Bay (R)	70-74	Owner managers of incorporated enterprises	165
Moreton Bay (R)	70-74	Owner managers of unincorporated enterprises	237
Moreton Bay (R)	70-74	Status in employment not stated	40
Moreton Bay (R)	75+	Contributing family workers	58
Moreton Bay (R)	75+	Employee	135
Moreton Bay (R)	75+	Owner managers of incorporated enterprises	65
Moreton Bay (R)	75+	Owner managers of unincorporated enterprises	86
Moreton Bay (R)	75+	Status in employment not stated	44
Mornington (S)	15-19	Employee	24
Mornington (S)	20-24	Employee	34
Mornington (S)	25-29	Employee	42
Mornington (S)	30-34	Employee	39
Mornington (S)	35-39	Employee	51
Mornington (S)	40-44	Employee	27
Mornington (S)	45-49	Employee	36
Mornington (S)	50-54	Employee	25
Mornington (S)	50-54	Owner managers of incorporated enterprises	3
Mornington (S)	50-54	Owner managers of unincorporated enterprises	3
Mornington (S)	55-59	Employee	23
Mornington (S)	60-64	Employee	19
Mornington (S)	65-69	Employee	12
Mornington (S)	70-74	Employee	3
Mornington (S)	75+	Employee	3
Mount Isa (C)	15-19	Employee	473
Mount Isa (C)	15-19	Owner managers of unincorporated enterprises	3
Mount Isa (C)	15-19	Status in employment not stated	3
Mount Isa (C)	20-24	Employee	905
Mount Isa (C)	20-24	Owner managers of incorporated enterprises	3
Mount Isa (C)	20-24	Owner managers of unincorporated enterprises	3
Mount Isa (C)	20-24	Status in employment not stated	5
Mount Isa (C)	25-29	Contributing family workers	5
Mount Isa (C)	25-29	Employee	1261
Mount Isa (C)	25-29	Owner managers of incorporated enterprises	12
Mount Isa (C)	25-29	Owner managers of unincorporated enterprises	24
Mount Isa (C)	25-29	Status in employment not stated	3
Mount Isa (C)	30-34	Contributing family workers	4
Mount Isa (C)	30-34	Employee	1142
Mount Isa (C)	30-34	Owner managers of incorporated enterprises	28
Mount Isa (C)	30-34	Owner managers of unincorporated enterprises	28
Mount Isa (C)	30-34	Status in employment not stated	12
Mount Isa (C)	35-39	Contributing family workers	7
Mount Isa (C)	35-39	Employee	946
Mount Isa (C)	35-39	Owner managers of incorporated enterprises	31
Mount Isa (C)	35-39	Owner managers of unincorporated enterprises	27
Mount Isa (C)	35-39	Status in employment not stated	4
Mount Isa (C)	40-44	Contributing family workers	7
Mount Isa (C)	40-44	Employee	879
Mount Isa (C)	40-44	Owner managers of incorporated enterprises	45
Mount Isa (C)	40-44	Owner managers of unincorporated enterprises	25
Mount Isa (C)	40-44	Status in employment not stated	10
Mount Isa (C)	45-49	Contributing family workers	7
Mount Isa (C)	45-49	Employee	851
Mount Isa (C)	45-49	Owner managers of incorporated enterprises	49
Mount Isa (C)	45-49	Owner managers of unincorporated enterprises	39
Mount Isa (C)	45-49	Status in employment not stated	10
Mount Isa (C)	50-54	Contributing family workers	3
Mount Isa (C)	50-54	Employee	883
Mount Isa (C)	50-54	Owner managers of incorporated enterprises	33
Mount Isa (C)	50-54	Owner managers of unincorporated enterprises	23
Mount Isa (C)	50-54	Status in employment not stated	9
Mount Isa (C)	55-59	Contributing family workers	5
Mount Isa (C)	55-59	Employee	609
Mount Isa (C)	55-59	Owner managers of incorporated enterprises	37
Mount Isa (C)	55-59	Owner managers of unincorporated enterprises	42
Mount Isa (C)	55-59	Status in employment not stated	7
Mount Isa (C)	60-64	Contributing family workers	11
Mount Isa (C)	60-64	Employee	341
Mount Isa (C)	60-64	Owner managers of incorporated enterprises	25
Mount Isa (C)	60-64	Owner managers of unincorporated enterprises	27
Mount Isa (C)	60-64	Status in employment not stated	3
Mount Isa (C)	65-69	Contributing family workers	6
Mount Isa (C)	65-69	Employee	146
Mount Isa (C)	65-69	Owner managers of incorporated enterprises	12
Mount Isa (C)	65-69	Owner managers of unincorporated enterprises	9
Mount Isa (C)	65-69	Status in employment not stated	7
Mount Isa (C)	70-74	Contributing family workers	7
Mount Isa (C)	70-74	Employee	48
Mount Isa (C)	70-74	Owner managers of incorporated enterprises	6
Mount Isa (C)	70-74	Owner managers of unincorporated enterprises	8
Mount Isa (C)	70-74	Status in employment not stated	3
Mount Isa (C)	75+	Contributing family workers	4
Mount Isa (C)	75+	Employee	10
Mount Isa (C)	75+	Owner managers of unincorporated enterprises	3
Mount Isa (C)	75+	Status in employment not stated	3
Murweh (S)	15-19	Employee	96
Murweh (S)	20-24	Employee	163
Murweh (S)	20-24	Owner managers of incorporated enterprises	3
Murweh (S)	20-24	Owner managers of unincorporated enterprises	3
Murweh (S)	25-29	Contributing family workers	7
Murweh (S)	25-29	Employee	193
Murweh (S)	25-29	Owner managers of incorporated enterprises	8
Murweh (S)	25-29	Owner managers of unincorporated enterprises	18
Murweh (S)	30-34	Contributing family workers	3
Murweh (S)	30-34	Employee	133
Murweh (S)	30-34	Owner managers of incorporated enterprises	9
Murweh (S)	30-34	Owner managers of unincorporated enterprises	18
Murweh (S)	30-34	Status in employment not stated	3
Murweh (S)	35-39	Contributing family workers	11
Murweh (S)	35-39	Employee	132
Murweh (S)	35-39	Owner managers of incorporated enterprises	12
Murweh (S)	35-39	Owner managers of unincorporated enterprises	26
Murweh (S)	40-44	Contributing family workers	11
Murweh (S)	40-44	Employee	151
Murweh (S)	40-44	Owner managers of incorporated enterprises	13
Murweh (S)	40-44	Owner managers of unincorporated enterprises	25
Murweh (S)	40-44	Status in employment not stated	3
Murweh (S)	45-49	Contributing family workers	13
Murweh (S)	45-49	Employee	127
Murweh (S)	45-49	Owner managers of incorporated enterprises	15
Murweh (S)	45-49	Owner managers of unincorporated enterprises	31
Murweh (S)	45-49	Status in employment not stated	3
Murweh (S)	50-54	Contributing family workers	22
Murweh (S)	50-54	Employee	160
Murweh (S)	50-54	Owner managers of incorporated enterprises	23
Murweh (S)	50-54	Owner managers of unincorporated enterprises	34
Murweh (S)	50-54	Status in employment not stated	3
Murweh (S)	55-59	Contributing family workers	16
Murweh (S)	55-59	Employee	172
Murweh (S)	55-59	Owner managers of incorporated enterprises	17
Murweh (S)	55-59	Owner managers of unincorporated enterprises	29
Murweh (S)	55-59	Status in employment not stated	6
Murweh (S)	60-64	Contributing family workers	18
Murweh (S)	60-64	Employee	103
Murweh (S)	60-64	Owner managers of incorporated enterprises	11
Murweh (S)	60-64	Owner managers of unincorporated enterprises	34
Murweh (S)	60-64	Status in employment not stated	6
Murweh (S)	65-69	Contributing family workers	11
Murweh (S)	65-69	Employee	32
Murweh (S)	65-69	Owner managers of incorporated enterprises	3
Murweh (S)	65-69	Owner managers of unincorporated enterprises	14
Murweh (S)	65-69	Status in employment not stated	7
Murweh (S)	70-74	Contributing family workers	15
Murweh (S)	70-74	Employee	8
Murweh (S)	70-74	Owner managers of unincorporated enterprises	10
Murweh (S)	75+	Contributing family workers	13
Murweh (S)	75+	Employee	5
Murweh (S)	75+	Owner managers of unincorporated enterprises	3
Napranum (S)	20-24	Employee	20
Napranum (S)	25-29	Employee	20
Napranum (S)	30-34	Employee	25
Napranum (S)	35-39	Employee	31
Napranum (S)	40-44	Employee	35
Napranum (S)	45-49	Employee	23
Napranum (S)	50-54	Employee	30
Napranum (S)	55-59	Employee	20
Napranum (S)	60-64	Employee	8
Napranum (S)	65-69	Employee	3
Napranum (S)	70-74	Employee	3
Noosa (S)	15-19	Contributing family workers	16
Noosa (S)	15-19	Employee	1489
Noosa (S)	15-19	Owner managers of incorporated enterprises	6
Noosa (S)	15-19	Owner managers of unincorporated enterprises	9
Noosa (S)	15-19	Status in employment not stated	16
Noosa (S)	20-24	Contributing family workers	5
Noosa (S)	20-24	Employee	1346
Noosa (S)	20-24	Owner managers of incorporated enterprises	8
Noosa (S)	20-24	Owner managers of unincorporated enterprises	44
Noosa (S)	20-24	Status in employment not stated	10
Noosa (S)	25-29	Contributing family workers	11
Noosa (S)	25-29	Employee	1213
