LGA_NAME16	ModeTravelToWork	NumberModes	Occupation	workers
Franklin Harbour (DC)	Did not go to work		Machinery operators and drivers	4
Franklin Harbour (DC)	Did not go to work		Managers	15
Franklin Harbour (DC)	Did not go to work		Professionals	8
Franklin Harbour (DC)	Did not go to work		Sales workers	10
Franklin Harbour (DC)	Did not go to work		Technicians and trades workers	8
Franklin Harbour (DC)	Method of travel not stated			4
Franklin Harbour (DC)	Method of travel not stated		Managers	3
Franklin Harbour (DC)	Motorbike scooter	1	Labourers	3
Franklin Harbour (DC)	(Other)	1	Labourers	3
Franklin Harbour (DC)	(Other)	1	Managers	3
Franklin Harbour (DC)	Other two methods	2	Labourers	3
Franklin Harbour (DC)	Truck	1	Managers	3
Franklin Harbour (DC)	Walked only	1	Clerical and administrative workers	3
Franklin Harbour (DC)	Walked only	1	Community and personal service workers	4
Franklin Harbour (DC)	Walked only	1	Labourers	5
Franklin Harbour (DC)	Walked only	1	Managers	11
Franklin Harbour (DC)	Walked only	1	Professionals	3
Franklin Harbour (DC)	Walked only	1	Sales workers	3
Franklin Harbour (DC)	Walked only	1	Technicians and trades workers	3
Franklin Harbour (DC)	Worked at home		Clerical and administrative workers	5
Franklin Harbour (DC)	Worked at home		Managers	33
Franklin Harbour (DC)	Worked at home		Professionals	4
Franklin Harbour (DC)	Worked at home		Sales workers	3
Gawler (T)	Bicycle	1	Clerical and administrative workers	4
Gawler (T)	Bicycle	1	Community and personal service workers	6
Gawler (T)	Bicycle	1	Professionals	3
Gawler (T)	Bicycle	1	Technicians and trades workers	3
Gawler (T)	Bus	1	Labourers	3
Gawler (T)	Bus	1	Sales workers	4
Gawler (T)	Car as driver	1		38
Gawler (T)	Car as driver	1	Clerical and administrative workers	589
Gawler (T)	Car as driver	1	Community and personal service workers	733
Gawler (T)	Car as driver	1	Labourers	479
Gawler (T)	Car as driver	1	Machinery operators and drivers	167
Gawler (T)	Car as driver	1	Managers	481
Gawler (T)	Car as driver	1	Professionals	917
Gawler (T)	Car as driver	1	Sales workers	694
Gawler (T)	Car as driver	1	Technicians and trades workers	571
Gawler (T)	Car as passenger	1		3
Gawler (T)	Car as passenger	1	Clerical and administrative workers	12
Gawler (T)	Car as passenger	1	Community and personal service workers	47
Gawler (T)	Car as passenger	1	Labourers	89
Gawler (T)	Car as passenger	1	Machinery operators and drivers	4
Gawler (T)	Car as passenger	1	Managers	15
Gawler (T)	Car as passenger	1	Professionals	38
Gawler (T)	Car as passenger	1	Sales workers	82
Gawler (T)	Car as passenger	1	Technicians and trades workers	24
Gawler (T)	Did not go to work			5
Gawler (T)	Did not go to work		Clerical and administrative workers	91
Gawler (T)	Did not go to work		Community and personal service workers	169
Gawler (T)	Did not go to work		Labourers	100
Gawler (T)	Did not go to work		Machinery operators and drivers	18
Gawler (T)	Did not go to work		Managers	46
Gawler (T)	Did not go to work		Professionals	129
Gawler (T)	Did not go to work		Sales workers	199
Gawler (T)	Did not go to work		Technicians and trades workers	59
Gawler (T)	Method of travel not stated			10
Gawler (T)	Method of travel not stated		Clerical and administrative workers	3
Gawler (T)	Method of travel not stated		Community and personal service workers	8
Gawler (T)	Method of travel not stated		Labourers	4
Gawler (T)	Method of travel not stated		Machinery operators and drivers	6
Gawler (T)	Method of travel not stated		Professionals	3
Gawler (T)	Method of travel not stated		Sales workers	8
Gawler (T)	Method of travel not stated		Technicians and trades workers	3
Gawler (T)	Motorbike scooter	1	Labourers	9
Gawler (T)	Motorbike scooter	1	Professionals	4
Gawler (T)	Motorbike scooter	1	Sales workers	3
Gawler (T)	Motorbike scooter	1	Technicians and trades workers	4
Gawler (T)	(Other)	1	Labourers	3
Gawler (T)	(Other)	1	Professionals	9
Gawler (T)	(Other)	1	Technicians and trades workers	3
Gawler (T)	Other two methods	2	Clerical and administrative workers	4
Gawler (T)	Other two methods	2	Labourers	9
Gawler (T)	Other two methods	2	Machinery operators and drivers	5
Gawler (T)	Other two methods	2	Professionals	9
Gawler (T)	Other two methods	2	Sales workers	7
Gawler (T)	Other two methods	2	Technicians and trades workers	4
Gawler (T)	Taxi	1	Labourers	3
Gawler (T)	Train	1	Community and personal service workers	8
Gawler (T)	Train	1	Labourers	3
Gawler (T)	Train	1	Managers	4
Gawler (T)	Train	1	Professionals	3
Gawler (T)	Train	1	Sales workers	9
Gawler (T)	Train	1	Technicians and trades workers	3
Gawler (T)	Train and bus	2	Community and personal service workers	3
Gawler (T)	Train and bus	2	Labourers	3
Gawler (T)	Train and bus	2	Professionals	4
Gawler (T)	Train and car as driver	2	Professionals	3
Gawler (T)	Train and car as passenger	2	Sales workers	3
Gawler (T)	Train and two other methods	3	Technicians and trades workers	3
Gawler (T)	Truck	1	Labourers	11
Gawler (T)	Truck	1	Machinery operators and drivers	8
Gawler (T)	Truck	1	Technicians and trades workers	8
Gawler (T)	Walked only	1		3
Gawler (T)	Walked only	1	Clerical and administrative workers	12
Gawler (T)	Walked only	1	Community and personal service workers	34
Gawler (T)	Walked only	1	Labourers	25
Gawler (T)	Walked only	1	Machinery operators and drivers	4
Gawler (T)	Walked only	1	Managers	21
Gawler (T)	Walked only	1	Professionals	20
Gawler (T)	Walked only	1	Sales workers	20
Gawler (T)	Walked only	1	Technicians and trades workers	8
Gawler (T)	Worked at home			5
Gawler (T)	Worked at home		Clerical and administrative workers	62
Gawler (T)	Worked at home		Community and personal service workers	27
Gawler (T)	Worked at home		Labourers	13
Gawler (T)	Worked at home		Machinery operators and drivers	3
Gawler (T)	Worked at home		Managers	52
Gawler (T)	Worked at home		Professionals	67
Gawler (T)	Worked at home		Sales workers	16
Gawler (T)	Worked at home		Technicians and trades workers	38
Goyder (DC)	Bicycle	1	Professionals	3
Goyder (DC)	Car as driver	1		14
Goyder (DC)	Car as driver	1	Clerical and administrative workers	58
Goyder (DC)	Car as driver	1	Community and personal service workers	62
Goyder (DC)	Car as driver	1	Labourers	131
Goyder (DC)	Car as driver	1	Machinery operators and drivers	38
Goyder (DC)	Car as driver	1	Managers	160
Goyder (DC)	Car as driver	1	Professionals	96
Goyder (DC)	Car as driver	1	Sales workers	40
Goyder (DC)	Car as driver	1	Technicians and trades workers	133
Goyder (DC)	Car as passenger	1	Community and personal service workers	8
Goyder (DC)	Car as passenger	1	Labourers	11
Goyder (DC)	Car as passenger	1	Managers	7
Goyder (DC)	Car as passenger	1	Professionals	6
Goyder (DC)	Car as passenger	1	Sales workers	8
Goyder (DC)	Car as passenger	1	Technicians and trades workers	12
Goyder (DC)	Did not go to work		Clerical and administrative workers	13
Goyder (DC)	Did not go to work		Community and personal service workers	17
Goyder (DC)	Did not go to work		Labourers	21
Goyder (DC)	Did not go to work		Machinery operators and drivers	6
Goyder (DC)	Did not go to work		Managers	16
Goyder (DC)	Did not go to work		Professionals	18
Goyder (DC)	Did not go to work		Sales workers	15
Goyder (DC)	Did not go to work		Technicians and trades workers	14
Goyder (DC)	Method of travel not stated			9
Goyder (DC)	Method of travel not stated		Labourers	3
Goyder (DC)	Method of travel not stated		Sales workers	3
Goyder (DC)	Motorbike scooter	1	Labourers	3
Goyder (DC)	Motorbike scooter	1	Managers	3
Goyder (DC)	(Other)	1		6
Goyder (DC)	(Other)	1	Labourers	3
Goyder (DC)	(Other)	1	Machinery operators and drivers	3
Goyder (DC)	(Other)	1	Managers	9
Goyder (DC)	Other two methods	2	Managers	3
Goyder (DC)	Truck	1	Machinery operators and drivers	14
Goyder (DC)	Truck	1	Managers	8
Goyder (DC)	Walked only	1		3
Goyder (DC)	Walked only	1	Clerical and administrative workers	9
Goyder (DC)	Walked only	1	Community and personal service workers	3
Goyder (DC)	Walked only	1	Labourers	11
Goyder (DC)	Walked only	1	Machinery operators and drivers	3
Goyder (DC)	Walked only	1	Managers	38
Goyder (DC)	Walked only	1	Professionals	4
Goyder (DC)	Walked only	1	Technicians and trades workers	7
Goyder (DC)	Worked at home			8
Goyder (DC)	Worked at home		Clerical and administrative workers	30
Goyder (DC)	Worked at home		Community and personal service workers	3
Goyder (DC)	Worked at home		Labourers	18
Goyder (DC)	Worked at home		Machinery operators and drivers	3
Goyder (DC)	Worked at home		Managers	190
Goyder (DC)	Worked at home		Professionals	15
Goyder (DC)	Worked at home		Sales workers	3
Goyder (DC)	Worked at home		Technicians and trades workers	12
Grant (DC)	Bicycle	1	Managers	3
Grant (DC)	Bus	1	Labourers	3
Grant (DC)	Car as driver	1		15
Grant (DC)	Car as driver	1	Clerical and administrative workers	93
Grant (DC)	Car as driver	1	Community and personal service workers	106
Grant (DC)	Car as driver	1	Labourers	358
Grant (DC)	Car as driver	1	Machinery operators and drivers	241
Grant (DC)	Car as driver	1	Managers	261
Grant (DC)	Car as driver	1	Professionals	109
Grant (DC)	Car as driver	1	Sales workers	22
Grant (DC)	Car as driver	1	Technicians and trades workers	181
Grant (DC)	Car as passenger	1	Clerical and administrative workers	3
Grant (DC)	Car as passenger	1	Community and personal service workers	7
Grant (DC)	Car as passenger	1	Labourers	26
Grant (DC)	Car as passenger	1	Machinery operators and drivers	10
Grant (DC)	Car as passenger	1	Managers	14
Grant (DC)	Car as passenger	1	Professionals	4
Grant (DC)	Car as passenger	1	Sales workers	3
Grant (DC)	Car as passenger	1	Technicians and trades workers	4
Grant (DC)	Did not go to work			3
Grant (DC)	Did not go to work		Clerical and administrative workers	32
Grant (DC)	Did not go to work		Community and personal service workers	42
Grant (DC)	Did not go to work		Labourers	57
Grant (DC)	Did not go to work		Machinery operators and drivers	25
Grant (DC)	Did not go to work		Managers	24
Grant (DC)	Did not go to work		Professionals	28
Grant (DC)	Did not go to work		Sales workers	3
Grant (DC)	Did not go to work		Technicians and trades workers	18
Grant (DC)	Method of travel not stated			8
Grant (DC)	Method of travel not stated		Clerical and administrative workers	3
Grant (DC)	Method of travel not stated		Labourers	5
Grant (DC)	Method of travel not stated		Machinery operators and drivers	9
Grant (DC)	Method of travel not stated		Managers	10
Grant (DC)	Motorbike scooter	1	Labourers	3
Grant (DC)	Motorbike scooter	1	Managers	8
Grant (DC)	(Other)	1	Machinery operators and drivers	3
Grant (DC)	(Other)	1	Managers	18
Grant (DC)	Other two methods	2	Labourers	5
Grant (DC)	Other two methods	2	Machinery operators and drivers	5
Grant (DC)	Other two methods	2	Managers	3
Grant (DC)	Truck	1	Clerical and administrative workers	3
Grant (DC)	Truck	1	Machinery operators and drivers	22
Grant (DC)	Truck	1	Managers	8
Grant (DC)	Truck	1	Technicians and trades workers	5
Grant (DC)	Walked only	1	Clerical and administrative workers	13
Grant (DC)	Walked only	1	Labourers	25
Grant (DC)	Walked only	1	Machinery operators and drivers	5
Grant (DC)	Walked only	1	Managers	37
Grant (DC)	Walked only	1	Professionals	9
Grant (DC)	Walked only	1	Technicians and trades workers	6
Grant (DC)	Worked at home			8
Grant (DC)	Worked at home		Clerical and administrative workers	55
Grant (DC)	Worked at home		Community and personal service workers	8
Grant (DC)	Worked at home		Labourers	20
Grant (DC)	Worked at home		Machinery operators and drivers	4
Grant (DC)	Worked at home		Managers	205
Grant (DC)	Worked at home		Professionals	23
Grant (DC)	Worked at home		Sales workers	8
Grant (DC)	Worked at home		Technicians and trades workers	23
Holdfast Bay (C)	Bicycle	1		3
Holdfast Bay (C)	Bicycle	1	Clerical and administrative workers	11
Holdfast Bay (C)	Bicycle	1	Community and personal service workers	20
Holdfast Bay (C)	Bicycle	1	Labourers	14
Holdfast Bay (C)	Bicycle	1	Machinery operators and drivers	6
Holdfast Bay (C)	Bicycle	1	Managers	13
Holdfast Bay (C)	Bicycle	1	Professionals	25
Holdfast Bay (C)	Bicycle	1	Sales workers	9
Holdfast Bay (C)	Bicycle	1	Technicians and trades workers	20
Holdfast Bay (C)	Bus	1	Clerical and administrative workers	12
Holdfast Bay (C)	Bus	1	Community and personal service workers	46
Holdfast Bay (C)	Bus	1	Labourers	86
Holdfast Bay (C)	Bus	1	Machinery operators and drivers	7
Holdfast Bay (C)	Bus	1	Managers	11
Holdfast Bay (C)	Bus	1	Professionals	9
Holdfast Bay (C)	Bus	1	Sales workers	26
Holdfast Bay (C)	Bus	1	Technicians and trades workers	14
Holdfast Bay (C)	Bus and car as driver	2	Labourers	4
Holdfast Bay (C)	Bus and car as driver	2	Professionals	4
Holdfast Bay (C)	Bus and car as driver	2	Sales workers	3
Holdfast Bay (C)	Bus and car as passenger	2	Community and personal service workers	3
Holdfast Bay (C)	Bus and car as passenger	2	Labourers	7
Holdfast Bay (C)	Bus and car as passenger	2	Sales workers	4
Holdfast Bay (C)	Bus and other	2	Labourers	3
Holdfast Bay (C)	Bus and tram includes light rail	2	Community and personal service workers	3
Holdfast Bay (C)	Bus and tram includes light rail	2	Labourers	8
Holdfast Bay (C)	Bus and tram includes light rail	2	Sales workers	3
Holdfast Bay (C)	Bus and tram includes light rail	2	Technicians and trades workers	3
Holdfast Bay (C)	Bus and two other methods excludes train	3	Community and personal service workers	3
Holdfast Bay (C)	Bus and two other methods excludes train	3	Sales workers	3
Holdfast Bay (C)	Car as driver	1		68
Holdfast Bay (C)	Car as driver	1	Clerical and administrative workers	961
Holdfast Bay (C)	Car as driver	1	Community and personal service workers	1735
Holdfast Bay (C)	Car as driver	1	Labourers	645
Holdfast Bay (C)	Car as driver	1	Machinery operators and drivers	135
Holdfast Bay (C)	Car as driver	1	Managers	958
Holdfast Bay (C)	Car as driver	1	Professionals	1463
Holdfast Bay (C)	Car as driver	1	Sales workers	959
Holdfast Bay (C)	Car as driver	1	Technicians and trades workers	1175
Holdfast Bay (C)	Car as passenger	1		7
Holdfast Bay (C)	Car as passenger	1	Clerical and administrative workers	36
Holdfast Bay (C)	Car as passenger	1	Community and personal service workers	113
Holdfast Bay (C)	Car as passenger	1	Labourers	146
Holdfast Bay (C)	Car as passenger	1	Machinery operators and drivers	9
Holdfast Bay (C)	Car as passenger	1	Managers	33
Holdfast Bay (C)	Car as passenger	1	Professionals	34
Holdfast Bay (C)	Car as passenger	1	Sales workers	113
Holdfast Bay (C)	Car as passenger	1	Technicians and trades workers	60
Holdfast Bay (C)	Did not go to work			9
Holdfast Bay (C)	Did not go to work		Clerical and administrative workers	163
Holdfast Bay (C)	Did not go to work		Community and personal service workers	457
Holdfast Bay (C)	Did not go to work		Labourers	194
Holdfast Bay (C)	Did not go to work		Machinery operators and drivers	27
Holdfast Bay (C)	Did not go to work		Managers	107
Holdfast Bay (C)	Did not go to work		Professionals	207
Holdfast Bay (C)	Did not go to work		Sales workers	293
Holdfast Bay (C)	Did not go to work		Technicians and trades workers	133
Holdfast Bay (C)	Ferry	1		3
Holdfast Bay (C)	Method of travel not stated			29
Holdfast Bay (C)	Method of travel not stated		Clerical and administrative workers	6
Holdfast Bay (C)	Method of travel not stated		Community and personal service workers	11
Holdfast Bay (C)	Method of travel not stated		Labourers	18
Holdfast Bay (C)	Method of travel not stated		Machinery operators and drivers	3
Holdfast Bay (C)	Method of travel not stated		Managers	8
Holdfast Bay (C)	Method of travel not stated		Professionals	7
Holdfast Bay (C)	Method of travel not stated		Sales workers	12
Holdfast Bay (C)	Method of travel not stated		Technicians and trades workers	3
Holdfast Bay (C)	Motorbike scooter	1	Community and personal service workers	9
Holdfast Bay (C)	Motorbike scooter	1	Labourers	3
Holdfast Bay (C)	Motorbike scooter	1	Machinery operators and drivers	3
Holdfast Bay (C)	Motorbike scooter	1	Managers	3
Holdfast Bay (C)	Motorbike scooter	1	Professionals	11
Holdfast Bay (C)	Motorbike scooter	1	Sales workers	5
Holdfast Bay (C)	Motorbike scooter	1	Technicians and trades workers	12
Holdfast Bay (C)	(Other)	1		8
Holdfast Bay (C)	(Other)	1	Clerical and administrative workers	3
Holdfast Bay (C)	(Other)	1	Community and personal service workers	3
Holdfast Bay (C)	(Other)	1	Labourers	6
Holdfast Bay (C)	(Other)	1	Managers	9
Holdfast Bay (C)	(Other)	1	Professionals	15
Holdfast Bay (C)	(Other)	1	Sales workers	5
Holdfast Bay (C)	(Other)	1	Technicians and trades workers	15
Holdfast Bay (C)	Other three methods	3	Professionals	3
Holdfast Bay (C)	Other two methods	2	Clerical and administrative workers	3
Holdfast Bay (C)	Other two methods	2	Community and personal service workers	23
Holdfast Bay (C)	Other two methods	2	Labourers	8
Holdfast Bay (C)	Other two methods	2	Machinery operators and drivers	3
Holdfast Bay (C)	Other two methods	2	Managers	10
Holdfast Bay (C)	Other two methods	2	Professionals	10
Holdfast Bay (C)	Other two methods	2	Sales workers	12
Holdfast Bay (C)	Other two methods	2	Technicians and trades workers	13
Holdfast Bay (C)	Taxi	1	Labourers	12
Holdfast Bay (C)	Taxi	1	Machinery operators and drivers	3
Holdfast Bay (C)	Taxi	1	Technicians and trades workers	3
Holdfast Bay (C)	Train	1	Community and personal service workers	12
Holdfast Bay (C)	Train	1	Labourers	15
Holdfast Bay (C)	Train	1	Professionals	4
Holdfast Bay (C)	Train	1	Sales workers	8
Holdfast Bay (C)	Train	1	Technicians and trades workers	13
Holdfast Bay (C)	Train and bus	2	Community and personal service workers	8
Holdfast Bay (C)	Train and bus	2	Labourers	9
Holdfast Bay (C)	Train and bus	2	Professionals	6
Holdfast Bay (C)	Train and bus	2	Technicians and trades workers	3
Holdfast Bay (C)	Train and car as driver	2	Community and personal service workers	4
Holdfast Bay (C)	Train and car as driver	2	Sales workers	3
Holdfast Bay (C)	Train and tram includes light rail	2	Clerical and administrative workers	3
Holdfast Bay (C)	Train and two other methods	3	Community and personal service workers	3
Holdfast Bay (C)	Tram includes light rail	1	Clerical and administrative workers	4
Holdfast Bay (C)	Tram includes light rail	1	Community and personal service workers	20
Holdfast Bay (C)	Tram includes light rail	1	Labourers	15
Holdfast Bay (C)	Tram includes light rail	1	Managers	3
Holdfast Bay (C)	Tram includes light rail	1	Professionals	5
Holdfast Bay (C)	Tram includes light rail	1	Sales workers	17
Holdfast Bay (C)	Tram includes light rail	1	Technicians and trades workers	4
Holdfast Bay (C)	Truck	1	Clerical and administrative workers	5
Holdfast Bay (C)	Truck	1	Labourers	3
Holdfast Bay (C)	Truck	1	Machinery operators and drivers	12
Holdfast Bay (C)	Truck	1	Managers	4
Holdfast Bay (C)	Truck	1	Technicians and trades workers	13
Holdfast Bay (C)	Walked only	1		5
Holdfast Bay (C)	Walked only	1	Clerical and administrative workers	38
Holdfast Bay (C)	Walked only	1	Community and personal service workers	106
Holdfast Bay (C)	Walked only	1	Labourers	58
Holdfast Bay (C)	Walked only	1	Machinery operators and drivers	5
Holdfast Bay (C)	Walked only	1	Managers	64
Holdfast Bay (C)	Walked only	1	Professionals	56
Holdfast Bay (C)	Walked only	1	Sales workers	62
Holdfast Bay (C)	Walked only	1	Technicians and trades workers	48
Holdfast Bay (C)	Worked at home			11
Holdfast Bay (C)	Worked at home		Clerical and administrative workers	187
Holdfast Bay (C)	Worked at home		Community and personal service workers	48
Holdfast Bay (C)	Worked at home		Labourers	6
Holdfast Bay (C)	Worked at home		Machinery operators and drivers	3
Holdfast Bay (C)	Worked at home		Managers	121
Holdfast Bay (C)	Worked at home		Professionals	272
Holdfast Bay (C)	Worked at home		Sales workers	55
Holdfast Bay (C)	Worked at home		Technicians and trades workers	46
Kangaroo Island (DC)	Bicycle	1	Community and personal service workers	3
Kangaroo Island (DC)	Bicycle	1	Managers	4
Kangaroo Island (DC)	Bus	1	Labourers	3
Kangaroo Island (DC)	Bus and car as passenger	2	Labourers	3
Kangaroo Island (DC)	Car as driver	1		11
Kangaroo Island (DC)	Car as driver	1	Clerical and administrative workers	118
Kangaroo Island (DC)	Car as driver	1	Community and personal service workers	149
Kangaroo Island (DC)	Car as driver	1	Labourers	173
Kangaroo Island (DC)	Car as driver	1	Machinery operators and drivers	64
Kangaroo Island (DC)	Car as driver	1	Managers	213
Kangaroo Island (DC)	Car as driver	1	Professionals	150
Kangaroo Island (DC)	Car as driver	1	Sales workers	114
Kangaroo Island (DC)	Car as driver	1	Technicians and trades workers	149
Kangaroo Island (DC)	Car as passenger	1	Clerical and administrative workers	4
Kangaroo Island (DC)	Car as passenger	1	Community and personal service workers	9
Kangaroo Island (DC)	Car as passenger	1	Labourers	21
Kangaroo Island (DC)	Car as passenger	1	Machinery operators and drivers	7
Kangaroo Island (DC)	Car as passenger	1	Managers	17
Kangaroo Island (DC)	Car as passenger	1	Professionals	4
Kangaroo Island (DC)	Car as passenger	1	Sales workers	18
Kangaroo Island (DC)	Car as passenger	1	Technicians and trades workers	6
Kangaroo Island (DC)	Did not go to work		Clerical and administrative workers	37
Kangaroo Island (DC)	Did not go to work		Community and personal service workers	49
Kangaroo Island (DC)	Did not go to work		Labourers	49
Kangaroo Island (DC)	Did not go to work		Machinery operators and drivers	10
Kangaroo Island (DC)	Did not go to work		Managers	42
Kangaroo Island (DC)	Did not go to work		Professionals	43
Kangaroo Island (DC)	Did not go to work		Sales workers	36
Kangaroo Island (DC)	Did not go to work		Technicians and trades workers	23
Kangaroo Island (DC)	Method of travel not stated			3
Kangaroo Island (DC)	Method of travel not stated		Managers	3
Kangaroo Island (DC)	Method of travel not stated		Sales workers	3
Kangaroo Island (DC)	Method of travel not stated		Technicians and trades workers	3
Kangaroo Island (DC)	Motorbike scooter	1	Labourers	3
Kangaroo Island (DC)	(Other)	1	Clerical and administrative workers	3
Kangaroo Island (DC)	(Other)	1	Community and personal service workers	3
Kangaroo Island (DC)	(Other)	1	Labourers	3
Kangaroo Island (DC)	(Other)	1	Machinery operators and drivers	3
Kangaroo Island (DC)	(Other)	1	Managers	6
Kangaroo Island (DC)	(Other)	1	Professionals	3
Kangaroo Island (DC)	(Other)	1	Technicians and trades workers	3
Kangaroo Island (DC)	Other two methods	2	Managers	7
Kangaroo Island (DC)	Other two methods	2	Professionals	3
Kangaroo Island (DC)	Other two methods	2	Technicians and trades workers	8
Kangaroo Island (DC)	Truck	1	Labourers	3
Kangaroo Island (DC)	Truck	1	Machinery operators and drivers	4
Kangaroo Island (DC)	Truck	1	Managers	5
Kangaroo Island (DC)	Walked only	1	Clerical and administrative workers	12
Kangaroo Island (DC)	Walked only	1	Community and personal service workers	29
Kangaroo Island (DC)	Walked only	1	Labourers	34
Kangaroo Island (DC)	Walked only	1	Machinery operators and drivers	3
Kangaroo Island (DC)	Walked only	1	Managers	56
Kangaroo Island (DC)	Walked only	1	Professionals	9
Kangaroo Island (DC)	Walked only	1	Sales workers	16
Kangaroo Island (DC)	Walked only	1	Technicians and trades workers	19
Kangaroo Island (DC)	Worked at home			4
Kangaroo Island (DC)	Worked at home		Clerical and administrative workers	16
Kangaroo Island (DC)	Worked at home		Community and personal service workers	4
Kangaroo Island (DC)	Worked at home		Labourers	16
Kangaroo Island (DC)	Worked at home		Machinery operators and drivers	3
Kangaroo Island (DC)	Worked at home		Managers	163
Kangaroo Island (DC)	Worked at home		Professionals	28
Kangaroo Island (DC)	Worked at home		Sales workers	4
Kangaroo Island (DC)	Worked at home		Technicians and trades workers	11
Karoonda East Murray (DC)	Car as driver	1	Clerical and administrative workers	18
Karoonda East Murray (DC)	Car as driver	1	Community and personal service workers	21
Karoonda East Murray (DC)	Car as driver	1	Labourers	38
Karoonda East Murray (DC)	Car as driver	1	Machinery operators and drivers	16
Karoonda East Murray (DC)	Car as driver	1	Managers	73
Karoonda East Murray (DC)	Car as driver	1	Professionals	36
Karoonda East Murray (DC)	Car as driver	1	Sales workers	4
Karoonda East Murray (DC)	Car as driver	1	Technicians and trades workers	32
Karoonda East Murray (DC)	Car as passenger	1	Labourers	3
Karoonda East Murray (DC)	Car as passenger	1	Machinery operators and drivers	4
Karoonda East Murray (DC)	Did not go to work			3
Karoonda East Murray (DC)	Did not go to work		Clerical and administrative workers	4
Karoonda East Murray (DC)	Did not go to work		Community and personal service workers	7
Karoonda East Murray (DC)	Did not go to work		Labourers	8
Karoonda East Murray (DC)	Did not go to work		Managers	3
Karoonda East Murray (DC)	Did not go to work		Professionals	11
Karoonda East Murray (DC)	Did not go to work		Sales workers	3
Karoonda East Murray (DC)	Did not go to work		Technicians and trades workers	3
Karoonda East Murray (DC)	Method of travel not stated		Labourers	3
Karoonda East Murray (DC)	Method of travel not stated		Managers	7
Karoonda East Murray (DC)	(Other)	1	Managers	6
Karoonda East Murray (DC)	Other two methods	2	Managers	3
Karoonda East Murray (DC)	Other two methods	2	Professionals	3
Karoonda East Murray (DC)	Walked only	1	Labourers	4
Karoonda East Murray (DC)	Walked only	1	Managers	18
Karoonda East Murray (DC)	Walked only	1	Technicians and trades workers	4
Karoonda East Murray (DC)	Worked at home		Clerical and administrative workers	4
Karoonda East Murray (DC)	Worked at home		Community and personal service workers	3
Karoonda East Murray (DC)	Worked at home		Labourers	12
Karoonda East Murray (DC)	Worked at home		Managers	100
Karoonda East Murray (DC)	Worked at home		Sales workers	3
Kimba (DC)	Car as driver	1		3
Kimba (DC)	Car as driver	1	Clerical and administrative workers	30
Kimba (DC)	Car as driver	1	Community and personal service workers	23
Kimba (DC)	Car as driver	1	Labourers	43
Kimba (DC)	Car as driver	1	Machinery operators and drivers	19
Kimba (DC)	Car as driver	1	Managers	75
Kimba (DC)	Car as driver	1	Professionals	38
Kimba (DC)	Car as driver	1	Sales workers	29
Kimba (DC)	Car as driver	1	Technicians and trades workers	33
Kimba (DC)	Car as passenger	1	Community and personal service workers	3
Kimba (DC)	Car as passenger	1	Managers	4
Kimba (DC)	Car as passenger	1	Sales workers	3
Kimba (DC)	Did not go to work		Clerical and administrative workers	7
Kimba (DC)	Did not go to work		Community and personal service workers	3
Kimba (DC)	Did not go to work		Labourers	8
Kimba (DC)	Did not go to work		Machinery operators and drivers	4
Kimba (DC)	Did not go to work		Managers	6
Kimba (DC)	Did not go to work		Professionals	7
Kimba (DC)	Did not go to work		Technicians and trades workers	3
Kimba (DC)	(Other)	1	Managers	7
Kimba (DC)	Truck	1	Machinery operators and drivers	3
Kimba (DC)	Walked only	1	Clerical and administrative workers	4
Kimba (DC)	Walked only	1	Community and personal service workers	9
Kimba (DC)	Walked only	1	Labourers	3
Kimba (DC)	Walked only	1	Managers	31
Kimba (DC)	Walked only	1	Professionals	3
Kimba (DC)	Walked only	1	Sales workers	3
Kimba (DC)	Walked only	1	Technicians and trades workers	6
Kimba (DC)	Worked at home			8
Kimba (DC)	Worked at home		Clerical and administrative workers	10
Kimba (DC)	Worked at home		Machinery operators and drivers	3
Kimba (DC)	Worked at home		Managers	83
Kimba (DC)	Worked at home		Professionals	7
Kingston (DC) (SA)	Bicycle	1	Labourers	3
Kingston (DC) (SA)	Car as driver	1		3
Kingston (DC) (SA)	Car as driver	1	Clerical and administrative workers	35
Kingston (DC) (SA)	Car as driver	1	Community and personal service workers	51
Kingston (DC) (SA)	Car as driver	1	Labourers	88
Kingston (DC) (SA)	Car as driver	1	Machinery operators and drivers	21
Kingston (DC) (SA)	Car as driver	1	Managers	136
Kingston (DC) (SA)	Car as driver	1	Professionals	71
Kingston (DC) (SA)	Car as driver	1	Sales workers	59
Kingston (DC) (SA)	Car as driver	1	Technicians and trades workers	69
Kingston (DC) (SA)	Car as passenger	1	Clerical and administrative workers	3
Kingston (DC) (SA)	Car as passenger	1	Community and personal service workers	4
Kingston (DC) (SA)	Car as passenger	1	Labourers	8
Kingston (DC) (SA)	Car as passenger	1	Professionals	3
Kingston (DC) (SA)	Car as passenger	1	Sales workers	12
Kingston (DC) (SA)	Car as passenger	1	Technicians and trades workers	3
Kingston (DC) (SA)	Did not go to work		Clerical and administrative workers	7
Kingston (DC) (SA)	Did not go to work		Community and personal service workers	12
Kingston (DC) (SA)	Did not go to work		Labourers	24
Kingston (DC) (SA)	Did not go to work		Machinery operators and drivers	3
Kingston (DC) (SA)	Did not go to work		Managers	18
Kingston (DC) (SA)	Did not go to work		Professionals	11
Kingston (DC) (SA)	Did not go to work		Sales workers	12
