LGA_NAME16	Age	LabourForceStatus	Sex	workers
Campbelltown (C) (SA)	60-64		F	4
Campbelltown (C) (SA)	60-64		M	3
Campbelltown (C) (SA)	60-64	Employed (away from work)	F	22
Campbelltown (C) (SA)	60-64	Employed (away from work)	M	12
Campbelltown (C) (SA)	60-64	Employed (full-time)	F	126
Campbelltown (C) (SA)	60-64	Employed (full-time)	M	210
Campbelltown (C) (SA)	60-64	Employed (part-time)	F	250
Campbelltown (C) (SA)	60-64	Employed (part-time)	M	94
Campbelltown (C) (SA)	65-69		F	4
Campbelltown (C) (SA)	65-69	Employed (away from work)	F	3
Campbelltown (C) (SA)	65-69	Employed (away from work)	M	12
Campbelltown (C) (SA)	65-69	Employed (full-time)	F	35
Campbelltown (C) (SA)	65-69	Employed (full-time)	M	76
Campbelltown (C) (SA)	65-69	Employed (part-time)	F	119
Campbelltown (C) (SA)	65-69	Employed (part-time)	M	79
Campbelltown (C) (SA)	70-74	Employed (away from work)	F	3
Campbelltown (C) (SA)	70-74	Employed (full-time)	F	9
Campbelltown (C) (SA)	70-74	Employed (full-time)	M	16
Campbelltown (C) (SA)	70-74	Employed (part-time)	F	32
Campbelltown (C) (SA)	70-74	Employed (part-time)	M	49
Campbelltown (C) (SA)	75+		M	3
Campbelltown (C) (SA)	75+	Employed (away from work)	F	3
Campbelltown (C) (SA)	75+	Employed (full-time)	F	3
Campbelltown (C) (SA)	75+	Employed (full-time)	M	17
Campbelltown (C) (SA)	75+	Employed (part-time)	F	13
Campbelltown (C) (SA)	75+	Employed (part-time)	M	20
Ceduna (DC)	15-19		M	3
Ceduna (DC)	15-19	Employed (full-time)	F	7
Ceduna (DC)	15-19	Employed (full-time)	M	18
Ceduna (DC)	15-19	Employed (part-time)	F	25
Ceduna (DC)	15-19	Employed (part-time)	M	23
Ceduna (DC)	20-24		F	6
Ceduna (DC)	20-24		M	6
Ceduna (DC)	20-24	Employed (away from work)	F	3
Ceduna (DC)	20-24	Employed (away from work)	M	3
Ceduna (DC)	20-24	Employed (full-time)	F	46
Ceduna (DC)	20-24	Employed (full-time)	M	51
Ceduna (DC)	20-24	Employed (part-time)	F	15
Ceduna (DC)	20-24	Employed (part-time)	M	9
Ceduna (DC)	25-29	Employed (away from work)	F	3
Ceduna (DC)	25-29	Employed (away from work)	M	3
Ceduna (DC)	25-29	Employed (full-time)	F	40
Ceduna (DC)	25-29	Employed (full-time)	M	61
Ceduna (DC)	25-29	Employed (part-time)	F	31
Ceduna (DC)	25-29	Employed (part-time)	M	3
Ceduna (DC)	30-34		F	3
Ceduna (DC)	30-34	Employed (away from work)	F	12
Ceduna (DC)	30-34	Employed (full-time)	F	27
Ceduna (DC)	30-34	Employed (full-time)	M	55
Ceduna (DC)	30-34	Employed (part-time)	F	27
Ceduna (DC)	30-34	Employed (part-time)	M	11
Ceduna (DC)	35-39		M	3
Ceduna (DC)	35-39	Employed (away from work)	F	10
Ceduna (DC)	35-39	Employed (away from work)	M	4
Ceduna (DC)	35-39	Employed (full-time)	F	25
Ceduna (DC)	35-39	Employed (full-time)	M	48
Ceduna (DC)	35-39	Employed (part-time)	F	36
Ceduna (DC)	35-39	Employed (part-time)	M	11
Ceduna (DC)	40-44		M	3
Ceduna (DC)	40-44	Employed (away from work)	F	7
Ceduna (DC)	40-44	Employed (full-time)	F	45
Ceduna (DC)	40-44	Employed (full-time)	M	64
Ceduna (DC)	40-44	Employed (part-time)	F	36
Ceduna (DC)	40-44	Employed (part-time)	M	8
Ceduna (DC)	45-49		F	4
Ceduna (DC)	45-49		M	6
Ceduna (DC)	45-49	Employed (full-time)	F	57
Ceduna (DC)	45-49	Employed (full-time)	M	73
Ceduna (DC)	45-49	Employed (part-time)	F	36
Ceduna (DC)	45-49	Employed (part-time)	M	20
Ceduna (DC)	50-54	Employed (away from work)	F	3
Ceduna (DC)	50-54	Employed (away from work)	M	4
Ceduna (DC)	50-54	Employed (full-time)	F	55
Ceduna (DC)	50-54	Employed (full-time)	M	60
Ceduna (DC)	50-54	Employed (part-time)	F	32
Ceduna (DC)	50-54	Employed (part-time)	M	11
Ceduna (DC)	55-59		M	3
Ceduna (DC)	55-59	Employed (away from work)	F	6
Ceduna (DC)	55-59	Employed (away from work)	M	4
Ceduna (DC)	55-59	Employed (full-time)	F	45
Ceduna (DC)	55-59	Employed (full-time)	M	61
Ceduna (DC)	55-59	Employed (part-time)	F	34
Ceduna (DC)	55-59	Employed (part-time)	M	15
Ceduna (DC)	60-64		M	3
Ceduna (DC)	60-64	Employed (away from work)	F	4
Ceduna (DC)	60-64	Employed (away from work)	M	8
Ceduna (DC)	60-64	Employed (full-time)	F	25
Ceduna (DC)	60-64	Employed (full-time)	M	52
Ceduna (DC)	60-64	Employed (part-time)	F	32
Ceduna (DC)	60-64	Employed (part-time)	M	12
Ceduna (DC)	65-69	Employed (away from work)	F	4
Ceduna (DC)	65-69	Employed (full-time)	F	13
Ceduna (DC)	65-69	Employed (full-time)	M	23
Ceduna (DC)	65-69	Employed (part-time)	F	19
Ceduna (DC)	65-69	Employed (part-time)	M	20
Ceduna (DC)	70-74	Employed (full-time)	F	4
Ceduna (DC)	70-74	Employed (full-time)	M	6
Ceduna (DC)	70-74	Employed (part-time)	F	5
Ceduna (DC)	70-74	Employed (part-time)	M	9
Ceduna (DC)	75+	Employed (part-time)	M	8
Charles Sturt (C)	15-19		F	18
Charles Sturt (C)	15-19		M	18
Charles Sturt (C)	15-19	Employed (away from work)	F	44
Charles Sturt (C)	15-19	Employed (away from work)	M	37
Charles Sturt (C)	15-19	Employed (full-time)	F	84
Charles Sturt (C)	15-19	Employed (full-time)	M	233
Charles Sturt (C)	15-19	Employed (part-time)	F	1045
Charles Sturt (C)	15-19	Employed (part-time)	M	710
Charles Sturt (C)	20-24		F	27
Charles Sturt (C)	20-24		M	44
Charles Sturt (C)	20-24	Employed (away from work)	F	61
Charles Sturt (C)	20-24	Employed (away from work)	M	62
Charles Sturt (C)	20-24	Employed (full-time)	F	680
Charles Sturt (C)	20-24	Employed (full-time)	M	1097
Charles Sturt (C)	20-24	Employed (part-time)	F	1164
Charles Sturt (C)	20-24	Employed (part-time)	M	899
Charles Sturt (C)	25-29		F	33
Charles Sturt (C)	25-29		M	42
Charles Sturt (C)	25-29	Employed (away from work)	F	81
Charles Sturt (C)	25-29	Employed (away from work)	M	50
Charles Sturt (C)	25-29	Employed (full-time)	F	1048
Charles Sturt (C)	25-29	Employed (full-time)	M	1658
Charles Sturt (C)	25-29	Employed (part-time)	F	728
Charles Sturt (C)	25-29	Employed (part-time)	M	498
Charles Sturt (C)	30-34		F	27
Charles Sturt (C)	30-34		M	50
Charles Sturt (C)	30-34	Employed (away from work)	F	153
Charles Sturt (C)	30-34	Employed (away from work)	M	42
Charles Sturt (C)	30-34	Employed (full-time)	F	886
Charles Sturt (C)	30-34	Employed (full-time)	M	1859
Charles Sturt (C)	30-34	Employed (part-time)	F	838
Charles Sturt (C)	30-34	Employed (part-time)	M	414
Charles Sturt (C)	35-39		F	21
Charles Sturt (C)	35-39		M	35
Charles Sturt (C)	35-39	Employed (away from work)	F	83
Charles Sturt (C)	35-39	Employed (away from work)	M	42
Charles Sturt (C)	35-39	Employed (full-time)	F	706
Charles Sturt (C)	35-39	Employed (full-time)	M	1705
Charles Sturt (C)	35-39	Employed (part-time)	F	936
Charles Sturt (C)	35-39	Employed (part-time)	M	369
Charles Sturt (C)	40-44		F	19
Charles Sturt (C)	40-44		M	27
Charles Sturt (C)	40-44	Employed (away from work)	F	59
Charles Sturt (C)	40-44	Employed (away from work)	M	46
Charles Sturt (C)	40-44	Employed (full-time)	F	807
Charles Sturt (C)	40-44	Employed (full-time)	M	1771
Charles Sturt (C)	40-44	Employed (part-time)	F	1013
Charles Sturt (C)	40-44	Employed (part-time)	M	320
Charles Sturt (C)	45-49		F	26
Charles Sturt (C)	45-49		M	37
Charles Sturt (C)	45-49	Employed (away from work)	F	57
Charles Sturt (C)	45-49	Employed (away from work)	M	51
Charles Sturt (C)	45-49	Employed (full-time)	F	1102
Charles Sturt (C)	45-49	Employed (full-time)	M	1890
Charles Sturt (C)	45-49	Employed (part-time)	F	1099
Charles Sturt (C)	45-49	Employed (part-time)	M	368
Charles Sturt (C)	50-54		F	27
Charles Sturt (C)	50-54		M	26
Charles Sturt (C)	50-54	Employed (away from work)	F	63
Charles Sturt (C)	50-54	Employed (away from work)	M	50
Charles Sturt (C)	50-54	Employed (full-time)	F	1062
Charles Sturt (C)	50-54	Employed (full-time)	M	1761
Charles Sturt (C)	50-54	Employed (part-time)	F	1043
Charles Sturt (C)	50-54	Employed (part-time)	M	324
Charles Sturt (C)	55-59		F	19
Charles Sturt (C)	55-59		M	27
Charles Sturt (C)	55-59	Employed (away from work)	F	68
Charles Sturt (C)	55-59	Employed (away from work)	M	54
Charles Sturt (C)	55-59	Employed (full-time)	F	884
Charles Sturt (C)	55-59	Employed (full-time)	M	1502
Charles Sturt (C)	55-59	Employed (part-time)	F	969
Charles Sturt (C)	55-59	Employed (part-time)	M	359
Charles Sturt (C)	60-64		F	12
Charles Sturt (C)	60-64		M	15
Charles Sturt (C)	60-64	Employed (away from work)	F	71
Charles Sturt (C)	60-64	Employed (away from work)	M	48
Charles Sturt (C)	60-64	Employed (full-time)	F	528
Charles Sturt (C)	60-64	Employed (full-time)	M	1003
Charles Sturt (C)	60-64	Employed (part-time)	F	672
Charles Sturt (C)	60-64	Employed (part-time)	M	365
Charles Sturt (C)	65-69		F	11
Charles Sturt (C)	65-69		M	5
Charles Sturt (C)	65-69	Employed (away from work)	F	26
Charles Sturt (C)	65-69	Employed (away from work)	M	37
Charles Sturt (C)	65-69	Employed (full-time)	F	132
Charles Sturt (C)	65-69	Employed (full-time)	M	341
Charles Sturt (C)	65-69	Employed (part-time)	F	304
Charles Sturt (C)	65-69	Employed (part-time)	M	270
Charles Sturt (C)	70-74		F	4
Charles Sturt (C)	70-74		M	8
Charles Sturt (C)	70-74	Employed (away from work)	F	13
Charles Sturt (C)	70-74	Employed (away from work)	M	8
Charles Sturt (C)	70-74	Employed (full-time)	F	30
Charles Sturt (C)	70-74	Employed (full-time)	M	85
Charles Sturt (C)	70-74	Employed (part-time)	F	108
Charles Sturt (C)	70-74	Employed (part-time)	M	151
Charles Sturt (C)	75+		F	11
Charles Sturt (C)	75+		M	10
Charles Sturt (C)	75+	Employed (away from work)	M	8
Charles Sturt (C)	75+	Employed (full-time)	F	15
Charles Sturt (C)	75+	Employed (full-time)	M	37
Charles Sturt (C)	75+	Employed (part-time)	F	31
Charles Sturt (C)	75+	Employed (part-time)	M	78
Clare and Gilbert Valleys (DC)	15-19		F	5
Clare and Gilbert Valleys (DC)	15-19		M	11
Clare and Gilbert Valleys (DC)	15-19	Employed (away from work)	F	3
Clare and Gilbert Valleys (DC)	15-19	Employed (away from work)	M	3
Clare and Gilbert Valleys (DC)	15-19	Employed (full-time)	F	15
Clare and Gilbert Valleys (DC)	15-19	Employed (full-time)	M	39
Clare and Gilbert Valleys (DC)	15-19	Employed (part-time)	F	89
Clare and Gilbert Valleys (DC)	15-19	Employed (part-time)	M	53
Clare and Gilbert Valleys (DC)	20-24		M	8
Clare and Gilbert Valleys (DC)	20-24	Employed (away from work)	F	3
Clare and Gilbert Valleys (DC)	20-24	Employed (away from work)	M	8
Clare and Gilbert Valleys (DC)	20-24	Employed (full-time)	F	54
Clare and Gilbert Valleys (DC)	20-24	Employed (full-time)	M	117
Clare and Gilbert Valleys (DC)	20-24	Employed (part-time)	F	76
Clare and Gilbert Valleys (DC)	20-24	Employed (part-time)	M	37
Clare and Gilbert Valleys (DC)	25-29		F	3
Clare and Gilbert Valleys (DC)	25-29		M	3
Clare and Gilbert Valleys (DC)	25-29	Employed (away from work)	F	12
Clare and Gilbert Valleys (DC)	25-29	Employed (full-time)	F	86
Clare and Gilbert Valleys (DC)	25-29	Employed (full-time)	M	146
Clare and Gilbert Valleys (DC)	25-29	Employed (part-time)	F	74
Clare and Gilbert Valleys (DC)	25-29	Employed (part-time)	M	32
Clare and Gilbert Valleys (DC)	30-34		F	3
Clare and Gilbert Valleys (DC)	30-34		M	3
Clare and Gilbert Valleys (DC)	30-34	Employed (away from work)	F	18
Clare and Gilbert Valleys (DC)	30-34	Employed (away from work)	M	4
Clare and Gilbert Valleys (DC)	30-34	Employed (full-time)	F	57
Clare and Gilbert Valleys (DC)	30-34	Employed (full-time)	M	141
Clare and Gilbert Valleys (DC)	30-34	Employed (part-time)	F	99
Clare and Gilbert Valleys (DC)	30-34	Employed (part-time)	M	30
Clare and Gilbert Valleys (DC)	35-39		F	3
Clare and Gilbert Valleys (DC)	35-39	Employed (away from work)	F	3
Clare and Gilbert Valleys (DC)	35-39	Employed (away from work)	M	6
Clare and Gilbert Valleys (DC)	35-39	Employed (full-time)	F	59
Clare and Gilbert Valleys (DC)	35-39	Employed (full-time)	M	107
Clare and Gilbert Valleys (DC)	35-39	Employed (part-time)	F	110
Clare and Gilbert Valleys (DC)	35-39	Employed (part-time)	M	19
Clare and Gilbert Valleys (DC)	40-44	Employed (away from work)	F	7
Clare and Gilbert Valleys (DC)	40-44	Employed (away from work)	M	3
Clare and Gilbert Valleys (DC)	40-44	Employed (full-time)	F	90
Clare and Gilbert Valleys (DC)	40-44	Employed (full-time)	M	145
Clare and Gilbert Valleys (DC)	40-44	Employed (part-time)	F	123
Clare and Gilbert Valleys (DC)	40-44	Employed (part-time)	M	23
Clare and Gilbert Valleys (DC)	45-49		F	3
Clare and Gilbert Valleys (DC)	45-49		M	3
Clare and Gilbert Valleys (DC)	45-49	Employed (away from work)	F	7
Clare and Gilbert Valleys (DC)	45-49	Employed (away from work)	M	3
Clare and Gilbert Valleys (DC)	45-49	Employed (full-time)	F	112
Clare and Gilbert Valleys (DC)	45-49	Employed (full-time)	M	171
Clare and Gilbert Valleys (DC)	45-49	Employed (part-time)	F	138
Clare and Gilbert Valleys (DC)	45-49	Employed (part-time)	M	28
Clare and Gilbert Valleys (DC)	50-54		F	4
Clare and Gilbert Valleys (DC)	50-54	Employed (away from work)	F	11
Clare and Gilbert Valleys (DC)	50-54	Employed (away from work)	M	8
Clare and Gilbert Valleys (DC)	50-54	Employed (full-time)	F	105
Clare and Gilbert Valleys (DC)	50-54	Employed (full-time)	M	190
Clare and Gilbert Valleys (DC)	50-54	Employed (part-time)	F	118
Clare and Gilbert Valleys (DC)	50-54	Employed (part-time)	M	38
Clare and Gilbert Valleys (DC)	55-59		F	3
Clare and Gilbert Valleys (DC)	55-59	Employed (away from work)	F	12
Clare and Gilbert Valleys (DC)	55-59	Employed (away from work)	M	15
Clare and Gilbert Valleys (DC)	55-59	Employed (full-time)	F	91
Clare and Gilbert Valleys (DC)	55-59	Employed (full-time)	M	168
Clare and Gilbert Valleys (DC)	55-59	Employed (part-time)	F	137
Clare and Gilbert Valleys (DC)	55-59	Employed (part-time)	M	46
Clare and Gilbert Valleys (DC)	60-64		F	3
Clare and Gilbert Valleys (DC)	60-64		M	3
Clare and Gilbert Valleys (DC)	60-64	Employed (away from work)	F	13
Clare and Gilbert Valleys (DC)	60-64	Employed (away from work)	M	13
Clare and Gilbert Valleys (DC)	60-64	Employed (full-time)	F	59
Clare and Gilbert Valleys (DC)	60-64	Employed (full-time)	M	155
Clare and Gilbert Valleys (DC)	60-64	Employed (part-time)	F	106
Clare and Gilbert Valleys (DC)	60-64	Employed (part-time)	M	43
Clare and Gilbert Valleys (DC)	65-69		F	3
Clare and Gilbert Valleys (DC)	65-69	Employed (away from work)	F	4
Clare and Gilbert Valleys (DC)	65-69	Employed (away from work)	M	6
Clare and Gilbert Valleys (DC)	65-69	Employed (full-time)	F	28
Clare and Gilbert Valleys (DC)	65-69	Employed (full-time)	M	47
Clare and Gilbert Valleys (DC)	65-69	Employed (part-time)	F	57
Clare and Gilbert Valleys (DC)	65-69	Employed (part-time)	M	39
Clare and Gilbert Valleys (DC)	70-74		F	4
Clare and Gilbert Valleys (DC)	70-74		M	5
Clare and Gilbert Valleys (DC)	70-74	Employed (away from work)	F	3
Clare and Gilbert Valleys (DC)	70-74	Employed (away from work)	M	7
Clare and Gilbert Valleys (DC)	70-74	Employed (full-time)	F	8
Clare and Gilbert Valleys (DC)	70-74	Employed (full-time)	M	22
Clare and Gilbert Valleys (DC)	70-74	Employed (part-time)	F	15
Clare and Gilbert Valleys (DC)	70-74	Employed (part-time)	M	36
Clare and Gilbert Valleys (DC)	75+		M	3
Clare and Gilbert Valleys (DC)	75+	Employed (full-time)	F	9
Clare and Gilbert Valleys (DC)	75+	Employed (full-time)	M	16
Clare and Gilbert Valleys (DC)	75+	Employed (part-time)	F	14
Clare and Gilbert Valleys (DC)	75+	Employed (part-time)	M	14
Cleve (DC)	15-19		M	4
Cleve (DC)	15-19	Employed (full-time)	M	3
Cleve (DC)	15-19	Employed (part-time)	F	12
Cleve (DC)	15-19	Employed (part-time)	M	11
Cleve (DC)	20-24	Employed (away from work)	F	3
Cleve (DC)	20-24	Employed (full-time)	F	8
Cleve (DC)	20-24	Employed (full-time)	M	26
Cleve (DC)	20-24	Employed (part-time)	F	8
Cleve (DC)	20-24	Employed (part-time)	M	7
Cleve (DC)	25-29		M	3
Cleve (DC)	25-29	Employed (away from work)	F	3
Cleve (DC)	25-29	Employed (full-time)	F	13
Cleve (DC)	25-29	Employed (full-time)	M	38
Cleve (DC)	25-29	Employed (part-time)	F	12
Cleve (DC)	25-29	Employed (part-time)	M	5
Cleve (DC)	30-34	Employed (away from work)	F	4
Cleve (DC)	30-34	Employed (full-time)	F	7
Cleve (DC)	30-34	Employed (full-time)	M	37
Cleve (DC)	30-34	Employed (part-time)	F	19
Cleve (DC)	35-39	Employed (full-time)	F	3
Cleve (DC)	35-39	Employed (full-time)	M	38
Cleve (DC)	35-39	Employed (part-time)	F	23
Cleve (DC)	40-44	Employed (full-time)	F	21
Cleve (DC)	40-44	Employed (full-time)	M	32
Cleve (DC)	40-44	Employed (part-time)	F	27
Cleve (DC)	45-49	Employed (away from work)	F	4
Cleve (DC)	45-49	Employed (full-time)	F	22
Cleve (DC)	45-49	Employed (full-time)	M	47
Cleve (DC)	45-49	Employed (part-time)	F	25
Cleve (DC)	45-49	Employed (part-time)	M	6
Cleve (DC)	50-54		M	3
Cleve (DC)	50-54	Employed (away from work)	F	3
Cleve (DC)	50-54	Employed (full-time)	F	25
Cleve (DC)	50-54	Employed (full-time)	M	45
Cleve (DC)	50-54	Employed (part-time)	F	19
Cleve (DC)	50-54	Employed (part-time)	M	4
Cleve (DC)	55-59	Employed (away from work)	M	3
Cleve (DC)	55-59	Employed (full-time)	F	22
Cleve (DC)	55-59	Employed (full-time)	M	46
Cleve (DC)	55-59	Employed (part-time)	F	23
Cleve (DC)	55-59	Employed (part-time)	M	7
Cleve (DC)	60-64		F	3
Cleve (DC)	60-64	Employed (away from work)	M	4
Cleve (DC)	60-64	Employed (full-time)	F	7
Cleve (DC)	60-64	Employed (full-time)	M	43
Cleve (DC)	60-64	Employed (part-time)	F	18
Cleve (DC)	60-64	Employed (part-time)	M	8
Cleve (DC)	65-69	Employed (away from work)	M	3
Cleve (DC)	65-69	Employed (full-time)	M	12
Cleve (DC)	65-69	Employed (part-time)	F	4
Cleve (DC)	65-69	Employed (part-time)	M	3
Cleve (DC)	70-74	Employed (away from work)	M	3
Cleve (DC)	70-74	Employed (full-time)	M	9
Cleve (DC)	70-74	Employed (part-time)	F	6
Cleve (DC)	70-74	Employed (part-time)	M	3
Cleve (DC)	75+		M	3
Cleve (DC)	75+	Employed (part-time)	F	4
Cleve (DC)	75+	Employed (part-time)	M	3
Coober Pedy (DC)	15-19	Employed (part-time)	M	3
Coober Pedy (DC)	20-24	Employed (away from work)	F	4
Coober Pedy (DC)	20-24	Employed (full-time)	F	15
Coober Pedy (DC)	20-24	Employed (full-time)	M	18
Coober Pedy (DC)	20-24	Employed (part-time)	F	4
Coober Pedy (DC)	25-29		M	5
Coober Pedy (DC)	25-29	Employed (full-time)	F	25
Coober Pedy (DC)	25-29	Employed (full-time)	M	33
Coober Pedy (DC)	25-29	Employed (part-time)	F	17
Coober Pedy (DC)	25-29	Employed (part-time)	M	5
Coober Pedy (DC)	30-34		M	4
Coober Pedy (DC)	30-34	Employed (away from work)	F	3
Coober Pedy (DC)	30-34	Employed (full-time)	F	22
Coober Pedy (DC)	30-34	Employed (full-time)	M	33
Coober Pedy (DC)	30-34	Employed (part-time)	F	9
Coober Pedy (DC)	30-34	Employed (part-time)	M	7
Coober Pedy (DC)	35-39	Employed (away from work)	F	3
Coober Pedy (DC)	35-39	Employed (full-time)	F	17
Coober Pedy (DC)	35-39	Employed (full-time)	M	27
Coober Pedy (DC)	35-39	Employed (part-time)	F	13
Coober Pedy (DC)	35-39	Employed (part-time)	M	7
Coober Pedy (DC)	40-44		F	3
Coober Pedy (DC)	40-44	Employed (away from work)	F	3
Coober Pedy (DC)	40-44	Employed (away from work)	M	5
Coober Pedy (DC)	40-44	Employed (full-time)	F	17
Coober Pedy (DC)	40-44	Employed (full-time)	M	30
Coober Pedy (DC)	40-44	Employed (part-time)	F	12
Coober Pedy (DC)	40-44	Employed (part-time)	M	8
Coober Pedy (DC)	45-49		F	3
Coober Pedy (DC)	45-49		M	3
Coober Pedy (DC)	45-49	Employed (away from work)	F	3
Coober Pedy (DC)	45-49	Employed (full-time)	F	13
Coober Pedy (DC)	45-49	Employed (full-time)	M	21
Coober Pedy (DC)	45-49	Employed (part-time)	F	9
Coober Pedy (DC)	45-49	Employed (part-time)	M	6
Coober Pedy (DC)	50-54		F	3
Coober Pedy (DC)	50-54	Employed (away from work)	F	4
Coober Pedy (DC)	50-54	Employed (away from work)	M	7
Coober Pedy (DC)	50-54	Employed (full-time)	F	20
Coober Pedy (DC)	50-54	Employed (full-time)	M	21
Coober Pedy (DC)	50-54	Employed (part-time)	F	15
Coober Pedy (DC)	50-54	Employed (part-time)	M	9
Coober Pedy (DC)	55-59	Employed (away from work)	M	3
Coober Pedy (DC)	55-59	Employed (full-time)	F	18
Coober Pedy (DC)	55-59	Employed (full-time)	M	22
Coober Pedy (DC)	55-59	Employed (part-time)	F	9
Coober Pedy (DC)	55-59	Employed (part-time)	M	10
Coober Pedy (DC)	60-64		F	3
Coober Pedy (DC)	60-64		M	3
Coober Pedy (DC)	60-64	Employed (away from work)	M	3
Coober Pedy (DC)	60-64	Employed (full-time)	F	19
Coober Pedy (DC)	60-64	Employed (full-time)	M	20
Coober Pedy (DC)	60-64	Employed (part-time)	F	7
Coober Pedy (DC)	60-64	Employed (part-time)	M	3
Coober Pedy (DC)	65-69	Employed (full-time)	F	9
Coober Pedy (DC)	65-69	Employed (full-time)	M	9
Coober Pedy (DC)	65-69	Employed (part-time)	F	5
Coober Pedy (DC)	65-69	Employed (part-time)	M	10
Coober Pedy (DC)	70-74	Employed (full-time)	F	4
Coober Pedy (DC)	70-74	Employed (full-time)	M	3
Coober Pedy (DC)	70-74	Employed (part-time)	F	3
Coober Pedy (DC)	70-74	Employed (part-time)	M	6
Coober Pedy (DC)	75+	Employed (away from work)	M	3
Coober Pedy (DC)	75+	Employed (full-time)	F	3
Coober Pedy (DC)	75+	Employed (part-time)	M	8
Copper Coast (DC)	15-19		F	3
Copper Coast (DC)	15-19		M	6
Copper Coast (DC)	15-19	Employed (away from work)	F	6
Copper Coast (DC)	15-19	Employed (away from work)	M	7
Copper Coast (DC)	15-19	Employed (full-time)	F	12
Copper Coast (DC)	15-19	Employed (full-time)	M	37
Copper Coast (DC)	15-19	Employed (part-time)	F	138
Copper Coast (DC)	15-19	Employed (part-time)	M	131
Copper Coast (DC)	20-24		M	4
Copper Coast (DC)	20-24	Employed (away from work)	F	14
Copper Coast (DC)	20-24	Employed (away from work)	M	3
Copper Coast (DC)	20-24	Employed (full-time)	F	85
Copper Coast (DC)	20-24	Employed (full-time)	M	115
Copper Coast (DC)	20-24	Employed (part-time)	F	109
Copper Coast (DC)	20-24	Employed (part-time)	M	37
Copper Coast (DC)	25-29		F	6
Copper Coast (DC)	25-29		M	7
Copper Coast (DC)	25-29	Employed (away from work)	F	15
Copper Coast (DC)	25-29	Employed (away from work)	M	6
Copper Coast (DC)	25-29	Employed (full-time)	F	82
Copper Coast (DC)	25-29	Employed (full-time)	M	124
Copper Coast (DC)	25-29	Employed (part-time)	F	76
Copper Coast (DC)	25-29	Employed (part-time)	M	40
Copper Coast (DC)	30-34		M	9
Copper Coast (DC)	30-34	Employed (away from work)	F	8
Copper Coast (DC)	30-34	Employed (away from work)	M	8
Copper Coast (DC)	30-34	Employed (full-time)	F	64
Copper Coast (DC)	30-34	Employed (full-time)	M	110
Copper Coast (DC)	30-34	Employed (part-time)	F	122
Copper Coast (DC)	30-34	Employed (part-time)	M	39
Copper Coast (DC)	35-39		M	3
Copper Coast (DC)	35-39	Employed (away from work)	F	6
Copper Coast (DC)	35-39	Employed (away from work)	M	11
Copper Coast (DC)	35-39	Employed (full-time)	F	66
Copper Coast (DC)	35-39	Employed (full-time)	M	131
Copper Coast (DC)	35-39	Employed (part-time)	F	114
Copper Coast (DC)	35-39	Employed (part-time)	M	32
Copper Coast (DC)	40-44		F	3
Copper Coast (DC)	40-44		M	8
Copper Coast (DC)	40-44	Employed (away from work)	F	11
Copper Coast (DC)	40-44	Employed (away from work)	M	6
Copper Coast (DC)	40-44	Employed (full-time)	F	102
Copper Coast (DC)	40-44	Employed (full-time)	M	132
Copper Coast (DC)	40-44	Employed (part-time)	F	116
Copper Coast (DC)	40-44	Employed (part-time)	M	27
Copper Coast (DC)	45-49		M	9
Copper Coast (DC)	45-49	Employed (away from work)	F	6
Copper Coast (DC)	45-49	Employed (away from work)	M	7
Copper Coast (DC)	45-49	Employed (full-time)	F	121
Copper Coast (DC)	45-49	Employed (full-time)	M	171
Copper Coast (DC)	45-49	Employed (part-time)	F	169
Copper Coast (DC)	45-49	Employed (part-time)	M	42
Copper Coast (DC)	50-54		F	3
Copper Coast (DC)	50-54		M	3
Copper Coast (DC)	50-54	Employed (away from work)	F	5
Copper Coast (DC)	50-54	Employed (away from work)	M	5
Copper Coast (DC)	50-54	Employed (full-time)	F	129
Copper Coast (DC)	50-54	Employed (full-time)	M	183
Copper Coast (DC)	50-54	Employed (part-time)	F	163
Copper Coast (DC)	50-54	Employed (part-time)	M	48
Copper Coast (DC)	55-59		F	6
Copper Coast (DC)	55-59		M	6
Copper Coast (DC)	55-59	Employed (away from work)	F	18
Copper Coast (DC)	55-59	Employed (away from work)	M	6
Copper Coast (DC)	55-59	Employed (full-time)	F	108
Copper Coast (DC)	55-59	Employed (full-time)	M	157
Copper Coast (DC)	55-59	Employed (part-time)	F	140
Copper Coast (DC)	55-59	Employed (part-time)	M	52
Copper Coast (DC)	60-64		F	3
Copper Coast (DC)	60-64		M	3
Copper Coast (DC)	60-64	Employed (away from work)	F	14
Copper Coast (DC)	60-64	Employed (away from work)	M	15
Copper Coast (DC)	60-64	Employed (full-time)	F	63
Copper Coast (DC)	60-64	Employed (full-time)	M	90
Copper Coast (DC)	60-64	Employed (part-time)	F	115
Copper Coast (DC)	60-64	Employed (part-time)	M	82
Copper Coast (DC)	65-69		F	4
Copper Coast (DC)	65-69		M	3
Copper Coast (DC)	65-69	Employed (away from work)	F	4
Copper Coast (DC)	65-69	Employed (away from work)	M	4
Copper Coast (DC)	65-69	Employed (full-time)	F	19
Copper Coast (DC)	65-69	Employed (full-time)	M	37
Copper Coast (DC)	65-69	Employed (part-time)	F	28
Copper Coast (DC)	65-69	Employed (part-time)	M	43
Copper Coast (DC)	70-74	Employed (away from work)	M	4
Copper Coast (DC)	70-74	Employed (full-time)	F	3
Copper Coast (DC)	70-74	Employed (full-time)	M	9
