LGA_NAME16	Age	ModeTravelToWork	NumberModes	Sex	workers
Monash (C)	65-74	Car as passenger	1	F	72
Monash (C)	65-74	Car as passenger	1	M	30
Monash (C)	65-74	Did not go to work		F	217
Monash (C)	65-74	Did not go to work		M	196
Monash (C)	65-74	Method of travel not stated		F	32
Monash (C)	65-74	Method of travel not stated		M	40
Monash (C)	65-74	Motorbike scooter	1	M	7
Monash (C)	65-74	(Other)	1	F	7
Monash (C)	65-74	(Other)	1	M	14
Monash (C)	65-74	Other two methods	2	F	4
Monash (C)	65-74	Other two methods	2	M	12
Monash (C)	65-74	Taxi	1	M	3
Monash (C)	65-74	Train	1	F	18
Monash (C)	65-74	Train	1	M	26
Monash (C)	65-74	Train and bus	2	F	13
Monash (C)	65-74	Train and bus	2	M	8
Monash (C)	65-74	Train and car as driver	2	M	3
Monash (C)	65-74	Train and car as passenger	2	F	3
Monash (C)	65-74	Train and tram includes light rail	2	F	3
Monash (C)	65-74	Train and two other methods	3	M	7
Monash (C)	65-74	Tram includes light rail	1	F	3
Monash (C)	65-74	Truck	1	M	28
Monash (C)	65-74	Walked only	1	F	24
Monash (C)	65-74	Walked only	1	M	21
Monash (C)	65-74	Worked at home		F	145
Monash (C)	65-74	Worked at home		M	198
Monash (C)	75+	Car as driver	1	F	43
Monash (C)	75+	Car as driver	1	M	164
Monash (C)	75+	Car as passenger	1	F	7
Monash (C)	75+	Car as passenger	1	M	3
Monash (C)	75+	Did not go to work		F	21
Monash (C)	75+	Did not go to work		M	37
Monash (C)	75+	Method of travel not stated		F	16
Monash (C)	75+	Method of travel not stated		M	18
Monash (C)	75+	(Other)	1	F	4
Monash (C)	75+	(Other)	1	M	4
Monash (C)	75+	Train	1	F	3
Monash (C)	75+	Train	1	M	3
Monash (C)	75+	Truck	1	M	3
Monash (C)	75+	Walked only	1	F	3
Monash (C)	75+	Walked only	1	M	7
Monash (C)	75+	Worked at home		F	23
Monash (C)	75+	Worked at home		M	59
Moonee Valley (C)	15-24	Bicycle	1	F	15
Moonee Valley (C)	15-24	Bicycle	1	M	39
Moonee Valley (C)	15-24	Bus	1	F	67
Moonee Valley (C)	15-24	Bus	1	M	46
Moonee Valley (C)	15-24	Bus and car as passenger	2	F	8
Moonee Valley (C)	15-24	Bus and car as passenger	2	M	3
Moonee Valley (C)	15-24	Bus and tram includes light rail	2	F	9
Moonee Valley (C)	15-24	Bus and tram includes light rail	2	M	16
Moonee Valley (C)	15-24	Bus and two other methods excludes train	3	F	4
Moonee Valley (C)	15-24	Car as driver	1	F	1562
Moonee Valley (C)	15-24	Car as driver	1	M	1361
Moonee Valley (C)	15-24	Car as passenger	1	F	476
Moonee Valley (C)	15-24	Car as passenger	1	M	343
Moonee Valley (C)	15-24	Did not go to work		F	665
Moonee Valley (C)	15-24	Did not go to work		M	422
Moonee Valley (C)	15-24	Ferry	1	F	3
Moonee Valley (C)	15-24	Method of travel not stated		F	36
Moonee Valley (C)	15-24	Method of travel not stated		M	34
Moonee Valley (C)	15-24	Motorbike scooter	1	M	15
Moonee Valley (C)	15-24	(Other)	1	M	12
Moonee Valley (C)	15-24	Other two methods	2	F	22
Moonee Valley (C)	15-24	Other two methods	2	M	26
Moonee Valley (C)	15-24	Taxi	1	F	4
Moonee Valley (C)	15-24	Train	1	F	102
Moonee Valley (C)	15-24	Train	1	M	108
Moonee Valley (C)	15-24	Train and bus	2	F	37
Moonee Valley (C)	15-24	Train and bus	2	M	28
Moonee Valley (C)	15-24	Train and car as driver	2	F	12
Moonee Valley (C)	15-24	Train and car as driver	2	M	11
Moonee Valley (C)	15-24	Train and car as passenger	2	F	5
Moonee Valley (C)	15-24	Train and car as passenger	2	M	13
Moonee Valley (C)	15-24	Train and other	2	M	3
Moonee Valley (C)	15-24	Train and tram includes light rail	2	F	15
Moonee Valley (C)	15-24	Train and tram includes light rail	2	M	18
Moonee Valley (C)	15-24	Train and two other methods	3	F	26
Moonee Valley (C)	15-24	Train and two other methods	3	M	23
Moonee Valley (C)	15-24	Tram includes light rail	1	F	90
Moonee Valley (C)	15-24	Tram includes light rail	1	M	55
Moonee Valley (C)	15-24	Truck	1	M	3
Moonee Valley (C)	15-24	Walked only	1	F	192
Moonee Valley (C)	15-24	Walked only	1	M	146
Moonee Valley (C)	15-24	Worked at home		F	24
Moonee Valley (C)	15-24	Worked at home		M	29
Moonee Valley (C)	25-34	Bicycle	1	F	24
Moonee Valley (C)	25-34	Bicycle	1	M	49
Moonee Valley (C)	25-34	Bus	1	F	71
Moonee Valley (C)	25-34	Bus	1	M	34
Moonee Valley (C)	25-34	Bus and car as driver	2	F	5
Moonee Valley (C)	25-34	Bus and car as driver	2	M	3
Moonee Valley (C)	25-34	Bus and car as passenger	2	F	7
Moonee Valley (C)	25-34	Bus and other	2	F	3
Moonee Valley (C)	25-34	Bus and tram includes light rail	2	F	16
Moonee Valley (C)	25-34	Bus and tram includes light rail	2	M	12
Moonee Valley (C)	25-34	Car as driver	1	F	2763
Moonee Valley (C)	25-34	Car as driver	1	M	3007
Moonee Valley (C)	25-34	Car as passenger	1	F	146
Moonee Valley (C)	25-34	Car as passenger	1	M	103
Moonee Valley (C)	25-34	Did not go to work		F	472
Moonee Valley (C)	25-34	Did not go to work		M	229
Moonee Valley (C)	25-34	Method of travel not stated		F	24
Moonee Valley (C)	25-34	Method of travel not stated		M	41
Moonee Valley (C)	25-34	Motorbike scooter	1	F	5
Moonee Valley (C)	25-34	Motorbike scooter	1	M	30
Moonee Valley (C)	25-34	(Other)	1	F	17
Moonee Valley (C)	25-34	(Other)	1	M	15
Moonee Valley (C)	25-34	Other three methods	3	M	5
Moonee Valley (C)	25-34	Other two methods	2	F	22
Moonee Valley (C)	25-34	Other two methods	2	M	23
Moonee Valley (C)	25-34	Taxi	1	F	6
Moonee Valley (C)	25-34	Taxi	1	M	5
Moonee Valley (C)	25-34	Train	1	F	155
Moonee Valley (C)	25-34	Train	1	M	128
Moonee Valley (C)	25-34	Train and bus	2	F	36
Moonee Valley (C)	25-34	Train and bus	2	M	35
Moonee Valley (C)	25-34	Train and car as driver	2	F	13
Moonee Valley (C)	25-34	Train and car as driver	2	M	14
Moonee Valley (C)	25-34	Train and car as passenger	2	F	13
Moonee Valley (C)	25-34	Train and car as passenger	2	M	4
Moonee Valley (C)	25-34	Train and other	2	F	4
Moonee Valley (C)	25-34	Train and other	2	M	5
Moonee Valley (C)	25-34	Train and tram includes light rail	2	F	35
Moonee Valley (C)	25-34	Train and tram includes light rail	2	M	30
Moonee Valley (C)	25-34	Train and two other methods	3	F	36
Moonee Valley (C)	25-34	Train and two other methods	3	M	29
Moonee Valley (C)	25-34	Tram includes light rail	1	F	79
Moonee Valley (C)	25-34	Tram includes light rail	1	M	53
Moonee Valley (C)	25-34	Truck	1	M	19
Moonee Valley (C)	25-34	Walked only	1	F	133
Moonee Valley (C)	25-34	Walked only	1	M	104
Moonee Valley (C)	25-34	Worked at home		F	144
Moonee Valley (C)	25-34	Worked at home		M	95
Moonee Valley (C)	35-44	Bicycle	1	F	20
Moonee Valley (C)	35-44	Bicycle	1	M	40
Moonee Valley (C)	35-44	Bus	1	F	32
Moonee Valley (C)	35-44	Bus	1	M	17
Moonee Valley (C)	35-44	Bus and car as passenger	2	M	3
Moonee Valley (C)	35-44	Bus and tram includes light rail	2	F	7
Moonee Valley (C)	35-44	Bus and tram includes light rail	2	M	10
Moonee Valley (C)	35-44	Car as driver	1	F	2776
Moonee Valley (C)	35-44	Car as driver	1	M	2734
Moonee Valley (C)	35-44	Car as passenger	1	F	98
Moonee Valley (C)	35-44	Car as passenger	1	M	54
Moonee Valley (C)	35-44	Did not go to work		F	441
Moonee Valley (C)	35-44	Did not go to work		M	173
Moonee Valley (C)	35-44	Method of travel not stated		F	34
Moonee Valley (C)	35-44	Method of travel not stated		M	29
Moonee Valley (C)	35-44	Motorbike scooter	1	F	6
Moonee Valley (C)	35-44	Motorbike scooter	1	M	27
Moonee Valley (C)	35-44	(Other)	1	F	21
Moonee Valley (C)	35-44	(Other)	1	M	18
Moonee Valley (C)	35-44	Other two methods	2	F	18
Moonee Valley (C)	35-44	Other two methods	2	M	31
Moonee Valley (C)	35-44	Taxi	1	M	9
Moonee Valley (C)	35-44	Train	1	F	63
Moonee Valley (C)	35-44	Train	1	M	79
Moonee Valley (C)	35-44	Train and bus	2	F	20
Moonee Valley (C)	35-44	Train and bus	2	M	26
Moonee Valley (C)	35-44	Train and car as driver	2	F	14
Moonee Valley (C)	35-44	Train and car as driver	2	M	12
Moonee Valley (C)	35-44	Train and car as passenger	2	F	5
Moonee Valley (C)	35-44	Train and tram includes light rail	2	F	14
Moonee Valley (C)	35-44	Train and tram includes light rail	2	M	18
Moonee Valley (C)	35-44	Train and two other methods	3	F	6
Moonee Valley (C)	35-44	Train and two other methods	3	M	16
Moonee Valley (C)	35-44	Tram includes light rail	1	F	35
Moonee Valley (C)	35-44	Tram includes light rail	1	M	28
Moonee Valley (C)	35-44	Truck	1	M	35
Moonee Valley (C)	35-44	Walked only	1	F	81
Moonee Valley (C)	35-44	Walked only	1	M	97
Moonee Valley (C)	35-44	Worked at home		F	344
Moonee Valley (C)	35-44	Worked at home		M	181
Moonee Valley (C)	45-54	Bicycle	1	F	17
Moonee Valley (C)	45-54	Bicycle	1	M	40
Moonee Valley (C)	45-54	Bus	1	F	42
Moonee Valley (C)	45-54	Bus	1	M	13
Moonee Valley (C)	45-54	Bus and car as driver	2	F	3
Moonee Valley (C)	45-54	Bus and tram includes light rail	2	F	3
Moonee Valley (C)	45-54	Bus and tram includes light rail	2	M	7
Moonee Valley (C)	45-54	Bus and two other methods excludes train	3	F	3
Moonee Valley (C)	45-54	Car as driver	1	F	3063
Moonee Valley (C)	45-54	Car as driver	1	M	2633
Moonee Valley (C)	45-54	Car as passenger	1	F	148
Moonee Valley (C)	45-54	Car as passenger	1	M	48
Moonee Valley (C)	45-54	Did not go to work		F	303
Moonee Valley (C)	45-54	Did not go to work		M	146
Moonee Valley (C)	45-54	Method of travel not stated		F	35
Moonee Valley (C)	45-54	Method of travel not stated		M	27
Moonee Valley (C)	45-54	Motorbike scooter	1	M	22
Moonee Valley (C)	45-54	(Other)	1	F	23
Moonee Valley (C)	45-54	(Other)	1	M	33
Moonee Valley (C)	45-54	Other two methods	2	F	14
Moonee Valley (C)	45-54	Other two methods	2	M	19
Moonee Valley (C)	45-54	Taxi	1	F	3
Moonee Valley (C)	45-54	Taxi	1	M	7
Moonee Valley (C)	45-54	Train	1	F	50
Moonee Valley (C)	45-54	Train	1	M	54
Moonee Valley (C)	45-54	Train and bus	2	F	13
Moonee Valley (C)	45-54	Train and bus	2	M	9
Moonee Valley (C)	45-54	Train and car as driver	2	F	9
Moonee Valley (C)	45-54	Train and car as driver	2	M	6
Moonee Valley (C)	45-54	Train and tram includes light rail	2	F	6
Moonee Valley (C)	45-54	Train and tram includes light rail	2	M	3
Moonee Valley (C)	45-54	Train and two other methods	3	F	12
Moonee Valley (C)	45-54	Train and two other methods	3	M	12
Moonee Valley (C)	45-54	Tram includes light rail	1	F	29
Moonee Valley (C)	45-54	Tram includes light rail	1	M	16
Moonee Valley (C)	45-54	Truck	1	M	36
Moonee Valley (C)	45-54	Walked only	1	F	111
Moonee Valley (C)	45-54	Walked only	1	M	64
Moonee Valley (C)	45-54	Worked at home		F	294
Moonee Valley (C)	45-54	Worked at home		M	177
Moonee Valley (C)	55-64	Bicycle	1	F	7
Moonee Valley (C)	55-64	Bicycle	1	M	19
Moonee Valley (C)	55-64	Bus	1	F	20
Moonee Valley (C)	55-64	Bus	1	M	3
Moonee Valley (C)	55-64	Bus and car as driver	2	F	3
Moonee Valley (C)	55-64	Bus and tram includes light rail	2	M	8
Moonee Valley (C)	55-64	Car as driver	1	F	1749
Moonee Valley (C)	55-64	Car as driver	1	M	1800
Moonee Valley (C)	55-64	Car as passenger	1	F	110
Moonee Valley (C)	55-64	Car as passenger	1	M	22
Moonee Valley (C)	55-64	Did not go to work		F	281
Moonee Valley (C)	55-64	Did not go to work		M	157
Moonee Valley (C)	55-64	Method of travel not stated		F	17
Moonee Valley (C)	55-64	Method of travel not stated		M	21
Moonee Valley (C)	55-64	Motorbike scooter	1	M	12
Moonee Valley (C)	55-64	(Other)	1	F	14
Moonee Valley (C)	55-64	(Other)	1	M	26
Moonee Valley (C)	55-64	Other two methods	2	F	8
Moonee Valley (C)	55-64	Other two methods	2	M	15
Moonee Valley (C)	55-64	Taxi	1	F	3
Moonee Valley (C)	55-64	Taxi	1	M	10
Moonee Valley (C)	55-64	Train	1	F	39
Moonee Valley (C)	55-64	Train	1	M	38
Moonee Valley (C)	55-64	Train and bus	2	F	15
Moonee Valley (C)	55-64	Train and bus	2	M	7
Moonee Valley (C)	55-64	Train and car as driver	2	F	3
Moonee Valley (C)	55-64	Train and car as driver	2	M	9
Moonee Valley (C)	55-64	Train and other	2	M	3
Moonee Valley (C)	55-64	Train and tram includes light rail	2	M	3
Moonee Valley (C)	55-64	Train and two other methods	3	F	10
Moonee Valley (C)	55-64	Train and two other methods	3	M	4
Moonee Valley (C)	55-64	Tram includes light rail	1	F	24
Moonee Valley (C)	55-64	Tram includes light rail	1	M	11
Moonee Valley (C)	55-64	Truck	1	M	20
Moonee Valley (C)	55-64	Walked only	1	F	96
Moonee Valley (C)	55-64	Walked only	1	M	63
Moonee Valley (C)	55-64	Worked at home		F	215
Moonee Valley (C)	55-64	Worked at home		M	197
Moonee Valley (C)	65-74	Bicycle	1	M	3
Moonee Valley (C)	65-74	Bus	1	F	8
Moonee Valley (C)	65-74	Bus and tram includes light rail	2	F	3
Moonee Valley (C)	65-74	Car as driver	1	F	250
Moonee Valley (C)	65-74	Car as driver	1	M	452
Moonee Valley (C)	65-74	Car as passenger	1	F	26
Moonee Valley (C)	65-74	Car as passenger	1	M	3
Moonee Valley (C)	65-74	Did not go to work		F	72
Moonee Valley (C)	65-74	Did not go to work		M	76
Moonee Valley (C)	65-74	Method of travel not stated		F	9
Moonee Valley (C)	65-74	Method of travel not stated		M	10
Moonee Valley (C)	65-74	(Other)	1	F	3
Moonee Valley (C)	65-74	(Other)	1	M	4
Moonee Valley (C)	65-74	Other two methods	2	F	4
Moonee Valley (C)	65-74	Train	1	F	10
Moonee Valley (C)	65-74	Train	1	M	11
Moonee Valley (C)	65-74	Train and bus	2	F	4
Moonee Valley (C)	65-74	Train and tram includes light rail	2	M	3
Moonee Valley (C)	65-74	Train and two other methods	3	M	3
Moonee Valley (C)	65-74	Tram includes light rail	1	F	7
Moonee Valley (C)	65-74	Tram includes light rail	1	M	6
Moonee Valley (C)	65-74	Truck	1	M	8
Moonee Valley (C)	65-74	Walked only	1	F	21
Moonee Valley (C)	65-74	Walked only	1	M	18
Moonee Valley (C)	65-74	Worked at home		F	55
Moonee Valley (C)	65-74	Worked at home		M	80
Moonee Valley (C)	75+	Car as driver	1	F	20
Moonee Valley (C)	75+	Car as driver	1	M	65
Moonee Valley (C)	75+	Car as passenger	1	F	5
Moonee Valley (C)	75+	Car as passenger	1	M	3
Moonee Valley (C)	75+	Did not go to work		F	9
Moonee Valley (C)	75+	Did not go to work		M	10
Moonee Valley (C)	75+	Method of travel not stated		F	3
Moonee Valley (C)	75+	Motorbike scooter	1	M	3
Moonee Valley (C)	75+	(Other)	1	M	3
Moonee Valley (C)	75+	Train	1	M	3
Moonee Valley (C)	75+	Truck	1	M	4
Moonee Valley (C)	75+	Walked only	1	M	7
Moonee Valley (C)	75+	Worked at home		F	3
Moonee Valley (C)	75+	Worked at home		M	18
Moorabool (S)	15-24	Bicycle	1	M	8
Moorabool (S)	15-24	Bus	1	F	19
Moorabool (S)	15-24	Bus	1	M	3
Moorabool (S)	15-24	Bus and car as passenger	2	F	3
Moorabool (S)	15-24	Car as driver	1	F	297
Moorabool (S)	15-24	Car as driver	1	M	340
Moorabool (S)	15-24	Car as passenger	1	F	140
Moorabool (S)	15-24	Car as passenger	1	M	120
Moorabool (S)	15-24	Did not go to work		F	133
Moorabool (S)	15-24	Did not go to work		M	95
Moorabool (S)	15-24	Method of travel not stated		F	12
Moorabool (S)	15-24	Method of travel not stated		M	4
Moorabool (S)	15-24	Motorbike scooter	1	M	3
Moorabool (S)	15-24	(Other)	1	F	4
Moorabool (S)	15-24	(Other)	1	M	3
Moorabool (S)	15-24	Other two methods	2	F	4
Moorabool (S)	15-24	Other two methods	2	M	9
Moorabool (S)	15-24	Train and bus	2	F	3
Moorabool (S)	15-24	Train and car as driver	2	M	3
Moorabool (S)	15-24	Train and car as passenger	2	F	4
Moorabool (S)	15-24	Train and two other methods	3	F	3
Moorabool (S)	15-24	Truck	1	M	3
Moorabool (S)	15-24	Walked only	1	F	17
Moorabool (S)	15-24	Walked only	1	M	27
Moorabool (S)	15-24	Worked at home		F	7
Moorabool (S)	15-24	Worked at home		M	8
Moorabool (S)	25-34	Bicycle	1	M	6
Moorabool (S)	25-34	Car as driver	1	F	468
Moorabool (S)	25-34	Car as driver	1	M	515
Moorabool (S)	25-34	Car as passenger	1	F	23
Moorabool (S)	25-34	Car as passenger	1	M	23
Moorabool (S)	25-34	Did not go to work		F	90
Moorabool (S)	25-34	Did not go to work		M	33
Moorabool (S)	25-34	Method of travel not stated		F	3
Moorabool (S)	25-34	Method of travel not stated		M	10
Moorabool (S)	25-34	Motorbike scooter	1	M	3
Moorabool (S)	25-34	(Other)	1	F	6
Moorabool (S)	25-34	(Other)	1	M	3
Moorabool (S)	25-34	Other two methods	2	F	3
Moorabool (S)	25-34	Other two methods	2	M	11
Moorabool (S)	25-34	Train	1	F	3
Moorabool (S)	25-34	Train	1	M	7
Moorabool (S)	25-34	Train and bus	2	F	3
Moorabool (S)	25-34	Train and car as driver	2	M	3
Moorabool (S)	25-34	Truck	1	M	14
Moorabool (S)	25-34	Walked only	1	F	7
Moorabool (S)	25-34	Walked only	1	M	22
Moorabool (S)	25-34	Worked at home		F	61
Moorabool (S)	25-34	Worked at home		M	16
Moorabool (S)	35-44	Car as driver	1	F	553
Moorabool (S)	35-44	Car as driver	1	M	542
Moorabool (S)	35-44	Car as passenger	1	F	21
Moorabool (S)	35-44	Car as passenger	1	M	16
Moorabool (S)	35-44	Did not go to work		F	119
Moorabool (S)	35-44	Did not go to work		M	25
Moorabool (S)	35-44	Method of travel not stated		F	4
Moorabool (S)	35-44	Method of travel not stated		M	3
Moorabool (S)	35-44	Motorbike scooter	1	M	3
Moorabool (S)	35-44	(Other)	1	M	5
Moorabool (S)	35-44	Other two methods	2	M	6
Moorabool (S)	35-44	Train	1	F	4
Moorabool (S)	35-44	Train	1	M	3
Moorabool (S)	35-44	Train and other	2	M	3
Moorabool (S)	35-44	Truck	1	M	21
Moorabool (S)	35-44	Walked only	1	F	18
Moorabool (S)	35-44	Walked only	1	M	20
Moorabool (S)	35-44	Worked at home		F	86
Moorabool (S)	35-44	Worked at home		M	37
Moorabool (S)	45-54	Bicycle	1	M	4
Moorabool (S)	45-54	Bus	1	F	3
Moorabool (S)	45-54	Car as driver	1	F	660
Moorabool (S)	45-54	Car as driver	1	M	554
Moorabool (S)	45-54	Car as passenger	1	F	41
Moorabool (S)	45-54	Car as passenger	1	M	11
Moorabool (S)	45-54	Did not go to work		F	105
Moorabool (S)	45-54	Did not go to work		M	43
Moorabool (S)	45-54	Method of travel not stated		F	7
Moorabool (S)	45-54	Method of travel not stated		M	6
Moorabool (S)	45-54	Motorbike scooter	1	M	9
Moorabool (S)	45-54	(Other)	1	F	4
Moorabool (S)	45-54	(Other)	1	M	11
Moorabool (S)	45-54	Other two methods	2	M	3
Moorabool (S)	45-54	Truck	1	F	3
Moorabool (S)	45-54	Truck	1	M	22
Moorabool (S)	45-54	Walked only	1	F	36
Moorabool (S)	45-54	Walked only	1	M	22
Moorabool (S)	45-54	Worked at home		F	99
Moorabool (S)	45-54	Worked at home		M	60
Moorabool (S)	55-64	Bicycle	1	M	5
Moorabool (S)	55-64	Car as driver	1	F	411
Moorabool (S)	55-64	Car as driver	1	M	394
Moorabool (S)	55-64	Car as passenger	1	F	21
Moorabool (S)	55-64	Car as passenger	1	M	9
Moorabool (S)	55-64	Did not go to work		F	77
Moorabool (S)	55-64	Did not go to work		M	43
Moorabool (S)	55-64	Method of travel not stated		F	3
Moorabool (S)	55-64	Method of travel not stated		M	4
Moorabool (S)	55-64	(Other)	1	F	3
Moorabool (S)	55-64	(Other)	1	M	8
Moorabool (S)	55-64	Other two methods	2	M	4
Moorabool (S)	55-64	Train	1	F	3
Moorabool (S)	55-64	Truck	1	M	26
Moorabool (S)	55-64	Walked only	1	F	23
Moorabool (S)	55-64	Walked only	1	M	28
Moorabool (S)	55-64	Worked at home		F	85
Moorabool (S)	55-64	Worked at home		M	81
Moorabool (S)	65-74	Car as driver	1	F	58
Moorabool (S)	65-74	Car as driver	1	M	99
Moorabool (S)	65-74	Car as passenger	1	M	3
Moorabool (S)	65-74	Did not go to work		F	20
Moorabool (S)	65-74	Did not go to work		M	19
Moorabool (S)	65-74	Method of travel not stated		F	3
Moorabool (S)	65-74	Method of travel not stated		M	10
Moorabool (S)	65-74	(Other)	1	M	4
Moorabool (S)	65-74	Other two methods	2	M	3
Moorabool (S)	65-74	Truck	1	M	4
Moorabool (S)	65-74	Walked only	1	F	14
Moorabool (S)	65-74	Walked only	1	M	17
Moorabool (S)	65-74	Worked at home		F	44
Moorabool (S)	65-74	Worked at home		M	67
Moorabool (S)	75+	Car as driver	1	F	3
Moorabool (S)	75+	Car as driver	1	M	24
Moorabool (S)	75+	Did not go to work		M	8
Moorabool (S)	75+	Method of travel not stated		M	3
Moorabool (S)	75+	Walked only	1	F	3
Moorabool (S)	75+	Walked only	1	M	6
Moorabool (S)	75+	Worked at home		F	4
Moorabool (S)	75+	Worked at home		M	19
Moreland (C)	15-24	Bicycle	1	F	75
Moreland (C)	15-24	Bicycle	1	M	85
Moreland (C)	15-24	Bus	1	F	54
Moreland (C)	15-24	Bus	1	M	53
Moreland (C)	15-24	Bus and car as passenger	2	F	3
Moreland (C)	15-24	Bus and other	2	F	3
Moreland (C)	15-24	Bus and tram includes light rail	2	F	20
Moreland (C)	15-24	Bus and tram includes light rail	2	M	17
Moreland (C)	15-24	Car as driver	1	F	1113
Moreland (C)	15-24	Car as driver	1	M	1245
Moreland (C)	15-24	Car as passenger	1	F	258
Moreland (C)	15-24	Car as passenger	1	M	247
Moreland (C)	15-24	Did not go to work		F	470
Moreland (C)	15-24	Did not go to work		M	296
Moreland (C)	15-24	Method of travel not stated		F	40
Moreland (C)	15-24	Method of travel not stated		M	40
Moreland (C)	15-24	Motorbike scooter	1	F	3
Moreland (C)	15-24	Motorbike scooter	1	M	14
Moreland (C)	15-24	(Other)	1	F	6
Moreland (C)	15-24	(Other)	1	M	8
Moreland (C)	15-24	Other three methods	3	M	3
Moreland (C)	15-24	Other two methods	2	F	17
Moreland (C)	15-24	Other two methods	2	M	29
Moreland (C)	15-24	Taxi	1	F	3
Moreland (C)	15-24	Taxi	1	M	14
Moreland (C)	15-24	Train	1	F	95
Moreland (C)	15-24	Train	1	M	108
Moreland (C)	15-24	Train and bus	2	F	24
Moreland (C)	15-24	Train and bus	2	M	36
Moreland (C)	15-24	Train and car as driver	2	F	3
Moreland (C)	15-24	Train and car as driver	2	M	12
Moreland (C)	15-24	Train and car as passenger	2	M	8
Moreland (C)	15-24	Train and other	2	F	4
Moreland (C)	15-24	Train and other	2	M	3
Moreland (C)	15-24	Train and tram includes light rail	2	F	24
Moreland (C)	15-24	Train and tram includes light rail	2	M	31
Moreland (C)	15-24	Train and two other methods	3	F	19
Moreland (C)	15-24	Train and two other methods	3	M	20
Moreland (C)	15-24	Tram includes light rail	1	F	118
Moreland (C)	15-24	Tram includes light rail	1	M	72
Moreland (C)	15-24	Truck	1	M	10
Moreland (C)	15-24	Walked only	1	F	169
Moreland (C)	15-24	Walked only	1	M	122
Moreland (C)	15-24	Worked at home		F	42
Moreland (C)	15-24	Worked at home		M	40
Moreland (C)	25-34	Bicycle	1	F	151
Moreland (C)	25-34	Bicycle	1	M	206
Moreland (C)	25-34	Bus	1	F	91
Moreland (C)	25-34	Bus	1	M	48
Moreland (C)	25-34	Bus and car as driver	2	F	3
Moreland (C)	25-34	Bus and car as passenger	2	M	3
Moreland (C)	25-34	Bus and other	2	F	6
Moreland (C)	25-34	Bus and tram includes light rail	2	F	40
Moreland (C)	25-34	Bus and tram includes light rail	2	M	26
Moreland (C)	25-34	Bus and two other methods excludes train	3	F	4
Moreland (C)	25-34	Car as driver	1	F	2525
Moreland (C)	25-34	Car as driver	1	M	3405
Moreland (C)	25-34	Car as passenger	1	F	197
Moreland (C)	25-34	Car as passenger	1	M	138
Moreland (C)	25-34	Did not go to work		F	547
Moreland (C)	25-34	Did not go to work		M	297
Moreland (C)	25-34	Ferry	1	F	3
Moreland (C)	25-34	Ferry	1	M	3
Moreland (C)	25-34	Method of travel not stated		F	49
Moreland (C)	25-34	Method of travel not stated		M	63
Moreland (C)	25-34	Motorbike scooter	1	F	6
Moreland (C)	25-34	Motorbike scooter	1	M	38
Moreland (C)	25-34	(Other)	1	F	29
Moreland (C)	25-34	(Other)	1	M	47
Moreland (C)	25-34	Other three methods	3	F	3
Moreland (C)	25-34	Other three methods	3	M	3
Moreland (C)	25-34	Other two methods	2	F	27
Moreland (C)	25-34	Other two methods	2	M	65
Moreland (C)	25-34	Taxi	1	F	12
Moreland (C)	25-34	Taxi	1	M	54
Moreland (C)	25-34	Train	1	F	173
Moreland (C)	25-34	Train	1	M	168
Moreland (C)	25-34	Train and bus	2	F	46
Moreland (C)	25-34	Train and bus	2	M	41
Moreland (C)	25-34	Train and car as driver	2	F	5
Moreland (C)	25-34	Train and car as driver	2	M	16
Moreland (C)	25-34	Train and car as passenger	2	F	10
Moreland (C)	25-34	Train and car as passenger	2	M	7
Moreland (C)	25-34	Train and other	2	F	4
Moreland (C)	25-34	Train and other	2	M	9
Moreland (C)	25-34	Train and tram includes light rail	2	F	48
Moreland (C)	25-34	Train and tram includes light rail	2	M	42
Moreland (C)	25-34	Train and two other methods	3	F	53
Moreland (C)	25-34	Train and two other methods	3	M	35
Moreland (C)	25-34	Tram includes light rail	1	F	132
Moreland (C)	25-34	Tram includes light rail	1	M	134
Moreland (C)	25-34	Truck	1	M	37
Moreland (C)	25-34	Walked only	1	F	239
Moreland (C)	25-34	Walked only	1	M	242
Moreland (C)	25-34	Worked at home		F	311
Moreland (C)	25-34	Worked at home		M	206
Moreland (C)	35-44	Bicycle	1	F	83
Moreland (C)	35-44	Bicycle	1	M	134
Moreland (C)	35-44	Bus	1	F	32
Moreland (C)	35-44	Bus	1	M	28
Moreland (C)	35-44	Bus and car as passenger	2	F	3
Moreland (C)	35-44	Bus and car as passenger	2	M	3
Moreland (C)	35-44	Bus and tram includes light rail	2	F	18
Moreland (C)	35-44	Bus and tram includes light rail	2	M	12
Moreland (C)	35-44	Bus and two other methods excludes train	3	F	3
Moreland (C)	35-44	Bus and two other methods excludes train	3	M	3
Moreland (C)	35-44	Car as driver	1	F	2591
Moreland (C)	35-44	Car as driver	1	M	3047
Moreland (C)	35-44	Car as passenger	1	F	124
Moreland (C)	35-44	Car as passenger	1	M	61
Moreland (C)	35-44	Did not go to work		F	462
Moreland (C)	35-44	Did not go to work		M	209
Moreland (C)	35-44	Method of travel not stated		F	46
Moreland (C)	35-44	Method of travel not stated		M	41
Moreland (C)	35-44	Motorbike scooter	1	F	7
Moreland (C)	35-44	Motorbike scooter	1	M	24
Moreland (C)	35-44	(Other)	1	F	23
Moreland (C)	35-44	(Other)	1	M	34
Moreland (C)	35-44	Other two methods	2	F	22
Moreland (C)	35-44	Other two methods	2	M	28
