STE_NAME16	Age	EmploymentStatus	HoursWorked.min	workers
Western Australia	15-19		1	202
Western Australia	15-19		16	61
Western Australia	15-19		25	40
Western Australia	15-19		35	37
Western Australia	15-19		40	41
Western Australia	15-19		41	16
Western Australia	15-19		49	20
Western Australia	15-19	Contributing family workers		56
Western Australia	15-19	Contributing family workers	0	23
Western Australia	15-19	Contributing family workers	1	276
Western Australia	15-19	Contributing family workers	16	57
Western Australia	15-19	Contributing family workers	25	26
Western Australia	15-19	Contributing family workers	35	4
Western Australia	15-19	Contributing family workers	40	13
Western Australia	15-19	Contributing family workers	41	5
Western Australia	15-19	Contributing family workers	49	13
Western Australia	15-19	Employee		1269
Western Australia	15-19	Employee	0	1771
Western Australia	15-19	Employee	1	31054
Western Australia	15-19	Employee	16	6424
Western Australia	15-19	Employee	25	4164
Western Australia	15-19	Employee	35	4965
Western Australia	15-19	Employee	40	4046
Western Australia	15-19	Employee	41	1425
Western Australia	15-19	Employee	49	1298
Western Australia	15-19	Owner managers of incorporated enterprises		4
Western Australia	15-19	Owner managers of incorporated enterprises	0	6
Western Australia	15-19	Owner managers of incorporated enterprises	1	60
Western Australia	15-19	Owner managers of incorporated enterprises	16	11
Western Australia	15-19	Owner managers of incorporated enterprises	25	11
Western Australia	15-19	Owner managers of incorporated enterprises	35	4
Western Australia	15-19	Owner managers of incorporated enterprises	40	9
Western Australia	15-19	Owner managers of incorporated enterprises	41	5
Western Australia	15-19	Owner managers of incorporated enterprises	49	16
Western Australia	15-19	Owner managers of unincorporated enterprises		10
Western Australia	15-19	Owner managers of unincorporated enterprises	0	10
Western Australia	15-19	Owner managers of unincorporated enterprises	1	278
Western Australia	15-19	Owner managers of unincorporated enterprises	16	60
Western Australia	15-19	Owner managers of unincorporated enterprises	25	43
Western Australia	15-19	Owner managers of unincorporated enterprises	35	23
Western Australia	15-19	Owner managers of unincorporated enterprises	40	39
Western Australia	15-19	Owner managers of unincorporated enterprises	41	14
Western Australia	15-19	Owner managers of unincorporated enterprises	49	17
Western Australia	20-24			179
Western Australia	20-24		0	61
Western Australia	20-24		1	119
Western Australia	20-24		16	71
Western Australia	20-24		25	67
Western Australia	20-24		35	107
Western Australia	20-24		40	120
Western Australia	20-24		41	43
Western Australia	20-24		49	76
Western Australia	20-24	Contributing family workers		23
Western Australia	20-24	Contributing family workers	0	25
Western Australia	20-24	Contributing family workers	1	147
Western Australia	20-24	Contributing family workers	16	76
Western Australia	20-24	Contributing family workers	25	61
Western Australia	20-24	Contributing family workers	35	23
Western Australia	20-24	Contributing family workers	40	39
Western Australia	20-24	Contributing family workers	41	14
Western Australia	20-24	Contributing family workers	49	53
Western Australia	20-24	Employee		2271
Western Australia	20-24	Employee	0	3138
Western Australia	20-24	Employee	1	17805
Western Australia	20-24	Employee	16	13352
Western Australia	20-24	Employee	25	11324
Western Australia	20-24	Employee	35	19411
Western Australia	20-24	Employee	40	16923
Western Australia	20-24	Employee	41	7752
Western Australia	20-24	Employee	49	8948
Western Australia	20-24	Owner managers of incorporated enterprises		23
Western Australia	20-24	Owner managers of incorporated enterprises	0	23
Western Australia	20-24	Owner managers of incorporated enterprises	1	81
Western Australia	20-24	Owner managers of incorporated enterprises	16	65
Western Australia	20-24	Owner managers of incorporated enterprises	25	84
Western Australia	20-24	Owner managers of incorporated enterprises	35	78
Western Australia	20-24	Owner managers of incorporated enterprises	40	149
Western Australia	20-24	Owner managers of incorporated enterprises	41	68
Western Australia	20-24	Owner managers of incorporated enterprises	49	191
Western Australia	20-24	Owner managers of unincorporated enterprises		51
Western Australia	20-24	Owner managers of unincorporated enterprises	0	67
Western Australia	20-24	Owner managers of unincorporated enterprises	1	605
Western Australia	20-24	Owner managers of unincorporated enterprises	16	290
Western Australia	20-24	Owner managers of unincorporated enterprises	25	384
Western Australia	20-24	Owner managers of unincorporated enterprises	35	271
Western Australia	20-24	Owner managers of unincorporated enterprises	40	462
Western Australia	20-24	Owner managers of unincorporated enterprises	41	191
Western Australia	20-24	Owner managers of unincorporated enterprises	49	403
Western Australia	25-29			194
Western Australia	25-29		0	63
Western Australia	25-29		1	63
Western Australia	25-29		16	76
Western Australia	25-29		25	66
Western Australia	25-29		35	104
Western Australia	25-29		40	132
Western Australia	25-29		41	45
Western Australia	25-29		49	101
Western Australia	25-29	Contributing family workers		34
Western Australia	25-29	Contributing family workers	0	35
Western Australia	25-29	Contributing family workers	1	216
Western Australia	25-29	Contributing family workers	16	67
Western Australia	25-29	Contributing family workers	25	72
Western Australia	25-29	Contributing family workers	35	42
Western Australia	25-29	Contributing family workers	40	74
Western Australia	25-29	Contributing family workers	41	20
Western Australia	25-29	Contributing family workers	49	111
Western Australia	25-29	Employee		2100
Western Australia	25-29	Employee	0	5131
Western Australia	25-29	Employee	1	8226
Western Australia	25-29	Employee	16	9946
Western Australia	25-29	Employee	25	10299
Western Australia	25-29	Employee	35	25975
Western Australia	25-29	Employee	40	25175
Western Australia	25-29	Employee	41	13623
Western Australia	25-29	Employee	49	20992
Western Australia	25-29	Owner managers of incorporated enterprises		45
Western Australia	25-29	Owner managers of incorporated enterprises	0	75
Western Australia	25-29	Owner managers of incorporated enterprises	1	198
Western Australia	25-29	Owner managers of incorporated enterprises	16	154
Western Australia	25-29	Owner managers of incorporated enterprises	25	249
Western Australia	25-29	Owner managers of incorporated enterprises	35	322
Western Australia	25-29	Owner managers of incorporated enterprises	40	604
Western Australia	25-29	Owner managers of incorporated enterprises	41	269
Western Australia	25-29	Owner managers of incorporated enterprises	49	991
Western Australia	25-29	Owner managers of unincorporated enterprises		122
Western Australia	25-29	Owner managers of unincorporated enterprises	0	172
Western Australia	25-29	Owner managers of unincorporated enterprises	1	930
Western Australia	25-29	Owner managers of unincorporated enterprises	16	650
Western Australia	25-29	Owner managers of unincorporated enterprises	25	837
Western Australia	25-29	Owner managers of unincorporated enterprises	35	595
Western Australia	25-29	Owner managers of unincorporated enterprises	40	1220
Western Australia	25-29	Owner managers of unincorporated enterprises	41	513
Western Australia	25-29	Owner managers of unincorporated enterprises	49	1160
Western Australia	30-34			166
Western Australia	30-34		0	60
Western Australia	30-34		1	56
Western Australia	30-34		16	61
Western Australia	30-34		25	64
Western Australia	30-34		35	133
Western Australia	30-34		40	155
Western Australia	30-34		41	58
Western Australia	30-34		49	141
Western Australia	30-34	Contributing family workers		71
Western Australia	30-34	Contributing family workers	0	49
Western Australia	30-34	Contributing family workers	1	451
Western Australia	30-34	Contributing family workers	16	169
Western Australia	30-34	Contributing family workers	25	149
Western Australia	30-34	Contributing family workers	35	63
Western Australia	30-34	Contributing family workers	40	115
Western Australia	30-34	Contributing family workers	41	36
Western Australia	30-34	Contributing family workers	49	238
Western Australia	30-34	Employee		1863
Western Australia	30-34	Employee	0	6771
Western Australia	30-34	Employee	1	8247
Western Australia	30-34	Employee	16	10614
Western Australia	30-34	Employee	25	10045
Western Australia	30-34	Employee	35	23957
Western Australia	30-34	Employee	40	25002
Western Australia	30-34	Employee	41	13825
Western Australia	30-34	Employee	49	23351
Western Australia	30-34	Owner managers of incorporated enterprises		113
Western Australia	30-34	Owner managers of incorporated enterprises	0	141
Western Australia	30-34	Owner managers of incorporated enterprises	1	464
Western Australia	30-34	Owner managers of incorporated enterprises	16	341
Western Australia	30-34	Owner managers of incorporated enterprises	25	533
Western Australia	30-34	Owner managers of incorporated enterprises	35	546
Western Australia	30-34	Owner managers of incorporated enterprises	40	1194
Western Australia	30-34	Owner managers of incorporated enterprises	41	530
Western Australia	30-34	Owner managers of incorporated enterprises	49	2149
Western Australia	30-34	Owner managers of unincorporated enterprises		169
Western Australia	30-34	Owner managers of unincorporated enterprises	0	247
Western Australia	30-34	Owner managers of unincorporated enterprises	1	1552
Western Australia	30-34	Owner managers of unincorporated enterprises	16	865
Western Australia	30-34	Owner managers of unincorporated enterprises	25	1218
Western Australia	30-34	Owner managers of unincorporated enterprises	35	758
Western Australia	30-34	Owner managers of unincorporated enterprises	40	1553
Western Australia	30-34	Owner managers of unincorporated enterprises	41	648
Western Australia	30-34	Owner managers of unincorporated enterprises	49	1778
Western Australia	35-39			165
Western Australia	35-39		0	62
Western Australia	35-39		1	79
Western Australia	35-39		16	74
Western Australia	35-39		25	95
Western Australia	35-39		35	120
Western Australia	35-39		40	107
Western Australia	35-39		41	46
Western Australia	35-39		49	144
Western Australia	35-39	Contributing family workers		60
Western Australia	35-39	Contributing family workers	0	44
Western Australia	35-39	Contributing family workers	1	512
Western Australia	35-39	Contributing family workers	16	157
Western Australia	35-39	Contributing family workers	25	157
Western Australia	35-39	Contributing family workers	35	64
Western Australia	35-39	Contributing family workers	40	158
Western Australia	35-39	Contributing family workers	41	53
Western Australia	35-39	Contributing family workers	49	270
Western Australia	35-39	Employee		1509
Western Australia	35-39	Employee	0	4850
Western Australia	35-39	Employee	1	8012
Western Australia	35-39	Employee	16	10286
Western Australia	35-39	Employee	25	10087
Western Australia	35-39	Employee	35	19525
Western Australia	35-39	Employee	40	20646
Western Australia	35-39	Employee	41	11597
Western Australia	35-39	Employee	49	20210
Western Australia	35-39	Owner managers of incorporated enterprises		94
Western Australia	35-39	Owner managers of incorporated enterprises	0	145
Western Australia	35-39	Owner managers of incorporated enterprises	1	557
Western Australia	35-39	Owner managers of incorporated enterprises	16	502
Western Australia	35-39	Owner managers of incorporated enterprises	25	717
Western Australia	35-39	Owner managers of incorporated enterprises	35	650
Western Australia	35-39	Owner managers of incorporated enterprises	40	1614
Western Australia	35-39	Owner managers of incorporated enterprises	41	690
Western Australia	35-39	Owner managers of incorporated enterprises	49	2825
Western Australia	35-39	Owner managers of unincorporated enterprises		155
Western Australia	35-39	Owner managers of unincorporated enterprises	0	218
Western Australia	35-39	Owner managers of unincorporated enterprises	1	1773
Western Australia	35-39	Owner managers of unincorporated enterprises	16	1013
Western Australia	35-39	Owner managers of unincorporated enterprises	25	1282
Western Australia	35-39	Owner managers of unincorporated enterprises	35	738
Western Australia	35-39	Owner managers of unincorporated enterprises	40	1634
Western Australia	35-39	Owner managers of unincorporated enterprises	41	637
Western Australia	35-39	Owner managers of unincorporated enterprises	49	1995
Western Australia	40-44			145
Western Australia	40-44		0	49
Western Australia	40-44		1	85
Western Australia	40-44		16	84
Western Australia	40-44		25	83
Western Australia	40-44		35	89
Western Australia	40-44		40	152
Western Australia	40-44		41	51
Western Australia	40-44		49	162
Western Australia	40-44	Contributing family workers		72
Western Australia	40-44	Contributing family workers	0	53
Western Australia	40-44	Contributing family workers	1	492
Western Australia	40-44	Contributing family workers	16	180
Western Australia	40-44	Contributing family workers	25	215
Western Australia	40-44	Contributing family workers	35	91
Western Australia	40-44	Contributing family workers	40	190
Western Australia	40-44	Contributing family workers	41	69
Western Australia	40-44	Contributing family workers	49	396
Western Australia	40-44	Employee		1494
Western Australia	40-44	Employee	0	3516
Western Australia	40-44	Employee	1	7530
Western Australia	40-44	Employee	16	10005
Western Australia	40-44	Employee	25	11766
Western Australia	40-44	Employee	35	19405
Western Australia	40-44	Employee	40	20549
Western Australia	40-44	Employee	41	11432
Western Australia	40-44	Employee	49	20195
Western Australia	40-44	Owner managers of incorporated enterprises		124
Western Australia	40-44	Owner managers of incorporated enterprises	0	142
Western Australia	40-44	Owner managers of incorporated enterprises	1	600
Western Australia	40-44	Owner managers of incorporated enterprises	16	568
Western Australia	40-44	Owner managers of incorporated enterprises	25	881
Western Australia	40-44	Owner managers of incorporated enterprises	35	740
Western Australia	40-44	Owner managers of incorporated enterprises	40	1976
Western Australia	40-44	Owner managers of incorporated enterprises	41	912
Western Australia	40-44	Owner managers of incorporated enterprises	49	3507
Western Australia	40-44	Owner managers of unincorporated enterprises		146
Western Australia	40-44	Owner managers of unincorporated enterprises	0	266
Western Australia	40-44	Owner managers of unincorporated enterprises	1	1816
Western Australia	40-44	Owner managers of unincorporated enterprises	16	1167
Western Australia	40-44	Owner managers of unincorporated enterprises	25	1509
Western Australia	40-44	Owner managers of unincorporated enterprises	35	861
Western Australia	40-44	Owner managers of unincorporated enterprises	40	1875
Western Australia	40-44	Owner managers of unincorporated enterprises	41	826
Western Australia	40-44	Owner managers of unincorporated enterprises	49	2434
Western Australia	45-49			181
Western Australia	45-49		0	65
Western Australia	45-49		1	86
Western Australia	45-49		16	85
Western Australia	45-49		25	96
Western Australia	45-49		35	135
Western Australia	45-49		40	155
Western Australia	45-49		41	73
Western Australia	45-49		49	209
Western Australia	45-49	Contributing family workers		72
Western Australia	45-49	Contributing family workers	0	77
Western Australia	45-49	Contributing family workers	1	412
Western Australia	45-49	Contributing family workers	16	202
Western Australia	45-49	Contributing family workers	25	212
Western Australia	45-49	Contributing family workers	35	112
Western Australia	45-49	Contributing family workers	40	248
Western Australia	45-49	Contributing family workers	41	102
Western Australia	45-49	Contributing family workers	49	525
Western Australia	45-49	Employee		1444
Western Australia	45-49	Employee	0	3623
Western Australia	45-49	Employee	1	6554
Western Australia	45-49	Employee	16	9281
Western Australia	45-49	Employee	25	12186
Western Australia	45-49	Employee	35	20423
Western Australia	45-49	Employee	40	20153
Western Australia	45-49	Employee	41	11673
Western Australia	45-49	Employee	49	20478
Western Australia	45-49	Owner managers of incorporated enterprises		140
Western Australia	45-49	Owner managers of incorporated enterprises	0	158
Western Australia	45-49	Owner managers of incorporated enterprises	1	622
Western Australia	45-49	Owner managers of incorporated enterprises	16	602
Western Australia	45-49	Owner managers of incorporated enterprises	25	1012
Western Australia	45-49	Owner managers of incorporated enterprises	35	793
Western Australia	45-49	Owner managers of incorporated enterprises	40	2190
Western Australia	45-49	Owner managers of incorporated enterprises	41	1030
Western Australia	45-49	Owner managers of incorporated enterprises	49	4045
Western Australia	45-49	Owner managers of unincorporated enterprises		183
Western Australia	45-49	Owner managers of unincorporated enterprises	0	258
Western Australia	45-49	Owner managers of unincorporated enterprises	1	1743
Western Australia	45-49	Owner managers of unincorporated enterprises	16	1251
Western Australia	45-49	Owner managers of unincorporated enterprises	25	1701
Western Australia	45-49	Owner managers of unincorporated enterprises	35	1036
Western Australia	45-49	Owner managers of unincorporated enterprises	40	2136
Western Australia	45-49	Owner managers of unincorporated enterprises	41	883
Western Australia	45-49	Owner managers of unincorporated enterprises	49	2883
Western Australia	50-54			170
Western Australia	50-54		0	83
Western Australia	50-54		1	88
Western Australia	50-54		16	63
Western Australia	50-54		25	99
Western Australia	50-54		35	108
Western Australia	50-54		40	162
Western Australia	50-54		41	74
Western Australia	50-54		49	200
Western Australia	50-54	Contributing family workers		74
Western Australia	50-54	Contributing family workers	0	85
Western Australia	50-54	Contributing family workers	1	413
Western Australia	50-54	Contributing family workers	16	218
Western Australia	50-54	Contributing family workers	25	222
Western Australia	50-54	Contributing family workers	35	96
Western Australia	50-54	Contributing family workers	40	249
Western Australia	50-54	Contributing family workers	41	77
Western Australia	50-54	Contributing family workers	49	567
Western Australia	50-54	Employee		1225
Western Australia	50-54	Employee	0	3828
Western Australia	50-54	Employee	1	5339
Western Australia	50-54	Employee	16	8129
Western Australia	50-54	Employee	25	11377
Western Australia	50-54	Employee	35	19670
Western Australia	50-54	Employee	40	17776
Western Australia	50-54	Employee	41	10304
Western Australia	50-54	Employee	49	18273
Western Australia	50-54	Owner managers of incorporated enterprises		102
Western Australia	50-54	Owner managers of incorporated enterprises	0	217
Western Australia	50-54	Owner managers of incorporated enterprises	1	583
Western Australia	50-54	Owner managers of incorporated enterprises	16	563
Western Australia	50-54	Owner managers of incorporated enterprises	25	921
Western Australia	50-54	Owner managers of incorporated enterprises	35	817
Western Australia	50-54	Owner managers of incorporated enterprises	40	2042
Western Australia	50-54	Owner managers of incorporated enterprises	41	966
Western Australia	50-54	Owner managers of incorporated enterprises	49	3856
Western Australia	50-54	Owner managers of unincorporated enterprises		175
Western Australia	50-54	Owner managers of unincorporated enterprises	0	320
Western Australia	50-54	Owner managers of unincorporated enterprises	1	1577
Western Australia	50-54	Owner managers of unincorporated enterprises	16	1175
Western Australia	50-54	Owner managers of unincorporated enterprises	25	1746
Western Australia	50-54	Owner managers of unincorporated enterprises	35	1000
Western Australia	50-54	Owner managers of unincorporated enterprises	40	2125
Western Australia	50-54	Owner managers of unincorporated enterprises	41	934
Western Australia	50-54	Owner managers of unincorporated enterprises	49	3041
Western Australia	55-59			172
Western Australia	55-59		0	90
Western Australia	55-59		1	100
Western Australia	55-59		16	71
Western Australia	55-59		25	112
Western Australia	55-59		35	108
Western Australia	55-59		40	116
Western Australia	55-59		41	54
Western Australia	55-59		49	170
Western Australia	55-59	Contributing family workers		75
Western Australia	55-59	Contributing family workers	0	81
Western Australia	55-59	Contributing family workers	1	438
Western Australia	55-59	Contributing family workers	16	203
Western Australia	55-59	Contributing family workers	25	223
Western Australia	55-59	Contributing family workers	35	79
Western Australia	55-59	Contributing family workers	40	226
Western Australia	55-59	Contributing family workers	41	99
Western Australia	55-59	Contributing family workers	49	566
Western Australia	55-59	Employee		967
Western Australia	55-59	Employee	0	3858
Western Australia	55-59	Employee	1	5377
Western Australia	55-59	Employee	16	7529
Western Australia	55-59	Employee	25	9768
Western Australia	55-59	Employee	35	16609
Western Australia	55-59	Employee	40	13600
Western Australia	55-59	Employee	41	8304
Western Australia	55-59	Employee	49	14027
Western Australia	55-59	Owner managers of incorporated enterprises		71
Western Australia	55-59	Owner managers of incorporated enterprises	0	233
Western Australia	55-59	Owner managers of incorporated enterprises	1	639
Western Australia	55-59	Owner managers of incorporated enterprises	16	552
Western Australia	55-59	Owner managers of incorporated enterprises	25	828
Western Australia	55-59	Owner managers of incorporated enterprises	35	682
Western Australia	55-59	Owner managers of incorporated enterprises	40	1727
Western Australia	55-59	Owner managers of incorporated enterprises	41	781
Western Australia	55-59	Owner managers of incorporated enterprises	49	3198
Western Australia	55-59	Owner managers of unincorporated enterprises		154
Western Australia	55-59	Owner managers of unincorporated enterprises	0	420
Western Australia	55-59	Owner managers of unincorporated enterprises	1	1734
Western Australia	55-59	Owner managers of unincorporated enterprises	16	1194
Western Australia	55-59	Owner managers of unincorporated enterprises	25	1531
Western Australia	55-59	Owner managers of unincorporated enterprises	35	947
Western Australia	55-59	Owner managers of unincorporated enterprises	40	1691
Western Australia	55-59	Owner managers of unincorporated enterprises	41	834
Western Australia	55-59	Owner managers of unincorporated enterprises	49	2565
Western Australia	60-64			134
Western Australia	60-64		0	103
Western Australia	60-64		1	88
Western Australia	60-64		16	80
Western Australia	60-64		25	79
Western Australia	60-64		35	89
Western Australia	60-64		40	90
Western Australia	60-64		41	48
Western Australia	60-64		49	113
Western Australia	60-64	Contributing family workers		79
Western Australia	60-64	Contributing family workers	0	124
Western Australia	60-64	Contributing family workers	1	546
Western Australia	60-64	Contributing family workers	16	249
Western Australia	60-64	Contributing family workers	25	184
Western Australia	60-64	Contributing family workers	35	64
Western Australia	60-64	Contributing family workers	40	172
Western Australia	60-64	Contributing family workers	41	65
Western Australia	60-64	Contributing family workers	49	460
Western Australia	60-64	Employee		582
Western Australia	60-64	Employee	0	2951
Western Australia	60-64	Employee	1	5159
Western Australia	60-64	Employee	16	6368
Western Australia	60-64	Employee	25	6876
Western Australia	60-64	Employee	35	10392
Western Australia	60-64	Employee	40	8190
Western Australia	60-64	Employee	41	4547
Western Australia	60-64	Employee	49	7345
Western Australia	60-64	Owner managers of incorporated enterprises		48
Western Australia	60-64	Owner managers of incorporated enterprises	0	199
Western Australia	60-64	Owner managers of incorporated enterprises	1	722
Western Australia	60-64	Owner managers of incorporated enterprises	16	680
Western Australia	60-64	Owner managers of incorporated enterprises	25	708
Western Australia	60-64	Owner managers of incorporated enterprises	35	474
Western Australia	60-64	Owner managers of incorporated enterprises	40	1076
Western Australia	60-64	Owner managers of incorporated enterprises	41	499
Western Australia	60-64	Owner managers of incorporated enterprises	49	1986
Western Australia	60-64	Owner managers of unincorporated enterprises		130
Western Australia	60-64	Owner managers of unincorporated enterprises	0	406
Western Australia	60-64	Owner managers of unincorporated enterprises	1	1842
Western Australia	60-64	Owner managers of unincorporated enterprises	16	1332
Western Australia	60-64	Owner managers of unincorporated enterprises	25	1331
Western Australia	60-64	Owner managers of unincorporated enterprises	35	613
Western Australia	60-64	Owner managers of unincorporated enterprises	40	1151
Western Australia	60-64	Owner managers of unincorporated enterprises	41	537
Western Australia	60-64	Owner managers of unincorporated enterprises	49	1817
Western Australia	65-69			115
Western Australia	65-69		0	49
Western Australia	65-69		1	74
Western Australia	65-69		16	66
Western Australia	65-69		25	48
Western Australia	65-69		35	37
Western Australia	65-69		40	50
Western Australia	65-69		41	27
Western Australia	65-69		49	73
Western Australia	65-69	Contributing family workers		75
Western Australia	65-69	Contributing family workers	0	108
Western Australia	65-69	Contributing family workers	1	550
Western Australia	65-69	Contributing family workers	16	249
Western Australia	65-69	Contributing family workers	25	194
Western Australia	65-69	Contributing family workers	35	56
Western Australia	65-69	Contributing family workers	40	138
Western Australia	65-69	Contributing family workers	41	71
Western Australia	65-69	Contributing family workers	49	343
Western Australia	65-69	Employee		227
Western Australia	65-69	Employee	0	1251
Western Australia	65-69	Employee	1	4040
Western Australia	65-69	Employee	16	3167
Western Australia	65-69	Employee	25	2383
Western Australia	65-69	Employee	35	3205
Western Australia	65-69	Employee	40	2495
Western Australia	65-69	Employee	41	1349
Western Australia	65-69	Employee	49	2210
Western Australia	65-69	Owner managers of incorporated enterprises		47
Western Australia	65-69	Owner managers of incorporated enterprises	0	153
Western Australia	65-69	Owner managers of incorporated enterprises	1	579
Western Australia	65-69	Owner managers of incorporated enterprises	16	531
Western Australia	65-69	Owner managers of incorporated enterprises	25	532
Western Australia	65-69	Owner managers of incorporated enterprises	35	259
Western Australia	65-69	Owner managers of incorporated enterprises	40	585
Western Australia	65-69	Owner managers of incorporated enterprises	41	282
Western Australia	65-69	Owner managers of incorporated enterprises	49	901
Western Australia	65-69	Owner managers of unincorporated enterprises		66
Western Australia	65-69	Owner managers of unincorporated enterprises	0	231
Western Australia	65-69	Owner managers of unincorporated enterprises	1	1430
Western Australia	65-69	Owner managers of unincorporated enterprises	16	889
Western Australia	65-69	Owner managers of unincorporated enterprises	25	713
Western Australia	65-69	Owner managers of unincorporated enterprises	35	294
Western Australia	65-69	Owner managers of unincorporated enterprises	40	553
Western Australia	65-69	Owner managers of unincorporated enterprises	41	293
Western Australia	65-69	Owner managers of unincorporated enterprises	49	849
Western Australia	70-74			90
Western Australia	70-74		0	23
Western Australia	70-74		1	81
Western Australia	70-74		16	32
Western Australia	70-74		25	14
Western Australia	70-74		35	14
Western Australia	70-74		40	14
Western Australia	70-74		41	5
Western Australia	70-74		49	23
Western Australia	70-74	Contributing family workers		56
Western Australia	70-74	Contributing family workers	0	79
Western Australia	70-74	Contributing family workers	1	364
Western Australia	70-74	Contributing family workers	16	171
Western Australia	70-74	Contributing family workers	25	173
Western Australia	70-74	Contributing family workers	35	36
Western Australia	70-74	Contributing family workers	40	84
Western Australia	70-74	Contributing family workers	41	44
Western Australia	70-74	Contributing family workers	49	203
Western Australia	70-74	Employee		96
Western Australia	70-74	Employee	0	322
Western Australia	70-74	Employee	1	1899
Western Australia	70-74	Employee	16	981
Western Australia	70-74	Employee	25	637
Western Australia	70-74	Employee	35	530
Western Australia	70-74	Employee	40	466
Western Australia	70-74	Employee	41	231
Western Australia	70-74	Employee	49	388
Western Australia	70-74	Owner managers of incorporated enterprises		20
Western Australia	70-74	Owner managers of incorporated enterprises	0	78
Western Australia	70-74	Owner managers of incorporated enterprises	1	286
Western Australia	70-74	Owner managers of incorporated enterprises	16	244
Western Australia	70-74	Owner managers of incorporated enterprises	25	240
Western Australia	70-74	Owner managers of incorporated enterprises	35	100
Western Australia	70-74	Owner managers of incorporated enterprises	40	222
Western Australia	70-74	Owner managers of incorporated enterprises	41	94
Western Australia	70-74	Owner managers of incorporated enterprises	49	317
Western Australia	70-74	Owner managers of unincorporated enterprises		47
Western Australia	70-74	Owner managers of unincorporated enterprises	0	124
Western Australia	70-74	Owner managers of unincorporated enterprises	1	676
Western Australia	70-74	Owner managers of unincorporated enterprises	16	391
Western Australia	70-74	Owner managers of unincorporated enterprises	25	289
Western Australia	70-74	Owner managers of unincorporated enterprises	35	88
Western Australia	70-74	Owner managers of unincorporated enterprises	40	203
Western Australia	70-74	Owner managers of unincorporated enterprises	41	99
Western Australia	70-74	Owner managers of unincorporated enterprises	49	323
Western Australia	75+			161
Western Australia	75+		0	24
Western Australia	75+		1	48
Western Australia	75+		16	29
Western Australia	75+		25	13
Western Australia	75+		35	5
Western Australia	75+		40	6
Western Australia	75+		49	18
Western Australia	75+	Contributing family workers		96
Western Australia	75+	Contributing family workers	0	80
Western Australia	75+	Contributing family workers	1	290
Western Australia	75+	Contributing family workers	16	143
Western Australia	75+	Contributing family workers	25	128
Western Australia	75+	Contributing family workers	35	27
Western Australia	75+	Contributing family workers	40	66
Western Australia	75+	Contributing family workers	41	34
Western Australia	75+	Contributing family workers	49	115
Western Australia	75+	Employee		50
Western Australia	75+	Employee	0	116
Western Australia	75+	Employee	1	886
Western Australia	75+	Employee	16	369
Western Australia	75+	Employee	25	185
Western Australia	75+	Employee	35	163
Western Australia	75+	Employee	40	160
Western Australia	75+	Employee	41	73
Western Australia	75+	Employee	49	121
Western Australia	75+	Owner managers of incorporated enterprises		15
Western Australia	75+	Owner managers of incorporated enterprises	0	39
Western Australia	75+	Owner managers of incorporated enterprises	1	170
Western Australia	75+	Owner managers of incorporated enterprises	16	142
Western Australia	75+	Owner managers of incorporated enterprises	25	114
Western Australia	75+	Owner managers of incorporated enterprises	35	52
Western Australia	75+	Owner managers of incorporated enterprises	40	110
Western Australia	75+	Owner managers of incorporated enterprises	41	46
Western Australia	75+	Owner managers of incorporated enterprises	49	118
Western Australia	75+	Owner managers of unincorporated enterprises		34
Western Australia	75+	Owner managers of unincorporated enterprises	0	68
Western Australia	75+	Owner managers of unincorporated enterprises	1	412
Western Australia	75+	Owner managers of unincorporated enterprises	16	222
Western Australia	75+	Owner managers of unincorporated enterprises	25	182
Western Australia	75+	Owner managers of unincorporated enterprises	35	45
Western Australia	75+	Owner managers of unincorporated enterprises	40	130
Western Australia	75+	Owner managers of unincorporated enterprises	41	47
Western Australia	75+	Owner managers of unincorporated enterprises	49	170
Tasmania	15-19			39
Tasmania	15-19		0	12
Tasmania	15-19		1	56
Tasmania	15-19		16	8
Tasmania	15-19		25	14
Tasmania	15-19		35	18
Tasmania	15-19		40	16
Tasmania	15-19		41	3
Tasmania	15-19		49	5
Tasmania	15-19	Contributing family workers		8
Tasmania	15-19	Contributing family workers	0	3
Tasmania	15-19	Contributing family workers	1	54
Tasmania	15-19	Contributing family workers	16	4
Tasmania	15-19	Contributing family workers	25	3
Tasmania	15-19	Employee		291
Tasmania	15-19	Employee	0	476
Tasmania	15-19	Employee	1	6245
Tasmania	15-19	Employee	16	1310
Tasmania	15-19	Employee	25	849
Tasmania	15-19	Employee	35	1150
Tasmania	15-19	Employee	40	773
Tasmania	15-19	Employee	41	303
Tasmania	15-19	Employee	49	176
Tasmania	15-19	Owner managers of incorporated enterprises		3
Tasmania	15-19	Owner managers of incorporated enterprises	1	14
Tasmania	15-19	Owner managers of incorporated enterprises	25	3
Tasmania	15-19	Owner managers of incorporated enterprises	35	3
Tasmania	15-19	Owner managers of incorporated enterprises	40	3
Tasmania	15-19	Owner managers of unincorporated enterprises		3
Tasmania	15-19	Owner managers of unincorporated enterprises	0	4
Tasmania	15-19	Owner managers of unincorporated enterprises	1	36
Tasmania	15-19	Owner managers of unincorporated enterprises	16	4
Tasmania	15-19	Owner managers of unincorporated enterprises	25	5
Tasmania	15-19	Owner managers of unincorporated enterprises	35	4
Tasmania	15-19	Owner managers of unincorporated enterprises	40	5
Tasmania	15-19	Owner managers of unincorporated enterprises	49	6
Tasmania	20-24			34
Tasmania	20-24		0	20
