STE_NAME16	Age	ModeTravelToWork	NumberModes	Sex	workers
South Australia	15-24	Worked at home		M	496
South Australia	25-34	Bicycle	1	F	458
South Australia	25-34	Bicycle	1	M	1213
South Australia	25-34	Bus	1	F	4417
South Australia	25-34	Bus	1	M	3743
South Australia	25-34	Bus and car as driver	2	F	391
South Australia	25-34	Bus and car as driver	2	M	296
South Australia	25-34	Bus and car as passenger	2	F	232
South Australia	25-34	Bus and car as passenger	2	M	102
South Australia	25-34	Bus and other	2	F	45
South Australia	25-34	Bus and other	2	M	59
South Australia	25-34	Bus and tram includes light rail	2	F	68
South Australia	25-34	Bus and tram includes light rail	2	M	36
South Australia	25-34	Bus and two other methods excludes train	3	F	59
South Australia	25-34	Bus and two other methods excludes train	3	M	45
South Australia	25-34	Car as driver	1	F	44355
South Australia	25-34	Car as driver	1	M	58869
South Australia	25-34	Car as passenger	1	F	3970
South Australia	25-34	Car as passenger	1	M	3161
South Australia	25-34	Did not go to work		F	11635
South Australia	25-34	Did not go to work		M	5400
South Australia	25-34	Ferry	1	F	12
South Australia	25-34	Ferry	1	M	35
South Australia	25-34	Method of travel not stated		F	534
South Australia	25-34	Method of travel not stated		M	633
South Australia	25-34	Motorbike scooter	1	F	86
South Australia	25-34	Motorbike scooter	1	M	655
South Australia	25-34	(Other)	1	F	229
South Australia	25-34	(Other)	1	M	649
South Australia	25-34	Other three methods	3	F	29
South Australia	25-34	Other three methods	3	M	55
South Australia	25-34	Other two methods	2	F	505
South Australia	25-34	Other two methods	2	M	850
South Australia	25-34	Taxi	1	F	118
South Australia	25-34	Taxi	1	M	232
South Australia	25-34	Train	1	F	1321
South Australia	25-34	Train	1	M	1123
South Australia	25-34	Train and bus	2	F	199
South Australia	25-34	Train and bus	2	M	237
South Australia	25-34	Train and car as driver	2	F	276
South Australia	25-34	Train and car as driver	2	M	201
South Australia	25-34	Train and car as passenger	2	F	46
South Australia	25-34	Train and car as passenger	2	M	33
South Australia	25-34	Train and other	2	F	13
South Australia	25-34	Train and other	2	M	44
South Australia	25-34	Train and tram includes light rail	2	F	26
South Australia	25-34	Train and tram includes light rail	2	M	23
South Australia	25-34	Train and two other methods	3	F	114
South Australia	25-34	Train and two other methods	3	M	101
South Australia	25-34	Tram includes light rail	1	F	481
South Australia	25-34	Tram includes light rail	1	M	388
South Australia	25-34	Truck	1	F	25
South Australia	25-34	Truck	1	M	591
South Australia	25-34	Walked only	1	F	1982
South Australia	25-34	Walked only	1	M	2151
South Australia	25-34	Worked at home		F	2326
South Australia	25-34	Worked at home		M	1285
South Australia	35-44	Bicycle	1	F	416
South Australia	35-44	Bicycle	1	M	1443
South Australia	35-44	Bus	1	F	3124
South Australia	35-44	Bus	1	M	3037
South Australia	35-44	Bus and car as driver	2	F	469
South Australia	35-44	Bus and car as driver	2	M	344
South Australia	35-44	Bus and car as passenger	2	F	138
South Australia	35-44	Bus and car as passenger	2	M	49
South Australia	35-44	Bus and other	2	F	26
South Australia	35-44	Bus and other	2	M	51
South Australia	35-44	Bus and tram includes light rail	2	F	33
South Australia	35-44	Bus and tram includes light rail	2	M	26
South Australia	35-44	Bus and two other methods excludes train	3	F	49
South Australia	35-44	Bus and two other methods excludes train	3	M	48
South Australia	35-44	Car as driver	1	F	48665
South Australia	35-44	Car as driver	1	M	59700
South Australia	35-44	Car as passenger	1	F	2918
South Australia	35-44	Car as passenger	1	M	1937
South Australia	35-44	Did not go to work		F	9381
South Australia	35-44	Did not go to work		M	4804
South Australia	35-44	Ferry	1	F	6
South Australia	35-44	Ferry	1	M	22
South Australia	35-44	Method of travel not stated		F	502
South Australia	35-44	Method of travel not stated		M	624
South Australia	35-44	Motorbike scooter	1	F	85
South Australia	35-44	Motorbike scooter	1	M	615
South Australia	35-44	(Other)	1	F	231
South Australia	35-44	(Other)	1	M	714
South Australia	35-44	Other three methods	3	F	15
South Australia	35-44	Other three methods	3	M	52
South Australia	35-44	Other two methods	2	F	454
South Australia	35-44	Other two methods	2	M	712
South Australia	35-44	Taxi	1	F	94
South Australia	35-44	Taxi	1	M	215
South Australia	35-44	Train	1	F	1035
South Australia	35-44	Train	1	M	1022
South Australia	35-44	Train and bus	2	F	119
South Australia	35-44	Train and bus	2	M	151
South Australia	35-44	Train and car as driver	2	F	211
South Australia	35-44	Train and car as driver	2	M	231
South Australia	35-44	Train and car as passenger	2	F	21
South Australia	35-44	Train and car as passenger	2	M	20
South Australia	35-44	Train and other	2	F	4
South Australia	35-44	Train and other	2	M	42
South Australia	35-44	Train and tram includes light rail	2	F	15
South Australia	35-44	Train and tram includes light rail	2	M	18
South Australia	35-44	Train and two other methods	3	F	103
South Australia	35-44	Train and two other methods	3	M	84
South Australia	35-44	Tram includes light rail	1	F	338
South Australia	35-44	Tram includes light rail	1	M	304
South Australia	35-44	Truck	1	F	16
South Australia	35-44	Truck	1	M	800
South Australia	35-44	Walked only	1	F	1525
South Australia	35-44	Walked only	1	M	1863
South Australia	35-44	Worked at home		F	4056
South Australia	35-44	Worked at home		M	2489
South Australia	45-54	Bicycle	1	F	435
South Australia	45-54	Bicycle	1	M	1473
South Australia	45-54	Bus	1	F	3181
South Australia	45-54	Bus	1	M	2276
South Australia	45-54	Bus and car as driver	2	F	438
South Australia	45-54	Bus and car as driver	2	M	254
South Australia	45-54	Bus and car as passenger	2	F	111
South Australia	45-54	Bus and car as passenger	2	M	42
South Australia	45-54	Bus and other	2	F	22
South Australia	45-54	Bus and other	2	M	35
South Australia	45-54	Bus and tram includes light rail	2	F	20
South Australia	45-54	Bus and tram includes light rail	2	M	29
South Australia	45-54	Bus and two other methods excludes train	3	F	37
South Australia	45-54	Bus and two other methods excludes train	3	M	32
South Australia	45-54	Car as driver	1	F	57091
South Australia	45-54	Car as driver	1	M	62213
South Australia	45-54	Car as passenger	1	F	3518
South Australia	45-54	Car as passenger	1	M	1678
South Australia	45-54	Did not go to work		F	8222
South Australia	45-54	Did not go to work		M	5115
South Australia	45-54	Ferry	1	F	7
South Australia	45-54	Ferry	1	M	18
South Australia	45-54	Method of travel not stated		F	591
South Australia	45-54	Method of travel not stated		M	631
South Australia	45-54	Motorbike scooter	1	F	89
South Australia	45-54	Motorbike scooter	1	M	746
South Australia	45-54	(Other)	1	F	291
South Australia	45-54	(Other)	1	M	926
South Australia	45-54	Other three methods	3	F	24
South Australia	45-54	Other three methods	3	M	45
South Australia	45-54	Other two methods	2	F	464
South Australia	45-54	Other two methods	2	M	712
South Australia	45-54	Taxi	1	F	111
South Australia	45-54	Taxi	1	M	168
South Australia	45-54	Train	1	F	967
South Australia	45-54	Train	1	M	799
South Australia	45-54	Train and bus	2	F	119
South Australia	45-54	Train and bus	2	M	140
South Australia	45-54	Train and car as driver	2	F	218
South Australia	45-54	Train and car as driver	2	M	169
South Australia	45-54	Train and car as passenger	2	F	31
South Australia	45-54	Train and car as passenger	2	M	11
South Australia	45-54	Train and other	2	F	16
South Australia	45-54	Train and other	2	M	31
South Australia	45-54	Train and tram includes light rail	2	F	25
South Australia	45-54	Train and tram includes light rail	2	M	14
South Australia	45-54	Train and two other methods	3	F	77
South Australia	45-54	Train and two other methods	3	M	46
South Australia	45-54	Tram includes light rail	1	F	283
South Australia	45-54	Tram includes light rail	1	M	178
South Australia	45-54	Truck	1	F	35
South Australia	45-54	Truck	1	M	1336
South Australia	45-54	Walked only	1	F	2075
South Australia	45-54	Walked only	1	M	2036
South Australia	45-54	Worked at home		F	4390
South Australia	45-54	Worked at home		M	3527
South Australia	55-64	Bicycle	1	F	236
South Australia	55-64	Bicycle	1	M	942
South Australia	55-64	Bus	1	F	2224
South Australia	55-64	Bus	1	M	1590
South Australia	55-64	Bus and car as driver	2	F	260
South Australia	55-64	Bus and car as driver	2	M	134
South Australia	55-64	Bus and car as passenger	2	F	95
South Australia	55-64	Bus and car as passenger	2	M	20
South Australia	55-64	Bus and other	2	F	25
South Australia	55-64	Bus and other	2	M	28
South Australia	55-64	Bus and tram includes light rail	2	F	27
South Australia	55-64	Bus and tram includes light rail	2	M	18
South Australia	55-64	Bus and two other methods excludes train	3	F	19
South Australia	55-64	Bus and two other methods excludes train	3	M	17
South Australia	55-64	Car as driver	1	F	38708
South Australia	55-64	Car as driver	1	M	45524
South Australia	55-64	Car as passenger	1	F	2745
South Australia	55-64	Car as passenger	1	M	1128
South Australia	55-64	Did not go to work		F	7655
South Australia	55-64	Did not go to work		M	5125
South Australia	55-64	Ferry	1	F	5
South Australia	55-64	Ferry	1	M	8
South Australia	55-64	Method of travel not stated		F	467
South Australia	55-64	Method of travel not stated		M	484
South Australia	55-64	Motorbike scooter	1	F	37
South Australia	55-64	Motorbike scooter	1	M	527
South Australia	55-64	(Other)	1	F	246
South Australia	55-64	(Other)	1	M	825
South Australia	55-64	Other three methods	3	F	14
South Australia	55-64	Other three methods	3	M	31
South Australia	55-64	Other two methods	2	F	333
South Australia	55-64	Other two methods	2	M	489
South Australia	55-64	Taxi	1	F	94
South Australia	55-64	Taxi	1	M	123
South Australia	55-64	Train	1	F	614
South Australia	55-64	Train	1	M	540
South Australia	55-64	Train and bus	2	F	95
South Australia	55-64	Train and bus	2	M	90
South Australia	55-64	Train and car as driver	2	F	163
South Australia	55-64	Train and car as driver	2	M	96
South Australia	55-64	Train and car as passenger	2	F	15
South Australia	55-64	Train and car as passenger	2	M	9
South Australia	55-64	Train and other	2	F	9
South Australia	55-64	Train and other	2	M	15
South Australia	55-64	Train and tram includes light rail	2	F	21
South Australia	55-64	Train and tram includes light rail	2	M	13
South Australia	55-64	Train and two other methods	3	F	50
South Australia	55-64	Train and two other methods	3	M	31
South Australia	55-64	Tram includes light rail	1	F	180
South Australia	55-64	Tram includes light rail	1	M	125
South Australia	55-64	Truck	1	F	26
South Australia	55-64	Truck	1	M	1079
South Australia	55-64	Walked only	1	F	1731
South Australia	55-64	Walked only	1	M	1875
South Australia	55-64	Worked at home		F	3931
South Australia	55-64	Worked at home		M	3897
South Australia	65-74	Bicycle	1	F	28
South Australia	65-74	Bicycle	1	M	96
South Australia	65-74	Bus	1	F	343
South Australia	65-74	Bus	1	M	316
South Australia	65-74	Bus and car as driver	2	F	31
South Australia	65-74	Bus and car as driver	2	M	19
South Australia	65-74	Bus and car as passenger	2	F	20
South Australia	65-74	Bus and car as passenger	2	M	4
South Australia	65-74	Bus and other	2	F	3
South Australia	65-74	Bus and other	2	M	3
South Australia	65-74	Bus and two other methods excludes train	3	F	5
South Australia	65-74	Car as driver	1	F	6315
South Australia	65-74	Car as driver	1	M	10318
South Australia	65-74	Car as passenger	1	F	599
South Australia	65-74	Car as passenger	1	M	261
South Australia	65-74	Did not go to work		F	2044
South Australia	65-74	Did not go to work		M	1950
South Australia	65-74	Ferry	1	F	3
South Australia	65-74	Ferry	1	M	3
South Australia	65-74	Method of travel not stated		F	246
South Australia	65-74	Method of travel not stated		M	248
South Australia	65-74	Motorbike scooter	1	F	8
South Australia	65-74	Motorbike scooter	1	M	60
South Australia	65-74	(Other)	1	F	85
South Australia	65-74	(Other)	1	M	280
South Australia	65-74	Other three methods	3	M	8
South Australia	65-74	Other two methods	2	F	42
South Australia	65-74	Other two methods	2	M	102
South Australia	65-74	Taxi	1	F	17
South Australia	65-74	Taxi	1	M	38
South Australia	65-74	Train	1	F	71
South Australia	65-74	Train	1	M	108
South Australia	65-74	Train and bus	2	F	18
South Australia	65-74	Train and bus	2	M	15
South Australia	65-74	Train and car as driver	2	F	10
South Australia	65-74	Train and car as driver	2	M	20
South Australia	65-74	Train and car as passenger	2	F	8
South Australia	65-74	Train and car as passenger	2	M	3
South Australia	65-74	Train and tram includes light rail	2	F	6
South Australia	65-74	Train and two other methods	3	F	12
South Australia	65-74	Train and two other methods	3	M	10
South Australia	65-74	Tram includes light rail	1	F	24
South Australia	65-74	Tram includes light rail	1	M	24
South Australia	65-74	Truck	1	F	12
South Australia	65-74	Truck	1	M	367
South Australia	65-74	Walked only	1	F	473
South Australia	65-74	Walked only	1	M	676
South Australia	65-74	Worked at home		F	2008
South Australia	65-74	Worked at home		M	2580
South Australia	75+	Bicycle	1	F	5
South Australia	75+	Bicycle	1	M	7
South Australia	75+	Bus	1	F	24
South Australia	75+	Bus	1	M	32
South Australia	75+	Bus and car as driver	2	M	3
South Australia	75+	Car as driver	1	F	396
South Australia	75+	Car as driver	1	M	1276
South Australia	75+	Car as passenger	1	F	76
South Australia	75+	Car as passenger	1	M	48
South Australia	75+	Did not go to work		F	196
South Australia	75+	Did not go to work		M	305
South Australia	75+	Method of travel not stated		F	181
South Australia	75+	Method of travel not stated		M	161
South Australia	75+	Motorbike scooter	1	F	3
South Australia	75+	Motorbike scooter	1	M	11
South Australia	75+	(Other)	1	F	26
South Australia	75+	(Other)	1	M	56
South Australia	75+	Other two methods	2	F	3
South Australia	75+	Other two methods	2	M	13
South Australia	75+	Taxi	1	F	4
South Australia	75+	Taxi	1	M	5
South Australia	75+	Train	1	F	4
South Australia	75+	Train	1	M	7
South Australia	75+	Train and bus	2	M	3
South Australia	75+	Train and car as driver	2	M	3
South Australia	75+	Tram includes light rail	1	F	3
South Australia	75+	Truck	1	F	3
South Australia	75+	Truck	1	M	54
South Australia	75+	Walked only	1	F	80
South Australia	75+	Walked only	1	M	131
South Australia	75+	Worked at home		F	416
South Australia	75+	Worked at home		M	689
Western Australia	15-24	Bicycle	1	F	366
Western Australia	15-24	Bicycle	1	M	1181
Western Australia	15-24	Bus	1	F	3650
Western Australia	15-24	Bus	1	M	3296
Western Australia	15-24	Bus and car as driver	2	F	119
Western Australia	15-24	Bus and car as driver	2	M	120
Western Australia	15-24	Bus and car as passenger	2	F	394
Western Australia	15-24	Bus and car as passenger	2	M	258
Western Australia	15-24	Bus and ferry	2	F	3
Western Australia	15-24	Bus and other	2	F	30
Western Australia	15-24	Bus and other	2	M	69
Western Australia	15-24	Bus and tram includes light rail	2	M	3
Western Australia	15-24	Bus and two other methods excludes train	3	F	54
Western Australia	15-24	Bus and two other methods excludes train	3	M	62
Western Australia	15-24	Car as driver	1	F	41543
Western Australia	15-24	Car as driver	1	M	45266
Western Australia	15-24	Car as passenger	1	F	10884
Western Australia	15-24	Car as passenger	1	M	10306
Western Australia	15-24	Did not go to work		F	13463
Western Australia	15-24	Did not go to work		M	9968
Western Australia	15-24	Ferry	1	F	11
Western Australia	15-24	Ferry	1	M	32
Western Australia	15-24	Method of travel not stated		F	989
Western Australia	15-24	Method of travel not stated		M	1188
Western Australia	15-24	Motorbike scooter	1	F	171
Western Australia	15-24	Motorbike scooter	1	M	770
Western Australia	15-24	(Other)	1	F	327
Western Australia	15-24	(Other)	1	M	815
Western Australia	15-24	Other three methods	3	F	17
Western Australia	15-24	Other three methods	3	M	30
Western Australia	15-24	Other two methods	2	F	432
Western Australia	15-24	Other two methods	2	M	757
Western Australia	15-24	Taxi	1	F	165
Western Australia	15-24	Taxi	1	M	133
Western Australia	15-24	Train	1	F	2113
Western Australia	15-24	Train	1	M	1631
Western Australia	15-24	Train and bus	2	F	1608
Western Australia	15-24	Train and bus	2	M	1236
Western Australia	15-24	Train and car as driver	2	F	568
Western Australia	15-24	Train and car as driver	2	M	394
Western Australia	15-24	Train and car as passenger	2	F	186
Western Australia	15-24	Train and car as passenger	2	M	164
Western Australia	15-24	Train and ferry	2	F	3
Western Australia	15-24	Train and other	2	F	15
Western Australia	15-24	Train and other	2	M	57
Western Australia	15-24	Train and tram includes light rail	2	F	4
Western Australia	15-24	Train and two other methods	3	F	536
Western Australia	15-24	Train and two other methods	3	M	462
Western Australia	15-24	Tram includes light rail	1	F	9
Western Australia	15-24	Tram includes light rail	1	M	11
Western Australia	15-24	Truck	1	F	17
Western Australia	15-24	Truck	1	M	399
Western Australia	15-24	Walked only	1	F	3186
Western Australia	15-24	Walked only	1	M	3000
Western Australia	15-24	Worked at home		F	726
Western Australia	15-24	Worked at home		M	655
Western Australia	25-34	Bicycle	1	F	842
Western Australia	25-34	Bicycle	1	M	1901
Western Australia	25-34	Bus	1	F	5429
Western Australia	25-34	Bus	1	M	9724
Western Australia	25-34	Bus and car as driver	2	F	233
Western Australia	25-34	Bus and car as driver	2	M	313
Western Australia	25-34	Bus and car as passenger	2	F	200
Western Australia	25-34	Bus and car as passenger	2	M	129
Western Australia	25-34	Bus and ferry	2	F	3
Western Australia	25-34	Bus and ferry	2	M	6
Western Australia	25-34	Bus and other	2	F	76
Western Australia	25-34	Bus and other	2	M	200
Western Australia	25-34	Bus and tram includes light rail	2	F	3
Western Australia	25-34	Bus and two other methods excludes train	3	F	46
Western Australia	25-34	Bus and two other methods excludes train	3	M	121
Western Australia	25-34	Car as driver	1	F	73751
Western Australia	25-34	Car as driver	1	M	95287
Western Australia	25-34	Car as passenger	1	F	6386
Western Australia	25-34	Car as passenger	1	M	6762
Western Australia	25-34	Did not go to work		F	15986
Western Australia	25-34	Did not go to work		M	11256
Western Australia	25-34	Ferry	1	F	21
Western Australia	25-34	Ferry	1	M	66
Western Australia	25-34	Method of travel not stated		F	1111
Western Australia	25-34	Method of travel not stated		M	1856
Western Australia	25-34	Motorbike scooter	1	F	174
Western Australia	25-34	Motorbike scooter	1	M	1026
Western Australia	25-34	(Other)	1	F	831
Western Australia	25-34	(Other)	1	M	3795
Western Australia	25-34	Other three methods	3	F	31
Western Australia	25-34	Other three methods	3	M	67
Western Australia	25-34	Other two methods	2	F	534
Western Australia	25-34	Other two methods	2	M	1320
Western Australia	25-34	Taxi	1	F	204
Western Australia	25-34	Taxi	1	M	348
Western Australia	25-34	Train	1	F	4477
Western Australia	25-34	Train	1	M	3688
Western Australia	25-34	Train and bus	2	F	2013
Western Australia	25-34	Train and bus	2	M	1892
Western Australia	25-34	Train and car as driver	2	F	1462
Western Australia	25-34	Train and car as driver	2	M	1233
Western Australia	25-34	Train and car as passenger	2	F	330
Western Australia	25-34	Train and car as passenger	2	M	162
Western Australia	25-34	Train and ferry	2	M	4
Western Australia	25-34	Train and other	2	F	60
Western Australia	25-34	Train and other	2	M	155
Western Australia	25-34	Train and tram includes light rail	2	M	3
Western Australia	25-34	Train and two other methods	3	F	717
Western Australia	25-34	Train and two other methods	3	M	589
Western Australia	25-34	Tram includes light rail	1	F	8
Western Australia	25-34	Tram includes light rail	1	M	15
Western Australia	25-34	Truck	1	F	41
Western Australia	25-34	Truck	1	M	1445
Western Australia	25-34	Walked only	1	F	3800
Western Australia	25-34	Walked only	1	M	3887
Western Australia	25-34	Worked at home		F	4799
Western Australia	25-34	Worked at home		M	1997
Western Australia	35-44	Bicycle	1	F	663
Western Australia	35-44	Bicycle	1	M	2287
Western Australia	35-44	Bus	1	F	2735
Western Australia	35-44	Bus	1	M	8110
Western Australia	35-44	Bus and car as driver	2	F	197
Western Australia	35-44	Bus and car as driver	2	M	234
Western Australia	35-44	Bus and car as passenger	2	F	125
Western Australia	35-44	Bus and car as passenger	2	M	63
Western Australia	35-44	Bus and ferry	2	F	4
Western Australia	35-44	Bus and ferry	2	M	13
Western Australia	35-44	Bus and other	2	F	32
Western Australia	35-44	Bus and other	2	M	138
Western Australia	35-44	Bus and two other methods excludes train	3	F	34
Western Australia	35-44	Bus and two other methods excludes train	3	M	92
Western Australia	35-44	Car as driver	1	F	75512
Western Australia	35-44	Car as driver	1	M	91605
Western Australia	35-44	Car as passenger	1	F	4056
Western Australia	35-44	Car as passenger	1	M	4102
Western Australia	35-44	Did not go to work		F	13081
Western Australia	35-44	Did not go to work		M	10279
Western Australia	35-44	Ferry	1	F	17
Western Australia	35-44	Ferry	1	M	39
Western Australia	35-44	Method of travel not stated		F	930
Western Australia	35-44	Method of travel not stated		M	1663
Western Australia	35-44	Motorbike scooter	1	F	142
Western Australia	35-44	Motorbike scooter	1	M	1061
Western Australia	35-44	(Other)	1	F	657
Western Australia	35-44	(Other)	1	M	3477
Western Australia	35-44	Other three methods	3	F	14
Western Australia	35-44	Other three methods	3	M	63
Western Australia	35-44	Other two methods	2	F	401
Western Australia	35-44	Other two methods	2	M	1061
Western Australia	35-44	Taxi	1	F	125
Western Australia	35-44	Taxi	1	M	319
Western Australia	35-44	Train	1	F	2792
Western Australia	35-44	Train	1	M	3269
Western Australia	35-44	Train and bus	2	F	1234
Western Australia	35-44	Train and bus	2	M	1891
Western Australia	35-44	Train and car as driver	2	F	1206
Western Australia	35-44	Train and car as driver	2	M	1377
Western Australia	35-44	Train and car as passenger	2	F	189
Western Australia	35-44	Train and car as passenger	2	M	129
Western Australia	35-44	Train and ferry	2	F	3
Western Australia	35-44	Train and other	2	F	46
Western Australia	35-44	Train and other	2	M	162
Western Australia	35-44	Train and two other methods	3	F	464
Western Australia	35-44	Train and two other methods	3	M	534
Western Australia	35-44	Tram includes light rail	1	F	13
Western Australia	35-44	Tram includes light rail	1	M	12
Western Australia	35-44	Truck	1	F	47
Western Australia	35-44	Truck	1	M	1735
Western Australia	35-44	Walked only	1	F	2516
Western Australia	35-44	Walked only	1	M	2933
Western Australia	35-44	Worked at home		F	7840
Western Australia	35-44	Worked at home		M	3490
Western Australia	45-54	Bicycle	1	F	641
Western Australia	45-54	Bicycle	1	M	2201
Western Australia	45-54	Bus	1	F	2421
Western Australia	45-54	Bus	1	M	6348
Western Australia	45-54	Bus and car as driver	2	F	203
Western Australia	45-54	Bus and car as driver	2	M	170
Western Australia	45-54	Bus and car as passenger	2	F	92
Western Australia	45-54	Bus and car as passenger	2	M	31
Western Australia	45-54	Bus and ferry	2	F	4
Western Australia	45-54	Bus and ferry	2	M	5
Western Australia	45-54	Bus and other	2	F	33
Western Australia	45-54	Bus and other	2	M	106
Western Australia	45-54	Bus and tram includes light rail	2	M	3
Western Australia	45-54	Bus and two other methods excludes train	3	F	20
Western Australia	45-54	Bus and two other methods excludes train	3	M	64
Western Australia	45-54	Car as driver	1	F	82143
Western Australia	45-54	Car as driver	1	M	88210
Western Australia	45-54	Car as passenger	1	F	4433
Western Australia	45-54	Car as passenger	1	M	3261
Western Australia	45-54	Did not go to work		F	10780
Western Australia	45-54	Did not go to work		M	10078
Western Australia	45-54	Ferry	1	F	17
Western Australia	45-54	Ferry	1	M	34
Western Australia	45-54	Method of travel not stated		F	1033
Western Australia	45-54	Method of travel not stated		M	1607
Western Australia	45-54	Motorbike scooter	1	F	177
Western Australia	45-54	Motorbike scooter	1	M	1294
Western Australia	45-54	(Other)	1	F	763
Western Australia	45-54	(Other)	1	M	3223
Western Australia	45-54	Other three methods	3	F	17
Western Australia	45-54	Other three methods	3	M	67
Western Australia	45-54	Other two methods	2	F	415
Western Australia	45-54	Other two methods	2	M	1013
Western Australia	45-54	Taxi	1	F	129
Western Australia	45-54	Taxi	1	M	280
Western Australia	45-54	Train	1	F	2340
Western Australia	45-54	Train	1	M	2337
Western Australia	45-54	Train and bus	2	F	1079
Western Australia	45-54	Train and bus	2	M	1354
Western Australia	45-54	Train and car as driver	2	F	1070
Western Australia	45-54	Train and car as driver	2	M	1033
Western Australia	45-54	Train and car as passenger	2	F	171
Western Australia	45-54	Train and car as passenger	2	M	100
Western Australia	45-54	Train and other	2	F	42
Western Australia	45-54	Train and other	2	M	137
Western Australia	45-54	Train and two other methods	3	F	474
Western Australia	45-54	Train and two other methods	3	M	356
Western Australia	45-54	Tram includes light rail	1	F	6
Western Australia	45-54	Tram includes light rail	1	M	11
Western Australia	45-54	Truck	1	F	100
Western Australia	45-54	Truck	1	M	2310
Western Australia	45-54	Walked only	1	F	3049
Western Australia	45-54	Walked only	1	M	3027
Western Australia	45-54	Worked at home		F	7476
Western Australia	45-54	Worked at home		M	4869
Western Australia	55-64	Bicycle	1	F	327
Western Australia	55-64	Bicycle	1	M	1111
Western Australia	55-64	Bus	1	F	1569
Western Australia	55-64	Bus	1	M	3458
Western Australia	55-64	Bus and car as driver	2	F	108
Western Australia	55-64	Bus and car as driver	2	M	114
Western Australia	55-64	Bus and car as passenger	2	F	47
Western Australia	55-64	Bus and car as passenger	2	M	30
Western Australia	55-64	Bus and ferry	2	F	3
Western Australia	55-64	Bus and ferry	2	M	4
Western Australia	55-64	Bus and other	2	F	15
Western Australia	55-64	Bus and other	2	M	46
Western Australia	55-64	Bus and two other methods excludes train	3	F	6
Western Australia	55-64	Bus and two other methods excludes train	3	M	37
Western Australia	55-64	Car as driver	1	F	52345
Western Australia	55-64	Car as driver	1	M	61265
Western Australia	55-64	Car as passenger	1	F	3318
Western Australia	55-64	Car as passenger	1	M	1915
Western Australia	55-64	Did not go to work		F	9645
Western Australia	55-64	Did not go to work		M	8365
Western Australia	55-64	Ferry	1	F	8
Western Australia	55-64	Ferry	1	M	9
Western Australia	55-64	Method of travel not stated		F	765
Western Australia	55-64	Method of travel not stated		M	1036
Western Australia	55-64	Motorbike scooter	1	F	69
Western Australia	55-64	Motorbike scooter	1	M	726
Western Australia	55-64	(Other)	1	F	508
Western Australia	55-64	(Other)	1	M	1900
Western Australia	55-64	Other three methods	3	F	9
Western Australia	55-64	Other three methods	3	M	32
Western Australia	55-64	Other two methods	2	F	287
Western Australia	55-64	Other two methods	2	M	601
Western Australia	55-64	Taxi	1	F	80
Western Australia	55-64	Taxi	1	M	189
Western Australia	55-64	Train	1	F	1408
Western Australia	55-64	Train	1	M	1245
Western Australia	55-64	Train and bus	2	F	740
Western Australia	55-64	Train and bus	2	M	808
Western Australia	55-64	Train and car as driver	2	F	587
Western Australia	55-64	Train and car as driver	2	M	518
Western Australia	55-64	Train and car as passenger	2	F	117
Western Australia	55-64	Train and car as passenger	2	M	65
Western Australia	55-64	Train and other	2	F	19
Western Australia	55-64	Train and other	2	M	64
Western Australia	55-64	Train and two other methods	3	F	290
Western Australia	55-64	Train and two other methods	3	M	210
Western Australia	55-64	Tram includes light rail	1	F	9
Western Australia	55-64	Tram includes light rail	1	M	10
Western Australia	55-64	Truck	1	F	48
Western Australia	55-64	Truck	1	M	1815
Western Australia	55-64	Walked only	1	F	2480
Western Australia	55-64	Walked only	1	M	2605
Western Australia	55-64	Worked at home		F	5523
Western Australia	55-64	Worked at home		M	5019
Western Australia	65-74	Bicycle	1	F	52
Western Australia	65-74	Bicycle	1	M	182
Western Australia	65-74	Bus	1	F	269
Western Australia	65-74	Bus	1	M	500
Western Australia	65-74	Bus and car as driver	2	F	20
Western Australia	65-74	Bus and car as driver	2	M	14
Western Australia	65-74	Bus and car as passenger	2	F	12
Western Australia	65-74	Bus and car as passenger	2	M	7
Western Australia	65-74	Bus and other	2	F	3
Western Australia	65-74	Bus and other	2	M	13
Western Australia	65-74	Car as driver	1	F	9057
Western Australia	65-74	Car as driver	1	M	15354
Western Australia	65-74	Car as passenger	1	F	716
Western Australia	65-74	Car as passenger	1	M	398
Western Australia	65-74	Did not go to work		F	2729
Western Australia	65-74	Did not go to work		M	2926
Western Australia	65-74	Ferry	1	M	10
Western Australia	65-74	Method of travel not stated		F	324
Western Australia	65-74	Method of travel not stated		M	401
Western Australia	65-74	Motorbike scooter	1	F	13
Western Australia	65-74	Motorbike scooter	1	M	122
Western Australia	65-74	(Other)	1	F	167
Western Australia	65-74	(Other)	1	M	457
Western Australia	65-74	Other three methods	3	F	3
Western Australia	65-74	Other three methods	3	M	6
Western Australia	65-74	Other two methods	2	F	57
Western Australia	65-74	Other two methods	2	M	128
Western Australia	65-74	Taxi	1	F	6
Western Australia	65-74	Taxi	1	M	58
Western Australia	65-74	Train	1	F	207
Western Australia	65-74	Train	1	M	237
Western Australia	65-74	Train and bus	2	F	160
Western Australia	65-74	Train and bus	2	M	164
Western Australia	65-74	Train and car as driver	2	F	65
Western Australia	65-74	Train and car as driver	2	M	77
Western Australia	65-74	Train and car as passenger	2	F	22
Western Australia	65-74	Train and car as passenger	2	M	5
Western Australia	65-74	Train and other	2	F	7
Western Australia	65-74	Train and other	2	M	13
