STE_NAME16	CountryOfBirth	EmploymentStatus	Sex	workers
South Australia	GRC	Owner managers of unincorporated enterprises	M	237
South Australia	GRC	Status in employment not stated	F	12
South Australia	GRC	Status in employment not stated	M	26
South Australia	HKG	Contributing family workers	F	7
South Australia	HKG	Contributing family workers	M	6
South Australia	HKG	Employee	F	701
South Australia	HKG	Employee	M	694
South Australia	HKG	Owner managers of incorporated enterprises	F	36
South Australia	HKG	Owner managers of incorporated enterprises	M	81
South Australia	HKG	Owner managers of unincorporated enterprises	F	29
South Australia	HKG	Owner managers of unincorporated enterprises	M	48
South Australia	HKG	Status in employment not stated	F	9
South Australia	HKG	Status in employment not stated	M	7
South Australia	IND	Contributing family workers	F	70
South Australia	IND	Contributing family workers	M	115
South Australia	IND	Employee	F	6151
South Australia	IND	Employee	M	8641
South Australia	IND	Owner managers of incorporated enterprises	F	163
South Australia	IND	Owner managers of incorporated enterprises	M	657
South Australia	IND	Owner managers of unincorporated enterprises	F	193
South Australia	IND	Owner managers of unincorporated enterprises	M	711
South Australia	IND	Status in employment not stated	F	65
South Australia	IND	Status in employment not stated	M	104
South Australia	IDN	Contributing family workers	M	6
South Australia	IDN	Employee	F	451
South Australia	IDN	Employee	M	354
South Australia	IDN	Owner managers of incorporated enterprises	F	12
South Australia	IDN	Owner managers of incorporated enterprises	M	14
South Australia	IDN	Owner managers of unincorporated enterprises	F	38
South Australia	IDN	Owner managers of unincorporated enterprises	M	31
South Australia	IDN	Status in employment not stated	F	10
South Australia	IDN	Status in employment not stated	M	3
South Australia	IRN	Contributing family workers	F	8
South Australia	IRN	Contributing family workers	M	16
South Australia	IRN	Employee	F	597
South Australia	IRN	Employee	M	832
South Australia	IRN	Owner managers of incorporated enterprises	F	30
South Australia	IRN	Owner managers of incorporated enterprises	M	93
South Australia	IRN	Owner managers of unincorporated enterprises	F	40
South Australia	IRN	Owner managers of unincorporated enterprises	M	126
South Australia	IRN	Status in employment not stated	F	3
South Australia	IRN	Status in employment not stated	M	12
South Australia	IRQ	Contributing family workers	F	4
South Australia	IRQ	Contributing family workers	M	8
South Australia	IRQ	Employee	F	114
South Australia	IRQ	Employee	M	181
South Australia	IRQ	Owner managers of incorporated enterprises	F	10
South Australia	IRQ	Owner managers of incorporated enterprises	M	15
South Australia	IRQ	Owner managers of unincorporated enterprises	F	20
South Australia	IRQ	Owner managers of unincorporated enterprises	M	30
South Australia	IRQ	Status in employment not stated	F	7
South Australia	IRQ	Status in employment not stated	M	10
South Australia	IRL	Contributing family workers	F	3
South Australia	IRL	Contributing family workers	M	3
South Australia	IRL	Employee	F	628
South Australia	IRL	Employee	M	739
South Australia	IRL	Owner managers of incorporated enterprises	F	21
South Australia	IRL	Owner managers of incorporated enterprises	M	65
South Australia	IRL	Owner managers of unincorporated enterprises	F	35
South Australia	IRL	Owner managers of unincorporated enterprises	M	96
South Australia	IRL	Status in employment not stated	F	10
South Australia	IRL	Status in employment not stated	M	13
South Australia	ITA	Contributing family workers	F	70
South Australia	ITA	Contributing family workers	M	115
South Australia	ITA	Employee	F	1369
South Australia	ITA	Employee	M	1578
South Australia	ITA	Owner managers of incorporated enterprises	F	120
South Australia	ITA	Owner managers of incorporated enterprises	M	472
South Australia	ITA	Owner managers of unincorporated enterprises	F	175
South Australia	ITA	Owner managers of unincorporated enterprises	M	633
South Australia	ITA	Status in employment not stated	F	24
South Australia	ITA	Status in employment not stated	M	45
South Australia	JPN	Contributing family workers	F	4
South Australia	JPN	Employee	F	460
South Australia	JPN	Employee	M	216
South Australia	JPN	Owner managers of incorporated enterprises	F	14
South Australia	JPN	Owner managers of incorporated enterprises	M	14
South Australia	JPN	Owner managers of unincorporated enterprises	F	39
South Australia	JPN	Owner managers of unincorporated enterprises	M	24
South Australia	JPN	Status in employment not stated	F	4
South Australia	JPN	Status in employment not stated	M	3
South Australia	LBN	Contributing family workers	F	9
South Australia	LBN	Contributing family workers	M	7
South Australia	LBN	Employee	F	175
South Australia	LBN	Employee	M	181
South Australia	LBN	Owner managers of incorporated enterprises	F	22
South Australia	LBN	Owner managers of incorporated enterprises	M	62
South Australia	LBN	Owner managers of unincorporated enterprises	F	33
South Australia	LBN	Owner managers of unincorporated enterprises	M	106
South Australia	LBN	Status in employment not stated	M	9
South Australia	MYS	Contributing family workers	F	38
South Australia	MYS	Contributing family workers	M	23
South Australia	MYS	Employee	F	1955
South Australia	MYS	Employee	M	1490
South Australia	MYS	Owner managers of incorporated enterprises	F	85
South Australia	MYS	Owner managers of incorporated enterprises	M	183
South Australia	MYS	Owner managers of unincorporated enterprises	F	124
South Australia	MYS	Owner managers of unincorporated enterprises	M	198
South Australia	MYS	Status in employment not stated	F	7
South Australia	MYS	Status in employment not stated	M	13
South Australia	MLT	Contributing family workers	F	6
South Australia	MLT	Contributing family workers	M	5
South Australia	MLT	Employee	F	114
South Australia	MLT	Employee	M	133
South Australia	MLT	Owner managers of incorporated enterprises	F	3
South Australia	MLT	Owner managers of incorporated enterprises	M	30
South Australia	MLT	Owner managers of unincorporated enterprises	F	13
South Australia	MLT	Owner managers of unincorporated enterprises	M	32
South Australia	MLT	Status in employment not stated	F	3
South Australia	MLT	Status in employment not stated	M	8
South Australia	NLD	Contributing family workers	F	36
South Australia	NLD	Contributing family workers	M	43
South Australia	NLD	Employee	F	712
South Australia	NLD	Employee	M	700
South Australia	NLD	Owner managers of incorporated enterprises	F	45
South Australia	NLD	Owner managers of incorporated enterprises	M	118
South Australia	NLD	Owner managers of unincorporated enterprises	F	109
South Australia	NLD	Owner managers of unincorporated enterprises	M	207
South Australia	NLD	Status in employment not stated	F	11
South Australia	NLD	Status in employment not stated	M	23
South Australia	NZL	Contributing family workers	F	47
South Australia	NZL	Contributing family workers	M	48
South Australia	NZL	Employee	F	3132
South Australia	NZL	Employee	M	3365
South Australia	NZL	Owner managers of incorporated enterprises	F	110
South Australia	NZL	Owner managers of incorporated enterprises	M	319
South Australia	NZL	Owner managers of unincorporated enterprises	F	241
South Australia	NZL	Owner managers of unincorporated enterprises	M	432
South Australia	NZL	Status in employment not stated	F	32
South Australia	NZL	Status in employment not stated	M	35
South Australia	PAK	Contributing family workers	F	3
South Australia	PAK	Contributing family workers	M	7
South Australia	PAK	Employee	F	214
South Australia	PAK	Employee	M	860
South Australia	PAK	Owner managers of incorporated enterprises	F	19
South Australia	PAK	Owner managers of incorporated enterprises	M	71
South Australia	PAK	Owner managers of unincorporated enterprises	F	23
South Australia	PAK	Owner managers of unincorporated enterprises	M	64
South Australia	PAK	Status in employment not stated	M	13
South Australia	PHL	Contributing family workers	F	31
South Australia	PHL	Contributing family workers	M	6
South Australia	PHL	Employee	F	4146
South Australia	PHL	Employee	M	2677
South Australia	PHL	Owner managers of incorporated enterprises	F	45
South Australia	PHL	Owner managers of incorporated enterprises	M	32
South Australia	PHL	Owner managers of unincorporated enterprises	F	100
South Australia	PHL	Owner managers of unincorporated enterprises	M	67
South Australia	PHL	Status in employment not stated	F	41
South Australia	PHL	Status in employment not stated	M	27
South Australia	POL	Contributing family workers	F	17
South Australia	POL	Contributing family workers	M	15
South Australia	POL	Employee	F	1021
South Australia	POL	Employee	M	772
South Australia	POL	Owner managers of incorporated enterprises	F	41
South Australia	POL	Owner managers of incorporated enterprises	M	100
South Australia	POL	Owner managers of unincorporated enterprises	F	69
South Australia	POL	Owner managers of unincorporated enterprises	M	164
South Australia	POL	Status in employment not stated	F	12
South Australia	POL	Status in employment not stated	M	13
South Australia	SGP	Contributing family workers	F	17
South Australia	SGP	Contributing family workers	M	15
South Australia	SGP	Employee	F	556
South Australia	SGP	Employee	M	453
South Australia	SGP	Owner managers of incorporated enterprises	F	30
South Australia	SGP	Owner managers of incorporated enterprises	M	58
South Australia	SGP	Owner managers of unincorporated enterprises	F	38
South Australia	SGP	Owner managers of unincorporated enterprises	M	42
South Australia	SGP	Status in employment not stated	F	3
South Australia	SGP	Status in employment not stated	M	3
South Australia	ZAF	Contributing family workers	F	23
South Australia	ZAF	Contributing family workers	M	13
South Australia	ZAF	Employee	F	1791
South Australia	ZAF	Employee	M	1772
South Australia	ZAF	Owner managers of incorporated enterprises	F	46
South Australia	ZAF	Owner managers of incorporated enterprises	M	139
South Australia	ZAF	Owner managers of unincorporated enterprises	F	136
South Australia	ZAF	Owner managers of unincorporated enterprises	M	171
South Australia	ZAF	Status in employment not stated	F	7
South Australia	ZAF	Status in employment not stated	M	9
South Australia	KOR	Contributing family workers	F	52
South Australia	KOR	Contributing family workers	M	36
South Australia	KOR	Employee	F	780
South Australia	KOR	Employee	M	647
South Australia	KOR	Owner managers of incorporated enterprises	F	48
South Australia	KOR	Owner managers of incorporated enterprises	M	92
South Australia	KOR	Owner managers of unincorporated enterprises	F	72
South Australia	KOR	Owner managers of unincorporated enterprises	M	98
South Australia	KOR	Status in employment not stated	F	10
South Australia	KOR	Status in employment not stated	M	7
South Australia	LKA	Contributing family workers	F	9
South Australia	LKA	Contributing family workers	M	14
South Australia	LKA	Employee	F	767
South Australia	LKA	Employee	M	1082
South Australia	LKA	Owner managers of incorporated enterprises	F	20
South Australia	LKA	Owner managers of incorporated enterprises	M	61
South Australia	LKA	Owner managers of unincorporated enterprises	F	49
South Australia	LKA	Owner managers of unincorporated enterprises	M	68
South Australia	LKA	Status in employment not stated	F	12
South Australia	LKA	Status in employment not stated	M	8
South Australia	THA	Contributing family workers	F	33
South Australia	THA	Contributing family workers	M	11
South Australia	THA	Employee	F	747
South Australia	THA	Employee	M	449
South Australia	THA	Owner managers of incorporated enterprises	F	36
South Australia	THA	Owner managers of incorporated enterprises	M	34
South Australia	THA	Owner managers of unincorporated enterprises	F	99
South Australia	THA	Owner managers of unincorporated enterprises	M	29
South Australia	THA	Status in employment not stated	F	12
South Australia	THA	Status in employment not stated	M	3
South Australia	TUR	Contributing family workers	F	3
South Australia	TUR	Contributing family workers	M	8
South Australia	TUR	Employee	F	72
South Australia	TUR	Employee	M	102
South Australia	TUR	Owner managers of incorporated enterprises	F	5
South Australia	TUR	Owner managers of incorporated enterprises	M	26
South Australia	TUR	Owner managers of unincorporated enterprises	F	8
South Australia	TUR	Owner managers of unincorporated enterprises	M	25
South Australia	TUR	Status in employment not stated	M	3
South Australia	GBR	Contributing family workers	F	370
South Australia	GBR	Contributing family workers	M	285
South Australia	GBR	Employee	F	21936
South Australia	GBR	Employee	M	21413
South Australia	GBR	Owner managers of incorporated enterprises	F	781
South Australia	GBR	Owner managers of incorporated enterprises	M	1976
South Australia	GBR	Owner managers of unincorporated enterprises	F	1753
South Australia	GBR	Owner managers of unincorporated enterprises	M	3497
South Australia	GBR	Status in employment not stated	F	201
South Australia	GBR	Status in employment not stated	M	238
South Australia	USA	Contributing family workers	F	19
South Australia	USA	Contributing family workers	M	8
South Australia	USA	Employee	F	940
South Australia	USA	Employee	M	978
South Australia	USA	Owner managers of incorporated enterprises	F	44
South Australia	USA	Owner managers of incorporated enterprises	M	82
South Australia	USA	Owner managers of unincorporated enterprises	F	92
South Australia	USA	Owner managers of unincorporated enterprises	M	107
South Australia	USA	Status in employment not stated	F	6
South Australia	USA	Status in employment not stated	M	7
South Australia	VNM	Contributing family workers	F	130
South Australia	VNM	Contributing family workers	M	159
South Australia	VNM	Employee	F	2665
South Australia	VNM	Employee	M	2391
South Australia	VNM	Owner managers of incorporated enterprises	F	199
South Australia	VNM	Owner managers of incorporated enterprises	M	292
South Australia	VNM	Owner managers of unincorporated enterprises	F	535
South Australia	VNM	Owner managers of unincorporated enterprises	M	644
South Australia	VNM	Status in employment not stated	F	52
South Australia	VNM	Status in employment not stated	M	45
South Australia	ZWE	Contributing family workers	F	4
South Australia	ZWE	Contributing family workers	M	3
South Australia	ZWE	Employee	F	469
South Australia	ZWE	Employee	M	419
South Australia	ZWE	Owner managers of incorporated enterprises	F	10
South Australia	ZWE	Owner managers of incorporated enterprises	M	17
South Australia	ZWE	Owner managers of unincorporated enterprises	F	16
South Australia	ZWE	Owner managers of unincorporated enterprises	M	29
South Australia	ZWE	Status in employment not stated	F	3
South Australia	ZWE	Status in employment not stated	M	8
Western Australia		Contributing family workers	F	574
Western Australia		Contributing family workers	M	566
Western Australia		Employee	F	30409
Western Australia		Employee	M	33301
Western Australia		Owner managers of incorporated enterprises	F	1124
Western Australia		Owner managers of incorporated enterprises	M	2755
Western Australia		Owner managers of unincorporated enterprises	F	2203
Western Australia		Owner managers of unincorporated enterprises	M	3801
Western Australia		Status in employment not stated	F	549
Western Australia		Status in employment not stated	M	786
Western Australia	AUS	Contributing family workers	F	5924
Western Australia	AUS	Contributing family workers	M	5762
Western Australia	AUS	Employee	F	285646
Western Australia	AUS	Employee	M	300732
Western Australia	AUS	Owner managers of incorporated enterprises	F	12375
Western Australia	AUS	Owner managers of incorporated enterprises	M	30587
Western Australia	AUS	Owner managers of unincorporated enterprises	F	19765
Western Australia	AUS	Owner managers of unincorporated enterprises	M	35584
Western Australia	AUS	Status in employment not stated	F	2340
Western Australia	AUS	Status in employment not stated	M	3380
Western Australia	CAN	Contributing family workers	F	25
Western Australia	CAN	Contributing family workers	M	18
Western Australia	CAN	Employee	F	1644
Western Australia	CAN	Employee	M	1374
Western Australia	CAN	Owner managers of incorporated enterprises	F	63
Western Australia	CAN	Owner managers of incorporated enterprises	M	135
Western Australia	CAN	Owner managers of unincorporated enterprises	F	134
Western Australia	CAN	Owner managers of unincorporated enterprises	M	124
Western Australia	CAN	Status in employment not stated	F	9
Western Australia	CAN	Status in employment not stated	M	12
Western Australia	CHN	Contributing family workers	F	241
Western Australia	CHN	Contributing family workers	M	199
Western Australia	CHN	Employee	F	5520
Western Australia	CHN	Employee	M	5239
Western Australia	CHN	Owner managers of incorporated enterprises	F	482
Western Australia	CHN	Owner managers of incorporated enterprises	M	686
Western Australia	CHN	Owner managers of unincorporated enterprises	F	469
Western Australia	CHN	Owner managers of unincorporated enterprises	M	500
Western Australia	CHN	Status in employment not stated	F	45
Western Australia	CHN	Status in employment not stated	M	38
Western Australia	HRV	Contributing family workers	F	23
Western Australia	HRV	Contributing family workers	M	21
Western Australia	HRV	Employee	F	715
Western Australia	HRV	Employee	M	720
Western Australia	HRV	Owner managers of incorporated enterprises	F	34
Western Australia	HRV	Owner managers of incorporated enterprises	M	98
Western Australia	HRV	Owner managers of unincorporated enterprises	F	91
Western Australia	HRV	Owner managers of unincorporated enterprises	M	151
Western Australia	HRV	Status in employment not stated	F	20
Western Australia	HRV	Status in employment not stated	M	12
Western Australia	EGY	Contributing family workers	F	5
Western Australia	EGY	Contributing family workers	M	9
Western Australia	EGY	Employee	F	225
Western Australia	EGY	Employee	M	430
Western Australia	EGY	Owner managers of incorporated enterprises	F	21
Western Australia	EGY	Owner managers of incorporated enterprises	M	54
Western Australia	EGY	Owner managers of unincorporated enterprises	F	26
Western Australia	EGY	Owner managers of unincorporated enterprises	M	70
Western Australia	EGY	Status in employment not stated	F	3
Western Australia	EGY	Status in employment not stated	M	3
Western Australia	FJI	Contributing family workers	M	3
Western Australia	FJI	Employee	F	337
Western Australia	FJI	Employee	M	413
Western Australia	FJI	Owner managers of incorporated enterprises	F	9
Western Australia	FJI	Owner managers of incorporated enterprises	M	14
Western Australia	FJI	Owner managers of unincorporated enterprises	F	15
Western Australia	FJI	Owner managers of unincorporated enterprises	M	16
Western Australia	FJI	Status in employment not stated	M	7
Western Australia	MKD	Contributing family workers	F	15
Western Australia	MKD	Contributing family workers	M	15
Western Australia	MKD	Employee	F	644
Western Australia	MKD	Employee	M	597
Western Australia	MKD	Owner managers of incorporated enterprises	F	32
Western Australia	MKD	Owner managers of incorporated enterprises	M	95
Western Australia	MKD	Owner managers of unincorporated enterprises	F	33
Western Australia	MKD	Owner managers of unincorporated enterprises	M	122
Western Australia	MKD	Status in employment not stated	F	3
Western Australia	MKD	Status in employment not stated	M	16
Western Australia	DEU	Contributing family workers	F	63
Western Australia	DEU	Contributing family workers	M	43
Western Australia	DEU	Employee	F	2339
Western Australia	DEU	Employee	M	1941
Western Australia	DEU	Owner managers of incorporated enterprises	F	121
Western Australia	DEU	Owner managers of incorporated enterprises	M	240
Western Australia	DEU	Owner managers of unincorporated enterprises	F	275
Western Australia	DEU	Owner managers of unincorporated enterprises	M	331
Western Australia	DEU	Status in employment not stated	F	24
Western Australia	DEU	Status in employment not stated	M	14
Western Australia	GRC	Contributing family workers	F	8
Western Australia	GRC	Contributing family workers	M	10
Western Australia	GRC	Employee	F	185
Western Australia	GRC	Employee	M	236
Western Australia	GRC	Owner managers of incorporated enterprises	F	19
Western Australia	GRC	Owner managers of incorporated enterprises	M	55
Western Australia	GRC	Owner managers of unincorporated enterprises	F	18
Western Australia	GRC	Owner managers of unincorporated enterprises	M	70
Western Australia	GRC	Status in employment not stated	F	3
Western Australia	GRC	Status in employment not stated	M	4
Western Australia	HKG	Contributing family workers	F	25
Western Australia	HKG	Contributing family workers	M	32
Western Australia	HKG	Employee	F	1520
Western Australia	HKG	Employee	M	1516
Western Australia	HKG	Owner managers of incorporated enterprises	F	73
Western Australia	HKG	Owner managers of incorporated enterprises	M	126
Western Australia	HKG	Owner managers of unincorporated enterprises	F	107
Western Australia	HKG	Owner managers of unincorporated enterprises	M	140
Western Australia	HKG	Status in employment not stated	F	13
Western Australia	HKG	Status in employment not stated	M	8
Western Australia	IND	Contributing family workers	F	117
Western Australia	IND	Contributing family workers	M	147
Western Australia	IND	Employee	F	10308
Western Australia	IND	Employee	M	15966
Western Australia	IND	Owner managers of incorporated enterprises	F	342
Western Australia	IND	Owner managers of incorporated enterprises	M	1143
Western Australia	IND	Owner managers of unincorporated enterprises	F	404
Western Australia	IND	Owner managers of unincorporated enterprises	M	1215
Western Australia	IND	Status in employment not stated	F	72
Western Australia	IND	Status in employment not stated	M	148
Western Australia	IDN	Contributing family workers	F	68
Western Australia	IDN	Contributing family workers	M	30
Western Australia	IDN	Employee	F	2884
Western Australia	IDN	Employee	M	2290
Western Australia	IDN	Owner managers of incorporated enterprises	F	137
Western Australia	IDN	Owner managers of incorporated enterprises	M	215
Western Australia	IDN	Owner managers of unincorporated enterprises	F	162
Western Australia	IDN	Owner managers of unincorporated enterprises	M	152
Western Australia	IDN	Status in employment not stated	F	18
Western Australia	IDN	Status in employment not stated	M	20
Western Australia	IRN	Contributing family workers	F	15
Western Australia	IRN	Contributing family workers	M	40
Western Australia	IRN	Employee	F	1023
Western Australia	IRN	Employee	M	1400
Western Australia	IRN	Owner managers of incorporated enterprises	F	43
Western Australia	IRN	Owner managers of incorporated enterprises	M	148
Western Australia	IRN	Owner managers of unincorporated enterprises	F	79
Western Australia	IRN	Owner managers of unincorporated enterprises	M	223
Western Australia	IRN	Status in employment not stated	F	5
Western Australia	IRN	Status in employment not stated	M	17
Western Australia	IRQ	Contributing family workers	F	6
Western Australia	IRQ	Contributing family workers	M	14
Western Australia	IRQ	Employee	F	231
Western Australia	IRQ	Employee	M	449
Western Australia	IRQ	Owner managers of incorporated enterprises	F	10
Western Australia	IRQ	Owner managers of incorporated enterprises	M	65
Western Australia	IRQ	Owner managers of unincorporated enterprises	F	19
Western Australia	IRQ	Owner managers of unincorporated enterprises	M	107
Western Australia	IRQ	Status in employment not stated	F	5
Western Australia	IRQ	Status in employment not stated	M	15
Western Australia	IRL	Contributing family workers	F	55
Western Australia	IRL	Contributing family workers	M	45
Western Australia	IRL	Employee	F	4954
Western Australia	IRL	Employee	M	5768
Western Australia	IRL	Owner managers of incorporated enterprises	F	153
Western Australia	IRL	Owner managers of incorporated enterprises	M	517
Western Australia	IRL	Owner managers of unincorporated enterprises	F	204
Western Australia	IRL	Owner managers of unincorporated enterprises	M	534
Western Australia	IRL	Status in employment not stated	F	30
Western Australia	IRL	Status in employment not stated	M	53
Western Australia	ITA	Contributing family workers	F	80
Western Australia	ITA	Contributing family workers	M	156
Western Australia	ITA	Employee	F	1867
Western Australia	ITA	Employee	M	2655
Western Australia	ITA	Owner managers of incorporated enterprises	F	167
Western Australia	ITA	Owner managers of incorporated enterprises	M	642
Western Australia	ITA	Owner managers of unincorporated enterprises	F	188
Western Australia	ITA	Owner managers of unincorporated enterprises	M	675
Western Australia	ITA	Status in employment not stated	F	40
Western Australia	ITA	Status in employment not stated	M	57
Western Australia	JPN	Contributing family workers	F	25
Western Australia	JPN	Contributing family workers	M	10
Western Australia	JPN	Employee	F	1316
Western Australia	JPN	Employee	M	711
Western Australia	JPN	Owner managers of incorporated enterprises	F	52
Western Australia	JPN	Owner managers of incorporated enterprises	M	55
Western Australia	JPN	Owner managers of unincorporated enterprises	F	129
Western Australia	JPN	Owner managers of unincorporated enterprises	M	47
Western Australia	JPN	Status in employment not stated	F	11
Western Australia	JPN	Status in employment not stated	M	3
Western Australia	LBN	Contributing family workers	F	3
Western Australia	LBN	Contributing family workers	M	14
Western Australia	LBN	Employee	F	126
Western Australia	LBN	Employee	M	197
Western Australia	LBN	Owner managers of incorporated enterprises	F	23
Western Australia	LBN	Owner managers of incorporated enterprises	M	53
Western Australia	LBN	Owner managers of unincorporated enterprises	F	10
Western Australia	LBN	Owner managers of unincorporated enterprises	M	59
Western Australia	LBN	Status in employment not stated	F	3
Western Australia	LBN	Status in employment not stated	M	3
Western Australia	MYS	Contributing family workers	F	125
Western Australia	MYS	Contributing family workers	M	92
Western Australia	MYS	Employee	F	7248
Western Australia	MYS	Employee	M	6574
Western Australia	MYS	Owner managers of incorporated enterprises	F	333
Western Australia	MYS	Owner managers of incorporated enterprises	M	681
Western Australia	MYS	Owner managers of unincorporated enterprises	F	447
Western Australia	MYS	Owner managers of unincorporated enterprises	M	652
Western Australia	MYS	Status in employment not stated	F	43
Western Australia	MYS	Status in employment not stated	M	44
Western Australia	MLT	Contributing family workers	F	4
Western Australia	MLT	Contributing family workers	M	6
Western Australia	MLT	Employee	F	127
Western Australia	MLT	Employee	M	151
Western Australia	MLT	Owner managers of incorporated enterprises	F	6
Western Australia	MLT	Owner managers of incorporated enterprises	M	26
Western Australia	MLT	Owner managers of unincorporated enterprises	F	6
Western Australia	MLT	Owner managers of unincorporated enterprises	M	21
Western Australia	NLD	Contributing family workers	F	42
Western Australia	NLD	Contributing family workers	M	38
Western Australia	NLD	Employee	F	1164
Western Australia	NLD	Employee	M	1355
Western Australia	NLD	Owner managers of incorporated enterprises	F	60
Western Australia	NLD	Owner managers of incorporated enterprises	M	205
Western Australia	NLD	Owner managers of unincorporated enterprises	F	163
Western Australia	NLD	Owner managers of unincorporated enterprises	M	286
Western Australia	NLD	Status in employment not stated	F	18
Western Australia	NLD	Status in employment not stated	M	18
Western Australia	NZL	Contributing family workers	F	264
Western Australia	NZL	Contributing family workers	M	216
Western Australia	NZL	Employee	F	20229
Western Australia	NZL	Employee	M	26154
Western Australia	NZL	Owner managers of incorporated enterprises	F	594
Western Australia	NZL	Owner managers of incorporated enterprises	M	1595
Western Australia	NZL	Owner managers of unincorporated enterprises	F	1090
Western Australia	NZL	Owner managers of unincorporated enterprises	M	2074
Western Australia	NZL	Status in employment not stated	F	197
Western Australia	NZL	Status in employment not stated	M	288
Western Australia	PAK	Contributing family workers	F	5
Western Australia	PAK	Contributing family workers	M	17
Western Australia	PAK	Employee	F	441
Western Australia	PAK	Employee	M	1782
Western Australia	PAK	Owner managers of incorporated enterprises	F	11
Western Australia	PAK	Owner managers of incorporated enterprises	M	102
Western Australia	PAK	Owner managers of unincorporated enterprises	F	32
Western Australia	PAK	Owner managers of unincorporated enterprises	M	212
Western Australia	PAK	Status in employment not stated	F	4
Western Australia	PAK	Status in employment not stated	M	18
Western Australia	PHL	Contributing family workers	F	68
Western Australia	PHL	Contributing family workers	M	37
Western Australia	PHL	Employee	F	8690
Western Australia	PHL	Employee	M	8459
Western Australia	PHL	Owner managers of incorporated enterprises	F	97
Western Australia	PHL	Owner managers of incorporated enterprises	M	73
Western Australia	PHL	Owner managers of unincorporated enterprises	F	197
Western Australia	PHL	Owner managers of unincorporated enterprises	M	111
Western Australia	PHL	Status in employment not stated	F	84
Western Australia	PHL	Status in employment not stated	M	64
Western Australia	POL	Contributing family workers	F	22
Western Australia	POL	Contributing family workers	M	19
Western Australia	POL	Employee	F	1270
Western Australia	POL	Employee	M	953
Western Australia	POL	Owner managers of incorporated enterprises	F	73
Western Australia	POL	Owner managers of incorporated enterprises	M	118
Western Australia	POL	Owner managers of unincorporated enterprises	F	158
Western Australia	POL	Owner managers of unincorporated enterprises	M	234
Western Australia	POL	Status in employment not stated	F	10
Western Australia	POL	Status in employment not stated	M	10
Western Australia	SGP	Contributing family workers	F	57
Western Australia	SGP	Contributing family workers	M	41
Western Australia	SGP	Employee	F	3681
Western Australia	SGP	Employee	M	3251
Western Australia	SGP	Owner managers of incorporated enterprises	F	187
Western Australia	SGP	Owner managers of incorporated enterprises	M	312
Western Australia	SGP	Owner managers of unincorporated enterprises	F	184
Western Australia	SGP	Owner managers of unincorporated enterprises	M	286
Western Australia	SGP	Status in employment not stated	F	17
Western Australia	SGP	Status in employment not stated	M	25
Western Australia	ZAF	Contributing family workers	F	179
Western Australia	ZAF	Contributing family workers	M	122
Western Australia	ZAF	Employee	F	10756
Western Australia	ZAF	Employee	M	11535
Western Australia	ZAF	Owner managers of incorporated enterprises	F	481
Western Australia	ZAF	Owner managers of incorporated enterprises	M	1260
Western Australia	ZAF	Owner managers of unincorporated enterprises	F	782
Western Australia	ZAF	Owner managers of unincorporated enterprises	M	1023
Western Australia	ZAF	Status in employment not stated	F	67
Western Australia	ZAF	Status in employment not stated	M	74
Western Australia	KOR	Contributing family workers	F	45
Western Australia	KOR	Contributing family workers	M	28
Western Australia	KOR	Employee	F	1447
Western Australia	KOR	Employee	M	1791
Western Australia	KOR	Owner managers of incorporated enterprises	F	133
Western Australia	KOR	Owner managers of incorporated enterprises	M	271
Western Australia	KOR	Owner managers of unincorporated enterprises	F	116
Western Australia	KOR	Owner managers of unincorporated enterprises	M	183
Western Australia	KOR	Status in employment not stated	F	18
Western Australia	KOR	Status in employment not stated	M	24
Western Australia	LKA	Contributing family workers	F	22
Western Australia	LKA	Contributing family workers	M	15
Western Australia	LKA	Employee	F	1527
Western Australia	LKA	Employee	M	2476
Western Australia	LKA	Owner managers of incorporated enterprises	F	51
Western Australia	LKA	Owner managers of incorporated enterprises	M	145
Western Australia	LKA	Owner managers of unincorporated enterprises	F	94
Western Australia	LKA	Owner managers of unincorporated enterprises	M	146
Western Australia	LKA	Status in employment not stated	F	15
Western Australia	LKA	Status in employment not stated	M	28
Western Australia	THA	Contributing family workers	F	48
Western Australia	THA	Contributing family workers	M	12
Western Australia	THA	Employee	F	2354
Western Australia	THA	Employee	M	925
Western Australia	THA	Owner managers of incorporated enterprises	F	76
Western Australia	THA	Owner managers of incorporated enterprises	M	44
Western Australia	THA	Owner managers of unincorporated enterprises	F	206
Western Australia	THA	Owner managers of unincorporated enterprises	M	49
Western Australia	THA	Status in employment not stated	F	23
Western Australia	THA	Status in employment not stated	M	11
Western Australia	TUR	Contributing family workers	F	7
Western Australia	TUR	Contributing family workers	M	11
Western Australia	TUR	Employee	F	117
Western Australia	TUR	Employee	M	224
Western Australia	TUR	Owner managers of incorporated enterprises	F	17
Western Australia	TUR	Owner managers of incorporated enterprises	M	66
Western Australia	TUR	Owner managers of unincorporated enterprises	F	20
Western Australia	TUR	Owner managers of unincorporated enterprises	M	71
Western Australia	TUR	Status in employment not stated	F	3
Western Australia	TUR	Status in employment not stated	M	6
Western Australia	GBR	Contributing family workers	F	851
Western Australia	GBR	Contributing family workers	M	691
Western Australia	GBR	Employee	F	52018
Western Australia	GBR	Employee	M	54842
Western Australia	GBR	Owner managers of incorporated enterprises	F	2237
Western Australia	GBR	Owner managers of incorporated enterprises	M	5451
Western Australia	GBR	Owner managers of unincorporated enterprises	F	4087
