STE_NAME16	Age	EmploymentStatus	LabourForceStatus	Sex	workers
Western Australia	75+	Contributing family workers	Employed (part-time)	M	379
Western Australia	75+	Employee		F	66
Western Australia	75+	Employee		M	91
Western Australia	75+	Employee	Employed (full-time)	F	165
Western Australia	75+	Employee	Employed (full-time)	M	353
Western Australia	75+	Employee	Employed (part-time)	F	575
Western Australia	75+	Employee	Employed (part-time)	M	869
Western Australia	75+	Owner managers of incorporated enterprises		F	26
Western Australia	75+	Owner managers of incorporated enterprises		M	35
Western Australia	75+	Owner managers of incorporated enterprises	Employed (full-time)	F	45
Western Australia	75+	Owner managers of incorporated enterprises	Employed (full-time)	M	290
Western Australia	75+	Owner managers of incorporated enterprises	Employed (part-time)	F	130
Western Australia	75+	Owner managers of incorporated enterprises	Employed (part-time)	M	294
Western Australia	75+	Owner managers of unincorporated enterprises		F	43
Western Australia	75+	Owner managers of unincorporated enterprises		M	65
Western Australia	75+	Owner managers of unincorporated enterprises	Employed (full-time)	F	65
Western Australia	75+	Owner managers of unincorporated enterprises	Employed (full-time)	M	329
Western Australia	75+	Owner managers of unincorporated enterprises	Employed (part-time)	F	235
Western Australia	75+	Owner managers of unincorporated enterprises	Employed (part-time)	M	575
Tasmania	15-19			F	19
Tasmania	15-19			M	34
Tasmania	15-19		Employed (part-time)	F	8
Tasmania	15-19		Employed (part-time)	F	46
Tasmania	15-19		Employed (part-time)	M	27
Tasmania	15-19		Employed (part-time)	M	33
Tasmania	15-19	Contributing family workers		F	15
Tasmania	15-19	Contributing family workers		M	9
Tasmania	15-19	Contributing family workers	Employed (part-time)	F	0
Tasmania	15-19	Contributing family workers	Employed (part-time)	F	31
Tasmania	15-19	Contributing family workers	Employed (part-time)	M	0
Tasmania	15-19	Contributing family workers	Employed (part-time)	M	27
Tasmania	15-19	Employee		F	432
Tasmania	15-19	Employee		M	332
Tasmania	15-19	Employee	Employed (part-time)	F	762
Tasmania	15-19	Employee	Employed (part-time)	F	5049
Tasmania	15-19	Employee	Employed (part-time)	M	1639
Tasmania	15-19	Employee	Employed (part-time)	M	3353
Tasmania	15-19	Owner managers of incorporated enterprises		F	2
Tasmania	15-19	Owner managers of incorporated enterprises		M	-2
Tasmania	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	0
Tasmania	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	11
Tasmania	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	7
Tasmania	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	5
Tasmania	15-19	Owner managers of unincorporated enterprises		F	5
Tasmania	15-19	Owner managers of unincorporated enterprises		M	6
Tasmania	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	5
Tasmania	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	25
Tasmania	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	10
Tasmania	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	20
Tasmania	20-24			F	28
Tasmania	20-24			M	34
Tasmania	20-24		Employed (part-time)	F	21
Tasmania	20-24		Employed (part-time)	F	31
Tasmania	20-24		Employed (part-time)	M	48
Tasmania	20-24		Employed (part-time)	M	38
Tasmania	20-24	Contributing family workers		F	6
Tasmania	20-24	Contributing family workers		M	5
Tasmania	20-24	Contributing family workers	Employed (part-time)	F	3
Tasmania	20-24	Contributing family workers	Employed (part-time)	F	14
Tasmania	20-24	Contributing family workers	Employed (part-time)	M	21
Tasmania	20-24	Contributing family workers	Employed (part-time)	M	17
Tasmania	20-24	Employee		F	533
Tasmania	20-24	Employee		M	471
Tasmania	20-24	Employee	Employed (part-time)	F	3639
Tasmania	20-24	Employee	Employed (part-time)	F	4715
Tasmania	20-24	Employee	Employed (part-time)	M	5547
Tasmania	20-24	Employee	Employed (part-time)	M	3085
Tasmania	20-24	Owner managers of incorporated enterprises		F	1
Tasmania	20-24	Owner managers of incorporated enterprises		M	7
Tasmania	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	13
Tasmania	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	11
Tasmania	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	46
Tasmania	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	7
Tasmania	20-24	Owner managers of unincorporated enterprises		F	6
Tasmania	20-24	Owner managers of unincorporated enterprises		M	10
Tasmania	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	54
Tasmania	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	65
Tasmania	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	171
Tasmania	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	86
Tasmania	25-29			F	27
Tasmania	25-29			M	29
Tasmania	25-29		Employed (part-time)	F	25
Tasmania	25-29		Employed (part-time)	F	30
Tasmania	25-29		Employed (part-time)	M	42
Tasmania	25-29		Employed (part-time)	M	16
Tasmania	25-29	Contributing family workers		F	0
Tasmania	25-29	Contributing family workers		M	1
Tasmania	25-29	Contributing family workers	Employed (part-time)	F	15
Tasmania	25-29	Contributing family workers	Employed (part-time)	F	31
Tasmania	25-29	Contributing family workers	Employed (part-time)	M	25
Tasmania	25-29	Contributing family workers	Employed (part-time)	M	22
Tasmania	25-29	Employee		F	696
Tasmania	25-29	Employee		M	391
Tasmania	25-29	Employee	Employed (part-time)	F	4525
Tasmania	25-29	Employee	Employed (part-time)	F	3698
Tasmania	25-29	Employee	Employed (part-time)	M	6969
Tasmania	25-29	Employee	Employed (part-time)	M	1805
Tasmania	25-29	Owner managers of incorporated enterprises		F	0
Tasmania	25-29	Owner managers of incorporated enterprises		M	10
Tasmania	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	49
Tasmania	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	35
Tasmania	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	204
Tasmania	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	35
Tasmania	25-29	Owner managers of unincorporated enterprises		F	13
Tasmania	25-29	Owner managers of unincorporated enterprises		M	41
Tasmania	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	150
Tasmania	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	162
Tasmania	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	442
Tasmania	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	143
Tasmania	30-34			F	18
Tasmania	30-34			M	20
Tasmania	30-34		Employed (part-time)	F	26
Tasmania	30-34		Employed (part-time)	F	28
Tasmania	30-34		Employed (part-time)	M	58
Tasmania	30-34		Employed (part-time)	M	25
Tasmania	30-34	Contributing family workers		F	11
Tasmania	30-34	Contributing family workers		M	8
Tasmania	30-34	Contributing family workers	Employed (part-time)	F	37
Tasmania	30-34	Contributing family workers	Employed (part-time)	F	96
Tasmania	30-34	Contributing family workers	Employed (part-time)	M	46
Tasmania	30-34	Contributing family workers	Employed (part-time)	M	21
Tasmania	30-34	Employee		F	909
Tasmania	30-34	Employee		M	456
Tasmania	30-34	Employee	Employed (part-time)	F	3747
Tasmania	30-34	Employee	Employed (part-time)	F	4437
Tasmania	30-34	Employee	Employed (part-time)	M	7390
Tasmania	30-34	Employee	Employed (part-time)	M	1444
Tasmania	30-34	Owner managers of incorporated enterprises		F	0
Tasmania	30-34	Owner managers of incorporated enterprises		M	22
Tasmania	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	91
Tasmania	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	83
Tasmania	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	455
Tasmania	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	41
Tasmania	30-34	Owner managers of unincorporated enterprises		F	33
Tasmania	30-34	Owner managers of unincorporated enterprises		M	44
Tasmania	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	211
Tasmania	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	330
Tasmania	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	660
Tasmania	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	229
Tasmania	35-39			F	15
Tasmania	35-39			M	25
Tasmania	35-39		Employed (part-time)	F	23
Tasmania	35-39		Employed (part-time)	F	32
Tasmania	35-39		Employed (part-time)	M	66
Tasmania	35-39		Employed (part-time)	M	12
Tasmania	35-39	Contributing family workers		F	6
Tasmania	35-39	Contributing family workers		M	17
Tasmania	35-39	Contributing family workers	Employed (part-time)	F	40
Tasmania	35-39	Contributing family workers	Employed (part-time)	F	90
Tasmania	35-39	Contributing family workers	Employed (part-time)	M	53
Tasmania	35-39	Contributing family workers	Employed (part-time)	M	31
Tasmania	35-39	Employee		F	627
Tasmania	35-39	Employee		M	358
Tasmania	35-39	Employee	Employed (part-time)	F	3360
Tasmania	35-39	Employee	Employed (part-time)	F	4936
Tasmania	35-39	Employee	Employed (part-time)	M	6942
Tasmania	35-39	Employee	Employed (part-time)	M	1228
Tasmania	35-39	Owner managers of incorporated enterprises		F	8
Tasmania	35-39	Owner managers of incorporated enterprises		M	13
Tasmania	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	126
Tasmania	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	136
Tasmania	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	595
Tasmania	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	54
Tasmania	35-39	Owner managers of unincorporated enterprises		F	40
Tasmania	35-39	Owner managers of unincorporated enterprises		M	54
Tasmania	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	253
Tasmania	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	419
Tasmania	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	681
Tasmania	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	261
Tasmania	40-44			F	17
Tasmania	40-44			M	20
Tasmania	40-44		Employed (part-time)	F	43
Tasmania	40-44		Employed (part-time)	F	47
Tasmania	40-44		Employed (part-time)	M	78
Tasmania	40-44		Employed (part-time)	M	23
Tasmania	40-44	Contributing family workers		F	15
Tasmania	40-44	Contributing family workers		M	3
Tasmania	40-44	Contributing family workers	Employed (part-time)	F	56
Tasmania	40-44	Contributing family workers	Employed (part-time)	F	101
Tasmania	40-44	Contributing family workers	Employed (part-time)	M	80
Tasmania	40-44	Contributing family workers	Employed (part-time)	M	32
Tasmania	40-44	Employee		F	497
Tasmania	40-44	Employee		M	400
Tasmania	40-44	Employee	Employed (part-time)	F	4357
Tasmania	40-44	Employee	Employed (part-time)	F	5429
Tasmania	40-44	Employee	Employed (part-time)	M	7330
Tasmania	40-44	Employee	Employed (part-time)	M	1317
Tasmania	40-44	Owner managers of incorporated enterprises		F	5
Tasmania	40-44	Owner managers of incorporated enterprises		M	18
Tasmania	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	241
Tasmania	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	175
Tasmania	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	768
Tasmania	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	82
Tasmania	40-44	Owner managers of unincorporated enterprises		F	29
Tasmania	40-44	Owner managers of unincorporated enterprises		M	47
Tasmania	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	370
Tasmania	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	489
Tasmania	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	911
Tasmania	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	342
Tasmania	45-49			F	36
Tasmania	45-49			M	40
Tasmania	45-49		Employed (part-time)	F	38
Tasmania	45-49		Employed (part-time)	F	47
Tasmania	45-49		Employed (part-time)	M	96
Tasmania	45-49		Employed (part-time)	M	32
Tasmania	45-49	Contributing family workers		F	13
Tasmania	45-49	Contributing family workers		M	12
Tasmania	45-49	Contributing family workers	Employed (part-time)	F	87
Tasmania	45-49	Contributing family workers	Employed (part-time)	F	93
Tasmania	45-49	Contributing family workers	Employed (part-time)	M	94
Tasmania	45-49	Contributing family workers	Employed (part-time)	M	45
Tasmania	45-49	Employee		F	510
Tasmania	45-49	Employee		M	430
Tasmania	45-49	Employee	Employed (part-time)	F	5249
Tasmania	45-49	Employee	Employed (part-time)	F	5408
Tasmania	45-49	Employee	Employed (part-time)	M	7784
Tasmania	45-49	Employee	Employed (part-time)	M	1357
Tasmania	45-49	Owner managers of incorporated enterprises		F	14
Tasmania	45-49	Owner managers of incorporated enterprises		M	24
Tasmania	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	288
Tasmania	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	197
Tasmania	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	962
Tasmania	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	98
Tasmania	45-49	Owner managers of unincorporated enterprises		F	41
Tasmania	45-49	Owner managers of unincorporated enterprises		M	58
Tasmania	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	418
Tasmania	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	487
Tasmania	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	1055
Tasmania	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	417
Tasmania	50-54			F	31
Tasmania	50-54			M	43
Tasmania	50-54		Employed (part-time)	F	44
Tasmania	50-54		Employed (part-time)	F	60
Tasmania	50-54		Employed (part-time)	M	92
Tasmania	50-54		Employed (part-time)	M	28
Tasmania	50-54	Contributing family workers		F	17
Tasmania	50-54	Contributing family workers		M	16
Tasmania	50-54	Contributing family workers	Employed (part-time)	F	91
Tasmania	50-54	Contributing family workers	Employed (part-time)	F	125
Tasmania	50-54	Contributing family workers	Employed (part-time)	M	127
Tasmania	50-54	Contributing family workers	Employed (part-time)	M	46
Tasmania	50-54	Employee		F	564
Tasmania	50-54	Employee		M	480
Tasmania	50-54	Employee	Employed (part-time)	F	5357
Tasmania	50-54	Employee	Employed (part-time)	F	5057
Tasmania	50-54	Employee	Employed (part-time)	M	7570
Tasmania	50-54	Employee	Employed (part-time)	M	1418
Tasmania	50-54	Owner managers of incorporated enterprises		F	25
Tasmania	50-54	Owner managers of incorporated enterprises		M	35
Tasmania	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	291
Tasmania	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	186
Tasmania	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	932
Tasmania	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	131
Tasmania	50-54	Owner managers of unincorporated enterprises		F	49
Tasmania	50-54	Owner managers of unincorporated enterprises		M	80
Tasmania	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	407
Tasmania	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	467
Tasmania	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	1062
Tasmania	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	511
Tasmania	55-59			F	38
Tasmania	55-59			M	39
Tasmania	55-59		Employed (part-time)	F	34
Tasmania	55-59		Employed (part-time)	F	57
Tasmania	55-59		Employed (part-time)	M	85
Tasmania	55-59		Employed (part-time)	M	33
Tasmania	55-59	Contributing family workers		F	32
Tasmania	55-59	Contributing family workers		M	22
Tasmania	55-59	Contributing family workers	Employed (part-time)	F	105
Tasmania	55-59	Contributing family workers	Employed (part-time)	F	117
Tasmania	55-59	Contributing family workers	Employed (part-time)	M	160
Tasmania	55-59	Contributing family workers	Employed (part-time)	M	83
Tasmania	55-59	Employee		F	647
Tasmania	55-59	Employee		M	490
Tasmania	55-59	Employee	Employed (part-time)	F	4440
Tasmania	55-59	Employee	Employed (part-time)	F	4907
Tasmania	55-59	Employee	Employed (part-time)	M	6579
Tasmania	55-59	Employee	Employed (part-time)	M	1513
Tasmania	55-59	Owner managers of incorporated enterprises		F	35
Tasmania	55-59	Owner managers of incorporated enterprises		M	44
Tasmania	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	250
Tasmania	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	172
Tasmania	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	852
Tasmania	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	158
Tasmania	55-59	Owner managers of unincorporated enterprises		F	40
Tasmania	55-59	Owner managers of unincorporated enterprises		M	90
Tasmania	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	357
Tasmania	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	509
Tasmania	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	1112
Tasmania	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	633
Tasmania	60-64			F	43
Tasmania	60-64			M	46
Tasmania	60-64		Employed (part-time)	F	25
Tasmania	60-64		Employed (part-time)	F	37
Tasmania	60-64		Employed (part-time)	M	50
Tasmania	60-64		Employed (part-time)	M	43
Tasmania	60-64	Contributing family workers		F	28
Tasmania	60-64	Contributing family workers		M	19
Tasmania	60-64	Contributing family workers	Employed (part-time)	F	69
Tasmania	60-64	Contributing family workers	Employed (part-time)	F	149
Tasmania	60-64	Contributing family workers	Employed (part-time)	M	126
Tasmania	60-64	Contributing family workers	Employed (part-time)	M	92
Tasmania	60-64	Employee		F	424
Tasmania	60-64	Employee		M	381
Tasmania	60-64	Employee	Employed (part-time)	F	2179
Tasmania	60-64	Employee	Employed (part-time)	F	3362
Tasmania	60-64	Employee	Employed (part-time)	M	3646
Tasmania	60-64	Employee	Employed (part-time)	M	1589
Tasmania	60-64	Owner managers of incorporated enterprises		F	28
Tasmania	60-64	Owner managers of incorporated enterprises		M	40
Tasmania	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	133
Tasmania	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	159
Tasmania	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	612
Tasmania	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	184
Tasmania	60-64	Owner managers of unincorporated enterprises		F	53
Tasmania	60-64	Owner managers of unincorporated enterprises		M	93
Tasmania	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	218
Tasmania	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	417
Tasmania	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	863
Tasmania	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	634
Tasmania	65-69			F	21
Tasmania	65-69			M	27
Tasmania	65-69		Employed (part-time)	F	13
Tasmania	65-69		Employed (part-time)	F	31
Tasmania	65-69		Employed (part-time)	M	21
Tasmania	65-69		Employed (part-time)	M	27
Tasmania	65-69	Contributing family workers		F	28
Tasmania	65-69	Contributing family workers		M	29
Tasmania	65-69	Contributing family workers	Employed (part-time)	F	40
Tasmania	65-69	Contributing family workers	Employed (part-time)	F	97
Tasmania	65-69	Contributing family workers	Employed (part-time)	M	110
Tasmania	65-69	Contributing family workers	Employed (part-time)	M	124
Tasmania	65-69	Employee		F	150
Tasmania	65-69	Employee		M	129
Tasmania	65-69	Employee	Employed (part-time)	F	480
Tasmania	65-69	Employee	Employed (part-time)	F	1227
Tasmania	65-69	Employee	Employed (part-time)	M	933
Tasmania	65-69	Employee	Employed (part-time)	M	951
Tasmania	65-69	Owner managers of incorporated enterprises		F	15
Tasmania	65-69	Owner managers of incorporated enterprises		M	43
Tasmania	65-69	Owner managers of incorporated enterprises	Employed (part-time)	F	80
Tasmania	65-69	Owner managers of incorporated enterprises	Employed (part-time)	F	113
Tasmania	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	322
Tasmania	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	175
Tasmania	65-69	Owner managers of unincorporated enterprises		F	37
Tasmania	65-69	Owner managers of unincorporated enterprises		M	68
Tasmania	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	114
Tasmania	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	279
Tasmania	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	409
Tasmania	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	453
Tasmania	70-74			F	28
Tasmania	70-74			M	18
Tasmania	70-74		Employed (part-time)	F	0
Tasmania	70-74		Employed (part-time)	F	10
Tasmania	70-74		Employed (part-time)	M	10
Tasmania	70-74		Employed (part-time)	M	10
Tasmania	70-74	Contributing family workers		F	18
Tasmania	70-74	Contributing family workers		M	22
Tasmania	70-74	Contributing family workers	Employed (part-time)	F	28
Tasmania	70-74	Contributing family workers	Employed (part-time)	F	66
Tasmania	70-74	Contributing family workers	Employed (part-time)	M	76
Tasmania	70-74	Contributing family workers	Employed (part-time)	M	97
Tasmania	70-74	Employee		F	32
Tasmania	70-74	Employee		M	46
Tasmania	70-74	Employee	Employed (part-time)	F	82
Tasmania	70-74	Employee	Employed (part-time)	F	340
Tasmania	70-74	Employee	Employed (part-time)	M	156
Tasmania	70-74	Employee	Employed (part-time)	M	385
Tasmania	70-74	Owner managers of incorporated enterprises		F	1
Tasmania	70-74	Owner managers of incorporated enterprises		M	20
Tasmania	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	20
Tasmania	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	46
Tasmania	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	121
Tasmania	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	75
Tasmania	70-74	Owner managers of unincorporated enterprises		F	13
Tasmania	70-74	Owner managers of unincorporated enterprises		M	32
Tasmania	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	43
Tasmania	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	124
Tasmania	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	138
Tasmania	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	229
Tasmania	75+			F	40
Tasmania	75+			M	33
Tasmania	75+		Employed (full-time)	F	3
Tasmania	75+		Employed (full-time)	M	11
Tasmania	75+		Employed (part-time)	F	9
Tasmania	75+		Employed (part-time)	M	16
Tasmania	75+	Contributing family workers		F	10
Tasmania	75+	Contributing family workers		M	31
Tasmania	75+	Contributing family workers	Employed (full-time)	F	15
Tasmania	75+	Contributing family workers	Employed (full-time)	M	50
Tasmania	75+	Contributing family workers	Employed (part-time)	F	40
Tasmania	75+	Contributing family workers	Employed (part-time)	M	99
Tasmania	75+	Employee		F	24
Tasmania	75+	Employee		M	27
Tasmania	75+	Employee	Employed (full-time)	F	28
Tasmania	75+	Employee	Employed (full-time)	M	48
Tasmania	75+	Employee	Employed (part-time)	F	113
Tasmania	75+	Employee	Employed (part-time)	M	163
Tasmania	75+	Owner managers of incorporated enterprises		F	-3
Tasmania	75+	Owner managers of incorporated enterprises		M	9
Tasmania	75+	Owner managers of incorporated enterprises	Employed (full-time)	F	17
Tasmania	75+	Owner managers of incorporated enterprises	Employed (full-time)	M	59
Tasmania	75+	Owner managers of incorporated enterprises	Employed (part-time)	F	33
Tasmania	75+	Owner managers of incorporated enterprises	Employed (part-time)	M	59
Tasmania	75+	Owner managers of unincorporated enterprises		F	2
Tasmania	75+	Owner managers of unincorporated enterprises		M	13
Tasmania	75+	Owner managers of unincorporated enterprises	Employed (full-time)	F	24
Tasmania	75+	Owner managers of unincorporated enterprises	Employed (full-time)	M	96
Tasmania	75+	Owner managers of unincorporated enterprises	Employed (part-time)	F	73
Tasmania	75+	Owner managers of unincorporated enterprises	Employed (part-time)	M	177
Northern Territory	15-19			F	11
Northern Territory	15-19			M	9
Northern Territory	15-19		Employed (part-time)	F	3
Northern Territory	15-19		Employed (part-time)	F	17
Northern Territory	15-19		Employed (part-time)	M	18
Northern Territory	15-19		Employed (part-time)	M	14
Northern Territory	15-19	Contributing family workers		F	4
Northern Territory	15-19	Contributing family workers		M	8
Northern Territory	15-19	Contributing family workers	Employed (part-time)	F	0
Northern Territory	15-19	Contributing family workers	Employed (part-time)	F	8
Northern Territory	15-19	Contributing family workers	Employed (part-time)	M	0
Northern Territory	15-19	Contributing family workers	Employed (part-time)	M	17
Northern Territory	15-19	Employee		F	149
Northern Territory	15-19	Employee		M	185
Northern Territory	15-19	Employee	Employed (part-time)	F	646
Northern Territory	15-19	Employee	Employed (part-time)	F	1378
Northern Territory	15-19	Employee	Employed (part-time)	M	888
Northern Territory	15-19	Employee	Employed (part-time)	M	1247
Northern Territory	15-19	Owner managers of incorporated enterprises		F	5
Northern Territory	15-19	Owner managers of incorporated enterprises		M	-2
Northern Territory	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	0
Northern Territory	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	3
Northern Territory	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	3
Northern Territory	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	5
Northern Territory	15-19	Owner managers of unincorporated enterprises		F	9
Northern Territory	15-19	Owner managers of unincorporated enterprises		M	4
Northern Territory	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	0
Northern Territory	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	6
Northern Territory	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	5
Northern Territory	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	10
Northern Territory	20-24			F	13
Northern Territory	20-24			M	12
Northern Territory	20-24		Employed (part-time)	F	15
Northern Territory	20-24		Employed (part-time)	F	12
Northern Territory	20-24		Employed (part-time)	M	30
Northern Territory	20-24		Employed (part-time)	M	11
Northern Territory	20-24	Contributing family workers		F	2
Northern Territory	20-24	Contributing family workers		M	5
Northern Territory	20-24	Contributing family workers	Employed (part-time)	F	4
Northern Territory	20-24	Contributing family workers	Employed (part-time)	F	6
Northern Territory	20-24	Contributing family workers	Employed (part-time)	M	3
Northern Territory	20-24	Contributing family workers	Employed (part-time)	M	6
Northern Territory	20-24	Employee		F	306
Northern Territory	20-24	Employee		M	400
Northern Territory	20-24	Employee	Employed (part-time)	F	2698
Northern Territory	20-24	Employee	Employed (part-time)	F	1214
Northern Territory	20-24	Employee	Employed (part-time)	M	3785
Northern Territory	20-24	Employee	Employed (part-time)	M	946
Northern Territory	20-24	Owner managers of incorporated enterprises		F	3
Northern Territory	20-24	Owner managers of incorporated enterprises		M	4
Northern Territory	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	6
Northern Territory	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	6
Northern Territory	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	30
Northern Territory	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	7
Northern Territory	20-24	Owner managers of unincorporated enterprises		F	-1
Northern Territory	20-24	Owner managers of unincorporated enterprises		M	13
Northern Territory	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	21
Northern Territory	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	20
Northern Territory	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	52
Northern Territory	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	20
Northern Territory	25-29			F	15
Northern Territory	25-29			M	21
Northern Territory	25-29		Employed (part-time)	F	20
Northern Territory	25-29		Employed (part-time)	F	3
Northern Territory	25-29		Employed (part-time)	M	37
Northern Territory	25-29		Employed (part-time)	M	12
Northern Territory	25-29	Contributing family workers		F	10
Northern Territory	25-29	Contributing family workers		M	0
Northern Territory	25-29	Contributing family workers	Employed (part-time)	F	3
Northern Territory	25-29	Contributing family workers	Employed (part-time)	F	9
Northern Territory	25-29	Contributing family workers	Employed (part-time)	M	10
Northern Territory	25-29	Contributing family workers	Employed (part-time)	M	10
Northern Territory	25-29	Employee		F	479
Northern Territory	25-29	Employee		M	472
Northern Territory	25-29	Employee	Employed (part-time)	F	4408
Northern Territory	25-29	Employee	Employed (part-time)	F	1359
Northern Territory	25-29	Employee	Employed (part-time)	M	6082
