STE_NAME16	Age	IncomeTotPersonal.max	Occupation	workers
South Australia	45-54	78750	Professionals	4138
South Australia	45-54	78750	Sales workers	788
South Australia	45-54	78750	Technicians and trades workers	2700
South Australia	45-54	91875		227
South Australia	45-54	91875	Clerical and administrative workers	1891
South Australia	45-54	91875	Community and personal service workers	778
South Australia	45-54	91875	Labourers	466
South Australia	45-54	91875	Machinery operators and drivers	936
South Australia	45-54	91875	Managers	2766
South Australia	45-54	91875	Professionals	5253
South Australia	45-54	91875	Sales workers	534
South Australia	45-54	91875	Technicians and trades workers	2022
South Australia	45-54	105000		117
South Australia	45-54	105000	Clerical and administrative workers	963
South Australia	45-54	105000	Community and personal service workers	633
South Australia	45-54	105000	Labourers	260
South Australia	45-54	105000	Machinery operators and drivers	601
South Australia	45-54	105000	Managers	2213
South Australia	45-54	105000	Professionals	4565
South Australia	45-54	105000	Sales workers	326
South Australia	45-54	105000	Technicians and trades workers	1231
South Australia	45-54	157500		168
South Australia	45-54	157500	Clerical and administrative workers	1101
South Australia	45-54	157500	Community and personal service workers	1033
South Australia	45-54	157500	Labourers	241
South Australia	45-54	157500	Machinery operators and drivers	595
South Australia	45-54	157500	Managers	4801
South Australia	45-54	157500	Professionals	4947
South Australia	45-54	157500	Sales workers	437
South Australia	45-54	157500	Technicians and trades workers	1393
South Australia	45-54	Inf		81
South Australia	45-54	Inf	Clerical and administrative workers	405
South Australia	45-54	Inf	Community and personal service workers	116
South Australia	45-54	Inf	Labourers	97
South Australia	45-54	Inf	Machinery operators and drivers	110
South Australia	45-54	Inf	Managers	3120
South Australia	45-54	Inf	Professionals	3133
South Australia	45-54	Inf	Sales workers	210
South Australia	45-54	Inf	Technicians and trades workers	372
South Australia	55-64			150
South Australia	55-64		Clerical and administrative workers	217
South Australia	55-64		Community and personal service workers	178
South Australia	55-64		Labourers	255
South Australia	55-64		Machinery operators and drivers	126
South Australia	55-64		Managers	273
South Australia	55-64		Professionals	243
South Australia	55-64		Sales workers	103
South Australia	55-64		Technicians and trades workers	244
South Australia	55-64	0		54
South Australia	55-64	0	Clerical and administrative workers	114
South Australia	55-64	0	Community and personal service workers	41
South Australia	55-64	0	Labourers	98
South Australia	55-64	0	Machinery operators and drivers	39
South Australia	55-64	0	Managers	346
South Australia	55-64	0	Professionals	73
South Australia	55-64	0	Sales workers	47
South Australia	55-64	0	Technicians and trades workers	69
South Australia	55-64	7875		33
South Australia	55-64	7875	Clerical and administrative workers	198
South Australia	55-64	7875	Community and personal service workers	183
South Australia	55-64	7875	Labourers	361
South Australia	55-64	7875	Machinery operators and drivers	52
South Australia	55-64	7875	Managers	191
South Australia	55-64	7875	Professionals	181
South Australia	55-64	7875	Sales workers	152
South Australia	55-64	7875	Technicians and trades workers	169
South Australia	55-64	15750		67
South Australia	55-64	15750	Clerical and administrative workers	507
South Australia	55-64	15750	Community and personal service workers	527
South Australia	55-64	15750	Labourers	899
South Australia	55-64	15750	Machinery operators and drivers	152
South Australia	55-64	15750	Managers	431
South Australia	55-64	15750	Professionals	425
South Australia	55-64	15750	Sales workers	468
South Australia	55-64	15750	Technicians and trades workers	429
South Australia	55-64	21000		99
South Australia	55-64	21000	Clerical and administrative workers	758
South Australia	55-64	21000	Community and personal service workers	761
South Australia	55-64	21000	Labourers	1167
South Australia	55-64	21000	Machinery operators and drivers	252
South Australia	55-64	21000	Managers	545
South Australia	55-64	21000	Professionals	475
South Australia	55-64	21000	Sales workers	618
South Australia	55-64	21000	Technicians and trades workers	560
South Australia	55-64	26250		102
South Australia	55-64	26250	Clerical and administrative workers	1071
South Australia	55-64	26250	Community and personal service workers	1154
South Australia	55-64	26250	Labourers	1482
South Australia	55-64	26250	Machinery operators and drivers	393
South Australia	55-64	26250	Managers	657
South Australia	55-64	26250	Professionals	617
South Australia	55-64	26250	Sales workers	879
South Australia	55-64	26250	Technicians and trades workers	748
South Australia	55-64	34125		118
South Australia	55-64	34125	Clerical and administrative workers	1968
South Australia	55-64	34125	Community and personal service workers	2175
South Australia	55-64	34125	Labourers	2004
South Australia	55-64	34125	Machinery operators and drivers	707
South Australia	55-64	34125	Managers	1039
South Australia	55-64	34125	Professionals	1005
South Australia	55-64	34125	Sales workers	1330
South Australia	55-64	34125	Technicians and trades workers	1251
South Australia	55-64	42000		164
South Australia	55-64	42000	Clerical and administrative workers	2396
South Australia	55-64	42000	Community and personal service workers	2035
South Australia	55-64	42000	Labourers	2100
South Australia	55-64	42000	Machinery operators and drivers	1280
South Australia	55-64	42000	Managers	1278
South Australia	55-64	42000	Professionals	1344
South Australia	55-64	42000	Sales workers	1243
South Australia	55-64	42000	Technicians and trades workers	1604
South Australia	55-64	52500		191
South Australia	55-64	52500	Clerical and administrative workers	3453
South Australia	55-64	52500	Community and personal service workers	2105
South Australia	55-64	52500	Labourers	1884
South Australia	55-64	52500	Machinery operators and drivers	2006
South Australia	55-64	52500	Managers	1722
South Australia	55-64	52500	Professionals	2049
South Australia	55-64	52500	Sales workers	1208
South Australia	55-64	52500	Technicians and trades workers	2192
South Australia	55-64	65625		215
South Australia	55-64	65625	Clerical and administrative workers	4202
South Australia	55-64	65625	Community and personal service workers	1816
South Australia	55-64	65625	Labourers	1405
South Australia	55-64	65625	Machinery operators and drivers	1885
South Australia	55-64	65625	Managers	2186
South Australia	55-64	65625	Professionals	3095
South Australia	55-64	65625	Sales workers	933
South Australia	55-64	65625	Technicians and trades workers	2648
South Australia	55-64	78750		168
South Australia	55-64	78750	Clerical and administrative workers	2232
South Australia	55-64	78750	Community and personal service workers	778
South Australia	55-64	78750	Labourers	548
South Australia	55-64	78750	Machinery operators and drivers	918
South Australia	55-64	78750	Managers	1765
South Australia	55-64	78750	Professionals	2881
South Australia	55-64	78750	Sales workers	532
South Australia	55-64	78750	Technicians and trades workers	1647
South Australia	55-64	91875		122
South Australia	55-64	91875	Clerical and administrative workers	1367
South Australia	55-64	91875	Community and personal service workers	486
South Australia	55-64	91875	Labourers	302
South Australia	55-64	91875	Machinery operators and drivers	622
South Australia	55-64	91875	Managers	1889
South Australia	55-64	91875	Professionals	4128
South Australia	55-64	91875	Sales workers	412
South Australia	55-64	91875	Technicians and trades workers	1204
South Australia	55-64	105000		85
South Australia	55-64	105000	Clerical and administrative workers	667
South Australia	55-64	105000	Community and personal service workers	357
South Australia	55-64	105000	Labourers	143
South Australia	55-64	105000	Machinery operators and drivers	303
South Australia	55-64	105000	Managers	1448
South Australia	55-64	105000	Professionals	3773
South Australia	55-64	105000	Sales workers	203
South Australia	55-64	105000	Technicians and trades workers	642
South Australia	55-64	157500		84
South Australia	55-64	157500	Clerical and administrative workers	653
South Australia	55-64	157500	Community and personal service workers	529
South Australia	55-64	157500	Labourers	138
South Australia	55-64	157500	Machinery operators and drivers	357
South Australia	55-64	157500	Managers	3019
South Australia	55-64	157500	Professionals	3471
South Australia	55-64	157500	Sales workers	217
South Australia	55-64	157500	Technicians and trades workers	776
South Australia	55-64	Inf		55
South Australia	55-64	Inf	Clerical and administrative workers	268
South Australia	55-64	Inf	Community and personal service workers	76
South Australia	55-64	Inf	Labourers	85
South Australia	55-64	Inf	Machinery operators and drivers	95
South Australia	55-64	Inf	Managers	1977
South Australia	55-64	Inf	Professionals	2384
South Australia	55-64	Inf	Sales workers	152
South Australia	55-64	Inf	Technicians and trades workers	211
South Australia	65-74			72
South Australia	65-74		Clerical and administrative workers	64
South Australia	65-74		Community and personal service workers	41
South Australia	65-74		Labourers	62
South Australia	65-74		Machinery operators and drivers	38
South Australia	65-74		Managers	119
South Australia	65-74		Professionals	81
South Australia	65-74		Sales workers	37
South Australia	65-74		Technicians and trades workers	59
South Australia	65-74	0		25
South Australia	65-74	0	Clerical and administrative workers	33
South Australia	65-74	0	Community and personal service workers	12
South Australia	65-74	0	Labourers	27
South Australia	65-74	0	Machinery operators and drivers	6
South Australia	65-74	0	Managers	174
South Australia	65-74	0	Professionals	28
South Australia	65-74	0	Sales workers	18
South Australia	65-74	0	Technicians and trades workers	22
South Australia	65-74	7875		15
South Australia	65-74	7875	Clerical and administrative workers	68
South Australia	65-74	7875	Community and personal service workers	45
South Australia	65-74	7875	Labourers	83
South Australia	65-74	7875	Machinery operators and drivers	22
South Australia	65-74	7875	Managers	106
South Australia	65-74	7875	Professionals	62
South Australia	65-74	7875	Sales workers	40
South Australia	65-74	7875	Technicians and trades workers	36
South Australia	65-74	15750		40
South Australia	65-74	15750	Clerical and administrative workers	184
South Australia	65-74	15750	Community and personal service workers	97
South Australia	65-74	15750	Labourers	226
South Australia	65-74	15750	Machinery operators and drivers	82
South Australia	65-74	15750	Managers	277
South Australia	65-74	15750	Professionals	147
South Australia	65-74	15750	Sales workers	112
South Australia	65-74	15750	Technicians and trades workers	138
South Australia	65-74	21000		79
South Australia	65-74	21000	Clerical and administrative workers	307
South Australia	65-74	21000	Community and personal service workers	183
South Australia	65-74	21000	Labourers	355
South Australia	65-74	21000	Machinery operators and drivers	134
South Australia	65-74	21000	Managers	338
South Australia	65-74	21000	Professionals	236
South Australia	65-74	21000	Sales workers	191
South Australia	65-74	21000	Technicians and trades workers	175
South Australia	65-74	26250		76
South Australia	65-74	26250	Clerical and administrative workers	402
South Australia	65-74	26250	Community and personal service workers	282
South Australia	65-74	26250	Labourers	506
South Australia	65-74	26250	Machinery operators and drivers	193
South Australia	65-74	26250	Managers	453
South Australia	65-74	26250	Professionals	313
South Australia	65-74	26250	Sales workers	253
South Australia	65-74	26250	Technicians and trades workers	301
South Australia	65-74	34125		79
South Australia	65-74	34125	Clerical and administrative workers	649
South Australia	65-74	34125	Community and personal service workers	438
South Australia	65-74	34125	Labourers	539
South Australia	65-74	34125	Machinery operators and drivers	311
South Australia	65-74	34125	Managers	628
South Australia	65-74	34125	Professionals	475
South Australia	65-74	34125	Sales workers	370
South Australia	65-74	34125	Technicians and trades workers	357
South Australia	65-74	42000		45
South Australia	65-74	42000	Clerical and administrative workers	556
South Australia	65-74	42000	Community and personal service workers	371
South Australia	65-74	42000	Labourers	465
South Australia	65-74	42000	Machinery operators and drivers	269
South Australia	65-74	42000	Managers	605
South Australia	65-74	42000	Professionals	497
South Australia	65-74	42000	Sales workers	272
South Australia	65-74	42000	Technicians and trades workers	383
South Australia	65-74	52500		43
South Australia	65-74	52500	Clerical and administrative workers	613
South Australia	65-74	52500	Community and personal service workers	296
South Australia	65-74	52500	Labourers	317
South Australia	65-74	52500	Machinery operators and drivers	319
South Australia	65-74	52500	Managers	640
South Australia	65-74	52500	Professionals	606
South Australia	65-74	52500	Sales workers	254
South Australia	65-74	52500	Technicians and trades workers	412
South Australia	65-74	65625		67
South Australia	65-74	65625	Clerical and administrative workers	625
South Australia	65-74	65625	Community and personal service workers	236
South Australia	65-74	65625	Labourers	232
South Australia	65-74	65625	Machinery operators and drivers	269
South Australia	65-74	65625	Managers	646
South Australia	65-74	65625	Professionals	722
South Australia	65-74	65625	Sales workers	190
South Australia	65-74	65625	Technicians and trades workers	381
South Australia	65-74	78750		40
South Australia	65-74	78750	Clerical and administrative workers	356
South Australia	65-74	78750	Community and personal service workers	120
South Australia	65-74	78750	Labourers	97
South Australia	65-74	78750	Machinery operators and drivers	124
South Australia	65-74	78750	Managers	478
South Australia	65-74	78750	Professionals	619
South Australia	65-74	78750	Sales workers	101
South Australia	65-74	78750	Technicians and trades workers	239
South Australia	65-74	91875		30
South Australia	65-74	91875	Clerical and administrative workers	207
South Australia	65-74	91875	Community and personal service workers	62
South Australia	65-74	91875	Labourers	55
South Australia	65-74	91875	Machinery operators and drivers	89
South Australia	65-74	91875	Managers	389
South Australia	65-74	91875	Professionals	649
South Australia	65-74	91875	Sales workers	83
South Australia	65-74	91875	Technicians and trades workers	144
South Australia	65-74	105000		8
South Australia	65-74	105000	Clerical and administrative workers	107
South Australia	65-74	105000	Community and personal service workers	31
South Australia	65-74	105000	Labourers	23
South Australia	65-74	105000	Machinery operators and drivers	57
South Australia	65-74	105000	Managers	301
South Australia	65-74	105000	Professionals	612
South Australia	65-74	105000	Sales workers	51
South Australia	65-74	105000	Technicians and trades workers	83
South Australia	65-74	157500		21
South Australia	65-74	157500	Clerical and administrative workers	118
South Australia	65-74	157500	Community and personal service workers	48
South Australia	65-74	157500	Labourers	35
South Australia	65-74	157500	Machinery operators and drivers	38
South Australia	65-74	157500	Managers	530
South Australia	65-74	157500	Professionals	664
South Australia	65-74	157500	Sales workers	51
South Australia	65-74	157500	Technicians and trades workers	88
South Australia	65-74	Inf		42
South Australia	65-74	Inf	Clerical and administrative workers	96
South Australia	65-74	Inf	Community and personal service workers	12
South Australia	65-74	Inf	Labourers	30
South Australia	65-74	Inf	Machinery operators and drivers	21
South Australia	65-74	Inf	Managers	520
South Australia	65-74	Inf	Professionals	736
South Australia	65-74	Inf	Sales workers	59
South Australia	65-74	Inf	Technicians and trades workers	34
South Australia	75+			68
South Australia	75+		Clerical and administrative workers	8
South Australia	75+		Community and personal service workers	6
South Australia	75+		Labourers	19
South Australia	75+		Machinery operators and drivers	7
South Australia	75+		Managers	55
South Australia	75+		Professionals	5
South Australia	75+		Sales workers	13
South Australia	75+		Technicians and trades workers	7
South Australia	75+	0		14
South Australia	75+	0	Clerical and administrative workers	4
South Australia	75+	0	Labourers	9
South Australia	75+	0	Managers	31
South Australia	75+	0	Sales workers	3
South Australia	75+	0	Technicians and trades workers	3
South Australia	75+	7875		12
South Australia	75+	7875	Clerical and administrative workers	4
South Australia	75+	7875	Community and personal service workers	8
South Australia	75+	7875	Labourers	10
South Australia	75+	7875	Machinery operators and drivers	3
South Australia	75+	7875	Managers	31
South Australia	75+	7875	Professionals	16
South Australia	75+	7875	Sales workers	3
South Australia	75+	7875	Technicians and trades workers	7
South Australia	75+	15750		29
South Australia	75+	15750	Clerical and administrative workers	29
South Australia	75+	15750	Community and personal service workers	16
South Australia	75+	15750	Labourers	24
South Australia	75+	15750	Machinery operators and drivers	14
South Australia	75+	15750	Managers	66
South Australia	75+	15750	Professionals	25
South Australia	75+	15750	Sales workers	12
South Australia	75+	15750	Technicians and trades workers	21
South Australia	75+	21000		53
South Australia	75+	21000	Clerical and administrative workers	39
South Australia	75+	21000	Community and personal service workers	21
South Australia	75+	21000	Labourers	44
South Australia	75+	21000	Machinery operators and drivers	17
South Australia	75+	21000	Managers	86
South Australia	75+	21000	Professionals	35
South Australia	75+	21000	Sales workers	21
South Australia	75+	21000	Technicians and trades workers	45
South Australia	75+	26250		73
South Australia	75+	26250	Clerical and administrative workers	50
South Australia	75+	26250	Community and personal service workers	22
South Australia	75+	26250	Labourers	69
South Australia	75+	26250	Machinery operators and drivers	31
South Australia	75+	26250	Managers	137
South Australia	75+	26250	Professionals	67
South Australia	75+	26250	Sales workers	35
South Australia	75+	26250	Technicians and trades workers	30
South Australia	75+	34125		41
South Australia	75+	34125	Clerical and administrative workers	56
South Australia	75+	34125	Community and personal service workers	38
South Australia	75+	34125	Labourers	59
South Australia	75+	34125	Machinery operators and drivers	24
South Australia	75+	34125	Managers	151
South Australia	75+	34125	Professionals	86
South Australia	75+	34125	Sales workers	47
South Australia	75+	34125	Technicians and trades workers	52
South Australia	75+	42000		19
South Australia	75+	42000	Clerical and administrative workers	70
South Australia	75+	42000	Community and personal service workers	18
South Australia	75+	42000	Labourers	45
South Australia	75+	42000	Machinery operators and drivers	20
South Australia	75+	42000	Managers	146
South Australia	75+	42000	Professionals	77
South Australia	75+	42000	Sales workers	35
South Australia	75+	42000	Technicians and trades workers	39
South Australia	75+	52500		20
South Australia	75+	52500	Clerical and administrative workers	40
South Australia	75+	52500	Community and personal service workers	16
South Australia	75+	52500	Labourers	42
South Australia	75+	52500	Machinery operators and drivers	21
South Australia	75+	52500	Managers	146
South Australia	75+	52500	Professionals	55
South Australia	75+	52500	Sales workers	29
South Australia	75+	52500	Technicians and trades workers	45
South Australia	75+	65625		34
South Australia	75+	65625	Clerical and administrative workers	35
South Australia	75+	65625	Community and personal service workers	15
South Australia	75+	65625	Labourers	14
South Australia	75+	65625	Machinery operators and drivers	13
South Australia	75+	65625	Managers	123
South Australia	75+	65625	Professionals	79
South Australia	75+	65625	Sales workers	23
South Australia	75+	65625	Technicians and trades workers	35
South Australia	75+	78750		12
South Australia	75+	78750	Clerical and administrative workers	18
South Australia	75+	78750	Labourers	3
South Australia	75+	78750	Machinery operators and drivers	3
South Australia	75+	78750	Managers	78
South Australia	75+	78750	Professionals	49
South Australia	75+	78750	Sales workers	17
South Australia	75+	78750	Technicians and trades workers	21
South Australia	75+	91875		6
South Australia	75+	91875	Clerical and administrative workers	13
South Australia	75+	91875	Community and personal service workers	3
South Australia	75+	91875	Labourers	9
South Australia	75+	91875	Machinery operators and drivers	5
South Australia	75+	91875	Managers	72
South Australia	75+	91875	Professionals	58
South Australia	75+	91875	Sales workers	17
South Australia	75+	91875	Technicians and trades workers	8
South Australia	75+	105000		9
South Australia	75+	105000	Clerical and administrative workers	9
South Australia	75+	105000	Machinery operators and drivers	3
South Australia	75+	105000	Managers	36
South Australia	75+	105000	Professionals	43
South Australia	75+	105000	Technicians and trades workers	4
South Australia	75+	157500		13
South Australia	75+	157500	Clerical and administrative workers	12
South Australia	75+	157500	Community and personal service workers	4
South Australia	75+	157500	Labourers	7
South Australia	75+	157500	Machinery operators and drivers	4
South Australia	75+	157500	Managers	77
South Australia	75+	157500	Professionals	51
South Australia	75+	157500	Sales workers	10
South Australia	75+	157500	Technicians and trades workers	6
South Australia	75+	Inf		28
South Australia	75+	Inf	Clerical and administrative workers	12
South Australia	75+	Inf	Community and personal service workers	7
South Australia	75+	Inf	Labourers	5
South Australia	75+	Inf	Machinery operators and drivers	8
South Australia	75+	Inf	Managers	106
South Australia	75+	Inf	Professionals	78
South Australia	75+	Inf	Sales workers	16
South Australia	75+	Inf	Technicians and trades workers	6
Western Australia	15-19			132
Western Australia	15-19		Clerical and administrative workers	47
Western Australia	15-19		Community and personal service workers	158
Western Australia	15-19		Labourers	232
Western Australia	15-19		Machinery operators and drivers	25
Western Australia	15-19		Managers	13
Western Australia	15-19		Professionals	20
Western Australia	15-19		Sales workers	370
Western Australia	15-19		Technicians and trades workers	159
Western Australia	15-19	0		88
Western Australia	15-19	0	Clerical and administrative workers	64
Western Australia	15-19	0	Community and personal service workers	232
Western Australia	15-19	0	Labourers	333
Western Australia	15-19	0	Machinery operators and drivers	26
Western Australia	15-19	0	Managers	30
Western Australia	15-19	0	Professionals	23
Western Australia	15-19	0	Sales workers	458
Western Australia	15-19	0	Technicians and trades workers	73
Western Australia	15-19	7875		279
Western Australia	15-19	7875	Clerical and administrative workers	546
Western Australia	15-19	7875	Community and personal service workers	4393
Western Australia	15-19	7875	Labourers	5811
Western Australia	15-19	7875	Machinery operators and drivers	424
Western Australia	15-19	7875	Managers	158
Western Australia	15-19	7875	Professionals	509
Western Australia	15-19	7875	Sales workers	11990
Western Australia	15-19	7875	Technicians and trades workers	471
Western Australia	15-19	15750		104
Western Australia	15-19	15750	Clerical and administrative workers	427
Western Australia	15-19	15750	Community and personal service workers	2018
Western Australia	15-19	15750	Labourers	2189
Western Australia	15-19	15750	Machinery operators and drivers	315
Western Australia	15-19	15750	Managers	121
Western Australia	15-19	15750	Professionals	253
Western Australia	15-19	15750	Sales workers	4685
Western Australia	15-19	15750	Technicians and trades workers	453
Western Australia	15-19	21000		55
Western Australia	15-19	21000	Clerical and administrative workers	267
Western Australia	15-19	21000	Community and personal service workers	974
Western Australia	15-19	21000	Labourers	997
Western Australia	15-19	21000	Machinery operators and drivers	124
Western Australia	15-19	21000	Managers	78
Western Australia	15-19	21000	Professionals	93
Western Australia	15-19	21000	Sales workers	1709
Western Australia	15-19	21000	Technicians and trades workers	1089
Western Australia	15-19	26250		42
Western Australia	15-19	26250	Clerical and administrative workers	289
Western Australia	15-19	26250	Community and personal service workers	681
Western Australia	15-19	26250	Labourers	666
Western Australia	15-19	26250	Machinery operators and drivers	99
Western Australia	15-19	26250	Managers	77
Western Australia	15-19	26250	Professionals	71
Western Australia	15-19	26250	Sales workers	1064
Western Australia	15-19	26250	Technicians and trades workers	1929
Western Australia	15-19	34125		48
Western Australia	15-19	34125	Clerical and administrative workers	461
Western Australia	15-19	34125	Community and personal service workers	649
Western Australia	15-19	34125	Labourers	680
Western Australia	15-19	34125	Machinery operators and drivers	160
Western Australia	15-19	34125	Managers	99
Western Australia	15-19	34125	Professionals	83
Western Australia	15-19	34125	Sales workers	819
Western Australia	15-19	34125	Technicians and trades workers	1736
Western Australia	15-19	42000		54
Western Australia	15-19	42000	Clerical and administrative workers	342
Western Australia	15-19	42000	Community and personal service workers	423
Western Australia	15-19	42000	Labourers	499
Western Australia	15-19	42000	Machinery operators and drivers	150
Western Australia	15-19	42000	Managers	102
Western Australia	15-19	42000	Professionals	50
Western Australia	15-19	42000	Sales workers	326
Western Australia	15-19	42000	Technicians and trades workers	794
Western Australia	15-19	52500		31
Western Australia	15-19	52500	Clerical and administrative workers	188
Western Australia	15-19	52500	Community and personal service workers	199
Western Australia	15-19	52500	Labourers	333
Western Australia	15-19	52500	Machinery operators and drivers	111
Western Australia	15-19	52500	Managers	66
Western Australia	15-19	52500	Professionals	40
Western Australia	15-19	52500	Sales workers	126
Western Australia	15-19	52500	Technicians and trades workers	381
Western Australia	15-19	65625		14
Western Australia	15-19	65625	Clerical and administrative workers	86
Western Australia	15-19	65625	Community and personal service workers	89
Western Australia	15-19	65625	Labourers	166
Western Australia	15-19	65625	Machinery operators and drivers	66
Western Australia	15-19	65625	Managers	40
Western Australia	15-19	65625	Professionals	22
Western Australia	15-19	65625	Sales workers	48
Western Australia	15-19	65625	Technicians and trades workers	185
Western Australia	15-19	78750		6
Western Australia	15-19	78750	Clerical and administrative workers	21
Western Australia	15-19	78750	Community and personal service workers	37
Western Australia	15-19	78750	Labourers	42
Western Australia	15-19	78750	Machinery operators and drivers	16
Western Australia	15-19	78750	Managers	7
Western Australia	15-19	78750	Professionals	12
Western Australia	15-19	78750	Sales workers	18
Western Australia	15-19	78750	Technicians and trades workers	61
Western Australia	15-19	91875		6
Western Australia	15-19	91875	Clerical and administrative workers	8
Western Australia	15-19	91875	Community and personal service workers	13
Western Australia	15-19	91875	Labourers	23
Western Australia	15-19	91875	Machinery operators and drivers	11
Western Australia	15-19	91875	Managers	4
Western Australia	15-19	91875	Professionals	11
Western Australia	15-19	91875	Sales workers	5
Western Australia	15-19	91875	Technicians and trades workers	28
Western Australia	15-19	105000	Clerical and administrative workers	5
Western Australia	15-19	105000	Community and personal service workers	3
Western Australia	15-19	105000	Labourers	15
Western Australia	15-19	105000	Machinery operators and drivers	9
Western Australia	15-19	105000	Professionals	10
Western Australia	15-19	105000	Sales workers	7
Western Australia	15-19	105000	Technicians and trades workers	15
Western Australia	15-19	157500	Community and personal service workers	9
Western Australia	15-19	157500	Labourers	14
Western Australia	15-19	157500	Machinery operators and drivers	13
Western Australia	15-19	157500	Managers	4
Western Australia	15-19	157500	Technicians and trades workers	21
Western Australia	15-19	Inf		10
Western Australia	15-19	Inf	Clerical and administrative workers	9
Western Australia	15-19	Inf	Community and personal service workers	11
Western Australia	15-19	Inf	Labourers	13
Western Australia	15-19	Inf	Machinery operators and drivers	5
Western Australia	15-19	Inf	Managers	10
Western Australia	15-19	Inf	Professionals	3
Western Australia	15-19	Inf	Sales workers	19
Western Australia	15-19	Inf	Technicians and trades workers	17
Western Australia	20-24			270
Western Australia	20-24		Clerical and administrative workers	143
Western Australia	20-24		Community and personal service workers	248
Western Australia	20-24		Labourers	205
Western Australia	20-24		Machinery operators and drivers	78
Western Australia	20-24		Managers	62
Western Australia	20-24		Professionals	136
Western Australia	20-24		Sales workers	262
Western Australia	20-24		Technicians and trades workers	343
Western Australia	20-24	0		44
Western Australia	20-24	0	Clerical and administrative workers	50
Western Australia	20-24	0	Community and personal service workers	93
Western Australia	20-24	0	Labourers	127
Western Australia	20-24	0	Machinery operators and drivers	34
Western Australia	20-24	0	Managers	32
Western Australia	20-24	0	Professionals	49
Western Australia	20-24	0	Sales workers	107
Western Australia	20-24	0	Technicians and trades workers	73
Western Australia	20-24	7875		81
Western Australia	20-24	7875	Clerical and administrative workers	353
Western Australia	20-24	7875	Community and personal service workers	1267
Western Australia	20-24	7875	Labourers	815
Western Australia	20-24	7875	Machinery operators and drivers	151
Western Australia	20-24	7875	Managers	90
Western Australia	20-24	7875	Professionals	443
Western Australia	20-24	7875	Sales workers	1346
Western Australia	20-24	7875	Technicians and trades workers	217
Western Australia	20-24	15750		122
Western Australia	20-24	15750	Clerical and administrative workers	663
Western Australia	20-24	15750	Community and personal service workers	2543
Western Australia	20-24	15750	Labourers	1643
Western Australia	20-24	15750	Machinery operators and drivers	329
Western Australia	20-24	15750	Managers	173
Western Australia	20-24	15750	Professionals	614
Western Australia	20-24	15750	Sales workers	3104
Western Australia	20-24	15750	Technicians and trades workers	476
Western Australia	20-24	21000		111
Western Australia	20-24	21000	Clerical and administrative workers	597
Western Australia	20-24	21000	Community and personal service workers	2296
Western Australia	20-24	21000	Labourers	1703
Western Australia	20-24	21000	Machinery operators and drivers	316
Western Australia	20-24	21000	Managers	195
Western Australia	20-24	21000	Professionals	495
Western Australia	20-24	21000	Sales workers	2695
Western Australia	20-24	21000	Technicians and trades workers	676
Western Australia	20-24	26250		95
Western Australia	20-24	26250	Clerical and administrative workers	674
Western Australia	20-24	26250	Community and personal service workers	2264
Western Australia	20-24	26250	Labourers	1523
Western Australia	20-24	26250	Machinery operators and drivers	320
Western Australia	20-24	26250	Managers	215
Western Australia	20-24	26250	Professionals	457
Western Australia	20-24	26250	Sales workers	2439
Western Australia	20-24	26250	Technicians and trades workers	1289
Western Australia	20-24	34125		172
Western Australia	20-24	34125	Clerical and administrative workers	1225
Western Australia	20-24	34125	Community and personal service workers	2771
Western Australia	20-24	34125	Labourers	1834
Western Australia	20-24	34125	Machinery operators and drivers	495
Western Australia	20-24	34125	Managers	416
Western Australia	20-24	34125	Professionals	674
Western Australia	20-24	34125	Sales workers	2590
Western Australia	20-24	34125	Technicians and trades workers	2747
Western Australia	20-24	42000		195
Western Australia	20-24	42000	Clerical and administrative workers	2120
Western Australia	20-24	42000	Community and personal service workers	2603
Western Australia	20-24	42000	Labourers	1993
Western Australia	20-24	42000	Machinery operators and drivers	957
Western Australia	20-24	42000	Managers	792
Western Australia	20-24	42000	Professionals	980
Western Australia	20-24	42000	Sales workers	2442
Western Australia	20-24	42000	Technicians and trades workers	3398
Western Australia	20-24	52500		181
Western Australia	20-24	52500	Clerical and administrative workers	2574
Western Australia	20-24	52500	Community and personal service workers	1842
Western Australia	20-24	52500	Labourers	1760
Western Australia	20-24	52500	Machinery operators and drivers	1018
Western Australia	20-24	52500	Managers	1194
Western Australia	20-24	52500	Professionals	1638
Western Australia	20-24	52500	Sales workers	1512
Western Australia	20-24	52500	Technicians and trades workers	3674
Western Australia	20-24	65625		151
Western Australia	20-24	65625	Clerical and administrative workers	1865
Western Australia	20-24	65625	Community and personal service workers	1081
Western Australia	20-24	65625	Labourers	1063
Western Australia	20-24	65625	Machinery operators and drivers	714
Western Australia	20-24	65625	Managers	868
Western Australia	20-24	65625	Professionals	2720
Western Australia	20-24	65625	Sales workers	675
Western Australia	20-24	65625	Technicians and trades workers	3230
Western Australia	20-24	78750		70
Western Australia	20-24	78750	Clerical and administrative workers	665
Western Australia	20-24	78750	Community and personal service workers	473
Western Australia	20-24	78750	Labourers	451
Western Australia	20-24	78750	Machinery operators and drivers	371
Western Australia	20-24	78750	Managers	335
Western Australia	20-24	78750	Professionals	2290
Western Australia	20-24	78750	Sales workers	221
Western Australia	20-24	78750	Technicians and trades workers	1732
Western Australia	20-24	91875		49
Western Australia	20-24	91875	Clerical and administrative workers	236
