SA3_NAME16	Age	ModeTravelToWork	NumberModes	Sex	workers
Surfers Paradise	35-44	Walked only	1	M	113
Surfers Paradise	35-44	Worked at home		F	181
Surfers Paradise	35-44	Worked at home		M	107
Surfers Paradise	45-54	Bicycle	1	F	22
Surfers Paradise	45-54	Bicycle	1	M	48
Surfers Paradise	45-54	Bus	1	F	21
Surfers Paradise	45-54	Bus	1	M	17
Surfers Paradise	45-54	Bus and car as driver	2	M	3
Surfers Paradise	45-54	Bus and tram includes light rail	2	F	21
Surfers Paradise	45-54	Bus and tram includes light rail	2	M	6
Surfers Paradise	45-54	Bus and two other methods excludes train	3	M	4
Surfers Paradise	45-54	Car as driver	1	F	1962
Surfers Paradise	45-54	Car as driver	1	M	1621
Surfers Paradise	45-54	Car as passenger	1	F	117
Surfers Paradise	45-54	Car as passenger	1	M	33
Surfers Paradise	45-54	Did not go to work		F	217
Surfers Paradise	45-54	Did not go to work		M	143
Surfers Paradise	45-54	Method of travel not stated		F	24
Surfers Paradise	45-54	Method of travel not stated		M	19
Surfers Paradise	45-54	Motorbike scooter	1	F	14
Surfers Paradise	45-54	Motorbike scooter	1	M	55
Surfers Paradise	45-54	(Other)	1	F	32
Surfers Paradise	45-54	(Other)	1	M	23
Surfers Paradise	45-54	Other two methods	2	F	12
Surfers Paradise	45-54	Other two methods	2	M	11
Surfers Paradise	45-54	Taxi	1	F	5
Surfers Paradise	45-54	Taxi	1	M	5
Surfers Paradise	45-54	Train	1	F	12
Surfers Paradise	45-54	Train	1	M	14
Surfers Paradise	45-54	Train and bus	2	F	5
Surfers Paradise	45-54	Train and bus	2	M	5
Surfers Paradise	45-54	Train and car as driver	2	M	3
Surfers Paradise	45-54	Train and two other methods	3	F	3
Surfers Paradise	45-54	Tram includes light rail	1	F	18
Surfers Paradise	45-54	Tram includes light rail	1	M	14
Surfers Paradise	45-54	Truck	1	M	13
Surfers Paradise	45-54	Walked only	1	F	109
Surfers Paradise	45-54	Walked only	1	M	89
Surfers Paradise	45-54	Worked at home		F	184
Surfers Paradise	45-54	Worked at home		M	134
Surfers Paradise	55-64	Bicycle	1	F	5
Surfers Paradise	55-64	Bicycle	1	M	37
Surfers Paradise	55-64	Bus	1	F	19
Surfers Paradise	55-64	Bus	1	M	8
Surfers Paradise	55-64	Bus and car as driver	2	F	3
Surfers Paradise	55-64	Bus and tram includes light rail	2	F	18
Surfers Paradise	55-64	Bus and tram includes light rail	2	M	4
Surfers Paradise	55-64	Car as driver	1	F	1274
Surfers Paradise	55-64	Car as driver	1	M	1102
Surfers Paradise	55-64	Car as passenger	1	F	96
Surfers Paradise	55-64	Car as passenger	1	M	20
Surfers Paradise	55-64	Did not go to work		F	197
Surfers Paradise	55-64	Did not go to work		M	99
Surfers Paradise	55-64	Method of travel not stated		F	21
Surfers Paradise	55-64	Method of travel not stated		M	14
Surfers Paradise	55-64	Motorbike scooter	1	M	28
Surfers Paradise	55-64	(Other)	1	F	17
Surfers Paradise	55-64	(Other)	1	M	19
Surfers Paradise	55-64	Other three methods	3	F	3
Surfers Paradise	55-64	Other two methods	2	F	11
Surfers Paradise	55-64	Other two methods	2	M	7
Surfers Paradise	55-64	Taxi	1	M	3
Surfers Paradise	55-64	Train	1	F	3
Surfers Paradise	55-64	Train	1	M	3
Surfers Paradise	55-64	Train and bus	2	F	3
Surfers Paradise	55-64	Train and car as driver	2	F	3
Surfers Paradise	55-64	Tram includes light rail	1	F	16
Surfers Paradise	55-64	Tram includes light rail	1	M	18
Surfers Paradise	55-64	Truck	1	M	10
Surfers Paradise	55-64	Walked only	1	F	85
Surfers Paradise	55-64	Walked only	1	M	75
Surfers Paradise	55-64	Worked at home		F	167
Surfers Paradise	55-64	Worked at home		M	167
Surfers Paradise	65-74	Bicycle	1	M	4
Surfers Paradise	65-74	Bus	1	F	4
Surfers Paradise	65-74	Bus	1	M	3
Surfers Paradise	65-74	Bus and tram includes light rail	2	F	6
Surfers Paradise	65-74	Bus and tram includes light rail	2	M	6
Surfers Paradise	65-74	Car as driver	1	F	297
Surfers Paradise	65-74	Car as driver	1	M	338
Surfers Paradise	65-74	Car as passenger	1	F	24
Surfers Paradise	65-74	Car as passenger	1	M	5
Surfers Paradise	65-74	Did not go to work		F	66
Surfers Paradise	65-74	Did not go to work		M	37
Surfers Paradise	65-74	Method of travel not stated		F	11
Surfers Paradise	65-74	Method of travel not stated		M	9
Surfers Paradise	65-74	Motorbike scooter	1	M	3
Surfers Paradise	65-74	(Other)	1	F	8
Surfers Paradise	65-74	(Other)	1	M	10
Surfers Paradise	65-74	Other two methods	2	F	4
Surfers Paradise	65-74	Other two methods	2	M	3
Surfers Paradise	65-74	Tram includes light rail	1	M	3
Surfers Paradise	65-74	Truck	1	M	8
Surfers Paradise	65-74	Walked only	1	F	19
Surfers Paradise	65-74	Walked only	1	M	21
Surfers Paradise	65-74	Worked at home		F	90
Surfers Paradise	65-74	Worked at home		M	131
Surfers Paradise	75+	Car as driver	1	F	16
Surfers Paradise	75+	Car as driver	1	M	50
Surfers Paradise	75+	Car as passenger	1	F	7
Surfers Paradise	75+	Did not go to work		F	5
Surfers Paradise	75+	Did not go to work		M	14
Surfers Paradise	75+	(Other)	1	M	4
Surfers Paradise	75+	Walked only	1	F	3
Surfers Paradise	75+	Walked only	1	M	3
Surfers Paradise	75+	Worked at home		F	15
Surfers Paradise	75+	Worked at home		M	26
Forest Lake - Oxley	15-24	Bicycle	1	F	3
Forest Lake - Oxley	15-24	Bicycle	1	M	27
Forest Lake - Oxley	15-24	Bus	1	F	38
Forest Lake - Oxley	15-24	Bus	1	M	24
Forest Lake - Oxley	15-24	Bus and car as passenger	2	F	6
Forest Lake - Oxley	15-24	Bus and car as passenger	2	M	3
Forest Lake - Oxley	15-24	Bus and two other methods excludes train	3	F	3
Forest Lake - Oxley	15-24	Car as driver	1	F	979
Forest Lake - Oxley	15-24	Car as driver	1	M	1648
Forest Lake - Oxley	15-24	Car as passenger	1	F	312
Forest Lake - Oxley	15-24	Car as passenger	1	M	394
Forest Lake - Oxley	15-24	Did not go to work		F	266
Forest Lake - Oxley	15-24	Did not go to work		M	235
Forest Lake - Oxley	15-24	Method of travel not stated		F	17
Forest Lake - Oxley	15-24	Method of travel not stated		M	32
Forest Lake - Oxley	15-24	Motorbike scooter	1	M	35
Forest Lake - Oxley	15-24	(Other)	1	F	4
Forest Lake - Oxley	15-24	(Other)	1	M	4
Forest Lake - Oxley	15-24	Other two methods	2	F	12
Forest Lake - Oxley	15-24	Other two methods	2	M	32
Forest Lake - Oxley	15-24	Taxi	1	F	8
Forest Lake - Oxley	15-24	Taxi	1	M	4
Forest Lake - Oxley	15-24	Train	1	F	21
Forest Lake - Oxley	15-24	Train	1	M	50
Forest Lake - Oxley	15-24	Train and bus	2	F	13
Forest Lake - Oxley	15-24	Train and bus	2	M	10
Forest Lake - Oxley	15-24	Train and car as driver	2	F	3
Forest Lake - Oxley	15-24	Train and car as driver	2	M	3
Forest Lake - Oxley	15-24	Train and car as passenger	2	M	10
Forest Lake - Oxley	15-24	Train and two other methods	3	F	6
Forest Lake - Oxley	15-24	Train and two other methods	3	M	8
Forest Lake - Oxley	15-24	Truck	1	M	16
Forest Lake - Oxley	15-24	Walked only	1	F	46
Forest Lake - Oxley	15-24	Walked only	1	M	57
Forest Lake - Oxley	15-24	Worked at home		F	23
Forest Lake - Oxley	15-24	Worked at home		M	10
Forest Lake - Oxley	25-34	Bicycle	1	F	3
Forest Lake - Oxley	25-34	Bicycle	1	M	27
Forest Lake - Oxley	25-34	Bus	1	F	22
Forest Lake - Oxley	25-34	Bus	1	M	26
Forest Lake - Oxley	25-34	Bus and car as driver	2	M	3
Forest Lake - Oxley	25-34	Car as driver	1	F	2097
Forest Lake - Oxley	25-34	Car as driver	1	M	3780
Forest Lake - Oxley	25-34	Car as passenger	1	F	161
Forest Lake - Oxley	25-34	Car as passenger	1	M	185
Forest Lake - Oxley	25-34	Did not go to work		F	340
Forest Lake - Oxley	25-34	Did not go to work		M	256
Forest Lake - Oxley	25-34	Method of travel not stated		F	21
Forest Lake - Oxley	25-34	Method of travel not stated		M	35
Forest Lake - Oxley	25-34	Motorbike scooter	1	M	59
Forest Lake - Oxley	25-34	(Other)	1	F	7
Forest Lake - Oxley	25-34	(Other)	1	M	28
Forest Lake - Oxley	25-34	Other two methods	2	F	15
Forest Lake - Oxley	25-34	Other two methods	2	M	38
Forest Lake - Oxley	25-34	Taxi	1	F	4
Forest Lake - Oxley	25-34	Taxi	1	M	3
Forest Lake - Oxley	25-34	Train	1	F	22
Forest Lake - Oxley	25-34	Train	1	M	64
Forest Lake - Oxley	25-34	Train and bus	2	F	19
Forest Lake - Oxley	25-34	Train and bus	2	M	19
Forest Lake - Oxley	25-34	Train and car as driver	2	F	3
Forest Lake - Oxley	25-34	Train and car as driver	2	M	3
Forest Lake - Oxley	25-34	Train and other	2	M	4
Forest Lake - Oxley	25-34	Train and two other methods	3	F	5
Forest Lake - Oxley	25-34	Train and two other methods	3	M	5
Forest Lake - Oxley	25-34	Truck	1	M	66
Forest Lake - Oxley	25-34	Walked only	1	F	37
Forest Lake - Oxley	25-34	Walked only	1	M	37
Forest Lake - Oxley	25-34	Worked at home		F	84
Forest Lake - Oxley	25-34	Worked at home		M	49
Forest Lake - Oxley	35-44	Bicycle	1	F	4
Forest Lake - Oxley	35-44	Bicycle	1	M	27
Forest Lake - Oxley	35-44	Bus	1	F	15
Forest Lake - Oxley	35-44	Bus	1	M	18
Forest Lake - Oxley	35-44	Bus and car as driver	2	F	3
Forest Lake - Oxley	35-44	Bus and other	2	F	4
Forest Lake - Oxley	35-44	Car as driver	1	F	2272
Forest Lake - Oxley	35-44	Car as driver	1	M	4047
Forest Lake - Oxley	35-44	Car as passenger	1	F	113
Forest Lake - Oxley	35-44	Car as passenger	1	M	114
Forest Lake - Oxley	35-44	Did not go to work		F	255
Forest Lake - Oxley	35-44	Did not go to work		M	220
Forest Lake - Oxley	35-44	Method of travel not stated		F	20
Forest Lake - Oxley	35-44	Method of travel not stated		M	31
Forest Lake - Oxley	35-44	Motorbike scooter	1	M	70
Forest Lake - Oxley	35-44	(Other)	1	F	8
Forest Lake - Oxley	35-44	(Other)	1	M	24
Forest Lake - Oxley	35-44	Other three methods	3	M	6
Forest Lake - Oxley	35-44	Other two methods	2	F	10
Forest Lake - Oxley	35-44	Other two methods	2	M	38
Forest Lake - Oxley	35-44	Taxi	1	F	3
Forest Lake - Oxley	35-44	Taxi	1	M	5
Forest Lake - Oxley	35-44	Train	1	F	8
Forest Lake - Oxley	35-44	Train	1	M	27
Forest Lake - Oxley	35-44	Train and bus	2	F	6
Forest Lake - Oxley	35-44	Train and bus	2	M	9
Forest Lake - Oxley	35-44	Train and car as driver	2	M	4
Forest Lake - Oxley	35-44	Train and car as passenger	2	M	3
Forest Lake - Oxley	35-44	Train and other	2	M	3
Forest Lake - Oxley	35-44	Train and two other methods	3	F	3
Forest Lake - Oxley	35-44	Train and two other methods	3	M	4
Forest Lake - Oxley	35-44	Truck	1	F	4
Forest Lake - Oxley	35-44	Truck	1	M	68
Forest Lake - Oxley	35-44	Walked only	1	F	38
Forest Lake - Oxley	35-44	Walked only	1	M	32
Forest Lake - Oxley	35-44	Worked at home		F	174
Forest Lake - Oxley	35-44	Worked at home		M	78
Forest Lake - Oxley	45-54	Bicycle	1	F	8
Forest Lake - Oxley	45-54	Bicycle	1	M	37
Forest Lake - Oxley	45-54	Bus	1	F	13
Forest Lake - Oxley	45-54	Bus	1	M	4
Forest Lake - Oxley	45-54	Car as driver	1	F	2320
Forest Lake - Oxley	45-54	Car as driver	1	M	3967
Forest Lake - Oxley	45-54	Car as passenger	1	F	192
Forest Lake - Oxley	45-54	Car as passenger	1	M	70
Forest Lake - Oxley	45-54	Did not go to work		F	234
Forest Lake - Oxley	45-54	Did not go to work		M	262
Forest Lake - Oxley	45-54	Method of travel not stated		F	25
Forest Lake - Oxley	45-54	Method of travel not stated		M	31
Forest Lake - Oxley	45-54	Motorbike scooter	1	F	3
Forest Lake - Oxley	45-54	Motorbike scooter	1	M	92
Forest Lake - Oxley	45-54	(Other)	1	F	7
Forest Lake - Oxley	45-54	(Other)	1	M	20
Forest Lake - Oxley	45-54	Other three methods	3	M	3
Forest Lake - Oxley	45-54	Other two methods	2	F	20
Forest Lake - Oxley	45-54	Other two methods	2	M	39
Forest Lake - Oxley	45-54	Taxi	1	M	7
Forest Lake - Oxley	45-54	Train	1	F	20
Forest Lake - Oxley	45-54	Train	1	M	19
Forest Lake - Oxley	45-54	Train and bus	2	F	9
Forest Lake - Oxley	45-54	Train and bus	2	M	10
Forest Lake - Oxley	45-54	Train and car as driver	2	M	3
Forest Lake - Oxley	45-54	Train and car as passenger	2	F	3
Forest Lake - Oxley	45-54	Train and other	2	M	3
Forest Lake - Oxley	45-54	Truck	1	F	4
Forest Lake - Oxley	45-54	Truck	1	M	94
Forest Lake - Oxley	45-54	Walked only	1	F	37
Forest Lake - Oxley	45-54	Walked only	1	M	24
Forest Lake - Oxley	45-54	Worked at home		F	176
Forest Lake - Oxley	45-54	Worked at home		M	79
Forest Lake - Oxley	55-64	Bicycle	1	F	3
Forest Lake - Oxley	55-64	Bicycle	1	M	19
Forest Lake - Oxley	55-64	Bus	1	F	9
Forest Lake - Oxley	55-64	Bus	1	M	9
Forest Lake - Oxley	55-64	Car as driver	1	F	1316
Forest Lake - Oxley	55-64	Car as driver	1	M	2332
Forest Lake - Oxley	55-64	Car as passenger	1	F	125
Forest Lake - Oxley	55-64	Car as passenger	1	M	53
Forest Lake - Oxley	55-64	Did not go to work		F	166
Forest Lake - Oxley	55-64	Did not go to work		M	233
Forest Lake - Oxley	55-64	Method of travel not stated		F	15
Forest Lake - Oxley	55-64	Method of travel not stated		M	16
Forest Lake - Oxley	55-64	Motorbike scooter	1	M	56
Forest Lake - Oxley	55-64	(Other)	1	F	13
Forest Lake - Oxley	55-64	(Other)	1	M	23
Forest Lake - Oxley	55-64	Other three methods	3	M	3
Forest Lake - Oxley	55-64	Other two methods	2	F	8
Forest Lake - Oxley	55-64	Other two methods	2	M	25
Forest Lake - Oxley	55-64	Taxi	1	F	4
Forest Lake - Oxley	55-64	Train	1	F	5
Forest Lake - Oxley	55-64	Train	1	M	8
Forest Lake - Oxley	55-64	Train and bus	2	F	3
Forest Lake - Oxley	55-64	Train and bus	2	M	8
Forest Lake - Oxley	55-64	Train and car as driver	2	F	3
Forest Lake - Oxley	55-64	Train and car as driver	2	M	7
Forest Lake - Oxley	55-64	Train and car as passenger	2	M	3
Forest Lake - Oxley	55-64	Train and other	2	M	3
Forest Lake - Oxley	55-64	Truck	1	M	64
Forest Lake - Oxley	55-64	Walked only	1	F	23
Forest Lake - Oxley	55-64	Walked only	1	M	11
Forest Lake - Oxley	55-64	Worked at home		F	97
Forest Lake - Oxley	55-64	Worked at home		M	92
Forest Lake - Oxley	65-74	Car as driver	1	F	181
Forest Lake - Oxley	65-74	Car as driver	1	M	501
Forest Lake - Oxley	65-74	Car as passenger	1	F	20
Forest Lake - Oxley	65-74	Car as passenger	1	M	9
Forest Lake - Oxley	65-74	Did not go to work		F	48
Forest Lake - Oxley	65-74	Did not go to work		M	64
Forest Lake - Oxley	65-74	Method of travel not stated		F	4
Forest Lake - Oxley	65-74	Method of travel not stated		M	11
Forest Lake - Oxley	65-74	Motorbike scooter	1	M	3
Forest Lake - Oxley	65-74	Other two methods	2	M	3
Forest Lake - Oxley	65-74	Train	1	F	5
Forest Lake - Oxley	65-74	Train	1	M	3
Forest Lake - Oxley	65-74	Truck	1	M	18
Forest Lake - Oxley	65-74	Walked only	1	F	6
Forest Lake - Oxley	65-74	Walked only	1	M	6
Forest Lake - Oxley	65-74	Worked at home		F	26
Forest Lake - Oxley	65-74	Worked at home		M	32
Forest Lake - Oxley	75+	Car as driver	1	F	9
Forest Lake - Oxley	75+	Car as driver	1	M	17
Forest Lake - Oxley	75+	Did not go to work		M	6
Forest Lake - Oxley	75+	Method of travel not stated		F	3
Forest Lake - Oxley	75+	Method of travel not stated		M	4
Forest Lake - Oxley	75+	(Other)	1	F	3
Forest Lake - Oxley	75+	(Other)	1	M	4
Forest Lake - Oxley	75+	Worked at home		F	3
Forest Lake - Oxley	75+	Worked at home		M	11
Ipswich Hinterland	15-24	Bicycle	1	F	3
Ipswich Hinterland	15-24	Bicycle	1	M	10
Ipswich Hinterland	15-24	Bus	1	F	12
Ipswich Hinterland	15-24	Bus	1	M	10
Ipswich Hinterland	15-24	Bus and car as passenger	2	F	3
Ipswich Hinterland	15-24	Bus and other	2	F	3
Ipswich Hinterland	15-24	Car as driver	1	F	701
Ipswich Hinterland	15-24	Car as driver	1	M	807
Ipswich Hinterland	15-24	Car as passenger	1	F	227
Ipswich Hinterland	15-24	Car as passenger	1	M	214
Ipswich Hinterland	15-24	Did not go to work		F	222
Ipswich Hinterland	15-24	Did not go to work		M	149
Ipswich Hinterland	15-24	Method of travel not stated		F	25
Ipswich Hinterland	15-24	Method of travel not stated		M	14
Ipswich Hinterland	15-24	Motorbike scooter	1	M	16
Ipswich Hinterland	15-24	(Other)	1	F	4
Ipswich Hinterland	15-24	(Other)	1	M	13
Ipswich Hinterland	15-24	Other three methods	3	M	3
Ipswich Hinterland	15-24	Other two methods	2	F	10
Ipswich Hinterland	15-24	Other two methods	2	M	10
Ipswich Hinterland	15-24	Train	1	F	3
Ipswich Hinterland	15-24	Train and car as driver	2	F	4
Ipswich Hinterland	15-24	Train and car as passenger	2	F	5
Ipswich Hinterland	15-24	Train and two other methods	3	M	3
Ipswich Hinterland	15-24	Truck	1	M	13
Ipswich Hinterland	15-24	Walked only	1	F	67
Ipswich Hinterland	15-24	Walked only	1	M	64
Ipswich Hinterland	15-24	Worked at home		F	33
Ipswich Hinterland	15-24	Worked at home		M	18
Ipswich Hinterland	25-34	Bicycle	1	M	17
Ipswich Hinterland	25-34	Bus	1	F	3
Ipswich Hinterland	25-34	Bus	1	M	11
Ipswich Hinterland	25-34	Bus and other	2	F	3
Ipswich Hinterland	25-34	Car as driver	1	F	991
Ipswich Hinterland	25-34	Car as driver	1	M	1661
Ipswich Hinterland	25-34	Car as passenger	1	F	108
Ipswich Hinterland	25-34	Car as passenger	1	M	124
Ipswich Hinterland	25-34	Did not go to work		F	212
Ipswich Hinterland	25-34	Did not go to work		M	145
Ipswich Hinterland	25-34	Method of travel not stated		F	19
Ipswich Hinterland	25-34	Method of travel not stated		M	21
Ipswich Hinterland	25-34	Motorbike scooter	1	F	7
Ipswich Hinterland	25-34	Motorbike scooter	1	M	50
Ipswich Hinterland	25-34	(Other)	1	F	6
Ipswich Hinterland	25-34	(Other)	1	M	24
Ipswich Hinterland	25-34	Other two methods	2	F	9
Ipswich Hinterland	25-34	Other two methods	2	M	18
Ipswich Hinterland	25-34	Truck	1	F	4
Ipswich Hinterland	25-34	Truck	1	M	35
Ipswich Hinterland	25-34	Walked only	1	F	33
Ipswich Hinterland	25-34	Walked only	1	M	64
Ipswich Hinterland	25-34	Worked at home		F	112
Ipswich Hinterland	25-34	Worked at home		M	52
Ipswich Hinterland	35-44	Bicycle	1	F	3
Ipswich Hinterland	35-44	Bicycle	1	M	17
Ipswich Hinterland	35-44	Bus	1	M	8
Ipswich Hinterland	35-44	Car as driver	1	F	1161
Ipswich Hinterland	35-44	Car as driver	1	M	1512
Ipswich Hinterland	35-44	Car as passenger	1	F	51
Ipswich Hinterland	35-44	Car as passenger	1	M	45
Ipswich Hinterland	35-44	Did not go to work		F	178
Ipswich Hinterland	35-44	Did not go to work		M	131
Ipswich Hinterland	35-44	Method of travel not stated		F	13
Ipswich Hinterland	35-44	Method of travel not stated		M	22
Ipswich Hinterland	35-44	Motorbike scooter	1	M	39
Ipswich Hinterland	35-44	(Other)	1	F	4
Ipswich Hinterland	35-44	(Other)	1	M	18
Ipswich Hinterland	35-44	Other two methods	2	F	8
Ipswich Hinterland	35-44	Other two methods	2	M	24
Ipswich Hinterland	35-44	Train and car as driver	2	F	3
Ipswich Hinterland	35-44	Truck	1	M	58
Ipswich Hinterland	35-44	Walked only	1	F	68
Ipswich Hinterland	35-44	Walked only	1	M	64
Ipswich Hinterland	35-44	Worked at home		F	190
Ipswich Hinterland	35-44	Worked at home		M	94
Ipswich Hinterland	45-54	Bicycle	1	F	5
Ipswich Hinterland	45-54	Bicycle	1	M	28
Ipswich Hinterland	45-54	Bus	1	F	3
Ipswich Hinterland	45-54	Bus	1	M	4
Ipswich Hinterland	45-54	Car as driver	1	F	1404
Ipswich Hinterland	45-54	Car as driver	1	M	1539
Ipswich Hinterland	45-54	Car as passenger	1	F	61
Ipswich Hinterland	45-54	Car as passenger	1	M	40
Ipswich Hinterland	45-54	Did not go to work		F	201
Ipswich Hinterland	45-54	Did not go to work		M	137
Ipswich Hinterland	45-54	Method of travel not stated		F	25
Ipswich Hinterland	45-54	Method of travel not stated		M	22
Ipswich Hinterland	45-54	Motorbike scooter	1	F	7
Ipswich Hinterland	45-54	Motorbike scooter	1	M	53
Ipswich Hinterland	45-54	(Other)	1	F	10
Ipswich Hinterland	45-54	(Other)	1	M	17
Ipswich Hinterland	45-54	Other two methods	2	F	3
Ipswich Hinterland	45-54	Other two methods	2	M	23
Ipswich Hinterland	45-54	Train	1	M	5
Ipswich Hinterland	45-54	Train and car as driver	2	F	3
Ipswich Hinterland	45-54	Train and car as driver	2	M	3
Ipswich Hinterland	45-54	Truck	1	F	3
Ipswich Hinterland	45-54	Truck	1	M	74
Ipswich Hinterland	45-54	Walked only	1	F	68
Ipswich Hinterland	45-54	Walked only	1	M	78
Ipswich Hinterland	45-54	Worked at home		F	213
Ipswich Hinterland	45-54	Worked at home		M	181
Ipswich Hinterland	55-64	Bicycle	1	M	9
Ipswich Hinterland	55-64	Bus	1	M	3
Ipswich Hinterland	55-64	Car as driver	1	F	810
Ipswich Hinterland	55-64	Car as driver	1	M	1044
Ipswich Hinterland	55-64	Car as passenger	1	F	53
Ipswich Hinterland	55-64	Car as passenger	1	M	20
Ipswich Hinterland	55-64	Did not go to work		F	162
Ipswich Hinterland	55-64	Did not go to work		M	142
Ipswich Hinterland	55-64	Method of travel not stated		F	11
Ipswich Hinterland	55-64	Method of travel not stated		M	24
Ipswich Hinterland	55-64	Motorbike scooter	1	F	3
Ipswich Hinterland	55-64	Motorbike scooter	1	M	29
Ipswich Hinterland	55-64	(Other)	1	F	8
Ipswich Hinterland	55-64	(Other)	1	M	22
Ipswich Hinterland	55-64	Other two methods	2	M	4
Ipswich Hinterland	55-64	Truck	1	M	62
Ipswich Hinterland	55-64	Walked only	1	F	87
Ipswich Hinterland	55-64	Walked only	1	M	83
Ipswich Hinterland	55-64	Worked at home		F	214
Ipswich Hinterland	55-64	Worked at home		M	235
Ipswich Hinterland	65-74	Bicycle	1	M	3
Ipswich Hinterland	65-74	Car as driver	1	F	137
Ipswich Hinterland	65-74	Car as driver	1	M	239
Ipswich Hinterland	65-74	Car as passenger	1	F	7
Ipswich Hinterland	65-74	Car as passenger	1	M	10
Ipswich Hinterland	65-74	Did not go to work		F	49
Ipswich Hinterland	65-74	Did not go to work		M	62
Ipswich Hinterland	65-74	Method of travel not stated		F	15
Ipswich Hinterland	65-74	Method of travel not stated		M	12
Ipswich Hinterland	65-74	Motorbike scooter	1	F	4
Ipswich Hinterland	65-74	Motorbike scooter	1	M	7
Ipswich Hinterland	65-74	(Other)	1	F	3
Ipswich Hinterland	65-74	(Other)	1	M	15
Ipswich Hinterland	65-74	Other two methods	2	F	4
Ipswich Hinterland	65-74	Other two methods	2	M	3
Ipswich Hinterland	65-74	Truck	1	F	9
Ipswich Hinterland	65-74	Truck	1	M	21
Ipswich Hinterland	65-74	Walked only	1	F	25
Ipswich Hinterland	65-74	Walked only	1	M	36
Ipswich Hinterland	65-74	Worked at home		F	121
Ipswich Hinterland	65-74	Worked at home		M	179
Ipswich Hinterland	75+	Car as driver	1	F	3
Ipswich Hinterland	75+	Car as driver	1	M	31
Ipswich Hinterland	75+	Did not go to work		F	4
Ipswich Hinterland	75+	Did not go to work		M	7
Ipswich Hinterland	75+	Method of travel not stated		F	10
Ipswich Hinterland	75+	Method of travel not stated		M	11
Ipswich Hinterland	75+	Truck	1	M	8
Ipswich Hinterland	75+	Walked only	1	F	3
Ipswich Hinterland	75+	Walked only	1	M	16
Ipswich Hinterland	75+	Worked at home		F	34
Ipswich Hinterland	75+	Worked at home		M	76
Ipswich Inner	15-24	Bicycle	1	M	14
Ipswich Inner	15-24	Bus	1	F	42
Ipswich Inner	15-24	Bus	1	M	29
Ipswich Inner	15-24	Bus and car as driver	2	F	3
Ipswich Inner	15-24	Bus and car as passenger	2	F	8
Ipswich Inner	15-24	Bus and car as passenger	2	M	3
Ipswich Inner	15-24	Car as driver	1	F	1840
Ipswich Inner	15-24	Car as driver	1	M	1606
Ipswich Inner	15-24	Car as passenger	1	F	505
Ipswich Inner	15-24	Car as passenger	1	M	499
Ipswich Inner	15-24	Did not go to work		F	543
Ipswich Inner	15-24	Did not go to work		M	324
Ipswich Inner	15-24	Method of travel not stated		F	41
Ipswich Inner	15-24	Method of travel not stated		M	29
Ipswich Inner	15-24	Motorbike scooter	1	M	27
Ipswich Inner	15-24	(Other)	1	F	5
Ipswich Inner	15-24	(Other)	1	M	12
Ipswich Inner	15-24	Other three methods	3	M	3
Ipswich Inner	15-24	Other two methods	2	F	23
Ipswich Inner	15-24	Other two methods	2	M	32
Ipswich Inner	15-24	Taxi	1	F	3
Ipswich Inner	15-24	Taxi	1	M	4
Ipswich Inner	15-24	Train	1	F	34
Ipswich Inner	15-24	Train	1	M	28
Ipswich Inner	15-24	Train and bus	2	F	12
Ipswich Inner	15-24	Train and bus	2	M	14
Ipswich Inner	15-24	Train and car as driver	2	F	8
Ipswich Inner	15-24	Train and car as passenger	2	F	6
Ipswich Inner	15-24	Train and car as passenger	2	M	6
Ipswich Inner	15-24	Train and two other methods	3	F	6
Ipswich Inner	15-24	Train and two other methods	3	M	10
Ipswich Inner	15-24	Truck	1	M	14
Ipswich Inner	15-24	Walked only	1	F	67
Ipswich Inner	15-24	Walked only	1	M	60
Ipswich Inner	15-24	Worked at home		F	21
Ipswich Inner	15-24	Worked at home		M	15
Ipswich Inner	25-34	Bicycle	1	F	3
Ipswich Inner	25-34	Bicycle	1	M	18
Ipswich Inner	25-34	Bus	1	F	14
Ipswich Inner	25-34	Bus	1	M	17
Ipswich Inner	25-34	Bus and car as passenger	2	M	3
Ipswich Inner	25-34	Car as driver	1	F	2850
Ipswich Inner	25-34	Car as driver	1	M	2810
Ipswich Inner	25-34	Car as passenger	1	F	169
Ipswich Inner	25-34	Car as passenger	1	M	182
Ipswich Inner	25-34	Did not go to work		F	563
Ipswich Inner	25-34	Did not go to work		M	208
Ipswich Inner	25-34	Method of travel not stated		F	18
Ipswich Inner	25-34	Method of travel not stated		M	22
Ipswich Inner	25-34	Motorbike scooter	1	F	10
Ipswich Inner	25-34	Motorbike scooter	1	M	45
Ipswich Inner	25-34	(Other)	1	F	17
Ipswich Inner	25-34	(Other)	1	M	10
Ipswich Inner	25-34	Other three methods	3	M	3
Ipswich Inner	25-34	Other two methods	2	F	14
Ipswich Inner	25-34	Other two methods	2	M	29
Ipswich Inner	25-34	Taxi	1	F	3
Ipswich Inner	25-34	Taxi	1	M	6
Ipswich Inner	25-34	Train	1	F	27
Ipswich Inner	25-34	Train	1	M	38
Ipswich Inner	25-34	Train and bus	2	F	6
Ipswich Inner	25-34	Train and bus	2	M	8
Ipswich Inner	25-34	Train and car as driver	2	F	3
Ipswich Inner	25-34	Train and car as driver	2	M	4
Ipswich Inner	25-34	Train and car as passenger	2	F	5
