SA3_NAME16	Age	EmploymentStatus	Sex	workers
Bayside	20-24	Owner managers of unincorporated enterprises	F	28
Bayside	20-24	Owner managers of unincorporated enterprises	M	63
Bayside	25-29		F	5
Bayside	25-29		M	12
Bayside	25-29	Contributing family workers	F	10
Bayside	25-29	Contributing family workers	M	7
Bayside	25-29	Employee	F	1406
Bayside	25-29	Employee	M	1275
Bayside	25-29	Owner managers of incorporated enterprises	F	33
Bayside	25-29	Owner managers of incorporated enterprises	M	62
Bayside	25-29	Owner managers of unincorporated enterprises	F	61
Bayside	25-29	Owner managers of unincorporated enterprises	M	94
Bayside	30-34		F	10
Bayside	30-34		M	12
Bayside	30-34	Contributing family workers	F	21
Bayside	30-34	Contributing family workers	M	9
Bayside	30-34	Employee	F	1269
Bayside	30-34	Employee	M	1179
Bayside	30-34	Owner managers of incorporated enterprises	F	62
Bayside	30-34	Owner managers of incorporated enterprises	M	132
Bayside	30-34	Owner managers of unincorporated enterprises	F	115
Bayside	30-34	Owner managers of unincorporated enterprises	M	122
Bayside	35-39		F	6
Bayside	35-39		M	18
Bayside	35-39	Contributing family workers	F	34
Bayside	35-39	Contributing family workers	M	18
Bayside	35-39	Employee	F	1080
Bayside	35-39	Employee	M	932
Bayside	35-39	Owner managers of incorporated enterprises	F	113
Bayside	35-39	Owner managers of incorporated enterprises	M	193
Bayside	35-39	Owner managers of unincorporated enterprises	F	169
Bayside	35-39	Owner managers of unincorporated enterprises	M	131
Bayside	40-44		F	12
Bayside	40-44		M	14
Bayside	40-44	Contributing family workers	F	47
Bayside	40-44	Contributing family workers	M	18
Bayside	40-44	Employee	F	1272
Bayside	40-44	Employee	M	789
Bayside	40-44	Owner managers of incorporated enterprises	F	221
Bayside	40-44	Owner managers of incorporated enterprises	M	291
Bayside	40-44	Owner managers of unincorporated enterprises	F	245
Bayside	40-44	Owner managers of unincorporated enterprises	M	160
Bayside	45-49		F	16
Bayside	45-49		M	16
Bayside	45-49	Contributing family workers	F	52
Bayside	45-49	Contributing family workers	M	32
Bayside	45-49	Employee	F	1516
Bayside	45-49	Employee	M	768
Bayside	45-49	Owner managers of incorporated enterprises	F	259
Bayside	45-49	Owner managers of incorporated enterprises	M	354
Bayside	45-49	Owner managers of unincorporated enterprises	F	252
Bayside	45-49	Owner managers of unincorporated enterprises	M	184
Bayside	50-54		F	7
Bayside	50-54		M	7
Bayside	50-54	Contributing family workers	F	34
Bayside	50-54	Contributing family workers	M	22
Bayside	50-54	Employee	F	1462
Bayside	50-54	Employee	M	746
Bayside	50-54	Owner managers of incorporated enterprises	F	214
Bayside	50-54	Owner managers of incorporated enterprises	M	390
Bayside	50-54	Owner managers of unincorporated enterprises	F	219
Bayside	50-54	Owner managers of unincorporated enterprises	M	236
Bayside	55-59		F	10
Bayside	55-59		M	10
Bayside	55-59	Contributing family workers	F	44
Bayside	55-59	Contributing family workers	M	24
Bayside	55-59	Employee	F	1141
Bayside	55-59	Employee	M	580
Bayside	55-59	Owner managers of incorporated enterprises	F	153
Bayside	55-59	Owner managers of incorporated enterprises	M	398
Bayside	55-59	Owner managers of unincorporated enterprises	F	187
Bayside	55-59	Owner managers of unincorporated enterprises	M	241
Bayside	60-64		F	13
Bayside	60-64		M	14
Bayside	60-64	Contributing family workers	F	35
Bayside	60-64	Contributing family workers	M	38
Bayside	60-64	Employee	F	727
Bayside	60-64	Employee	M	414
Bayside	60-64	Owner managers of incorporated enterprises	F	128
Bayside	60-64	Owner managers of incorporated enterprises	M	298
Bayside	60-64	Owner managers of unincorporated enterprises	F	136
Bayside	60-64	Owner managers of unincorporated enterprises	M	185
Bayside	65-69		F	4
Bayside	65-69		M	4
Bayside	65-69	Contributing family workers	F	24
Bayside	65-69	Contributing family workers	M	31
Bayside	65-69	Employee	F	396
Bayside	65-69	Employee	M	237
Bayside	65-69	Owner managers of incorporated enterprises	F	71
Bayside	65-69	Owner managers of incorporated enterprises	M	209
Bayside	65-69	Owner managers of unincorporated enterprises	F	88
Bayside	65-69	Owner managers of unincorporated enterprises	M	148
Bayside	70-74		F	4
Bayside	70-74		M	4
Bayside	70-74	Contributing family workers	F	17
Bayside	70-74	Contributing family workers	M	31
Bayside	70-74	Employee	F	113
Bayside	70-74	Employee	M	75
Bayside	70-74	Owner managers of incorporated enterprises	F	36
Bayside	70-74	Owner managers of incorporated enterprises	M	105
Bayside	70-74	Owner managers of unincorporated enterprises	F	32
Bayside	70-74	Owner managers of unincorporated enterprises	M	65
Bayside	75+		F	9
Bayside	75+		M	5
Bayside	75+	Contributing family workers	F	17
Bayside	75+	Contributing family workers	M	30
Bayside	75+	Employee	F	22
Bayside	75+	Employee	M	46
Bayside	75+	Owner managers of incorporated enterprises	F	18
Bayside	75+	Owner managers of incorporated enterprises	M	49
Bayside	75+	Owner managers of unincorporated enterprises	F	19
Bayside	75+	Owner managers of unincorporated enterprises	M	35
Glen Eira	15-19		F	7
Glen Eira	15-19		M	3
Glen Eira	15-19	Contributing family workers	F	6
Glen Eira	15-19	Contributing family workers	M	9
Glen Eira	15-19	Employee	F	883
Glen Eira	15-19	Employee	M	735
Glen Eira	15-19	Owner managers of incorporated enterprises	M	3
Glen Eira	15-19	Owner managers of unincorporated enterprises	F	10
Glen Eira	15-19	Owner managers of unincorporated enterprises	M	18
Glen Eira	20-24		F	7
Glen Eira	20-24		M	8
Glen Eira	20-24	Contributing family workers	F	9
Glen Eira	20-24	Contributing family workers	M	10
Glen Eira	20-24	Employee	F	1864
Glen Eira	20-24	Employee	M	1604
Glen Eira	20-24	Owner managers of incorporated enterprises	F	7
Glen Eira	20-24	Owner managers of incorporated enterprises	M	23
Glen Eira	20-24	Owner managers of unincorporated enterprises	F	47
Glen Eira	20-24	Owner managers of unincorporated enterprises	M	58
Glen Eira	25-29		F	10
Glen Eira	25-29		M	18
Glen Eira	25-29	Contributing family workers	F	11
Glen Eira	25-29	Contributing family workers	M	15
Glen Eira	25-29	Employee	F	2179
Glen Eira	25-29	Employee	M	1698
Glen Eira	25-29	Owner managers of incorporated enterprises	F	47
Glen Eira	25-29	Owner managers of incorporated enterprises	M	97
Glen Eira	25-29	Owner managers of unincorporated enterprises	F	98
Glen Eira	25-29	Owner managers of unincorporated enterprises	M	135
Glen Eira	30-34		F	15
Glen Eira	30-34		M	9
Glen Eira	30-34	Contributing family workers	F	27
Glen Eira	30-34	Contributing family workers	M	16
Glen Eira	30-34	Employee	F	2032
Glen Eira	30-34	Employee	M	1636
Glen Eira	30-34	Owner managers of incorporated enterprises	F	93
Glen Eira	30-34	Owner managers of incorporated enterprises	M	212
Glen Eira	30-34	Owner managers of unincorporated enterprises	F	184
Glen Eira	30-34	Owner managers of unincorporated enterprises	M	191
Glen Eira	35-39		F	15
Glen Eira	35-39		M	16
Glen Eira	35-39	Contributing family workers	F	42
Glen Eira	35-39	Contributing family workers	M	30
Glen Eira	35-39	Employee	F	1679
Glen Eira	35-39	Employee	M	1231
Glen Eira	35-39	Owner managers of incorporated enterprises	F	147
Glen Eira	35-39	Owner managers of incorporated enterprises	M	302
Glen Eira	35-39	Owner managers of unincorporated enterprises	F	222
Glen Eira	35-39	Owner managers of unincorporated enterprises	M	203
Glen Eira	40-44		F	6
Glen Eira	40-44		M	19
Glen Eira	40-44	Contributing family workers	F	56
Glen Eira	40-44	Contributing family workers	M	29
Glen Eira	40-44	Employee	F	1853
Glen Eira	40-44	Employee	M	1139
Glen Eira	40-44	Owner managers of incorporated enterprises	F	210
Glen Eira	40-44	Owner managers of incorporated enterprises	M	357
Glen Eira	40-44	Owner managers of unincorporated enterprises	F	241
Glen Eira	40-44	Owner managers of unincorporated enterprises	M	250
Glen Eira	45-49		F	18
Glen Eira	45-49		M	17
Glen Eira	45-49	Contributing family workers	F	45
Glen Eira	45-49	Contributing family workers	M	39
Glen Eira	45-49	Employee	F	1988
Glen Eira	45-49	Employee	M	997
Glen Eira	45-49	Owner managers of incorporated enterprises	F	224
Glen Eira	45-49	Owner managers of incorporated enterprises	M	395
Glen Eira	45-49	Owner managers of unincorporated enterprises	F	324
Glen Eira	45-49	Owner managers of unincorporated enterprises	M	269
Glen Eira	50-54		F	13
Glen Eira	50-54		M	12
Glen Eira	50-54	Contributing family workers	F	38
Glen Eira	50-54	Contributing family workers	M	32
Glen Eira	50-54	Employee	F	1786
Glen Eira	50-54	Employee	M	927
Glen Eira	50-54	Owner managers of incorporated enterprises	F	197
Glen Eira	50-54	Owner managers of incorporated enterprises	M	364
Glen Eira	50-54	Owner managers of unincorporated enterprises	F	266
Glen Eira	50-54	Owner managers of unincorporated enterprises	M	239
Glen Eira	55-59		F	20
Glen Eira	55-59		M	19
Glen Eira	55-59	Contributing family workers	F	44
Glen Eira	55-59	Contributing family workers	M	27
Glen Eira	55-59	Employee	F	1612
Glen Eira	55-59	Employee	M	806
Glen Eira	55-59	Owner managers of incorporated enterprises	F	129
Glen Eira	55-59	Owner managers of incorporated enterprises	M	356
Glen Eira	55-59	Owner managers of unincorporated enterprises	F	182
Glen Eira	55-59	Owner managers of unincorporated enterprises	M	293
Glen Eira	60-64		F	11
Glen Eira	60-64		M	18
Glen Eira	60-64	Contributing family workers	F	25
Glen Eira	60-64	Contributing family workers	M	30
Glen Eira	60-64	Employee	F	1125
Glen Eira	60-64	Employee	M	607
Glen Eira	60-64	Owner managers of incorporated enterprises	F	114
Glen Eira	60-64	Owner managers of incorporated enterprises	M	284
Glen Eira	60-64	Owner managers of unincorporated enterprises	F	154
Glen Eira	60-64	Owner managers of unincorporated enterprises	M	250
Glen Eira	65-69		F	5
Glen Eira	65-69		M	22
Glen Eira	65-69	Contributing family workers	F	28
Glen Eira	65-69	Contributing family workers	M	23
Glen Eira	65-69	Employee	F	462
Glen Eira	65-69	Employee	M	306
Glen Eira	65-69	Owner managers of incorporated enterprises	F	93
Glen Eira	65-69	Owner managers of incorporated enterprises	M	192
Glen Eira	65-69	Owner managers of unincorporated enterprises	F	97
Glen Eira	65-69	Owner managers of unincorporated enterprises	M	164
Glen Eira	70-74		F	5
Glen Eira	70-74		M	9
Glen Eira	70-74	Contributing family workers	F	12
Glen Eira	70-74	Contributing family workers	M	18
Glen Eira	70-74	Employee	F	143
Glen Eira	70-74	Employee	M	134
Glen Eira	70-74	Owner managers of incorporated enterprises	F	31
Glen Eira	70-74	Owner managers of incorporated enterprises	M	85
Glen Eira	70-74	Owner managers of unincorporated enterprises	F	41
Glen Eira	70-74	Owner managers of unincorporated enterprises	M	70
Glen Eira	75+		F	4
Glen Eira	75+		M	13
Glen Eira	75+	Contributing family workers	F	9
Glen Eira	75+	Contributing family workers	M	12
Glen Eira	75+	Employee	F	50
Glen Eira	75+	Employee	M	80
Glen Eira	75+	Owner managers of incorporated enterprises	F	28
Glen Eira	75+	Owner managers of incorporated enterprises	M	33
Glen Eira	75+	Owner managers of unincorporated enterprises	F	9
Glen Eira	75+	Owner managers of unincorporated enterprises	M	49
Kingston	15-19		F	11
Kingston	15-19		M	8
Kingston	15-19	Contributing family workers	F	15
Kingston	15-19	Contributing family workers	M	10
Kingston	15-19	Employee	F	1859
Kingston	15-19	Employee	M	1469
Kingston	15-19	Owner managers of incorporated enterprises	F	4
Kingston	15-19	Owner managers of incorporated enterprises	M	3
Kingston	15-19	Owner managers of unincorporated enterprises	F	5
Kingston	15-19	Owner managers of unincorporated enterprises	M	7
Kingston	20-24		F	24
Kingston	20-24		M	36
Kingston	20-24	Contributing family workers	F	10
Kingston	20-24	Contributing family workers	M	12
Kingston	20-24	Employee	F	2846
Kingston	20-24	Employee	M	3193
Kingston	20-24	Owner managers of incorporated enterprises	F	12
Kingston	20-24	Owner managers of incorporated enterprises	M	31
Kingston	20-24	Owner managers of unincorporated enterprises	F	33
Kingston	20-24	Owner managers of unincorporated enterprises	M	76
Kingston	25-29		F	16
Kingston	25-29		M	33
Kingston	25-29	Contributing family workers	F	8
Kingston	25-29	Contributing family workers	M	16
Kingston	25-29	Employee	F	2620
Kingston	25-29	Employee	M	3224
Kingston	25-29	Owner managers of incorporated enterprises	F	32
Kingston	25-29	Owner managers of incorporated enterprises	M	110
Kingston	25-29	Owner managers of unincorporated enterprises	F	87
Kingston	25-29	Owner managers of unincorporated enterprises	M	147
Kingston	30-34		F	21
Kingston	30-34		M	46
Kingston	30-34	Contributing family workers	F	29
Kingston	30-34	Contributing family workers	M	26
Kingston	30-34	Employee	F	2498
Kingston	30-34	Employee	M	3404
Kingston	30-34	Owner managers of incorporated enterprises	F	112
Kingston	30-34	Owner managers of incorporated enterprises	M	300
Kingston	30-34	Owner managers of unincorporated enterprises	F	148
Kingston	30-34	Owner managers of unincorporated enterprises	M	207
Kingston	35-39		F	19
Kingston	35-39		M	40
Kingston	35-39	Contributing family workers	F	61
Kingston	35-39	Contributing family workers	M	27
Kingston	35-39	Employee	F	2261
Kingston	35-39	Employee	M	3062
Kingston	35-39	Owner managers of incorporated enterprises	F	157
Kingston	35-39	Owner managers of incorporated enterprises	M	409
Kingston	35-39	Owner managers of unincorporated enterprises	F	191
Kingston	35-39	Owner managers of unincorporated enterprises	M	218
Kingston	40-44		F	20
Kingston	40-44		M	25
Kingston	40-44	Contributing family workers	F	58
Kingston	40-44	Contributing family workers	M	39
Kingston	40-44	Employee	F	2605
Kingston	40-44	Employee	M	3080
Kingston	40-44	Owner managers of incorporated enterprises	F	210
Kingston	40-44	Owner managers of incorporated enterprises	M	477
Kingston	40-44	Owner managers of unincorporated enterprises	F	243
Kingston	40-44	Owner managers of unincorporated enterprises	M	271
Kingston	45-49		F	20
Kingston	45-49		M	44
Kingston	45-49	Contributing family workers	F	56
Kingston	45-49	Contributing family workers	M	46
Kingston	45-49	Employee	F	2861
Kingston	45-49	Employee	M	3120
Kingston	45-49	Owner managers of incorporated enterprises	F	256
Kingston	45-49	Owner managers of incorporated enterprises	M	635
Kingston	45-49	Owner managers of unincorporated enterprises	F	222
Kingston	45-49	Owner managers of unincorporated enterprises	M	317
Kingston	50-54		F	29
Kingston	50-54		M	35
Kingston	50-54	Contributing family workers	F	38
Kingston	50-54	Contributing family workers	M	58
Kingston	50-54	Employee	F	2553
Kingston	50-54	Employee	M	2752
Kingston	50-54	Owner managers of incorporated enterprises	F	220
Kingston	50-54	Owner managers of incorporated enterprises	M	618
Kingston	50-54	Owner managers of unincorporated enterprises	F	195
Kingston	50-54	Owner managers of unincorporated enterprises	M	274
Kingston	55-59		F	23
Kingston	55-59		M	35
Kingston	55-59	Contributing family workers	F	52
Kingston	55-59	Contributing family workers	M	33
Kingston	55-59	Employee	F	2215
Kingston	55-59	Employee	M	2324
Kingston	55-59	Owner managers of incorporated enterprises	F	171
Kingston	55-59	Owner managers of incorporated enterprises	M	517
Kingston	55-59	Owner managers of unincorporated enterprises	F	137
Kingston	55-59	Owner managers of unincorporated enterprises	M	247
Kingston	60-64		F	20
Kingston	60-64		M	22
Kingston	60-64	Contributing family workers	F	24
Kingston	60-64	Contributing family workers	M	40
Kingston	60-64	Employee	F	1403
Kingston	60-64	Employee	M	1548
Kingston	60-64	Owner managers of incorporated enterprises	F	118
Kingston	60-64	Owner managers of incorporated enterprises	M	435
Kingston	60-64	Owner managers of unincorporated enterprises	F	101
Kingston	60-64	Owner managers of unincorporated enterprises	M	226
Kingston	65-69		F	14
Kingston	65-69		M	20
Kingston	65-69	Contributing family workers	F	31
Kingston	65-69	Contributing family workers	M	33
Kingston	65-69	Employee	F	531
Kingston	65-69	Employee	M	717
Kingston	65-69	Owner managers of incorporated enterprises	F	79
Kingston	65-69	Owner managers of incorporated enterprises	M	235
Kingston	65-69	Owner managers of unincorporated enterprises	F	56
Kingston	65-69	Owner managers of unincorporated enterprises	M	152
Kingston	70-74		F	11
Kingston	70-74		M	8
Kingston	70-74	Contributing family workers	F	19
Kingston	70-74	Contributing family workers	M	23
Kingston	70-74	Employee	F	142
Kingston	70-74	Employee	M	212
Kingston	70-74	Owner managers of incorporated enterprises	F	26
Kingston	70-74	Owner managers of incorporated enterprises	M	132
Kingston	70-74	Owner managers of unincorporated enterprises	F	19
Kingston	70-74	Owner managers of unincorporated enterprises	M	65
Kingston	75+		F	3
Kingston	75+		M	16
Kingston	75+	Contributing family workers	F	12
Kingston	75+	Contributing family workers	M	29
Kingston	75+	Employee	F	33
Kingston	75+	Employee	M	88
Kingston	75+	Owner managers of incorporated enterprises	F	25
Kingston	75+	Owner managers of incorporated enterprises	M	62
Kingston	75+	Owner managers of unincorporated enterprises	F	10
Kingston	75+	Owner managers of unincorporated enterprises	M	43
Stonnington - East	15-19		F	5
Stonnington - East	15-19		M	7
Stonnington - East	15-19	Contributing family workers	F	4
Stonnington - East	15-19	Employee	F	751
Stonnington - East	15-19	Employee	M	423
Stonnington - East	15-19	Owner managers of incorporated enterprises	F	3
Stonnington - East	15-19	Owner managers of unincorporated enterprises	F	4
Stonnington - East	15-19	Owner managers of unincorporated enterprises	M	7
Stonnington - East	20-24		F	13
Stonnington - East	20-24		M	9
Stonnington - East	20-24	Contributing family workers	F	6
Stonnington - East	20-24	Contributing family workers	M	3
Stonnington - East	20-24	Employee	F	1937
Stonnington - East	20-24	Employee	M	1154
Stonnington - East	20-24	Owner managers of incorporated enterprises	F	4
Stonnington - East	20-24	Owner managers of incorporated enterprises	M	7
Stonnington - East	20-24	Owner managers of unincorporated enterprises	F	11
Stonnington - East	20-24	Owner managers of unincorporated enterprises	M	29
Stonnington - East	25-29		F	10
Stonnington - East	25-29		M	3
Stonnington - East	25-29	Contributing family workers	F	7
Stonnington - East	25-29	Contributing family workers	M	5
Stonnington - East	25-29	Employee	F	1623
Stonnington - East	25-29	Employee	M	997
Stonnington - East	25-29	Owner managers of incorporated enterprises	F	18
Stonnington - East	25-29	Owner managers of incorporated enterprises	M	35
Stonnington - East	25-29	Owner managers of unincorporated enterprises	F	34
Stonnington - East	25-29	Owner managers of unincorporated enterprises	M	52
Stonnington - East	30-34		F	7
Stonnington - East	30-34		M	7
Stonnington - East	30-34	Contributing family workers	F	3
Stonnington - East	30-34	Contributing family workers	M	6
Stonnington - East	30-34	Employee	F	1233
Stonnington - East	30-34	Employee	M	874
Stonnington - East	30-34	Owner managers of incorporated enterprises	F	46
Stonnington - East	30-34	Owner managers of incorporated enterprises	M	88
Stonnington - East	30-34	Owner managers of unincorporated enterprises	F	55
Stonnington - East	30-34	Owner managers of unincorporated enterprises	M	57
Stonnington - East	35-39		F	3
Stonnington - East	35-39		M	10
Stonnington - East	35-39	Contributing family workers	F	18
Stonnington - East	35-39	Contributing family workers	M	10
Stonnington - East	35-39	Employee	F	943
Stonnington - East	35-39	Employee	M	633
Stonnington - East	35-39	Owner managers of incorporated enterprises	F	47
Stonnington - East	35-39	Owner managers of incorporated enterprises	M	78
Stonnington - East	35-39	Owner managers of unincorporated enterprises	F	68
Stonnington - East	35-39	Owner managers of unincorporated enterprises	M	65
Stonnington - East	40-44		F	9
Stonnington - East	40-44		M	14
Stonnington - East	40-44	Contributing family workers	F	22
Stonnington - East	40-44	Contributing family workers	M	10
Stonnington - East	40-44	Employee	F	926
Stonnington - East	40-44	Employee	M	638
Stonnington - East	40-44	Owner managers of incorporated enterprises	F	81
Stonnington - East	40-44	Owner managers of incorporated enterprises	M	127
Stonnington - East	40-44	Owner managers of unincorporated enterprises	F	84
Stonnington - East	40-44	Owner managers of unincorporated enterprises	M	82
Stonnington - East	45-49		F	9
Stonnington - East	45-49		M	7
Stonnington - East	45-49	Contributing family workers	F	31
Stonnington - East	45-49	Contributing family workers	M	9
Stonnington - East	45-49	Employee	F	1094
Stonnington - East	45-49	Employee	M	539
Stonnington - East	45-49	Owner managers of incorporated enterprises	F	95
Stonnington - East	45-49	Owner managers of incorporated enterprises	M	167
Stonnington - East	45-49	Owner managers of unincorporated enterprises	F	94
Stonnington - East	45-49	Owner managers of unincorporated enterprises	M	90
Stonnington - East	50-54		F	15
Stonnington - East	50-54		M	11
Stonnington - East	50-54	Contributing family workers	F	24
Stonnington - East	50-54	Contributing family workers	M	17
Stonnington - East	50-54	Employee	F	947
Stonnington - East	50-54	Employee	M	460
Stonnington - East	50-54	Owner managers of incorporated enterprises	F	100
Stonnington - East	50-54	Owner managers of incorporated enterprises	M	154
Stonnington - East	50-54	Owner managers of unincorporated enterprises	F	99
Stonnington - East	50-54	Owner managers of unincorporated enterprises	M	94
Stonnington - East	55-59		F	3
Stonnington - East	55-59		M	11
Stonnington - East	55-59	Contributing family workers	F	16
Stonnington - East	55-59	Contributing family workers	M	14
Stonnington - East	55-59	Employee	F	863
Stonnington - East	55-59	Employee	M	375
Stonnington - East	55-59	Owner managers of incorporated enterprises	F	77
Stonnington - East	55-59	Owner managers of incorporated enterprises	M	130
Stonnington - East	55-59	Owner managers of unincorporated enterprises	F	71
Stonnington - East	55-59	Owner managers of unincorporated enterprises	M	92
Stonnington - East	60-64		F	5
Stonnington - East	60-64		M	3
Stonnington - East	60-64	Contributing family workers	F	10
Stonnington - East	60-64	Contributing family workers	M	12
Stonnington - East	60-64	Employee	F	596
Stonnington - East	60-64	Employee	M	240
Stonnington - East	60-64	Owner managers of incorporated enterprises	F	66
Stonnington - East	60-64	Owner managers of incorporated enterprises	M	112
Stonnington - East	60-64	Owner managers of unincorporated enterprises	F	48
Stonnington - East	60-64	Owner managers of unincorporated enterprises	M	72
Stonnington - East	65-69		F	3
Stonnington - East	65-69		M	5
Stonnington - East	65-69	Contributing family workers	F	13
Stonnington - East	65-69	Contributing family workers	M	13
Stonnington - East	65-69	Employee	F	254
Stonnington - East	65-69	Employee	M	125
Stonnington - East	65-69	Owner managers of incorporated enterprises	F	25
Stonnington - East	65-69	Owner managers of incorporated enterprises	M	90
Stonnington - East	65-69	Owner managers of unincorporated enterprises	F	39
Stonnington - East	65-69	Owner managers of unincorporated enterprises	M	59
Stonnington - East	70-74		M	4
Stonnington - East	70-74	Contributing family workers	F	5
Stonnington - East	70-74	Contributing family workers	M	7
Stonnington - East	70-74	Employee	F	87
Stonnington - East	70-74	Employee	M	44
Stonnington - East	70-74	Owner managers of incorporated enterprises	F	18
Stonnington - East	70-74	Owner managers of incorporated enterprises	M	42
Stonnington - East	70-74	Owner managers of unincorporated enterprises	F	11
Stonnington - East	70-74	Owner managers of unincorporated enterprises	M	40
Stonnington - East	75+		F	4
Stonnington - East	75+		M	4
Stonnington - East	75+	Contributing family workers	F	6
Stonnington - East	75+	Contributing family workers	M	12
Stonnington - East	75+	Employee	F	23
Stonnington - East	75+	Employee	M	30
Stonnington - East	75+	Owner managers of incorporated enterprises	F	8
Stonnington - East	75+	Owner managers of incorporated enterprises	M	28
Stonnington - East	75+	Owner managers of unincorporated enterprises	F	5
Stonnington - East	75+	Owner managers of unincorporated enterprises	M	23
Banyule	15-19		F	5
Banyule	15-19		M	6
Banyule	15-19	Contributing family workers	F	5
Banyule	15-19	Contributing family workers	M	9
Banyule	15-19	Employee	F	1158
Banyule	15-19	Employee	M	855
Banyule	15-19	Owner managers of incorporated enterprises	F	3
Banyule	15-19	Owner managers of unincorporated enterprises	F	3
Banyule	15-19	Owner managers of unincorporated enterprises	M	7
Banyule	20-24		F	22
Banyule	20-24		M	20
Banyule	20-24	Contributing family workers	F	9
Banyule	20-24	Contributing family workers	M	9
Banyule	20-24	Employee	F	1920
Banyule	20-24	Employee	M	1616
Banyule	20-24	Owner managers of incorporated enterprises	F	12
Banyule	20-24	Owner managers of incorporated enterprises	M	14
Banyule	20-24	Owner managers of unincorporated enterprises	F	30
Banyule	20-24	Owner managers of unincorporated enterprises	M	54
Banyule	25-29		F	9
Banyule	25-29		M	18
Banyule	25-29	Contributing family workers	F	9
Banyule	25-29	Contributing family workers	M	16
Banyule	25-29	Employee	F	2376
Banyule	25-29	Employee	M	1652
Banyule	25-29	Owner managers of incorporated enterprises	F	24
Banyule	25-29	Owner managers of incorporated enterprises	M	100
Banyule	25-29	Owner managers of unincorporated enterprises	F	77
Banyule	25-29	Owner managers of unincorporated enterprises	M	103
Banyule	30-34		F	12
Banyule	30-34		M	19
Banyule	30-34	Contributing family workers	F	18
Banyule	30-34	Contributing family workers	M	11
Banyule	30-34	Employee	F	2133
Banyule	30-34	Employee	M	1643
Banyule	30-34	Owner managers of incorporated enterprises	F	74
Banyule	30-34	Owner managers of incorporated enterprises	M	178
Banyule	30-34	Owner managers of unincorporated enterprises	F	116
Banyule	30-34	Owner managers of unincorporated enterprises	M	130
Banyule	35-39		F	14
Banyule	35-39		M	26
Banyule	35-39	Contributing family workers	F	42
Banyule	35-39	Contributing family workers	M	16
Banyule	35-39	Employee	F	1873
Banyule	35-39	Employee	M	1294
Banyule	35-39	Owner managers of incorporated enterprises	F	116
Banyule	35-39	Owner managers of incorporated enterprises	M	233
Banyule	35-39	Owner managers of unincorporated enterprises	F	158
Banyule	35-39	Owner managers of unincorporated enterprises	M	158
Banyule	40-44		F	14
Banyule	40-44		M	16
Banyule	40-44	Contributing family workers	F	24
Banyule	40-44	Contributing family workers	M	19
Banyule	40-44	Employee	F	2164
Banyule	40-44	Employee	M	1225
Banyule	40-44	Owner managers of incorporated enterprises	F	139
Banyule	40-44	Owner managers of incorporated enterprises	M	301
Banyule	40-44	Owner managers of unincorporated enterprises	F	210
Banyule	40-44	Owner managers of unincorporated enterprises	M	189
Banyule	45-49		F	24
Banyule	45-49		M	25
Banyule	45-49	Contributing family workers	F	32
Banyule	45-49	Contributing family workers	M	22
Banyule	45-49	Employee	F	2427
Banyule	45-49	Employee	M	1257
Banyule	45-49	Owner managers of incorporated enterprises	F	161
Banyule	45-49	Owner managers of incorporated enterprises	M	312
Banyule	45-49	Owner managers of unincorporated enterprises	F	183
Banyule	45-49	Owner managers of unincorporated enterprises	M	207
Banyule	50-54		F	17
Banyule	50-54		M	26
Banyule	50-54	Contributing family workers	F	36
Banyule	50-54	Contributing family workers	M	23
Banyule	50-54	Employee	F	2272
Banyule	50-54	Employee	M	1106
Banyule	50-54	Owner managers of incorporated enterprises	F	150
Banyule	50-54	Owner managers of incorporated enterprises	M	325
Banyule	50-54	Owner managers of unincorporated enterprises	F	145
Banyule	50-54	Owner managers of unincorporated enterprises	M	187
Banyule	55-59		F	10
Banyule	55-59		M	13
Banyule	55-59	Contributing family workers	F	26
Banyule	55-59	Contributing family workers	M	26
Banyule	55-59	Employee	F	2062
Banyule	55-59	Employee	M	1051
Banyule	55-59	Owner managers of incorporated enterprises	F	100
Banyule	55-59	Owner managers of incorporated enterprises	M	318
Banyule	55-59	Owner managers of unincorporated enterprises	F	146
Banyule	55-59	Owner managers of unincorporated enterprises	M	200
Banyule	60-64		F	30
Banyule	60-64		M	19
Banyule	60-64	Contributing family workers	F	23
Banyule	60-64	Contributing family workers	M	28
Banyule	60-64	Employee	F	1374
Banyule	60-64	Employee	M	780
Banyule	60-64	Owner managers of incorporated enterprises	F	91
Banyule	60-64	Owner managers of incorporated enterprises	M	232
Banyule	60-64	Owner managers of unincorporated enterprises	F	94
Banyule	60-64	Owner managers of unincorporated enterprises	M	179
Banyule	65-69		F	14
Banyule	65-69		M	10
Banyule	65-69	Contributing family workers	F	18
Banyule	65-69	Contributing family workers	M	30
Banyule	65-69	Employee	F	498
Banyule	65-69	Employee	M	355
Banyule	65-69	Owner managers of incorporated enterprises	F	57
Banyule	65-69	Owner managers of incorporated enterprises	M	136
Banyule	65-69	Owner managers of unincorporated enterprises	F	56
Banyule	65-69	Owner managers of unincorporated enterprises	M	141
Banyule	70-74		F	8
Banyule	70-74		M	6
Banyule	70-74	Contributing family workers	F	6
Banyule	70-74	Contributing family workers	M	25
Banyule	70-74	Employee	F	96
Banyule	70-74	Employee	M	88
Banyule	70-74	Owner managers of incorporated enterprises	F	21
Banyule	70-74	Owner managers of incorporated enterprises	M	76
Banyule	70-74	Owner managers of unincorporated enterprises	F	28
