SA3_NAME16	Age	ModeTravelToWork	NumberModes	workers
Cairns - North	45-54	Motorbike scooter	1	38
Cairns - North	45-54	(Other)	1	36
Cairns - North	45-54	Other two methods	2	20
Cairns - North	45-54	Truck	1	31
Cairns - North	45-54	Walked only	1	76
Cairns - North	45-54	Worked at home		308
Cairns - North	55-64	Bicycle	1	28
Cairns - North	55-64	Bus	1	18
Cairns - North	55-64	Car as driver	1	1459
Cairns - North	55-64	Car as passenger	1	49
Cairns - North	55-64	Did not go to work		200
Cairns - North	55-64	Method of travel not stated		26
Cairns - North	55-64	Motorbike scooter	1	23
Cairns - North	55-64	(Other)	1	21
Cairns - North	55-64	Other two methods	2	8
Cairns - North	55-64	Taxi	1	5
Cairns - North	55-64	Truck	1	15
Cairns - North	55-64	Walked only	1	62
Cairns - North	55-64	Worked at home		252
Cairns - North	65-74	Bicycle	1	3
Cairns - North	65-74	Car as driver	1	323
Cairns - North	65-74	Car as passenger	1	13
Cairns - North	65-74	Did not go to work		71
Cairns - North	65-74	Method of travel not stated		17
Cairns - North	65-74	Motorbike scooter	1	7
Cairns - North	65-74	(Other)	1	8
Cairns - North	65-74	Other two methods	2	4
Cairns - North	65-74	Truck	1	7
Cairns - North	65-74	Walked only	1	21
Cairns - North	65-74	Worked at home		130
Cairns - North	75+	Car as driver	1	16
Cairns - North	75+	Did not go to work		9
Cairns - North	75+	Method of travel not stated		3
Cairns - North	75+	Walked only	1	3
Cairns - North	75+	Worked at home		14
Cairns - South	15-24	Bicycle	1	135
Cairns - South	15-24	Bus	1	231
Cairns - South	15-24	Bus and car as driver	2	3
Cairns - South	15-24	Bus and car as passenger	2	46
Cairns - South	15-24	Bus and other	2	9
Cairns - South	15-24	Bus and two other methods excludes train	3	9
Cairns - South	15-24	Car as driver	1	4070
Cairns - South	15-24	Car as passenger	1	1221
Cairns - South	15-24	Did not go to work		922
Cairns - South	15-24	Ferry	1	9
Cairns - South	15-24	Method of travel not stated		95
Cairns - South	15-24	Motorbike scooter	1	33
Cairns - South	15-24	(Other)	1	50
Cairns - South	15-24	Other two methods	2	61
Cairns - South	15-24	Taxi	1	40
Cairns - South	15-24	Train and car as driver	2	3
Cairns - South	15-24	Truck	1	15
Cairns - South	15-24	Walked only	1	330
Cairns - South	15-24	Worked at home		31
Cairns - South	25-34	Bicycle	1	296
Cairns - South	25-34	Bus	1	133
Cairns - South	25-34	Bus and car as driver	2	9
Cairns - South	25-34	Bus and car as passenger	2	12
Cairns - South	25-34	Bus and other	2	9
Cairns - South	25-34	Bus and two other methods excludes train	3	5
Cairns - South	25-34	Car as driver	1	7657
Cairns - South	25-34	Car as passenger	1	658
Cairns - South	25-34	Did not go to work		1032
Cairns - South	25-34	Ferry	1	8
Cairns - South	25-34	Method of travel not stated		108
Cairns - South	25-34	Motorbike scooter	1	123
Cairns - South	25-34	(Other)	1	98
Cairns - South	25-34	Other three methods	3	9
Cairns - South	25-34	Other two methods	2	108
Cairns - South	25-34	Taxi	1	55
Cairns - South	25-34	Train	1	3
Cairns - South	25-34	Train and car as driver	2	4
Cairns - South	25-34	Truck	1	40
Cairns - South	25-34	Walked only	1	520
Cairns - South	25-34	Worked at home		166
Cairns - South	35-44	Bicycle	1	267
Cairns - South	35-44	Bus	1	125
Cairns - South	35-44	Bus and car as driver	2	3
Cairns - South	35-44	Bus and car as passenger	2	15
Cairns - South	35-44	Bus and other	2	4
Cairns - South	35-44	Bus and two other methods excludes train	3	4
Cairns - South	35-44	Car as driver	1	9093
Cairns - South	35-44	Car as passenger	1	503
Cairns - South	35-44	Did not go to work		883
Cairns - South	35-44	Ferry	1	12
Cairns - South	35-44	Method of travel not stated		103
Cairns - South	35-44	Motorbike scooter	1	133
Cairns - South	35-44	(Other)	1	74
Cairns - South	35-44	Other three methods	3	7
Cairns - South	35-44	Other two methods	2	85
Cairns - South	35-44	Taxi	1	43
Cairns - South	35-44	Train	1	6
Cairns - South	35-44	Train and car as driver	2	5
Cairns - South	35-44	Tram includes light rail	1	3
Cairns - South	35-44	Truck	1	59
Cairns - South	35-44	Walked only	1	305
Cairns - South	35-44	Worked at home		361
Cairns - South	45-54	Bicycle	1	215
Cairns - South	45-54	Bus	1	115
Cairns - South	45-54	Bus and car as driver	2	3
Cairns - South	45-54	Bus and car as passenger	2	7
Cairns - South	45-54	Bus and other	2	3
Cairns - South	45-54	Bus and two other methods excludes train	3	3
Cairns - South	45-54	Car as driver	1	9122
Cairns - South	45-54	Car as passenger	1	477
Cairns - South	45-54	Did not go to work		819
Cairns - South	45-54	Ferry	1	7
Cairns - South	45-54	Method of travel not stated		92
Cairns - South	45-54	Motorbike scooter	1	133
Cairns - South	45-54	(Other)	1	73
Cairns - South	45-54	Other three methods	3	11
Cairns - South	45-54	Other two methods	2	82
Cairns - South	45-54	Taxi	1	26
Cairns - South	45-54	Truck	1	80
Cairns - South	45-54	Walked only	1	294
Cairns - South	45-54	Worked at home		349
Cairns - South	55-64	Bicycle	1	126
Cairns - South	55-64	Bus	1	87
Cairns - South	55-64	Bus and car as driver	2	4
Cairns - South	55-64	Bus and car as passenger	2	3
Cairns - South	55-64	Bus and other	2	5
Cairns - South	55-64	Car as driver	1	5997
Cairns - South	55-64	Car as passenger	1	336
Cairns - South	55-64	Did not go to work		716
Cairns - South	55-64	Ferry	1	3
Cairns - South	55-64	Method of travel not stated		59
Cairns - South	55-64	Motorbike scooter	1	81
Cairns - South	55-64	(Other)	1	56
Cairns - South	55-64	Other three methods	3	3
Cairns - South	55-64	Other two methods	2	44
Cairns - South	55-64	Taxi	1	23
Cairns - South	55-64	Tram includes light rail	1	3
Cairns - South	55-64	Truck	1	67
Cairns - South	55-64	Walked only	1	231
Cairns - South	55-64	Worked at home		346
Cairns - South	65-74	Bicycle	1	18
Cairns - South	65-74	Bus	1	21
Cairns - South	65-74	Bus and car as passenger	2	3
Cairns - South	65-74	Car as driver	1	1222
Cairns - South	65-74	Car as passenger	1	78
Cairns - South	65-74	Did not go to work		229
Cairns - South	65-74	Method of travel not stated		23
Cairns - South	65-74	Motorbike scooter	1	14
Cairns - South	65-74	(Other)	1	11
Cairns - South	65-74	Other two methods	2	14
Cairns - South	65-74	Taxi	1	3
Cairns - South	65-74	Truck	1	20
Cairns - South	65-74	Walked only	1	67
Cairns - South	65-74	Worked at home		175
Cairns - South	75+	Bicycle	1	3
Cairns - South	75+	Car as driver	1	101
Cairns - South	75+	Car as passenger	1	5
Cairns - South	75+	Did not go to work		19
Cairns - South	75+	Method of travel not stated		21
Cairns - South	75+	(Other)	1	3
Cairns - South	75+	Truck	1	3
Cairns - South	75+	Walked only	1	12
Cairns - South	75+	Worked at home		54
Innisfail - Cassowary Coast	15-24	Bicycle	1	16
Innisfail - Cassowary Coast	15-24	Bus	1	113
Innisfail - Cassowary Coast	15-24	Bus and car as driver	2	4
Innisfail - Cassowary Coast	15-24	Bus and car as passenger	2	7
Innisfail - Cassowary Coast	15-24	Car as driver	1	889
Innisfail - Cassowary Coast	15-24	Car as passenger	1	414
Innisfail - Cassowary Coast	15-24	Did not go to work		173
Innisfail - Cassowary Coast	15-24	Method of travel not stated		48
Innisfail - Cassowary Coast	15-24	Motorbike scooter	1	8
Innisfail - Cassowary Coast	15-24	(Other)	1	21
Innisfail - Cassowary Coast	15-24	Other two methods	2	13
Innisfail - Cassowary Coast	15-24	Taxi	1	4
Innisfail - Cassowary Coast	15-24	Walked only	1	94
Innisfail - Cassowary Coast	15-24	Worked at home		21
Innisfail - Cassowary Coast	25-34	Bicycle	1	17
Innisfail - Cassowary Coast	25-34	Bus	1	138
Innisfail - Cassowary Coast	25-34	Bus and car as driver	2	3
Innisfail - Cassowary Coast	25-34	Bus and car as passenger	2	4
Innisfail - Cassowary Coast	25-34	Car as driver	1	1385
Innisfail - Cassowary Coast	25-34	Car as passenger	1	245
Innisfail - Cassowary Coast	25-34	Did not go to work		161
Innisfail - Cassowary Coast	25-34	Method of travel not stated		50
Innisfail - Cassowary Coast	25-34	Motorbike scooter	1	9
Innisfail - Cassowary Coast	25-34	(Other)	1	21
Innisfail - Cassowary Coast	25-34	Other two methods	2	14
Innisfail - Cassowary Coast	25-34	Truck	1	14
Innisfail - Cassowary Coast	25-34	Walked only	1	121
Innisfail - Cassowary Coast	25-34	Worked at home		75
Innisfail - Cassowary Coast	35-44	Bicycle	1	14
Innisfail - Cassowary Coast	35-44	Bus	1	38
Innisfail - Cassowary Coast	35-44	Car as driver	1	1565
Innisfail - Cassowary Coast	35-44	Car as passenger	1	133
Innisfail - Cassowary Coast	35-44	Did not go to work		162
Innisfail - Cassowary Coast	35-44	Method of travel not stated		27
Innisfail - Cassowary Coast	35-44	Motorbike scooter	1	9
Innisfail - Cassowary Coast	35-44	(Other)	1	25
Innisfail - Cassowary Coast	35-44	Other two methods	2	11
Innisfail - Cassowary Coast	35-44	Taxi	1	6
Innisfail - Cassowary Coast	35-44	Truck	1	19
Innisfail - Cassowary Coast	35-44	Walked only	1	124
Innisfail - Cassowary Coast	35-44	Worked at home		140
Innisfail - Cassowary Coast	45-54	Bicycle	1	17
Innisfail - Cassowary Coast	45-54	Bus	1	43
Innisfail - Cassowary Coast	45-54	Bus and car as driver	2	9
Innisfail - Cassowary Coast	45-54	Bus and car as passenger	2	3
Innisfail - Cassowary Coast	45-54	Car as driver	1	2057
Innisfail - Cassowary Coast	45-54	Car as passenger	1	149
Innisfail - Cassowary Coast	45-54	Did not go to work		205
Innisfail - Cassowary Coast	45-54	Method of travel not stated		42
Innisfail - Cassowary Coast	45-54	Motorbike scooter	1	17
Innisfail - Cassowary Coast	45-54	(Other)	1	18
Innisfail - Cassowary Coast	45-54	Other two methods	2	14
Innisfail - Cassowary Coast	45-54	Taxi	1	8
Innisfail - Cassowary Coast	45-54	Truck	1	36
Innisfail - Cassowary Coast	45-54	Walked only	1	151
Innisfail - Cassowary Coast	45-54	Worked at home		208
Innisfail - Cassowary Coast	55-64	Bicycle	1	25
Innisfail - Cassowary Coast	55-64	Bus	1	37
Innisfail - Cassowary Coast	55-64	Bus and car as driver	2	4
Innisfail - Cassowary Coast	55-64	Car as driver	1	1720
Innisfail - Cassowary Coast	55-64	Car as passenger	1	103
Innisfail - Cassowary Coast	55-64	Did not go to work		237
Innisfail - Cassowary Coast	55-64	Method of travel not stated		27
Innisfail - Cassowary Coast	55-64	Motorbike scooter	1	19
Innisfail - Cassowary Coast	55-64	(Other)	1	20
Innisfail - Cassowary Coast	55-64	Other two methods	2	16
Innisfail - Cassowary Coast	55-64	Taxi	1	3
Innisfail - Cassowary Coast	55-64	Truck	1	27
Innisfail - Cassowary Coast	55-64	Walked only	1	189
Innisfail - Cassowary Coast	55-64	Worked at home		236
Innisfail - Cassowary Coast	65-74	Bus	1	7
Innisfail - Cassowary Coast	65-74	Car as driver	1	354
Innisfail - Cassowary Coast	65-74	Car as passenger	1	21
Innisfail - Cassowary Coast	65-74	Did not go to work		82
Innisfail - Cassowary Coast	65-74	Method of travel not stated		26
Innisfail - Cassowary Coast	65-74	Motorbike scooter	1	7
Innisfail - Cassowary Coast	65-74	(Other)	1	16
Innisfail - Cassowary Coast	65-74	Taxi	1	7
Innisfail - Cassowary Coast	65-74	Truck	1	11
Innisfail - Cassowary Coast	65-74	Walked only	1	59
Innisfail - Cassowary Coast	65-74	Worked at home		154
Innisfail - Cassowary Coast	75+	Car as driver	1	43
Innisfail - Cassowary Coast	75+	Car as passenger	1	6
Innisfail - Cassowary Coast	75+	Did not go to work		17
Innisfail - Cassowary Coast	75+	Method of travel not stated		4
Innisfail - Cassowary Coast	75+	Motorbike scooter	1	3
Innisfail - Cassowary Coast	75+	Truck	1	11
Innisfail - Cassowary Coast	75+	Walked only	1	18
Innisfail - Cassowary Coast	75+	Worked at home		55
Port Douglas - Daintree	15-24	Bicycle	1	47
Port Douglas - Daintree	15-24	Bus	1	14
Port Douglas - Daintree	15-24	Car as driver	1	278
Port Douglas - Daintree	15-24	Car as passenger	1	90
Port Douglas - Daintree	15-24	Did not go to work		87
Port Douglas - Daintree	15-24	Method of travel not stated		15
Port Douglas - Daintree	15-24	Motorbike scooter	1	3
Port Douglas - Daintree	15-24	(Other)	1	3
Port Douglas - Daintree	15-24	Other two methods	2	4
Port Douglas - Daintree	15-24	Taxi	1	5
Port Douglas - Daintree	15-24	Walked only	1	87
Port Douglas - Daintree	15-24	Worked at home		7
Port Douglas - Daintree	25-34	Bicycle	1	83
Port Douglas - Daintree	25-34	Bus	1	12
Port Douglas - Daintree	25-34	Car as driver	1	623
Port Douglas - Daintree	25-34	Car as passenger	1	69
Port Douglas - Daintree	25-34	Did not go to work		111
Port Douglas - Daintree	25-34	Method of travel not stated		9
Port Douglas - Daintree	25-34	Motorbike scooter	1	13
Port Douglas - Daintree	25-34	(Other)	1	14
Port Douglas - Daintree	25-34	Other two methods	2	7
Port Douglas - Daintree	25-34	Truck	1	9
Port Douglas - Daintree	25-34	Walked only	1	129
Port Douglas - Daintree	25-34	Worked at home		16
Port Douglas - Daintree	35-44	Bicycle	1	36
Port Douglas - Daintree	35-44	Bus	1	7
Port Douglas - Daintree	35-44	Car as driver	1	742
Port Douglas - Daintree	35-44	Car as passenger	1	50
Port Douglas - Daintree	35-44	Did not go to work		77
Port Douglas - Daintree	35-44	Method of travel not stated		18
Port Douglas - Daintree	35-44	Motorbike scooter	1	13
Port Douglas - Daintree	35-44	(Other)	1	3
Port Douglas - Daintree	35-44	Other two methods	2	5
Port Douglas - Daintree	35-44	Truck	1	8
Port Douglas - Daintree	35-44	Walked only	1	64
Port Douglas - Daintree	35-44	Worked at home		82
Port Douglas - Daintree	45-54	Bicycle	1	25
Port Douglas - Daintree	45-54	Bus	1	5
Port Douglas - Daintree	45-54	Car as driver	1	868
Port Douglas - Daintree	45-54	Car as passenger	1	58
Port Douglas - Daintree	45-54	Did not go to work		119
Port Douglas - Daintree	45-54	Method of travel not stated		18
Port Douglas - Daintree	45-54	Motorbike scooter	1	12
Port Douglas - Daintree	45-54	(Other)	1	14
Port Douglas - Daintree	45-54	Other two methods	2	7
Port Douglas - Daintree	45-54	Truck	1	4
Port Douglas - Daintree	45-54	Walked only	1	91
Port Douglas - Daintree	45-54	Worked at home		97
Port Douglas - Daintree	55-64	Bicycle	1	14
Port Douglas - Daintree	55-64	Car as driver	1	628
Port Douglas - Daintree	55-64	Car as passenger	1	39
Port Douglas - Daintree	55-64	Did not go to work		99
Port Douglas - Daintree	55-64	Method of travel not stated		8
Port Douglas - Daintree	55-64	Motorbike scooter	1	18
Port Douglas - Daintree	55-64	(Other)	1	16
Port Douglas - Daintree	55-64	Other two methods	2	8
Port Douglas - Daintree	55-64	Truck	1	15
Port Douglas - Daintree	55-64	Walked only	1	76
Port Douglas - Daintree	55-64	Worked at home		121
Port Douglas - Daintree	65-74	Bicycle	1	5
Port Douglas - Daintree	65-74	Car as driver	1	155
Port Douglas - Daintree	65-74	Car as passenger	1	7
Port Douglas - Daintree	65-74	Did not go to work		27
Port Douglas - Daintree	65-74	Method of travel not stated		5
Port Douglas - Daintree	65-74	(Other)	1	5
Port Douglas - Daintree	65-74	Walked only	1	17
Port Douglas - Daintree	65-74	Worked at home		67
Port Douglas - Daintree	75+	Car as driver	1	15
Port Douglas - Daintree	75+	Car as passenger	1	6
Port Douglas - Daintree	75+	Did not go to work		8
Port Douglas - Daintree	75+	(Other)	1	5
Port Douglas - Daintree	75+	Walked only	1	5
Port Douglas - Daintree	75+	Worked at home		27
Tablelands (East) - Kuranda	15-24	Bicycle	1	14
Tablelands (East) - Kuranda	15-24	Bus	1	71
Tablelands (East) - Kuranda	15-24	Bus and car as passenger	2	3
Tablelands (East) - Kuranda	15-24	Car as driver	1	1013
Tablelands (East) - Kuranda	15-24	Car as passenger	1	418
Tablelands (East) - Kuranda	15-24	Did not go to work		257
Tablelands (East) - Kuranda	15-24	Method of travel not stated		30
Tablelands (East) - Kuranda	15-24	Motorbike scooter	1	4
Tablelands (East) - Kuranda	15-24	(Other)	1	8
Tablelands (East) - Kuranda	15-24	Other two methods	2	6
Tablelands (East) - Kuranda	15-24	Walked only	1	120
Tablelands (East) - Kuranda	15-24	Worked at home		34
Tablelands (East) - Kuranda	25-34	Bicycle	1	11
Tablelands (East) - Kuranda	25-34	Bus	1	56
Tablelands (East) - Kuranda	25-34	Bus and car as driver	2	3
Tablelands (East) - Kuranda	25-34	Car as driver	1	1499
Tablelands (East) - Kuranda	25-34	Car as passenger	1	140
Tablelands (East) - Kuranda	25-34	Did not go to work		207
Tablelands (East) - Kuranda	25-34	Method of travel not stated		26
Tablelands (East) - Kuranda	25-34	Motorbike scooter	1	17
Tablelands (East) - Kuranda	25-34	(Other)	1	19
Tablelands (East) - Kuranda	25-34	Other two methods	2	19
Tablelands (East) - Kuranda	25-34	Taxi	1	3
Tablelands (East) - Kuranda	25-34	Train	1	3
Tablelands (East) - Kuranda	25-34	Truck	1	17
Tablelands (East) - Kuranda	25-34	Walked only	1	98
Tablelands (East) - Kuranda	25-34	Worked at home		111
Tablelands (East) - Kuranda	35-44	Bicycle	1	13
Tablelands (East) - Kuranda	35-44	Bus	1	19
Tablelands (East) - Kuranda	35-44	Car as driver	1	1941
Tablelands (East) - Kuranda	35-44	Car as passenger	1	92
Tablelands (East) - Kuranda	35-44	Did not go to work		201
Tablelands (East) - Kuranda	35-44	Method of travel not stated		38
Tablelands (East) - Kuranda	35-44	Motorbike scooter	1	8
Tablelands (East) - Kuranda	35-44	(Other)	1	16
Tablelands (East) - Kuranda	35-44	Other two methods	2	20
Tablelands (East) - Kuranda	35-44	Truck	1	19
Tablelands (East) - Kuranda	35-44	Walked only	1	98
Tablelands (East) - Kuranda	35-44	Worked at home		185
Tablelands (East) - Kuranda	45-54	Bicycle	1	33
Tablelands (East) - Kuranda	45-54	Bus	1	8
Tablelands (East) - Kuranda	45-54	Bus and car as driver	2	6
Tablelands (East) - Kuranda	45-54	Car as driver	1	2343
Tablelands (East) - Kuranda	45-54	Car as passenger	1	115
Tablelands (East) - Kuranda	45-54	Did not go to work		267
Tablelands (East) - Kuranda	45-54	Method of travel not stated		30
Tablelands (East) - Kuranda	45-54	Motorbike scooter	1	26
Tablelands (East) - Kuranda	45-54	(Other)	1	33
Tablelands (East) - Kuranda	45-54	Other two methods	2	15
Tablelands (East) - Kuranda	45-54	Truck	1	43
Tablelands (East) - Kuranda	45-54	Walked only	1	155
Tablelands (East) - Kuranda	45-54	Worked at home		322
Tablelands (East) - Kuranda	55-64	Bicycle	1	11
Tablelands (East) - Kuranda	55-64	Bus	1	7
Tablelands (East) - Kuranda	55-64	Car as driver	1	1885
Tablelands (East) - Kuranda	55-64	Car as passenger	1	89
Tablelands (East) - Kuranda	55-64	Did not go to work		281
Tablelands (East) - Kuranda	55-64	Method of travel not stated		31
Tablelands (East) - Kuranda	55-64	Motorbike scooter	1	27
Tablelands (East) - Kuranda	55-64	(Other)	1	29
Tablelands (East) - Kuranda	55-64	Other two methods	2	9
Tablelands (East) - Kuranda	55-64	Taxi	1	3
Tablelands (East) - Kuranda	55-64	Truck	1	52
Tablelands (East) - Kuranda	55-64	Walked only	1	176
Tablelands (East) - Kuranda	55-64	Worked at home		321
Tablelands (East) - Kuranda	65-74	Bus	1	3
Tablelands (East) - Kuranda	65-74	Car as driver	1	441
Tablelands (East) - Kuranda	65-74	Car as passenger	1	29
Tablelands (East) - Kuranda	65-74	Did not go to work		96
Tablelands (East) - Kuranda	65-74	Method of travel not stated		24
Tablelands (East) - Kuranda	65-74	Motorbike scooter	1	9
Tablelands (East) - Kuranda	65-74	(Other)	1	12
Tablelands (East) - Kuranda	65-74	Other two methods	2	3
Tablelands (East) - Kuranda	65-74	Truck	1	11
Tablelands (East) - Kuranda	65-74	Walked only	1	65
Tablelands (East) - Kuranda	65-74	Worked at home		227
Tablelands (East) - Kuranda	75+	Car as driver	1	48
Tablelands (East) - Kuranda	75+	Car as passenger	1	7
Tablelands (East) - Kuranda	75+	Did not go to work		21
Tablelands (East) - Kuranda	75+	Method of travel not stated		15
Tablelands (East) - Kuranda	75+	(Other)	1	8
Tablelands (East) - Kuranda	75+	Walked only	1	17
Tablelands (East) - Kuranda	75+	Worked at home		62
Darling Downs (West) - Maranoa	15-24	Bicycle	1	29
Darling Downs (West) - Maranoa	15-24	Bus	1	28
Darling Downs (West) - Maranoa	15-24	Bus and car as driver	2	4
Darling Downs (West) - Maranoa	15-24	Car as driver	1	1465
Darling Downs (West) - Maranoa	15-24	Car as passenger	1	448
Darling Downs (West) - Maranoa	15-24	Did not go to work		345
Darling Downs (West) - Maranoa	15-24	Method of travel not stated		51
Darling Downs (West) - Maranoa	15-24	Motorbike scooter	1	14
Darling Downs (West) - Maranoa	15-24	(Other)	1	28
Darling Downs (West) - Maranoa	15-24	Other three methods	3	3
Darling Downs (West) - Maranoa	15-24	Other two methods	2	21
Darling Downs (West) - Maranoa	15-24	Taxi	1	8
Darling Downs (West) - Maranoa	15-24	Train	1	3
Darling Downs (West) - Maranoa	15-24	Train and bus	2	3
Darling Downs (West) - Maranoa	15-24	Truck	1	14
Darling Downs (West) - Maranoa	15-24	Walked only	1	247
Darling Downs (West) - Maranoa	15-24	Worked at home		98
Darling Downs (West) - Maranoa	25-34	Bicycle	1	36
Darling Downs (West) - Maranoa	25-34	Bus	1	72
Darling Downs (West) - Maranoa	25-34	Bus and car as driver	2	3
Darling Downs (West) - Maranoa	25-34	Bus and two other methods excludes train	3	6
Darling Downs (West) - Maranoa	25-34	Car as driver	1	2921
Darling Downs (West) - Maranoa	25-34	Car as passenger	1	275
Darling Downs (West) - Maranoa	25-34	Did not go to work		515
Darling Downs (West) - Maranoa	25-34	Method of travel not stated		34
Darling Downs (West) - Maranoa	25-34	Motorbike scooter	1	17
Darling Downs (West) - Maranoa	25-34	(Other)	1	85
Darling Downs (West) - Maranoa	25-34	Other three methods	3	15
Darling Downs (West) - Maranoa	25-34	Other two methods	2	42
Darling Downs (West) - Maranoa	25-34	Taxi	1	4
Darling Downs (West) - Maranoa	25-34	Train	1	3
Darling Downs (West) - Maranoa	25-34	Train and other	2	4
Darling Downs (West) - Maranoa	25-34	Train and two other methods	3	12
Darling Downs (West) - Maranoa	25-34	Tram includes light rail	1	3
Darling Downs (West) - Maranoa	25-34	Truck	1	68
Darling Downs (West) - Maranoa	25-34	Walked only	1	363
Darling Downs (West) - Maranoa	25-34	Worked at home		271
Darling Downs (West) - Maranoa	35-44	Bicycle	1	25
Darling Downs (West) - Maranoa	35-44	Bus	1	71
Darling Downs (West) - Maranoa	35-44	Bus and car as driver	2	9
Darling Downs (West) - Maranoa	35-44	Bus and car as passenger	2	3
Darling Downs (West) - Maranoa	35-44	Bus and other	2	4
Darling Downs (West) - Maranoa	35-44	Bus and two other methods excludes train	3	8
Darling Downs (West) - Maranoa	35-44	Car as driver	1	2846
Darling Downs (West) - Maranoa	35-44	Car as passenger	1	176
Darling Downs (West) - Maranoa	35-44	Did not go to work		449
Darling Downs (West) - Maranoa	35-44	Method of travel not stated		54
Darling Downs (West) - Maranoa	35-44	Motorbike scooter	1	23
Darling Downs (West) - Maranoa	35-44	(Other)	1	88
Darling Downs (West) - Maranoa	35-44	Other three methods	3	6
Darling Downs (West) - Maranoa	35-44	Other two methods	2	27
Darling Downs (West) - Maranoa	35-44	Taxi	1	7
Darling Downs (West) - Maranoa	35-44	Train	1	3
Darling Downs (West) - Maranoa	35-44	Train and bus	2	5
Darling Downs (West) - Maranoa	35-44	Train and two other methods	3	5
Darling Downs (West) - Maranoa	35-44	Truck	1	80
Darling Downs (West) - Maranoa	35-44	Walked only	1	256
Darling Downs (West) - Maranoa	35-44	Worked at home		433
Darling Downs (West) - Maranoa	45-54	Bicycle	1	32
Darling Downs (West) - Maranoa	45-54	Bus	1	57
Darling Downs (West) - Maranoa	45-54	Bus and car as driver	2	3
Darling Downs (West) - Maranoa	45-54	Bus and car as passenger	2	3
Darling Downs (West) - Maranoa	45-54	Bus and two other methods excludes train	3	12
Darling Downs (West) - Maranoa	45-54	Car as driver	1	2936
Darling Downs (West) - Maranoa	45-54	Car as passenger	1	173
Darling Downs (West) - Maranoa	45-54	Did not go to work		455
Darling Downs (West) - Maranoa	45-54	Method of travel not stated		70
Darling Downs (West) - Maranoa	45-54	Motorbike scooter	1	25
Darling Downs (West) - Maranoa	45-54	(Other)	1	121
Darling Downs (West) - Maranoa	45-54	Other three methods	3	4
Darling Downs (West) - Maranoa	45-54	Other two methods	2	44
Darling Downs (West) - Maranoa	45-54	Train and car as driver	2	4
Darling Downs (West) - Maranoa	45-54	Train and other	2	3
Darling Downs (West) - Maranoa	45-54	Train and two other methods	3	8
Darling Downs (West) - Maranoa	45-54	Truck	1	94
Darling Downs (West) - Maranoa	45-54	Walked only	1	337
Darling Downs (West) - Maranoa	45-54	Worked at home		601
Darling Downs (West) - Maranoa	55-64	Bicycle	1	23
Darling Downs (West) - Maranoa	55-64	Bus	1	36
Darling Downs (West) - Maranoa	55-64	Bus and other	2	3
Darling Downs (West) - Maranoa	55-64	Bus and two other methods excludes train	3	8
Darling Downs (West) - Maranoa	55-64	Car as driver	1	1945
Darling Downs (West) - Maranoa	55-64	Car as passenger	1	131
Darling Downs (West) - Maranoa	55-64	Did not go to work		358
Darling Downs (West) - Maranoa	55-64	Method of travel not stated		47
Darling Downs (West) - Maranoa	55-64	Motorbike scooter	1	30
Darling Downs (West) - Maranoa	55-64	(Other)	1	82
Darling Downs (West) - Maranoa	55-64	Other three methods	3	11
Darling Downs (West) - Maranoa	55-64	Other two methods	2	27
Darling Downs (West) - Maranoa	55-64	Taxi	1	3
Darling Downs (West) - Maranoa	55-64	Truck	1	76
Darling Downs (West) - Maranoa	55-64	Walked only	1	324
Darling Downs (West) - Maranoa	55-64	Worked at home		624
Darling Downs (West) - Maranoa	65-74	Bicycle	1	4
Darling Downs (West) - Maranoa	65-74	Bus	1	10
Darling Downs (West) - Maranoa	65-74	Car as driver	1	442
Darling Downs (West) - Maranoa	65-74	Car as passenger	1	31
Darling Downs (West) - Maranoa	65-74	Did not go to work		106
Darling Downs (West) - Maranoa	65-74	Method of travel not stated		21
Darling Downs (West) - Maranoa	65-74	Motorbike scooter	1	15
Darling Downs (West) - Maranoa	65-74	(Other)	1	27
Darling Downs (West) - Maranoa	65-74	Other two methods	2	14
Darling Downs (West) - Maranoa	65-74	Train	1	3
Darling Downs (West) - Maranoa	65-74	Truck	1	24
Darling Downs (West) - Maranoa	65-74	Walked only	1	110
Darling Downs (West) - Maranoa	65-74	Worked at home		437
Darling Downs (West) - Maranoa	75+	Car as driver	1	76
Darling Downs (West) - Maranoa	75+	Car as passenger	1	6
Darling Downs (West) - Maranoa	75+	Did not go to work		28
Darling Downs (West) - Maranoa	75+	Method of travel not stated		17
Darling Downs (West) - Maranoa	75+	Motorbike scooter	1	3
Darling Downs (West) - Maranoa	75+	(Other)	1	16
Darling Downs (West) - Maranoa	75+	Other two methods	2	4
Darling Downs (West) - Maranoa	75+	Truck	1	15
Darling Downs (West) - Maranoa	75+	Walked only	1	27
Darling Downs (West) - Maranoa	75+	Worked at home		185
Darling Downs - East	15-24	Bicycle	1	32
Darling Downs - East	15-24	Bus	1	6
Darling Downs - East	15-24	Bus and car as passenger	2	4
Darling Downs - East	15-24	Car as driver	1	1601
Darling Downs - East	15-24	Car as passenger	1	416
Darling Downs - East	15-24	Did not go to work		333
Darling Downs - East	15-24	Method of travel not stated		50
Darling Downs - East	15-24	Motorbike scooter	1	14
Darling Downs - East	15-24	(Other)	1	10
Darling Downs - East	15-24	Other two methods	2	23
Darling Downs - East	15-24	Taxi	1	3
Darling Downs - East	15-24	Truck	1	16
Darling Downs - East	15-24	Walked only	1	161
