SA3_NAME16	Age	EmploymentStatus	workers
The Gap - Enoggera	45-49	Contributing family workers	20
The Gap - Enoggera	45-49	Employee	1396
The Gap - Enoggera	45-49	Owner managers of incorporated enterprises	169
The Gap - Enoggera	45-49	Owner managers of unincorporated enterprises	171
The Gap - Enoggera	45-49	Status in employment not stated	4
The Gap - Enoggera	50-54	Contributing family workers	13
The Gap - Enoggera	50-54	Employee	1160
The Gap - Enoggera	50-54	Owner managers of incorporated enterprises	128
The Gap - Enoggera	50-54	Owner managers of unincorporated enterprises	126
The Gap - Enoggera	50-54	Status in employment not stated	6
The Gap - Enoggera	55-59	Contributing family workers	12
The Gap - Enoggera	55-59	Employee	995
The Gap - Enoggera	55-59	Owner managers of incorporated enterprises	95
The Gap - Enoggera	55-59	Owner managers of unincorporated enterprises	109
The Gap - Enoggera	55-59	Status in employment not stated	6
The Gap - Enoggera	60-64	Contributing family workers	12
The Gap - Enoggera	60-64	Employee	628
The Gap - Enoggera	60-64	Owner managers of incorporated enterprises	89
The Gap - Enoggera	60-64	Owner managers of unincorporated enterprises	123
The Gap - Enoggera	60-64	Status in employment not stated	13
The Gap - Enoggera	65-69	Contributing family workers	12
The Gap - Enoggera	65-69	Employee	255
The Gap - Enoggera	65-69	Owner managers of incorporated enterprises	53
The Gap - Enoggera	65-69	Owner managers of unincorporated enterprises	58
The Gap - Enoggera	65-69	Status in employment not stated	4
The Gap - Enoggera	70-74	Contributing family workers	4
The Gap - Enoggera	70-74	Employee	69
The Gap - Enoggera	70-74	Owner managers of incorporated enterprises	23
The Gap - Enoggera	70-74	Owner managers of unincorporated enterprises	33
The Gap - Enoggera	75+	Contributing family workers	8
The Gap - Enoggera	75+	Employee	25
The Gap - Enoggera	75+	Owner managers of incorporated enterprises	9
The Gap - Enoggera	75+	Owner managers of unincorporated enterprises	14
The Gap - Enoggera	75+	Status in employment not stated	3
Brisbane Inner	15-19	Contributing family workers	22
Brisbane Inner	15-19	Employee	5090
Brisbane Inner	15-19	Owner managers of incorporated enterprises	12
Brisbane Inner	15-19	Owner managers of unincorporated enterprises	47
Brisbane Inner	15-19	Status in employment not stated	33
Brisbane Inner	20-24	Contributing family workers	31
Brisbane Inner	20-24	Employee	19737
Brisbane Inner	20-24	Owner managers of incorporated enterprises	84
Brisbane Inner	20-24	Owner managers of unincorporated enterprises	200
Brisbane Inner	20-24	Status in employment not stated	94
Brisbane Inner	25-29	Contributing family workers	48
Brisbane Inner	25-29	Employee	26201
Brisbane Inner	25-29	Owner managers of incorporated enterprises	314
Brisbane Inner	25-29	Owner managers of unincorporated enterprises	414
Brisbane Inner	25-29	Status in employment not stated	106
Brisbane Inner	30-34	Contributing family workers	60
Brisbane Inner	30-34	Employee	27917
Brisbane Inner	30-34	Owner managers of incorporated enterprises	691
Brisbane Inner	30-34	Owner managers of unincorporated enterprises	521
Brisbane Inner	30-34	Status in employment not stated	118
Brisbane Inner	35-39	Contributing family workers	71
Brisbane Inner	35-39	Employee	24371
Brisbane Inner	35-39	Owner managers of incorporated enterprises	876
Brisbane Inner	35-39	Owner managers of unincorporated enterprises	605
Brisbane Inner	35-39	Status in employment not stated	99
Brisbane Inner	40-44	Contributing family workers	85
Brisbane Inner	40-44	Employee	23020
Brisbane Inner	40-44	Owner managers of incorporated enterprises	1072
Brisbane Inner	40-44	Owner managers of unincorporated enterprises	683
Brisbane Inner	40-44	Status in employment not stated	97
Brisbane Inner	45-49	Contributing family workers	81
Brisbane Inner	45-49	Employee	20198
Brisbane Inner	45-49	Owner managers of incorporated enterprises	1093
Brisbane Inner	45-49	Owner managers of unincorporated enterprises	690
Brisbane Inner	45-49	Status in employment not stated	126
Brisbane Inner	50-54	Contributing family workers	61
Brisbane Inner	50-54	Employee	16224
Brisbane Inner	50-54	Owner managers of incorporated enterprises	979
Brisbane Inner	50-54	Owner managers of unincorporated enterprises	625
Brisbane Inner	50-54	Status in employment not stated	82
Brisbane Inner	55-59	Contributing family workers	62
Brisbane Inner	55-59	Employee	12379
Brisbane Inner	55-59	Owner managers of incorporated enterprises	771
Brisbane Inner	55-59	Owner managers of unincorporated enterprises	514
Brisbane Inner	55-59	Status in employment not stated	91
Brisbane Inner	60-64	Contributing family workers	57
Brisbane Inner	60-64	Employee	6989
Brisbane Inner	60-64	Owner managers of incorporated enterprises	559
Brisbane Inner	60-64	Owner managers of unincorporated enterprises	402
Brisbane Inner	60-64	Status in employment not stated	85
Brisbane Inner	65-69	Contributing family workers	47
Brisbane Inner	65-69	Employee	2496
Brisbane Inner	65-69	Owner managers of incorporated enterprises	309
Brisbane Inner	65-69	Owner managers of unincorporated enterprises	214
Brisbane Inner	65-69	Status in employment not stated	32
Brisbane Inner	70-74	Contributing family workers	44
Brisbane Inner	70-74	Employee	560
Brisbane Inner	70-74	Owner managers of incorporated enterprises	139
Brisbane Inner	70-74	Owner managers of unincorporated enterprises	113
Brisbane Inner	70-74	Status in employment not stated	26
Brisbane Inner	75+	Contributing family workers	43
Brisbane Inner	75+	Employee	194
Brisbane Inner	75+	Owner managers of incorporated enterprises	64
Brisbane Inner	75+	Owner managers of unincorporated enterprises	61
Brisbane Inner	75+	Status in employment not stated	38
Brisbane Inner - East	15-19	Contributing family workers	3
Brisbane Inner - East	15-19	Employee	737
Brisbane Inner - East	15-19	Owner managers of incorporated enterprises	4
Brisbane Inner - East	15-19	Owner managers of unincorporated enterprises	15
Brisbane Inner - East	15-19	Status in employment not stated	5
Brisbane Inner - East	20-24	Contributing family workers	8
Brisbane Inner - East	20-24	Employee	1559
Brisbane Inner - East	20-24	Owner managers of incorporated enterprises	12
Brisbane Inner - East	20-24	Owner managers of unincorporated enterprises	31
Brisbane Inner - East	20-24	Status in employment not stated	9
Brisbane Inner - East	25-29	Contributing family workers	5
Brisbane Inner - East	25-29	Employee	1543
Brisbane Inner - East	25-29	Owner managers of incorporated enterprises	64
Brisbane Inner - East	25-29	Owner managers of unincorporated enterprises	78
Brisbane Inner - East	25-29	Status in employment not stated	5
Brisbane Inner - East	30-34	Contributing family workers	19
Brisbane Inner - East	30-34	Employee	1467
Brisbane Inner - East	30-34	Owner managers of incorporated enterprises	127
Brisbane Inner - East	30-34	Owner managers of unincorporated enterprises	116
Brisbane Inner - East	30-34	Status in employment not stated	12
Brisbane Inner - East	35-39	Contributing family workers	31
Brisbane Inner - East	35-39	Employee	1252
Brisbane Inner - East	35-39	Owner managers of incorporated enterprises	209
Brisbane Inner - East	35-39	Owner managers of unincorporated enterprises	150
Brisbane Inner - East	35-39	Status in employment not stated	7
Brisbane Inner - East	40-44	Contributing family workers	34
Brisbane Inner - East	40-44	Employee	1246
Brisbane Inner - East	40-44	Owner managers of incorporated enterprises	263
Brisbane Inner - East	40-44	Owner managers of unincorporated enterprises	157
Brisbane Inner - East	40-44	Status in employment not stated	3
Brisbane Inner - East	45-49	Contributing family workers	23
Brisbane Inner - East	45-49	Employee	1151
Brisbane Inner - East	45-49	Owner managers of incorporated enterprises	230
Brisbane Inner - East	45-49	Owner managers of unincorporated enterprises	157
Brisbane Inner - East	45-49	Status in employment not stated	10
Brisbane Inner - East	50-54	Contributing family workers	23
Brisbane Inner - East	50-54	Employee	966
Brisbane Inner - East	50-54	Owner managers of incorporated enterprises	232
Brisbane Inner - East	50-54	Owner managers of unincorporated enterprises	135
Brisbane Inner - East	50-54	Status in employment not stated	4
Brisbane Inner - East	55-59	Contributing family workers	22
Brisbane Inner - East	55-59	Employee	731
Brisbane Inner - East	55-59	Owner managers of incorporated enterprises	157
Brisbane Inner - East	55-59	Owner managers of unincorporated enterprises	94
Brisbane Inner - East	55-59	Status in employment not stated	3
Brisbane Inner - East	60-64	Contributing family workers	25
Brisbane Inner - East	60-64	Employee	466
Brisbane Inner - East	60-64	Owner managers of incorporated enterprises	109
Brisbane Inner - East	60-64	Owner managers of unincorporated enterprises	65
Brisbane Inner - East	60-64	Status in employment not stated	6
Brisbane Inner - East	65-69	Contributing family workers	17
Brisbane Inner - East	65-69	Employee	200
Brisbane Inner - East	65-69	Owner managers of incorporated enterprises	63
Brisbane Inner - East	65-69	Owner managers of unincorporated enterprises	54
Brisbane Inner - East	65-69	Status in employment not stated	5
Brisbane Inner - East	70-74	Contributing family workers	3
Brisbane Inner - East	70-74	Employee	57
Brisbane Inner - East	70-74	Owner managers of incorporated enterprises	24
Brisbane Inner - East	70-74	Owner managers of unincorporated enterprises	17
Brisbane Inner - East	75+	Contributing family workers	5
Brisbane Inner - East	75+	Employee	25
Brisbane Inner - East	75+	Owner managers of incorporated enterprises	18
Brisbane Inner - East	75+	Owner managers of unincorporated enterprises	15
Brisbane Inner - North	15-19	Contributing family workers	21
Brisbane Inner - North	15-19	Employee	2256
Brisbane Inner - North	15-19	Owner managers of incorporated enterprises	7
Brisbane Inner - North	15-19	Owner managers of unincorporated enterprises	33
Brisbane Inner - North	15-19	Status in employment not stated	16
Brisbane Inner - North	20-24	Contributing family workers	18
Brisbane Inner - North	20-24	Employee	6020
Brisbane Inner - North	20-24	Owner managers of incorporated enterprises	47
Brisbane Inner - North	20-24	Owner managers of unincorporated enterprises	134
Brisbane Inner - North	20-24	Status in employment not stated	27
Brisbane Inner - North	25-29	Contributing family workers	21
Brisbane Inner - North	25-29	Employee	7471
Brisbane Inner - North	25-29	Owner managers of incorporated enterprises	175
Brisbane Inner - North	25-29	Owner managers of unincorporated enterprises	250
Brisbane Inner - North	25-29	Status in employment not stated	31
Brisbane Inner - North	30-34	Contributing family workers	35
Brisbane Inner - North	30-34	Employee	7732
Brisbane Inner - North	30-34	Owner managers of incorporated enterprises	352
Brisbane Inner - North	30-34	Owner managers of unincorporated enterprises	318
Brisbane Inner - North	30-34	Status in employment not stated	35
Brisbane Inner - North	35-39	Contributing family workers	42
Brisbane Inner - North	35-39	Employee	6713
Brisbane Inner - North	35-39	Owner managers of incorporated enterprises	432
Brisbane Inner - North	35-39	Owner managers of unincorporated enterprises	339
Brisbane Inner - North	35-39	Status in employment not stated	37
Brisbane Inner - North	40-44	Contributing family workers	51
Brisbane Inner - North	40-44	Employee	6461
Brisbane Inner - North	40-44	Owner managers of incorporated enterprises	513
Brisbane Inner - North	40-44	Owner managers of unincorporated enterprises	368
Brisbane Inner - North	40-44	Status in employment not stated	24
Brisbane Inner - North	45-49	Contributing family workers	65
Brisbane Inner - North	45-49	Employee	5866
Brisbane Inner - North	45-49	Owner managers of incorporated enterprises	642
Brisbane Inner - North	45-49	Owner managers of unincorporated enterprises	366
Brisbane Inner - North	45-49	Status in employment not stated	31
Brisbane Inner - North	50-54	Contributing family workers	67
Brisbane Inner - North	50-54	Employee	5033
Brisbane Inner - North	50-54	Owner managers of incorporated enterprises	509
Brisbane Inner - North	50-54	Owner managers of unincorporated enterprises	337
Brisbane Inner - North	50-54	Status in employment not stated	38
Brisbane Inner - North	55-59	Contributing family workers	57
Brisbane Inner - North	55-59	Employee	3963
Brisbane Inner - North	55-59	Owner managers of incorporated enterprises	391
Brisbane Inner - North	55-59	Owner managers of unincorporated enterprises	268
Brisbane Inner - North	55-59	Status in employment not stated	29
Brisbane Inner - North	60-64	Contributing family workers	55
Brisbane Inner - North	60-64	Employee	2473
Brisbane Inner - North	60-64	Owner managers of incorporated enterprises	287
Brisbane Inner - North	60-64	Owner managers of unincorporated enterprises	219
Brisbane Inner - North	60-64	Status in employment not stated	35
Brisbane Inner - North	65-69	Contributing family workers	51
Brisbane Inner - North	65-69	Employee	923
Brisbane Inner - North	65-69	Owner managers of incorporated enterprises	191
Brisbane Inner - North	65-69	Owner managers of unincorporated enterprises	143
Brisbane Inner - North	65-69	Status in employment not stated	19
Brisbane Inner - North	70-74	Contributing family workers	41
Brisbane Inner - North	70-74	Employee	261
Brisbane Inner - North	70-74	Owner managers of incorporated enterprises	81
Brisbane Inner - North	70-74	Owner managers of unincorporated enterprises	69
Brisbane Inner - North	70-74	Status in employment not stated	8
Brisbane Inner - North	75+	Contributing family workers	26
Brisbane Inner - North	75+	Employee	105
Brisbane Inner - North	75+	Owner managers of incorporated enterprises	25
Brisbane Inner - North	75+	Owner managers of unincorporated enterprises	35
Brisbane Inner - North	75+	Status in employment not stated	21
Brisbane Inner - West	15-19	Contributing family workers	12
Brisbane Inner - West	15-19	Employee	1790
Brisbane Inner - West	15-19	Owner managers of incorporated enterprises	4
Brisbane Inner - West	15-19	Owner managers of unincorporated enterprises	42
Brisbane Inner - West	15-19	Status in employment not stated	8
Brisbane Inner - West	20-24	Contributing family workers	10
Brisbane Inner - West	20-24	Employee	3992
Brisbane Inner - West	20-24	Owner managers of incorporated enterprises	30
Brisbane Inner - West	20-24	Owner managers of unincorporated enterprises	100
Brisbane Inner - West	20-24	Status in employment not stated	14
Brisbane Inner - West	25-29	Contributing family workers	12
Brisbane Inner - West	25-29	Employee	4080
Brisbane Inner - West	25-29	Owner managers of incorporated enterprises	126
Brisbane Inner - West	25-29	Owner managers of unincorporated enterprises	168
Brisbane Inner - West	25-29	Status in employment not stated	6
Brisbane Inner - West	30-34	Contributing family workers	33
Brisbane Inner - West	30-34	Employee	4048
Brisbane Inner - West	30-34	Owner managers of incorporated enterprises	224
Brisbane Inner - West	30-34	Owner managers of unincorporated enterprises	211
Brisbane Inner - West	30-34	Status in employment not stated	24
Brisbane Inner - West	35-39	Contributing family workers	38
Brisbane Inner - West	35-39	Employee	3500
Brisbane Inner - West	35-39	Owner managers of incorporated enterprises	289
Brisbane Inner - West	35-39	Owner managers of unincorporated enterprises	247
Brisbane Inner - West	35-39	Status in employment not stated	14
Brisbane Inner - West	40-44	Contributing family workers	30
Brisbane Inner - West	40-44	Employee	3334
Brisbane Inner - West	40-44	Owner managers of incorporated enterprises	417
Brisbane Inner - West	40-44	Owner managers of unincorporated enterprises	275
Brisbane Inner - West	40-44	Status in employment not stated	26
Brisbane Inner - West	45-49	Contributing family workers	39
Brisbane Inner - West	45-49	Employee	2995
Brisbane Inner - West	45-49	Owner managers of incorporated enterprises	475
Brisbane Inner - West	45-49	Owner managers of unincorporated enterprises	301
Brisbane Inner - West	45-49	Status in employment not stated	21
Brisbane Inner - West	50-54	Contributing family workers	30
Brisbane Inner - West	50-54	Employee	2619
Brisbane Inner - West	50-54	Owner managers of incorporated enterprises	393
Brisbane Inner - West	50-54	Owner managers of unincorporated enterprises	245
Brisbane Inner - West	50-54	Status in employment not stated	20
Brisbane Inner - West	55-59	Contributing family workers	32
Brisbane Inner - West	55-59	Employee	2030
Brisbane Inner - West	55-59	Owner managers of incorporated enterprises	345
Brisbane Inner - West	55-59	Owner managers of unincorporated enterprises	212
Brisbane Inner - West	55-59	Status in employment not stated	15
Brisbane Inner - West	60-64	Contributing family workers	27
Brisbane Inner - West	60-64	Employee	1287
Brisbane Inner - West	60-64	Owner managers of incorporated enterprises	232
Brisbane Inner - West	60-64	Owner managers of unincorporated enterprises	201
Brisbane Inner - West	60-64	Status in employment not stated	18
Brisbane Inner - West	65-69	Contributing family workers	27
Brisbane Inner - West	65-69	Employee	576
Brisbane Inner - West	65-69	Owner managers of incorporated enterprises	141
Brisbane Inner - West	65-69	Owner managers of unincorporated enterprises	94
Brisbane Inner - West	65-69	Status in employment not stated	11
Brisbane Inner - West	70-74	Contributing family workers	17
Brisbane Inner - West	70-74	Employee	169
Brisbane Inner - West	70-74	Owner managers of incorporated enterprises	46
Brisbane Inner - West	70-74	Owner managers of unincorporated enterprises	65
Brisbane Inner - West	75+	Contributing family workers	12
Brisbane Inner - West	75+	Employee	50
Brisbane Inner - West	75+	Owner managers of incorporated enterprises	24
Brisbane Inner - West	75+	Owner managers of unincorporated enterprises	22
Brisbane Inner - West	75+	Status in employment not stated	4
Cairns - North	15-19	Contributing family workers	11
Cairns - North	15-19	Employee	1030
Cairns - North	15-19	Owner managers of incorporated enterprises	3
Cairns - North	15-19	Owner managers of unincorporated enterprises	5
Cairns - North	15-19	Status in employment not stated	13
Cairns - North	20-24	Contributing family workers	7
Cairns - North	20-24	Employee	1013
Cairns - North	20-24	Owner managers of incorporated enterprises	5
Cairns - North	20-24	Owner managers of unincorporated enterprises	30
Cairns - North	20-24	Status in employment not stated	4
Cairns - North	25-29	Contributing family workers	3
Cairns - North	25-29	Employee	1014
Cairns - North	25-29	Owner managers of incorporated enterprises	23
Cairns - North	25-29	Owner managers of unincorporated enterprises	78
Cairns - North	25-29	Status in employment not stated	8
Cairns - North	30-34	Contributing family workers	17
Cairns - North	30-34	Employee	1142
Cairns - North	30-34	Owner managers of incorporated enterprises	65
Cairns - North	30-34	Owner managers of unincorporated enterprises	122
Cairns - North	30-34	Status in employment not stated	8
Cairns - North	35-39	Contributing family workers	22
Cairns - North	35-39	Employee	1199
Cairns - North	35-39	Owner managers of incorporated enterprises	79
Cairns - North	35-39	Owner managers of unincorporated enterprises	154
Cairns - North	35-39	Status in employment not stated	5
Cairns - North	40-44	Contributing family workers	23
Cairns - North	40-44	Employee	1281
Cairns - North	40-44	Owner managers of incorporated enterprises	141
Cairns - North	40-44	Owner managers of unincorporated enterprises	207
Cairns - North	40-44	Status in employment not stated	10
Cairns - North	45-49	Contributing family workers	39
Cairns - North	45-49	Employee	1244
Cairns - North	45-49	Owner managers of incorporated enterprises	149
Cairns - North	45-49	Owner managers of unincorporated enterprises	179
Cairns - North	45-49	Status in employment not stated	14
Cairns - North	50-54	Contributing family workers	28
Cairns - North	50-54	Employee	1213
Cairns - North	50-54	Owner managers of incorporated enterprises	143
Cairns - North	50-54	Owner managers of unincorporated enterprises	208
Cairns - North	50-54	Status in employment not stated	20
Cairns - North	55-59	Contributing family workers	29
Cairns - North	55-59	Employee	896
Cairns - North	55-59	Owner managers of incorporated enterprises	143
Cairns - North	55-59	Owner managers of unincorporated enterprises	189
Cairns - North	55-59	Status in employment not stated	10
Cairns - North	60-64	Contributing family workers	16
Cairns - North	60-64	Employee	636
Cairns - North	60-64	Owner managers of incorporated enterprises	67
Cairns - North	60-64	Owner managers of unincorporated enterprises	161
Cairns - North	60-64	Status in employment not stated	16
Cairns - North	65-69	Contributing family workers	22
Cairns - North	65-69	Employee	257
Cairns - North	65-69	Owner managers of incorporated enterprises	48
Cairns - North	65-69	Owner managers of unincorporated enterprises	98
Cairns - North	65-69	Status in employment not stated	12
Cairns - North	70-74	Contributing family workers	7
Cairns - North	70-74	Employee	86
Cairns - North	70-74	Owner managers of incorporated enterprises	21
Cairns - North	70-74	Owner managers of unincorporated enterprises	46
Cairns - North	70-74	Status in employment not stated	6
Cairns - North	75+	Employee	20
Cairns - North	75+	Owner managers of incorporated enterprises	12
Cairns - North	75+	Owner managers of unincorporated enterprises	10
Cairns - North	75+	Status in employment not stated	5
Cairns - South	15-19	Contributing family workers	13
Cairns - South	15-19	Employee	2811
Cairns - South	15-19	Owner managers of incorporated enterprises	3
Cairns - South	15-19	Owner managers of unincorporated enterprises	5
Cairns - South	15-19	Status in employment not stated	38
Cairns - South	20-24	Contributing family workers	12
Cairns - South	20-24	Employee	4314
Cairns - South	20-24	Owner managers of incorporated enterprises	20
Cairns - South	20-24	Owner managers of unincorporated enterprises	55
Cairns - South	20-24	Status in employment not stated	38
Cairns - South	25-29	Contributing family workers	23
Cairns - South	25-29	Employee	5016
Cairns - South	25-29	Owner managers of incorporated enterprises	76
Cairns - South	25-29	Owner managers of unincorporated enterprises	195
Cairns - South	25-29	Status in employment not stated	38
Cairns - South	30-34	Contributing family workers	34
Cairns - South	30-34	Employee	5157
Cairns - South	30-34	Owner managers of incorporated enterprises	211
Cairns - South	30-34	Owner managers of unincorporated enterprises	252
Cairns - South	30-34	Status in employment not stated	45
Cairns - South	35-39	Contributing family workers	47
Cairns - South	35-39	Employee	5042
Cairns - South	35-39	Owner managers of incorporated enterprises	326
Cairns - South	35-39	Owner managers of unincorporated enterprises	350
Cairns - South	35-39	Status in employment not stated	39
Cairns - South	40-44	Contributing family workers	82
Cairns - South	40-44	Employee	5352
Cairns - South	40-44	Owner managers of incorporated enterprises	421
Cairns - South	40-44	Owner managers of unincorporated enterprises	390
Cairns - South	40-44	Status in employment not stated	58
Cairns - South	45-49	Contributing family workers	74
Cairns - South	45-49	Employee	5241
Cairns - South	45-49	Owner managers of incorporated enterprises	490
Cairns - South	45-49	Owner managers of unincorporated enterprises	443
Cairns - South	45-49	Status in employment not stated	50
Cairns - South	50-54	Contributing family workers	60
Cairns - South	50-54	Employee	4595
Cairns - South	50-54	Owner managers of incorporated enterprises	476
Cairns - South	50-54	Owner managers of unincorporated enterprises	440
Cairns - South	50-54	Status in employment not stated	58
Cairns - South	55-59	Contributing family workers	57
Cairns - South	55-59	Employee	3942
Cairns - South	55-59	Owner managers of incorporated enterprises	448
Cairns - South	55-59	Owner managers of unincorporated enterprises	437
Cairns - South	55-59	Status in employment not stated	45
Cairns - South	60-64	Contributing family workers	63
Cairns - South	60-64	Employee	2547
Cairns - South	60-64	Owner managers of incorporated enterprises	320
Cairns - South	60-64	Owner managers of unincorporated enterprises	295
Cairns - South	60-64	Status in employment not stated	34
Cairns - South	65-69	Contributing family workers	63
Cairns - South	65-69	Employee	976
Cairns - South	65-69	Owner managers of incorporated enterprises	171
Cairns - South	65-69	Owner managers of unincorporated enterprises	193
Cairns - South	65-69	Status in employment not stated	26
Cairns - South	70-74	Contributing family workers	44
Cairns - South	70-74	Employee	245
Cairns - South	70-74	Owner managers of incorporated enterprises	80
Cairns - South	70-74	Owner managers of unincorporated enterprises	92
Cairns - South	70-74	Status in employment not stated	21
Cairns - South	75+	Contributing family workers	40
Cairns - South	75+	Employee	79
Cairns - South	75+	Owner managers of incorporated enterprises	36
Cairns - South	75+	Owner managers of unincorporated enterprises	49
Cairns - South	75+	Status in employment not stated	18
Innisfail - Cassowary Coast	15-19	Contributing family workers	12
Innisfail - Cassowary Coast	15-19	Employee	730
Innisfail - Cassowary Coast	15-19	Owner managers of incorporated enterprises	3
Innisfail - Cassowary Coast	15-19	Status in employment not stated	16
Innisfail - Cassowary Coast	20-24	Contributing family workers	5
Innisfail - Cassowary Coast	20-24	Employee	1023
Innisfail - Cassowary Coast	20-24	Owner managers of incorporated enterprises	11
Innisfail - Cassowary Coast	20-24	Owner managers of unincorporated enterprises	21
Innisfail - Cassowary Coast	20-24	Status in employment not stated	15
Innisfail - Cassowary Coast	25-29	Contributing family workers	10
Innisfail - Cassowary Coast	25-29	Employee	1042
Innisfail - Cassowary Coast	25-29	Owner managers of incorporated enterprises	18
Innisfail - Cassowary Coast	25-29	Owner managers of unincorporated enterprises	49
Innisfail - Cassowary Coast	25-29	Status in employment not stated	15
Innisfail - Cassowary Coast	30-34	Contributing family workers	27
Innisfail - Cassowary Coast	30-34	Employee	947
Innisfail - Cassowary Coast	30-34	Owner managers of incorporated enterprises	54
Innisfail - Cassowary Coast	30-34	Owner managers of unincorporated enterprises	80
Innisfail - Cassowary Coast	30-34	Status in employment not stated	16
Innisfail - Cassowary Coast	35-39	Contributing family workers	20
Innisfail - Cassowary Coast	35-39	Employee	859
Innisfail - Cassowary Coast	35-39	Owner managers of incorporated enterprises	75
Innisfail - Cassowary Coast	35-39	Owner managers of unincorporated enterprises	94
Innisfail - Cassowary Coast	35-39	Status in employment not stated	14
Innisfail - Cassowary Coast	40-44	Contributing family workers	49
Innisfail - Cassowary Coast	40-44	Employee	932
Innisfail - Cassowary Coast	40-44	Owner managers of incorporated enterprises	105
Innisfail - Cassowary Coast	40-44	Owner managers of unincorporated enterprises	117
Innisfail - Cassowary Coast	40-44	Status in employment not stated	11
Innisfail - Cassowary Coast	45-49	Contributing family workers	52
Innisfail - Cassowary Coast	45-49	Employee	1104
Innisfail - Cassowary Coast	45-49	Owner managers of incorporated enterprises	135
Innisfail - Cassowary Coast	45-49	Owner managers of unincorporated enterprises	139
Innisfail - Cassowary Coast	45-49	Status in employment not stated	24
Innisfail - Cassowary Coast	50-54	Contributing family workers	65
Innisfail - Cassowary Coast	50-54	Employee	1142
Innisfail - Cassowary Coast	50-54	Owner managers of incorporated enterprises	135
Innisfail - Cassowary Coast	50-54	Owner managers of unincorporated enterprises	156
Innisfail - Cassowary Coast	50-54	Status in employment not stated	20
Innisfail - Cassowary Coast	55-59	Contributing family workers	66
Innisfail - Cassowary Coast	55-59	Employee	1105
Innisfail - Cassowary Coast	55-59	Owner managers of incorporated enterprises	107
Innisfail - Cassowary Coast	55-59	Owner managers of unincorporated enterprises	201
Innisfail - Cassowary Coast	55-59	Status in employment not stated	22
Innisfail - Cassowary Coast	60-64	Contributing family workers	67
Innisfail - Cassowary Coast	60-64	Employee	758
Innisfail - Cassowary Coast	60-64	Owner managers of incorporated enterprises	99
Innisfail - Cassowary Coast	60-64	Owner managers of unincorporated enterprises	200
Innisfail - Cassowary Coast	60-64	Status in employment not stated	21
Innisfail - Cassowary Coast	65-69	Contributing family workers	69
Innisfail - Cassowary Coast	65-69	Employee	278
Innisfail - Cassowary Coast	65-69	Owner managers of incorporated enterprises	59
Innisfail - Cassowary Coast	65-69	Owner managers of unincorporated enterprises	101
Innisfail - Cassowary Coast	65-69	Status in employment not stated	11
Innisfail - Cassowary Coast	70-74	Contributing family workers	49
Innisfail - Cassowary Coast	70-74	Employee	77
Innisfail - Cassowary Coast	70-74	Owner managers of incorporated enterprises	30
Innisfail - Cassowary Coast	70-74	Owner managers of unincorporated enterprises	46
Innisfail - Cassowary Coast	70-74	Status in employment not stated	7
Innisfail - Cassowary Coast	75+	Contributing family workers	56
Innisfail - Cassowary Coast	75+	Employee	25
Innisfail - Cassowary Coast	75+	Owner managers of incorporated enterprises	19
Innisfail - Cassowary Coast	75+	Owner managers of unincorporated enterprises	53
Innisfail - Cassowary Coast	75+	Status in employment not stated	9
Port Douglas - Daintree	15-19	Contributing family workers	3
Port Douglas - Daintree	15-19	Employee	250
Port Douglas - Daintree	15-19	Owner managers of unincorporated enterprises	3
Port Douglas - Daintree	15-19	Status in employment not stated	3
Port Douglas - Daintree	20-24	Employee	378
Port Douglas - Daintree	20-24	Owner managers of incorporated enterprises	3
Port Douglas - Daintree	20-24	Owner managers of unincorporated enterprises	7
Port Douglas - Daintree	20-24	Status in employment not stated	3
Port Douglas - Daintree	25-29	Contributing family workers	3
Port Douglas - Daintree	25-29	Employee	510
Port Douglas - Daintree	25-29	Owner managers of incorporated enterprises	7
Port Douglas - Daintree	25-29	Owner managers of unincorporated enterprises	22
Port Douglas - Daintree	25-29	Status in employment not stated	4
Port Douglas - Daintree	30-34	Contributing family workers	8
Port Douglas - Daintree	30-34	Employee	493
Port Douglas - Daintree	30-34	Owner managers of incorporated enterprises	17
Port Douglas - Daintree	30-34	Owner managers of unincorporated enterprises	34
Port Douglas - Daintree	30-34	Status in employment not stated	4
Port Douglas - Daintree	35-39	Contributing family workers	12
Port Douglas - Daintree	35-39	Employee	412
Port Douglas - Daintree	35-39	Owner managers of incorporated enterprises	34
Port Douglas - Daintree	35-39	Owner managers of unincorporated enterprises	53
Port Douglas - Daintree	35-39	Status in employment not stated	6
Port Douglas - Daintree	40-44	Contributing family workers	14
Port Douglas - Daintree	40-44	Employee	419
Port Douglas - Daintree	40-44	Owner managers of incorporated enterprises	53
Port Douglas - Daintree	40-44	Owner managers of unincorporated enterprises	89
Port Douglas - Daintree	40-44	Status in employment not stated	14
Port Douglas - Daintree	45-49	Contributing family workers	18
Port Douglas - Daintree	45-49	Employee	464
Port Douglas - Daintree	45-49	Owner managers of incorporated enterprises	76
Port Douglas - Daintree	45-49	Owner managers of unincorporated enterprises	80
Port Douglas - Daintree	45-49	Status in employment not stated	11
Port Douglas - Daintree	50-54	Contributing family workers	13
Port Douglas - Daintree	50-54	Employee	500
Port Douglas - Daintree	50-54	Owner managers of incorporated enterprises	71
Port Douglas - Daintree	50-54	Owner managers of unincorporated enterprises	91
