SA4_NAME16	CountryOfBirth	EmploymentStatus	Sex	workers
Melbourne - North East	ZWE	Owner managers of unincorporated enterprises	M	3
Melbourne - North West		Contributing family workers	F	58
Melbourne - North West		Contributing family workers	M	67
Melbourne - North West		Employee	F	3128
Melbourne - North West		Employee	M	5329
Melbourne - North West		Owner managers of incorporated enterprises	F	195
Melbourne - North West		Owner managers of incorporated enterprises	M	548
Melbourne - North West		Owner managers of unincorporated enterprises	F	226
Melbourne - North West		Owner managers of unincorporated enterprises	M	406
Melbourne - North West		Status in employment not stated	F	108
Melbourne - North West		Status in employment not stated	M	170
Melbourne - North West	AUS	Contributing family workers	F	490
Melbourne - North West	AUS	Contributing family workers	M	412
Melbourne - North West	AUS	Employee	F	34110
Melbourne - North West	AUS	Employee	M	41599
Melbourne - North West	AUS	Owner managers of incorporated enterprises	F	1495
Melbourne - North West	AUS	Owner managers of incorporated enterprises	M	4580
Melbourne - North West	AUS	Owner managers of unincorporated enterprises	F	1697
Melbourne - North West	AUS	Owner managers of unincorporated enterprises	M	2736
Melbourne - North West	AUS	Status in employment not stated	F	367
Melbourne - North West	AUS	Status in employment not stated	M	542
Melbourne - North West	CAN	Employee	F	85
Melbourne - North West	CAN	Employee	M	94
Melbourne - North West	CAN	Owner managers of incorporated enterprises	M	13
Melbourne - North West	CAN	Owner managers of unincorporated enterprises	F	4
Melbourne - North West	CAN	Owner managers of unincorporated enterprises	M	4
Melbourne - North West	CHN	Contributing family workers	F	48
Melbourne - North West	CHN	Contributing family workers	M	46
Melbourne - North West	CHN	Employee	F	735
Melbourne - North West	CHN	Employee	M	779
Melbourne - North West	CHN	Owner managers of incorporated enterprises	F	99
Melbourne - North West	CHN	Owner managers of incorporated enterprises	M	157
Melbourne - North West	CHN	Owner managers of unincorporated enterprises	F	63
Melbourne - North West	CHN	Owner managers of unincorporated enterprises	M	77
Melbourne - North West	CHN	Status in employment not stated	M	3
Melbourne - North West	HRV	Contributing family workers	F	3
Melbourne - North West	HRV	Contributing family workers	M	13
Melbourne - North West	HRV	Employee	F	172
Melbourne - North West	HRV	Employee	M	196
Melbourne - North West	HRV	Owner managers of incorporated enterprises	F	15
Melbourne - North West	HRV	Owner managers of incorporated enterprises	M	39
Melbourne - North West	HRV	Owner managers of unincorporated enterprises	F	12
Melbourne - North West	HRV	Owner managers of unincorporated enterprises	M	18
Melbourne - North West	HRV	Status in employment not stated	F	3
Melbourne - North West	HRV	Status in employment not stated	M	8
Melbourne - North West	EGY	Contributing family workers	F	3
Melbourne - North West	EGY	Contributing family workers	M	4
Melbourne - North West	EGY	Employee	F	145
Melbourne - North West	EGY	Employee	M	232
Melbourne - North West	EGY	Owner managers of incorporated enterprises	F	21
Melbourne - North West	EGY	Owner managers of incorporated enterprises	M	60
Melbourne - North West	EGY	Owner managers of unincorporated enterprises	F	13
Melbourne - North West	EGY	Owner managers of unincorporated enterprises	M	38
Melbourne - North West	EGY	Status in employment not stated	F	3
Melbourne - North West	EGY	Status in employment not stated	M	7
Melbourne - North West	FJI	Contributing family workers	M	6
Melbourne - North West	FJI	Employee	F	242
Melbourne - North West	FJI	Employee	M	323
Melbourne - North West	FJI	Owner managers of incorporated enterprises	F	7
Melbourne - North West	FJI	Owner managers of incorporated enterprises	M	19
Melbourne - North West	FJI	Owner managers of unincorporated enterprises	M	13
Melbourne - North West	MKD	Contributing family workers	F	4
Melbourne - North West	MKD	Contributing family workers	M	3
Melbourne - North West	MKD	Employee	F	302
Melbourne - North West	MKD	Employee	M	532
Melbourne - North West	MKD	Owner managers of incorporated enterprises	F	14
Melbourne - North West	MKD	Owner managers of incorporated enterprises	M	71
Melbourne - North West	MKD	Owner managers of unincorporated enterprises	F	11
Melbourne - North West	MKD	Owner managers of unincorporated enterprises	M	18
Melbourne - North West	MKD	Status in employment not stated	M	6
Melbourne - North West	DEU	Contributing family workers	F	3
Melbourne - North West	DEU	Contributing family workers	M	3
Melbourne - North West	DEU	Employee	F	146
Melbourne - North West	DEU	Employee	M	205
Melbourne - North West	DEU	Owner managers of incorporated enterprises	F	8
Melbourne - North West	DEU	Owner managers of incorporated enterprises	M	23
Melbourne - North West	DEU	Owner managers of unincorporated enterprises	F	10
Melbourne - North West	DEU	Owner managers of unincorporated enterprises	M	18
Melbourne - North West	DEU	Status in employment not stated	F	8
Melbourne - North West	DEU	Status in employment not stated	M	3
Melbourne - North West	GRC	Contributing family workers	F	5
Melbourne - North West	GRC	Contributing family workers	M	5
Melbourne - North West	GRC	Employee	F	190
Melbourne - North West	GRC	Employee	M	398
Melbourne - North West	GRC	Owner managers of incorporated enterprises	F	26
Melbourne - North West	GRC	Owner managers of incorporated enterprises	M	89
Melbourne - North West	GRC	Owner managers of unincorporated enterprises	F	19
Melbourne - North West	GRC	Owner managers of unincorporated enterprises	M	46
Melbourne - North West	GRC	Status in employment not stated	F	6
Melbourne - North West	GRC	Status in employment not stated	M	11
Melbourne - North West	HKG	Contributing family workers	M	3
Melbourne - North West	HKG	Employee	F	105
Melbourne - North West	HKG	Employee	M	158
Melbourne - North West	HKG	Owner managers of incorporated enterprises	F	10
Melbourne - North West	HKG	Owner managers of incorporated enterprises	M	16
Melbourne - North West	HKG	Owner managers of unincorporated enterprises	M	5
Melbourne - North West	HKG	Status in employment not stated	F	3
Melbourne - North West	IND	Contributing family workers	F	30
Melbourne - North West	IND	Contributing family workers	M	31
Melbourne - North West	IND	Employee	F	1823
Melbourne - North West	IND	Employee	M	3963
Melbourne - North West	IND	Owner managers of incorporated enterprises	F	77
Melbourne - North West	IND	Owner managers of incorporated enterprises	M	431
Melbourne - North West	IND	Owner managers of unincorporated enterprises	F	85
Melbourne - North West	IND	Owner managers of unincorporated enterprises	M	277
Melbourne - North West	IND	Status in employment not stated	F	18
Melbourne - North West	IND	Status in employment not stated	M	71
Melbourne - North West	IDN	Contributing family workers	F	6
Melbourne - North West	IDN	Contributing family workers	M	3
Melbourne - North West	IDN	Employee	F	106
Melbourne - North West	IDN	Employee	M	147
Melbourne - North West	IDN	Owner managers of incorporated enterprises	F	3
Melbourne - North West	IDN	Owner managers of incorporated enterprises	M	8
Melbourne - North West	IDN	Owner managers of unincorporated enterprises	F	8
Melbourne - North West	IDN	Owner managers of unincorporated enterprises	M	9
Melbourne - North West	IRN	Contributing family workers	M	3
Melbourne - North West	IRN	Employee	F	113
Melbourne - North West	IRN	Employee	M	292
Melbourne - North West	IRN	Owner managers of incorporated enterprises	F	3
Melbourne - North West	IRN	Owner managers of incorporated enterprises	M	20
Melbourne - North West	IRN	Owner managers of unincorporated enterprises	F	6
Melbourne - North West	IRN	Owner managers of unincorporated enterprises	M	28
Melbourne - North West	IRN	Status in employment not stated	M	4
Melbourne - North West	IRQ	Contributing family workers	F	28
Melbourne - North West	IRQ	Contributing family workers	M	28
Melbourne - North West	IRQ	Employee	F	476
Melbourne - North West	IRQ	Employee	M	891
Melbourne - North West	IRQ	Owner managers of incorporated enterprises	F	42
Melbourne - North West	IRQ	Owner managers of incorporated enterprises	M	180
Melbourne - North West	IRQ	Owner managers of unincorporated enterprises	F	116
Melbourne - North West	IRQ	Owner managers of unincorporated enterprises	M	220
Melbourne - North West	IRQ	Status in employment not stated	F	16
Melbourne - North West	IRQ	Status in employment not stated	M	25
Melbourne - North West	IRL	Employee	F	106
Melbourne - North West	IRL	Employee	M	240
Melbourne - North West	IRL	Owner managers of incorporated enterprises	F	8
Melbourne - North West	IRL	Owner managers of incorporated enterprises	M	27
Melbourne - North West	IRL	Owner managers of unincorporated enterprises	F	9
Melbourne - North West	IRL	Owner managers of unincorporated enterprises	M	9
Melbourne - North West	ITA	Contributing family workers	F	15
Melbourne - North West	ITA	Contributing family workers	M	37
Melbourne - North West	ITA	Employee	F	545
Melbourne - North West	ITA	Employee	M	956
Melbourne - North West	ITA	Owner managers of incorporated enterprises	F	73
Melbourne - North West	ITA	Owner managers of incorporated enterprises	M	254
Melbourne - North West	ITA	Owner managers of unincorporated enterprises	F	36
Melbourne - North West	ITA	Owner managers of unincorporated enterprises	M	116
Melbourne - North West	ITA	Status in employment not stated	F	9
Melbourne - North West	ITA	Status in employment not stated	M	29
Melbourne - North West	JPN	Employee	F	73
Melbourne - North West	JPN	Employee	M	41
Melbourne - North West	JPN	Owner managers of incorporated enterprises	M	4
Melbourne - North West	JPN	Owner managers of unincorporated enterprises	F	4
Melbourne - North West	JPN	Owner managers of unincorporated enterprises	M	3
Melbourne - North West	LBN	Contributing family workers	F	16
Melbourne - North West	LBN	Contributing family workers	M	23
Melbourne - North West	LBN	Employee	F	271
Melbourne - North West	LBN	Employee	M	466
Melbourne - North West	LBN	Owner managers of incorporated enterprises	F	32
Melbourne - North West	LBN	Owner managers of incorporated enterprises	M	158
Melbourne - North West	LBN	Owner managers of unincorporated enterprises	F	108
Melbourne - North West	LBN	Owner managers of unincorporated enterprises	M	194
Melbourne - North West	LBN	Status in employment not stated	F	15
Melbourne - North West	LBN	Status in employment not stated	M	29
Melbourne - North West	MYS	Contributing family workers	F	3
Melbourne - North West	MYS	Contributing family workers	M	3
Melbourne - North West	MYS	Employee	F	263
Melbourne - North West	MYS	Employee	M	318
Melbourne - North West	MYS	Owner managers of incorporated enterprises	F	21
Melbourne - North West	MYS	Owner managers of incorporated enterprises	M	31
Melbourne - North West	MYS	Owner managers of unincorporated enterprises	F	9
Melbourne - North West	MYS	Owner managers of unincorporated enterprises	M	23
Melbourne - North West	MYS	Status in employment not stated	M	3
Melbourne - North West	MLT	Contributing family workers	F	3
Melbourne - North West	MLT	Contributing family workers	M	4
Melbourne - North West	MLT	Employee	F	176
Melbourne - North West	MLT	Employee	M	296
Melbourne - North West	MLT	Owner managers of incorporated enterprises	F	15
Melbourne - North West	MLT	Owner managers of incorporated enterprises	M	37
Melbourne - North West	MLT	Owner managers of unincorporated enterprises	F	19
Melbourne - North West	MLT	Owner managers of unincorporated enterprises	M	26
Melbourne - North West	MLT	Status in employment not stated	F	3
Melbourne - North West	MLT	Status in employment not stated	M	6
Melbourne - North West	NLD	Employee	F	53
Melbourne - North West	NLD	Employee	M	65
Melbourne - North West	NLD	Owner managers of incorporated enterprises	F	4
Melbourne - North West	NLD	Owner managers of incorporated enterprises	M	11
Melbourne - North West	NLD	Owner managers of unincorporated enterprises	F	5
Melbourne - North West	NLD	Owner managers of unincorporated enterprises	M	6
Melbourne - North West	NZL	Contributing family workers	F	10
Melbourne - North West	NZL	Contributing family workers	M	6
Melbourne - North West	NZL	Employee	F	999
Melbourne - North West	NZL	Employee	M	1514
Melbourne - North West	NZL	Owner managers of incorporated enterprises	F	48
Melbourne - North West	NZL	Owner managers of incorporated enterprises	M	82
Melbourne - North West	NZL	Owner managers of unincorporated enterprises	F	47
Melbourne - North West	NZL	Owner managers of unincorporated enterprises	M	43
Melbourne - North West	NZL	Status in employment not stated	F	9
Melbourne - North West	NZL	Status in employment not stated	M	18
Melbourne - North West	PAK	Contributing family workers	F	8
Melbourne - North West	PAK	Contributing family workers	M	9
Melbourne - North West	PAK	Employee	F	146
Melbourne - North West	PAK	Employee	M	848
Melbourne - North West	PAK	Owner managers of incorporated enterprises	F	17
Melbourne - North West	PAK	Owner managers of incorporated enterprises	M	99
Melbourne - North West	PAK	Owner managers of unincorporated enterprises	F	68
Melbourne - North West	PAK	Owner managers of unincorporated enterprises	M	144
Melbourne - North West	PAK	Status in employment not stated	F	3
Melbourne - North West	PAK	Status in employment not stated	M	22
Melbourne - North West	PHL	Contributing family workers	F	4
Melbourne - North West	PHL	Contributing family workers	M	8
Melbourne - North West	PHL	Employee	F	1000
Melbourne - North West	PHL	Employee	M	1028
Melbourne - North West	PHL	Owner managers of incorporated enterprises	F	12
Melbourne - North West	PHL	Owner managers of incorporated enterprises	M	16
Melbourne - North West	PHL	Owner managers of unincorporated enterprises	F	15
Melbourne - North West	PHL	Owner managers of unincorporated enterprises	M	18
Melbourne - North West	PHL	Status in employment not stated	F	8
Melbourne - North West	PHL	Status in employment not stated	M	10
Melbourne - North West	POL	Contributing family workers	F	3
Melbourne - North West	POL	Employee	F	124
Melbourne - North West	POL	Employee	M	138
Melbourne - North West	POL	Owner managers of incorporated enterprises	F	3
Melbourne - North West	POL	Owner managers of incorporated enterprises	M	21
Melbourne - North West	POL	Owner managers of unincorporated enterprises	M	15
Melbourne - North West	POL	Status in employment not stated	F	3
Melbourne - North West	POL	Status in employment not stated	M	3
Melbourne - North West	SGP	Employee	F	116
Melbourne - North West	SGP	Employee	M	139
Melbourne - North West	SGP	Owner managers of incorporated enterprises	F	3
Melbourne - North West	SGP	Owner managers of incorporated enterprises	M	11
Melbourne - North West	SGP	Owner managers of unincorporated enterprises	F	14
Melbourne - North West	SGP	Owner managers of unincorporated enterprises	M	12
Melbourne - North West	ZAF	Contributing family workers	F	3
Melbourne - North West	ZAF	Employee	F	170
Melbourne - North West	ZAF	Employee	M	238
Melbourne - North West	ZAF	Owner managers of incorporated enterprises	F	5
Melbourne - North West	ZAF	Owner managers of incorporated enterprises	M	19
Melbourne - North West	ZAF	Owner managers of unincorporated enterprises	F	8
Melbourne - North West	ZAF	Owner managers of unincorporated enterprises	M	19
Melbourne - North West	KOR	Contributing family workers	M	4
Melbourne - North West	KOR	Employee	F	61
Melbourne - North West	KOR	Employee	M	112
Melbourne - North West	KOR	Owner managers of incorporated enterprises	M	8
Melbourne - North West	KOR	Owner managers of unincorporated enterprises	F	3
Melbourne - North West	KOR	Owner managers of unincorporated enterprises	M	8
Melbourne - North West	LKA	Contributing family workers	F	9
Melbourne - North West	LKA	Contributing family workers	M	14
Melbourne - North West	LKA	Employee	F	627
Melbourne - North West	LKA	Employee	M	1149
Melbourne - North West	LKA	Owner managers of incorporated enterprises	F	28
Melbourne - North West	LKA	Owner managers of incorporated enterprises	M	94
Melbourne - North West	LKA	Owner managers of unincorporated enterprises	F	58
Melbourne - North West	LKA	Owner managers of unincorporated enterprises	M	47
Melbourne - North West	LKA	Status in employment not stated	F	13
Melbourne - North West	LKA	Status in employment not stated	M	20
Melbourne - North West	THA	Contributing family workers	F	4
Melbourne - North West	THA	Employee	F	185
Melbourne - North West	THA	Employee	M	125
Melbourne - North West	THA	Owner managers of incorporated enterprises	F	5
Melbourne - North West	THA	Owner managers of incorporated enterprises	M	3
Melbourne - North West	THA	Owner managers of unincorporated enterprises	F	10
Melbourne - North West	THA	Owner managers of unincorporated enterprises	M	4
Melbourne - North West	TUR	Contributing family workers	F	19
Melbourne - North West	TUR	Contributing family workers	M	41
Melbourne - North West	TUR	Employee	F	564
Melbourne - North West	TUR	Employee	M	684
Melbourne - North West	TUR	Owner managers of incorporated enterprises	F	57
Melbourne - North West	TUR	Owner managers of incorporated enterprises	M	256
Melbourne - North West	TUR	Owner managers of unincorporated enterprises	F	47
Melbourne - North West	TUR	Owner managers of unincorporated enterprises	M	232
Melbourne - North West	TUR	Status in employment not stated	F	11
Melbourne - North West	TUR	Status in employment not stated	M	36
Melbourne - North West	GBR	Contributing family workers	F	14
Melbourne - North West	GBR	Contributing family workers	M	23
Melbourne - North West	GBR	Employee	F	1198
Melbourne - North West	GBR	Employee	M	1948
Melbourne - North West	GBR	Owner managers of incorporated enterprises	F	71
Melbourne - North West	GBR	Owner managers of incorporated enterprises	M	199
Melbourne - North West	GBR	Owner managers of unincorporated enterprises	F	66
Melbourne - North West	GBR	Owner managers of unincorporated enterprises	M	132
Melbourne - North West	GBR	Status in employment not stated	F	13
Melbourne - North West	GBR	Status in employment not stated	M	5
Melbourne - North West	USA	Contributing family workers	F	5
Melbourne - North West	USA	Employee	F	124
Melbourne - North West	USA	Employee	M	165
Melbourne - North West	USA	Owner managers of incorporated enterprises	F	9
Melbourne - North West	USA	Owner managers of incorporated enterprises	M	21
Melbourne - North West	USA	Owner managers of unincorporated enterprises	F	6
Melbourne - North West	USA	Owner managers of unincorporated enterprises	M	4
Melbourne - North West	VNM	Contributing family workers	F	16
Melbourne - North West	VNM	Contributing family workers	M	18
Melbourne - North West	VNM	Employee	F	1030
Melbourne - North West	VNM	Employee	M	1489
Melbourne - North West	VNM	Owner managers of incorporated enterprises	F	46
Melbourne - North West	VNM	Owner managers of incorporated enterprises	M	91
Melbourne - North West	VNM	Owner managers of unincorporated enterprises	F	80
Melbourne - North West	VNM	Owner managers of unincorporated enterprises	M	78
Melbourne - North West	VNM	Status in employment not stated	F	21
Melbourne - North West	VNM	Status in employment not stated	M	18
Melbourne - North West	ZWE	Contributing family workers	M	3
Melbourne - North West	ZWE	Employee	F	49
Melbourne - North West	ZWE	Employee	M	79
Melbourne - North West	ZWE	Owner managers of incorporated enterprises	M	8
Melbourne - North West	ZWE	Owner managers of unincorporated enterprises	M	3
Melbourne - Outer East		Contributing family workers	F	88
Melbourne - Outer East		Contributing family workers	M	83
Melbourne - Outer East		Employee	F	3532
Melbourne - Outer East		Employee	M	4187
Melbourne - Outer East		Owner managers of incorporated enterprises	F	250
Melbourne - Outer East		Owner managers of incorporated enterprises	M	478
Melbourne - Outer East		Owner managers of unincorporated enterprises	F	308
Melbourne - Outer East		Owner managers of unincorporated enterprises	M	433
Melbourne - Outer East		Status in employment not stated	F	74
Melbourne - Outer East		Status in employment not stated	M	120
Melbourne - Outer East	AUS	Contributing family workers	F	934
Melbourne - Outer East	AUS	Contributing family workers	M	666
Melbourne - Outer East	AUS	Employee	F	53886
Melbourne - Outer East	AUS	Employee	M	46730
Melbourne - Outer East	AUS	Owner managers of incorporated enterprises	F	2827
Melbourne - Outer East	AUS	Owner managers of incorporated enterprises	M	7271
Melbourne - Outer East	AUS	Owner managers of unincorporated enterprises	F	3708
Melbourne - Outer East	AUS	Owner managers of unincorporated enterprises	M	5390
Melbourne - Outer East	AUS	Status in employment not stated	F	444
Melbourne - Outer East	AUS	Status in employment not stated	M	561
Melbourne - Outer East	CAN	Contributing family workers	F	3
Melbourne - Outer East	CAN	Contributing family workers	M	6
Melbourne - Outer East	CAN	Employee	F	126
Melbourne - Outer East	CAN	Employee	M	119
Melbourne - Outer East	CAN	Owner managers of incorporated enterprises	F	8
Melbourne - Outer East	CAN	Owner managers of incorporated enterprises	M	13
Melbourne - Outer East	CAN	Owner managers of unincorporated enterprises	F	18
Melbourne - Outer East	CAN	Owner managers of unincorporated enterprises	M	16
Melbourne - Outer East	CHN	Contributing family workers	F	210
Melbourne - Outer East	CHN	Contributing family workers	M	175
Melbourne - Outer East	CHN	Employee	F	1853
Melbourne - Outer East	CHN	Employee	M	1608
Melbourne - Outer East	CHN	Owner managers of incorporated enterprises	F	376
Melbourne - Outer East	CHN	Owner managers of incorporated enterprises	M	519
Melbourne - Outer East	CHN	Owner managers of unincorporated enterprises	F	243
Melbourne - Outer East	CHN	Owner managers of unincorporated enterprises	M	304
Melbourne - Outer East	CHN	Status in employment not stated	F	12
Melbourne - Outer East	CHN	Status in employment not stated	M	13
Melbourne - Outer East	HRV	Contributing family workers	F	3
Melbourne - Outer East	HRV	Employee	F	84
Melbourne - Outer East	HRV	Employee	M	85
Melbourne - Outer East	HRV	Owner managers of incorporated enterprises	F	9
Melbourne - Outer East	HRV	Owner managers of incorporated enterprises	M	15
Melbourne - Outer East	HRV	Owner managers of unincorporated enterprises	F	4
Melbourne - Outer East	HRV	Owner managers of unincorporated enterprises	M	14
Melbourne - Outer East	HRV	Status in employment not stated	M	3
Melbourne - Outer East	EGY	Contributing family workers	F	6
Melbourne - Outer East	EGY	Contributing family workers	M	3
Melbourne - Outer East	EGY	Employee	F	83
Melbourne - Outer East	EGY	Employee	M	107
Melbourne - Outer East	EGY	Owner managers of incorporated enterprises	F	14
Melbourne - Outer East	EGY	Owner managers of incorporated enterprises	M	42
Melbourne - Outer East	EGY	Owner managers of unincorporated enterprises	F	6
Melbourne - Outer East	EGY	Owner managers of unincorporated enterprises	M	26
Melbourne - Outer East	FJI	Contributing family workers	M	4
Melbourne - Outer East	FJI	Employee	F	155
Melbourne - Outer East	FJI	Employee	M	157
Melbourne - Outer East	FJI	Owner managers of incorporated enterprises	F	7
Melbourne - Outer East	FJI	Owner managers of incorporated enterprises	M	20
Melbourne - Outer East	FJI	Owner managers of unincorporated enterprises	M	12
Melbourne - Outer East	FJI	Status in employment not stated	M	8
Melbourne - Outer East	MKD	Employee	F	26
Melbourne - Outer East	MKD	Employee	M	57
Melbourne - Outer East	MKD	Owner managers of incorporated enterprises	F	3
Melbourne - Outer East	MKD	Owner managers of incorporated enterprises	M	9
Melbourne - Outer East	MKD	Status in employment not stated	M	3
Melbourne - Outer East	DEU	Contributing family workers	F	17
Melbourne - Outer East	DEU	Contributing family workers	M	11
Melbourne - Outer East	DEU	Employee	F	314
Melbourne - Outer East	DEU	Employee	M	289
Melbourne - Outer East	DEU	Owner managers of incorporated enterprises	F	33
Melbourne - Outer East	DEU	Owner managers of incorporated enterprises	M	64
Melbourne - Outer East	DEU	Owner managers of unincorporated enterprises	F	44
Melbourne - Outer East	DEU	Owner managers of unincorporated enterprises	M	62
Melbourne - Outer East	DEU	Status in employment not stated	F	6
Melbourne - Outer East	DEU	Status in employment not stated	M	8
Melbourne - Outer East	GRC	Contributing family workers	F	7
Melbourne - Outer East	GRC	Contributing family workers	M	9
Melbourne - Outer East	GRC	Employee	F	130
Melbourne - Outer East	GRC	Employee	M	185
Melbourne - Outer East	GRC	Owner managers of incorporated enterprises	F	10
Melbourne - Outer East	GRC	Owner managers of incorporated enterprises	M	46
Melbourne - Outer East	GRC	Owner managers of unincorporated enterprises	F	12
Melbourne - Outer East	GRC	Owner managers of unincorporated enterprises	M	39
Melbourne - Outer East	GRC	Status in employment not stated	F	3
Melbourne - Outer East	HKG	Contributing family workers	F	11
Melbourne - Outer East	HKG	Contributing family workers	M	14
Melbourne - Outer East	HKG	Employee	F	404
Melbourne - Outer East	HKG	Employee	M	403
Melbourne - Outer East	HKG	Owner managers of incorporated enterprises	F	30
Melbourne - Outer East	HKG	Owner managers of incorporated enterprises	M	61
Melbourne - Outer East	HKG	Owner managers of unincorporated enterprises	F	39
Melbourne - Outer East	HKG	Owner managers of unincorporated enterprises	M	54
Melbourne - Outer East	HKG	Status in employment not stated	M	5
Melbourne - Outer East	IND	Contributing family workers	F	24
Melbourne - Outer East	IND	Contributing family workers	M	44
Melbourne - Outer East	IND	Employee	F	1714
Melbourne - Outer East	IND	Employee	M	2675
Melbourne - Outer East	IND	Owner managers of incorporated enterprises	F	72
Melbourne - Outer East	IND	Owner managers of incorporated enterprises	M	219
Melbourne - Outer East	IND	Owner managers of unincorporated enterprises	F	49
Melbourne - Outer East	IND	Owner managers of unincorporated enterprises	M	144
Melbourne - Outer East	IND	Status in employment not stated	F	12
Melbourne - Outer East	IND	Status in employment not stated	M	27
Melbourne - Outer East	IDN	Contributing family workers	F	13
Melbourne - Outer East	IDN	Contributing family workers	M	6
Melbourne - Outer East	IDN	Employee	F	249
Melbourne - Outer East	IDN	Employee	M	178
Melbourne - Outer East	IDN	Owner managers of incorporated enterprises	F	5
Melbourne - Outer East	IDN	Owner managers of incorporated enterprises	M	23
Melbourne - Outer East	IDN	Owner managers of unincorporated enterprises	F	21
Melbourne - Outer East	IDN	Owner managers of unincorporated enterprises	M	11
Melbourne - Outer East	IRN	Contributing family workers	F	3
Melbourne - Outer East	IRN	Contributing family workers	M	6
Melbourne - Outer East	IRN	Employee	F	187
Melbourne - Outer East	IRN	Employee	M	235
Melbourne - Outer East	IRN	Owner managers of incorporated enterprises	F	11
Melbourne - Outer East	IRN	Owner managers of incorporated enterprises	M	37
Melbourne - Outer East	IRN	Owner managers of unincorporated enterprises	F	13
Melbourne - Outer East	IRN	Owner managers of unincorporated enterprises	M	38
Melbourne - Outer East	IRN	Status in employment not stated	M	5
Melbourne - Outer East	IRQ	Contributing family workers	M	4
Melbourne - Outer East	IRQ	Employee	F	35
Melbourne - Outer East	IRQ	Employee	M	43
Melbourne - Outer East	IRQ	Owner managers of incorporated enterprises	M	11
Melbourne - Outer East	IRQ	Owner managers of unincorporated enterprises	M	3
Melbourne - Outer East	IRL	Contributing family workers	F	4
Melbourne - Outer East	IRL	Employee	F	183
Melbourne - Outer East	IRL	Employee	M	214
Melbourne - Outer East	IRL	Owner managers of incorporated enterprises	F	6
Melbourne - Outer East	IRL	Owner managers of incorporated enterprises	M	27
Melbourne - Outer East	IRL	Owner managers of unincorporated enterprises	F	4
Melbourne - Outer East	IRL	Owner managers of unincorporated enterprises	M	17
Melbourne - Outer East	IRL	Status in employment not stated	M	4
Melbourne - Outer East	ITA	Contributing family workers	F	22
Melbourne - Outer East	ITA	Contributing family workers	M	38
Melbourne - Outer East	ITA	Employee	F	218
Melbourne - Outer East	ITA	Employee	M	339
Melbourne - Outer East	ITA	Owner managers of incorporated enterprises	F	34
Melbourne - Outer East	ITA	Owner managers of incorporated enterprises	M	109
Melbourne - Outer East	ITA	Owner managers of unincorporated enterprises	F	25
Melbourne - Outer East	ITA	Owner managers of unincorporated enterprises	M	86
Melbourne - Outer East	ITA	Status in employment not stated	F	5
Melbourne - Outer East	ITA	Status in employment not stated	M	12
Melbourne - Outer East	JPN	Employee	F	84
Melbourne - Outer East	JPN	Employee	M	45
Melbourne - Outer East	JPN	Owner managers of incorporated enterprises	F	6
Melbourne - Outer East	JPN	Owner managers of incorporated enterprises	M	6
Melbourne - Outer East	JPN	Owner managers of unincorporated enterprises	F	14
Melbourne - Outer East	JPN	Owner managers of unincorporated enterprises	M	11
Melbourne - Outer East	LBN	Contributing family workers	F	3
Melbourne - Outer East	LBN	Employee	F	39
Melbourne - Outer East	LBN	Employee	M	84
Melbourne - Outer East	LBN	Owner managers of incorporated enterprises	F	10
Melbourne - Outer East	LBN	Owner managers of incorporated enterprises	M	19
Melbourne - Outer East	LBN	Owner managers of unincorporated enterprises	F	11
Melbourne - Outer East	LBN	Owner managers of unincorporated enterprises	M	38
Melbourne - Outer East	MYS	Contributing family workers	F	19
Melbourne - Outer East	MYS	Contributing family workers	M	15
Melbourne - Outer East	MYS	Employee	F	901
Melbourne - Outer East	MYS	Employee	M	762
Melbourne - Outer East	MYS	Owner managers of incorporated enterprises	F	66
Melbourne - Outer East	MYS	Owner managers of incorporated enterprises	M	137
Melbourne - Outer East	MYS	Owner managers of unincorporated enterprises	F	80
Melbourne - Outer East	MYS	Owner managers of unincorporated enterprises	M	78
Melbourne - Outer East	MYS	Status in employment not stated	F	5
Melbourne - Outer East	MYS	Status in employment not stated	M	4
Melbourne - Outer East	MLT	Contributing family workers	F	4
Melbourne - Outer East	MLT	Contributing family workers	M	3
Melbourne - Outer East	MLT	Employee	F	38
Melbourne - Outer East	MLT	Employee	M	54
Melbourne - Outer East	MLT	Owner managers of incorporated enterprises	F	9
Melbourne - Outer East	MLT	Owner managers of incorporated enterprises	M	12
Melbourne - Outer East	MLT	Owner managers of unincorporated enterprises	F	9
Melbourne - Outer East	MLT	Owner managers of unincorporated enterprises	M	5
Melbourne - Outer East	NLD	Contributing family workers	F	15
Melbourne - Outer East	NLD	Contributing family workers	M	11
Melbourne - Outer East	NLD	Employee	F	224
Melbourne - Outer East	NLD	Employee	M	215
Melbourne - Outer East	NLD	Owner managers of incorporated enterprises	F	32
Melbourne - Outer East	NLD	Owner managers of incorporated enterprises	M	83
Melbourne - Outer East	NLD	Owner managers of unincorporated enterprises	F	34
Melbourne - Outer East	NLD	Owner managers of unincorporated enterprises	M	76
Melbourne - Outer East	NLD	Status in employment not stated	F	7
Melbourne - Outer East	NLD	Status in employment not stated	M	7
Melbourne - Outer East	NZL	Contributing family workers	F	26
Melbourne - Outer East	NZL	Contributing family workers	M	15
Melbourne - Outer East	NZL	Employee	F	1214
Melbourne - Outer East	NZL	Employee	M	1385
Melbourne - Outer East	NZL	Owner managers of incorporated enterprises	F	63
