SA4_NAME16	Age	EmploymentStatus	HoursWorked.min	workers
Hume	65-69			16
Hume	65-69		0	7
Hume	65-69		1	7
Hume	65-69		16	6
Hume	65-69		25	3
Hume	65-69		35	3
Hume	65-69		40	6
Hume	65-69		49	9
Hume	65-69	Contributing family workers		11
Hume	65-69	Contributing family workers	0	14
Hume	65-69	Contributing family workers	1	61
Hume	65-69	Contributing family workers	16	42
Hume	65-69	Contributing family workers	25	59
Hume	65-69	Contributing family workers	35	19
Hume	65-69	Contributing family workers	40	36
Hume	65-69	Contributing family workers	41	13
Hume	65-69	Contributing family workers	49	92
Hume	65-69	Employee		19
Hume	65-69	Employee	0	100
Hume	65-69	Employee	1	333
Hume	65-69	Employee	16	271
Hume	65-69	Employee	25	188
Hume	65-69	Employee	35	187
Hume	65-69	Employee	40	145
Hume	65-69	Employee	41	54
Hume	65-69	Employee	49	109
Hume	65-69	Owner managers of incorporated enterprises		5
Hume	65-69	Owner managers of incorporated enterprises	0	27
Hume	65-69	Owner managers of incorporated enterprises	1	31
Hume	65-69	Owner managers of incorporated enterprises	16	17
Hume	65-69	Owner managers of incorporated enterprises	25	41
Hume	65-69	Owner managers of incorporated enterprises	35	23
Hume	65-69	Owner managers of incorporated enterprises	40	66
Hume	65-69	Owner managers of incorporated enterprises	41	27
Hume	65-69	Owner managers of incorporated enterprises	49	106
Hume	65-69	Owner managers of unincorporated enterprises		12
Hume	65-69	Owner managers of unincorporated enterprises	0	48
Hume	65-69	Owner managers of unincorporated enterprises	1	107
Hume	65-69	Owner managers of unincorporated enterprises	16	70
Hume	65-69	Owner managers of unincorporated enterprises	25	75
Hume	65-69	Owner managers of unincorporated enterprises	35	28
Hume	65-69	Owner managers of unincorporated enterprises	40	93
Hume	65-69	Owner managers of unincorporated enterprises	41	31
Hume	65-69	Owner managers of unincorporated enterprises	49	171
Hume	70-74			16
Hume	70-74		0	7
Hume	70-74		1	5
Hume	70-74		16	3
Hume	70-74		25	3
Hume	70-74		40	4
Hume	70-74		49	12
Hume	70-74	Contributing family workers		11
Hume	70-74	Contributing family workers	0	18
Hume	70-74	Contributing family workers	1	50
Hume	70-74	Contributing family workers	16	26
Hume	70-74	Contributing family workers	25	24
Hume	70-74	Contributing family workers	35	9
Hume	70-74	Contributing family workers	40	22
Hume	70-74	Contributing family workers	41	14
Hume	70-74	Contributing family workers	49	64
Hume	70-74	Employee		12
Hume	70-74	Employee	0	13
Hume	70-74	Employee	1	112
Hume	70-74	Employee	16	77
Hume	70-74	Employee	25	47
Hume	70-74	Employee	35	33
Hume	70-74	Employee	40	21
Hume	70-74	Employee	41	8
Hume	70-74	Employee	49	17
Hume	70-74	Owner managers of incorporated enterprises	0	8
Hume	70-74	Owner managers of incorporated enterprises	1	18
Hume	70-74	Owner managers of incorporated enterprises	16	12
Hume	70-74	Owner managers of incorporated enterprises	25	16
Hume	70-74	Owner managers of incorporated enterprises	35	12
Hume	70-74	Owner managers of incorporated enterprises	40	17
Hume	70-74	Owner managers of incorporated enterprises	41	9
Hume	70-74	Owner managers of incorporated enterprises	49	34
Hume	70-74	Owner managers of unincorporated enterprises		8
Hume	70-74	Owner managers of unincorporated enterprises	0	18
Hume	70-74	Owner managers of unincorporated enterprises	1	55
Hume	70-74	Owner managers of unincorporated enterprises	16	41
Hume	70-74	Owner managers of unincorporated enterprises	25	51
Hume	70-74	Owner managers of unincorporated enterprises	35	25
Hume	70-74	Owner managers of unincorporated enterprises	40	39
Hume	70-74	Owner managers of unincorporated enterprises	41	17
Hume	70-74	Owner managers of unincorporated enterprises	49	99
Hume	75+			17
Hume	75+		0	3
Hume	75+		1	3
Hume	75+		16	7
Hume	75+		25	3
Hume	75+		40	3
Hume	75+		49	10
Hume	75+	Contributing family workers		27
Hume	75+	Contributing family workers	0	19
Hume	75+	Contributing family workers	1	55
Hume	75+	Contributing family workers	16	35
Hume	75+	Contributing family workers	25	37
Hume	75+	Contributing family workers	35	14
Hume	75+	Contributing family workers	40	29
Hume	75+	Contributing family workers	41	10
Hume	75+	Contributing family workers	49	42
Hume	75+	Employee		6
Hume	75+	Employee	0	14
Hume	75+	Employee	1	38
Hume	75+	Employee	16	29
Hume	75+	Employee	25	19
Hume	75+	Employee	35	22
Hume	75+	Employee	40	12
Hume	75+	Employee	41	3
Hume	75+	Employee	49	8
Hume	75+	Owner managers of incorporated enterprises		3
Hume	75+	Owner managers of incorporated enterprises	0	5
Hume	75+	Owner managers of incorporated enterprises	1	11
Hume	75+	Owner managers of incorporated enterprises	16	3
Hume	75+	Owner managers of incorporated enterprises	25	10
Hume	75+	Owner managers of incorporated enterprises	35	5
Hume	75+	Owner managers of incorporated enterprises	40	13
Hume	75+	Owner managers of incorporated enterprises	41	5
Hume	75+	Owner managers of incorporated enterprises	49	20
Hume	75+	Owner managers of unincorporated enterprises		3
Hume	75+	Owner managers of unincorporated enterprises	0	19
Hume	75+	Owner managers of unincorporated enterprises	1	37
Hume	75+	Owner managers of unincorporated enterprises	16	31
Hume	75+	Owner managers of unincorporated enterprises	25	35
Hume	75+	Owner managers of unincorporated enterprises	35	16
Hume	75+	Owner managers of unincorporated enterprises	40	29
Hume	75+	Owner managers of unincorporated enterprises	41	19
Hume	75+	Owner managers of unincorporated enterprises	49	64
Latrobe - Gippsland	15-19			25
Latrobe - Gippsland	15-19		0	10
Latrobe - Gippsland	15-19		1	45
Latrobe - Gippsland	15-19		16	10
Latrobe - Gippsland	15-19		25	7
Latrobe - Gippsland	15-19		35	9
Latrobe - Gippsland	15-19		40	4
Latrobe - Gippsland	15-19		41	3
Latrobe - Gippsland	15-19	Contributing family workers		11
Latrobe - Gippsland	15-19	Contributing family workers	0	7
Latrobe - Gippsland	15-19	Contributing family workers	1	37
Latrobe - Gippsland	15-19	Contributing family workers	16	6
Latrobe - Gippsland	15-19	Contributing family workers	25	9
Latrobe - Gippsland	15-19	Contributing family workers	35	3
Latrobe - Gippsland	15-19	Employee		179
Latrobe - Gippsland	15-19	Employee	0	211
Latrobe - Gippsland	15-19	Employee	1	3379
Latrobe - Gippsland	15-19	Employee	16	546
Latrobe - Gippsland	15-19	Employee	25	366
Latrobe - Gippsland	15-19	Employee	35	548
Latrobe - Gippsland	15-19	Employee	40	385
Latrobe - Gippsland	15-19	Employee	41	123
Latrobe - Gippsland	15-19	Employee	49	120
Latrobe - Gippsland	15-19	Owner managers of incorporated enterprises	1	19
Latrobe - Gippsland	15-19	Owner managers of incorporated enterprises	16	4
Latrobe - Gippsland	15-19	Owner managers of incorporated enterprises	49	3
Latrobe - Gippsland	15-19	Owner managers of unincorporated enterprises		3
Latrobe - Gippsland	15-19	Owner managers of unincorporated enterprises	1	17
Latrobe - Gippsland	15-19	Owner managers of unincorporated enterprises	25	3
Latrobe - Gippsland	15-19	Owner managers of unincorporated enterprises	35	3
Latrobe - Gippsland	15-19	Owner managers of unincorporated enterprises	49	7
Latrobe - Gippsland	20-24			23
Latrobe - Gippsland	20-24		0	10
Latrobe - Gippsland	20-24		1	21
Latrobe - Gippsland	20-24		16	7
Latrobe - Gippsland	20-24		25	16
Latrobe - Gippsland	20-24		35	19
Latrobe - Gippsland	20-24		40	18
Latrobe - Gippsland	20-24		41	6
Latrobe - Gippsland	20-24		49	6
Latrobe - Gippsland	20-24	Contributing family workers	0	3
Latrobe - Gippsland	20-24	Contributing family workers	1	21
Latrobe - Gippsland	20-24	Contributing family workers	16	8
Latrobe - Gippsland	20-24	Contributing family workers	25	7
Latrobe - Gippsland	20-24	Contributing family workers	35	4
Latrobe - Gippsland	20-24	Contributing family workers	40	6
Latrobe - Gippsland	20-24	Contributing family workers	49	3
Latrobe - Gippsland	20-24	Employee		201
Latrobe - Gippsland	20-24	Employee	0	267
Latrobe - Gippsland	20-24	Employee	1	1126
Latrobe - Gippsland	20-24	Employee	16	824
Latrobe - Gippsland	20-24	Employee	25	984
Latrobe - Gippsland	20-24	Employee	35	1702
Latrobe - Gippsland	20-24	Employee	40	1470
Latrobe - Gippsland	20-24	Employee	41	600
Latrobe - Gippsland	20-24	Employee	49	586
Latrobe - Gippsland	20-24	Owner managers of incorporated enterprises	1	9
Latrobe - Gippsland	20-24	Owner managers of incorporated enterprises	25	6
Latrobe - Gippsland	20-24	Owner managers of incorporated enterprises	35	6
Latrobe - Gippsland	20-24	Owner managers of incorporated enterprises	40	8
Latrobe - Gippsland	20-24	Owner managers of incorporated enterprises	41	3
Latrobe - Gippsland	20-24	Owner managers of incorporated enterprises	49	7
Latrobe - Gippsland	20-24	Owner managers of unincorporated enterprises		4
Latrobe - Gippsland	20-24	Owner managers of unincorporated enterprises	0	9
Latrobe - Gippsland	20-24	Owner managers of unincorporated enterprises	1	20
Latrobe - Gippsland	20-24	Owner managers of unincorporated enterprises	16	17
Latrobe - Gippsland	20-24	Owner managers of unincorporated enterprises	25	21
Latrobe - Gippsland	20-24	Owner managers of unincorporated enterprises	35	18
Latrobe - Gippsland	20-24	Owner managers of unincorporated enterprises	40	34
Latrobe - Gippsland	20-24	Owner managers of unincorporated enterprises	41	21
Latrobe - Gippsland	20-24	Owner managers of unincorporated enterprises	49	35
Latrobe - Gippsland	25-29			23
Latrobe - Gippsland	25-29		0	7
Latrobe - Gippsland	25-29		1	3
Latrobe - Gippsland	25-29		16	3
Latrobe - Gippsland	25-29		25	3
Latrobe - Gippsland	25-29		35	16
Latrobe - Gippsland	25-29		40	12
Latrobe - Gippsland	25-29		41	11
Latrobe - Gippsland	25-29		49	11
Latrobe - Gippsland	25-29	Contributing family workers		4
Latrobe - Gippsland	25-29	Contributing family workers	1	21
Latrobe - Gippsland	25-29	Contributing family workers	16	3
Latrobe - Gippsland	25-29	Contributing family workers	25	13
Latrobe - Gippsland	25-29	Contributing family workers	40	10
Latrobe - Gippsland	25-29	Contributing family workers	49	22
Latrobe - Gippsland	25-29	Employee		134
Latrobe - Gippsland	25-29	Employee	0	398
Latrobe - Gippsland	25-29	Employee	1	643
Latrobe - Gippsland	25-29	Employee	16	708
Latrobe - Gippsland	25-29	Employee	25	843
Latrobe - Gippsland	25-29	Employee	35	1804
Latrobe - Gippsland	25-29	Employee	40	1541
Latrobe - Gippsland	25-29	Employee	41	889
Latrobe - Gippsland	25-29	Employee	49	881
Latrobe - Gippsland	25-29	Owner managers of incorporated enterprises		4
Latrobe - Gippsland	25-29	Owner managers of incorporated enterprises	0	11
Latrobe - Gippsland	25-29	Owner managers of incorporated enterprises	1	13
Latrobe - Gippsland	25-29	Owner managers of incorporated enterprises	16	10
Latrobe - Gippsland	25-29	Owner managers of incorporated enterprises	25	6
Latrobe - Gippsland	25-29	Owner managers of incorporated enterprises	35	21
Latrobe - Gippsland	25-29	Owner managers of incorporated enterprises	40	43
Latrobe - Gippsland	25-29	Owner managers of incorporated enterprises	41	14
Latrobe - Gippsland	25-29	Owner managers of incorporated enterprises	49	55
Latrobe - Gippsland	25-29	Owner managers of unincorporated enterprises		5
Latrobe - Gippsland	25-29	Owner managers of unincorporated enterprises	0	14
Latrobe - Gippsland	25-29	Owner managers of unincorporated enterprises	1	63
Latrobe - Gippsland	25-29	Owner managers of unincorporated enterprises	16	36
Latrobe - Gippsland	25-29	Owner managers of unincorporated enterprises	25	60
Latrobe - Gippsland	25-29	Owner managers of unincorporated enterprises	35	52
Latrobe - Gippsland	25-29	Owner managers of unincorporated enterprises	40	100
Latrobe - Gippsland	25-29	Owner managers of unincorporated enterprises	41	39
Latrobe - Gippsland	25-29	Owner managers of unincorporated enterprises	49	139
Latrobe - Gippsland	30-34			14
Latrobe - Gippsland	30-34		0	14
Latrobe - Gippsland	30-34		1	12
Latrobe - Gippsland	30-34		16	12
Latrobe - Gippsland	30-34		25	7
Latrobe - Gippsland	30-34		35	6
Latrobe - Gippsland	30-34		40	9
Latrobe - Gippsland	30-34		41	5
Latrobe - Gippsland	30-34		49	14
Latrobe - Gippsland	30-34	Contributing family workers		5
Latrobe - Gippsland	30-34	Contributing family workers	0	8
Latrobe - Gippsland	30-34	Contributing family workers	1	39
Latrobe - Gippsland	30-34	Contributing family workers	16	14
Latrobe - Gippsland	30-34	Contributing family workers	25	9
Latrobe - Gippsland	30-34	Contributing family workers	35	6
Latrobe - Gippsland	30-34	Contributing family workers	40	10
Latrobe - Gippsland	30-34	Contributing family workers	41	4
Latrobe - Gippsland	30-34	Contributing family workers	49	46
Latrobe - Gippsland	30-34	Employee		112
Latrobe - Gippsland	30-34	Employee	0	472
Latrobe - Gippsland	30-34	Employee	1	819
Latrobe - Gippsland	30-34	Employee	16	963
Latrobe - Gippsland	30-34	Employee	25	848
Latrobe - Gippsland	30-34	Employee	35	1446
Latrobe - Gippsland	30-34	Employee	40	1235
Latrobe - Gippsland	30-34	Employee	41	900
Latrobe - Gippsland	30-34	Employee	49	989
Latrobe - Gippsland	30-34	Owner managers of incorporated enterprises		10
Latrobe - Gippsland	30-34	Owner managers of incorporated enterprises	0	11
Latrobe - Gippsland	30-34	Owner managers of incorporated enterprises	1	42
Latrobe - Gippsland	30-34	Owner managers of incorporated enterprises	16	34
Latrobe - Gippsland	30-34	Owner managers of incorporated enterprises	25	34
Latrobe - Gippsland	30-34	Owner managers of incorporated enterprises	35	38
Latrobe - Gippsland	30-34	Owner managers of incorporated enterprises	40	80
Latrobe - Gippsland	30-34	Owner managers of incorporated enterprises	41	46
Latrobe - Gippsland	30-34	Owner managers of incorporated enterprises	49	169
Latrobe - Gippsland	30-34	Owner managers of unincorporated enterprises		17
Latrobe - Gippsland	30-34	Owner managers of unincorporated enterprises	0	21
Latrobe - Gippsland	30-34	Owner managers of unincorporated enterprises	1	115
Latrobe - Gippsland	30-34	Owner managers of unincorporated enterprises	16	70
Latrobe - Gippsland	30-34	Owner managers of unincorporated enterprises	25	64
Latrobe - Gippsland	30-34	Owner managers of unincorporated enterprises	35	44
Latrobe - Gippsland	30-34	Owner managers of unincorporated enterprises	40	116
Latrobe - Gippsland	30-34	Owner managers of unincorporated enterprises	41	42
Latrobe - Gippsland	30-34	Owner managers of unincorporated enterprises	49	222
Latrobe - Gippsland	35-39			22
Latrobe - Gippsland	35-39		0	6
Latrobe - Gippsland	35-39		1	11
Latrobe - Gippsland	35-39		16	10
Latrobe - Gippsland	35-39		25	7
Latrobe - Gippsland	35-39		35	8
Latrobe - Gippsland	35-39		40	22
Latrobe - Gippsland	35-39		41	3
Latrobe - Gippsland	35-39		49	24
Latrobe - Gippsland	35-39	Contributing family workers		10
Latrobe - Gippsland	35-39	Contributing family workers	0	6
Latrobe - Gippsland	35-39	Contributing family workers	1	43
Latrobe - Gippsland	35-39	Contributing family workers	16	29
Latrobe - Gippsland	35-39	Contributing family workers	25	17
Latrobe - Gippsland	35-39	Contributing family workers	35	6
Latrobe - Gippsland	35-39	Contributing family workers	40	15
Latrobe - Gippsland	35-39	Contributing family workers	41	7
Latrobe - Gippsland	35-39	Contributing family workers	49	36
Latrobe - Gippsland	35-39	Employee		121
Latrobe - Gippsland	35-39	Employee	0	309
Latrobe - Gippsland	35-39	Employee	1	731
Latrobe - Gippsland	35-39	Employee	16	952
Latrobe - Gippsland	35-39	Employee	25	946
Latrobe - Gippsland	35-39	Employee	35	1292
Latrobe - Gippsland	35-39	Employee	40	1138
Latrobe - Gippsland	35-39	Employee	41	689
Latrobe - Gippsland	35-39	Employee	49	985
Latrobe - Gippsland	35-39	Owner managers of incorporated enterprises		8
Latrobe - Gippsland	35-39	Owner managers of incorporated enterprises	0	14
Latrobe - Gippsland	35-39	Owner managers of incorporated enterprises	1	31
Latrobe - Gippsland	35-39	Owner managers of incorporated enterprises	16	23
Latrobe - Gippsland	35-39	Owner managers of incorporated enterprises	25	51
Latrobe - Gippsland	35-39	Owner managers of incorporated enterprises	35	59
Latrobe - Gippsland	35-39	Owner managers of incorporated enterprises	40	107
Latrobe - Gippsland	35-39	Owner managers of incorporated enterprises	41	44
Latrobe - Gippsland	35-39	Owner managers of incorporated enterprises	49	231
Latrobe - Gippsland	35-39	Owner managers of unincorporated enterprises		18
Latrobe - Gippsland	35-39	Owner managers of unincorporated enterprises	0	28
Latrobe - Gippsland	35-39	Owner managers of unincorporated enterprises	1	140
Latrobe - Gippsland	35-39	Owner managers of unincorporated enterprises	16	79
Latrobe - Gippsland	35-39	Owner managers of unincorporated enterprises	25	85
Latrobe - Gippsland	35-39	Owner managers of unincorporated enterprises	35	73
Latrobe - Gippsland	35-39	Owner managers of unincorporated enterprises	40	119
Latrobe - Gippsland	35-39	Owner managers of unincorporated enterprises	41	58
Latrobe - Gippsland	35-39	Owner managers of unincorporated enterprises	49	272
Latrobe - Gippsland	40-44			21
Latrobe - Gippsland	40-44		0	6
Latrobe - Gippsland	40-44		1	12
Latrobe - Gippsland	40-44		16	10
Latrobe - Gippsland	40-44		25	11
Latrobe - Gippsland	40-44		35	18
Latrobe - Gippsland	40-44		40	21
Latrobe - Gippsland	40-44		41	15
Latrobe - Gippsland	40-44		49	21
Latrobe - Gippsland	40-44	Contributing family workers		7
Latrobe - Gippsland	40-44	Contributing family workers	0	5
Latrobe - Gippsland	40-44	Contributing family workers	1	45
Latrobe - Gippsland	40-44	Contributing family workers	16	18
Latrobe - Gippsland	40-44	Contributing family workers	25	14
Latrobe - Gippsland	40-44	Contributing family workers	35	11
Latrobe - Gippsland	40-44	Contributing family workers	40	21
Latrobe - Gippsland	40-44	Contributing family workers	41	8
Latrobe - Gippsland	40-44	Contributing family workers	49	62
Latrobe - Gippsland	40-44	Employee		113
Latrobe - Gippsland	40-44	Employee	0	267
Latrobe - Gippsland	40-44	Employee	1	766
Latrobe - Gippsland	40-44	Employee	16	987
Latrobe - Gippsland	40-44	Employee	25	1135
Latrobe - Gippsland	40-44	Employee	35	1478
Latrobe - Gippsland	40-44	Employee	40	1325
Latrobe - Gippsland	40-44	Employee	41	817
Latrobe - Gippsland	40-44	Employee	49	1001
Latrobe - Gippsland	40-44	Owner managers of incorporated enterprises		7
Latrobe - Gippsland	40-44	Owner managers of incorporated enterprises	0	13
Latrobe - Gippsland	40-44	Owner managers of incorporated enterprises	1	38
Latrobe - Gippsland	40-44	Owner managers of incorporated enterprises	16	42
Latrobe - Gippsland	40-44	Owner managers of incorporated enterprises	25	59
Latrobe - Gippsland	40-44	Owner managers of incorporated enterprises	35	60
Latrobe - Gippsland	40-44	Owner managers of incorporated enterprises	40	143
Latrobe - Gippsland	40-44	Owner managers of incorporated enterprises	41	74
Latrobe - Gippsland	40-44	Owner managers of incorporated enterprises	49	307
Latrobe - Gippsland	40-44	Owner managers of unincorporated enterprises		14
Latrobe - Gippsland	40-44	Owner managers of unincorporated enterprises	0	21
Latrobe - Gippsland	40-44	Owner managers of unincorporated enterprises	1	130
Latrobe - Gippsland	40-44	Owner managers of unincorporated enterprises	16	82
Latrobe - Gippsland	40-44	Owner managers of unincorporated enterprises	25	118
Latrobe - Gippsland	40-44	Owner managers of unincorporated enterprises	35	76
Latrobe - Gippsland	40-44	Owner managers of unincorporated enterprises	40	169
Latrobe - Gippsland	40-44	Owner managers of unincorporated enterprises	41	83
Latrobe - Gippsland	40-44	Owner managers of unincorporated enterprises	49	357
Latrobe - Gippsland	45-49			18
Latrobe - Gippsland	45-49		0	8
Latrobe - Gippsland	45-49		1	12
Latrobe - Gippsland	45-49		16	5
Latrobe - Gippsland	45-49		25	13
Latrobe - Gippsland	45-49		35	16
Latrobe - Gippsland	45-49		40	19
Latrobe - Gippsland	45-49		41	10
Latrobe - Gippsland	45-49		49	21
Latrobe - Gippsland	45-49	Contributing family workers		13
Latrobe - Gippsland	45-49	Contributing family workers	0	6
Latrobe - Gippsland	45-49	Contributing family workers	1	52
Latrobe - Gippsland	45-49	Contributing family workers	16	22
Latrobe - Gippsland	45-49	Contributing family workers	25	14
Latrobe - Gippsland	45-49	Contributing family workers	35	6
Latrobe - Gippsland	45-49	Contributing family workers	40	24
Latrobe - Gippsland	45-49	Contributing family workers	41	18
Latrobe - Gippsland	45-49	Contributing family workers	49	89
Latrobe - Gippsland	45-49	Employee		117
Latrobe - Gippsland	45-49	Employee	0	323
Latrobe - Gippsland	45-49	Employee	1	710
Latrobe - Gippsland	45-49	Employee	16	1119
Latrobe - Gippsland	45-49	Employee	25	1372
Latrobe - Gippsland	45-49	Employee	35	1715
Latrobe - Gippsland	45-49	Employee	40	1400
Latrobe - Gippsland	45-49	Employee	41	918
Latrobe - Gippsland	45-49	Employee	49	1112
Latrobe - Gippsland	45-49	Owner managers of incorporated enterprises		9
Latrobe - Gippsland	45-49	Owner managers of incorporated enterprises	0	14
Latrobe - Gippsland	45-49	Owner managers of incorporated enterprises	1	49
Latrobe - Gippsland	45-49	Owner managers of incorporated enterprises	16	53
Latrobe - Gippsland	45-49	Owner managers of incorporated enterprises	25	67
Latrobe - Gippsland	45-49	Owner managers of incorporated enterprises	35	70
Latrobe - Gippsland	45-49	Owner managers of incorporated enterprises	40	177
Latrobe - Gippsland	45-49	Owner managers of incorporated enterprises	41	72
Latrobe - Gippsland	45-49	Owner managers of incorporated enterprises	49	387
Latrobe - Gippsland	45-49	Owner managers of unincorporated enterprises		18
Latrobe - Gippsland	45-49	Owner managers of unincorporated enterprises	0	21
Latrobe - Gippsland	45-49	Owner managers of unincorporated enterprises	1	136
Latrobe - Gippsland	45-49	Owner managers of unincorporated enterprises	16	97
Latrobe - Gippsland	45-49	Owner managers of unincorporated enterprises	25	124
Latrobe - Gippsland	45-49	Owner managers of unincorporated enterprises	35	89
Latrobe - Gippsland	45-49	Owner managers of unincorporated enterprises	40	183
Latrobe - Gippsland	45-49	Owner managers of unincorporated enterprises	41	62
Latrobe - Gippsland	45-49	Owner managers of unincorporated enterprises	49	402
Latrobe - Gippsland	50-54			21
Latrobe - Gippsland	50-54		0	13
Latrobe - Gippsland	50-54		1	11
Latrobe - Gippsland	50-54		16	13
Latrobe - Gippsland	50-54		25	11
Latrobe - Gippsland	50-54		35	18
Latrobe - Gippsland	50-54		40	35
Latrobe - Gippsland	50-54		41	14
Latrobe - Gippsland	50-54		49	30
Latrobe - Gippsland	50-54	Contributing family workers		13
Latrobe - Gippsland	50-54	Contributing family workers	0	11
Latrobe - Gippsland	50-54	Contributing family workers	1	51
Latrobe - Gippsland	50-54	Contributing family workers	16	27
Latrobe - Gippsland	50-54	Contributing family workers	25	35
Latrobe - Gippsland	50-54	Contributing family workers	35	17
Latrobe - Gippsland	50-54	Contributing family workers	40	35
Latrobe - Gippsland	50-54	Contributing family workers	41	8
Latrobe - Gippsland	50-54	Contributing family workers	49	113
Latrobe - Gippsland	50-54	Employee		146
Latrobe - Gippsland	50-54	Employee	0	425
Latrobe - Gippsland	50-54	Employee	1	749
Latrobe - Gippsland	50-54	Employee	16	1062
Latrobe - Gippsland	50-54	Employee	25	1448
Latrobe - Gippsland	50-54	Employee	35	1777
Latrobe - Gippsland	50-54	Employee	40	1406
Latrobe - Gippsland	50-54	Employee	41	906
Latrobe - Gippsland	50-54	Employee	49	1108
Latrobe - Gippsland	50-54	Owner managers of incorporated enterprises		15
Latrobe - Gippsland	50-54	Owner managers of incorporated enterprises	0	30
Latrobe - Gippsland	50-54	Owner managers of incorporated enterprises	1	50
Latrobe - Gippsland	50-54	Owner managers of incorporated enterprises	16	47
Latrobe - Gippsland	50-54	Owner managers of incorporated enterprises	25	71
Latrobe - Gippsland	50-54	Owner managers of incorporated enterprises	35	82
Latrobe - Gippsland	50-54	Owner managers of incorporated enterprises	40	155
Latrobe - Gippsland	50-54	Owner managers of incorporated enterprises	41	77
Latrobe - Gippsland	50-54	Owner managers of incorporated enterprises	49	381
Latrobe - Gippsland	50-54	Owner managers of unincorporated enterprises		29
Latrobe - Gippsland	50-54	Owner managers of unincorporated enterprises	0	39
Latrobe - Gippsland	50-54	Owner managers of unincorporated enterprises	1	155
Latrobe - Gippsland	50-54	Owner managers of unincorporated enterprises	16	101
Latrobe - Gippsland	50-54	Owner managers of unincorporated enterprises	25	114
Latrobe - Gippsland	50-54	Owner managers of unincorporated enterprises	35	82
Latrobe - Gippsland	50-54	Owner managers of unincorporated enterprises	40	215
Latrobe - Gippsland	50-54	Owner managers of unincorporated enterprises	41	77
Latrobe - Gippsland	50-54	Owner managers of unincorporated enterprises	49	435
Latrobe - Gippsland	55-59			35
Latrobe - Gippsland	55-59		0	21
Latrobe - Gippsland	55-59		1	5
Latrobe - Gippsland	55-59		16	8
Latrobe - Gippsland	55-59		25	22
Latrobe - Gippsland	55-59		35	13
Latrobe - Gippsland	55-59		40	17
Latrobe - Gippsland	55-59		41	14
Latrobe - Gippsland	55-59		49	24
Latrobe - Gippsland	55-59	Contributing family workers		14
Latrobe - Gippsland	55-59	Contributing family workers	0	15
Latrobe - Gippsland	55-59	Contributing family workers	1	70
Latrobe - Gippsland	55-59	Contributing family workers	16	40
Latrobe - Gippsland	55-59	Contributing family workers	25	37
Latrobe - Gippsland	55-59	Contributing family workers	35	22
Latrobe - Gippsland	55-59	Contributing family workers	40	30
Latrobe - Gippsland	55-59	Contributing family workers	41	9
Latrobe - Gippsland	55-59	Contributing family workers	49	124
Latrobe - Gippsland	55-59	Employee		115
Latrobe - Gippsland	55-59	Employee	0	499
Latrobe - Gippsland	55-59	Employee	1	802
Latrobe - Gippsland	55-59	Employee	16	1135
Latrobe - Gippsland	55-59	Employee	25	1362
Latrobe - Gippsland	55-59	Employee	35	1706
Latrobe - Gippsland	55-59	Employee	40	1228
Latrobe - Gippsland	55-59	Employee	41	815
Latrobe - Gippsland	55-59	Employee	49	952
Latrobe - Gippsland	55-59	Owner managers of incorporated enterprises		8
Latrobe - Gippsland	55-59	Owner managers of incorporated enterprises	0	31
Latrobe - Gippsland	55-59	Owner managers of incorporated enterprises	1	63
Latrobe - Gippsland	55-59	Owner managers of incorporated enterprises	16	35
Latrobe - Gippsland	55-59	Owner managers of incorporated enterprises	25	72
Latrobe - Gippsland	55-59	Owner managers of incorporated enterprises	35	58
Latrobe - Gippsland	55-59	Owner managers of incorporated enterprises	40	196
Latrobe - Gippsland	55-59	Owner managers of incorporated enterprises	41	83
Latrobe - Gippsland	55-59	Owner managers of incorporated enterprises	49	324
Latrobe - Gippsland	55-59	Owner managers of unincorporated enterprises		27
Latrobe - Gippsland	55-59	Owner managers of unincorporated enterprises	0	37
Latrobe - Gippsland	55-59	Owner managers of unincorporated enterprises	1	165
Latrobe - Gippsland	55-59	Owner managers of unincorporated enterprises	16	123
Latrobe - Gippsland	55-59	Owner managers of unincorporated enterprises	25	150
Latrobe - Gippsland	55-59	Owner managers of unincorporated enterprises	35	77
Latrobe - Gippsland	55-59	Owner managers of unincorporated enterprises	40	209
Latrobe - Gippsland	55-59	Owner managers of unincorporated enterprises	41	98
Latrobe - Gippsland	55-59	Owner managers of unincorporated enterprises	49	486
Latrobe - Gippsland	60-64			32
Latrobe - Gippsland	60-64		0	14
Latrobe - Gippsland	60-64		1	17
Latrobe - Gippsland	60-64		16	6
Latrobe - Gippsland	60-64		25	18
Latrobe - Gippsland	60-64		35	15
Latrobe - Gippsland	60-64		40	14
Latrobe - Gippsland	60-64		41	10
Latrobe - Gippsland	60-64		49	21
Latrobe - Gippsland	60-64	Contributing family workers		11
Latrobe - Gippsland	60-64	Contributing family workers	0	19
Latrobe - Gippsland	60-64	Contributing family workers	1	92
Latrobe - Gippsland	60-64	Contributing family workers	16	51
Latrobe - Gippsland	60-64	Contributing family workers	25	47
Latrobe - Gippsland	60-64	Contributing family workers	35	16
Latrobe - Gippsland	60-64	Contributing family workers	40	56
Latrobe - Gippsland	60-64	Contributing family workers	41	13
Latrobe - Gippsland	60-64	Contributing family workers	49	125
Latrobe - Gippsland	60-64	Employee		86
Latrobe - Gippsland	60-64	Employee	0	416
Latrobe - Gippsland	60-64	Employee	1	816
