SA4_NAME16	ModeTravelToWork	NumberModes	Occupation	workers
Brisbane - South	Train and two other methods	3	Professionals	110
Brisbane - South	Train and two other methods	3	Sales workers	18
Brisbane - South	Train and two other methods	3	Technicians and trades workers	19
Brisbane - South	Truck	1		19
Brisbane - South	Truck	1	Clerical and administrative workers	59
Brisbane - South	Truck	1	Community and personal service workers	3
Brisbane - South	Truck	1	Labourers	120
Brisbane - South	Truck	1	Machinery operators and drivers	451
Brisbane - South	Truck	1	Managers	115
Brisbane - South	Truck	1	Professionals	6
Brisbane - South	Truck	1	Sales workers	32
Brisbane - South	Truck	1	Technicians and trades workers	277
Brisbane - South	Walked only	1		56
Brisbane - South	Walked only	1	Clerical and administrative workers	318
Brisbane - South	Walked only	1	Community and personal service workers	645
Brisbane - South	Walked only	1	Labourers	432
Brisbane - South	Walked only	1	Machinery operators and drivers	125
Brisbane - South	Walked only	1	Managers	248
Brisbane - South	Walked only	1	Professionals	740
Brisbane - South	Walked only	1	Sales workers	454
Brisbane - South	Walked only	1	Technicians and trades workers	302
Brisbane - South	Worked at home			154
Brisbane - South	Worked at home		Clerical and administrative workers	1507
Brisbane - South	Worked at home		Community and personal service workers	492
Brisbane - South	Worked at home		Labourers	127
Brisbane - South	Worked at home		Machinery operators and drivers	70
Brisbane - South	Worked at home		Managers	1192
Brisbane - South	Worked at home		Professionals	2430
Brisbane - South	Worked at home		Sales workers	516
Brisbane - South	Worked at home		Technicians and trades workers	484
Brisbane - West	Bicycle	1		14
Brisbane - West	Bicycle	1	Clerical and administrative workers	80
Brisbane - West	Bicycle	1	Community and personal service workers	170
Brisbane - West	Bicycle	1	Labourers	61
Brisbane - West	Bicycle	1	Machinery operators and drivers	35
Brisbane - West	Bicycle	1	Managers	138
Brisbane - West	Bicycle	1	Professionals	600
Brisbane - West	Bicycle	1	Sales workers	31
Brisbane - West	Bicycle	1	Technicians and trades workers	86
Brisbane - West	Bus	1		36
Brisbane - West	Bus	1	Clerical and administrative workers	290
Brisbane - West	Bus	1	Community and personal service workers	263
Brisbane - West	Bus	1	Labourers	181
Brisbane - West	Bus	1	Machinery operators and drivers	33
Brisbane - West	Bus	1	Managers	131
Brisbane - West	Bus	1	Professionals	983
Brisbane - West	Bus	1	Sales workers	359
Brisbane - West	Bus	1	Technicians and trades workers	130
Brisbane - West	Bus and car as driver	2	Clerical and administrative workers	33
Brisbane - West	Bus and car as driver	2	Community and personal service workers	19
Brisbane - West	Bus and car as driver	2	Labourers	7
Brisbane - West	Bus and car as driver	2	Managers	29
Brisbane - West	Bus and car as driver	2	Professionals	118
Brisbane - West	Bus and car as driver	2	Sales workers	20
Brisbane - West	Bus and car as driver	2	Technicians and trades workers	7
Brisbane - West	Bus and car as passenger	2	Clerical and administrative workers	27
Brisbane - West	Bus and car as passenger	2	Community and personal service workers	17
Brisbane - West	Bus and car as passenger	2	Labourers	11
Brisbane - West	Bus and car as passenger	2	Managers	13
Brisbane - West	Bus and car as passenger	2	Professionals	37
Brisbane - West	Bus and car as passenger	2	Sales workers	29
Brisbane - West	Bus and car as passenger	2	Technicians and trades workers	8
Brisbane - West	Bus and ferry	2	Managers	3
Brisbane - West	Bus and ferry	2	Professionals	37
Brisbane - West	Bus and ferry	2	Sales workers	3
Brisbane - West	Bus and ferry	2	Technicians and trades workers	3
Brisbane - West	Bus and other	2	Clerical and administrative workers	3
Brisbane - West	Bus and other	2	Community and personal service workers	3
Brisbane - West	Bus and other	2	Labourers	3
Brisbane - West	Bus and other	2	Managers	3
Brisbane - West	Bus and other	2	Professionals	18
Brisbane - West	Bus and other	2	Sales workers	6
Brisbane - West	Bus and other	2	Technicians and trades workers	3
Brisbane - West	Bus and two other methods excludes train	3	Community and personal service workers	6
Brisbane - West	Bus and two other methods excludes train	3	Labourers	3
Brisbane - West	Bus and two other methods excludes train	3	Professionals	13
Brisbane - West	Bus and two other methods excludes train	3	Sales workers	5
Brisbane - West	Bus and two other methods excludes train	3	Technicians and trades workers	4
Brisbane - West	Car as driver	1		419
Brisbane - West	Car as driver	1	Clerical and administrative workers	3743
Brisbane - West	Car as driver	1	Community and personal service workers	5976
Brisbane - West	Car as driver	1	Labourers	2155
Brisbane - West	Car as driver	1	Machinery operators and drivers	1114
Brisbane - West	Car as driver	1	Managers	4414
Brisbane - West	Car as driver	1	Professionals	8837
Brisbane - West	Car as driver	1	Sales workers	3603
Brisbane - West	Car as driver	1	Technicians and trades workers	4601
Brisbane - West	Car as passenger	1		29
Brisbane - West	Car as passenger	1	Clerical and administrative workers	226
Brisbane - West	Car as passenger	1	Community and personal service workers	499
Brisbane - West	Car as passenger	1	Labourers	380
Brisbane - West	Car as passenger	1	Machinery operators and drivers	60
Brisbane - West	Car as passenger	1	Managers	199
Brisbane - West	Car as passenger	1	Professionals	460
Brisbane - West	Car as passenger	1	Sales workers	492
Brisbane - West	Car as passenger	1	Technicians and trades workers	208
Brisbane - West	Did not go to work			72
Brisbane - West	Did not go to work		Clerical and administrative workers	684
Brisbane - West	Did not go to work		Community and personal service workers	1214
Brisbane - West	Did not go to work		Labourers	528
Brisbane - West	Did not go to work		Machinery operators and drivers	146
Brisbane - West	Did not go to work		Managers	471
Brisbane - West	Did not go to work		Professionals	1445
Brisbane - West	Did not go to work		Sales workers	1331
Brisbane - West	Did not go to work		Technicians and trades workers	505
Brisbane - West	Ferry	1		3
Brisbane - West	Ferry	1	Clerical and administrative workers	13
Brisbane - West	Ferry	1	Community and personal service workers	8
Brisbane - West	Ferry	1	Managers	8
Brisbane - West	Ferry	1	Professionals	69
Brisbane - West	Ferry	1	Sales workers	3
Brisbane - West	Ferry	1	Technicians and trades workers	4
Brisbane - West	Method of travel not stated			101
Brisbane - West	Method of travel not stated		Clerical and administrative workers	25
Brisbane - West	Method of travel not stated		Community and personal service workers	46
Brisbane - West	Method of travel not stated		Labourers	26
Brisbane - West	Method of travel not stated		Machinery operators and drivers	20
Brisbane - West	Method of travel not stated		Managers	26
Brisbane - West	Method of travel not stated		Professionals	51
Brisbane - West	Method of travel not stated		Sales workers	43
Brisbane - West	Method of travel not stated		Technicians and trades workers	33
Brisbane - West	Motorbike scooter	1		11
Brisbane - West	Motorbike scooter	1	Clerical and administrative workers	42
Brisbane - West	Motorbike scooter	1	Community and personal service workers	147
Brisbane - West	Motorbike scooter	1	Labourers	40
Brisbane - West	Motorbike scooter	1	Machinery operators and drivers	39
Brisbane - West	Motorbike scooter	1	Managers	73
Brisbane - West	Motorbike scooter	1	Professionals	119
Brisbane - West	Motorbike scooter	1	Sales workers	46
Brisbane - West	Motorbike scooter	1	Technicians and trades workers	109
Brisbane - West	(Other)	1		17
Brisbane - West	(Other)	1	Clerical and administrative workers	30
Brisbane - West	(Other)	1	Community and personal service workers	57
Brisbane - West	(Other)	1	Labourers	11
Brisbane - West	(Other)	1	Machinery operators and drivers	10
Brisbane - West	(Other)	1	Managers	55
Brisbane - West	(Other)	1	Professionals	93
Brisbane - West	(Other)	1	Sales workers	9
Brisbane - West	(Other)	1	Technicians and trades workers	41
Brisbane - West	Other three methods	3	Community and personal service workers	3
Brisbane - West	Other three methods	3	Managers	8
Brisbane - West	Other three methods	3	Professionals	13
Brisbane - West	Other two methods	2		5
Brisbane - West	Other two methods	2	Clerical and administrative workers	29
Brisbane - West	Other two methods	2	Community and personal service workers	71
Brisbane - West	Other two methods	2	Labourers	39
Brisbane - West	Other two methods	2	Machinery operators and drivers	21
Brisbane - West	Other two methods	2	Managers	63
Brisbane - West	Other two methods	2	Professionals	144
Brisbane - West	Other two methods	2	Sales workers	30
Brisbane - West	Other two methods	2	Technicians and trades workers	54
Brisbane - West	Taxi	1		3
Brisbane - West	Taxi	1	Clerical and administrative workers	3
Brisbane - West	Taxi	1	Community and personal service workers	5
Brisbane - West	Taxi	1	Labourers	5
Brisbane - West	Taxi	1	Machinery operators and drivers	11
Brisbane - West	Taxi	1	Managers	5
Brisbane - West	Taxi	1	Professionals	11
Brisbane - West	Taxi	1	Sales workers	11
Brisbane - West	Taxi	1	Technicians and trades workers	9
Brisbane - West	Train	1		7
Brisbane - West	Train	1	Clerical and administrative workers	85
Brisbane - West	Train	1	Community and personal service workers	156
Brisbane - West	Train	1	Labourers	86
Brisbane - West	Train	1	Machinery operators and drivers	16
Brisbane - West	Train	1	Managers	75
Brisbane - West	Train	1	Professionals	220
Brisbane - West	Train	1	Sales workers	160
Brisbane - West	Train	1	Technicians and trades workers	82
Brisbane - West	Train and bus	2	Clerical and administrative workers	80
Brisbane - West	Train and bus	2	Community and personal service workers	73
Brisbane - West	Train and bus	2	Labourers	46
Brisbane - West	Train and bus	2	Machinery operators and drivers	3
Brisbane - West	Train and bus	2	Managers	35
Brisbane - West	Train and bus	2	Professionals	251
Brisbane - West	Train and bus	2	Sales workers	48
Brisbane - West	Train and bus	2	Technicians and trades workers	36
Brisbane - West	Train and car as driver	2		3
Brisbane - West	Train and car as driver	2	Clerical and administrative workers	18
Brisbane - West	Train and car as driver	2	Community and personal service workers	17
Brisbane - West	Train and car as driver	2	Labourers	6
Brisbane - West	Train and car as driver	2	Managers	17
Brisbane - West	Train and car as driver	2	Professionals	44
Brisbane - West	Train and car as driver	2	Sales workers	11
Brisbane - West	Train and car as driver	2	Technicians and trades workers	20
Brisbane - West	Train and car as passenger	2	Clerical and administrative workers	4
Brisbane - West	Train and car as passenger	2	Community and personal service workers	13
Brisbane - West	Train and car as passenger	2	Labourers	6
Brisbane - West	Train and car as passenger	2	Managers	3
Brisbane - West	Train and car as passenger	2	Professionals	10
Brisbane - West	Train and car as passenger	2	Sales workers	9
Brisbane - West	Train and car as passenger	2	Technicians and trades workers	6
Brisbane - West	Train and other	2	Clerical and administrative workers	3
Brisbane - West	Train and other	2	Community and personal service workers	3
Brisbane - West	Train and other	2	Managers	3
Brisbane - West	Train and other	2	Professionals	10
Brisbane - West	Train and two other methods	3		4
Brisbane - West	Train and two other methods	3	Clerical and administrative workers	46
Brisbane - West	Train and two other methods	3	Community and personal service workers	30
Brisbane - West	Train and two other methods	3	Labourers	16
Brisbane - West	Train and two other methods	3	Managers	26
Brisbane - West	Train and two other methods	3	Professionals	126
Brisbane - West	Train and two other methods	3	Sales workers	22
Brisbane - West	Train and two other methods	3	Technicians and trades workers	31
Brisbane - West	Truck	1		5
Brisbane - West	Truck	1	Clerical and administrative workers	4
Brisbane - West	Truck	1	Labourers	33
Brisbane - West	Truck	1	Machinery operators and drivers	46
Brisbane - West	Truck	1	Managers	32
Brisbane - West	Truck	1	Professionals	3
Brisbane - West	Truck	1	Sales workers	6
Brisbane - West	Truck	1	Technicians and trades workers	83
Brisbane - West	Walked only	1		34
Brisbane - West	Walked only	1	Clerical and administrative workers	196
Brisbane - West	Walked only	1	Community and personal service workers	724
Brisbane - West	Walked only	1	Labourers	242
Brisbane - West	Walked only	1	Machinery operators and drivers	91
Brisbane - West	Walked only	1	Managers	248
Brisbane - West	Walked only	1	Professionals	634
Brisbane - West	Walked only	1	Sales workers	295
Brisbane - West	Walked only	1	Technicians and trades workers	182
Brisbane - West	Worked at home			115
Brisbane - West	Worked at home		Clerical and administrative workers	999
Brisbane - West	Worked at home		Community and personal service workers	230
Brisbane - West	Worked at home		Labourers	59
Brisbane - West	Worked at home		Machinery operators and drivers	18
Brisbane - West	Worked at home		Managers	827
Brisbane - West	Worked at home		Professionals	2077
Brisbane - West	Worked at home		Sales workers	270
Brisbane - West	Worked at home		Technicians and trades workers	263
Brisbane Inner City	Bicycle	1		88
Brisbane Inner City	Bicycle	1	Clerical and administrative workers	734
Brisbane Inner City	Bicycle	1	Community and personal service workers	431
Brisbane Inner City	Bicycle	1	Labourers	291
Brisbane Inner City	Bicycle	1	Machinery operators and drivers	74
Brisbane Inner City	Bicycle	1	Managers	1103
Brisbane Inner City	Bicycle	1	Professionals	3698
Brisbane Inner City	Bicycle	1	Sales workers	171
Brisbane Inner City	Bicycle	1	Technicians and trades workers	534
Brisbane Inner City	Bus	1		551
Brisbane Inner City	Bus	1	Clerical and administrative workers	9263
Brisbane Inner City	Bus	1	Community and personal service workers	2804
Brisbane Inner City	Bus	1	Labourers	1895
Brisbane Inner City	Bus	1	Machinery operators and drivers	229
Brisbane Inner City	Bus	1	Managers	3728
Brisbane Inner City	Bus	1	Professionals	13586
Brisbane Inner City	Bus	1	Sales workers	2641
Brisbane Inner City	Bus	1	Technicians and trades workers	1954
Brisbane Inner City	Bus and car as driver	2		40
Brisbane Inner City	Bus and car as driver	2	Clerical and administrative workers	930
Brisbane Inner City	Bus and car as driver	2	Community and personal service workers	176
Brisbane Inner City	Bus and car as driver	2	Labourers	63
Brisbane Inner City	Bus and car as driver	2	Machinery operators and drivers	12
Brisbane Inner City	Bus and car as driver	2	Managers	344
Brisbane Inner City	Bus and car as driver	2	Professionals	1151
Brisbane Inner City	Bus and car as driver	2	Sales workers	149
Brisbane Inner City	Bus and car as driver	2	Technicians and trades workers	140
Brisbane Inner City	Bus and car as passenger	2		17
Brisbane Inner City	Bus and car as passenger	2	Clerical and administrative workers	307
Brisbane Inner City	Bus and car as passenger	2	Community and personal service workers	104
Brisbane Inner City	Bus and car as passenger	2	Labourers	72
Brisbane Inner City	Bus and car as passenger	2	Machinery operators and drivers	11
Brisbane Inner City	Bus and car as passenger	2	Managers	103
Brisbane Inner City	Bus and car as passenger	2	Professionals	400
Brisbane Inner City	Bus and car as passenger	2	Sales workers	103
Brisbane Inner City	Bus and car as passenger	2	Technicians and trades workers	41
Brisbane Inner City	Bus and ferry	2		9
Brisbane Inner City	Bus and ferry	2	Clerical and administrative workers	90
Brisbane Inner City	Bus and ferry	2	Community and personal service workers	37
Brisbane Inner City	Bus and ferry	2	Labourers	27
Brisbane Inner City	Bus and ferry	2	Machinery operators and drivers	3
Brisbane Inner City	Bus and ferry	2	Managers	70
Brisbane Inner City	Bus and ferry	2	Professionals	171
Brisbane Inner City	Bus and ferry	2	Sales workers	23
Brisbane Inner City	Bus and ferry	2	Technicians and trades workers	26
Brisbane Inner City	Bus and other	2		15
Brisbane Inner City	Bus and other	2	Clerical and administrative workers	65
Brisbane Inner City	Bus and other	2	Community and personal service workers	44
Brisbane Inner City	Bus and other	2	Labourers	18
Brisbane Inner City	Bus and other	2	Machinery operators and drivers	7
Brisbane Inner City	Bus and other	2	Managers	53
Brisbane Inner City	Bus and other	2	Professionals	240
Brisbane Inner City	Bus and other	2	Sales workers	19
Brisbane Inner City	Bus and other	2	Technicians and trades workers	32
Brisbane Inner City	Bus and tram includes light rail	2	Clerical and administrative workers	4
Brisbane Inner City	Bus and tram includes light rail	2	Professionals	3
Brisbane Inner City	Bus and two other methods excludes train	3		7
Brisbane Inner City	Bus and two other methods excludes train	3	Clerical and administrative workers	74
Brisbane Inner City	Bus and two other methods excludes train	3	Community and personal service workers	36
Brisbane Inner City	Bus and two other methods excludes train	3	Labourers	14
Brisbane Inner City	Bus and two other methods excludes train	3	Machinery operators and drivers	3
Brisbane Inner City	Bus and two other methods excludes train	3	Managers	47
Brisbane Inner City	Bus and two other methods excludes train	3	Professionals	163
Brisbane Inner City	Bus and two other methods excludes train	3	Sales workers	29
Brisbane Inner City	Bus and two other methods excludes train	3	Technicians and trades workers	33
Brisbane Inner City	Car as driver	1		1556
Brisbane Inner City	Car as driver	1	Clerical and administrative workers	18991
Brisbane Inner City	Car as driver	1	Community and personal service workers	11389
Brisbane Inner City	Car as driver	1	Labourers	6278
Brisbane Inner City	Car as driver	1	Machinery operators and drivers	3489
Brisbane Inner City	Car as driver	1	Managers	22648
Brisbane Inner City	Car as driver	1	Professionals	40804
Brisbane Inner City	Car as driver	1	Sales workers	8211
Brisbane Inner City	Car as driver	1	Technicians and trades workers	14056
Brisbane Inner City	Car as passenger	1		193
Brisbane Inner City	Car as passenger	1	Clerical and administrative workers	3027
Brisbane Inner City	Car as passenger	1	Community and personal service workers	1213
Brisbane Inner City	Car as passenger	1	Labourers	1108
Brisbane Inner City	Car as passenger	1	Machinery operators and drivers	178
Brisbane Inner City	Car as passenger	1	Managers	1656
Brisbane Inner City	Car as passenger	1	Professionals	4228
Brisbane Inner City	Car as passenger	1	Sales workers	983
Brisbane Inner City	Car as passenger	1	Technicians and trades workers	1016
Brisbane Inner City	Did not go to work			345
Brisbane Inner City	Did not go to work		Clerical and administrative workers	6160
Brisbane Inner City	Did not go to work		Community and personal service workers	3901
Brisbane Inner City	Did not go to work		Labourers	1687
Brisbane Inner City	Did not go to work		Machinery operators and drivers	527
Brisbane Inner City	Did not go to work		Managers	2816
Brisbane Inner City	Did not go to work		Professionals	9675
Brisbane Inner City	Did not go to work		Sales workers	2495
Brisbane Inner City	Did not go to work		Technicians and trades workers	2205
Brisbane Inner City	Ferry	1		38
Brisbane Inner City	Ferry	1	Clerical and administrative workers	427
Brisbane Inner City	Ferry	1	Community and personal service workers	126
Brisbane Inner City	Ferry	1	Labourers	46
Brisbane Inner City	Ferry	1	Machinery operators and drivers	10
Brisbane Inner City	Ferry	1	Managers	330
Brisbane Inner City	Ferry	1	Professionals	891
Brisbane Inner City	Ferry	1	Sales workers	101
Brisbane Inner City	Ferry	1	Technicians and trades workers	82
Brisbane Inner City	Method of travel not stated			660
Brisbane Inner City	Method of travel not stated		Clerical and administrative workers	175
Brisbane Inner City	Method of travel not stated		Community and personal service workers	167
Brisbane Inner City	Method of travel not stated		Labourers	136
Brisbane Inner City	Method of travel not stated		Machinery operators and drivers	62
Brisbane Inner City	Method of travel not stated		Managers	159
Brisbane Inner City	Method of travel not stated		Professionals	276
Brisbane Inner City	Method of travel not stated		Sales workers	106
Brisbane Inner City	Method of travel not stated		Technicians and trades workers	156
Brisbane Inner City	Motorbike scooter	1		67
Brisbane Inner City	Motorbike scooter	1	Clerical and administrative workers	520
Brisbane Inner City	Motorbike scooter	1	Community and personal service workers	451
Brisbane Inner City	Motorbike scooter	1	Labourers	196
Brisbane Inner City	Motorbike scooter	1	Machinery operators and drivers	107
Brisbane Inner City	Motorbike scooter	1	Managers	590
Brisbane Inner City	Motorbike scooter	1	Professionals	1551
Brisbane Inner City	Motorbike scooter	1	Sales workers	137
Brisbane Inner City	Motorbike scooter	1	Technicians and trades workers	679
Brisbane Inner City	(Other)	1		72
Brisbane Inner City	(Other)	1	Clerical and administrative workers	191
Brisbane Inner City	(Other)	1	Community and personal service workers	116
Brisbane Inner City	(Other)	1	Labourers	72
Brisbane Inner City	(Other)	1	Machinery operators and drivers	50
Brisbane Inner City	(Other)	1	Managers	332
Brisbane Inner City	(Other)	1	Professionals	458
Brisbane Inner City	(Other)	1	Sales workers	84
Brisbane Inner City	(Other)	1	Technicians and trades workers	137
Brisbane Inner City	Other three methods	3	Clerical and administrative workers	6
Brisbane Inner City	Other three methods	3	Community and personal service workers	8
Brisbane Inner City	Other three methods	3	Labourers	4
Brisbane Inner City	Other three methods	3	Machinery operators and drivers	4
Brisbane Inner City	Other three methods	3	Managers	29
Brisbane Inner City	Other three methods	3	Professionals	60
Brisbane Inner City	Other three methods	3	Sales workers	3
Brisbane Inner City	Other three methods	3	Technicians and trades workers	16
Brisbane Inner City	Other two methods	2		23
Brisbane Inner City	Other two methods	2	Clerical and administrative workers	331
Brisbane Inner City	Other two methods	2	Community and personal service workers	167
Brisbane Inner City	Other two methods	2	Labourers	108
Brisbane Inner City	Other two methods	2	Machinery operators and drivers	41
Brisbane Inner City	Other two methods	2	Managers	367
Brisbane Inner City	Other two methods	2	Professionals	917
Brisbane Inner City	Other two methods	2	Sales workers	100
Brisbane Inner City	Other two methods	2	Technicians and trades workers	271
Brisbane Inner City	Taxi	1		22
Brisbane Inner City	Taxi	1	Clerical and administrative workers	83
Brisbane Inner City	Taxi	1	Community and personal service workers	77
Brisbane Inner City	Taxi	1	Labourers	20
Brisbane Inner City	Taxi	1	Machinery operators and drivers	41
Brisbane Inner City	Taxi	1	Managers	163
Brisbane Inner City	Taxi	1	Professionals	313
Brisbane Inner City	Taxi	1	Sales workers	54
Brisbane Inner City	Taxi	1	Technicians and trades workers	42
Brisbane Inner City	Train	1		704
Brisbane Inner City	Train	1	Clerical and administrative workers	10740
Brisbane Inner City	Train	1	Community and personal service workers	2071
Brisbane Inner City	Train	1	Labourers	1267
Brisbane Inner City	Train	1	Machinery operators and drivers	238
Brisbane Inner City	Train	1	Managers	3743
Brisbane Inner City	Train	1	Professionals	12562
Brisbane Inner City	Train	1	Sales workers	1760
Brisbane Inner City	Train	1	Technicians and trades workers	2058
Brisbane Inner City	Train and bus	2		77
Brisbane Inner City	Train and bus	2	Clerical and administrative workers	969
Brisbane Inner City	Train and bus	2	Community and personal service workers	363
Brisbane Inner City	Train and bus	2	Labourers	316
Brisbane Inner City	Train and bus	2	Machinery operators and drivers	47
Brisbane Inner City	Train and bus	2	Managers	323
Brisbane Inner City	Train and bus	2	Professionals	1384
Brisbane Inner City	Train and bus	2	Sales workers	258
Brisbane Inner City	Train and bus	2	Technicians and trades workers	287
Brisbane Inner City	Train and car as driver	2		157
Brisbane Inner City	Train and car as driver	2	Clerical and administrative workers	3350
Brisbane Inner City	Train and car as driver	2	Community and personal service workers	477
Brisbane Inner City	Train and car as driver	2	Labourers	159
Brisbane Inner City	Train and car as driver	2	Machinery operators and drivers	43
Brisbane Inner City	Train and car as driver	2	Managers	1354
Brisbane Inner City	Train and car as driver	2	Professionals	3884
Brisbane Inner City	Train and car as driver	2	Sales workers	360
Brisbane Inner City	Train and car as driver	2	Technicians and trades workers	620
Brisbane Inner City	Train and car as passenger	2		22
Brisbane Inner City	Train and car as passenger	2	Clerical and administrative workers	557
Brisbane Inner City	Train and car as passenger	2	Community and personal service workers	87
Brisbane Inner City	Train and car as passenger	2	Labourers	67
Brisbane Inner City	Train and car as passenger	2	Machinery operators and drivers	16
Brisbane Inner City	Train and car as passenger	2	Managers	204
Brisbane Inner City	Train and car as passenger	2	Professionals	591
Brisbane Inner City	Train and car as passenger	2	Sales workers	99
Brisbane Inner City	Train and car as passenger	2	Technicians and trades workers	109
Brisbane Inner City	Train and ferry	2	Clerical and administrative workers	13
Brisbane Inner City	Train and ferry	2	Community and personal service workers	9
Brisbane Inner City	Train and ferry	2	Labourers	3
Brisbane Inner City	Train and ferry	2	Managers	8
Brisbane Inner City	Train and ferry	2	Professionals	16
Brisbane Inner City	Train and ferry	2	Sales workers	3
Brisbane Inner City	Train and ferry	2	Technicians and trades workers	4
Brisbane Inner City	Train and other	2		3
Brisbane Inner City	Train and other	2	Clerical and administrative workers	90
Brisbane Inner City	Train and other	2	Community and personal service workers	35
Brisbane Inner City	Train and other	2	Labourers	34
Brisbane Inner City	Train and other	2	Machinery operators and drivers	17
Brisbane Inner City	Train and other	2	Managers	105
Brisbane Inner City	Train and other	2	Professionals	261
Brisbane Inner City	Train and other	2	Sales workers	20
Brisbane Inner City	Train and other	2	Technicians and trades workers	61
Brisbane Inner City	Train and tram includes light rail	2	Clerical and administrative workers	3
Brisbane Inner City	Train and two other methods	3		68
Brisbane Inner City	Train and two other methods	3	Clerical and administrative workers	515
Brisbane Inner City	Train and two other methods	3	Community and personal service workers	161
Brisbane Inner City	Train and two other methods	3	Labourers	110
Brisbane Inner City	Train and two other methods	3	Machinery operators and drivers	32
Brisbane Inner City	Train and two other methods	3	Managers	195
Brisbane Inner City	Train and two other methods	3	Professionals	732
Brisbane Inner City	Train and two other methods	3	Sales workers	105
Brisbane Inner City	Train and two other methods	3	Technicians and trades workers	166
Brisbane Inner City	Tram includes light rail	1		4
Brisbane Inner City	Tram includes light rail	1	Clerical and administrative workers	5
Brisbane Inner City	Tram includes light rail	1	Managers	8
Brisbane Inner City	Tram includes light rail	1	Professionals	20
Brisbane Inner City	Tram includes light rail	1	Technicians and trades workers	6
Brisbane Inner City	Truck	1		11
Brisbane Inner City	Truck	1	Clerical and administrative workers	23
Brisbane Inner City	Truck	1	Community and personal service workers	3
Brisbane Inner City	Truck	1	Labourers	97
Brisbane Inner City	Truck	1	Machinery operators and drivers	122
Brisbane Inner City	Truck	1	Managers	65
Brisbane Inner City	Truck	1	Professionals	11
Brisbane Inner City	Truck	1	Sales workers	12
Brisbane Inner City	Truck	1	Technicians and trades workers	228
Brisbane Inner City	Walked only	1		187
Brisbane Inner City	Walked only	1	Clerical and administrative workers	2015
Brisbane Inner City	Walked only	1	Community and personal service workers	1835
Brisbane Inner City	Walked only	1	Labourers	1020
Brisbane Inner City	Walked only	1	Machinery operators and drivers	119
Brisbane Inner City	Walked only	1	Managers	1970
Brisbane Inner City	Walked only	1	Professionals	5295
Brisbane Inner City	Walked only	1	Sales workers	1042
Brisbane Inner City	Walked only	1	Technicians and trades workers	1013
Brisbane Inner City	Worked at home			179
Brisbane Inner City	Worked at home		Clerical and administrative workers	1748
Brisbane Inner City	Worked at home		Community and personal service workers	328
Brisbane Inner City	Worked at home		Labourers	91
Brisbane Inner City	Worked at home		Machinery operators and drivers	12
Brisbane Inner City	Worked at home		Managers	1937
Brisbane Inner City	Worked at home		Professionals	4422
Brisbane Inner City	Worked at home		Sales workers	587
Brisbane Inner City	Worked at home		Technicians and trades workers	393
Cairns	Bicycle	1		31
Cairns	Bicycle	1	Clerical and administrative workers	122
Cairns	Bicycle	1	Community and personal service workers	310
Cairns	Bicycle	1	Labourers	311
Cairns	Bicycle	1	Machinery operators and drivers	83
Cairns	Bicycle	1	Managers	150
Cairns	Bicycle	1	Professionals	298
Cairns	Bicycle	1	Sales workers	138
Cairns	Bicycle	1	Technicians and trades workers	242
Cairns	Bus	1		18
Cairns	Bus	1	Clerical and administrative workers	88
Cairns	Bus	1	Community and personal service workers	189
Cairns	Bus	1	Labourers	625
Cairns	Bus	1	Machinery operators and drivers	54
Cairns	Bus	1	Managers	105
Cairns	Bus	1	Professionals	89
Cairns	Bus	1	Sales workers	210
Cairns	Bus	1	Technicians and trades workers	110
Cairns	Bus and car as driver	2	Clerical and administrative workers	3
Cairns	Bus and car as driver	2	Community and personal service workers	9
Cairns	Bus and car as driver	2	Labourers	23
Cairns	Bus and car as driver	2	Machinery operators and drivers	4
Cairns	Bus and car as driver	2	Managers	6
Cairns	Bus and car as driver	2	Sales workers	7
Cairns	Bus and car as passenger	2	Clerical and administrative workers	7
Cairns	Bus and car as passenger	2	Community and personal service workers	18
Cairns	Bus and car as passenger	2	Labourers	43
Cairns	Bus and car as passenger	2	Machinery operators and drivers	3
Cairns	Bus and car as passenger	2	Managers	6
Cairns	Bus and car as passenger	2	Professionals	9
Cairns	Bus and car as passenger	2	Sales workers	39
Cairns	Bus and car as passenger	2	Technicians and trades workers	6
Cairns	Bus and ferry	2	Professionals	3
Cairns	Bus and other	2	Clerical and administrative workers	3
Cairns	Bus and other	2	Community and personal service workers	13
Cairns	Bus and other	2	Labourers	9
Cairns	Bus and other	2	Managers	3
Cairns	Bus and other	2	Professionals	8
Cairns	Bus and other	2	Sales workers	7
Cairns	Bus and other	2	Technicians and trades workers	4
Cairns	Bus and two other methods excludes train	3	Clerical and administrative workers	3
Cairns	Bus and two other methods excludes train	3	Community and personal service workers	4
Cairns	Bus and two other methods excludes train	3	Labourers	5
Cairns	Bus and two other methods excludes train	3	Machinery operators and drivers	3
Cairns	Bus and two other methods excludes train	3	Managers	6
Cairns	Bus and two other methods excludes train	3	Professionals	3
Cairns	Bus and two other methods excludes train	3	Sales workers	4
Cairns	Car as driver	1		791
Cairns	Car as driver	1	Clerical and administrative workers	9360
Cairns	Car as driver	1	Community and personal service workers	8762
Cairns	Car as driver	1	Labourers	6737
Cairns	Car as driver	1	Machinery operators and drivers	3972
Cairns	Car as driver	1	Managers	8134
Cairns	Car as driver	1	Professionals	12619
Cairns	Car as driver	1	Sales workers	6593
Cairns	Car as driver	1	Technicians and trades workers	9896
Cairns	Car as passenger	1		85
