SA4_NAME16	Age	EmploymentStatus	Sex	workers
Central Queensland	20-24	Owner managers of incorporated enterprises	M	24
Central Queensland	20-24	Owner managers of unincorporated enterprises	F	71
Central Queensland	20-24	Owner managers of unincorporated enterprises	M	95
Central Queensland	25-29		F	37
Central Queensland	25-29		M	41
Central Queensland	25-29	Contributing family workers	F	56
Central Queensland	25-29	Contributing family workers	M	21
Central Queensland	25-29	Employee	F	4299
Central Queensland	25-29	Employee	M	4842
Central Queensland	25-29	Owner managers of incorporated enterprises	F	60
Central Queensland	25-29	Owner managers of incorporated enterprises	M	100
Central Queensland	25-29	Owner managers of unincorporated enterprises	F	168
Central Queensland	25-29	Owner managers of unincorporated enterprises	M	182
Central Queensland	30-34		F	20
Central Queensland	30-34		M	47
Central Queensland	30-34	Contributing family workers	F	89
Central Queensland	30-34	Contributing family workers	M	36
Central Queensland	30-34	Employee	F	4239
Central Queensland	30-34	Employee	M	5333
Central Queensland	30-34	Owner managers of incorporated enterprises	F	115
Central Queensland	30-34	Owner managers of incorporated enterprises	M	228
Central Queensland	30-34	Owner managers of unincorporated enterprises	F	267
Central Queensland	30-34	Owner managers of unincorporated enterprises	M	242
Central Queensland	35-39		F	30
Central Queensland	35-39		M	49
Central Queensland	35-39	Contributing family workers	F	101
Central Queensland	35-39	Contributing family workers	M	49
Central Queensland	35-39	Employee	F	3949
Central Queensland	35-39	Employee	M	4879
Central Queensland	35-39	Owner managers of incorporated enterprises	F	181
Central Queensland	35-39	Owner managers of incorporated enterprises	M	280
Central Queensland	35-39	Owner managers of unincorporated enterprises	F	296
Central Queensland	35-39	Owner managers of unincorporated enterprises	M	290
Central Queensland	40-44		F	43
Central Queensland	40-44		M	53
Central Queensland	40-44	Contributing family workers	F	122
Central Queensland	40-44	Contributing family workers	M	71
Central Queensland	40-44	Employee	F	4344
Central Queensland	40-44	Employee	M	4867
Central Queensland	40-44	Owner managers of incorporated enterprises	F	241
Central Queensland	40-44	Owner managers of incorporated enterprises	M	379
Central Queensland	40-44	Owner managers of unincorporated enterprises	F	303
Central Queensland	40-44	Owner managers of unincorporated enterprises	M	312
Central Queensland	45-49		F	49
Central Queensland	45-49		M	62
Central Queensland	45-49	Contributing family workers	F	127
Central Queensland	45-49	Contributing family workers	M	106
Central Queensland	45-49	Employee	F	4453
Central Queensland	45-49	Employee	M	4824
Central Queensland	45-49	Owner managers of incorporated enterprises	F	262
Central Queensland	45-49	Owner managers of incorporated enterprises	M	414
Central Queensland	45-49	Owner managers of unincorporated enterprises	F	336
Central Queensland	45-49	Owner managers of unincorporated enterprises	M	369
Central Queensland	50-54		F	50
Central Queensland	50-54		M	49
Central Queensland	50-54	Contributing family workers	F	161
Central Queensland	50-54	Contributing family workers	M	116
Central Queensland	50-54	Employee	F	4283
Central Queensland	50-54	Employee	M	4691
Central Queensland	50-54	Owner managers of incorporated enterprises	F	273
Central Queensland	50-54	Owner managers of incorporated enterprises	M	447
Central Queensland	50-54	Owner managers of unincorporated enterprises	F	318
Central Queensland	50-54	Owner managers of unincorporated enterprises	M	458
Central Queensland	55-59		F	56
Central Queensland	55-59		M	50
Central Queensland	55-59	Contributing family workers	F	143
Central Queensland	55-59	Contributing family workers	M	141
Central Queensland	55-59	Employee	F	3389
Central Queensland	55-59	Employee	M	4040
Central Queensland	55-59	Owner managers of incorporated enterprises	F	193
Central Queensland	55-59	Owner managers of incorporated enterprises	M	406
Central Queensland	55-59	Owner managers of unincorporated enterprises	F	324
Central Queensland	55-59	Owner managers of unincorporated enterprises	M	448
Central Queensland	60-64		F	36
Central Queensland	60-64		M	44
Central Queensland	60-64	Contributing family workers	F	118
Central Queensland	60-64	Contributing family workers	M	129
Central Queensland	60-64	Employee	F	1792
Central Queensland	60-64	Employee	M	2415
Central Queensland	60-64	Owner managers of incorporated enterprises	F	130
Central Queensland	60-64	Owner managers of incorporated enterprises	M	264
Central Queensland	60-64	Owner managers of unincorporated enterprises	F	243
Central Queensland	60-64	Owner managers of unincorporated enterprises	M	462
Central Queensland	65-69		F	22
Central Queensland	65-69		M	29
Central Queensland	65-69	Contributing family workers	F	107
Central Queensland	65-69	Contributing family workers	M	128
Central Queensland	65-69	Employee	F	555
Central Queensland	65-69	Employee	M	771
Central Queensland	65-69	Owner managers of incorporated enterprises	F	53
Central Queensland	65-69	Owner managers of incorporated enterprises	M	145
Central Queensland	65-69	Owner managers of unincorporated enterprises	F	147
Central Queensland	65-69	Owner managers of unincorporated enterprises	M	292
Central Queensland	70-74		F	10
Central Queensland	70-74		M	17
Central Queensland	70-74	Contributing family workers	F	70
Central Queensland	70-74	Contributing family workers	M	102
Central Queensland	70-74	Employee	F	143
Central Queensland	70-74	Employee	M	203
Central Queensland	70-74	Owner managers of incorporated enterprises	F	33
Central Queensland	70-74	Owner managers of incorporated enterprises	M	80
Central Queensland	70-74	Owner managers of unincorporated enterprises	F	69
Central Queensland	70-74	Owner managers of unincorporated enterprises	M	143
Central Queensland	75+		F	14
Central Queensland	75+		M	14
Central Queensland	75+	Contributing family workers	F	66
Central Queensland	75+	Contributing family workers	M	106
Central Queensland	75+	Employee	F	60
Central Queensland	75+	Employee	M	89
Central Queensland	75+	Owner managers of incorporated enterprises	F	8
Central Queensland	75+	Owner managers of incorporated enterprises	M	33
Central Queensland	75+	Owner managers of unincorporated enterprises	F	46
Central Queensland	75+	Owner managers of unincorporated enterprises	M	121
Gold Coast	15-19		F	61
Gold Coast	15-19		M	66
Gold Coast	15-19	Contributing family workers	F	34
Gold Coast	15-19	Contributing family workers	M	63
Gold Coast	15-19	Employee	F	8100
Gold Coast	15-19	Employee	M	6518
Gold Coast	15-19	Owner managers of incorporated enterprises	F	25
Gold Coast	15-19	Owner managers of incorporated enterprises	M	24
Gold Coast	15-19	Owner managers of unincorporated enterprises	F	32
Gold Coast	15-19	Owner managers of unincorporated enterprises	M	57
Gold Coast	20-24		F	75
Gold Coast	20-24		M	96
Gold Coast	20-24	Contributing family workers	F	49
Gold Coast	20-24	Contributing family workers	M	61
Gold Coast	20-24	Employee	F	11937
Gold Coast	20-24	Employee	M	10826
Gold Coast	20-24	Owner managers of incorporated enterprises	F	64
Gold Coast	20-24	Owner managers of incorporated enterprises	M	148
Gold Coast	20-24	Owner managers of unincorporated enterprises	F	207
Gold Coast	20-24	Owner managers of unincorporated enterprises	M	343
Gold Coast	25-29		F	64
Gold Coast	25-29		M	91
Gold Coast	25-29	Contributing family workers	F	94
Gold Coast	25-29	Contributing family workers	M	72
Gold Coast	25-29	Employee	F	12027
Gold Coast	25-29	Employee	M	11078
Gold Coast	25-29	Owner managers of incorporated enterprises	F	265
Gold Coast	25-29	Owner managers of incorporated enterprises	M	650
Gold Coast	25-29	Owner managers of unincorporated enterprises	F	466
Gold Coast	25-29	Owner managers of unincorporated enterprises	M	702
Gold Coast	30-34		F	91
Gold Coast	30-34		M	120
Gold Coast	30-34	Contributing family workers	F	197
Gold Coast	30-34	Contributing family workers	M	95
Gold Coast	30-34	Employee	F	11165
Gold Coast	30-34	Employee	M	10897
Gold Coast	30-34	Owner managers of incorporated enterprises	F	567
Gold Coast	30-34	Owner managers of incorporated enterprises	M	1232
Gold Coast	30-34	Owner managers of unincorporated enterprises	F	813
Gold Coast	30-34	Owner managers of unincorporated enterprises	M	939
Gold Coast	35-39		F	69
Gold Coast	35-39		M	116
Gold Coast	35-39	Contributing family workers	F	284
Gold Coast	35-39	Contributing family workers	M	150
Gold Coast	35-39	Employee	F	10399
Gold Coast	35-39	Employee	M	9837
Gold Coast	35-39	Owner managers of incorporated enterprises	F	812
Gold Coast	35-39	Owner managers of incorporated enterprises	M	1541
Gold Coast	35-39	Owner managers of unincorporated enterprises	F	958
Gold Coast	35-39	Owner managers of unincorporated enterprises	M	1095
Gold Coast	40-44		F	96
Gold Coast	40-44		M	121
Gold Coast	40-44	Contributing family workers	F	284
Gold Coast	40-44	Contributing family workers	M	155
Gold Coast	40-44	Employee	F	11318
Gold Coast	40-44	Employee	M	9505
Gold Coast	40-44	Owner managers of incorporated enterprises	F	1129
Gold Coast	40-44	Owner managers of incorporated enterprises	M	1996
Gold Coast	40-44	Owner managers of unincorporated enterprises	F	1093
Gold Coast	40-44	Owner managers of unincorporated enterprises	M	1316
Gold Coast	45-49		F	107
Gold Coast	45-49		M	117
Gold Coast	45-49	Contributing family workers	F	279
Gold Coast	45-49	Contributing family workers	M	185
Gold Coast	45-49	Employee	F	11292
Gold Coast	45-49	Employee	M	8800
Gold Coast	45-49	Owner managers of incorporated enterprises	F	1185
Gold Coast	45-49	Owner managers of incorporated enterprises	M	2171
Gold Coast	45-49	Owner managers of unincorporated enterprises	F	1149
Gold Coast	45-49	Owner managers of unincorporated enterprises	M	1361
Gold Coast	50-54		F	100
Gold Coast	50-54		M	130
Gold Coast	50-54	Contributing family workers	F	272
Gold Coast	50-54	Contributing family workers	M	193
Gold Coast	50-54	Employee	F	10249
Gold Coast	50-54	Employee	M	7791
Gold Coast	50-54	Owner managers of incorporated enterprises	F	1041
Gold Coast	50-54	Owner managers of incorporated enterprises	M	2028
Gold Coast	50-54	Owner managers of unincorporated enterprises	F	952
Gold Coast	50-54	Owner managers of unincorporated enterprises	M	1404
Gold Coast	55-59		F	111
Gold Coast	55-59		M	111
Gold Coast	55-59	Contributing family workers	F	251
Gold Coast	55-59	Contributing family workers	M	208
Gold Coast	55-59	Employee	F	8731
Gold Coast	55-59	Employee	M	6483
Gold Coast	55-59	Owner managers of incorporated enterprises	F	839
Gold Coast	55-59	Owner managers of incorporated enterprises	M	1681
Gold Coast	55-59	Owner managers of unincorporated enterprises	F	848
Gold Coast	55-59	Owner managers of unincorporated enterprises	M	1388
Gold Coast	60-64		F	86
Gold Coast	60-64		M	88
Gold Coast	60-64	Contributing family workers	F	216
Gold Coast	60-64	Contributing family workers	M	165
Gold Coast	60-64	Employee	F	5378
Gold Coast	60-64	Employee	M	4383
Gold Coast	60-64	Owner managers of incorporated enterprises	F	642
Gold Coast	60-64	Owner managers of incorporated enterprises	M	1404
Gold Coast	60-64	Owner managers of unincorporated enterprises	F	672
Gold Coast	60-64	Owner managers of unincorporated enterprises	M	1132
Gold Coast	65-69		F	50
Gold Coast	65-69		M	65
Gold Coast	65-69	Contributing family workers	F	177
Gold Coast	65-69	Contributing family workers	M	183
Gold Coast	65-69	Employee	F	2207
Gold Coast	65-69	Employee	M	2043
Gold Coast	65-69	Owner managers of incorporated enterprises	F	411
Gold Coast	65-69	Owner managers of incorporated enterprises	M	945
Gold Coast	65-69	Owner managers of unincorporated enterprises	F	400
Gold Coast	65-69	Owner managers of unincorporated enterprises	M	799
Gold Coast	70-74		F	38
Gold Coast	70-74		M	34
Gold Coast	70-74	Contributing family workers	F	77
Gold Coast	70-74	Contributing family workers	M	119
Gold Coast	70-74	Employee	F	589
Gold Coast	70-74	Employee	M	624
Gold Coast	70-74	Owner managers of incorporated enterprises	F	165
Gold Coast	70-74	Owner managers of incorporated enterprises	M	412
Gold Coast	70-74	Owner managers of unincorporated enterprises	F	132
Gold Coast	70-74	Owner managers of unincorporated enterprises	M	354
Gold Coast	75+		F	37
Gold Coast	75+		M	46
Gold Coast	75+	Contributing family workers	F	53
Gold Coast	75+	Contributing family workers	M	88
Gold Coast	75+	Employee	F	160
Gold Coast	75+	Employee	M	273
Gold Coast	75+	Owner managers of incorporated enterprises	F	48
Gold Coast	75+	Owner managers of incorporated enterprises	M	199
Gold Coast	75+	Owner managers of unincorporated enterprises	F	64
Gold Coast	75+	Owner managers of unincorporated enterprises	M	148
Ipswich	15-19		F	26
Ipswich	15-19		M	24
Ipswich	15-19	Contributing family workers	F	20
Ipswich	15-19	Contributing family workers	M	42
Ipswich	15-19	Employee	F	3522
Ipswich	15-19	Employee	M	3015
Ipswich	15-19	Owner managers of incorporated enterprises	F	7
Ipswich	15-19	Owner managers of incorporated enterprises	M	9
Ipswich	15-19	Owner managers of unincorporated enterprises	F	14
Ipswich	15-19	Owner managers of unincorporated enterprises	M	23
Ipswich	20-24		F	37
Ipswich	20-24		M	64
Ipswich	20-24	Contributing family workers	F	14
Ipswich	20-24	Contributing family workers	M	33
Ipswich	20-24	Employee	F	4665
Ipswich	20-24	Employee	M	5118
Ipswich	20-24	Owner managers of incorporated enterprises	F	25
Ipswich	20-24	Owner managers of incorporated enterprises	M	50
Ipswich	20-24	Owner managers of unincorporated enterprises	F	71
Ipswich	20-24	Owner managers of unincorporated enterprises	M	121
Ipswich	25-29		F	37
Ipswich	25-29		M	53
Ipswich	25-29	Contributing family workers	F	43
Ipswich	25-29	Contributing family workers	M	24
Ipswich	25-29	Employee	F	4913
Ipswich	25-29	Employee	M	5818
Ipswich	25-29	Owner managers of incorporated enterprises	F	57
Ipswich	25-29	Owner managers of incorporated enterprises	M	150
Ipswich	25-29	Owner managers of unincorporated enterprises	F	194
Ipswich	25-29	Owner managers of unincorporated enterprises	M	246
Ipswich	30-34		F	40
Ipswich	30-34		M	49
Ipswich	30-34	Contributing family workers	F	58
Ipswich	30-34	Contributing family workers	M	47
Ipswich	30-34	Employee	F	4938
Ipswich	30-34	Employee	M	5877
Ipswich	30-34	Owner managers of incorporated enterprises	F	130
Ipswich	30-34	Owner managers of incorporated enterprises	M	297
Ipswich	30-34	Owner managers of unincorporated enterprises	F	311
Ipswich	30-34	Owner managers of unincorporated enterprises	M	316
Ipswich	35-39		F	46
Ipswich	35-39		M	55
Ipswich	35-39	Contributing family workers	F	71
Ipswich	35-39	Contributing family workers	M	44
Ipswich	35-39	Employee	F	4648
Ipswich	35-39	Employee	M	5329
Ipswich	35-39	Owner managers of incorporated enterprises	F	200
Ipswich	35-39	Owner managers of incorporated enterprises	M	441
Ipswich	35-39	Owner managers of unincorporated enterprises	F	370
Ipswich	35-39	Owner managers of unincorporated enterprises	M	347
Ipswich	40-44		F	39
Ipswich	40-44		M	54
Ipswich	40-44	Contributing family workers	F	88
Ipswich	40-44	Contributing family workers	M	66
Ipswich	40-44	Employee	F	5100
Ipswich	40-44	Employee	M	5488
Ipswich	40-44	Owner managers of incorporated enterprises	F	241
Ipswich	40-44	Owner managers of incorporated enterprises	M	491
Ipswich	40-44	Owner managers of unincorporated enterprises	F	429
Ipswich	40-44	Owner managers of unincorporated enterprises	M	385
Ipswich	45-49		F	48
Ipswich	45-49		M	53
Ipswich	45-49	Contributing family workers	F	87
Ipswich	45-49	Contributing family workers	M	70
Ipswich	45-49	Employee	F	5160
Ipswich	45-49	Employee	M	5321
Ipswich	45-49	Owner managers of incorporated enterprises	F	264
Ipswich	45-49	Owner managers of incorporated enterprises	M	523
Ipswich	45-49	Owner managers of unincorporated enterprises	F	382
Ipswich	45-49	Owner managers of unincorporated enterprises	M	489
Ipswich	50-54		F	60
Ipswich	50-54		M	47
Ipswich	50-54	Contributing family workers	F	95
Ipswich	50-54	Contributing family workers	M	80
Ipswich	50-54	Employee	F	4725
Ipswich	50-54	Employee	M	4976
Ipswich	50-54	Owner managers of incorporated enterprises	F	247
Ipswich	50-54	Owner managers of incorporated enterprises	M	535
Ipswich	50-54	Owner managers of unincorporated enterprises	F	360
Ipswich	50-54	Owner managers of unincorporated enterprises	M	507
Ipswich	55-59		F	35
Ipswich	55-59		M	45
Ipswich	55-59	Contributing family workers	F	90
Ipswich	55-59	Contributing family workers	M	87
Ipswich	55-59	Employee	F	3721
Ipswich	55-59	Employee	M	4112
Ipswich	55-59	Owner managers of incorporated enterprises	F	207
Ipswich	55-59	Owner managers of incorporated enterprises	M	450
Ipswich	55-59	Owner managers of unincorporated enterprises	F	285
Ipswich	55-59	Owner managers of unincorporated enterprises	M	495
Ipswich	60-64		F	30
Ipswich	60-64		M	32
Ipswich	60-64	Contributing family workers	F	84
Ipswich	60-64	Contributing family workers	M	89
Ipswich	60-64	Employee	F	2113
Ipswich	60-64	Employee	M	2590
Ipswich	60-64	Owner managers of incorporated enterprises	F	140
Ipswich	60-64	Owner managers of incorporated enterprises	M	320
Ipswich	60-64	Owner managers of unincorporated enterprises	F	257
Ipswich	60-64	Owner managers of unincorporated enterprises	M	399
Ipswich	65-69		F	30
Ipswich	65-69		M	22
Ipswich	65-69	Contributing family workers	F	66
Ipswich	65-69	Contributing family workers	M	112
Ipswich	65-69	Employee	F	723
Ipswich	65-69	Employee	M	971
Ipswich	65-69	Owner managers of incorporated enterprises	F	70
Ipswich	65-69	Owner managers of incorporated enterprises	M	218
Ipswich	65-69	Owner managers of unincorporated enterprises	F	110
Ipswich	65-69	Owner managers of unincorporated enterprises	M	252
Ipswich	70-74		F	9
Ipswich	70-74		M	19
Ipswich	70-74	Contributing family workers	F	56
Ipswich	70-74	Contributing family workers	M	59
Ipswich	70-74	Employee	F	155
Ipswich	70-74	Employee	M	276
Ipswich	70-74	Owner managers of incorporated enterprises	F	27
Ipswich	70-74	Owner managers of incorporated enterprises	M	99
Ipswich	70-74	Owner managers of unincorporated enterprises	F	61
Ipswich	70-74	Owner managers of unincorporated enterprises	M	116
Ipswich	75+		F	13
Ipswich	75+		M	26
Ipswich	75+	Contributing family workers	F	29
Ipswich	75+	Contributing family workers	M	76
Ipswich	75+	Employee	F	42
Ipswich	75+	Employee	M	98
Ipswich	75+	Owner managers of incorporated enterprises	F	12
Ipswich	75+	Owner managers of incorporated enterprises	M	28
Ipswich	75+	Owner managers of unincorporated enterprises	F	23
Ipswich	75+	Owner managers of unincorporated enterprises	M	70
Logan - Beaudesert	15-19		F	45
Logan - Beaudesert	15-19		M	23
Logan - Beaudesert	15-19	Contributing family workers	F	36
Logan - Beaudesert	15-19	Contributing family workers	M	36
Logan - Beaudesert	15-19	Employee	F	3609
Logan - Beaudesert	15-19	Employee	M	2989
Logan - Beaudesert	15-19	Owner managers of incorporated enterprises	F	5
Logan - Beaudesert	15-19	Owner managers of incorporated enterprises	M	6
Logan - Beaudesert	15-19	Owner managers of unincorporated enterprises	F	21
Logan - Beaudesert	15-19	Owner managers of unincorporated enterprises	M	35
Logan - Beaudesert	20-24		F	44
Logan - Beaudesert	20-24		M	46
Logan - Beaudesert	20-24	Contributing family workers	F	22
Logan - Beaudesert	20-24	Contributing family workers	M	34
Logan - Beaudesert	20-24	Employee	F	4528
Logan - Beaudesert	20-24	Employee	M	4645
Logan - Beaudesert	20-24	Owner managers of incorporated enterprises	F	25
Logan - Beaudesert	20-24	Owner managers of incorporated enterprises	M	64
Logan - Beaudesert	20-24	Owner managers of unincorporated enterprises	F	64
Logan - Beaudesert	20-24	Owner managers of unincorporated enterprises	M	140
Logan - Beaudesert	25-29		F	30
Logan - Beaudesert	25-29		M	44
Logan - Beaudesert	25-29	Contributing family workers	F	56
Logan - Beaudesert	25-29	Contributing family workers	M	31
Logan - Beaudesert	25-29	Employee	F	4635
Logan - Beaudesert	25-29	Employee	M	4482
Logan - Beaudesert	25-29	Owner managers of incorporated enterprises	F	75
Logan - Beaudesert	25-29	Owner managers of incorporated enterprises	M	197
Logan - Beaudesert	25-29	Owner managers of unincorporated enterprises	F	185
Logan - Beaudesert	25-29	Owner managers of unincorporated enterprises	M	296
Logan - Beaudesert	30-34		F	47
Logan - Beaudesert	30-34		M	48
Logan - Beaudesert	30-34	Contributing family workers	F	96
Logan - Beaudesert	30-34	Contributing family workers	M	47
Logan - Beaudesert	30-34	Employee	F	4522
Logan - Beaudesert	30-34	Employee	M	4297
Logan - Beaudesert	30-34	Owner managers of incorporated enterprises	F	181
Logan - Beaudesert	30-34	Owner managers of incorporated enterprises	M	420
Logan - Beaudesert	30-34	Owner managers of unincorporated enterprises	F	334
Logan - Beaudesert	30-34	Owner managers of unincorporated enterprises	M	396
Logan - Beaudesert	35-39		F	34
Logan - Beaudesert	35-39		M	63
Logan - Beaudesert	35-39	Contributing family workers	F	95
Logan - Beaudesert	35-39	Contributing family workers	M	52
Logan - Beaudesert	35-39	Employee	F	4331
Logan - Beaudesert	35-39	Employee	M	3980
Logan - Beaudesert	35-39	Owner managers of incorporated enterprises	F	257
Logan - Beaudesert	35-39	Owner managers of incorporated enterprises	M	552
Logan - Beaudesert	35-39	Owner managers of unincorporated enterprises	F	381
Logan - Beaudesert	35-39	Owner managers of unincorporated enterprises	M	408
Logan - Beaudesert	40-44		F	44
Logan - Beaudesert	40-44		M	52
Logan - Beaudesert	40-44	Contributing family workers	F	128
Logan - Beaudesert	40-44	Contributing family workers	M	78
Logan - Beaudesert	40-44	Employee	F	4464
Logan - Beaudesert	40-44	Employee	M	3856
Logan - Beaudesert	40-44	Owner managers of incorporated enterprises	F	315
Logan - Beaudesert	40-44	Owner managers of incorporated enterprises	M	644
Logan - Beaudesert	40-44	Owner managers of unincorporated enterprises	F	391
Logan - Beaudesert	40-44	Owner managers of unincorporated enterprises	M	493
Logan - Beaudesert	45-49		F	37
Logan - Beaudesert	45-49		M	41
Logan - Beaudesert	45-49	Contributing family workers	F	103
Logan - Beaudesert	45-49	Contributing family workers	M	69
Logan - Beaudesert	45-49	Employee	F	4566
Logan - Beaudesert	45-49	Employee	M	3595
Logan - Beaudesert	45-49	Owner managers of incorporated enterprises	F	373
Logan - Beaudesert	45-49	Owner managers of incorporated enterprises	M	680
Logan - Beaudesert	45-49	Owner managers of unincorporated enterprises	F	416
Logan - Beaudesert	45-49	Owner managers of unincorporated enterprises	M	542
Logan - Beaudesert	50-54		F	38
Logan - Beaudesert	50-54		M	50
Logan - Beaudesert	50-54	Contributing family workers	F	103
Logan - Beaudesert	50-54	Contributing family workers	M	90
Logan - Beaudesert	50-54	Employee	F	4093
Logan - Beaudesert	50-54	Employee	M	3188
Logan - Beaudesert	50-54	Owner managers of incorporated enterprises	F	345
Logan - Beaudesert	50-54	Owner managers of incorporated enterprises	M	658
Logan - Beaudesert	50-54	Owner managers of unincorporated enterprises	F	329
Logan - Beaudesert	50-54	Owner managers of unincorporated enterprises	M	501
Logan - Beaudesert	55-59		F	32
Logan - Beaudesert	55-59		M	41
Logan - Beaudesert	55-59	Contributing family workers	F	103
Logan - Beaudesert	55-59	Contributing family workers	M	69
Logan - Beaudesert	55-59	Employee	F	3422
Logan - Beaudesert	55-59	Employee	M	2652
Logan - Beaudesert	55-59	Owner managers of incorporated enterprises	F	329
Logan - Beaudesert	55-59	Owner managers of incorporated enterprises	M	644
Logan - Beaudesert	55-59	Owner managers of unincorporated enterprises	F	323
Logan - Beaudesert	55-59	Owner managers of unincorporated enterprises	M	490
Logan - Beaudesert	60-64		F	31
Logan - Beaudesert	60-64		M	30
Logan - Beaudesert	60-64	Contributing family workers	F	86
Logan - Beaudesert	60-64	Contributing family workers	M	72
Logan - Beaudesert	60-64	Employee	F	2073
Logan - Beaudesert	60-64	Employee	M	1840
Logan - Beaudesert	60-64	Owner managers of incorporated enterprises	F	179
Logan - Beaudesert	60-64	Owner managers of incorporated enterprises	M	463
Logan - Beaudesert	60-64	Owner managers of unincorporated enterprises	F	238
Logan - Beaudesert	60-64	Owner managers of unincorporated enterprises	M	453
Logan - Beaudesert	65-69		F	17
Logan - Beaudesert	65-69		M	14
Logan - Beaudesert	65-69	Contributing family workers	F	56
Logan - Beaudesert	65-69	Contributing family workers	M	77
Logan - Beaudesert	65-69	Employee	F	684
Logan - Beaudesert	65-69	Employee	M	754
Logan - Beaudesert	65-69	Owner managers of incorporated enterprises	F	109
Logan - Beaudesert	65-69	Owner managers of incorporated enterprises	M	267
Logan - Beaudesert	65-69	Owner managers of unincorporated enterprises	F	134
Logan - Beaudesert	65-69	Owner managers of unincorporated enterprises	M	283
Logan - Beaudesert	70-74		F	12
Logan - Beaudesert	70-74		M	19
Logan - Beaudesert	70-74	Contributing family workers	F	28
Logan - Beaudesert	70-74	Contributing family workers	M	44
Logan - Beaudesert	70-74	Employee	F	141
Logan - Beaudesert	70-74	Employee	M	226
Logan - Beaudesert	70-74	Owner managers of incorporated enterprises	F	30
Logan - Beaudesert	70-74	Owner managers of incorporated enterprises	M	97
Logan - Beaudesert	70-74	Owner managers of unincorporated enterprises	F	42
Logan - Beaudesert	70-74	Owner managers of unincorporated enterprises	M	75
Logan - Beaudesert	75+		F	10
Logan - Beaudesert	75+		M	14
Logan - Beaudesert	75+	Contributing family workers	F	21
Logan - Beaudesert	75+	Contributing family workers	M	28
Logan - Beaudesert	75+	Employee	F	38
Logan - Beaudesert	75+	Employee	M	73
Logan - Beaudesert	75+	Owner managers of incorporated enterprises	F	14
Logan - Beaudesert	75+	Owner managers of incorporated enterprises	M	42
Logan - Beaudesert	75+	Owner managers of unincorporated enterprises	F	13
Logan - Beaudesert	75+	Owner managers of unincorporated enterprises	M	46
Mackay - Isaac - Whitsunday	15-19		F	43
Mackay - Isaac - Whitsunday	15-19		M	28
Mackay - Isaac - Whitsunday	15-19	Contributing family workers	F	9
Mackay - Isaac - Whitsunday	15-19	Contributing family workers	M	25
Mackay - Isaac - Whitsunday	15-19	Employee	F	2216
Mackay - Isaac - Whitsunday	15-19	Employee	M	2100
Mackay - Isaac - Whitsunday	15-19	Owner managers of incorporated enterprises	M	4
Mackay - Isaac - Whitsunday	15-19	Owner managers of unincorporated enterprises	F	3
Mackay - Isaac - Whitsunday	15-19	Owner managers of unincorporated enterprises	M	11
Mackay - Isaac - Whitsunday	20-24		F	27
Mackay - Isaac - Whitsunday	20-24		M	53
Mackay - Isaac - Whitsunday	20-24	Contributing family workers	F	15
Mackay - Isaac - Whitsunday	20-24	Contributing family workers	M	15
Mackay - Isaac - Whitsunday	20-24	Employee	F	3178
Mackay - Isaac - Whitsunday	20-24	Employee	M	3360
Mackay - Isaac - Whitsunday	20-24	Owner managers of incorporated enterprises	F	9
Mackay - Isaac - Whitsunday	20-24	Owner managers of incorporated enterprises	M	30
Mackay - Isaac - Whitsunday	20-24	Owner managers of unincorporated enterprises	F	56
Mackay - Isaac - Whitsunday	20-24	Owner managers of unincorporated enterprises	M	43
Mackay - Isaac - Whitsunday	25-29		F	19
Mackay - Isaac - Whitsunday	25-29		M	23
Mackay - Isaac - Whitsunday	25-29	Contributing family workers	F	22
Mackay - Isaac - Whitsunday	25-29	Contributing family workers	M	18
Mackay - Isaac - Whitsunday	25-29	Employee	F	3656
Mackay - Isaac - Whitsunday	25-29	Employee	M	4520
Mackay - Isaac - Whitsunday	25-29	Owner managers of incorporated enterprises	F	47
Mackay - Isaac - Whitsunday	25-29	Owner managers of incorporated enterprises	M	103
Mackay - Isaac - Whitsunday	25-29	Owner managers of unincorporated enterprises	F	141
Mackay - Isaac - Whitsunday	25-29	Owner managers of unincorporated enterprises	M	114
Mackay - Isaac - Whitsunday	30-34		F	32
Mackay - Isaac - Whitsunday	30-34		M	47
Mackay - Isaac - Whitsunday	30-34	Contributing family workers	F	82
Mackay - Isaac - Whitsunday	30-34	Contributing family workers	M	30
Mackay - Isaac - Whitsunday	30-34	Employee	F	3495
Mackay - Isaac - Whitsunday	30-34	Employee	M	4888
Mackay - Isaac - Whitsunday	30-34	Owner managers of incorporated enterprises	F	126
Mackay - Isaac - Whitsunday	30-34	Owner managers of incorporated enterprises	M	267
Mackay - Isaac - Whitsunday	30-34	Owner managers of unincorporated enterprises	F	256
Mackay - Isaac - Whitsunday	30-34	Owner managers of unincorporated enterprises	M	186
Mackay - Isaac - Whitsunday	35-39		F	35
Mackay - Isaac - Whitsunday	35-39		M	37
Mackay - Isaac - Whitsunday	35-39	Contributing family workers	F	78
Mackay - Isaac - Whitsunday	35-39	Contributing family workers	M	43
Mackay - Isaac - Whitsunday	35-39	Employee	F	3126
Mackay - Isaac - Whitsunday	35-39	Employee	M	4345
Mackay - Isaac - Whitsunday	35-39	Owner managers of incorporated enterprises	F	169
Mackay - Isaac - Whitsunday	35-39	Owner managers of incorporated enterprises	M	343
Mackay - Isaac - Whitsunday	35-39	Owner managers of unincorporated enterprises	F	235
