SA4_NAME16	Age	EmploymentStatus	LabourForceStatus	Sex	workers
Moreton Bay - South	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	5
Moreton Bay - South	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	13
Moreton Bay - South	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	32
Moreton Bay - South	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	34
Moreton Bay - South	70-74	Owner managers of unincorporated enterprises		F	4
Moreton Bay - South	70-74	Owner managers of unincorporated enterprises		M	1
Moreton Bay - South	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	3
Moreton Bay - South	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	17
Moreton Bay - South	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	33
Moreton Bay - South	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	45
Moreton Bay - South	75+			F	4
Moreton Bay - South	75+			M	8
Moreton Bay - South	75+		Employed (full-time)	F	0
Moreton Bay - South	75+		Employed (full-time)	M	0
Moreton Bay - South	75+		Employed (part-time)	F	0
Moreton Bay - South	75+		Employed (part-time)	M	0
Moreton Bay - South	75+	Contributing family workers		F	1
Moreton Bay - South	75+	Contributing family workers		M	0
Moreton Bay - South	75+	Contributing family workers	Employed (full-time)	F	0
Moreton Bay - South	75+	Contributing family workers	Employed (full-time)	M	0
Moreton Bay - South	75+	Contributing family workers	Employed (part-time)	F	6
Moreton Bay - South	75+	Contributing family workers	Employed (part-time)	M	12
Moreton Bay - South	75+	Employee		F	4
Moreton Bay - South	75+	Employee		M	-2
Moreton Bay - South	75+	Employee	Employed (full-time)	F	0
Moreton Bay - South	75+	Employee	Employed (full-time)	M	14
Moreton Bay - South	75+	Employee	Employed (part-time)	F	10
Moreton Bay - South	75+	Employee	Employed (part-time)	M	21
Moreton Bay - South	75+	Owner managers of incorporated enterprises		F	1
Moreton Bay - South	75+	Owner managers of incorporated enterprises		M	7
Moreton Bay - South	75+	Owner managers of incorporated enterprises	Employed (full-time)	F	0
Moreton Bay - South	75+	Owner managers of incorporated enterprises	Employed (full-time)	M	9
Moreton Bay - South	75+	Owner managers of incorporated enterprises	Employed (part-time)	F	8
Moreton Bay - South	75+	Owner managers of incorporated enterprises	Employed (part-time)	M	10
Moreton Bay - South	75+	Owner managers of unincorporated enterprises		F	0
Moreton Bay - South	75+	Owner managers of unincorporated enterprises		M	2
Moreton Bay - South	75+	Owner managers of unincorporated enterprises	Employed (full-time)	F	0
Moreton Bay - South	75+	Owner managers of unincorporated enterprises	Employed (full-time)	M	5
Moreton Bay - South	75+	Owner managers of unincorporated enterprises	Employed (part-time)	F	8
Moreton Bay - South	75+	Owner managers of unincorporated enterprises	Employed (part-time)	M	12
Queensland - Outback	15-19			F	9
Queensland - Outback	15-19			M	5
Queensland - Outback	15-19		Employed (part-time)	F	3
Queensland - Outback	15-19		Employed (part-time)	F	4
Queensland - Outback	15-19		Employed (part-time)	M	3
Queensland - Outback	15-19		Employed (part-time)	M	3
Queensland - Outback	15-19	Contributing family workers		F	5
Queensland - Outback	15-19	Contributing family workers		M	6
Queensland - Outback	15-19	Contributing family workers	Employed (part-time)	F	3
Queensland - Outback	15-19	Contributing family workers	Employed (part-time)	F	0
Queensland - Outback	15-19	Contributing family workers	Employed (part-time)	M	10
Queensland - Outback	15-19	Contributing family workers	Employed (part-time)	M	9
Queensland - Outback	15-19	Employee		F	59
Queensland - Outback	15-19	Employee		M	62
Queensland - Outback	15-19	Employee	Employed (part-time)	F	281
Queensland - Outback	15-19	Employee	Employed (part-time)	F	437
Queensland - Outback	15-19	Employee	Employed (part-time)	M	459
Queensland - Outback	15-19	Employee	Employed (part-time)	M	322
Queensland - Outback	15-19	Owner managers of incorporated enterprises		F	0
Queensland - Outback	15-19	Owner managers of incorporated enterprises		M	4
Queensland - Outback	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	4
Queensland - Outback	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	0
Queensland - Outback	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	0
Queensland - Outback	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	0
Queensland - Outback	15-19	Owner managers of unincorporated enterprises		F	-1
Queensland - Outback	15-19	Owner managers of unincorporated enterprises		M	1
Queensland - Outback	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	7
Queensland - Outback	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	3
Queensland - Outback	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	7
Queensland - Outback	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	0
Queensland - Outback	20-24			F	7
Queensland - Outback	20-24			M	4
Queensland - Outback	20-24		Employed (part-time)	F	3
Queensland - Outback	20-24		Employed (part-time)	F	0
Queensland - Outback	20-24		Employed (part-time)	M	16
Queensland - Outback	20-24		Employed (part-time)	M	3
Queensland - Outback	20-24	Contributing family workers		F	-1
Queensland - Outback	20-24	Contributing family workers		M	-1
Queensland - Outback	20-24	Contributing family workers	Employed (part-time)	F	6
Queensland - Outback	20-24	Contributing family workers	Employed (part-time)	F	3
Queensland - Outback	20-24	Contributing family workers	Employed (part-time)	M	8
Queensland - Outback	20-24	Contributing family workers	Employed (part-time)	M	6
Queensland - Outback	20-24	Employee		F	67
Queensland - Outback	20-24	Employee		M	101
Queensland - Outback	20-24	Employee	Employed (part-time)	F	944
Queensland - Outback	20-24	Employee	Employed (part-time)	F	389
Queensland - Outback	20-24	Employee	Employed (part-time)	M	1254
Queensland - Outback	20-24	Employee	Employed (part-time)	M	235
Queensland - Outback	20-24	Owner managers of incorporated enterprises		F	1
Queensland - Outback	20-24	Owner managers of incorporated enterprises		M	6
Queensland - Outback	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	6
Queensland - Outback	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	5
Queensland - Outback	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	10
Queensland - Outback	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	0
Queensland - Outback	20-24	Owner managers of unincorporated enterprises		F	9
Queensland - Outback	20-24	Owner managers of unincorporated enterprises		M	3
Queensland - Outback	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	13
Queensland - Outback	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	3
Queensland - Outback	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	31
Queensland - Outback	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	7
Queensland - Outback	25-29			F	6
Queensland - Outback	25-29			M	8
Queensland - Outback	25-29		Employed (part-time)	F	3
Queensland - Outback	25-29		Employed (part-time)	F	3
Queensland - Outback	25-29		Employed (part-time)	M	20
Queensland - Outback	25-29		Employed (part-time)	M	3
Queensland - Outback	25-29	Contributing family workers		F	2
Queensland - Outback	25-29	Contributing family workers		M	-1
Queensland - Outback	25-29	Contributing family workers	Employed (part-time)	F	9
Queensland - Outback	25-29	Contributing family workers	Employed (part-time)	F	18
Queensland - Outback	25-29	Contributing family workers	Employed (part-time)	M	10
Queensland - Outback	25-29	Contributing family workers	Employed (part-time)	M	0
Queensland - Outback	25-29	Employee		F	130
Queensland - Outback	25-29	Employee		M	117
Queensland - Outback	25-29	Employee	Employed (part-time)	F	1214
Queensland - Outback	25-29	Employee	Employed (part-time)	F	413
Queensland - Outback	25-29	Employee	Employed (part-time)	M	1858
Queensland - Outback	25-29	Employee	Employed (part-time)	M	191
Queensland - Outback	25-29	Owner managers of incorporated enterprises		F	0
Queensland - Outback	25-29	Owner managers of incorporated enterprises		M	7
Queensland - Outback	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	10
Queensland - Outback	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	10
Queensland - Outback	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	35
Queensland - Outback	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	0
Queensland - Outback	25-29	Owner managers of unincorporated enterprises		F	8
Queensland - Outback	25-29	Owner managers of unincorporated enterprises		M	13
Queensland - Outback	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	38
Queensland - Outback	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	19
Queensland - Outback	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	90
Queensland - Outback	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	18
Queensland - Outback	30-34			F	6
Queensland - Outback	30-34			M	7
Queensland - Outback	30-34		Employed (part-time)	F	3
Queensland - Outback	30-34		Employed (part-time)	F	3
Queensland - Outback	30-34		Employed (part-time)	M	12
Queensland - Outback	30-34		Employed (part-time)	M	4
Queensland - Outback	30-34	Contributing family workers		F	-1
Queensland - Outback	30-34	Contributing family workers		M	6
Queensland - Outback	30-34	Contributing family workers	Employed (part-time)	F	24
Queensland - Outback	30-34	Contributing family workers	Employed (part-time)	F	23
Queensland - Outback	30-34	Contributing family workers	Employed (part-time)	M	19
Queensland - Outback	30-34	Contributing family workers	Employed (part-time)	M	4
Queensland - Outback	30-34	Employee		F	159
Queensland - Outback	30-34	Employee		M	130
Queensland - Outback	30-34	Employee	Employed (part-time)	F	947
Queensland - Outback	30-34	Employee	Employed (part-time)	F	523
Queensland - Outback	30-34	Employee	Employed (part-time)	M	1801
Queensland - Outback	30-34	Employee	Employed (part-time)	M	177
Queensland - Outback	30-34	Owner managers of incorporated enterprises		F	2
Queensland - Outback	30-34	Owner managers of incorporated enterprises		M	7
Queensland - Outback	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	24
Queensland - Outback	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	19
Queensland - Outback	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	88
Queensland - Outback	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	0
Queensland - Outback	30-34	Owner managers of unincorporated enterprises		F	3
Queensland - Outback	30-34	Owner managers of unincorporated enterprises		M	8
Queensland - Outback	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	52
Queensland - Outback	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	29
Queensland - Outback	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	95
Queensland - Outback	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	11
Queensland - Outback	35-39			F	0
Queensland - Outback	35-39			M	0
Queensland - Outback	35-39		Employed (part-time)	F	8
Queensland - Outback	35-39		Employed (part-time)	F	3
Queensland - Outback	35-39		Employed (part-time)	M	16
Queensland - Outback	35-39		Employed (part-time)	M	0
Queensland - Outback	35-39	Contributing family workers		F	3
Queensland - Outback	35-39	Contributing family workers		M	0
Queensland - Outback	35-39	Contributing family workers	Employed (part-time)	F	22
Queensland - Outback	35-39	Contributing family workers	Employed (part-time)	F	11
Queensland - Outback	35-39	Contributing family workers	Employed (part-time)	M	34
Queensland - Outback	35-39	Contributing family workers	Employed (part-time)	M	4
Queensland - Outback	35-39	Employee		F	107
Queensland - Outback	35-39	Employee		M	122
Queensland - Outback	35-39	Employee	Employed (part-time)	F	799
Queensland - Outback	35-39	Employee	Employed (part-time)	F	454
Queensland - Outback	35-39	Employee	Employed (part-time)	M	1631
Queensland - Outback	35-39	Employee	Employed (part-time)	M	158
Queensland - Outback	35-39	Owner managers of incorporated enterprises		F	2
Queensland - Outback	35-39	Owner managers of incorporated enterprises		M	4
Queensland - Outback	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	28
Queensland - Outback	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	14
Queensland - Outback	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	87
Queensland - Outback	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	4
Queensland - Outback	35-39	Owner managers of unincorporated enterprises		F	11
Queensland - Outback	35-39	Owner managers of unincorporated enterprises		M	5
Queensland - Outback	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	44
Queensland - Outback	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	29
Queensland - Outback	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	92
Queensland - Outback	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	14
Queensland - Outback	40-44			F	3
Queensland - Outback	40-44			M	9
Queensland - Outback	40-44		Employed (part-time)	F	3
Queensland - Outback	40-44		Employed (part-time)	F	3
Queensland - Outback	40-44		Employed (part-time)	M	14
Queensland - Outback	40-44		Employed (part-time)	M	4
Queensland - Outback	40-44	Contributing family workers		F	9
Queensland - Outback	40-44	Contributing family workers		M	12
Queensland - Outback	40-44	Contributing family workers	Employed (part-time)	F	39
Queensland - Outback	40-44	Contributing family workers	Employed (part-time)	F	10
Queensland - Outback	40-44	Contributing family workers	Employed (part-time)	M	38
Queensland - Outback	40-44	Contributing family workers	Employed (part-time)	M	4
Queensland - Outback	40-44	Employee		F	72
Queensland - Outback	40-44	Employee		M	122
Queensland - Outback	40-44	Employee	Employed (part-time)	F	864
Queensland - Outback	40-44	Employee	Employed (part-time)	F	502
Queensland - Outback	40-44	Employee	Employed (part-time)	M	1596
Queensland - Outback	40-44	Employee	Employed (part-time)	M	167
Queensland - Outback	40-44	Owner managers of incorporated enterprises		F	9
Queensland - Outback	40-44	Owner managers of incorporated enterprises		M	4
Queensland - Outback	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	62
Queensland - Outback	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	9
Queensland - Outback	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	139
Queensland - Outback	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	3
Queensland - Outback	40-44	Owner managers of unincorporated enterprises		F	5
Queensland - Outback	40-44	Owner managers of unincorporated enterprises		M	0
Queensland - Outback	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	56
Queensland - Outback	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	34
Queensland - Outback	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	122
Queensland - Outback	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	21
Queensland - Outback	45-49			F	10
Queensland - Outback	45-49			M	13
Queensland - Outback	45-49		Employed (part-time)	F	9
Queensland - Outback	45-49		Employed (part-time)	F	9
Queensland - Outback	45-49		Employed (part-time)	M	14
Queensland - Outback	45-49		Employed (part-time)	M	4
Queensland - Outback	45-49	Contributing family workers		F	-1
Queensland - Outback	45-49	Contributing family workers		M	11
Queensland - Outback	45-49	Contributing family workers	Employed (part-time)	F	60
Queensland - Outback	45-49	Contributing family workers	Employed (part-time)	F	14
Queensland - Outback	45-49	Contributing family workers	Employed (part-time)	M	51
Queensland - Outback	45-49	Contributing family workers	Employed (part-time)	M	9
Queensland - Outback	45-49	Employee		F	65
Queensland - Outback	45-49	Employee		M	136
Queensland - Outback	45-49	Employee	Employed (part-time)	F	911
Queensland - Outback	45-49	Employee	Employed (part-time)	F	425
Queensland - Outback	45-49	Employee	Employed (part-time)	M	1506
Queensland - Outback	45-49	Employee	Employed (part-time)	M	172
Queensland - Outback	45-49	Owner managers of incorporated enterprises		F	0
Queensland - Outback	45-49	Owner managers of incorporated enterprises		M	6
Queensland - Outback	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	68
Queensland - Outback	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	19
Queensland - Outback	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	118
Queensland - Outback	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	10
Queensland - Outback	45-49	Owner managers of unincorporated enterprises		F	12
Queensland - Outback	45-49	Owner managers of unincorporated enterprises		M	12
Queensland - Outback	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	78
Queensland - Outback	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	24
Queensland - Outback	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	141
Queensland - Outback	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	24
Queensland - Outback	50-54			F	5
Queensland - Outback	50-54			M	7
Queensland - Outback	50-54		Employed (part-time)	F	9
Queensland - Outback	50-54		Employed (part-time)	F	9
Queensland - Outback	50-54		Employed (part-time)	M	22
Queensland - Outback	50-54		Employed (part-time)	M	4
Queensland - Outback	50-54	Contributing family workers		F	-1
Queensland - Outback	50-54	Contributing family workers		M	0
Queensland - Outback	50-54	Contributing family workers	Employed (part-time)	F	55
Queensland - Outback	50-54	Contributing family workers	Employed (part-time)	F	16
Queensland - Outback	50-54	Contributing family workers	Employed (part-time)	M	85
Queensland - Outback	50-54	Contributing family workers	Employed (part-time)	M	6
Queensland - Outback	50-54	Employee		F	76
Queensland - Outback	50-54	Employee		M	118
Queensland - Outback	50-54	Employee	Employed (part-time)	F	965
Queensland - Outback	50-54	Employee	Employed (part-time)	F	407
Queensland - Outback	50-54	Employee	Employed (part-time)	M	1595
Queensland - Outback	50-54	Employee	Employed (part-time)	M	161
Queensland - Outback	50-54	Owner managers of incorporated enterprises		F	1
Queensland - Outback	50-54	Owner managers of incorporated enterprises		M	9
Queensland - Outback	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	75
Queensland - Outback	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	22
Queensland - Outback	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	134
Queensland - Outback	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	16
Queensland - Outback	50-54	Owner managers of unincorporated enterprises		F	11
Queensland - Outback	50-54	Owner managers of unincorporated enterprises		M	18
Queensland - Outback	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	90
Queensland - Outback	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	23
Queensland - Outback	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	142
Queensland - Outback	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	21
Queensland - Outback	55-59			F	9
Queensland - Outback	55-59			M	0
Queensland - Outback	55-59		Employed (part-time)	F	10
Queensland - Outback	55-59		Employed (part-time)	F	7
Queensland - Outback	55-59		Employed (part-time)	M	14
Queensland - Outback	55-59		Employed (part-time)	M	3
Queensland - Outback	55-59	Contributing family workers		F	10
Queensland - Outback	55-59	Contributing family workers		M	10
Queensland - Outback	55-59	Contributing family workers	Employed (part-time)	F	65
Queensland - Outback	55-59	Contributing family workers	Employed (part-time)	F	15
Queensland - Outback	55-59	Contributing family workers	Employed (part-time)	M	86
Queensland - Outback	55-59	Contributing family workers	Employed (part-time)	M	7
Queensland - Outback	55-59	Employee		F	79
Queensland - Outback	55-59	Employee		M	118
Queensland - Outback	55-59	Employee	Employed (part-time)	F	735
Queensland - Outback	55-59	Employee	Employed (part-time)	F	387
Queensland - Outback	55-59	Employee	Employed (part-time)	M	1332
Queensland - Outback	55-59	Employee	Employed (part-time)	M	135
Queensland - Outback	55-59	Owner managers of incorporated enterprises		F	2
Queensland - Outback	55-59	Owner managers of incorporated enterprises		M	6
Queensland - Outback	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	51
Queensland - Outback	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	15
Queensland - Outback	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	137
Queensland - Outback	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	15
Queensland - Outback	55-59	Owner managers of unincorporated enterprises		F	9
Queensland - Outback	55-59	Owner managers of unincorporated enterprises		M	13
Queensland - Outback	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	104
Queensland - Outback	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	30
Queensland - Outback	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	178
Queensland - Outback	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	41
Queensland - Outback	60-64			F	8
Queensland - Outback	60-64			M	8
Queensland - Outback	60-64		Employed (part-time)	F	6
Queensland - Outback	60-64		Employed (part-time)	F	6
Queensland - Outback	60-64		Employed (part-time)	M	13
Queensland - Outback	60-64		Employed (part-time)	M	3
Queensland - Outback	60-64	Contributing family workers		F	8
Queensland - Outback	60-64	Contributing family workers		M	9
Queensland - Outback	60-64	Contributing family workers	Employed (part-time)	F	46
Queensland - Outback	60-64	Contributing family workers	Employed (part-time)	F	15
Queensland - Outback	60-64	Contributing family workers	Employed (part-time)	M	93
Queensland - Outback	60-64	Contributing family workers	Employed (part-time)	M	11
Queensland - Outback	60-64	Employee		F	57
Queensland - Outback	60-64	Employee		M	94
Queensland - Outback	60-64	Employee	Employed (part-time)	F	391
Queensland - Outback	60-64	Employee	Employed (part-time)	F	266
Queensland - Outback	60-64	Employee	Employed (part-time)	M	751
Queensland - Outback	60-64	Employee	Employed (part-time)	M	138
Queensland - Outback	60-64	Owner managers of incorporated enterprises		F	5
Queensland - Outback	60-64	Owner managers of incorporated enterprises		M	0
Queensland - Outback	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	23
Queensland - Outback	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	10
Queensland - Outback	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	93
Queensland - Outback	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	12
Queensland - Outback	60-64	Owner managers of unincorporated enterprises		F	0
Queensland - Outback	60-64	Owner managers of unincorporated enterprises		M	10
Queensland - Outback	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	86
Queensland - Outback	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	24
Queensland - Outback	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	141
Queensland - Outback	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	39
Queensland - Outback	65-69			F	6
Queensland - Outback	65-69			M	4
Queensland - Outback	65-69		Employed (part-time)	F	6
Queensland - Outback	65-69		Employed (part-time)	F	0
Queensland - Outback	65-69		Employed (part-time)	M	9
Queensland - Outback	65-69		Employed (part-time)	M	0
Queensland - Outback	65-69	Contributing family workers		F	11
Queensland - Outback	65-69	Contributing family workers		M	5
Queensland - Outback	65-69	Contributing family workers	Employed (part-time)	F	42
Queensland - Outback	65-69	Contributing family workers	Employed (part-time)	F	9
Queensland - Outback	65-69	Contributing family workers	Employed (part-time)	M	49
Queensland - Outback	65-69	Contributing family workers	Employed (part-time)	M	16
Queensland - Outback	65-69	Employee		F	19
Queensland - Outback	65-69	Employee		M	34
Queensland - Outback	65-69	Employee	Employed (part-time)	F	117
Queensland - Outback	65-69	Employee	Employed (part-time)	F	116
Queensland - Outback	65-69	Employee	Employed (part-time)	M	265
Queensland - Outback	65-69	Employee	Employed (part-time)	M	72
Queensland - Outback	65-69	Owner managers of incorporated enterprises		F	4
Queensland - Outback	65-69	Owner managers of incorporated enterprises		M	-5
Queensland - Outback	65-69	Owner managers of incorporated enterprises	Employed (part-time)	F	21
Queensland - Outback	65-69	Owner managers of incorporated enterprises	Employed (part-time)	F	15
Queensland - Outback	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	52
Queensland - Outback	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	12
Queensland - Outback	65-69	Owner managers of unincorporated enterprises		F	4
Queensland - Outback	65-69	Owner managers of unincorporated enterprises		M	8
Queensland - Outback	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	47
Queensland - Outback	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	5
Queensland - Outback	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	88
Queensland - Outback	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	22
Queensland - Outback	70-74			F	6
Queensland - Outback	70-74			M	3
Queensland - Outback	70-74		Employed (part-time)	F	0
Queensland - Outback	70-74		Employed (part-time)	F	3
Queensland - Outback	70-74		Employed (part-time)	M	7
Queensland - Outback	70-74		Employed (part-time)	M	6
Queensland - Outback	70-74	Contributing family workers		F	12
Queensland - Outback	70-74	Contributing family workers		M	16
Queensland - Outback	70-74	Contributing family workers	Employed (part-time)	F	28
Queensland - Outback	70-74	Contributing family workers	Employed (part-time)	F	11
Queensland - Outback	70-74	Contributing family workers	Employed (part-time)	M	36
Queensland - Outback	70-74	Contributing family workers	Employed (part-time)	M	15
Queensland - Outback	70-74	Employee		F	5
Queensland - Outback	70-74	Employee		M	12
Queensland - Outback	70-74	Employee	Employed (part-time)	F	26
Queensland - Outback	70-74	Employee	Employed (part-time)	F	31
Queensland - Outback	70-74	Employee	Employed (part-time)	M	64
Queensland - Outback	70-74	Employee	Employed (part-time)	M	44
Queensland - Outback	70-74	Owner managers of incorporated enterprises		F	3
Queensland - Outback	70-74	Owner managers of incorporated enterprises		M	0
Queensland - Outback	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	13
Queensland - Outback	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	7
Queensland - Outback	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	25
Queensland - Outback	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	6
Queensland - Outback	70-74	Owner managers of unincorporated enterprises		F	2
Queensland - Outback	70-74	Owner managers of unincorporated enterprises		M	-1
Queensland - Outback	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	16
Queensland - Outback	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	15
Queensland - Outback	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	46
Queensland - Outback	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	20
Queensland - Outback	75+			F	2
Queensland - Outback	75+			M	1
Queensland - Outback	75+		Employed (full-time)	F	0
Queensland - Outback	75+		Employed (full-time)	M	6
Queensland - Outback	75+		Employed (part-time)	F	3
Queensland - Outback	75+		Employed (part-time)	M	0
Queensland - Outback	75+	Contributing family workers		F	11
Queensland - Outback	75+	Contributing family workers		M	19
Queensland - Outback	75+	Contributing family workers	Employed (full-time)	F	22
Queensland - Outback	75+	Contributing family workers	Employed (full-time)	M	44
Queensland - Outback	75+	Contributing family workers	Employed (part-time)	F	7
Queensland - Outback	75+	Contributing family workers	Employed (part-time)	M	5
Queensland - Outback	75+	Employee		F	-2
Queensland - Outback	75+	Employee		M	3
Queensland - Outback	75+	Employee	Employed (full-time)	F	15
Queensland - Outback	75+	Employee	Employed (full-time)	M	19
Queensland - Outback	75+	Employee	Employed (part-time)	F	11
Queensland - Outback	75+	Employee	Employed (part-time)	M	23
Queensland - Outback	75+	Owner managers of incorporated enterprises		F	0
Queensland - Outback	75+	Owner managers of incorporated enterprises		M	2
Queensland - Outback	75+	Owner managers of incorporated enterprises	Employed (full-time)	F	3
Queensland - Outback	75+	Owner managers of incorporated enterprises	Employed (full-time)	M	10
Queensland - Outback	75+	Owner managers of incorporated enterprises	Employed (part-time)	F	0
Queensland - Outback	75+	Owner managers of incorporated enterprises	Employed (part-time)	M	3
Queensland - Outback	75+	Owner managers of unincorporated enterprises		F	-3
Queensland - Outback	75+	Owner managers of unincorporated enterprises		M	8
Queensland - Outback	75+	Owner managers of unincorporated enterprises	Employed (full-time)	F	4
Queensland - Outback	75+	Owner managers of unincorporated enterprises	Employed (full-time)	M	33
Queensland - Outback	75+	Owner managers of unincorporated enterprises	Employed (part-time)	F	12
Queensland - Outback	75+	Owner managers of unincorporated enterprises	Employed (part-time)	M	17
Sunshine Coast	15-19			F	7
Sunshine Coast	15-19			M	11
Sunshine Coast	15-19		Employed (part-time)	F	5
Sunshine Coast	15-19		Employed (part-time)	F	28
Sunshine Coast	15-19		Employed (part-time)	M	10
Sunshine Coast	15-19		Employed (part-time)	M	20
Sunshine Coast	15-19	Contributing family workers		F	6
Sunshine Coast	15-19	Contributing family workers		M	10
Sunshine Coast	15-19	Contributing family workers	Employed (part-time)	F	0
Sunshine Coast	15-19	Contributing family workers	Employed (part-time)	F	14
Sunshine Coast	15-19	Contributing family workers	Employed (part-time)	M	0
