SA4_NAME16	Age	LabourForceStatus	NeedsAssistance	workers
Melbourne - South East	25-29	Employed (part-time)	1	109
Melbourne - South East	30-34			16
Melbourne - South East	30-34		0	674
Melbourne - South East	30-34		1	3
Melbourne - South East	30-34	Employed (away from work)		14
Melbourne - South East	30-34	Employed (away from work)	0	1508
Melbourne - South East	30-34	Employed (away from work)	1	20
Melbourne - South East	30-34	Employed (full-time)		232
Melbourne - South East	30-34	Employed (full-time)	0	24273
Melbourne - South East	30-34	Employed (full-time)	1	64
Melbourne - South East	30-34	Employed (part-time)		77
Melbourne - South East	30-34	Employed (part-time)	0	8456
Melbourne - South East	30-34	Employed (part-time)	1	115
Melbourne - South East	35-39			23
Melbourne - South East	35-39		0	562
Melbourne - South East	35-39		1	8
Melbourne - South East	35-39	Employed (away from work)		15
Melbourne - South East	35-39	Employed (away from work)	0	969
Melbourne - South East	35-39	Employed (away from work)	1	19
Melbourne - South East	35-39	Employed (full-time)		211
Melbourne - South East	35-39	Employed (full-time)	0	22376
Melbourne - South East	35-39	Employed (full-time)	1	72
Melbourne - South East	35-39	Employed (part-time)		103
Melbourne - South East	35-39	Employed (part-time)	0	8819
Melbourne - South East	35-39	Employed (part-time)	1	119
Melbourne - South East	40-44			25
Melbourne - South East	40-44		0	526
Melbourne - South East	40-44		1	6
Melbourne - South East	40-44	Employed (away from work)		9
Melbourne - South East	40-44	Employed (away from work)	0	662
Melbourne - South East	40-44	Employed (away from work)	1	18
Melbourne - South East	40-44	Employed (full-time)		246
Melbourne - South East	40-44	Employed (full-time)	0	23310
Melbourne - South East	40-44	Employed (full-time)	1	116
Melbourne - South East	40-44	Employed (part-time)		105
Melbourne - South East	40-44	Employed (part-time)	0	9515
Melbourne - South East	40-44	Employed (part-time)	1	138
Melbourne - South East	45-49			19
Melbourne - South East	45-49		0	539
Melbourne - South East	45-49		1	9
Melbourne - South East	45-49	Employed (away from work)		14
Melbourne - South East	45-49	Employed (away from work)	0	599
Melbourne - South East	45-49	Employed (away from work)	1	28
Melbourne - South East	45-49	Employed (full-time)		287
Melbourne - South East	45-49	Employed (full-time)	0	24376
Melbourne - South East	45-49	Employed (full-time)	1	129
Melbourne - South East	45-49	Employed (part-time)		109
Melbourne - South East	45-49	Employed (part-time)	0	9269
Melbourne - South East	45-49	Employed (part-time)	1	150
Melbourne - South East	50-54			24
Melbourne - South East	50-54		0	507
Melbourne - South East	50-54		1	5
Melbourne - South East	50-54	Employed (away from work)		9
Melbourne - South East	50-54	Employed (away from work)	0	674
Melbourne - South East	50-54	Employed (away from work)	1	32
Melbourne - South East	50-54	Employed (full-time)		269
Melbourne - South East	50-54	Employed (full-time)	0	22498
Melbourne - South East	50-54	Employed (full-time)	1	120
Melbourne - South East	50-54	Employed (part-time)		116
Melbourne - South East	50-54	Employed (part-time)	0	7779
Melbourne - South East	50-54	Employed (part-time)	1	113
Melbourne - South East	55-59			12
Melbourne - South East	55-59		0	363
Melbourne - South East	55-59		1	7
Melbourne - South East	55-59	Employed (away from work)		15
Melbourne - South East	55-59	Employed (away from work)	0	702
Melbourne - South East	55-59	Employed (away from work)	1	28
Melbourne - South East	55-59	Employed (full-time)		226
Melbourne - South East	55-59	Employed (full-time)	0	17832
Melbourne - South East	55-59	Employed (full-time)	1	108
Melbourne - South East	55-59	Employed (part-time)		90
Melbourne - South East	55-59	Employed (part-time)	0	7070
Melbourne - South East	55-59	Employed (part-time)	1	113
Melbourne - South East	60-64			21
Melbourne - South East	60-64		0	259
Melbourne - South East	60-64		1	8
Melbourne - South East	60-64	Employed (away from work)		3
Melbourne - South East	60-64	Employed (away from work)	0	608
Melbourne - South East	60-64	Employed (away from work)	1	25
Melbourne - South East	60-64	Employed (full-time)		133
Melbourne - South East	60-64	Employed (full-time)	0	10414
Melbourne - South East	60-64	Employed (full-time)	1	75
Melbourne - South East	60-64	Employed (part-time)		77
Melbourne - South East	60-64	Employed (part-time)	0	5923
Melbourne - South East	60-64	Employed (part-time)	1	105
Melbourne - South East	65-69			3
Melbourne - South East	65-69		0	117
Melbourne - South East	65-69		1	5
Melbourne - South East	65-69	Employed (away from work)		8
Melbourne - South East	65-69	Employed (away from work)	0	289
Melbourne - South East	65-69	Employed (away from work)	1	8
Melbourne - South East	65-69	Employed (full-time)		58
Melbourne - South East	65-69	Employed (full-time)	0	3519
Melbourne - South East	65-69	Employed (full-time)	1	27
Melbourne - South East	65-69	Employed (part-time)		56
Melbourne - South East	65-69	Employed (part-time)	0	3313
Melbourne - South East	65-69	Employed (part-time)	1	62
Melbourne - South East	70-74			8
Melbourne - South East	70-74		0	84
Melbourne - South East	70-74	Employed (away from work)	0	105
Melbourne - South East	70-74	Employed (away from work)	1	5
Melbourne - South East	70-74	Employed (full-time)		19
Melbourne - South East	70-74	Employed (full-time)	0	826
Melbourne - South East	70-74	Employed (full-time)	1	20
Melbourne - South East	70-74	Employed (part-time)		26
Melbourne - South East	70-74	Employed (part-time)	0	1297
Melbourne - South East	70-74	Employed (part-time)	1	34
Melbourne - South East	75+			14
Melbourne - South East	75+		0	97
Melbourne - South East	75+		1	20
Melbourne - South East	75+	Employed (away from work)	0	39
Melbourne - South East	75+	Employed (away from work)	1	4
Melbourne - South East	75+	Employed (full-time)		8
Melbourne - South East	75+	Employed (full-time)	0	308
Melbourne - South East	75+	Employed (full-time)	1	14
Melbourne - South East	75+	Employed (part-time)		19
Melbourne - South East	75+	Employed (part-time)	0	620
Melbourne - South East	75+	Employed (part-time)	1	40
Melbourne - West	15-19			9
Melbourne - West	15-19		0	283
Melbourne - West	15-19		1	4
Melbourne - West	15-19	Employed (away from work)		4
Melbourne - West	15-19	Employed (away from work)	0	315
Melbourne - West	15-19	Employed (away from work)	1	5
Melbourne - West	15-19	Employed (full-time)		14
Melbourne - West	15-19	Employed (full-time)	0	1406
Melbourne - West	15-19	Employed (full-time)	1	5
Melbourne - West	15-19	Employed (part-time)		64
Melbourne - West	15-19	Employed (part-time)	0	9022
Melbourne - West	15-19	Employed (part-time)	1	92
Melbourne - West	20-24			20
Melbourne - West	20-24		0	627
Melbourne - West	20-24		1	3
Melbourne - West	20-24	Employed (away from work)		3
Melbourne - West	20-24	Employed (away from work)	0	496
Melbourne - West	20-24	Employed (away from work)	1	8
Melbourne - West	20-24	Employed (full-time)		85
Melbourne - West	20-24	Employed (full-time)	0	9034
Melbourne - West	20-24	Employed (full-time)	1	23
Melbourne - West	20-24	Employed (part-time)		93
Melbourne - West	20-24	Employed (part-time)	0	10345
Melbourne - West	20-24	Employed (part-time)	1	109
Melbourne - West	25-29			25
Melbourne - West	25-29		0	641
Melbourne - West	25-29		1	5
Melbourne - West	25-29	Employed (away from work)		6
Melbourne - West	25-29	Employed (away from work)	0	723
Melbourne - West	25-29	Employed (away from work)	1	4
Melbourne - West	25-29	Employed (full-time)		146
Melbourne - West	25-29	Employed (full-time)	0	16673
Melbourne - West	25-29	Employed (full-time)	1	46
Melbourne - West	25-29	Employed (part-time)		57
Melbourne - West	25-29	Employed (part-time)	0	6668
Melbourne - West	25-29	Employed (part-time)	1	70
Melbourne - West	30-34			29
Melbourne - West	30-34		0	612
Melbourne - West	30-34		1	3
Melbourne - West	30-34	Employed (away from work)		18
Melbourne - West	30-34	Employed (away from work)	0	1023
Melbourne - West	30-34	Employed (away from work)	1	11
Melbourne - West	30-34	Employed (full-time)		174
Melbourne - West	30-34	Employed (full-time)	0	17979
Melbourne - West	30-34	Employed (full-time)	1	49
Melbourne - West	30-34	Employed (part-time)		89
Melbourne - West	30-34	Employed (part-time)	0	7102
Melbourne - West	30-34	Employed (part-time)	1	79
Melbourne - West	35-39			32
Melbourne - West	35-39		0	479
Melbourne - West	35-39		1	10
Melbourne - West	35-39	Employed (away from work)		7
Melbourne - West	35-39	Employed (away from work)	0	781
Melbourne - West	35-39	Employed (away from work)	1	11
Melbourne - West	35-39	Employed (full-time)		199
Melbourne - West	35-39	Employed (full-time)	0	16456
Melbourne - West	35-39	Employed (full-time)	1	65
Melbourne - West	35-39	Employed (part-time)		85
Melbourne - West	35-39	Employed (part-time)	0	7141
Melbourne - West	35-39	Employed (part-time)	1	86
Melbourne - West	40-44			29
Melbourne - West	40-44		0	503
Melbourne - West	40-44		1	3
Melbourne - West	40-44	Employed (away from work)		8
Melbourne - West	40-44	Employed (away from work)	0	543
Melbourne - West	40-44	Employed (away from work)	1	23
Melbourne - West	40-44	Employed (full-time)		188
Melbourne - West	40-44	Employed (full-time)	0	16650
Melbourne - West	40-44	Employed (full-time)	1	91
Melbourne - West	40-44	Employed (part-time)		87
Melbourne - West	40-44	Employed (part-time)	0	7233
Melbourne - West	40-44	Employed (part-time)	1	104
Melbourne - West	45-49			23
Melbourne - West	45-49		0	456
Melbourne - West	45-49	Employed (away from work)		6
Melbourne - West	45-49	Employed (away from work)	0	423
Melbourne - West	45-49	Employed (away from work)	1	31
Melbourne - West	45-49	Employed (full-time)		233
Melbourne - West	45-49	Employed (full-time)	0	16586
Melbourne - West	45-49	Employed (full-time)	1	86
Melbourne - West	45-49	Employed (part-time)		71
Melbourne - West	45-49	Employed (part-time)	0	6830
Melbourne - West	45-49	Employed (part-time)	1	101
Melbourne - West	50-54			13
Melbourne - West	50-54		0	395
Melbourne - West	50-54		1	11
Melbourne - West	50-54	Employed (away from work)		4
Melbourne - West	50-54	Employed (away from work)	0	500
Melbourne - West	50-54	Employed (away from work)	1	23
Melbourne - West	50-54	Employed (full-time)		204
Melbourne - West	50-54	Employed (full-time)	0	15018
Melbourne - West	50-54	Employed (full-time)	1	85
Melbourne - West	50-54	Employed (part-time)		85
Melbourne - West	50-54	Employed (part-time)	0	5848
Melbourne - West	50-54	Employed (part-time)	1	99
Melbourne - West	55-59			12
Melbourne - West	55-59		0	318
Melbourne - West	55-59		1	5
Melbourne - West	55-59	Employed (away from work)		4
Melbourne - West	55-59	Employed (away from work)	0	516
Melbourne - West	55-59	Employed (away from work)	1	29
Melbourne - West	55-59	Employed (full-time)		159
Melbourne - West	55-59	Employed (full-time)	0	11916
Melbourne - West	55-59	Employed (full-time)	1	63
Melbourne - West	55-59	Employed (part-time)		78
Melbourne - West	55-59	Employed (part-time)	0	5208
Melbourne - West	55-59	Employed (part-time)	1	105
Melbourne - West	60-64			8
Melbourne - West	60-64		0	173
Melbourne - West	60-64		1	5
Melbourne - West	60-64	Employed (away from work)		7
Melbourne - West	60-64	Employed (away from work)	0	451
Melbourne - West	60-64	Employed (away from work)	1	22
Melbourne - West	60-64	Employed (full-time)		100
Melbourne - West	60-64	Employed (full-time)	0	6910
Melbourne - West	60-64	Employed (full-time)	1	54
Melbourne - West	60-64	Employed (part-time)		60
Melbourne - West	60-64	Employed (part-time)	0	3868
Melbourne - West	60-64	Employed (part-time)	1	73
Melbourne - West	65-69			6
Melbourne - West	65-69		0	80
Melbourne - West	65-69		1	7
Melbourne - West	65-69	Employed (away from work)		4
Melbourne - West	65-69	Employed (away from work)	0	176
Melbourne - West	65-69	Employed (away from work)	1	10
Melbourne - West	65-69	Employed (full-time)		49
Melbourne - West	65-69	Employed (full-time)	0	2016
Melbourne - West	65-69	Employed (full-time)	1	25
Melbourne - West	65-69	Employed (part-time)		41
Melbourne - West	65-69	Employed (part-time)	0	1907
Melbourne - West	65-69	Employed (part-time)	1	43
Melbourne - West	70-74			3
Melbourne - West	70-74		0	36
Melbourne - West	70-74		1	3
Melbourne - West	70-74	Employed (away from work)	0	48
Melbourne - West	70-74	Employed (away from work)	1	3
Melbourne - West	70-74	Employed (full-time)		6
Melbourne - West	70-74	Employed (full-time)	0	446
Melbourne - West	70-74	Employed (full-time)	1	18
Melbourne - West	70-74	Employed (part-time)		13
Melbourne - West	70-74	Employed (part-time)	0	643
Melbourne - West	70-74	Employed (part-time)	1	21
Melbourne - West	75+			5
Melbourne - West	75+		0	26
Melbourne - West	75+		1	10
Melbourne - West	75+	Employed (away from work)		4
Melbourne - West	75+	Employed (away from work)	0	27
Melbourne - West	75+	Employed (away from work)	1	11
Melbourne - West	75+	Employed (full-time)		3
Melbourne - West	75+	Employed (full-time)	0	138
Melbourne - West	75+	Employed (full-time)	1	5
Melbourne - West	75+	Employed (part-time)		7
Melbourne - West	75+	Employed (part-time)	0	243
Melbourne - West	75+	Employed (part-time)	1	12
Mornington Peninsula	15-19			16
Mornington Peninsula	15-19		0	161
Mornington Peninsula	15-19	Employed (away from work)	0	209
Mornington Peninsula	15-19	Employed (full-time)		16
Mornington Peninsula	15-19	Employed (full-time)	0	1095
Mornington Peninsula	15-19	Employed (full-time)	1	8
Mornington Peninsula	15-19	Employed (part-time)		41
Mornington Peninsula	15-19	Employed (part-time)	0	5189
Mornington Peninsula	15-19	Employed (part-time)	1	68
Mornington Peninsula	20-24			9
Mornington Peninsula	20-24		0	199
Mornington Peninsula	20-24	Employed (away from work)	0	202
Mornington Peninsula	20-24	Employed (away from work)	1	3
Mornington Peninsula	20-24	Employed (full-time)		43
Mornington Peninsula	20-24	Employed (full-time)	0	4404
Mornington Peninsula	20-24	Employed (full-time)	1	13
Mornington Peninsula	20-24	Employed (part-time)		49
Mornington Peninsula	20-24	Employed (part-time)	0	4146
Mornington Peninsula	20-24	Employed (part-time)	1	54
Mornington Peninsula	25-29			4
Mornington Peninsula	25-29		0	169
Mornington Peninsula	25-29	Employed (away from work)		8
Mornington Peninsula	25-29	Employed (away from work)	0	324
Mornington Peninsula	25-29	Employed (away from work)	1	5
Mornington Peninsula	25-29	Employed (full-time)		63
Mornington Peninsula	25-29	Employed (full-time)	0	5654
Mornington Peninsula	25-29	Employed (full-time)	1	13
Mornington Peninsula	25-29	Employed (part-time)		24
Mornington Peninsula	25-29	Employed (part-time)	0	2315
Mornington Peninsula	25-29	Employed (part-time)	1	40
Mornington Peninsula	30-34			9
Mornington Peninsula	30-34		0	143
Mornington Peninsula	30-34	Employed (away from work)		7
Mornington Peninsula	30-34	Employed (away from work)	0	386
Mornington Peninsula	30-34	Employed (away from work)	1	9
Mornington Peninsula	30-34	Employed (full-time)		53
Mornington Peninsula	30-34	Employed (full-time)	0	5091
Mornington Peninsula	30-34	Employed (full-time)	1	19
Mornington Peninsula	30-34	Employed (part-time)		29
Mornington Peninsula	30-34	Employed (part-time)	0	2758
Mornington Peninsula	30-34	Employed (part-time)	1	36
Mornington Peninsula	35-39			10
Mornington Peninsula	35-39		0	147
Mornington Peninsula	35-39		1	3
Mornington Peninsula	35-39	Employed (away from work)	0	305
Mornington Peninsula	35-39	Employed (away from work)	1	10
Mornington Peninsula	35-39	Employed (full-time)		45
Mornington Peninsula	35-39	Employed (full-time)	0	4774
Mornington Peninsula	35-39	Employed (full-time)	1	17
Mornington Peninsula	35-39	Employed (part-time)		47
Mornington Peninsula	35-39	Employed (part-time)	0	3144
Mornington Peninsula	35-39	Employed (part-time)	1	38
Mornington Peninsula	40-44			5
Mornington Peninsula	40-44		0	162
Mornington Peninsula	40-44	Employed (away from work)		7
Mornington Peninsula	40-44	Employed (away from work)	0	235
Mornington Peninsula	40-44	Employed (away from work)	1	3
Mornington Peninsula	40-44	Employed (full-time)		60
Mornington Peninsula	40-44	Employed (full-time)	0	5567
Mornington Peninsula	40-44	Employed (full-time)	1	37
Mornington Peninsula	40-44	Employed (part-time)		43
Mornington Peninsula	40-44	Employed (part-time)	0	3737
Mornington Peninsula	40-44	Employed (part-time)	1	62
Mornington Peninsula	45-49			10
Mornington Peninsula	45-49		0	170
Mornington Peninsula	45-49		1	3
Mornington Peninsula	45-49	Employed (away from work)	0	236
Mornington Peninsula	45-49	Employed (away from work)	1	12
Mornington Peninsula	45-49	Employed (full-time)		68
Mornington Peninsula	45-49	Employed (full-time)	0	6285
Mornington Peninsula	45-49	Employed (full-time)	1	33
Mornington Peninsula	45-49	Employed (part-time)		49
Mornington Peninsula	45-49	Employed (part-time)	0	3845
Mornington Peninsula	45-49	Employed (part-time)	1	50
Mornington Peninsula	50-54			14
Mornington Peninsula	50-54		0	141
Mornington Peninsula	50-54	Employed (away from work)		9
Mornington Peninsula	50-54	Employed (away from work)	0	260
Mornington Peninsula	50-54	Employed (away from work)	1	11
Mornington Peninsula	50-54	Employed (full-time)		88
Mornington Peninsula	50-54	Employed (full-time)	0	5885
Mornington Peninsula	50-54	Employed (full-time)	1	22
Mornington Peninsula	50-54	Employed (part-time)		34
Mornington Peninsula	50-54	Employed (part-time)	0	3501
Mornington Peninsula	50-54	Employed (part-time)	1	47
Mornington Peninsula	55-59			6
Mornington Peninsula	55-59		0	131
Mornington Peninsula	55-59		1	4
Mornington Peninsula	55-59	Employed (away from work)		4
Mornington Peninsula	55-59	Employed (away from work)	0	333
Mornington Peninsula	55-59	Employed (away from work)	1	14
Mornington Peninsula	55-59	Employed (full-time)		55
Mornington Peninsula	55-59	Employed (full-time)	0	4893
Mornington Peninsula	55-59	Employed (full-time)	1	16
Mornington Peninsula	55-59	Employed (part-time)		56
Mornington Peninsula	55-59	Employed (part-time)	0	3366
Mornington Peninsula	55-59	Employed (part-time)	1	51
Mornington Peninsula	60-64			3
Mornington Peninsula	60-64		0	104
Mornington Peninsula	60-64	Employed (away from work)		3
Mornington Peninsula	60-64	Employed (away from work)	0	313
Mornington Peninsula	60-64	Employed (away from work)	1	9
Mornington Peninsula	60-64	Employed (full-time)		39
Mornington Peninsula	60-64	Employed (full-time)	0	2869
Mornington Peninsula	60-64	Employed (full-time)	1	19
Mornington Peninsula	60-64	Employed (part-time)		39
Mornington Peninsula	60-64	Employed (part-time)	0	2834
Mornington Peninsula	60-64	Employed (part-time)	1	36
Mornington Peninsula	65-69			5
Mornington Peninsula	65-69		0	56
Mornington Peninsula	65-69		1	4
Mornington Peninsula	65-69	Employed (away from work)		4
Mornington Peninsula	65-69	Employed (away from work)	0	170
Mornington Peninsula	65-69	Employed (away from work)	1	7
Mornington Peninsula	65-69	Employed (full-time)		15
Mornington Peninsula	65-69	Employed (full-time)	0	1077
Mornington Peninsula	65-69	Employed (full-time)	1	10
Mornington Peninsula	65-69	Employed (part-time)		26
Mornington Peninsula	65-69	Employed (part-time)	0	1773
Mornington Peninsula	65-69	Employed (part-time)	1	30
Mornington Peninsula	70-74		0	38
Mornington Peninsula	70-74	Employed (away from work)	0	76
Mornington Peninsula	70-74	Employed (away from work)	1	4
Mornington Peninsula	70-74	Employed (full-time)		5
Mornington Peninsula	70-74	Employed (full-time)	0	304
Mornington Peninsula	70-74	Employed (full-time)	1	6
Mornington Peninsula	70-74	Employed (part-time)		16
Mornington Peninsula	70-74	Employed (part-time)	0	708
Mornington Peninsula	70-74	Employed (part-time)	1	16
Mornington Peninsula	75+			3
Mornington Peninsula	75+		0	29
Mornington Peninsula	75+		1	3
Mornington Peninsula	75+	Employed (away from work)	0	36
Mornington Peninsula	75+	Employed (away from work)	1	7
Mornington Peninsula	75+	Employed (full-time)		3
Mornington Peninsula	75+	Employed (full-time)	0	140
Mornington Peninsula	75+	Employed (full-time)	1	4
Mornington Peninsula	75+	Employed (part-time)		6
Mornington Peninsula	75+	Employed (part-time)	0	337
Mornington Peninsula	75+	Employed (part-time)	1	9
North West	15-19			7
North West	15-19		0	110
North West	15-19		1	3
North West	15-19	Employed (away from work)		3
North West	15-19	Employed (away from work)	0	146
North West	15-19	Employed (away from work)	1	3
North West	15-19	Employed (full-time)		10
North West	15-19	Employed (full-time)	0	831
North West	15-19	Employed (full-time)	1	9
North West	15-19	Employed (part-time)		30
North West	15-19	Employed (part-time)	0	2559
North West	15-19	Employed (part-time)	1	32
North West	20-24			12
North West	20-24		0	122
North West	20-24	Employed (away from work)	0	168
North West	20-24	Employed (full-time)		32
North West	20-24	Employed (full-time)	0	3042
North West	20-24	Employed (full-time)	1	4
North West	20-24	Employed (part-time)		14
North West	20-24	Employed (part-time)	0	1602
North West	20-24	Employed (part-time)	1	40
North West	25-29			7
North West	25-29		0	139
North West	25-29	Employed (away from work)		4
North West	25-29	Employed (away from work)	0	247
North West	25-29	Employed (full-time)		47
North West	25-29	Employed (full-time)	0	3791
North West	25-29	Employed (full-time)	1	10
North West	25-29	Employed (part-time)		22
North West	25-29	Employed (part-time)	0	1313
North West	25-29	Employed (part-time)	1	41
North West	30-34		0	99
North West	30-34	Employed (away from work)		8
North West	30-34	Employed (away from work)	0	250
North West	30-34	Employed (away from work)	1	5
North West	30-34	Employed (full-time)		44
North West	30-34	Employed (full-time)	0	3171
North West	30-34	Employed (full-time)	1	6
North West	30-34	Employed (part-time)		35
North West	30-34	Employed (part-time)	0	1575
North West	30-34	Employed (part-time)	1	38
North West	35-39			5
North West	35-39		0	106
North West	35-39	Employed (away from work)		4
North West	35-39	Employed (away from work)	0	169
North West	35-39	Employed (away from work)	1	3
North West	35-39	Employed (full-time)		59
North West	35-39	Employed (full-time)	0	3166
North West	35-39	Employed (full-time)	1	7
North West	35-39	Employed (part-time)		36
North West	35-39	Employed (part-time)	0	1625
North West	35-39	Employed (part-time)	1	26
North West	40-44			4
North West	40-44		0	96
North West	40-44		1	6
North West	40-44	Employed (away from work)	0	145
North West	40-44	Employed (away from work)	1	6
North West	40-44	Employed (full-time)		56
North West	40-44	Employed (full-time)	0	3705
North West	40-44	Employed (full-time)	1	15
North West	40-44	Employed (part-time)		39
North West	40-44	Employed (part-time)	0	1871
North West	40-44	Employed (part-time)	1	30
North West	45-49			4
North West	45-49		0	112
North West	45-49		1	3
North West	45-49	Employed (away from work)		3
North West	45-49	Employed (away from work)	0	159
North West	45-49	Employed (away from work)	1	5
North West	45-49	Employed (full-time)		59
North West	45-49	Employed (full-time)	0	4416
North West	45-49	Employed (full-time)	1	15
North West	45-49	Employed (part-time)		44
North West	45-49	Employed (part-time)	0	2009
North West	45-49	Employed (part-time)	1	43
North West	50-54			3
North West	50-54		0	127
North West	50-54	Employed (away from work)		3
North West	50-54	Employed (away from work)	0	239
North West	50-54	Employed (away from work)	1	10
North West	50-54	Employed (full-time)		59
North West	50-54	Employed (full-time)	0	4557
North West	50-54	Employed (full-time)	1	32
North West	50-54	Employed (part-time)		25
North West	50-54	Employed (part-time)	0	2000
North West	50-54	Employed (part-time)	1	53
North West	55-59			6
North West	55-59		0	138
North West	55-59		1	9
North West	55-59	Employed (away from work)		3
North West	55-59	Employed (away from work)	0	337
North West	55-59	Employed (away from work)	1	5
North West	55-59	Employed (full-time)		62
North West	55-59	Employed (full-time)	0	4291
North West	55-59	Employed (full-time)	1	20
North West	55-59	Employed (part-time)		34
North West	55-59	Employed (part-time)	0	2121
North West	55-59	Employed (part-time)	1	40
North West	60-64			3
North West	60-64		0	106
North West	60-64		1	7
North West	60-64	Employed (away from work)		7
North West	60-64	Employed (away from work)	0	291
North West	60-64	Employed (away from work)	1	15
North West	60-64	Employed (full-time)		29
North West	60-64	Employed (full-time)	0	2886
North West	60-64	Employed (full-time)	1	12
North West	60-64	Employed (part-time)		31
North West	60-64	Employed (part-time)	0	1782
North West	60-64	Employed (part-time)	1	37
North West	65-69		0	53
North West	65-69		1	3
North West	65-69	Employed (away from work)		8
North West	65-69	Employed (away from work)	0	168
North West	65-69	Employed (full-time)		27
North West	65-69	Employed (full-time)	0	1114
North West	65-69	Employed (full-time)	1	8
North West	65-69	Employed (part-time)		10
North West	65-69	Employed (part-time)	0	1069
North West	65-69	Employed (part-time)	1	17
North West	70-74			3
North West	70-74		0	50
North West	70-74		1	5
North West	70-74	Employed (away from work)	0	62
North West	70-74	Employed (away from work)	1	4
North West	70-74	Employed (full-time)		10
North West	70-74	Employed (full-time)	0	384
North West	70-74	Employed (full-time)	1	10
North West	70-74	Employed (part-time)		8
North West	70-74	Employed (part-time)	0	486
North West	70-74	Employed (part-time)	1	4
North West	75+			9
North West	75+		0	81
North West	75+		1	3
North West	75+	Employed (away from work)	0	42
North West	75+	Employed (away from work)	1	8
North West	75+	Employed (full-time)		7
North West	75+	Employed (full-time)	0	302
North West	75+	Employed (full-time)	1	7
North West	75+	Employed (part-time)		4
North West	75+	Employed (part-time)	0	317
North West	75+	Employed (part-time)	1	26
Shepparton	15-19			3
Shepparton	15-19		0	150
Shepparton	15-19	Employed (away from work)		3
Shepparton	15-19	Employed (away from work)	0	148
Shepparton	15-19	Employed (away from work)	1	3
Shepparton	15-19	Employed (full-time)		11
Shepparton	15-19	Employed (full-time)	0	823
Shepparton	15-19	Employed (full-time)	1	4
Shepparton	15-19	Employed (part-time)		31
Shepparton	15-19	Employed (part-time)	0	2376
Shepparton	15-19	Employed (part-time)	1	33
Shepparton	20-24			6
Shepparton	20-24		0	142
Shepparton	20-24		1	3
Shepparton	20-24	Employed (away from work)	0	175
Shepparton	20-24	Employed (away from work)	1	3
Shepparton	20-24	Employed (full-time)		22
Shepparton	20-24	Employed (full-time)	0	2670
Shepparton	20-24	Employed (full-time)	1	9
Shepparton	20-24	Employed (part-time)		19
Shepparton	20-24	Employed (part-time)	0	1337
Shepparton	20-24	Employed (part-time)	1	28
Shepparton	25-29			3
Shepparton	25-29		0	86
Shepparton	25-29	Employed (away from work)	0	208
Shepparton	25-29	Employed (away from work)	1	4
Shepparton	25-29	Employed (full-time)		42
Shepparton	25-29	Employed (full-time)	0	3279
Shepparton	25-29	Employed (full-time)	1	4
Shepparton	25-29	Employed (part-time)		20
Shepparton	25-29	Employed (part-time)	0	1160
Shepparton	25-29	Employed (part-time)	1	19
Shepparton	30-34			5
Shepparton	30-34		0	87
Shepparton	30-34		1	3
Shepparton	30-34	Employed (away from work)	0	253
Shepparton	30-34	Employed (away from work)	1	4
Shepparton	30-34	Employed (full-time)		45
Shepparton	30-34	Employed (full-time)	0	3018
Shepparton	30-34	Employed (full-time)	1	3
Shepparton	30-34	Employed (part-time)		29
Shepparton	30-34	Employed (part-time)	0	1359
Shepparton	30-34	Employed (part-time)	1	17
Shepparton	35-39			4
Shepparton	35-39		0	74
Shepparton	35-39	Employed (away from work)		6
Shepparton	35-39	Employed (away from work)	0	198
Shepparton	35-39	Employed (away from work)	1	6
Shepparton	35-39	Employed (full-time)		64
Shepparton	35-39	Employed (full-time)	0	2846
Shepparton	35-39	Employed (full-time)	1	13
Shepparton	35-39	Employed (part-time)		21
Shepparton	35-39	Employed (part-time)	0	1468
Shepparton	35-39	Employed (part-time)	1	29
Shepparton	40-44			3
Shepparton	40-44		0	108
Shepparton	40-44	Employed (away from work)	0	175
Shepparton	40-44	Employed (away from work)	1	6
Shepparton	40-44	Employed (full-time)		56
Shepparton	40-44	Employed (full-time)	0	3547
Shepparton	40-44	Employed (full-time)	1	24
Shepparton	40-44	Employed (part-time)		33
Shepparton	40-44	Employed (part-time)	0	1713
Shepparton	40-44	Employed (part-time)	1	19
Shepparton	45-49			5
Shepparton	45-49		0	106
Shepparton	45-49	Employed (away from work)	0	182
Shepparton	45-49	Employed (away from work)	1	3
Shepparton	45-49	Employed (full-time)		64
Shepparton	45-49	Employed (full-time)	0	4051
Shepparton	45-49	Employed (full-time)	1	20
Shepparton	45-49	Employed (part-time)		15
Shepparton	45-49	Employed (part-time)	0	1680
Shepparton	45-49	Employed (part-time)	1	17
Shepparton	50-54			4
Shepparton	50-54		0	99
Shepparton	50-54	Employed (away from work)		3
Shepparton	50-54	Employed (away from work)	0	223
Shepparton	50-54	Employed (away from work)	1	7
Shepparton	50-54	Employed (full-time)		74
Shepparton	50-54	Employed (full-time)	0	3997
Shepparton	50-54	Employed (full-time)	1	23
Shepparton	50-54	Employed (part-time)		32
Shepparton	50-54	Employed (part-time)	0	1785
Shepparton	50-54	Employed (part-time)	1	39
Shepparton	55-59		0	93
Shepparton	55-59		1	3
Shepparton	55-59	Employed (away from work)	0	288
Shepparton	55-59	Employed (away from work)	1	3
Shepparton	55-59	Employed (full-time)		56
Shepparton	55-59	Employed (full-time)	0	3629
Shepparton	55-59	Employed (full-time)	1	15
