SA4_NAME16	Age	ModeTravelToWork	NumberModes	Sex	workers
Brisbane - South	25-34	Bicycle	1	M	208
Brisbane - South	25-34	Bus	1	F	897
Brisbane - South	25-34	Bus	1	M	444
Brisbane - South	25-34	Bus and car as driver	2	F	49
Brisbane - South	25-34	Bus and car as driver	2	M	38
Brisbane - South	25-34	Bus and car as passenger	2	F	59
Brisbane - South	25-34	Bus and car as passenger	2	M	19
Brisbane - South	25-34	Bus and ferry	2	F	5
Brisbane - South	25-34	Bus and other	2	F	8
Brisbane - South	25-34	Bus and other	2	M	15
Brisbane - South	25-34	Bus and tram includes light rail	2	M	4
Brisbane - South	25-34	Bus and two other methods excludes train	3	F	12
Brisbane - South	25-34	Bus and two other methods excludes train	3	M	9
Brisbane - South	25-34	Car as driver	1	F	11085
Brisbane - South	25-34	Car as driver	1	M	14675
Brisbane - South	25-34	Car as passenger	1	F	1002
Brisbane - South	25-34	Car as passenger	1	M	683
Brisbane - South	25-34	Did not go to work		F	2196
Brisbane - South	25-34	Did not go to work		M	1099
Brisbane - South	25-34	Ferry	1	F	3
Brisbane - South	25-34	Ferry	1	M	3
Brisbane - South	25-34	Method of travel not stated		F	105
Brisbane - South	25-34	Method of travel not stated		M	158
Brisbane - South	25-34	Motorbike scooter	1	F	40
Brisbane - South	25-34	Motorbike scooter	1	M	344
Brisbane - South	25-34	(Other)	1	F	58
Brisbane - South	25-34	(Other)	1	M	82
Brisbane - South	25-34	Other three methods	3	F	5
Brisbane - South	25-34	Other three methods	3	M	3
Brisbane - South	25-34	Other two methods	2	F	103
Brisbane - South	25-34	Other two methods	2	M	161
Brisbane - South	25-34	Taxi	1	F	43
Brisbane - South	25-34	Taxi	1	M	45
Brisbane - South	25-34	Train	1	F	214
Brisbane - South	25-34	Train	1	M	200
Brisbane - South	25-34	Train and bus	2	F	107
Brisbane - South	25-34	Train and bus	2	M	93
Brisbane - South	25-34	Train and car as driver	2	F	29
Brisbane - South	25-34	Train and car as driver	2	M	25
Brisbane - South	25-34	Train and car as passenger	2	F	10
Brisbane - South	25-34	Train and car as passenger	2	M	12
Brisbane - South	25-34	Train and other	2	F	3
Brisbane - South	25-34	Train and other	2	M	13
Brisbane - South	25-34	Train and two other methods	3	F	45
Brisbane - South	25-34	Train and two other methods	3	M	43
Brisbane - South	25-34	Tram includes light rail	1	M	3
Brisbane - South	25-34	Truck	1	F	4
Brisbane - South	25-34	Truck	1	M	187
Brisbane - South	25-34	Walked only	1	F	473
Brisbane - South	25-34	Walked only	1	M	435
Brisbane - South	25-34	Worked at home		F	702
Brisbane - South	25-34	Worked at home		M	454
Brisbane - South	35-44	Bicycle	1	F	66
Brisbane - South	35-44	Bicycle	1	M	214
Brisbane - South	35-44	Bus	1	F	352
Brisbane - South	35-44	Bus	1	M	259
Brisbane - South	35-44	Bus and car as driver	2	F	34
Brisbane - South	35-44	Bus and car as driver	2	M	25
Brisbane - South	35-44	Bus and car as passenger	2	F	35
Brisbane - South	35-44	Bus and car as passenger	2	M	9
Brisbane - South	35-44	Bus and other	2	F	6
Brisbane - South	35-44	Bus and other	2	M	8
Brisbane - South	35-44	Bus and two other methods excludes train	3	F	8
Brisbane - South	35-44	Bus and two other methods excludes train	3	M	4
Brisbane - South	35-44	Car as driver	1	F	11427
Brisbane - South	35-44	Car as driver	1	M	14389
Brisbane - South	35-44	Car as passenger	1	F	636
Brisbane - South	35-44	Car as passenger	1	M	372
Brisbane - South	35-44	Did not go to work		F	1721
Brisbane - South	35-44	Did not go to work		M	929
Brisbane - South	35-44	Method of travel not stated		F	81
Brisbane - South	35-44	Method of travel not stated		M	106
Brisbane - South	35-44	Motorbike scooter	1	F	31
Brisbane - South	35-44	Motorbike scooter	1	M	294
Brisbane - South	35-44	(Other)	1	F	54
Brisbane - South	35-44	(Other)	1	M	85
Brisbane - South	35-44	Other three methods	3	F	3
Brisbane - South	35-44	Other three methods	3	M	14
Brisbane - South	35-44	Other two methods	2	F	77
Brisbane - South	35-44	Other two methods	2	M	112
Brisbane - South	35-44	Taxi	1	F	25
Brisbane - South	35-44	Taxi	1	M	37
Brisbane - South	35-44	Train	1	F	128
Brisbane - South	35-44	Train	1	M	168
Brisbane - South	35-44	Train and bus	2	F	60
Brisbane - South	35-44	Train and bus	2	M	66
Brisbane - South	35-44	Train and car as driver	2	F	33
Brisbane - South	35-44	Train and car as driver	2	M	34
Brisbane - South	35-44	Train and car as passenger	2	F	13
Brisbane - South	35-44	Train and car as passenger	2	M	12
Brisbane - South	35-44	Train and other	2	F	3
Brisbane - South	35-44	Train and other	2	M	10
Brisbane - South	35-44	Train and two other methods	3	F	30
Brisbane - South	35-44	Train and two other methods	3	M	20
Brisbane - South	35-44	Truck	1	F	3
Brisbane - South	35-44	Truck	1	M	202
Brisbane - South	35-44	Walked only	1	F	326
Brisbane - South	35-44	Walked only	1	M	237
Brisbane - South	35-44	Worked at home		F	1156
Brisbane - South	35-44	Worked at home		M	689
Brisbane - South	45-54	Bicycle	1	F	57
Brisbane - South	45-54	Bicycle	1	M	181
Brisbane - South	45-54	Bus	1	F	312
Brisbane - South	45-54	Bus	1	M	204
Brisbane - South	45-54	Bus and car as driver	2	F	29
Brisbane - South	45-54	Bus and car as driver	2	M	18
Brisbane - South	45-54	Bus and car as passenger	2	F	27
Brisbane - South	45-54	Bus and car as passenger	2	M	15
Brisbane - South	45-54	Bus and ferry	2	F	3
Brisbane - South	45-54	Bus and other	2	M	4
Brisbane - South	45-54	Bus and two other methods excludes train	3	F	6
Brisbane - South	45-54	Bus and two other methods excludes train	3	M	3
Brisbane - South	45-54	Car as driver	1	F	11645
Brisbane - South	45-54	Car as driver	1	M	13322
Brisbane - South	45-54	Car as passenger	1	F	666
Brisbane - South	45-54	Car as passenger	1	M	276
Brisbane - South	45-54	Did not go to work		F	1388
Brisbane - South	45-54	Did not go to work		M	828
Brisbane - South	45-54	Ferry	1	F	4
Brisbane - South	45-54	Method of travel not stated		F	101
Brisbane - South	45-54	Method of travel not stated		M	99
Brisbane - South	45-54	Motorbike scooter	1	F	37
Brisbane - South	45-54	Motorbike scooter	1	M	332
Brisbane - South	45-54	(Other)	1	F	56
Brisbane - South	45-54	(Other)	1	M	114
Brisbane - South	45-54	Other three methods	3	F	3
Brisbane - South	45-54	Other three methods	3	M	4
Brisbane - South	45-54	Other two methods	2	F	58
Brisbane - South	45-54	Other two methods	2	M	122
Brisbane - South	45-54	Taxi	1	F	19
Brisbane - South	45-54	Taxi	1	M	33
Brisbane - South	45-54	Train	1	F	124
Brisbane - South	45-54	Train	1	M	136
Brisbane - South	45-54	Train and bus	2	F	47
Brisbane - South	45-54	Train and bus	2	M	38
Brisbane - South	45-54	Train and car as driver	2	F	38
Brisbane - South	45-54	Train and car as driver	2	M	33
Brisbane - South	45-54	Train and car as passenger	2	F	11
Brisbane - South	45-54	Train and car as passenger	2	M	3
Brisbane - South	45-54	Train and other	2	F	3
Brisbane - South	45-54	Train and other	2	M	7
Brisbane - South	45-54	Train and two other methods	3	F	40
Brisbane - South	45-54	Train and two other methods	3	M	29
Brisbane - South	45-54	Truck	1	F	8
Brisbane - South	45-54	Truck	1	M	300
Brisbane - South	45-54	Walked only	1	F	297
Brisbane - South	45-54	Walked only	1	M	219
Brisbane - South	45-54	Worked at home		F	1028
Brisbane - South	45-54	Worked at home		M	741
Brisbane - South	55-64	Bicycle	1	F	27
Brisbane - South	55-64	Bicycle	1	M	97
Brisbane - South	55-64	Bus	1	F	220
Brisbane - South	55-64	Bus	1	M	136
Brisbane - South	55-64	Bus and car as driver	2	F	25
Brisbane - South	55-64	Bus and car as driver	2	M	16
Brisbane - South	55-64	Bus and car as passenger	2	F	17
Brisbane - South	55-64	Bus and car as passenger	2	M	3
Brisbane - South	55-64	Bus and other	2	F	4
Brisbane - South	55-64	Bus and two other methods excludes train	3	F	7
Brisbane - South	55-64	Bus and two other methods excludes train	3	M	3
Brisbane - South	55-64	Car as driver	1	F	7039
Brisbane - South	55-64	Car as driver	1	M	8559
Brisbane - South	55-64	Car as passenger	1	F	503
Brisbane - South	55-64	Car as passenger	1	M	202
Brisbane - South	55-64	Did not go to work		F	1161
Brisbane - South	55-64	Did not go to work		M	809
Brisbane - South	55-64	Ferry	1	F	4
Brisbane - South	55-64	Method of travel not stated		F	82
Brisbane - South	55-64	Method of travel not stated		M	66
Brisbane - South	55-64	Motorbike scooter	1	F	11
Brisbane - South	55-64	Motorbike scooter	1	M	198
Brisbane - South	55-64	(Other)	1	F	39
Brisbane - South	55-64	(Other)	1	M	94
Brisbane - South	55-64	Other three methods	3	M	3
Brisbane - South	55-64	Other two methods	2	F	46
Brisbane - South	55-64	Other two methods	2	M	83
Brisbane - South	55-64	Taxi	1	F	16
Brisbane - South	55-64	Taxi	1	M	18
Brisbane - South	55-64	Train	1	F	75
Brisbane - South	55-64	Train	1	M	93
Brisbane - South	55-64	Train and bus	2	F	41
Brisbane - South	55-64	Train and bus	2	M	29
Brisbane - South	55-64	Train and car as driver	2	F	26
Brisbane - South	55-64	Train and car as driver	2	M	12
Brisbane - South	55-64	Train and car as passenger	2	F	5
Brisbane - South	55-64	Train and car as passenger	2	M	8
Brisbane - South	55-64	Train and other	2	M	6
Brisbane - South	55-64	Train and two other methods	3	F	20
Brisbane - South	55-64	Train and two other methods	3	M	18
Brisbane - South	55-64	Truck	1	M	240
Brisbane - South	55-64	Walked only	1	F	209
Brisbane - South	55-64	Walked only	1	M	174
Brisbane - South	55-64	Worked at home		F	673
Brisbane - South	55-64	Worked at home		M	597
Brisbane - South	65-74	Bicycle	1	M	11
Brisbane - South	65-74	Bus	1	F	41
Brisbane - South	65-74	Bus	1	M	28
Brisbane - South	65-74	Bus and car as passenger	2	F	3
Brisbane - South	65-74	Car as driver	1	F	1129
Brisbane - South	65-74	Car as driver	1	M	1867
Brisbane - South	65-74	Car as passenger	1	F	123
Brisbane - South	65-74	Car as passenger	1	M	40
Brisbane - South	65-74	Did not go to work		F	321
Brisbane - South	65-74	Did not go to work		M	301
Brisbane - South	65-74	Method of travel not stated		F	26
Brisbane - South	65-74	Method of travel not stated		M	30
Brisbane - South	65-74	Motorbike scooter	1	M	15
Brisbane - South	65-74	(Other)	1	F	9
Brisbane - South	65-74	(Other)	1	M	29
Brisbane - South	65-74	Other two methods	2	F	6
Brisbane - South	65-74	Other two methods	2	M	9
Brisbane - South	65-74	Taxi	1	M	5
Brisbane - South	65-74	Train	1	F	10
Brisbane - South	65-74	Train	1	M	15
Brisbane - South	65-74	Train and bus	2	F	6
Brisbane - South	65-74	Train and bus	2	M	7
Brisbane - South	65-74	Train and car as driver	2	F	3
Brisbane - South	65-74	Train and car as driver	2	M	3
Brisbane - South	65-74	Train and car as passenger	2	F	4
Brisbane - South	65-74	Train and two other methods	3	M	3
Brisbane - South	65-74	Truck	1	F	3
Brisbane - South	65-74	Truck	1	M	71
Brisbane - South	65-74	Walked only	1	F	40
Brisbane - South	65-74	Walked only	1	M	49
Brisbane - South	65-74	Worked at home		F	238
Brisbane - South	65-74	Worked at home		M	329
Brisbane - South	75+	Bus	1	M	6
Brisbane - South	75+	Car as driver	1	F	58
Brisbane - South	75+	Car as driver	1	M	169
Brisbane - South	75+	Car as passenger	1	F	16
Brisbane - South	75+	Car as passenger	1	M	6
Brisbane - South	75+	Did not go to work		F	30
Brisbane - South	75+	Did not go to work		M	41
Brisbane - South	75+	Method of travel not stated		F	21
Brisbane - South	75+	Method of travel not stated		M	21
Brisbane - South	75+	(Other)	1	M	4
Brisbane - South	75+	Truck	1	M	3
Brisbane - South	75+	Walked only	1	F	4
Brisbane - South	75+	Walked only	1	M	4
Brisbane - South	75+	Worked at home		F	32
Brisbane - South	75+	Worked at home		M	81
Brisbane - West	15-24	Bicycle	1	F	46
Brisbane - West	15-24	Bicycle	1	M	150
Brisbane - West	15-24	Bus	1	F	517
Brisbane - West	15-24	Bus	1	M	346
Brisbane - West	15-24	Bus and car as driver	2	F	26
Brisbane - West	15-24	Bus and car as driver	2	M	27
Brisbane - West	15-24	Bus and car as passenger	2	F	44
Brisbane - West	15-24	Bus and car as passenger	2	M	18
Brisbane - West	15-24	Bus and ferry	2	F	4
Brisbane - West	15-24	Bus and other	2	F	5
Brisbane - West	15-24	Bus and other	2	M	8
Brisbane - West	15-24	Bus and two other methods excludes train	3	F	11
Brisbane - West	15-24	Bus and two other methods excludes train	3	M	12
Brisbane - West	15-24	Car as driver	1	F	3156
Brisbane - West	15-24	Car as driver	1	M	2970
Brisbane - West	15-24	Car as passenger	1	F	667
Brisbane - West	15-24	Car as passenger	1	M	477
Brisbane - West	15-24	Did not go to work		F	1410
Brisbane - West	15-24	Did not go to work		M	834
Brisbane - West	15-24	Ferry	1	F	14
Brisbane - West	15-24	Ferry	1	M	4
Brisbane - West	15-24	Method of travel not stated		F	46
Brisbane - West	15-24	Method of travel not stated		M	44
Brisbane - West	15-24	Motorbike scooter	1	F	10
Brisbane - West	15-24	Motorbike scooter	1	M	119
Brisbane - West	15-24	(Other)	1	F	14
Brisbane - West	15-24	(Other)	1	M	24
Brisbane - West	15-24	Other two methods	2	F	42
Brisbane - West	15-24	Other two methods	2	M	68
Brisbane - West	15-24	Taxi	1	F	3
Brisbane - West	15-24	Taxi	1	M	14
Brisbane - West	15-24	Train	1	F	175
Brisbane - West	15-24	Train	1	M	131
Brisbane - West	15-24	Train and bus	2	F	79
Brisbane - West	15-24	Train and bus	2	M	62
Brisbane - West	15-24	Train and car as driver	2	F	16
Brisbane - West	15-24	Train and car as driver	2	M	17
Brisbane - West	15-24	Train and car as passenger	2	F	18
Brisbane - West	15-24	Train and car as passenger	2	M	13
Brisbane - West	15-24	Train and other	2	M	3
Brisbane - West	15-24	Train and two other methods	3	F	37
Brisbane - West	15-24	Train and two other methods	3	M	40
Brisbane - West	15-24	Truck	1	M	18
Brisbane - West	15-24	Walked only	1	F	431
Brisbane - West	15-24	Walked only	1	M	671
Brisbane - West	15-24	Worked at home		F	81
Brisbane - West	15-24	Worked at home		M	105
Brisbane - West	25-34	Bicycle	1	F	118
Brisbane - West	25-34	Bicycle	1	M	286
Brisbane - West	25-34	Bus	1	F	419
Brisbane - West	25-34	Bus	1	M	298
Brisbane - West	25-34	Bus and car as driver	2	F	37
Brisbane - West	25-34	Bus and car as driver	2	M	30
Brisbane - West	25-34	Bus and car as passenger	2	F	26
Brisbane - West	25-34	Bus and car as passenger	2	M	12
Brisbane - West	25-34	Bus and ferry	2	F	7
Brisbane - West	25-34	Bus and ferry	2	M	10
Brisbane - West	25-34	Bus and other	2	F	3
Brisbane - West	25-34	Bus and other	2	M	6
Brisbane - West	25-34	Bus and two other methods excludes train	3	F	6
Brisbane - West	25-34	Bus and two other methods excludes train	3	M	3
Brisbane - West	25-34	Car as driver	1	F	3564
Brisbane - West	25-34	Car as driver	1	M	4395
Brisbane - West	25-34	Car as passenger	1	F	297
Brisbane - West	25-34	Car as passenger	1	M	184
Brisbane - West	25-34	Did not go to work		F	853
Brisbane - West	25-34	Did not go to work		M	457
Brisbane - West	25-34	Ferry	1	F	22
Brisbane - West	25-34	Ferry	1	M	13
Brisbane - West	25-34	Method of travel not stated		F	37
Brisbane - West	25-34	Method of travel not stated		M	33
Brisbane - West	25-34	Motorbike scooter	1	F	18
Brisbane - West	25-34	Motorbike scooter	1	M	170
Brisbane - West	25-34	(Other)	1	F	34
Brisbane - West	25-34	(Other)	1	M	41
Brisbane - West	25-34	Other three methods	3	F	3
Brisbane - West	25-34	Other three methods	3	M	7
Brisbane - West	25-34	Other two methods	2	F	59
Brisbane - West	25-34	Other two methods	2	M	70
Brisbane - West	25-34	Taxi	1	F	3
Brisbane - West	25-34	Taxi	1	M	14
Brisbane - West	25-34	Train	1	F	148
Brisbane - West	25-34	Train	1	M	112
Brisbane - West	25-34	Train and bus	2	F	95
Brisbane - West	25-34	Train and bus	2	M	82
Brisbane - West	25-34	Train and car as driver	2	F	22
Brisbane - West	25-34	Train and car as driver	2	M	17
Brisbane - West	25-34	Train and car as passenger	2	F	6
Brisbane - West	25-34	Train and other	2	F	3
Brisbane - West	25-34	Train and other	2	M	3
Brisbane - West	25-34	Train and two other methods	3	F	41
Brisbane - West	25-34	Train and two other methods	3	M	28
Brisbane - West	25-34	Truck	1	M	24
Brisbane - West	25-34	Walked only	1	F	250
Brisbane - West	25-34	Walked only	1	M	376
Brisbane - West	25-34	Worked at home		F	274
Brisbane - West	25-34	Worked at home		M	197
Brisbane - West	35-44	Bicycle	1	F	67
Brisbane - West	35-44	Bicycle	1	M	213
Brisbane - West	35-44	Bus	1	F	206
Brisbane - West	35-44	Bus	1	M	149
Brisbane - West	35-44	Bus and car as driver	2	F	19
Brisbane - West	35-44	Bus and car as driver	2	M	28
Brisbane - West	35-44	Bus and car as passenger	2	F	18
Brisbane - West	35-44	Bus and car as passenger	2	M	3
Brisbane - West	35-44	Bus and ferry	2	F	8
Brisbane - West	35-44	Bus and ferry	2	M	6
Brisbane - West	35-44	Bus and other	2	F	3
Brisbane - West	35-44	Bus and other	2	M	3
Brisbane - West	35-44	Bus and two other methods excludes train	3	F	3
Brisbane - West	35-44	Car as driver	1	F	3792
Brisbane - West	35-44	Car as driver	1	M	3542
Brisbane - West	35-44	Car as passenger	1	F	222
Brisbane - West	35-44	Car as passenger	1	M	110
Brisbane - West	35-44	Did not go to work		F	681
Brisbane - West	35-44	Did not go to work		M	299
Brisbane - West	35-44	Ferry	1	F	14
Brisbane - West	35-44	Ferry	1	M	11
Brisbane - West	35-44	Method of travel not stated		F	31
Brisbane - West	35-44	Method of travel not stated		M	38
Brisbane - West	35-44	Motorbike scooter	1	F	12
Brisbane - West	35-44	Motorbike scooter	1	M	134
Brisbane - West	35-44	(Other)	1	F	14
Brisbane - West	35-44	(Other)	1	M	37
Brisbane - West	35-44	Other three methods	3	M	3
Brisbane - West	35-44	Other two methods	2	F	32
Brisbane - West	35-44	Other two methods	2	M	62
Brisbane - West	35-44	Taxi	1	F	4
Brisbane - West	35-44	Taxi	1	M	7
Brisbane - West	35-44	Train	1	F	60
Brisbane - West	35-44	Train	1	M	60
Brisbane - West	35-44	Train and bus	2	F	62
Brisbane - West	35-44	Train and bus	2	M	55
Brisbane - West	35-44	Train and car as driver	2	F	10
Brisbane - West	35-44	Train and car as driver	2	M	13
Brisbane - West	35-44	Train and car as passenger	2	F	3
Brisbane - West	35-44	Train and car as passenger	2	M	4
Brisbane - West	35-44	Train and other	2	M	6
Brisbane - West	35-44	Train and two other methods	3	F	25
Brisbane - West	35-44	Train and two other methods	3	M	29
Brisbane - West	35-44	Truck	1	M	36
Brisbane - West	35-44	Walked only	1	F	176
Brisbane - West	35-44	Walked only	1	M	168
Brisbane - West	35-44	Worked at home		F	767
Brisbane - West	35-44	Worked at home		M	400
Brisbane - West	45-54	Bicycle	1	F	52
Brisbane - West	45-54	Bicycle	1	M	178
Brisbane - West	45-54	Bus	1	F	137
Brisbane - West	45-54	Bus	1	M	115
Brisbane - West	45-54	Bus and car as driver	2	F	29
Brisbane - West	45-54	Bus and car as driver	2	M	12
Brisbane - West	45-54	Bus and car as passenger	2	F	5
Brisbane - West	45-54	Bus and ferry	2	F	3
Brisbane - West	45-54	Bus and other	2	M	4
Brisbane - West	45-54	Bus and two other methods excludes train	3	F	3
Brisbane - West	45-54	Car as driver	1	F	4264
Brisbane - West	45-54	Car as driver	1	M	3195
Brisbane - West	45-54	Car as passenger	1	F	214
Brisbane - West	45-54	Car as passenger	1	M	83
Brisbane - West	45-54	Did not go to work		F	553
Brisbane - West	45-54	Did not go to work		M	250
Brisbane - West	45-54	Ferry	1	F	13
Brisbane - West	45-54	Ferry	1	M	3
Brisbane - West	45-54	Method of travel not stated		F	34
Brisbane - West	45-54	Method of travel not stated		M	23
Brisbane - West	45-54	Motorbike scooter	1	F	16
Brisbane - West	45-54	Motorbike scooter	1	M	85
Brisbane - West	45-54	(Other)	1	F	42
Brisbane - West	45-54	(Other)	1	M	38
Brisbane - West	45-54	Other three methods	3	F	4
Brisbane - West	45-54	Other three methods	3	M	4
Brisbane - West	45-54	Other two methods	2	F	39
Brisbane - West	45-54	Other two methods	2	M	43
Brisbane - West	45-54	Taxi	1	F	3
Brisbane - West	45-54	Taxi	1	M	5
Brisbane - West	45-54	Train	1	F	53
Brisbane - West	45-54	Train	1	M	57
Brisbane - West	45-54	Train and bus	2	F	42
Brisbane - West	45-54	Train and bus	2	M	35
Brisbane - West	45-54	Train and car as driver	2	F	6
Brisbane - West	45-54	Train and car as driver	2	M	14
Brisbane - West	45-54	Train and car as passenger	2	F	8
Brisbane - West	45-54	Train and other	2	M	3
Brisbane - West	45-54	Train and two other methods	3	F	32
Brisbane - West	45-54	Train and two other methods	3	M	20
Brisbane - West	45-54	Truck	1	F	3
Brisbane - West	45-54	Truck	1	M	57
Brisbane - West	45-54	Walked only	1	F	186
Brisbane - West	45-54	Walked only	1	M	105
Brisbane - West	45-54	Worked at home		F	753
Brisbane - West	45-54	Worked at home		M	519
Brisbane - West	55-64	Bicycle	1	F	22
Brisbane - West	55-64	Bicycle	1	M	68
Brisbane - West	55-64	Bus	1	F	97
Brisbane - West	55-64	Bus	1	M	59
Brisbane - West	55-64	Bus and car as driver	2	F	13
Brisbane - West	55-64	Bus and car as driver	2	M	10
Brisbane - West	55-64	Bus and car as passenger	2	F	10
Brisbane - West	55-64	Bus and car as passenger	2	M	3
Brisbane - West	55-64	Bus and ferry	2	F	4
Brisbane - West	55-64	Bus and two other methods excludes train	3	M	3
Brisbane - West	55-64	Car as driver	1	F	2629
Brisbane - West	55-64	Car as driver	1	M	2152
Brisbane - West	55-64	Car as passenger	1	F	196
Brisbane - West	55-64	Car as passenger	1	M	46
Brisbane - West	55-64	Did not go to work		F	438
Brisbane - West	55-64	Did not go to work		M	256
Brisbane - West	55-64	Ferry	1	F	4
Brisbane - West	55-64	Ferry	1	M	5
Brisbane - West	55-64	Method of travel not stated		F	31
Brisbane - West	55-64	Method of travel not stated		M	27
Brisbane - West	55-64	Motorbike scooter	1	F	3
Brisbane - West	55-64	Motorbike scooter	1	M	49
Brisbane - West	55-64	(Other)	1	F	11
Brisbane - West	55-64	(Other)	1	M	41
Brisbane - West	55-64	Other three methods	3	F	3
Brisbane - West	55-64	Other two methods	2	F	24
Brisbane - West	55-64	Other two methods	2	M	26
Brisbane - West	55-64	Taxi	1	F	5
Brisbane - West	55-64	Taxi	1	M	4
Brisbane - West	55-64	Train	1	F	38
Brisbane - West	55-64	Train	1	M	43
Brisbane - West	55-64	Train and bus	2	F	24
Brisbane - West	55-64	Train and bus	2	M	20
Brisbane - West	55-64	Train and car as driver	2	F	8
Brisbane - West	55-64	Train and car as driver	2	M	16
Brisbane - West	55-64	Train and car as passenger	2	F	3
Brisbane - West	55-64	Train and other	2	M	3
Brisbane - West	55-64	Train and two other methods	3	F	16
Brisbane - West	55-64	Train and two other methods	3	M	16
Brisbane - West	55-64	Truck	1	M	56
Brisbane - West	55-64	Walked only	1	F	105
Brisbane - West	55-64	Walked only	1	M	96
Brisbane - West	55-64	Worked at home		F	522
Brisbane - West	55-64	Worked at home		M	527
Brisbane - West	65-74	Bicycle	1	M	8
Brisbane - West	65-74	Bus	1	F	20
Brisbane - West	65-74	Bus	1	M	24
Brisbane - West	65-74	Bus and car as driver	2	M	3
Brisbane - West	65-74	Bus and car as passenger	2	F	9
Brisbane - West	65-74	Car as driver	1	F	498
Brisbane - West	65-74	Car as driver	1	M	618
Brisbane - West	65-74	Car as passenger	1	F	37
Brisbane - West	65-74	Car as passenger	1	M	19
Brisbane - West	65-74	Did not go to work		F	194
Brisbane - West	65-74	Did not go to work		M	137
Brisbane - West	65-74	Ferry	1	F	3
Brisbane - West	65-74	Ferry	1	M	3
Brisbane - West	65-74	Method of travel not stated		F	8
Brisbane - West	65-74	Method of travel not stated		M	11
Brisbane - West	65-74	Motorbike scooter	1	M	6
Brisbane - West	65-74	(Other)	1	F	5
Brisbane - West	65-74	(Other)	1	M	8
Brisbane - West	65-74	Other two methods	2	M	11
Brisbane - West	65-74	Taxi	1	M	4
Brisbane - West	65-74	Train	1	F	3
Brisbane - West	65-74	Train	1	M	6
Brisbane - West	65-74	Train and bus	2	F	7
Brisbane - West	65-74	Train and bus	2	M	5
Brisbane - West	65-74	Train and car as driver	2	M	4
Brisbane - West	65-74	Train and two other methods	3	F	3
Brisbane - West	65-74	Truck	1	M	14
Brisbane - West	65-74	Walked only	1	F	33
Brisbane - West	65-74	Walked only	1	M	38
Brisbane - West	65-74	Worked at home		F	251
Brisbane - West	65-74	Worked at home		M	348
Brisbane - West	75+	Bus	1	F	4
Brisbane - West	75+	Bus	1	M	3
Brisbane - West	75+	Car as driver	1	F	24
Brisbane - West	75+	Car as driver	1	M	64
Brisbane - West	75+	Car as passenger	1	F	3
Brisbane - West	75+	Car as passenger	1	M	3
Brisbane - West	75+	Did not go to work		F	16
Brisbane - West	75+	Did not go to work		M	20
Brisbane - West	75+	Method of travel not stated		F	8
Brisbane - West	75+	Method of travel not stated		M	10
Brisbane - West	75+	(Other)	1	F	5
Brisbane - West	75+	Truck	1	M	4
Brisbane - West	75+	Walked only	1	F	3
Brisbane - West	75+	Walked only	1	M	9
Brisbane - West	75+	Worked at home		F	40
Brisbane - West	75+	Worked at home		M	83
Brisbane Inner City	15-24	Bicycle	1	F	183
Brisbane Inner City	15-24	Bicycle	1	M	403
Brisbane Inner City	15-24	Bus	1	F	3981
Brisbane Inner City	15-24	Bus	1	M	2641
Brisbane Inner City	15-24	Bus and car as driver	2	F	244
Brisbane Inner City	15-24	Bus and car as driver	2	M	152
Brisbane Inner City	15-24	Bus and car as passenger	2	F	193
Brisbane Inner City	15-24	Bus and car as passenger	2	M	89
Brisbane Inner City	15-24	Bus and ferry	2	F	38
Brisbane Inner City	15-24	Bus and ferry	2	M	23
Brisbane Inner City	15-24	Bus and other	2	F	37
Brisbane Inner City	15-24	Bus and other	2	M	31
Brisbane Inner City	15-24	Bus and two other methods excludes train	3	F	42
Brisbane Inner City	15-24	Bus and two other methods excludes train	3	M	37
Brisbane Inner City	15-24	Car as driver	1	F	7090
Brisbane Inner City	15-24	Car as driver	1	M	6419
Brisbane Inner City	15-24	Car as passenger	1	F	1782
Brisbane Inner City	15-24	Car as passenger	1	M	1223
Brisbane Inner City	15-24	Did not go to work		F	3428
Brisbane Inner City	15-24	Did not go to work		M	2157
Brisbane Inner City	15-24	Ferry	1	F	161
Brisbane Inner City	15-24	Ferry	1	M	102
Brisbane Inner City	15-24	Method of travel not stated		F	175
Brisbane Inner City	15-24	Method of travel not stated		M	197
Brisbane Inner City	15-24	Motorbike scooter	1	F	46
Brisbane Inner City	15-24	Motorbike scooter	1	M	355
Brisbane Inner City	15-24	(Other)	1	F	62
Brisbane Inner City	15-24	(Other)	1	M	75
Brisbane Inner City	15-24	Other three methods	3	F	4
Brisbane Inner City	15-24	Other three methods	3	M	7
Brisbane Inner City	15-24	Other two methods	2	F	132
Brisbane Inner City	15-24	Other two methods	2	M	146
Brisbane Inner City	15-24	Taxi	1	F	58
Brisbane Inner City	15-24	Taxi	1	M	51
Brisbane Inner City	15-24	Train	1	F	2930
Brisbane Inner City	15-24	Train	1	M	1978
Brisbane Inner City	15-24	Train and bus	2	F	429
Brisbane Inner City	15-24	Train and bus	2	M	336
Brisbane Inner City	15-24	Train and car as driver	2	F	586
Brisbane Inner City	15-24	Train and car as driver	2	M	427
Brisbane Inner City	15-24	Train and car as passenger	2	F	179
Brisbane Inner City	15-24	Train and car as passenger	2	M	120
Brisbane Inner City	15-24	Train and ferry	2	F	10
Brisbane Inner City	15-24	Train and ferry	2	M	3
Brisbane Inner City	15-24	Train and other	2	F	22
