SA4_NAME16	Age	ModeTravelToWork	NumberModes	workers
Melbourne - Inner East	15-24	Train and two other methods	3	212
Melbourne - Inner East	15-24	Tram includes light rail	1	543
Melbourne - Inner East	15-24	Truck	1	19
Melbourne - Inner East	15-24	Walked only	1	1176
Melbourne - Inner East	15-24	Worked at home		247
Melbourne - Inner East	25-34	Bicycle	1	297
Melbourne - Inner East	25-34	Bus	1	611
Melbourne - Inner East	25-34	Bus and car as driver	2	33
Melbourne - Inner East	25-34	Bus and car as passenger	2	22
Melbourne - Inner East	25-34	Bus and other	2	16
Melbourne - Inner East	25-34	Bus and tram includes light rail	2	77
Melbourne - Inner East	25-34	Bus and two other methods excludes train	3	8
Melbourne - Inner East	25-34	Car as driver	1	21892
Melbourne - Inner East	25-34	Car as passenger	1	1005
Melbourne - Inner East	25-34	Did not go to work		2870
Melbourne - Inner East	25-34	Ferry	1	7
Melbourne - Inner East	25-34	Method of travel not stated		236
Melbourne - Inner East	25-34	Motorbike scooter	1	90
Melbourne - Inner East	25-34	(Other)	1	97
Melbourne - Inner East	25-34	Other three methods	3	12
Melbourne - Inner East	25-34	Other two methods	2	191
Melbourne - Inner East	25-34	Taxi	1	52
Melbourne - Inner East	25-34	Train	1	1957
Melbourne - Inner East	25-34	Train and bus	2	413
Melbourne - Inner East	25-34	Train and car as driver	2	201
Melbourne - Inner East	25-34	Train and car as passenger	2	99
Melbourne - Inner East	25-34	Train and other	2	49
Melbourne - Inner East	25-34	Train and tram includes light rail	2	415
Melbourne - Inner East	25-34	Train and two other methods	3	300
Melbourne - Inner East	25-34	Tram includes light rail	1	662
Melbourne - Inner East	25-34	Truck	1	56
Melbourne - Inner East	25-34	Walked only	1	1190
Melbourne - Inner East	25-34	Worked at home		906
Melbourne - Inner East	35-44	Bicycle	1	291
Melbourne - Inner East	35-44	Bus	1	251
Melbourne - Inner East	35-44	Bus and car as driver	2	26
Melbourne - Inner East	35-44	Bus and car as passenger	2	12
Melbourne - Inner East	35-44	Bus and other	2	10
Melbourne - Inner East	35-44	Bus and tram includes light rail	2	36
Melbourne - Inner East	35-44	Bus and two other methods excludes train	3	6
Melbourne - Inner East	35-44	Car as driver	1	20500
Melbourne - Inner East	35-44	Car as passenger	1	593
Melbourne - Inner East	35-44	Did not go to work		2395
Melbourne - Inner East	35-44	Ferry	1	7
Melbourne - Inner East	35-44	Method of travel not stated		179
Melbourne - Inner East	35-44	Motorbike scooter	1	91
Melbourne - Inner East	35-44	(Other)	1	151
Melbourne - Inner East	35-44	Other three methods	3	13
Melbourne - Inner East	35-44	Other two methods	2	154
Melbourne - Inner East	35-44	Taxi	1	28
Melbourne - Inner East	35-44	Train	1	981
Melbourne - Inner East	35-44	Train and bus	2	227
Melbourne - Inner East	35-44	Train and car as driver	2	168
Melbourne - Inner East	35-44	Train and car as passenger	2	30
Melbourne - Inner East	35-44	Train and other	2	33
Melbourne - Inner East	35-44	Train and tram includes light rail	2	155
Melbourne - Inner East	35-44	Train and two other methods	3	151
Melbourne - Inner East	35-44	Tram includes light rail	1	249
Melbourne - Inner East	35-44	Truck	1	70
Melbourne - Inner East	35-44	Walked only	1	686
Melbourne - Inner East	35-44	Worked at home		2018
Melbourne - Inner East	45-54	Bicycle	1	263
Melbourne - Inner East	45-54	Bus	1	233
Melbourne - Inner East	45-54	Bus and car as driver	2	11
Melbourne - Inner East	45-54	Bus and car as passenger	2	10
Melbourne - Inner East	45-54	Bus and tram includes light rail	2	23
Melbourne - Inner East	45-54	Bus and two other methods excludes train	3	10
Melbourne - Inner East	45-54	Car as driver	1	21819
Melbourne - Inner East	45-54	Car as passenger	1	614
Melbourne - Inner East	45-54	Did not go to work		1965
Melbourne - Inner East	45-54	Ferry	1	6
Melbourne - Inner East	45-54	Method of travel not stated		197
Melbourne - Inner East	45-54	Motorbike scooter	1	93
Melbourne - Inner East	45-54	(Other)	1	140
Melbourne - Inner East	45-54	Other three methods	3	6
Melbourne - Inner East	45-54	Other two methods	2	153
Melbourne - Inner East	45-54	Taxi	1	42
Melbourne - Inner East	45-54	Train	1	671
Melbourne - Inner East	45-54	Train and bus	2	135
Melbourne - Inner East	45-54	Train and car as driver	2	159
Melbourne - Inner East	45-54	Train and car as passenger	2	29
Melbourne - Inner East	45-54	Train and other	2	24
Melbourne - Inner East	45-54	Train and tram includes light rail	2	87
Melbourne - Inner East	45-54	Train and two other methods	3	93
Melbourne - Inner East	45-54	Tram includes light rail	1	181
Melbourne - Inner East	45-54	Truck	1	106
Melbourne - Inner East	45-54	Walked only	1	692
Melbourne - Inner East	45-54	Worked at home		2437
Melbourne - Inner East	55-64	Bicycle	1	160
Melbourne - Inner East	55-64	Bus	1	153
Melbourne - Inner East	55-64	Bus and car as driver	2	9
Melbourne - Inner East	55-64	Bus and car as passenger	2	3
Melbourne - Inner East	55-64	Bus and tram includes light rail	2	22
Melbourne - Inner East	55-64	Bus and two other methods excludes train	3	3
Melbourne - Inner East	55-64	Car as driver	1	14340
Melbourne - Inner East	55-64	Car as passenger	1	534
Melbourne - Inner East	55-64	Did not go to work		1813
Melbourne - Inner East	55-64	Method of travel not stated		125
Melbourne - Inner East	55-64	Motorbike scooter	1	47
Melbourne - Inner East	55-64	(Other)	1	120
Melbourne - Inner East	55-64	Other three methods	3	10
Melbourne - Inner East	55-64	Other two methods	2	92
Melbourne - Inner East	55-64	Taxi	1	31
Melbourne - Inner East	55-64	Train	1	464
Melbourne - Inner East	55-64	Train and bus	2	114
Melbourne - Inner East	55-64	Train and car as driver	2	91
Melbourne - Inner East	55-64	Train and car as passenger	2	31
Melbourne - Inner East	55-64	Train and other	2	16
Melbourne - Inner East	55-64	Train and tram includes light rail	2	64
Melbourne - Inner East	55-64	Train and two other methods	3	63
Melbourne - Inner East	55-64	Tram includes light rail	1	146
Melbourne - Inner East	55-64	Truck	1	104
Melbourne - Inner East	55-64	Walked only	1	609
Melbourne - Inner East	55-64	Worked at home		1927
Melbourne - Inner East	65-74	Bicycle	1	16
Melbourne - Inner East	65-74	Bus	1	37
Melbourne - Inner East	65-74	Bus and car as passenger	2	4
Melbourne - Inner East	65-74	Bus and tram includes light rail	2	6
Melbourne - Inner East	65-74	Bus and two other methods excludes train	3	3
Melbourne - Inner East	65-74	Car as driver	1	3538
Melbourne - Inner East	65-74	Car as passenger	1	157
Melbourne - Inner East	65-74	Did not go to work		777
Melbourne - Inner East	65-74	Method of travel not stated		76
Melbourne - Inner East	65-74	Motorbike scooter	1	13
Melbourne - Inner East	65-74	(Other)	1	40
Melbourne - Inner East	65-74	Other two methods	2	17
Melbourne - Inner East	65-74	Taxi	1	4
Melbourne - Inner East	65-74	Train	1	104
Melbourne - Inner East	65-74	Train and bus	2	21
Melbourne - Inner East	65-74	Train and car as driver	2	15
Melbourne - Inner East	65-74	Train and car as passenger	2	3
Melbourne - Inner East	65-74	Train and other	2	10
Melbourne - Inner East	65-74	Train and tram includes light rail	2	17
Melbourne - Inner East	65-74	Train and two other methods	3	25
Melbourne - Inner East	65-74	Tram includes light rail	1	50
Melbourne - Inner East	65-74	Truck	1	31
Melbourne - Inner East	65-74	Walked only	1	193
Melbourne - Inner East	65-74	Worked at home		1160
Melbourne - Inner East	75+	Bus	1	3
Melbourne - Inner East	75+	Bus and tram includes light rail	2	3
Melbourne - Inner East	75+	Car as driver	1	368
Melbourne - Inner East	75+	Car as passenger	1	16
Melbourne - Inner East	75+	Did not go to work		133
Melbourne - Inner East	75+	Method of travel not stated		38
Melbourne - Inner East	75+	Motorbike scooter	1	3
Melbourne - Inner East	75+	(Other)	1	13
Melbourne - Inner East	75+	Train	1	11
Melbourne - Inner East	75+	Train and bus	2	5
Melbourne - Inner East	75+	Train and two other methods	3	6
Melbourne - Inner East	75+	Tram includes light rail	1	6
Melbourne - Inner East	75+	Truck	1	6
Melbourne - Inner East	75+	Walked only	1	20
Melbourne - Inner East	75+	Worked at home		286
Melbourne - Inner South	15-24	Bicycle	1	304
Melbourne - Inner South	15-24	Bus	1	768
Melbourne - Inner South	15-24	Bus and car as driver	2	18
Melbourne - Inner South	15-24	Bus and car as passenger	2	83
Melbourne - Inner South	15-24	Bus and other	2	10
Melbourne - Inner South	15-24	Bus and tram includes light rail	2	22
Melbourne - Inner South	15-24	Bus and two other methods excludes train	3	15
Melbourne - Inner South	15-24	Car as driver	1	11596
Melbourne - Inner South	15-24	Car as passenger	1	2516
Melbourne - Inner South	15-24	Did not go to work		4359
Melbourne - Inner South	15-24	Ferry	1	7
Melbourne - Inner South	15-24	Method of travel not stated		207
Melbourne - Inner South	15-24	Motorbike scooter	1	63
Melbourne - Inner South	15-24	(Other)	1	61
Melbourne - Inner South	15-24	Other three methods	3	16
Melbourne - Inner South	15-24	Other two methods	2	139
Melbourne - Inner South	15-24	Taxi	1	25
Melbourne - Inner South	15-24	Train	1	998
Melbourne - Inner South	15-24	Train and bus	2	389
Melbourne - Inner South	15-24	Train and car as driver	2	67
Melbourne - Inner South	15-24	Train and car as passenger	2	62
Melbourne - Inner South	15-24	Train and other	2	33
Melbourne - Inner South	15-24	Train and tram includes light rail	2	118
Melbourne - Inner South	15-24	Train and two other methods	3	206
Melbourne - Inner South	15-24	Tram includes light rail	1	155
Melbourne - Inner South	15-24	Truck	1	22
Melbourne - Inner South	15-24	Walked only	1	1269
Melbourne - Inner South	15-24	Worked at home		230
Melbourne - Inner South	25-34	Bicycle	1	238
Melbourne - Inner South	25-34	Bus	1	444
Melbourne - Inner South	25-34	Bus and car as driver	2	20
Melbourne - Inner South	25-34	Bus and car as passenger	2	33
Melbourne - Inner South	25-34	Bus and other	2	7
Melbourne - Inner South	25-34	Bus and tram includes light rail	2	28
Melbourne - Inner South	25-34	Bus and two other methods excludes train	3	6
Melbourne - Inner South	25-34	Car as driver	1	22965
Melbourne - Inner South	25-34	Car as passenger	1	1046
Melbourne - Inner South	25-34	Did not go to work		2682
Melbourne - Inner South	25-34	Ferry	1	7
Melbourne - Inner South	25-34	Method of travel not stated		253
Melbourne - Inner South	25-34	Motorbike scooter	1	107
Melbourne - Inner South	25-34	(Other)	1	118
Melbourne - Inner South	25-34	Other three methods	3	14
Melbourne - Inner South	25-34	Other two methods	2	187
Melbourne - Inner South	25-34	Taxi	1	57
Melbourne - Inner South	25-34	Train	1	1352
Melbourne - Inner South	25-34	Train and bus	2	426
Melbourne - Inner South	25-34	Train and car as driver	2	104
Melbourne - Inner South	25-34	Train and car as passenger	2	43
Melbourne - Inner South	25-34	Train and other	2	58
Melbourne - Inner South	25-34	Train and tram includes light rail	2	209
Melbourne - Inner South	25-34	Train and two other methods	3	287
Melbourne - Inner South	25-34	Tram includes light rail	1	263
Melbourne - Inner South	25-34	Truck	1	83
Melbourne - Inner South	25-34	Walked only	1	835
Melbourne - Inner South	25-34	Worked at home		1020
Melbourne - Inner South	35-44	Bicycle	1	259
Melbourne - Inner South	35-44	Bus	1	206
Melbourne - Inner South	35-44	Bus and car as driver	2	13
Melbourne - Inner South	35-44	Bus and car as passenger	2	17
Melbourne - Inner South	35-44	Bus and other	2	4
Melbourne - Inner South	35-44	Bus and tram includes light rail	2	11
Melbourne - Inner South	35-44	Bus and two other methods excludes train	3	3
Melbourne - Inner South	35-44	Car as driver	1	22804
Melbourne - Inner South	35-44	Car as passenger	1	598
Melbourne - Inner South	35-44	Did not go to work		2310
Melbourne - Inner South	35-44	Ferry	1	4
Melbourne - Inner South	35-44	Method of travel not stated		190
Melbourne - Inner South	35-44	Motorbike scooter	1	78
Melbourne - Inner South	35-44	(Other)	1	156
Melbourne - Inner South	35-44	Other three methods	3	9
Melbourne - Inner South	35-44	Other two methods	2	122
Melbourne - Inner South	35-44	Taxi	1	49
Melbourne - Inner South	35-44	Train	1	702
Melbourne - Inner South	35-44	Train and bus	2	202
Melbourne - Inner South	35-44	Train and car as driver	2	89
Melbourne - Inner South	35-44	Train and car as passenger	2	24
Melbourne - Inner South	35-44	Train and other	2	39
Melbourne - Inner South	35-44	Train and tram includes light rail	2	86
Melbourne - Inner South	35-44	Train and two other methods	3	124
Melbourne - Inner South	35-44	Tram includes light rail	1	90
Melbourne - Inner South	35-44	Truck	1	111
Melbourne - Inner South	35-44	Walked only	1	505
Melbourne - Inner South	35-44	Worked at home		2363
Melbourne - Inner South	45-54	Bicycle	1	254
Melbourne - Inner South	45-54	Bus	1	207
Melbourne - Inner South	45-54	Bus and car as driver	2	9
Melbourne - Inner South	45-54	Bus and car as passenger	2	14
Melbourne - Inner South	45-54	Bus and other	2	4
Melbourne - Inner South	45-54	Bus and tram includes light rail	2	9
Melbourne - Inner South	45-54	Bus and two other methods excludes train	3	3
Melbourne - Inner South	45-54	Car as driver	1	24991
Melbourne - Inner South	45-54	Car as passenger	1	693
Melbourne - Inner South	45-54	Did not go to work		1894
Melbourne - Inner South	45-54	Ferry	1	4
Melbourne - Inner South	45-54	Method of travel not stated		190
Melbourne - Inner South	45-54	Motorbike scooter	1	78
Melbourne - Inner South	45-54	(Other)	1	185
Melbourne - Inner South	45-54	Other three methods	3	7
Melbourne - Inner South	45-54	Other two methods	2	157
Melbourne - Inner South	45-54	Taxi	1	38
Melbourne - Inner South	45-54	Train	1	526
Melbourne - Inner South	45-54	Train and bus	2	167
Melbourne - Inner South	45-54	Train and car as driver	2	89
Melbourne - Inner South	45-54	Train and car as passenger	2	26
Melbourne - Inner South	45-54	Train and other	2	28
Melbourne - Inner South	45-54	Train and tram includes light rail	2	52
Melbourne - Inner South	45-54	Train and two other methods	3	74
Melbourne - Inner South	45-54	Tram includes light rail	1	67
Melbourne - Inner South	45-54	Truck	1	131
Melbourne - Inner South	45-54	Walked only	1	708
Melbourne - Inner South	45-54	Worked at home		2788
Melbourne - Inner South	55-64	Bicycle	1	194
Melbourne - Inner South	55-64	Bus	1	128
Melbourne - Inner South	55-64	Bus and car as driver	2	9
Melbourne - Inner South	55-64	Bus and other	2	3
Melbourne - Inner South	55-64	Bus and tram includes light rail	2	3
Melbourne - Inner South	55-64	Bus and two other methods excludes train	3	3
Melbourne - Inner South	55-64	Car as driver	1	16579
Melbourne - Inner South	55-64	Car as passenger	1	591
Melbourne - Inner South	55-64	Did not go to work		1814
Melbourne - Inner South	55-64	Ferry	1	3
Melbourne - Inner South	55-64	Method of travel not stated		174
Melbourne - Inner South	55-64	Motorbike scooter	1	51
Melbourne - Inner South	55-64	(Other)	1	123
Melbourne - Inner South	55-64	Other three methods	3	5
Melbourne - Inner South	55-64	Other two methods	2	98
Melbourne - Inner South	55-64	Taxi	1	23
Melbourne - Inner South	55-64	Train	1	305
Melbourne - Inner South	55-64	Train and bus	2	106
Melbourne - Inner South	55-64	Train and car as driver	2	64
Melbourne - Inner South	55-64	Train and car as passenger	2	17
Melbourne - Inner South	55-64	Train and other	2	14
Melbourne - Inner South	55-64	Train and tram includes light rail	2	35
Melbourne - Inner South	55-64	Train and two other methods	3	73
Melbourne - Inner South	55-64	Tram includes light rail	1	55
Melbourne - Inner South	55-64	Truck	1	141
Melbourne - Inner South	55-64	Walked only	1	558
Melbourne - Inner South	55-64	Worked at home		2195
Melbourne - Inner South	65-74	Bicycle	1	29
Melbourne - Inner South	65-74	Bus	1	33
Melbourne - Inner South	65-74	Bus and tram includes light rail	2	3
Melbourne - Inner South	65-74	Car as driver	1	4226
Melbourne - Inner South	65-74	Car as passenger	1	150
Melbourne - Inner South	65-74	Did not go to work		765
Melbourne - Inner South	65-74	Method of travel not stated		99
Melbourne - Inner South	65-74	Motorbike scooter	1	5
Melbourne - Inner South	65-74	(Other)	1	75
Melbourne - Inner South	65-74	Other three methods	3	4
Melbourne - Inner South	65-74	Other two methods	2	24
Melbourne - Inner South	65-74	Taxi	1	9
Melbourne - Inner South	65-74	Train	1	87
Melbourne - Inner South	65-74	Train and bus	2	45
Melbourne - Inner South	65-74	Train and car as driver	2	7
Melbourne - Inner South	65-74	Train and car as passenger	2	3
Melbourne - Inner South	65-74	Train and tram includes light rail	2	15
Melbourne - Inner South	65-74	Train and two other methods	3	11
Melbourne - Inner South	65-74	Tram includes light rail	1	26
Melbourne - Inner South	65-74	Truck	1	37
Melbourne - Inner South	65-74	Walked only	1	206
Melbourne - Inner South	65-74	Worked at home		1141
Melbourne - Inner South	75+	Bicycle	1	3
Melbourne - Inner South	75+	Car as driver	1	448
Melbourne - Inner South	75+	Car as passenger	1	29
Melbourne - Inner South	75+	Did not go to work		124
Melbourne - Inner South	75+	Method of travel not stated		45
Melbourne - Inner South	75+	(Other)	1	9
Melbourne - Inner South	75+	Other two methods	2	3
Melbourne - Inner South	75+	Taxi	1	3
Melbourne - Inner South	75+	Train	1	14
Melbourne - Inner South	75+	Train and bus	2	3
Melbourne - Inner South	75+	Train and tram includes light rail	2	5
Melbourne - Inner South	75+	Truck	1	7
Melbourne - Inner South	75+	Walked only	1	36
Melbourne - Inner South	75+	Worked at home		250
Melbourne - North East	15-24	Bicycle	1	122
Melbourne - North East	15-24	Bus	1	693
Melbourne - North East	15-24	Bus and car as driver	2	13
Melbourne - North East	15-24	Bus and car as passenger	2	100
Melbourne - North East	15-24	Bus and other	2	13
Melbourne - North East	15-24	Bus and tram includes light rail	2	54
Melbourne - North East	15-24	Bus and two other methods excludes train	3	11
Melbourne - North East	15-24	Car as driver	1	11513
Melbourne - North East	15-24	Car as passenger	1	3224
Melbourne - North East	15-24	Did not go to work		3890
Melbourne - North East	15-24	Ferry	1	7
Melbourne - North East	15-24	Method of travel not stated		290
Melbourne - North East	15-24	Motorbike scooter	1	57
Melbourne - North East	15-24	(Other)	1	58
Melbourne - North East	15-24	Other three methods	3	6
Melbourne - North East	15-24	Other two methods	2	160
Melbourne - North East	15-24	Taxi	1	23
Melbourne - North East	15-24	Train	1	437
Melbourne - North East	15-24	Train and bus	2	204
Melbourne - North East	15-24	Train and car as driver	2	47
Melbourne - North East	15-24	Train and car as passenger	2	55
Melbourne - North East	15-24	Train and other	2	12
Melbourne - North East	15-24	Train and tram includes light rail	2	29
Melbourne - North East	15-24	Train and two other methods	3	83
Melbourne - North East	15-24	Tram includes light rail	1	134
Melbourne - North East	15-24	Truck	1	31
Melbourne - North East	15-24	Walked only	1	885
Melbourne - North East	15-24	Worked at home		201
Melbourne - North East	25-34	Bicycle	1	224
Melbourne - North East	25-34	Bus	1	506
Melbourne - North East	25-34	Bus and car as driver	2	7
Melbourne - North East	25-34	Bus and car as passenger	2	18
Melbourne - North East	25-34	Bus and other	2	6
Melbourne - North East	25-34	Bus and tram includes light rail	2	72
Melbourne - North East	25-34	Bus and two other methods excludes train	3	17
Melbourne - North East	25-34	Car as driver	1	22923
Melbourne - North East	25-34	Car as passenger	1	1116
Melbourne - North East	25-34	Did not go to work		2940
Melbourne - North East	25-34	Ferry	1	9
Melbourne - North East	25-34	Method of travel not stated		289
Melbourne - North East	25-34	Motorbike scooter	1	72
Melbourne - North East	25-34	(Other)	1	141
Melbourne - North East	25-34	Other three methods	3	13
Melbourne - North East	25-34	Other two methods	2	178
Melbourne - North East	25-34	Taxi	1	93
Melbourne - North East	25-34	Train	1	711
Melbourne - North East	25-34	Train and bus	2	253
Melbourne - North East	25-34	Train and car as driver	2	62
Melbourne - North East	25-34	Train and car as passenger	2	22
Melbourne - North East	25-34	Train and other	2	36
Melbourne - North East	25-34	Train and tram includes light rail	2	60
Melbourne - North East	25-34	Train and two other methods	3	120
Melbourne - North East	25-34	Tram includes light rail	1	175
Melbourne - North East	25-34	Truck	1	133
Melbourne - North East	25-34	Walked only	1	651
Melbourne - North East	25-34	Worked at home		1032
Melbourne - North East	35-44	Bicycle	1	286
Melbourne - North East	35-44	Bus	1	269
Melbourne - North East	35-44	Bus and car as driver	2	13
Melbourne - North East	35-44	Bus and car as passenger	2	15
Melbourne - North East	35-44	Bus and other	2	3
Melbourne - North East	35-44	Bus and tram includes light rail	2	33
Melbourne - North East	35-44	Bus and two other methods excludes train	3	11
Melbourne - North East	35-44	Car as driver	1	22422
Melbourne - North East	35-44	Car as passenger	1	600
Melbourne - North East	35-44	Did not go to work		2598
Melbourne - North East	35-44	Ferry	1	5
Melbourne - North East	35-44	Method of travel not stated		261
Melbourne - North East	35-44	Motorbike scooter	1	78
Melbourne - North East	35-44	(Other)	1	148
Melbourne - North East	35-44	Other three methods	3	5
Melbourne - North East	35-44	Other two methods	2	148
Melbourne - North East	35-44	Taxi	1	81
Melbourne - North East	35-44	Train	1	329
Melbourne - North East	35-44	Train and bus	2	118
Melbourne - North East	35-44	Train and car as driver	2	61
Melbourne - North East	35-44	Train and car as passenger	2	13
Melbourne - North East	35-44	Train and other	2	36
Melbourne - North East	35-44	Train and tram includes light rail	2	26
Melbourne - North East	35-44	Train and two other methods	3	71
Melbourne - North East	35-44	Tram includes light rail	1	78
Melbourne - North East	35-44	Truck	1	196
Melbourne - North East	35-44	Walked only	1	448
Melbourne - North East	35-44	Worked at home		2029
Melbourne - North East	45-54	Bicycle	1	222
Melbourne - North East	45-54	Bus	1	224
Melbourne - North East	45-54	Bus and car as driver	2	15
Melbourne - North East	45-54	Bus and car as passenger	2	16
Melbourne - North East	45-54	Bus and other	2	5
Melbourne - North East	45-54	Bus and tram includes light rail	2	25
Melbourne - North East	45-54	Bus and two other methods excludes train	3	3
Melbourne - North East	45-54	Car as driver	1	23910
Melbourne - North East	45-54	Car as passenger	1	721
Melbourne - North East	45-54	Did not go to work		2108
Melbourne - North East	45-54	Ferry	1	3
Melbourne - North East	45-54	Method of travel not stated		279
Melbourne - North East	45-54	Motorbike scooter	1	66
Melbourne - North East	45-54	(Other)	1	141
Melbourne - North East	45-54	Other two methods	2	138
Melbourne - North East	45-54	Taxi	1	55
Melbourne - North East	45-54	Train	1	278
Melbourne - North East	45-54	Train and bus	2	102
Melbourne - North East	45-54	Train and car as driver	2	52
Melbourne - North East	45-54	Train and car as passenger	2	9
Melbourne - North East	45-54	Train and other	2	20
Melbourne - North East	45-54	Train and tram includes light rail	2	18
Melbourne - North East	45-54	Train and two other methods	3	45
Melbourne - North East	45-54	Tram includes light rail	1	32
Melbourne - North East	45-54	Truck	1	213
Melbourne - North East	45-54	Walked only	1	513
Melbourne - North East	45-54	Worked at home		1880
Melbourne - North East	55-64	Bicycle	1	118
Melbourne - North East	55-64	Bus	1	192
Melbourne - North East	55-64	Bus and car as driver	2	6
Melbourne - North East	55-64	Bus and car as passenger	2	5
Melbourne - North East	55-64	Bus and other	2	4
Melbourne - North East	55-64	Bus and tram includes light rail	2	20
Melbourne - North East	55-64	Bus and two other methods excludes train	3	4
Melbourne - North East	55-64	Car as driver	1	15945
Melbourne - North East	55-64	Car as passenger	1	597
Melbourne - North East	55-64	Did not go to work		1926
Melbourne - North East	55-64	Ferry	1	3
Melbourne - North East	55-64	Method of travel not stated		197
Melbourne - North East	55-64	Motorbike scooter	1	52
Melbourne - North East	55-64	(Other)	1	102
Melbourne - North East	55-64	Other two methods	2	94
Melbourne - North East	55-64	Taxi	1	31
Melbourne - North East	55-64	Train	1	188
Melbourne - North East	55-64	Train and bus	2	79
Melbourne - North East	55-64	Train and car as driver	2	43
Melbourne - North East	55-64	Train and car as passenger	2	3
Melbourne - North East	55-64	Train and other	2	14
Melbourne - North East	55-64	Train and tram includes light rail	2	6
Melbourne - North East	55-64	Train and two other methods	3	37
Melbourne - North East	55-64	Tram includes light rail	1	34
Melbourne - North East	55-64	Truck	1	162
Melbourne - North East	55-64	Walked only	1	393
Melbourne - North East	55-64	Worked at home		1560
Melbourne - North East	65-74	Bicycle	1	12
Melbourne - North East	65-74	Bus	1	35
Melbourne - North East	65-74	Bus and car as driver	2	3
Melbourne - North East	65-74	Bus and car as passenger	2	3
Melbourne - North East	65-74	Bus and tram includes light rail	2	7
Melbourne - North East	65-74	Car as driver	1	3181
Melbourne - North East	65-74	Car as passenger	1	149
Melbourne - North East	65-74	Did not go to work		630
Melbourne - North East	65-74	Method of travel not stated		70
Melbourne - North East	65-74	Motorbike scooter	1	7
Melbourne - North East	65-74	(Other)	1	35
Melbourne - North East	65-74	Other two methods	2	18
Melbourne - North East	65-74	Taxi	1	8
Melbourne - North East	65-74	Train	1	42
Melbourne - North East	65-74	Train and bus	2	20
Melbourne - North East	65-74	Train and car as driver	2	8
Melbourne - North East	65-74	Train and other	2	3
Melbourne - North East	65-74	Train and tram includes light rail	2	3
Melbourne - North East	65-74	Train and two other methods	3	11
Melbourne - North East	65-74	Tram includes light rail	1	5
Melbourne - North East	65-74	Truck	1	51
Melbourne - North East	65-74	Walked only	1	117
Melbourne - North East	65-74	Worked at home		683
Melbourne - North East	75+	Bicycle	1	3
Melbourne - North East	75+	Bus	1	3
Melbourne - North East	75+	Car as driver	1	284
Melbourne - North East	75+	Car as passenger	1	32
Melbourne - North East	75+	Did not go to work		74
Melbourne - North East	75+	Method of travel not stated		27
Melbourne - North East	75+	(Other)	1	6
Melbourne - North East	75+	Other two methods	2	3
Melbourne - North East	75+	Taxi	1	3
Melbourne - North East	75+	Train	1	3
Melbourne - North East	75+	Tram includes light rail	1	3
Melbourne - North East	75+	Truck	1	9
Melbourne - North East	75+	Walked only	1	18
Melbourne - North East	75+	Worked at home		129
Melbourne - North West	15-24	Bicycle	1	72
Melbourne - North West	15-24	Bus	1	354
Melbourne - North West	15-24	Bus and car as driver	2	38
Melbourne - North West	15-24	Bus and car as passenger	2	74
Melbourne - North West	15-24	Bus and other	2	3
Melbourne - North West	15-24	Bus and tram includes light rail	2	21
Melbourne - North West	15-24	Bus and two other methods excludes train	3	8
Melbourne - North West	15-24	Car as driver	1	11013
Melbourne - North West	15-24	Car as passenger	1	2946
Melbourne - North West	15-24	Did not go to work		2614
Melbourne - North West	15-24	Ferry	1	9
Melbourne - North West	15-24	Method of travel not stated		307
Melbourne - North West	15-24	Motorbike scooter	1	31
Melbourne - North West	15-24	(Other)	1	49
Melbourne - North West	15-24	Other three methods	3	4
Melbourne - North West	15-24	Other two methods	2	153
Melbourne - North West	15-24	Taxi	1	24
Melbourne - North West	15-24	Train	1	260
Melbourne - North West	15-24	Train and bus	2	158
Melbourne - North West	15-24	Train and car as driver	2	27
Melbourne - North West	15-24	Train and car as passenger	2	37
Melbourne - North West	15-24	Train and other	2	5
Melbourne - North West	15-24	Train and tram includes light rail	2	24
Melbourne - North West	15-24	Train and two other methods	3	89
Melbourne - North West	15-24	Tram includes light rail	1	62
Melbourne - North West	15-24	Truck	1	54
Melbourne - North West	15-24	Walked only	1	341
Melbourne - North West	15-24	Worked at home		162
Melbourne - North West	25-34	Bicycle	1	113
Melbourne - North West	25-34	Bus	1	312
Melbourne - North West	25-34	Bus and car as driver	2	56
Melbourne - North West	25-34	Bus and car as passenger	2	13
Melbourne - North West	25-34	Bus and other	2	6
Melbourne - North West	25-34	Bus and tram includes light rail	2	46
Melbourne - North West	25-34	Bus and two other methods excludes train	3	5
Melbourne - North West	25-34	Car as driver	1	24808
Melbourne - North West	25-34	Car as passenger	1	1143
Melbourne - North West	25-34	Did not go to work		2529
Melbourne - North West	25-34	Ferry	1	6
Melbourne - North West	25-34	Method of travel not stated		363
Melbourne - North West	25-34	Motorbike scooter	1	88
Melbourne - North West	25-34	(Other)	1	181
Melbourne - North West	25-34	Other three methods	3	10
Melbourne - North West	25-34	Other two methods	2	218
Melbourne - North West	25-34	Taxi	1	143
Melbourne - North West	25-34	Train	1	435
Melbourne - North West	25-34	Train and bus	2	203
Melbourne - North West	25-34	Train and car as driver	2	48
Melbourne - North West	25-34	Train and car as passenger	2	28
Melbourne - North West	25-34	Train and other	2	22
Melbourne - North West	25-34	Train and tram includes light rail	2	47
Melbourne - North West	25-34	Train and two other methods	3	115
Melbourne - North West	25-34	Tram includes light rail	1	50
Melbourne - North West	25-34	Truck	1	248
Melbourne - North West	25-34	Walked only	1	309
