SA4_NAME16	Age	EmploymentStatus	workers
Brisbane - South	15-19	Status in employment not stated	56
Brisbane - South	20-24	Contributing family workers	57
Brisbane - South	20-24	Employee	15784
Brisbane - South	20-24	Owner managers of incorporated enterprises	135
Brisbane - South	20-24	Owner managers of unincorporated enterprises	292
Brisbane - South	20-24	Status in employment not stated	87
Brisbane - South	25-29	Contributing family workers	121
Brisbane - South	25-29	Employee	16799
Brisbane - South	25-29	Owner managers of incorporated enterprises	555
Brisbane - South	25-29	Owner managers of unincorporated enterprises	640
Brisbane - South	25-29	Status in employment not stated	116
Brisbane - South	30-34	Contributing family workers	167
Brisbane - South	30-34	Employee	16218
Brisbane - South	30-34	Owner managers of incorporated enterprises	1085
Brisbane - South	30-34	Owner managers of unincorporated enterprises	978
Brisbane - South	30-34	Status in employment not stated	99
Brisbane - South	35-39	Contributing family workers	184
Brisbane - South	35-39	Employee	14525
Brisbane - South	35-39	Owner managers of incorporated enterprises	1222
Brisbane - South	35-39	Owner managers of unincorporated enterprises	1019
Brisbane - South	35-39	Status in employment not stated	107
Brisbane - South	40-44	Contributing family workers	196
Brisbane - South	40-44	Employee	14794
Brisbane - South	40-44	Owner managers of incorporated enterprises	1409
Brisbane - South	40-44	Owner managers of unincorporated enterprises	1042
Brisbane - South	40-44	Status in employment not stated	123
Brisbane - South	45-49	Contributing family workers	202
Brisbane - South	45-49	Employee	14529
Brisbane - South	45-49	Owner managers of incorporated enterprises	1482
Brisbane - South	45-49	Owner managers of unincorporated enterprises	1145
Brisbane - South	45-49	Status in employment not stated	98
Brisbane - South	50-54	Contributing family workers	196
Brisbane - South	50-54	Employee	13011
Brisbane - South	50-54	Owner managers of incorporated enterprises	1258
Brisbane - South	50-54	Owner managers of unincorporated enterprises	1042
Brisbane - South	50-54	Status in employment not stated	111
Brisbane - South	55-59	Contributing family workers	167
Brisbane - South	55-59	Employee	10743
Brisbane - South	55-59	Owner managers of incorporated enterprises	1187
Brisbane - South	55-59	Owner managers of unincorporated enterprises	892
Brisbane - South	55-59	Status in employment not stated	104
Brisbane - South	60-64	Contributing family workers	161
Brisbane - South	60-64	Employee	6836
Brisbane - South	60-64	Owner managers of incorporated enterprises	851
Brisbane - South	60-64	Owner managers of unincorporated enterprises	703
Brisbane - South	60-64	Status in employment not stated	74
Brisbane - South	65-69	Contributing family workers	122
Brisbane - South	65-69	Employee	2520
Brisbane - South	65-69	Owner managers of incorporated enterprises	502
Brisbane - South	65-69	Owner managers of unincorporated enterprises	468
Brisbane - South	65-69	Status in employment not stated	52
Brisbane - South	70-74	Contributing family workers	68
Brisbane - South	70-74	Employee	653
Brisbane - South	70-74	Owner managers of incorporated enterprises	190
Brisbane - South	70-74	Owner managers of unincorporated enterprises	195
Brisbane - South	70-74	Status in employment not stated	33
Brisbane - South	75+	Contributing family workers	48
Brisbane - South	75+	Employee	206
Brisbane - South	75+	Owner managers of incorporated enterprises	113
Brisbane - South	75+	Owner managers of unincorporated enterprises	98
Brisbane - South	75+	Status in employment not stated	36
Brisbane - West	15-19	Contributing family workers	15
Brisbane - West	15-19	Employee	4490
Brisbane - West	15-19	Owner managers of incorporated enterprises	14
Brisbane - West	15-19	Owner managers of unincorporated enterprises	48
Brisbane - West	15-19	Status in employment not stated	32
Brisbane - West	20-24	Contributing family workers	18
Brisbane - West	20-24	Employee	8158
Brisbane - West	20-24	Owner managers of incorporated enterprises	48
Brisbane - West	20-24	Owner managers of unincorporated enterprises	170
Brisbane - West	20-24	Status in employment not stated	33
Brisbane - West	25-29	Contributing family workers	26
Brisbane - West	25-29	Employee	6368
Brisbane - West	25-29	Owner managers of incorporated enterprises	126
Brisbane - West	25-29	Owner managers of unincorporated enterprises	241
Brisbane - West	25-29	Status in employment not stated	20
Brisbane - West	30-34	Contributing family workers	54
Brisbane - West	30-34	Employee	5735
Brisbane - West	30-34	Owner managers of incorporated enterprises	305
Brisbane - West	30-34	Owner managers of unincorporated enterprises	314
Brisbane - West	30-34	Status in employment not stated	29
Brisbane - West	35-39	Contributing family workers	65
Brisbane - West	35-39	Employee	4779
Brisbane - West	35-39	Owner managers of incorporated enterprises	424
Brisbane - West	35-39	Owner managers of unincorporated enterprises	463
Brisbane - West	35-39	Status in employment not stated	30
Brisbane - West	40-44	Contributing family workers	87
Brisbane - West	40-44	Employee	4665
Brisbane - West	40-44	Owner managers of incorporated enterprises	584
Brisbane - West	40-44	Owner managers of unincorporated enterprises	499
Brisbane - West	40-44	Status in employment not stated	31
Brisbane - West	45-49	Contributing family workers	99
Brisbane - West	45-49	Employee	4724
Brisbane - West	45-49	Owner managers of incorporated enterprises	626
Brisbane - West	45-49	Owner managers of unincorporated enterprises	583
Brisbane - West	45-49	Status in employment not stated	33
Brisbane - West	50-54	Contributing family workers	75
Brisbane - West	50-54	Employee	4080
Brisbane - West	50-54	Owner managers of incorporated enterprises	618
Brisbane - West	50-54	Owner managers of unincorporated enterprises	502
Brisbane - West	50-54	Status in employment not stated	32
Brisbane - West	55-59	Contributing family workers	71
Brisbane - West	55-59	Employee	3455
Brisbane - West	55-59	Owner managers of incorporated enterprises	539
Brisbane - West	55-59	Owner managers of unincorporated enterprises	446
Brisbane - West	55-59	Status in employment not stated	18
Brisbane - West	60-64	Contributing family workers	68
Brisbane - West	60-64	Employee	2260
Brisbane - West	60-64	Owner managers of incorporated enterprises	413
Brisbane - West	60-64	Owner managers of unincorporated enterprises	425
Brisbane - West	60-64	Status in employment not stated	30
Brisbane - West	65-69	Contributing family workers	72
Brisbane - West	65-69	Employee	1028
Brisbane - West	65-69	Owner managers of incorporated enterprises	301
Brisbane - West	65-69	Owner managers of unincorporated enterprises	296
Brisbane - West	65-69	Status in employment not stated	19
Brisbane - West	70-74	Contributing family workers	54
Brisbane - West	70-74	Employee	290
Brisbane - West	70-74	Owner managers of incorporated enterprises	150
Brisbane - West	70-74	Owner managers of unincorporated enterprises	140
Brisbane - West	70-74	Status in employment not stated	8
Brisbane - West	75+	Contributing family workers	43
Brisbane - West	75+	Employee	104
Brisbane - West	75+	Owner managers of incorporated enterprises	61
Brisbane - West	75+	Owner managers of unincorporated enterprises	75
Brisbane - West	75+	Status in employment not stated	14
Brisbane Inner City	15-19	Contributing family workers	59
Brisbane Inner City	15-19	Employee	9872
Brisbane Inner City	15-19	Owner managers of incorporated enterprises	28
Brisbane Inner City	15-19	Owner managers of unincorporated enterprises	131
Brisbane Inner City	15-19	Status in employment not stated	71
Brisbane Inner City	20-24	Contributing family workers	65
Brisbane Inner City	20-24	Employee	31301
Brisbane Inner City	20-24	Owner managers of incorporated enterprises	171
Brisbane Inner City	20-24	Owner managers of unincorporated enterprises	468
Brisbane Inner City	20-24	Status in employment not stated	145
Brisbane Inner City	25-29	Contributing family workers	90
Brisbane Inner City	25-29	Employee	39298
Brisbane Inner City	25-29	Owner managers of incorporated enterprises	675
Brisbane Inner City	25-29	Owner managers of unincorporated enterprises	914
Brisbane Inner City	25-29	Status in employment not stated	154
Brisbane Inner City	30-34	Contributing family workers	147
Brisbane Inner City	30-34	Employee	41154
Brisbane Inner City	30-34	Owner managers of incorporated enterprises	1391
Brisbane Inner City	30-34	Owner managers of unincorporated enterprises	1165
Brisbane Inner City	30-34	Status in employment not stated	184
Brisbane Inner City	35-39	Contributing family workers	193
Brisbane Inner City	35-39	Employee	35839
Brisbane Inner City	35-39	Owner managers of incorporated enterprises	1800
Brisbane Inner City	35-39	Owner managers of unincorporated enterprises	1346
Brisbane Inner City	35-39	Status in employment not stated	161
Brisbane Inner City	40-44	Contributing family workers	203
Brisbane Inner City	40-44	Employee	34062
Brisbane Inner City	40-44	Owner managers of incorporated enterprises	2270
Brisbane Inner City	40-44	Owner managers of unincorporated enterprises	1483
Brisbane Inner City	40-44	Status in employment not stated	154
Brisbane Inner City	45-49	Contributing family workers	205
Brisbane Inner City	45-49	Employee	30209
Brisbane Inner City	45-49	Owner managers of incorporated enterprises	2443
Brisbane Inner City	45-49	Owner managers of unincorporated enterprises	1510
Brisbane Inner City	45-49	Status in employment not stated	190
Brisbane Inner City	50-54	Contributing family workers	183
Brisbane Inner City	50-54	Employee	24838
Brisbane Inner City	50-54	Owner managers of incorporated enterprises	2116
Brisbane Inner City	50-54	Owner managers of unincorporated enterprises	1337
Brisbane Inner City	50-54	Status in employment not stated	139
Brisbane Inner City	55-59	Contributing family workers	172
Brisbane Inner City	55-59	Employee	19101
Brisbane Inner City	55-59	Owner managers of incorporated enterprises	1665
Brisbane Inner City	55-59	Owner managers of unincorporated enterprises	1089
Brisbane Inner City	55-59	Status in employment not stated	143
Brisbane Inner City	60-64	Contributing family workers	160
Brisbane Inner City	60-64	Employee	11207
Brisbane Inner City	60-64	Owner managers of incorporated enterprises	1187
Brisbane Inner City	60-64	Owner managers of unincorporated enterprises	882
Brisbane Inner City	60-64	Status in employment not stated	137
Brisbane Inner City	65-69	Contributing family workers	133
Brisbane Inner City	65-69	Employee	4195
Brisbane Inner City	65-69	Owner managers of incorporated enterprises	703
Brisbane Inner City	65-69	Owner managers of unincorporated enterprises	497
Brisbane Inner City	65-69	Status in employment not stated	65
Brisbane Inner City	70-74	Contributing family workers	106
Brisbane Inner City	70-74	Employee	1047
Brisbane Inner City	70-74	Owner managers of incorporated enterprises	291
Brisbane Inner City	70-74	Owner managers of unincorporated enterprises	263
Brisbane Inner City	70-74	Status in employment not stated	38
Brisbane Inner City	75+	Contributing family workers	84
Brisbane Inner City	75+	Employee	376
Brisbane Inner City	75+	Owner managers of incorporated enterprises	142
Brisbane Inner City	75+	Owner managers of unincorporated enterprises	142
Brisbane Inner City	75+	Status in employment not stated	69
Cairns	15-19	Contributing family workers	53
Cairns	15-19	Employee	5768
Cairns	15-19	Owner managers of incorporated enterprises	11
Cairns	15-19	Owner managers of unincorporated enterprises	22
Cairns	15-19	Status in employment not stated	82
Cairns	20-24	Contributing family workers	37
Cairns	20-24	Employee	7686
Cairns	20-24	Owner managers of incorporated enterprises	44
Cairns	20-24	Owner managers of unincorporated enterprises	129
Cairns	20-24	Status in employment not stated	83
Cairns	25-29	Contributing family workers	56
Cairns	25-29	Employee	8563
Cairns	25-29	Owner managers of incorporated enterprises	148
Cairns	25-29	Owner managers of unincorporated enterprises	412
Cairns	25-29	Status in employment not stated	75
Cairns	30-34	Contributing family workers	109
Cairns	30-34	Employee	8673
Cairns	30-34	Owner managers of incorporated enterprises	411
Cairns	30-34	Owner managers of unincorporated enterprises	587
Cairns	30-34	Status in employment not stated	79
Cairns	35-39	Contributing family workers	139
Cairns	35-39	Employee	8453
Cairns	35-39	Owner managers of incorporated enterprises	608
Cairns	35-39	Owner managers of unincorporated enterprises	757
Cairns	35-39	Status in employment not stated	79
Cairns	40-44	Contributing family workers	208
Cairns	40-44	Employee	9095
Cairns	40-44	Owner managers of incorporated enterprises	830
Cairns	40-44	Owner managers of unincorporated enterprises	986
Cairns	40-44	Status in employment not stated	108
Cairns	45-49	Contributing family workers	244
Cairns	45-49	Employee	9284
Cairns	45-49	Owner managers of incorporated enterprises	984
Cairns	45-49	Owner managers of unincorporated enterprises	1070
Cairns	45-49	Status in employment not stated	132
Cairns	50-54	Contributing family workers	234
Cairns	50-54	Employee	8679
Cairns	50-54	Owner managers of incorporated enterprises	980
Cairns	50-54	Owner managers of unincorporated enterprises	1116
Cairns	50-54	Status in employment not stated	140
Cairns	55-59	Contributing family workers	246
Cairns	55-59	Employee	7503
Cairns	55-59	Owner managers of incorporated enterprises	907
Cairns	55-59	Owner managers of unincorporated enterprises	1177
Cairns	55-59	Status in employment not stated	104
Cairns	60-64	Contributing family workers	257
Cairns	60-64	Employee	5099
Cairns	60-64	Owner managers of incorporated enterprises	643
Cairns	60-64	Owner managers of unincorporated enterprises	955
Cairns	60-64	Status in employment not stated	95
Cairns	65-69	Contributing family workers	252
Cairns	65-69	Employee	1928
Cairns	65-69	Owner managers of incorporated enterprises	347
Cairns	65-69	Owner managers of unincorporated enterprises	595
Cairns	65-69	Status in employment not stated	79
Cairns	70-74	Contributing family workers	177
Cairns	70-74	Employee	543
Cairns	70-74	Owner managers of incorporated enterprises	188
Cairns	70-74	Owner managers of unincorporated enterprises	284
Cairns	70-74	Status in employment not stated	54
Cairns	75+	Contributing family workers	164
Cairns	75+	Employee	197
Cairns	75+	Owner managers of incorporated enterprises	100
Cairns	75+	Owner managers of unincorporated enterprises	184
Cairns	75+	Status in employment not stated	46
Darling Downs - Maranoa	15-19	Contributing family workers	82
Darling Downs - Maranoa	15-19	Employee	3148
Darling Downs - Maranoa	15-19	Owner managers of incorporated enterprises	3
Darling Downs - Maranoa	15-19	Owner managers of unincorporated enterprises	28
Darling Downs - Maranoa	15-19	Status in employment not stated	60
Darling Downs - Maranoa	20-24	Contributing family workers	63
Darling Downs - Maranoa	20-24	Employee	4164
Darling Downs - Maranoa	20-24	Owner managers of incorporated enterprises	45
Darling Downs - Maranoa	20-24	Owner managers of unincorporated enterprises	108
Darling Downs - Maranoa	20-24	Status in employment not stated	49
Darling Downs - Maranoa	25-29	Contributing family workers	72
Darling Downs - Maranoa	25-29	Employee	4545
Darling Downs - Maranoa	25-29	Owner managers of incorporated enterprises	124
Darling Downs - Maranoa	25-29	Owner managers of unincorporated enterprises	260
Darling Downs - Maranoa	25-29	Status in employment not stated	44
Darling Downs - Maranoa	30-34	Contributing family workers	134
Darling Downs - Maranoa	30-34	Employee	4376
Darling Downs - Maranoa	30-34	Owner managers of incorporated enterprises	306
Darling Downs - Maranoa	30-34	Owner managers of unincorporated enterprises	380
Darling Downs - Maranoa	30-34	Status in employment not stated	40
Darling Downs - Maranoa	35-39	Contributing family workers	159
Darling Downs - Maranoa	35-39	Employee	4081
Darling Downs - Maranoa	35-39	Owner managers of incorporated enterprises	386
Darling Downs - Maranoa	35-39	Owner managers of unincorporated enterprises	425
Darling Downs - Maranoa	35-39	Status in employment not stated	58
Darling Downs - Maranoa	40-44	Contributing family workers	206
Darling Downs - Maranoa	40-44	Employee	4518
Darling Downs - Maranoa	40-44	Owner managers of incorporated enterprises	519
Darling Downs - Maranoa	40-44	Owner managers of unincorporated enterprises	545
Darling Downs - Maranoa	40-44	Status in employment not stated	74
Darling Downs - Maranoa	45-49	Contributing family workers	304
Darling Downs - Maranoa	45-49	Employee	4739
Darling Downs - Maranoa	45-49	Owner managers of incorporated enterprises	584
Darling Downs - Maranoa	45-49	Owner managers of unincorporated enterprises	669
Darling Downs - Maranoa	45-49	Status in employment not stated	91
Darling Downs - Maranoa	50-54	Contributing family workers	357
Darling Downs - Maranoa	50-54	Employee	4563
Darling Downs - Maranoa	50-54	Owner managers of incorporated enterprises	527
Darling Downs - Maranoa	50-54	Owner managers of unincorporated enterprises	734
Darling Downs - Maranoa	50-54	Status in employment not stated	76
Darling Downs - Maranoa	55-59	Contributing family workers	387
Darling Downs - Maranoa	55-59	Employee	3860
Darling Downs - Maranoa	55-59	Owner managers of incorporated enterprises	506
Darling Downs - Maranoa	55-59	Owner managers of unincorporated enterprises	834
Darling Downs - Maranoa	55-59	Status in employment not stated	100
Darling Downs - Maranoa	60-64	Contributing family workers	427
Darling Downs - Maranoa	60-64	Employee	2562
Darling Downs - Maranoa	60-64	Owner managers of incorporated enterprises	375
Darling Downs - Maranoa	60-64	Owner managers of unincorporated enterprises	819
Darling Downs - Maranoa	60-64	Status in employment not stated	84
Darling Downs - Maranoa	65-69	Contributing family workers	441
Darling Downs - Maranoa	65-69	Employee	975
Darling Downs - Maranoa	65-69	Owner managers of incorporated enterprises	234
Darling Downs - Maranoa	65-69	Owner managers of unincorporated enterprises	582
Darling Downs - Maranoa	65-69	Status in employment not stated	52
Darling Downs - Maranoa	70-74	Contributing family workers	364
Darling Downs - Maranoa	70-74	Employee	272
Darling Downs - Maranoa	70-74	Owner managers of incorporated enterprises	113
Darling Downs - Maranoa	70-74	Owner managers of unincorporated enterprises	360
Darling Downs - Maranoa	70-74	Status in employment not stated	39
Darling Downs - Maranoa	75+	Contributing family workers	356
Darling Downs - Maranoa	75+	Employee	121
Darling Downs - Maranoa	75+	Owner managers of incorporated enterprises	66
Darling Downs - Maranoa	75+	Owner managers of unincorporated enterprises	306
Darling Downs - Maranoa	75+	Status in employment not stated	47
Central Queensland	15-19	Contributing family workers	55
Central Queensland	15-19	Employee	6055
Central Queensland	15-19	Owner managers of incorporated enterprises	16
Central Queensland	15-19	Owner managers of unincorporated enterprises	36
Central Queensland	15-19	Status in employment not stated	80
Central Queensland	20-24	Contributing family workers	55
Central Queensland	20-24	Employee	8384
Central Queensland	20-24	Owner managers of incorporated enterprises	33
Central Queensland	20-24	Owner managers of unincorporated enterprises	166
Central Queensland	20-24	Status in employment not stated	74
Central Queensland	25-29	Contributing family workers	73
Central Queensland	25-29	Employee	9143
Central Queensland	25-29	Owner managers of incorporated enterprises	161
Central Queensland	25-29	Owner managers of unincorporated enterprises	350
Central Queensland	25-29	Status in employment not stated	75
Central Queensland	30-34	Contributing family workers	129
Central Queensland	30-34	Employee	9579
Central Queensland	30-34	Owner managers of incorporated enterprises	336
Central Queensland	30-34	Owner managers of unincorporated enterprises	516
Central Queensland	30-34	Status in employment not stated	61
Central Queensland	35-39	Contributing family workers	149
Central Queensland	35-39	Employee	8830
Central Queensland	35-39	Owner managers of incorporated enterprises	464
Central Queensland	35-39	Owner managers of unincorporated enterprises	580
Central Queensland	35-39	Status in employment not stated	74
Central Queensland	40-44	Contributing family workers	194
Central Queensland	40-44	Employee	9213
Central Queensland	40-44	Owner managers of incorporated enterprises	623
Central Queensland	40-44	Owner managers of unincorporated enterprises	617
Central Queensland	40-44	Status in employment not stated	98
Central Queensland	45-49	Contributing family workers	228
Central Queensland	45-49	Employee	9285
Central Queensland	45-49	Owner managers of incorporated enterprises	679
Central Queensland	45-49	Owner managers of unincorporated enterprises	703
Central Queensland	45-49	Status in employment not stated	112
Central Queensland	50-54	Contributing family workers	273
Central Queensland	50-54	Employee	8975
Central Queensland	50-54	Owner managers of incorporated enterprises	722
Central Queensland	50-54	Owner managers of unincorporated enterprises	774
Central Queensland	50-54	Status in employment not stated	101
Central Queensland	55-59	Contributing family workers	289
Central Queensland	55-59	Employee	7423
Central Queensland	55-59	Owner managers of incorporated enterprises	600
Central Queensland	55-59	Owner managers of unincorporated enterprises	768
Central Queensland	55-59	Status in employment not stated	109
Central Queensland	60-64	Contributing family workers	245
Central Queensland	60-64	Employee	4208
Central Queensland	60-64	Owner managers of incorporated enterprises	395
Central Queensland	60-64	Owner managers of unincorporated enterprises	709
Central Queensland	60-64	Status in employment not stated	85
Central Queensland	65-69	Contributing family workers	239
Central Queensland	65-69	Employee	1323
Central Queensland	65-69	Owner managers of incorporated enterprises	197
Central Queensland	65-69	Owner managers of unincorporated enterprises	444
Central Queensland	65-69	Status in employment not stated	54
Central Queensland	70-74	Contributing family workers	169
Central Queensland	70-74	Employee	350
Central Queensland	70-74	Owner managers of incorporated enterprises	113
Central Queensland	70-74	Owner managers of unincorporated enterprises	213
Central Queensland	70-74	Status in employment not stated	22
Central Queensland	75+	Contributing family workers	173
Central Queensland	75+	Employee	143
Central Queensland	75+	Owner managers of incorporated enterprises	45
Central Queensland	75+	Owner managers of unincorporated enterprises	164
Central Queensland	75+	Status in employment not stated	25
Gold Coast	15-19	Contributing family workers	98
Gold Coast	15-19	Employee	14616
Gold Coast	15-19	Owner managers of incorporated enterprises	48
Gold Coast	15-19	Owner managers of unincorporated enterprises	91
Gold Coast	15-19	Status in employment not stated	128
Gold Coast	20-24	Contributing family workers	108
Gold Coast	20-24	Employee	22762
Gold Coast	20-24	Owner managers of incorporated enterprises	213
Gold Coast	20-24	Owner managers of unincorporated enterprises	555
Gold Coast	20-24	Status in employment not stated	168
Gold Coast	25-29	Contributing family workers	163
Gold Coast	25-29	Employee	23103
Gold Coast	25-29	Owner managers of incorporated enterprises	913
Gold Coast	25-29	Owner managers of unincorporated enterprises	1169
Gold Coast	25-29	Status in employment not stated	159
Gold Coast	30-34	Contributing family workers	293
Gold Coast	30-34	Employee	22066
Gold Coast	30-34	Owner managers of incorporated enterprises	1806
Gold Coast	30-34	Owner managers of unincorporated enterprises	1752
Gold Coast	30-34	Status in employment not stated	214
Gold Coast	35-39	Contributing family workers	438
Gold Coast	35-39	Employee	20236
Gold Coast	35-39	Owner managers of incorporated enterprises	2356
Gold Coast	35-39	Owner managers of unincorporated enterprises	2055
Gold Coast	35-39	Status in employment not stated	185
Gold Coast	40-44	Contributing family workers	442
Gold Coast	40-44	Employee	20817
Gold Coast	40-44	Owner managers of incorporated enterprises	3125
Gold Coast	40-44	Owner managers of unincorporated enterprises	2409
Gold Coast	40-44	Status in employment not stated	212
Gold Coast	45-49	Contributing family workers	463
Gold Coast	45-49	Employee	20096
Gold Coast	45-49	Owner managers of incorporated enterprises	3355
Gold Coast	45-49	Owner managers of unincorporated enterprises	2509
Gold Coast	45-49	Status in employment not stated	223
Gold Coast	50-54	Contributing family workers	467
Gold Coast	50-54	Employee	18042
Gold Coast	50-54	Owner managers of incorporated enterprises	3072
Gold Coast	50-54	Owner managers of unincorporated enterprises	2354
Gold Coast	50-54	Status in employment not stated	230
Gold Coast	55-59	Contributing family workers	461
Gold Coast	55-59	Employee	15215
Gold Coast	55-59	Owner managers of incorporated enterprises	2519
Gold Coast	55-59	Owner managers of unincorporated enterprises	2242
Gold Coast	55-59	Status in employment not stated	220
Gold Coast	60-64	Contributing family workers	382
Gold Coast	60-64	Employee	9764
Gold Coast	60-64	Owner managers of incorporated enterprises	2042
Gold Coast	60-64	Owner managers of unincorporated enterprises	1801
Gold Coast	60-64	Status in employment not stated	175
Gold Coast	65-69	Contributing family workers	352
Gold Coast	65-69	Employee	4249
Gold Coast	65-69	Owner managers of incorporated enterprises	1355
Gold Coast	65-69	Owner managers of unincorporated enterprises	1196
Gold Coast	65-69	Status in employment not stated	111
Gold Coast	70-74	Contributing family workers	202
Gold Coast	70-74	Employee	1214
Gold Coast	70-74	Owner managers of incorporated enterprises	571
Gold Coast	70-74	Owner managers of unincorporated enterprises	480
Gold Coast	70-74	Status in employment not stated	70
Gold Coast	75+	Contributing family workers	150
Gold Coast	75+	Employee	436
Gold Coast	75+	Owner managers of incorporated enterprises	248
Gold Coast	75+	Owner managers of unincorporated enterprises	210
Gold Coast	75+	Status in employment not stated	79
Ipswich	15-19	Contributing family workers	64
Ipswich	15-19	Employee	6542
Ipswich	15-19	Owner managers of incorporated enterprises	21
Ipswich	15-19	Owner managers of unincorporated enterprises	38
Ipswich	15-19	Status in employment not stated	56
Ipswich	20-24	Contributing family workers	49
Ipswich	20-24	Employee	9779
Ipswich	20-24	Owner managers of incorporated enterprises	72
Ipswich	20-24	Owner managers of unincorporated enterprises	197
Ipswich	20-24	Status in employment not stated	104
Ipswich	25-29	Contributing family workers	62
Ipswich	25-29	Employee	10729
Ipswich	25-29	Owner managers of incorporated enterprises	206
Ipswich	25-29	Owner managers of unincorporated enterprises	435
Ipswich	25-29	Status in employment not stated	96
Ipswich	30-34	Contributing family workers	103
Ipswich	30-34	Employee	10819
Ipswich	30-34	Owner managers of incorporated enterprises	430
Ipswich	30-34	Owner managers of unincorporated enterprises	632
Ipswich	30-34	Status in employment not stated	85
Ipswich	35-39	Contributing family workers	107
Ipswich	35-39	Employee	9980
Ipswich	35-39	Owner managers of incorporated enterprises	638
Ipswich	35-39	Owner managers of unincorporated enterprises	722
Ipswich	35-39	Status in employment not stated	98
Ipswich	40-44	Contributing family workers	159
Ipswich	40-44	Employee	10580
Ipswich	40-44	Owner managers of incorporated enterprises	735
Ipswich	40-44	Owner managers of unincorporated enterprises	814
Ipswich	40-44	Status in employment not stated	94
Ipswich	45-49	Contributing family workers	153
Ipswich	45-49	Employee	10479
Ipswich	45-49	Owner managers of incorporated enterprises	787
Ipswich	45-49	Owner managers of unincorporated enterprises	877
Ipswich	45-49	Status in employment not stated	97
Ipswich	50-54	Contributing family workers	173
Ipswich	50-54	Employee	9695
Ipswich	50-54	Owner managers of incorporated enterprises	777
Ipswich	50-54	Owner managers of unincorporated enterprises	864
Ipswich	50-54	Status in employment not stated	105
Ipswich	55-59	Contributing family workers	178
Ipswich	55-59	Employee	7825
Ipswich	55-59	Owner managers of incorporated enterprises	654
Ipswich	55-59	Owner managers of unincorporated enterprises	778
Ipswich	55-59	Status in employment not stated	84
Ipswich	60-64	Contributing family workers	172
Ipswich	60-64	Employee	4704
Ipswich	60-64	Owner managers of incorporated enterprises	466
Ipswich	60-64	Owner managers of unincorporated enterprises	654
Ipswich	60-64	Status in employment not stated	59
Ipswich	65-69	Contributing family workers	171
Ipswich	65-69	Employee	1689
Ipswich	65-69	Owner managers of incorporated enterprises	295
Ipswich	65-69	Owner managers of unincorporated enterprises	364
Ipswich	65-69	Status in employment not stated	51
Ipswich	70-74	Contributing family workers	117
Ipswich	70-74	Employee	434
Ipswich	70-74	Owner managers of incorporated enterprises	123
Ipswich	70-74	Owner managers of unincorporated enterprises	177
Ipswich	70-74	Status in employment not stated	27
Ipswich	75+	Contributing family workers	103
Ipswich	75+	Employee	139
Ipswich	75+	Owner managers of incorporated enterprises	39
Ipswich	75+	Owner managers of unincorporated enterprises	96
Ipswich	75+	Status in employment not stated	41
Logan - Beaudesert	15-19	Contributing family workers	67
Logan - Beaudesert	15-19	Employee	6601
Logan - Beaudesert	15-19	Owner managers of incorporated enterprises	15
Logan - Beaudesert	15-19	Owner managers of unincorporated enterprises	54
Logan - Beaudesert	15-19	Status in employment not stated	72
Logan - Beaudesert	20-24	Contributing family workers	52
Logan - Beaudesert	20-24	Employee	9172
Logan - Beaudesert	20-24	Owner managers of incorporated enterprises	89
Logan - Beaudesert	20-24	Owner managers of unincorporated enterprises	213
Logan - Beaudesert	20-24	Status in employment not stated	94
Logan - Beaudesert	25-29	Contributing family workers	81
Logan - Beaudesert	25-29	Employee	9114
Logan - Beaudesert	25-29	Owner managers of incorporated enterprises	272
Logan - Beaudesert	25-29	Owner managers of unincorporated enterprises	481
Logan - Beaudesert	25-29	Status in employment not stated	78
Logan - Beaudesert	30-34	Contributing family workers	136
Logan - Beaudesert	30-34	Employee	8819
Logan - Beaudesert	30-34	Owner managers of incorporated enterprises	593
Logan - Beaudesert	30-34	Owner managers of unincorporated enterprises	731
Logan - Beaudesert	30-34	Status in employment not stated	94
Logan - Beaudesert	35-39	Contributing family workers	151
Logan - Beaudesert	35-39	Employee	8309
Logan - Beaudesert	35-39	Owner managers of incorporated enterprises	806
Logan - Beaudesert	35-39	Owner managers of unincorporated enterprises	797
Logan - Beaudesert	35-39	Status in employment not stated	104
Logan - Beaudesert	40-44	Contributing family workers	208
Logan - Beaudesert	40-44	Employee	8317
Logan - Beaudesert	40-44	Owner managers of incorporated enterprises	960
Logan - Beaudesert	40-44	Owner managers of unincorporated enterprises	891
Logan - Beaudesert	40-44	Status in employment not stated	95
Logan - Beaudesert	45-49	Contributing family workers	175
Logan - Beaudesert	45-49	Employee	8159
Logan - Beaudesert	45-49	Owner managers of incorporated enterprises	1047
Logan - Beaudesert	45-49	Owner managers of unincorporated enterprises	952
Logan - Beaudesert	45-49	Status in employment not stated	79
Logan - Beaudesert	50-54	Contributing family workers	193
Logan - Beaudesert	50-54	Employee	7283
Logan - Beaudesert	50-54	Owner managers of incorporated enterprises	1004
Logan - Beaudesert	50-54	Owner managers of unincorporated enterprises	831
Logan - Beaudesert	50-54	Status in employment not stated	82
Logan - Beaudesert	55-59	Contributing family workers	175
Logan - Beaudesert	55-59	Employee	6070
Logan - Beaudesert	55-59	Owner managers of incorporated enterprises	970
Logan - Beaudesert	55-59	Owner managers of unincorporated enterprises	816
Logan - Beaudesert	55-59	Status in employment not stated	76
Logan - Beaudesert	60-64	Contributing family workers	161
Logan - Beaudesert	60-64	Employee	3907
